Orthogroup	DKIK.longest_only	AEAL.longest_only
OG0002817	LOC108085931|XP_017038204.1|DKIK	LOC109411117|XP_029728699.1|AEAL, LOC109408178|XP_029729037.1|AEAL
OG0002818	LOC108073088|XP_017020058.1|DKIK	LOC109408179|XP_019536966.2|AEAL
OG0002819	LOC108072649|XP_017019369.1|DKIK	LOC115266681|XP_029729064.1|AEAL, LOC109411163|XP_029728839.1|AEAL, LOC109408249|XP_029728758.1|AEAL
OG0002820	LOC108071968|XP_017018433.1|DKIK	LOC109408189|XP_019536974.1|AEAL, LOC109411126|XP_019540125.1|AEAL, LOC115266580|XP_029728831.1|AEAL
OG0002821	LOC108070441|XP_017016406.1|DKIK	LOC109408219|XP_029728874.1|AEAL, LOC109411157|XP_029728795.1|AEAL, LOC115266592|XP_029728883.1|AEAL
OG0002822	LOC108074754|XP_017022419.1|DKIK	LOC109408911|XP_019537840.1|AEAL, LOC109418470|XP_019548226.2|AEAL
OG0002823	LOC108076729|XP_017025195.1|DKIK	LOC115266600|XP_029728907.1|AEAL, LOC109416685|XP_029728913.1|AEAL, LOC109416498|XP_029728899.1|AEAL
OG0002824	LOC108076503|XP_017024889.1|DKIK	LOC109416684|XP_029728914.1|AEAL, LOC115266598|XP_029728901.1|AEAL, LOC109416497|XP_029728905.1|AEAL
OG0002825	LOC108084790|XP_017036623.1|DKIK	LOC109414980|XP_019544371.2|AEAL, LOC109415140|XP_029728994.1|AEAL
OG0002826	LOC108074208|XP_017021635.1|DKIK	LOC115266616|XP_029728936.1|AEAL, LOC109414985|XP_029728956.1|AEAL
OG0002827	LOC108079391|XP_017029207.1|DKIK	LOC115266611|XP_029728933.1|AEAL, LOC109415135|XP_029728965.1|AEAL
OG0002828	LOC108082541|XP_017033466.1|DKIK	LOC109414994|XP_029728969.1|AEAL, LOC109415128|XP_029728931.1|AEAL
OG0002829	LOC108077974|XP_017027006.1|DKIK, LOC108072941|XP_017019785.1|DKIK	LOC109415102|XP_019544507.2|AEAL
OG0002830	LOC108074453|XP_017021983.1|DKIK	LOC109622136|XP_029732841.1|AEAL
OG0002831	LOC108073634|XP_017020835.1|DKIK	LOC115261842|XP_029719611.1|AEAL, LOC109405564|XP_029719612.1|AEAL
OG0002832	LOC108074836|XP_017022528.1|DKIK	LOC109403689|XP_019532063.2|AEAL, LOC115255896|XP_029709940.1|AEAL
OG0002833	LOC108072384|XP_017018975.1|DKIK	LOC109421957|XP_029709931.1|AEAL
OG0002834	LOC108072074|XP_017018566.1|DKIK	LOC109421564|XP_029728217.1|AEAL, LOC109407054|XP_019535624.1|AEAL
OG0002835	LOC108073012|XP_017019957.1|DKIK	LOC115266319|XP_029728212.1|AEAL, LOC109414482|XP_029728234.1|AEAL
OG0002836	LOC108078077|XP_017027143.1|DKIK	LOC115253880|XP_029728180.1|AEAL, LOC109414469|XP_029728167.1|AEAL, LOC109621255|XP_029728258.1|AEAL
OG0002837	LOC108076651|XP_017025071.1|DKIK	LOC115253811|XP_029728166.1|AEAL, LOC109414464|XP_029728263.1|AEAL, LOC109622269|XP_029728185.1|AEAL
OG0002838	LOC108076526|XP_017024927.1|DKIK	LOC109414438|XP_019543800.1|AEAL, LOC109622253|XP_019932067.1|AEAL, LOC115253820|XP_029728116.1|AEAL
OG0002839	LOC108070914|XP_017017059.1|DKIK	LOC109414420|XP_029728309.1|AEAL, LOC109404734|XP_029719649.1|AEAL
OG0002840	LOC108076243|XP_017024483.1|DKIK	LOC109404738|XP_029728110.1|AEAL, LOC109414417|XP_019543767.2|AEAL
OG0002841	LOC108086103|XP_017038420.1|DKIK	LOC109427946|XP_019559148.2|AEAL, LOC109428264|XP_019559539.1|AEAL
OG0002842	LOC108078366|XP_017027678.1|DKIK	LOC109428265|XP_029728326.1|AEAL, LOC109427947|XP_019559149.2|AEAL
OG0002843	LOC108076809|XP_017025327.1|DKIK	LOC115266348|XP_029728339.1|AEAL, LOC109428256|XP_029710139.1|AEAL
OG0002844	LOC108083121|XP_017034281.1|DKIK	LOC109427892|XP_029728405.1|AEAL, LOC115259358|XP_029715760.1|AEAL
OG0002845	LOC108086234|XP_017038592.1|DKIK	LOC115258796|XP_029715079.1|AEAL, LOC109433265|XP_019565237.2|AEAL
OG0002846	LOC108076700|XP_017025147.1|DKIK	LOC109424293|XP_029715119.1|AEAL, LOC115258731|XP_029714956.1|AEAL
OG0002847	LOC108086229|XP_017038586.1|DKIK	LOC115261206|XP_029718410.1|AEAL, LOC109622893|XP_019932907.2|AEAL, LOC115258470|XP_029714447.1|AEAL, LOC115258542|XP_029714549.1|AEAL
OG0002848	LOC108074310|XP_017021796.1|DKIK	LOC109622891|XP_019932905.2|AEAL, LOC115258490|XP_029714468.1|AEAL, LOC115258536|XP_029714531.1|AEAL
OG0002849	LOC108082241|XP_017033067.1|DKIK	LOC109622885|XP_029714057.1|AEAL, LOC115258207|XP_029714142.1|AEAL
OG0002850	LOC108085299|XP_017037346.1|DKIK	LOC109622870|XP_029710339.1|AEAL, LOC115258081|XP_029713945.1|AEAL, LOC115257989|XP_029713836.1|AEAL
OG0002851	LOC108077209|XP_017025948.1|DKIK	LOC109407950|XP_029720688.1|AEAL, LOC109412014|XP_019541203.2|AEAL
OG0002852	LOC108073114|XP_017020097.1|DKIK	LOC115262433|XP_029720690.1|AEAL, LOC109412018|XP_029713439.1|AEAL
OG0002853	LOC108075925|XP_017024049.1|DKIK	LOC115257543|XP_029713135.1|AEAL, LOC109400990|XP_019529000.2|AEAL, LOC115257438|XP_029712886.1|AEAL
OG0002854	LOC108079629|XP_017029501.1|DKIK	LOC109401364|XP_029715942.1|AEAL, LOC109412362|XP_029712640.1|AEAL
OG0002855	LOC108075843|XP_017023909.1|DKIK	LOC109432880|XP_029712350.1|AEAL, LOC115257171|XP_029712434.1|AEAL, LOC109401390|XP_029712365.1|AEAL
OG0002856	LOC108075933|XP_017024060.1|DKIK	LOC109432889|XP_029711769.1|AEAL, LOC109401370|XP_029711911.1|AEAL
OG0002857	LOC108081520|XP_017032228.1|DKIK	LOC109401394|XP_029711809.1|AEAL, LOC109432890|XP_029712033.1|AEAL
OG0002858	LOC108081407|XP_017032055.1|DKIK	LOC109433059|XP_019564984.2|AEAL
OG0002859	LOC108086208|XP_017038559.1|DKIK	LOC115256675|XP_029711439.1|AEAL, LOC109433100|XP_019565030.2|AEAL, LOC109411282|XP_019540353.2|AEAL
OG0002860	LOC108072537|XP_017019201.1|DKIK	LOC109420061|XP_019549910.2|AEAL
OG0002861	LOC108077197|XP_017025931.1|DKIK, LOC108073520|XP_017020688.1|DKIK	LOC115257640|XP_029713332.1|AEAL, LOC109433076|XP_029711037.1|AEAL
OG0002862	LOC108074419|XP_017021941.1|DKIK	LOC109420198|XP_029710451.1|AEAL, LOC109433126|XP_029711003.1|AEAL
OG0002863	LOC108079666|XP_017029552.1|DKIK	LOC109433137|XP_029710981.1|AEAL, LOC109420226|XP_019550109.2|AEAL
OG0002864	LOC108079568|XP_017029399.1|DKIK	LOC109433118|XP_029710972.1|AEAL, LOC109420234|XP_029710399.1|AEAL
OG0002865	LOC108081344|XP_017031984.1|DKIK	LOC109420437|XP_029710758.1|AEAL
OG0002866	LOC108070568|XP_017016609.1|DKIK	LOC115264950|XP_029725003.1|AEAL, LOC109621987|XP_019931744.2|AEAL
OG0002867	LOC108072497|XP_017019153.1|DKIK	LOC109621971|XP_019931729.2|AEAL, LOC109409006|XP_019537958.2|AEAL, LOC115264943|XP_029724971.1|AEAL
OG0002868	LOC108074580|XP_017022177.1|DKIK	LOC109415041|XP_029724956.1|AEAL, LOC109622588|XP_019932537.2|AEAL
OG0002869	LOC108074578|XP_017022174.1|DKIK	LOC109621948|XP_019931709.1|AEAL, LOC109404207|XP_029724913.1|AEAL
OG0002872	LOC108077198|XP_017025935.1|DKIK	LOC109400338|XP_029724821.1|AEAL, LOC109425186|XP_029724836.1|AEAL
OG0002873	LOC108082855|XP_017033921.1|DKIK, LOC108082834|XP_017033886.1|DKIK	LOC109400343|XP_019528385.2|AEAL, LOC115264993|XP_029725039.1|AEAL
OG0002874	LOC108082516|XP_017033432.1|DKIK	LOC109400308|XP_019528348.2|AEAL
OG0002875	LOC108075815|XP_017023878.1|DKIK	LOC109425088|XP_019555832.2|AEAL
OG0002876	LOC108080092|XP_017030189.1|DKIK	LOC109429383|XP_029729500.1|AEAL, LOC109425119|XP_019555858.2|AEAL, LOC115266939|XP_029729497.1|AEAL
OG0002877	LOC108070511|XP_017016497.1|DKIK	LOC109408149|XP_029715527.1|AEAL, LOC109408153|XP_029729436.1|AEAL
OG0002878	LOC108083949|XP_017035445.1|DKIK	LOC109408144|XP_029729418.1|AEAL
OG0002879	LOC108072675|XP_017019402.1|DKIK	LOC115254144|XP_029725154.1|AEAL, LOC109409340|XP_019538337.1|AEAL, LOC109419087|XP_029714753.1|AEAL
OG0002880	LOC108080342|XP_017030531.1|DKIK	LOC109419085|XP_029729397.1|AEAL, LOC109409337|XP_029725151.1|AEAL, LOC115253436|XP_029714750.1|AEAL
OG0002881	LOC108074350|XP_017021864.1|DKIK	LOC115266915|XP_029729396.1|AEAL, LOC109419088|XP_029725155.1|AEAL, LOC109409336|XP_029714435.1|AEAL
OG0002882	LOC108076597|XP_017024999.1|DKIK	LOC109419089|XP_019548844.1|AEAL, LOC109409335|XP_019538329.1|AEAL, LOC115258647|XP_029714814.1|AEAL
OG0002883	LOC108086127|XP_017038466.1|DKIK	LOC109419050|XP_019548805.1|AEAL, LOC115258638|XP_029714800.1|AEAL, LOC109409331|XP_029721648.1|AEAL, LOC115266914|XP_029729392.1|AEAL
OG0002884	LOC108086253|XP_017038627.1|DKIK	LOC109419101|XP_019548866.2|AEAL, LOC115258583|XP_029714679.1|AEAL, LOC109409324|XP_029714771.1|AEAL
OG0002885	LOC108075287|XP_017023168.1|DKIK	LOC109419103|XP_019548867.2|AEAL, LOC115254019|XP_029714909.1|AEAL, LOC109409323|XP_029721657.1|AEAL
OG0002886	LOC108074585|XP_017022181.1|DKIK	LOC109409314|XP_029715209.1|AEAL, LOC109419112|XP_019548878.1|AEAL
OG0002887	LOC108074586|XP_017022182.1|DKIK	LOC109409315|XP_019538306.2|AEAL, LOC109419113|XP_019548879.1|AEAL
OG0002888	LOC108075915|XP_017024036.1|DKIK	LOC109419521|XP_029718141.1|AEAL, LOC115258653|XP_029714821.1|AEAL, LOC109409302|XP_019538290.1|AEAL
OG0002889	LOC108070608|XP_017016670.1|DKIK	LOC109419582|XP_019549348.2|AEAL
OG0002890	LOC108082854|XP_017033920.1|DKIK	LOC109409261|XP_019538224.2|AEAL
OG0002892	LOC108082004|XP_017032742.1|DKIK	LOC109418311|XP_029715269.1|AEAL
OG0002893	LOC108081406|XP_017032054.1|DKIK	LOC109398630|XP_029715003.1|AEAL, LOC109418447|XP_029714625.1|AEAL, LOC115258940|XP_029715316.1|AEAL
OG0002894	LOC108079373|XP_017029176.1|DKIK, LOC108074153|XP_017021545.1|DKIK, LOC108078925|XP_017028559.1|DKIK	LOC109398637|XP_019526566.1|AEAL
OG0002895	LOC108072363|XP_017018946.1|DKIK	LOC109404911|XP_019533411.2|AEAL, LOC109398721|XP_029714912.1|AEAL, LOC115258727|XP_029714952.1|AEAL
OG0002896	LOC108079970|XP_017030023.1|DKIK	LOC109406841|XP_029715249.1|AEAL
OG0002897	LOC108082831|XP_017033880.1|DKIK	LOC109398715|XP_029708245.1|AEAL, LOC109406911|XP_029723170.1|AEAL
OG0002898	LOC108079683|XP_017029577.1|DKIK	LOC115253527|XP_029709880.1|AEAL, LOC109398723|XP_029708250.1|AEAL, LOC109406936|XP_029723177.1|AEAL
OG0002899	LOC108074336|XP_017021842.1|DKIK	LOC115267643|XP_029730645.1|AEAL, LOC109398720|XP_029714832.1|AEAL
OG0002900	LOC108074332|XP_017021834.1|DKIK	LOC109407125|XP_029730648.1|AEAL, LOC115258478|XP_029714453.1|AEAL, LOC109405858|XP_029714715.1|AEAL
OG0002901	LOC108079654|XP_017029540.1|DKIK	LOC109407239|XP_029714743.1|AEAL, LOC109414306|XP_029714761.1|AEAL
OG0002902	LOC108079676|XP_017029564.1|DKIK	LOC109407240|XP_019535790.2|AEAL, LOC109414307|XP_019543670.2|AEAL
OG0002903	LOC108075863|XP_017023947.1|DKIK	LOC109407245|XP_029714517.1|AEAL, LOC109414311|XP_029714438.1|AEAL, LOC115254028|XP_029715331.1|AEAL
OG0002904	LOC108070426|XP_017016378.1|DKIK	LOC109414320|XP_029714689.1|AEAL, LOC109407250|XP_029714620.1|AEAL
OG0002905	LOC108085264|XP_017037302.1|DKIK	LOC109407256|XP_019535809.2|AEAL, LOC115254012|XP_029714509.1|AEAL, LOC109414327|XP_019543691.2|AEAL
OG0002906	LOC108070512|XP_017016500.1|DKIK	LOC115258735|XP_029714959.1|AEAL, LOC115258672|XP_029714853.1|AEAL, LOC109414329|XP_029714851.1|AEAL
OG0002907	LOC108070531|XP_017016543.1|DKIK	LOC115253756|XP_029715116.1|AEAL, LOC109424213|XP_029715212.1|AEAL, LOC109414332|XP_029714980.1|AEAL
OG0002908	LOC108077972|XP_017027003.1|DKIK	LOC109412673|XP_029730686.1|AEAL, LOC109420919|XP_029720669.1|AEAL
OG0002909	LOC108082564|XP_017033504.1|DKIK	LOC109420933|XP_029714053.1|AEAL, LOC109412653|XP_019541825.2|AEAL, LOC115254091|XP_029720650.1|AEAL
OG0002910	LOC108082160|XP_017032950.1|DKIK	LOC115258610|XP_029714762.1|AEAL, LOC109420982|XP_019551000.2|AEAL, LOC109428570|XP_029734113.1|AEAL
OG0002911	LOC108072334|XP_017018908.1|DKIK	LOC109428627|XP_019559961.2|AEAL, LOC115254027|XP_029715315.1|AEAL
OG0002912	LOC108080537|XP_017030828.1|DKIK	LOC109421030|XP_019551066.1|AEAL, LOC115258739|XP_029714964.1|AEAL, LOC115254013|XP_029714574.1|AEAL
OG0002913	LOC108076481|XP_017024859.1|DKIK	LOC109429146|XP_019560545.1|AEAL, LOC115268659|XP_029732631.1|AEAL, LOC109421057|XP_019551090.1|AEAL
OG0002914	LOC108074427|XP_017021949.1|DKIK	LOC115268658|XP_029732630.1|AEAL, LOC115258866|XP_029715163.1|AEAL, LOC109421064|XP_019551102.2|AEAL
OG0002915	LOC108074849|XP_017022549.1|DKIK	LOC109416526|XP_019546142.2|AEAL, LOC109415691|XP_019545163.2|AEAL
OG0002916	LOC108080159|XP_017030293.1|DKIK	LOC109410186|XP_029715082.1|AEAL
OG0002917	LOC108076475|XP_017024852.1|DKIK	LOC115258890|XP_029715205.1|AEAL, LOC109410213|XP_019539280.2|AEAL, LOC109417527|XP_019547144.2|AEAL
OG0002918	LOC108076174|XP_017024394.1|DKIK	LOC109417525|XP_019547140.2|AEAL, LOC115258889|XP_029715203.1|AEAL, LOC109410207|XP_019539276.2|AEAL
OG0002919	LOC108081250|XP_017031824.1|DKIK	LOC115266746|XP_029729139.1|AEAL, LOC109410221|XP_019539290.2|AEAL, LOC109417536|XP_019547157.2|AEAL
OG0002920	LOC108072557|XP_017019226.1|DKIK	LOC109417541|XP_019547162.1|AEAL, LOC115266748|XP_029729144.1|AEAL
OG0002921	LOC108077406|XP_017026194.1|DKIK	LOC109417676|XP_019547281.1|AEAL, LOC109622780|XP_019932772.1|AEAL, LOC115255386|XP_029709307.1|AEAL
OG0002922	LOC108082159|XP_017032949.1|DKIK	LOC109622164|XP_019931944.1|AEAL, LOC115253950|XP_029709297.1|AEAL, LOC109417678|XP_029709315.1|AEAL
OG0002923	LOC108082158|XP_017032948.1|DKIK	LOC109417679|XP_029709316.1|AEAL, LOC109622165|XP_029709295.1|AEAL
OG0002924	LOC108082114|XP_017032903.1|DKIK	LOC115255394|XP_029709318.1|AEAL, LOC115253949|XP_029709294.1|AEAL, LOC109622171|XP_029709281.1|AEAL
OG0002925	LOC108078335|XP_017027627.1|DKIK	LOC109417701|XP_029709228.1|AEAL, LOC115253658|XP_029709216.1|AEAL, LOC115255361|XP_029709245.1|AEAL
OG0002926	LOC108086221|XP_017038576.1|DKIK	LOC115255345|XP_029709231.1|AEAL, LOC109418099|XP_019547869.2|AEAL, LOC115254911|XP_029708446.1|AEAL, LOC109417706|XP_029709241.1|AEAL
OG0002927	LOC108086268|XP_017038644.1|DKIK	LOC109417707|XP_019547337.1|AEAL, LOC115255358|XP_029709240.1|AEAL, LOC109418015|XP_019547755.1|AEAL
OG0002928	LOC108072553|XP_017019217.1|DKIK	LOC109417718|XP_019547366.1|AEAL, LOC109417025|XP_019546724.1|AEAL
OG0002929	LOC108086059|XP_017038365.1|DKIK	LOC109417720|XP_029709483.1|AEAL, LOC109415477|XP_019548324.2|AEAL, LOC115255495|XP_029709482.1|AEAL
OG0002930	LOC108076902|XP_017025431.1|DKIK	LOC109420017|XP_029709135.1|AEAL, LOC109417753|XP_019547425.2|AEAL, LOC115253940|XP_029709094.1|AEAL
OG0002931	LOC108075899|XP_017024008.1|DKIK	LOC109420011|XP_029709090.1|AEAL, LOC109417757|XP_029709119.1|AEAL, LOC115255285|XP_029709124.1|AEAL
OG0002932	LOC108085128|XP_017037118.1|DKIK	LOC109417775|XP_019932773.2|AEAL, LOC109417567|XP_029709076.1|AEAL
OG0002933	LOC108078427|XP_017027783.1|DKIK	LOC109417777|XP_029709056.1|AEAL, LOC115255261|XP_029709074.1|AEAL, LOC115255244|XP_029709049.1|AEAL
OG0002934	LOC108078015|XP_017027061.1|DKIK	LOC109419404|XP_029709040.1|AEAL
OG0002935	LOC108074522|XP_017022092.1|DKIK	LOC115255214|XP_029709015.1|AEAL, LOC109397500|XP_029708980.1|AEAL, LOC115255198|XP_029709000.1|AEAL
OG0002936	LOC108076633|XP_017025048.1|DKIK	LOC109419961|XP_029708994.1|AEAL
OG0002937	LOC108085331|XP_017037379.1|DKIK	LOC115255172|XP_029708961.1|AEAL, LOC109419958|XP_029708957.1|AEAL
OG0002938	LOC108085369|XP_017037432.1|DKIK	LOC109419932|XP_029708902.1|AEAL, LOC109420731|XP_029708923.1|AEAL, LOC115255165|XP_029708937.1|AEAL
OG0002939	LOC108078038|XP_017027088.1|DKIK	LOC109420719|XP_019550721.2|AEAL, LOC115255142|XP_029708879.1|AEAL
OG0002940	LOC108081233|XP_017031801.1|DKIK	LOC115271052|XP_029736333.1|AEAL, LOC109419873|XP_029708839.1|AEAL
OG0002941	LOC108072468|XP_017019118.1|DKIK, LOC108077277|XP_017026043.1|DKIK	LOC115255130|XP_029708863.1|AEAL, LOC109414266|XP_019543635.2|AEAL, LOC109420699|XP_029736331.1|AEAL
OG0002942	LOC108079630|XP_017029502.1|DKIK	LOC109420702|XP_019550700.1|AEAL, LOC109419872|XP_019549701.2|AEAL, LOC115271050|XP_029736332.1|AEAL
OG0002943	LOC108082845|XP_017033904.1|DKIK	LOC109414117|XP_029708833.1|AEAL, LOC109420686|XP_029708875.1|AEAL
OG0002944	LOC108082684|XP_017033674.1|DKIK	LOC109414071|XP_029708836.1|AEAL, LOC115255119|XP_029708830.1|AEAL, LOC109420683|XP_029708877.1|AEAL
OG0002945	LOC108082014|XP_017032757.1|DKIK	LOC115253830|XP_029732943.1|AEAL, LOC109420654|XP_029708761.1|AEAL
OG0002946	LOC108082444|XP_017033304.1|DKIK	LOC115255110|XP_029708824.1|AEAL, LOC109420647|XP_029708736.1|AEAL
OG0002947	LOC108083960|XP_017035456.1|DKIK	LOC109420550|XP_029708715.1|AEAL, LOC109417370|XP_029718262.1|AEAL
OG0002948	LOC108070395|XP_017016335.1|DKIK	LOC109420527|XP_029708672.1|AEAL, LOC115253828|XP_029709423.1|AEAL, LOC109407386|XP_019535938.2|AEAL
OG0002949	LOC108083259|XP_017034455.1|DKIK	LOC109407510|XP_029708659.1|AEAL, LOC115253476|XP_029709860.1|AEAL, LOC109420509|XP_019550415.2|AEAL
OG0002950	LOC108076380|XP_017024685.1|DKIK	LOC115255819|XP_029709859.1|AEAL, LOC109420505|XP_029708651.1|AEAL
OG0002951	LOC108077230|XP_017025976.1|DKIK	LOC109419765|XP_019549596.1|AEAL, LOC115269354|XP_029733864.1|AEAL, LOC109420208|XP_029708608.1|AEAL
OG0002952	LOC108086271|XP_017038647.1|DKIK	LOC109419768|XP_029708635.1|AEAL, LOC109420048|XP_029708616.1|AEAL, LOC115254226|XP_029733867.1|AEAL
OG0002953	LOC108075902|XP_017024010.1|DKIK	LOC109419785|XP_029708572.1|AEAL, LOC109398261|XP_029708568.1|AEAL
OG0002954	LOC108072473|XP_017019129.1|DKIK, LOC108077238|XP_017025990.1|DKIK	LOC109427477|XP_019558577.2|AEAL
OG0002955	LOC108074659|XP_017022265.1|DKIK, LOC108072048|XP_017018526.1|DKIK	LOC109427525|XP_019558625.2|AEAL
OG0002956	LOC108082337|XP_017033155.1|DKIK	LOC109428093|XP_019559323.2|AEAL, LOC115254947|XP_029708466.1|AEAL
OG0002957	LOC108074708|XP_017022337.1|DKIK	LOC109427537|XP_019558651.2|AEAL, LOC115266987|XP_029729599.1|AEAL
OG0002958	LOC108079607|XP_017029458.1|DKIK	LOC115262468|XP_029720738.1|AEAL, LOC109427750|XP_029732791.1|AEAL
OG0002959	LOC108073649|XP_017020864.1|DKIK	LOC109430182|XP_029729240.1|AEAL, LOC109433596|XP_029729232.1|AEAL
OG0002960	LOC108072693|XP_017019420.1|DKIK	LOC115254179|XP_029729261.1|AEAL, LOC109433563|XP_029729243.1|AEAL, LOC109430133|XP_029729259.1|AEAL
OG0002961	LOC108074726|XP_017022370.1|DKIK	LOC109432740|XP_029727451.1|AEAL, LOC109427577|XP_029727427.1|AEAL
OG0002962	LOC108082885|XP_017033956.1|DKIK	LOC109621904|XP_019931657.1|AEAL, LOC109427583|XP_019558712.2|AEAL
OG0002963	LOC108077134|XP_017025835.1|DKIK	LOC109621239|XP_029727421.1|AEAL, LOC115265223|XP_029725364.1|AEAL, LOC109427594|XP_029727384.1|AEAL
OG0002964	LOC108078076|XP_017027137.1|DKIK	LOC115265640|XP_029727383.1|AEAL, LOC109427595|XP_029727417.1|AEAL, LOC109621308|XP_029727386.1|AEAL
OG0002965	LOC108077121|XP_017025811.1|DKIK	LOC109416248|XP_029727393.1|AEAL
OG0002966	LOC108082771|XP_017033793.1|DKIK	LOC109416253|XP_019545812.2|AEAL
OG0002967	LOC108080735|XP_017031088.1|DKIK, LOC108080394|XP_017030611.1|DKIK, LOC108072815|XP_017019597.1|DKIK	LOC109404811|XP_019533308.2|AEAL
OG0002968	LOC108080748|XP_017031094.1|DKIK, LOC108072816|XP_017019598.1|DKIK, LOC108080395|XP_017030612.1|DKIK	LOC109404774|XP_019533258.2|AEAL
OG0002969	LOC108081379|XP_017032024.1|DKIK	LOC109404788|XP_019533283.1|AEAL, LOC109423928|XP_029727304.1|AEAL
OG0002970	LOC108072848|XP_017019648.1|DKIK	LOC109419326|XP_029727207.1|AEAL, LOC109404800|XP_019533295.1|AEAL, LOC115265601|XP_029727203.1|AEAL
OG0002971	LOC108074768|XP_017022435.1|DKIK	LOC109407326|XP_019535864.2|AEAL
OG0002972	LOC108082889|XP_017033965.1|DKIK	LOC109421628|XP_019551677.2|AEAL, LOC115265587|XP_029727124.1|AEAL
OG0002973	LOC108085142|XP_017037150.1|DKIK	LOC109409145|XP_019538107.2|AEAL, LOC109421538|XP_019551605.2|AEAL
OG0002974	LOC108080659|XP_017030982.1|DKIK	LOC109409137|XP_019538096.2|AEAL, LOC109421532|XP_029727095.1|AEAL
OG0002975	LOC108074620|XP_017022231.1|DKIK	LOC109409128|XP_019538085.2|AEAL
OG0002976	LOC108079415|XP_017029230.1|DKIK	LOC109421521|XP_019551578.2|AEAL
OG0002977	LOC108073100|XP_017020077.1|DKIK	LOC109622957|XP_029717237.1|AEAL, LOC109421509|XP_029726788.1|AEAL
OG0002978	LOC108072208|XP_017018758.1|DKIK	LOC115265509|XP_029726812.1|AEAL, LOC109421498|XP_029717230.1|AEAL
OG0002979	LOC108078207|XP_017027380.1|DKIK	LOC109421451|XP_019551488.1|AEAL, LOC109432557|XP_019564443.1|AEAL
OG0002980	LOC108074294|XP_017021770.1|DKIK	LOC109621805|XP_029726948.1|AEAL, LOC109421312|XP_029708026.1|AEAL
OG0002981	LOC108075733|XP_017023771.1|DKIK	LOC109622335|XP_029732561.1|AEAL, LOC109621402|XP_019930993.1|AEAL
OG0002982	LOC108075314|XP_017023211.1|DKIK	LOC115253541|XP_029716948.1|AEAL, LOC109621735|XP_029732589.1|AEAL, LOC115268596|XP_029732572.1|AEAL, LOC115268595|XP_029732567.1|AEAL
OG0002983	LOC108078586|XP_017027998.1|DKIK	LOC109432818|XP_019564708.1|AEAL, LOC109416607|XP_019546221.1|AEAL, LOC115261561|XP_029719307.1|AEAL, LOC109402475|XP_019530707.3|AEAL
OG0002984	LOC108084135|XP_017035709.1|DKIK	LOC109429628|XP_029719974.1|AEAL
OG0002985	LOC108085207|XP_017037225.1|DKIK	LOC109429599|XP_019561134.2|AEAL, LOC115262101|XP_029719955.1|AEAL
OG0002986	LOC108077203|XP_017025939.1|DKIK	LOC109429984|XP_029719923.1|AEAL, LOC109429567|XP_029719897.1|AEAL
OG0002987	LOC108086260|XP_017038634.1|DKIK	LOC109429540|XP_029720100.1|AEAL
OG0002988	LOC108078962|XP_017028613.1|DKIK	LOC109415442|XP_019544857.2|AEAL
OG0002989	LOC108083106|XP_017034253.1|DKIK, LOC108077534|XP_017026412.1|DKIK	LOC109429878|XP_019561408.1|AEAL
OG0002990	LOC108074503|XP_017022069.1|DKIK	LOC109429816|XP_019561345.2|AEAL
OG0002991	LOC108077991|XP_017027024.1|DKIK	LOC109398278|XP_029720164.1|AEAL, LOC115261688|XP_029719434.1|AEAL
OG0002992	LOC108072599|XP_017019301.1|DKIK	LOC109398296|XP_029707740.1|AEAL, LOC109429783|XP_029720289.1|AEAL
OG0002993	LOC108078974|XP_017028632.1|DKIK	LOC109404264|XP_019532629.2|AEAL, LOC109416575|XP_029719826.1|AEAL, LOC109404263|XP_029719787.1|AEAL, LOC109416576|XP_019546199.2|AEAL
OG0002994	LOC108086062|XP_017038368.1|DKIK	LOC109411683|XP_029720327.1|AEAL, LOC109404612|XP_029720258.1|AEAL
OG0002995	LOC108086164|XP_017038515.1|DKIK, LOC108083278|XP_017034494.1|DKIK	LOC109411700|XP_019540817.1|AEAL
OG0002996	LOC108083207|XP_017034400.1|DKIK	LOC115262200|XP_029720402.1|AEAL, LOC109411222|XP_019540273.2|AEAL
OG0002997	LOC108082992|XP_017034104.1|DKIK, LOC108082942|XP_017034044.1|DKIK	LOC115262194|XP_029720398.1|AEAL, LOC109411223|XP_019540275.2|AEAL
OG0002998	LOC108083863|XP_017035339.1|DKIK	LOC109411225|XP_019540280.2|AEAL, LOC115262203|XP_029720405.1|AEAL
OG0002999	LOC108080655|XP_017030968.1|DKIK	LOC109414173|XP_019543500.2|AEAL
OG0003000	LOC108081223|XP_017031789.1|DKIK	LOC115258101|XP_029713980.1|AEAL, LOC109407197|XP_029707820.1|AEAL
OG0003001	LOC108076491|XP_017024871.1|DKIK	LOC109426315|XP_029707815.1|AEAL, LOC109421719|XP_019551788.2|AEAL
OG0003002	LOC108078835|XP_017028414.1|DKIK	LOC109421738|XP_019551813.1|AEAL, LOC109425462|XP_019556276.1|AEAL
OG0003003	LOC108078312|XP_017027594.1|DKIK	LOC109421745|XP_019551825.2|AEAL
OG0003004	LOC108084680|XP_017036500.1|DKIK	LOC109428052|XP_019559267.2|AEAL, LOC115261585|XP_029719350.1|AEAL
OG0003005	LOC108083900|XP_017035384.1|DKIK	LOC109418279|XP_019547983.1|AEAL
