Orthogroup	DKIK.longest_only	BCOP.longest_only
OG0003758	LOC108082471|XP_017033351.1|DKIK	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC108077509|XP_017026350.1|DKIK	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC108072995|XP_017019931.1|DKIK	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC108077514|XP_017026367.1|DKIK	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC108077516|XP_017026368.1|DKIK	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC108071656|XP_017017941.1|DKIK	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC108071658|XP_017017946.1|DKIK	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC108085305|XP_017037351.1|DKIK	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC108076053|XP_017024227.1|DKIK	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC108082457|XP_017033322.1|DKIK	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC108078434|XP_017027804.1|DKIK	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC108078231|XP_017027422.1|DKIK	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC108077515|XP_017026371.1|DKIK	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC108072803|XP_017019583.1|DKIK	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC108078713|XP_017028186.1|DKIK	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC108078435|XP_017027805.1|DKIK	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC108078303|XP_017027575.1|DKIK	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC108082926|XP_017034006.1|DKIK	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC108080707|XP_017031033.1|DKIK	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC108076780|XP_017025274.1|DKIK	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
OG0003778	LOC108078150|XP_017027282.1|DKIK	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP
OG0003779	LOC108076722|XP_017025177.1|DKIK	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC108074718|XP_017022351.1|DKIK	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC108082653|XP_017033633.1|DKIK	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC108079438|XP_017029260.1|DKIK	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC108083733|XP_017035130.1|DKIK	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC108078129|XP_017027245.1|DKIK	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC108085924|XP_017038191.1|DKIK	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC108076724|XP_017025183.1|DKIK	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC108076551|XP_017024951.1|DKIK	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC108072144|XP_017018675.1|DKIK	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC108078193|XP_017027350.1|DKIK	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC108071551|XP_017017818.1|DKIK	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC108081161|XP_017031694.1|DKIK	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC108072885|XP_017019695.1|DKIK	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC108072347|XP_017018927.1|DKIK	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC108078230|XP_017027421.1|DKIK	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC108072773|XP_017019540.1|DKIK	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC108073440|XP_017020552.1|DKIK	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC108077446|XP_017026253.1|DKIK	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC108078457|XP_017027837.1|DKIK	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC108076424|XP_017024758.1|DKIK	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC108077441|XP_017026249.1|DKIK	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC108072503|XP_017019163.1|DKIK	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC108072604|XP_017019315.1|DKIK	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC108084923|XP_017036808.1|DKIK	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC108077397|XP_017026179.1|DKIK	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC108079627|XP_017029498.1|DKIK	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC108072564|XP_017019244.1|DKIK	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC108075889|XP_017023987.1|DKIK	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC108071953|XP_017018409.1|DKIK	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC108079660|XP_017029546.1|DKIK	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC108077960|XP_017026989.1|DKIK	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC108076615|XP_017025025.1|DKIK	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC108070506|XP_017016492.1|DKIK	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC108082032|XP_017032792.1|DKIK	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC108077284|XP_017026051.1|DKIK	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC108072976|XP_017019906.1|DKIK	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC108082793|XP_017033829.1|DKIK	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC108077205|XP_017025942.1|DKIK	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC108079547|XP_017029374.1|DKIK	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC108086067|XP_017038374.1|DKIK	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC108072061|XP_017018546.1|DKIK	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC108074761|XP_017022425.1|DKIK	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC108082821|XP_017033870.1|DKIK	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC108074552|XP_017022139.1|DKIK	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC108072545|XP_017019206.1|DKIK, LOC108072543|XP_017019205.1|DKIK	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC108074839|XP_017022536.1|DKIK	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC108081364|XP_017032005.1|DKIK	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC108082211|XP_017033030.1|DKIK	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC108082174|XP_017032968.1|DKIK	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC108074445|XP_017021975.1|DKIK	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC108070510|XP_017016496.1|DKIK	LOC119076988|XP_037039988.1|BCOP
OG0003831	LOC108078859|XP_017028453.1|DKIK, LOC108073553|XP_017020727.1|DKIK	LOC119069427|XP_037029378.1|BCOP
OG0003832	LOC108075792|XP_017023849.1|DKIK	LOC119075662|XP_037038066.1|BCOP
OG0003833	LOC108075911|XP_017024025.1|DKIK	LOC119077002|XP_037040005.1|BCOP
OG0003834	LOC108075885|XP_017023981.1|DKIK	LOC119066264|XP_037024513.1|BCOP
OG0003835	LOC108075877|XP_017023970.1|DKIK	LOC119079855|XP_037043820.1|BCOP
OG0003836	LOC108074809|XP_017022492.1|DKIK	LOC119084582|XP_037050527.1|BCOP
OG0003837	LOC108074808|XP_017022491.1|DKIK	LOC119084583|XP_037050528.1|BCOP
OG0003838	LOC108086071|XP_017038379.1|DKIK	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP
OG0003839	LOC108077412|XP_017026201.1|DKIK	LOC119066643|XP_037025105.1|BCOP
OG0003840	LOC108076642|XP_017025062.1|DKIK	LOC119078711|XP_037042278.1|BCOP
OG0003841	LOC108077449|XP_017026257.1|DKIK	LOC119083200|XP_037048756.1|BCOP
OG0003842	LOC108077007|XP_017025571.1|DKIK	LOC119083135|XP_037048668.1|BCOP
OG0003843	LOC108085287|XP_017037332.1|DKIK	LOC119082088|XP_037047346.1|BCOP
OG0003844	LOC108079971|XP_017030025.1|DKIK	LOC119082006|XP_037047217.1|BCOP
OG0003845	LOC108085259|XP_017037298.1|DKIK	LOC119072737|XP_037033908.1|BCOP
OG0003846	LOC108077219|XP_017025963.1|DKIK	LOC119078472|XP_037041921.1|BCOP
OG0003847	LOC108082843|XP_017033899.1|DKIK	LOC119078479|XP_037041930.1|BCOP
OG0003848	LOC108084278|XP_017035923.1|DKIK	LOC119072784|XP_037033968.1|BCOP
OG0003849	LOC108074468|XP_017022024.1|DKIK	LOC119081835|XP_037046969.1|BCOP
OG0003850	LOC108075289|XP_017023174.1|DKIK	LOC119076253|XP_037038815.1|BCOP
OG0003851	LOC108076735|XP_017025202.1|DKIK	LOC119081564|XP_037046491.1|BCOP
OG0003852	LOC108074579|XP_017022175.1|DKIK	LOC119084700|XP_037050672.1|BCOP
OG0003853	LOC108072979|XP_017019905.1|DKIK	LOC119073824|XP_037035505.1|BCOP
OG0003854	LOC108077287|XP_017026053.1|DKIK	LOC119078665|XP_037042211.1|BCOP
OG0003855	LOC108077072|XP_017025729.1|DKIK	LOC119078666|XP_037042213.1|BCOP
OG0003856	LOC108081962|XP_017032685.1|DKIK	LOC119078675|XP_037042229.1|BCOP
OG0003857	LOC108072549|XP_017019212.1|DKIK	LOC119066697|XP_037025190.1|BCOP
OG0003858	LOC108079212|XP_017028974.1|DKIK	LOC119082648|XP_037048123.1|BCOP
OG0003859	LOC108079643|XP_017029522.1|DKIK	LOC119082614|XP_037048066.1|BCOP
OG0003860	LOC108073029|XP_017019978.1|DKIK	LOC119074096|XP_037035952.1|BCOP
OG0003861	LOC108086209|XP_017038561.1|DKIK	LOC119073809|XP_037035477.1|BCOP
OG0003862	LOC108082183|XP_017032991.1|DKIK	LOC119083139|XP_037048674.1|BCOP
OG0003863	LOC108082162|XP_017032952.1|DKIK	LOC119071459|XP_037032206.1|BCOP
OG0003864	LOC108082110|XP_017032899.1|DKIK	LOC119083293|XP_037048880.1|BCOP
OG0003865	LOC108077892|XP_017026918.1|DKIK	LOC119077875|XP_037041123.1|BCOP
OG0003866	LOC108075941|XP_017024073.1|DKIK	LOC119082061|XP_037047290.1|BCOP
OG0003867	LOC108083308|XP_017034534.1|DKIK	LOC119084675|XP_037050648.1|BCOP
OG0003868	LOC108076923|XP_017025456.1|DKIK	LOC119082757|XP_037048237.1|BCOP
OG0003869	LOC108082226|XP_017033053.1|DKIK	LOC119078531|XP_037041992.1|BCOP
OG0003870	LOC108083893|XP_017035379.1|DKIK	LOC119085311|XP_037051573.1|BCOP
OG0003871	LOC108074614|XP_017022226.1|DKIK	LOC119075698|XP_037038120.1|BCOP
OG0003872	LOC108078163|XP_017027304.1|DKIK	LOC119071270|XP_037032030.1|BCOP
OG0003873	LOC108081363|XP_017032004.1|DKIK	LOC119082605|XP_037048062.1|BCOP
OG0003874	LOC108070517|XP_017016505.1|DKIK	LOC119077850|XP_037041071.1|BCOP
OG0003875	LOC108074576|XP_017022167.1|DKIK	LOC119072830|XP_037034031.1|BCOP
OG0003876	LOC108081444|XP_017032122.1|DKIK	LOC119070954|XP_037031405.1|BCOP
OG0003877	LOC108075947|XP_017024082.1|DKIK	LOC119066446|XP_037024840.1|BCOP
OG0003878	LOC108079642|XP_017029519.1|DKIK	LOC119078449|XP_037041872.1|BCOP
OG0003879	LOC108079042|XP_017028714.1|DKIK	LOC119079705|XP_037043659.1|BCOP
OG0003880	LOC108073476|XP_017020617.1|DKIK	LOC119073539|XP_037034981.1|BCOP
OG0003881	LOC108076392|XP_017024718.1|DKIK	LOC119081656|XP_037046633.1|BCOP
OG0003882	LOC108084315|XP_017035970.1|DKIK, LOC108070935|XP_017017076.1|DKIK	LOC119075791|XP_037038257.1|BCOP
OG0003883	LOC108083847|XP_017035314.1|DKIK	LOC119076747|XP_037039591.1|BCOP
OG0003884	LOC108085286|XP_017037331.1|DKIK	LOC119066364|XP_037024678.1|BCOP
OG0003885	LOC108082827|XP_017033875.1|DKIK	LOC119072088|XP_037033142.1|BCOP
OG0003886	LOC108082825|XP_017033873.1|DKIK	LOC119072077|XP_037033123.1|BCOP
OG0003887	LOC108077439|XP_017026247.1|DKIK	LOC119083203|XP_037048763.1|BCOP
OG0003888	LOC108084246|XP_017035872.1|DKIK	LOC119070293|XP_037030453.1|BCOP
OG0003889	LOC108074423|XP_017021946.1|DKIK	LOC119075609|XP_037037980.1|BCOP
OG0003890	LOC108079711|XP_017029608.1|DKIK	LOC119083156|XP_037048697.1|BCOP
OG0003891	LOC108085301|XP_017037348.1|DKIK	LOC119066284|XP_037024547.1|BCOP
OG0003892	LOC108079878|XP_017029883.1|DKIK	LOC119076980|XP_037039977.1|BCOP
OG0003893	LOC108078484|XP_017027856.1|DKIK, LOC108082764|XP_017033780.1|DKIK	LOC119066376|XP_037024697.1|BCOP
OG0003894	LOC108076933|XP_017025467.1|DKIK	LOC119072761|XP_037033951.1|BCOP
OG0003895	LOC108077962|XP_017026991.1|DKIK	LOC119081612|XP_037046552.1|BCOP
OG0003896	LOC108078388|XP_017027731.1|DKIK	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC108074720|XP_017022352.1|DKIK	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC108082748|XP_017033754.1|DKIK	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC108086173|XP_017038523.1|DKIK	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC108077403|XP_017026191.1|DKIK	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC108072548|XP_017019211.1|DKIK	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC108072598|XP_017019299.1|DKIK	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC108077245|XP_017025994.1|DKIK	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC108077244|XP_017025993.1|DKIK	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC108073555|XP_017020730.1|DKIK	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC108072435|XP_017019047.1|DKIK, LOC108085057|XP_017037009.1|DKIK	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC108079118|XP_017028852.1|DKIK	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC108079127|XP_017028865.1|DKIK	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC108072141|XP_017018670.1|DKIK	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC108084038|XP_017035543.1|DKIK	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC108077171|XP_017025895.1|DKIK	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC108086276|XP_017038653.1|DKIK	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC108085290|XP_017037336.1|DKIK	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC108082050|XP_017032816.1|DKIK	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC108080188|XP_017030330.1|DKIK	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC108072627|XP_017019347.1|DKIK	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC108081455|XP_017032134.1|DKIK	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC108076128|XP_017024348.1|DKIK	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC108085370|XP_017037433.1|DKIK	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC108078182|XP_017027337.1|DKIK	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC108082117|XP_017032906.1|DKIK	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC108082040|XP_017032803.1|DKIK	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC108078481|XP_017027849.1|DKIK	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC108070905|XP_017017050.1|DKIK	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC108086245|XP_017038605.1|DKIK	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC108086220|XP_017038575.1|DKIK	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC108074564|XP_017022155.1|DKIK	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC108074840|XP_017022537.1|DKIK	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC108082062|XP_017032829.1|DKIK	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC108077429|XP_017026223.1|DKIK	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC108077434|XP_017026230.1|DKIK	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC108078306|XP_017027580.1|DKIK	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC108077288|XP_017026054.1|DKIK	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC108074813|XP_017022498.1|DKIK	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC108072996|XP_017019935.1|DKIK	LOC119079977|XP_037044012.1|BCOP
OG0003936	LOC108072997|XP_017019936.1|DKIK	LOC119081568|XP_037046494.1|BCOP
OG0003937	LOC108076742|XP_017025221.1|DKIK	LOC119079963|XP_037043972.1|BCOP
OG0003938	LOC108086248|XP_017038613.1|DKIK	LOC119066188|XP_037024388.1|BCOP
OG0003939	LOC108081450|XP_017032128.1|DKIK	LOC119085404|XP_037051705.1|BCOP
OG0003940	LOC108086231|XP_017038588.1|DKIK	LOC119075344|XP_037037669.1|BCOP
OG0003941	LOC108086235|XP_017038593.1|DKIK	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP
OG0003942	LOC108079560|XP_017029389.1|DKIK	LOC119085251|XP_037051482.1|BCOP
OG0003943	LOC108086269|XP_017038645.1|DKIK	LOC119068434|XP_037027899.1|BCOP
OG0003944	LOC108075821|XP_017023885.1|DKIK	LOC119078552|XP_037042018.1|BCOP
OG0003945	LOC108076307|XP_017024566.1|DKIK	LOC119079394|XP_037043177.1|BCOP
OG0003946	LOC108082861|XP_017033927.1|DKIK	LOC119078689|XP_037042240.1|BCOP
OG0003947	LOC108082795|XP_017033833.1|DKIK	LOC119075314|XP_037037628.1|BCOP
OG0003948	LOC108085334|XP_017037378.1|DKIK	LOC119085977|XP_037052435.1|BCOP
OG0003949	LOC108085358|XP_017037417.1|DKIK	LOC119075409|XP_037037749.1|BCOP
OG0003950	LOC108075949|XP_017024084.1|DKIK	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC108075971|XP_017024109.1|DKIK	LOC119078924|XP_037042555.1|BCOP
OG0003952	LOC108082076|XP_017032857.1|DKIK	LOC119076315|XP_037038878.1|BCOP
OG0003953	LOC108075886|XP_017023982.1|DKIK	LOC119066356|XP_037024668.1|BCOP
OG0003954	LOC108079904|XP_017029926.1|DKIK	LOC119066357|XP_037024669.1|BCOP
OG0003956	LOC108074308|XP_017021792.1|DKIK	LOC119083245|XP_037048801.1|BCOP
OG0003957	LOC108071973|XP_017018437.1|DKIK	LOC119083013|XP_037048545.1|BCOP
OG0003958	LOC108083506|XP_017034803.1|DKIK	LOC119069614|XP_037029601.1|BCOP
OG0003959	LOC108076689|XP_017025128.1|DKIK	LOC119078441|XP_037041858.1|BCOP
OG0003960	LOC108079377|XP_017029186.1|DKIK	LOC119082261|XP_037047615.1|BCOP
OG0003961	LOC108079602|XP_017029449.1|DKIK	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC108086238|XP_017038599.1|DKIK	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC108082828|XP_017033877.1|DKIK	LOC119066309|XP_037024590.1|BCOP
OG0003964	LOC108077297|XP_017026065.1|DKIK	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP
OG0003965	LOC108077017|XP_017025584.1|DKIK	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC108081472|XP_017032157.1|DKIK	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC108074691|XP_017022309.1|DKIK	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC108074695|XP_017022324.1|DKIK	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC108074735|XP_017022390.1|DKIK	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC108086077|XP_017038384.1|DKIK	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC108077308|XP_017026080.1|DKIK	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC108072716|XP_017019463.1|DKIK	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC108072348|XP_017018928.1|DKIK	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC108082504|XP_017033422.1|DKIK	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC108076197|XP_017024423.1|DKIK	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC108081579|XP_017032286.1|DKIK, LOC108072581|XP_017019278.1|DKIK	LOC119066371|XP_037024691.1|BCOP
OG0003977	LOC108079979|XP_017030032.1|DKIK	LOC119066375|XP_037024696.1|BCOP
OG0003978	LOC108083159|XP_017034335.1|DKIK	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC108077079|XP_017025736.1|DKIK	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC108084296|XP_017035948.1|DKIK	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC108077173|XP_017025898.1|DKIK	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC108082680|XP_017033669.1|DKIK	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC108075814|XP_017023877.1|DKIK	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC108074854|XP_017022553.1|DKIK	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC108082822|XP_017033871.1|DKIK	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC108072840|XP_017019624.1|DKIK	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC108072858|XP_017019663.1|DKIK	LOC119075595|XP_037037960.1|BCOP
OG0003988	LOC108081436|XP_017032107.1|DKIK	LOC119076322|XP_037038889.1|BCOP
OG0003989	LOC108074594|XP_017022196.1|DKIK	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC108085257|XP_017037294.1|DKIK	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC108077095|XP_017025760.1|DKIK	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC108074598|XP_017022203.1|DKIK	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC108077334|XP_017026112.1|DKIK	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC108070904|XP_017017049.1|DKIK	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC108082384|XP_017033214.1|DKIK	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC108072830|XP_017019611.1|DKIK	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC108075061|XP_017022868.1|DKIK	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC108077259|XP_017026018.1|DKIK, LOC108072467|XP_017019103.1|DKIK	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC108075072|XP_017022842.1|DKIK	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC108072083|XP_017018583.1|DKIK	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC108072509|XP_017019170.1|DKIK	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC108082071|XP_017032849.1|DKIK	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC108079640|XP_017029516.1|DKIK	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC108081438|XP_017032110.1|DKIK	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC108082165|XP_017032960.1|DKIK	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC108082228|XP_017033054.1|DKIK	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC108074284|XP_017021746.1|DKIK	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC108075969|XP_017024106.1|DKIK	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC108085278|XP_017037318.1|DKIK	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC108081515|XP_017032222.1|DKIK	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC108084075|XP_017035585.1|DKIK	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC108075400|XP_017023315.1|DKIK	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC108072715|XP_017019461.1|DKIK	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC108077161|XP_017025883.1|DKIK	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC108077283|XP_017026050.1|DKIK	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC108077393|XP_017026176.1|DKIK	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC108081334|XP_017031964.1|DKIK	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC108082157|XP_017032945.1|DKIK	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC108076177|XP_017024400.1|DKIK	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC108072585|XP_017019282.1|DKIK	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC108082136|XP_017032928.1|DKIK	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC108072524|XP_017019185.1|DKIK	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC108077248|XP_017025998.1|DKIK	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC108074533|XP_017022106.1|DKIK	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC108072271|XP_017018827.1|DKIK	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC108074495|XP_017022061.1|DKIK	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC108074868|XP_017022570.1|DKIK	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC108072117|XP_017018630.1|DKIK	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC108074595|XP_017022198.1|DKIK	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC108083361|XP_017034596.1|DKIK	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC108082045|XP_017032811.1|DKIK	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC108079609|XP_017029462.1|DKIK	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC108086247|XP_017038607.1|DKIK	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC108086250|XP_017038618.1|DKIK	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC108077080|XP_017025737.1|DKIK	LOC119082741|XP_037048218.1|BCOP
