Orthogroup	DKIK.longest_only	DERE.longest_only
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC6549364|XP_015012475.2|DERE
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC6549348|XP_001975794.1|DERE
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC6548845|XP_001975459.1|DERE
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC6552441|XP_001980930.1|DERE
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC6548387|XP_001976468.1|DERE
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC6548384|XP_001976465.1|DERE
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC6549168|XP_001975618.1|DERE
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC6541642|XP_001970780.1|DERE
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC6544734|XP_026833099.1|DERE
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC6545442|XP_015013947.1|DERE
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC6540724|XP_001970397.1|DERE
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC6544814|XP_001972652.1|DERE
OG0004409	LOC108076451|XP_017024820.1|DKIK	LOC6555815|XP_026839149.1|DERE
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC6546737|XP_026836417.1|DERE
OG0004411	LOC108070468|XP_017016439.1|DKIK	LOC6543983|XP_001973724.1|DERE
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC6543982|XP_001973723.1|DERE
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC6548204|XP_001976483.1|DERE
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC6548113|XP_001976543.1|DERE
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC6548970|XP_001975554.1|DERE
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC6542967|XP_001970631.1|DERE
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC6554493|XP_001981938.1|DERE
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC6546934|XP_015012133.1|DERE
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC6542389|XP_015014768.1|DERE
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC6546713|XP_001975874.1|DERE
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC6546391|XP_026833028.1|DERE
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC6546325|XP_026833393.1|DERE
OG0004423	LOC108076356|XP_017024642.1|DKIK	LOC6548232|XP_001975264.1|DERE
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC6547906|XP_015011517.1|DERE
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC6545984|XP_001973498.1|DERE
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC6545886|XP_001973491.1|DERE
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC6544416|XP_001973160.2|DERE
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC6553428|XP_001980238.1|DERE
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC6542293|XP_001968814.2|DERE
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC6544750|XP_001972755.1|DERE
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC6555416|XP_001982335.1|DERE
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC6555414|XP_001982334.2|DERE
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC6543993|XP_001973672.2|DERE
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC6549349|XP_001975795.1|DERE
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC6547564|XP_015011837.1|DERE
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC6549627|XP_026837014.1|DERE
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC6548422|XP_001976730.1|DERE
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC6549368|XP_001975678.1|DERE
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC6549537|XP_001975625.1|DERE
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC6546736|XP_001974529.1|DERE
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC6542017|XP_001968340.1|DERE
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC6548140|XP_001975232.1|DERE
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC6545023|XP_001972519.1|DERE
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC6548341|XP_001975297.1|DERE
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC6547949|XP_026836892.1|DERE
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC6554920|XP_001981125.1|DERE
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC6555104|XP_001982020.1|DERE
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC6546747|XP_001974540.1|DERE
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC6544295|XP_001973134.1|DERE
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC6546843|XP_001975945.1|DERE
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC6546832|XP_026836309.1|DERE
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC6547407|XP_001974824.1|DERE
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC6547039|XP_001974628.1|DERE
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC6553836|XP_001980475.1|DERE
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC6544323|XP_001973128.1|DERE
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC6555508|XP_001982396.1|DERE
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC6544545|XP_026833522.1|DERE
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC6544444|XP_026833026.1|DERE
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC6545378|XP_026832604.1|DERE
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC6543617|XP_001972948.1|DERE
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC6544311|XP_001973073.1|DERE
OG0004462	LOC108085543|XP_017037668.1|DKIK	LOC6545354|XP_001973294.1|DERE
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC6544107|XP_026832495.1|DERE
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC6545563|XP_001972667.1|DERE
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC6545338|XP_001973303.1|DERE
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC6545348|XP_001973288.2|DERE
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC6545800|XP_001973428.1|DERE
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC6545887|XP_001973429.1|DERE
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC6544558|XP_026833356.1|DERE
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC6549430|XP_001974401.3|DERE
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC6555299|XP_001982320.1|DERE
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC6542594|XP_001969162.1|DERE
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC26526369|XP_015012791.1|DERE
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC6546925|XP_001975996.1|DERE
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC6552581|XP_001980332.1|DERE
OG0004476	LOC108073625|XP_017020813.1|DKIK	LOC6540901|XP_026834731.1|DERE
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC6541995|XP_001970500.1|DERE
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC6549538|XP_026836863.1|DERE
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC6548004|XP_001976499.2|DERE
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC6549932|XP_001978680.1|DERE
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC6547041|XP_026835683.1|DERE
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC6555130|XP_026831577.1|DERE
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC6547990|XP_001976492.1|DERE
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC6553247|XP_001979067.1|DERE
OG0004485	LOC108076041|XP_017024188.1|DKIK	LOC6555737|XP_001982506.3|DERE
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC6546743|XP_001974536.1|DERE
OG0004487	LOC108078797|XP_017028351.1|DKIK	LOC6543698|XP_001972972.2|DERE
OG0004488	LOC108080714|XP_017031054.1|DKIK	LOC6542194|XP_001970701.1|DERE
OG0004489	LOC108079756|XP_017029666.1|DKIK	LOC6545422|XP_001971166.1|DERE
OG0004490	LOC108078035|XP_017027085.1|DKIK	LOC6546673|XP_001975866.2|DERE
OG0004491	LOC108082671|XP_017033658.1|DKIK	LOC6542416|XP_001970003.1|DERE
OG0004492	LOC108083270|XP_017034477.1|DKIK	LOC6545484|XP_001973380.1|DERE
OG0004493	LOC108086282|XP_017016312.1|DKIK	LOC6545357|XP_001972592.2|DERE
OG0004493	LOC108076850|XP_017025369.1|DKIK	LOC6549225|XP_001974459.2|DERE
OG0004494	LOC108085475|XP_017037581.1|DKIK	LOC6552760|XP_026839530.1|DERE
OG0004495	LOC108073552|XP_017020725.1|DKIK	LOC6552945|XP_001981022.1|DERE
OG0004496	LOC108072011|XP_017018478.1|DKIK	LOC6547255|XP_001976141.2|DERE
OG0004496	LOC108072209|XP_017018759.1|DKIK	LOC6547256|XP_001976142.3|DERE
OG0004497	LOC108076543|XP_017024944.1|DKIK	LOC6547534|XP_001976300.1|DERE
OG0004498	LOC108074060|XP_017021421.1|DKIK	LOC113564121|XP_026835067.1|DERE, LOC6552752|XP_001980290.1|DERE
OG0004499	LOC108085158|XP_017037182.1|DKIK	LOC26526628|XP_015015540.1|DERE
OG0004500	LOC108082358|XP_017033187.1|DKIK	LOC6547129|XP_001974763.1|DERE
OG0004501	LOC108082575|XP_017033521.1|DKIK	LOC6547059|XP_001976017.1|DERE
OG0004502	LOC108072317|XP_017018880.1|DKIK	LOC6548178|XP_001975087.1|DERE
OG0004503	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK	LOC26526536|XP_015010495.1|DERE, LOC26526802|XP_015010527.1|DERE
OG0004504	LOC108077168|XP_017025896.1|DKIK	LOC6544655|XP_026833048.1|DERE
OG0004505	LOC108073925|XP_017021253.1|DKIK	LOC6552697|XP_026839673.1|DERE
OG0004506	LOC108077757|XP_017026726.1|DKIK	LOC6554319|XP_026832122.1|DERE
OG0004507	LOC108085659|XP_017037839.1|DKIK	LOC6553246|XP_001979066.2|DERE
OG0004508	LOC108085557|XP_017037684.1|DKIK	LOC6555401|XP_001981651.2|DERE
OG0004509	LOC108073836|XP_017021106.1|DKIK	LOC6544728|XP_001972412.1|DERE
OG0004510	LOC108084480|XP_017036191.1|DKIK	LOC6549996|XP_001977462.2|DERE
OG0004511	LOC108073402|XP_017020483.1|DKIK	LOC6554265|XP_026833443.1|DERE
OG0004512	LOC108074893|XP_017022603.1|DKIK	LOC6555831|XP_026839184.1|DERE
OG0004513	LOC108071861|XP_017018276.1|DKIK	LOC6555856|XP_026838998.1|DERE
OG0004514	LOC108082648|XP_017033620.1|DKIK	LOC6555809|XP_001982726.2|DERE
OG0004515	LOC108079249|XP_017029026.1|DKIK	LOC6550227|XP_001978195.1|DERE
OG0004516	LOC108076075|XP_017024273.1|DKIK	LOC6551358|XP_001978371.2|DERE
OG0004517	LOC108076778|XP_017025275.1|DKIK	LOC6549897|XP_026838464.1|DERE
OG0004518	LOC108084203|XP_017035807.1|DKIK	LOC6550713|XP_026838403.1|DERE
OG0004519	LOC108075747|XP_017023791.1|DKIK	LOC6554951|XP_001981372.1|DERE
OG0004520	LOC108071857|XP_017018263.1|DKIK	LOC6550673|XP_026838154.1|DERE
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC6542908|XP_001970794.1|DERE
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC6549939|XP_001977397.1|DERE
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC6554860|XP_001981104.2|DERE
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC6551235|XP_001976737.1|DERE
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC6551128|XP_026838350.1|DERE
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC6551204|XP_015010991.1|DERE
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC6551224|XP_001976740.1|DERE
OG0004528	LOC108080133|XP_017030256.1|DKIK	LOC6550332|XP_001977890.1|DERE
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC6551206|XP_001977013.2|DERE
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC6550561|XP_001977939.1|DERE
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC6555181|XP_015009351.1|DERE
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC6550717|XP_001978099.3|DERE
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC6551000|XP_001978316.1|DERE
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC6548424|XP_001975335.1|DERE
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC6544527|XP_001973053.1|DERE
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC6549756|XP_026838369.1|DERE
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC6551690|XP_001978486.1|DERE
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC6547894|XP_015012655.1|DERE
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC6553694|XP_026831642.1|DERE
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC6551397|XP_001977209.1|DERE
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC6546998|XP_026836889.1|DERE
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC6549848|XP_001977354.1|DERE
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC6551119|XP_015010999.1|DERE
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC6555675|XP_001982392.1|DERE
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC6555200|XP_026831997.1|DERE
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC6549361|XP_001975790.1|DERE
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC6555658|XP_026837590.1|DERE
OG0004548	LOC108083566|XP_017034913.1|DKIK	LOC6550357|XP_015010764.1|DERE
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC6555511|XP_026838954.1|DERE
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC6551562|XP_001978601.1|DERE
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC6547600|XP_001974899.1|DERE
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC6550283|XP_015010778.1|DERE
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC6545731|XP_001971625.1|DERE
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC6550770|XP_001976752.1|DERE
OG0004555	LOC108080018|XP_017030074.1|DKIK	LOC6550771|XP_001976753.1|DERE
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC6550213|XP_001977724.1|DERE
OG0004557	LOC108079314|XP_017029096.1|DKIK	LOC6550883|XP_001976830.2|DERE
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC6549838|XP_001978735.1|DERE
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC6554249|XP_001982098.1|DERE
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC6542498|XP_001970955.2|DERE
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC6552861|XP_026839766.1|DERE
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC6554912|XP_001982234.1|DERE
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC6553001|XP_015010169.1|DERE
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC6553848|XP_001979480.1|DERE
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC6552865|XP_026838333.1|DERE
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC6551404|XP_001977223.1|DERE
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC6551739|XP_015010580.1|DERE
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC6555638|XP_001982521.1|DERE
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC6552149|XP_015009508.1|DERE
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC6548646|XP_001975386.1|DERE
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC6550163|XP_001977673.1|DERE
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC6540656|XP_001968671.1|DERE
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC6551793|XP_001979618.1|DERE
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC6551171|XP_001977046.1|DERE
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC6551172|XP_001977047.1|DERE
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC6552911|XP_026837155.1|DERE
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC6553427|XP_001980237.1|DERE
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC6551695|XP_026838736.1|DERE
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC6542619|XP_015015157.1|DERE
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC6553586|XP_001980282.1|DERE
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC6553035|XP_001980040.3|DERE
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC6554965|XP_001981137.3|DERE
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC6549743|XP_001977346.1|DERE
OG0004584	LOC108074650|XP_017022254.1|DKIK	LOC6549107|XP_001975572.1|DERE
OG0004585	LOC108077671|XP_017026581.1|DKIK	LOC6554473|XP_001981286.1|DERE
OG0004586	LOC108076051|XP_017024219.1|DKIK	LOC6551197|XP_001976929.1|DERE
OG0004587	LOC108083188|XP_017034380.1|DKIK	LOC6554809|XP_026839707.1|DERE
OG0004588	LOC108083214|XP_017034416.1|DKIK	LOC6554864|XP_026839724.1|DERE
OG0004589	LOC108079786|XP_017029730.1|DKIK	LOC6549696|XP_026837616.1|DERE
OG0004590	LOC108073384|XP_017020454.1|DKIK	LOC6554552|XP_015009075.1|DERE
OG0004591	LOC108073489|XP_017020637.1|DKIK	LOC6554556|XP_001981316.1|DERE
OG0004592	LOC108076994|XP_017025552.1|DKIK	LOC6550581|XP_001978182.1|DERE
OG0004593	LOC108071710|XP_017018020.1|DKIK	LOC6551356|XP_001977059.1|DERE
OG0004594	LOC108078983|XP_017028643.1|DKIK	LOC6549688|XP_026838242.1|DERE
OG0004595	LOC108071747|XP_017018060.1|DKIK	LOC6550800|XP_026837610.1|DERE
OG0004596	LOC108082951|XP_017034056.1|DKIK	LOC6555672|XP_001982390.1|DERE
OG0004597	LOC108083469|XP_017034745.1|DKIK	LOC6550165|XP_001977603.1|DERE
OG0004598	LOC108079885|XP_017029894.1|DKIK	LOC6544215|XP_001973031.1|DERE
OG0004599	LOC108086174|XP_017038524.1|DKIK	LOC6541806|XP_001968580.2|DERE
OG0004600	LOC108079328|XP_017029118.1|DKIK	LOC6551321|XP_001977086.1|DERE
OG0004601	LOC108079342|XP_017029137.1|DKIK	LOC6551344|XP_001977078.2|DERE
OG0004602	LOC108080182|XP_017030319.1|DKIK	LOC6551593|XP_001977262.2|DERE
OG0004603	LOC108074331|XP_017021830.1|DKIK	LOC6541500|XP_001968192.1|DERE
OG0004604	LOC108071825|XP_017018221.1|DKIK	LOC6549851|XP_001977357.2|DERE
OG0004605	LOC108085762|XP_017037992.1|DKIK	LOC6549804|XP_001977327.2|DERE
OG0004606	LOC108076982|XP_017025565.1|DKIK	LOC6553939|XP_001979490.1|DERE
OG0004607	LOC108074914|XP_017022631.1|DKIK	LOC6550904|XP_026837609.1|DERE
OG0004608	LOC108084473|XP_017036176.1|DKIK	LOC6549992|XP_015011095.1|DERE
OG0004609	LOC108083852|XP_017035324.1|DKIK	LOC6550482|XP_026837403.1|DERE
OG0004610	LOC108073724|XP_017020959.1|DKIK	LOC6555032|XP_001981174.1|DERE
OG0004611	LOC108073726|XP_017020970.1|DKIK	LOC6555349|XP_026839580.1|DERE
OG0004612	LOC108073750|XP_017021007.1|DKIK	LOC6555348|XP_001981198.1|DERE
OG0004613	LOC108081039|XP_017031492.1|DKIK	LOC6553036|XP_026833994.1|DERE
OG0004614	LOC108083902|XP_017035387.1|DKIK	LOC6551029|XP_001978248.1|DERE
OG0004615	LOC108079229|XP_017029001.1|DKIK	LOC6550909|XP_015010975.1|DERE
OG0004616	LOC108071770|XP_017018103.1|DKIK	LOC6549888|XP_001977365.1|DERE
OG0004617	LOC108074848|XP_017022546.1|DKIK	LOC6548265|XP_001974111.1|DERE
OG0004618	LOC108084195|XP_017035787.1|DKIK	LOC6555134|XP_001982249.2|DERE
OG0004619	LOC108073550|XP_017020723.1|DKIK	LOC6555411|XP_001982331.1|DERE
OG0004620	LOC108073096|XP_017020076.1|DKIK	LOC6553803|XP_001979560.2|DERE
OG0004621	LOC108075624|XP_017023647.1|DKIK	LOC6553984|XP_001980499.1|DERE
OG0004622	LOC108084294|XP_017035946.1|DKIK	LOC6551857|XP_015009706.1|DERE
OG0004623	LOC108077582|XP_017026468.1|DKIK	LOC6554540|XP_001981325.1|DERE
OG0004624	LOC108075527|XP_017023513.1|DKIK	LOC6552811|XP_001978942.1|DERE
OG0004625	LOC108071046|XP_017017235.1|DKIK	LOC6550568|XP_026837284.1|DERE
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC6555726|XP_026838933.1|DERE
OG0004627	LOC108072708|XP_017019447.1|DKIK	LOC6543636|XP_026833988.1|DERE
OG0004628	LOC108079354|XP_017029150.1|DKIK	LOC6555680|XP_001982540.1|DERE
OG0004629	LOC108075490|XP_017023437.1|DKIK	LOC6552774|XP_026835874.1|DERE
OG0004630	LOC108073407|XP_017020492.1|DKIK	LOC6554478|XP_015009077.1|DERE
OG0004631	LOC108083936|XP_017035431.1|DKIK	LOC6551834|XP_001979631.1|DERE
OG0004632	LOC108083935|XP_017035429.1|DKIK	LOC6551835|XP_026834575.1|DERE
OG0004633	LOC108077602|XP_017026491.1|DKIK	LOC6554593|XP_001981328.2|DERE
OG0004634	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK	LOC6554656|XP_026839513.1|DERE
OG0004635	LOC108074154|XP_017021546.1|DKIK	LOC6549777|XP_001977308.2|DERE
OG0004636	LOC108079209|XP_017028965.1|DKIK	LOC6550211|XP_001977722.2|DERE
OG0004637	LOC108080327|XP_017030513.1|DKIK	LOC6555520|XP_026838893.1|DERE
OG0004638	LOC108082920|XP_017033999.1|DKIK	LOC6550466|XP_001977728.3|DERE
OG0004639	LOC108084927|XP_017036813.1|DKIK	LOC6555081|XP_001981597.1|DERE
OG0004640	LOC108084912|XP_017036796.1|DKIK	LOC6555083|XP_001981599.2|DERE
OG0004641	LOC108085036|XP_017036976.1|DKIK	LOC6551071|XP_001978292.1|DERE
OG0004642	LOC108080379|XP_017030590.1|DKIK	LOC6544626|XP_001972201.1|DERE
OG0004643	LOC108080975|XP_017031391.1|DKIK	LOC6552590|XP_015010035.1|DERE
OG0004644	LOC108079400|XP_017029215.1|DKIK	LOC6550389|XP_001977771.1|DERE
OG0004645	LOC108074346|XP_017021859.1|DKIK	LOC6540783|XP_001968186.1|DERE
OG0004646	LOC108085323|XP_017037368.1|DKIK	LOC6554919|XP_026839626.1|DERE
OG0004647	LOC108085063|XP_017037014.1|DKIK	LOC6550719|XP_001978101.1|DERE
OG0004648	LOC108082956|XP_017034061.1|DKIK	LOC6550237|XP_001977688.1|DERE
OG0004649	LOC108084463|XP_017036163.1|DKIK	LOC6550646|XP_001978134.3|DERE
OG0004650	LOC108082053|XP_017032818.1|DKIK	LOC6541148|XP_001969861.1|DERE
OG0004651	LOC108075422|XP_017023335.1|DKIK	LOC6552239|XP_001979751.3|DERE
OG0004652	LOC108084220|XP_017035831.1|DKIK	LOC6554176|XP_026832615.1|DERE
OG0004653	LOC108075255|XP_017023105.1|DKIK	LOC6543692|XP_001973703.1|DERE
OG0004654	LOC108074565|XP_017022156.1|DKIK	LOC6541180|XP_001968370.2|DERE
OG0004655	LOC108084581|XP_017036344.1|DKIK	LOC6555306|XP_026839755.1|DERE
OG0004656	LOC108083555|XP_017034894.1|DKIK	LOC6550119|XP_001977656.1|DERE
OG0004657	LOC108084855|XP_017036724.1|DKIK	LOC6553563|XP_001979343.1|DERE
OG0004658	LOC108084958|XP_017036859.1|DKIK	LOC6552039|XP_001980684.1|DERE
OG0004659	LOC108081253|XP_017031836.1|DKIK	LOC6554241|XP_001982150.1|DERE
OG0004660	LOC108075592|XP_017023603.1|DKIK	LOC6555257|XP_001982298.2|DERE
OG0004661	LOC108075621|XP_017023644.1|DKIK	LOC6552241|XP_001979753.1|DERE
OG0004662	LOC108070639|XP_017016695.1|DKIK	LOC6553242|XP_001980197.1|DERE
OG0004663	LOC108079347|XP_017029143.1|DKIK	LOC6550942|XP_026838135.1|DERE
OG0004664	LOC108079416|XP_017029232.1|DKIK	LOC6550943|XP_026837435.1|DERE
OG0004665	LOC108079453|XP_017029277.1|DKIK	LOC6550882|XP_001976829.1|DERE
OG0004666	LOC108084202|XP_017035803.1|DKIK	LOC6552275|XP_026831921.1|DERE
OG0004667	LOC108084292|XP_017035944.1|DKIK	LOC6552269|XP_001980750.1|DERE
OG0004668	LOC108085058|XP_017037007.1|DKIK	LOC6550714|XP_026837915.1|DERE
OG0004669	LOC108075841|XP_017023905.1|DKIK	LOC6542465|XP_001970090.1|DERE
OG0004670	LOC108077807|XP_017026814.1|DKIK	LOC6554310|XP_001981741.3|DERE
OG0004671	LOC108077688|XP_017026609.1|DKIK	LOC6553729|XP_001980398.1|DERE
OG0004672	LOC108077592|XP_017026475.1|DKIK	LOC6552765|XP_026831790.1|DERE
OG0004673	LOC108077740|XP_017026697.1|DKIK	LOC6555483|XP_026834134.1|DERE
OG0004674	LOC108083714|XP_017035105.1|DKIK	LOC6554452|XP_001981520.1|DERE
OG0004675	LOC108083713|XP_017035104.1|DKIK	LOC6554510|XP_026831586.1|DERE
OG0004676	LOC108070692|XP_017016763.1|DKIK	LOC6552800|XP_001979028.1|DERE
OG0004677	LOC108084552|XP_017036291.1|DKIK	LOC6555001|XP_026839587.1|DERE
OG0004678	LOC108084610|XP_017036382.1|DKIK	LOC6555002|XP_001982057.1|DERE
OG0004679	LOC108084629|XP_017036407.1|DKIK	LOC6553898|XP_026839582.1|DERE
OG0004680	LOC108075572|XP_017023577.1|DKIK	LOC6552353|XP_026839866.1|DERE
OG0004681	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK	LOC6552966|XP_001980967.1|DERE
OG0004682	LOC108075794|XP_017023855.1|DKIK	LOC6543491|XP_001968681.2|DERE
OG0004683	LOC108081208|XP_017031771.1|DKIK	LOC6553634|XP_001980317.1|DERE
OG0004684	LOC108084046|XP_017035553.1|DKIK	LOC6552264|XP_001980745.1|DERE
OG0004685	LOC108075702|XP_017023715.1|DKIK	LOC6554628|XP_001981350.1|DERE
OG0004686	LOC108072081|XP_017018581.1|DKIK	LOC6552466|XP_001980884.1|DERE
OG0004687	LOC108075756|XP_017023803.1|DKIK	LOC6554624|XP_001981346.1|DERE
OG0004688	LOC108077723|XP_017026666.1|DKIK	LOC6551976|XP_001980661.1|DERE
OG0004689	LOC108081085|XP_017031563.1|DKIK	LOC6554174|XP_001982116.1|DERE
