Orthogroup	DKIK.longest_only	AALB.longest_only
OG0004350	LOC108081785|XP_017032492.1|DKIK	LOC118465515|XP_035789726.1|AALB
OG0004351	LOC108085119|XP_017037108.1|DKIK	LOC118465969|XP_035790614.1|AALB
OG0004352	LOC108084362|XP_017036024.1|DKIK	LOC118466373|XP_035791490.1|AALB
OG0004353	LOC108083720|XP_017035115.1|DKIK	LOC118462561|XP_035784243.1|AALB
OG0004354	LOC108081193|XP_017031748.1|DKIK	LOC118462563|XP_035784245.1|AALB
OG0004355	LOC108081201|XP_017031756.1|DKIK	LOC118462912|XP_035784906.1|AALB
OG0004356	LOC108078399|XP_017027744.1|DKIK	LOC118465163|XP_035789014.1|AALB
OG0004357	LOC108081817|XP_017032544.1|DKIK	LOC118467502|XP_035793945.1|AALB
OG0004358	LOC108082560|XP_017033499.1|DKIK	LOC118463739|XP_035786426.1|AALB
OG0004359	LOC108082490|XP_017033393.1|DKIK	LOC118463560|XP_035786089.1|AALB
OG0004360	LOC108085489|XP_017037598.1|DKIK	LOC118464752|XP_035788264.1|AALB
OG0004361	LOC108084868|XP_017036748.1|DKIK	LOC118458930|XP_035777793.1|AALB
OG0004362	LOC108072795|XP_017019568.1|DKIK	LOC118467395|XP_035793751.1|AALB
OG0004363	LOC108080292|XP_017030449.1|DKIK	LOC118458021|XP_035776019.1|AALB
OG0004364	LOC108081809|XP_017032534.1|DKIK	LOC118464724|XP_035788197.1|AALB
OG0004365	LOC108078188|XP_017027345.1|DKIK	LOC118463923|XP_035786773.1|AALB
OG0004366	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK	LOC118460523|XP_035780795.1|AALB
OG0004367	LOC108075076|XP_017022847.1|DKIK	LOC118467421|XP_035793800.1|AALB
OG0004368	LOC108083326|XP_017034562.1|DKIK	LOC118466028|XP_035790741.1|AALB
OG0004369	LOC108074712|XP_017022341.1|DKIK	LOC118465255|XP_035789168.1|AALB
OG0004370	LOC108076279|XP_017024516.1|DKIK	LOC118466847|XP_035792567.1|AALB
OG0004371	LOC108079238|XP_017029011.1|DKIK	LOC118464346|XP_035787559.1|AALB
OG0004372	LOC108070903|XP_017017048.1|DKIK	LOC118463838|XP_035786633.1|AALB
OG0004373	LOC108071386|XP_017017619.1|DKIK	LOC118462769|XP_035784627.1|AALB
OG0004374	LOC108072951|XP_017019818.1|DKIK	LOC118467533|XP_035793995.1|AALB
OG0004375	LOC108071550|XP_017017816.1|DKIK	LOC118467946|XP_035794808.1|AALB
OG0004376	LOC108083026|XP_017034147.1|DKIK	LOC118464257|XP_035787387.1|AALB
OG0004377	LOC108078908|XP_017028530.1|DKIK	LOC118468386|XP_035795042.1|AALB
OG0004378	LOC108072426|XP_017019029.1|DKIK	LOC118462536|XP_035784190.1|AALB
OG0004379	LOC108078137|XP_017027252.1|DKIK	LOC118465511|XP_035789723.1|AALB
OG0004380	LOC108078525|XP_017027924.1|DKIK	LOC118467542|XP_035794033.1|AALB
OG0004381	LOC108071448|XP_017017691.1|DKIK	LOC118465111|XP_035788950.1|AALB
OG0004382	LOC108074696|XP_017022326.1|DKIK	LOC118464348|XP_035787561.1|AALB
OG0004383	LOC108072988|XP_017019925.1|DKIK	LOC118464352|XP_035787569.1|AALB
OG0004384	LOC108072961|XP_017019880.1|DKIK	LOC118464362|XP_035787580.1|AALB
OG0004385	LOC108073122|XP_017020109.1|DKIK	LOC118464357|XP_035787573.1|AALB
OG0004386	LOC108082332|XP_017033151.1|DKIK	LOC118467263|XP_035793439.1|AALB
OG0004387	LOC108070431|XP_017016388.1|DKIK	LOC118467407|XP_035793774.1|AALB
OG0004388	LOC108074669|XP_017022277.1|DKIK	LOC118465066|XP_035788841.1|AALB
OG0004389	LOC108072764|XP_017019526.1|DKIK	LOC118463571|XP_035786104.1|AALB
OG0004390	LOC108083765|XP_017035178.1|DKIK	LOC118464209|XP_035787272.1|AALB
OG0004391	LOC108082135|XP_017032927.1|DKIK	LOC118466802|XP_035792446.1|AALB
OG0004392	LOC108083655|XP_017035014.1|DKIK	LOC118462785|XP_035784665.1|AALB
OG0004393	LOC108082593|XP_017033549.1|DKIK	LOC118467428|XP_035793807.1|AALB
OG0004394	LOC108076446|XP_017024803.1|DKIK	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC108078772|XP_017028308.1|DKIK	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC108071384|XP_017017611.1|DKIK	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC118465152|XP_035788990.1|AALB
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC118463059|XP_035785205.1|AALB
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC118463444|XP_035785921.1|AALB
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC118467943|XP_035794805.1|AALB
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC108085543|XP_017037668.1|DKIK, LOC108070623|XP_017016712.1|DKIK	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC118456845|XP_035773834.1|AALB
OG0004485	LOC108076041|XP_017024188.1|DKIK	LOC118468398|XP_035795055.1|AALB
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC118465735|XP_035790089.1|AALB
OG0004487	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK	LOC118466360|XP_035791420.1|AALB
OG0004488	LOC108080714|XP_017031054.1|DKIK	LOC118464608|XP_035787946.1|AALB
OG0004504	LOC108077168|XP_017025896.1|DKIK	LOC118467646|XP_035794274.1|AALB
OG0004505	LOC108073925|XP_017021253.1|DKIK	LOC118462419|XP_035784019.1|AALB
OG0004506	LOC108077757|XP_017026726.1|DKIK	LOC118460235|XP_035780282.1|AALB
OG0004507	LOC108085659|XP_017037839.1|DKIK	LOC118459163|XP_035778181.1|AALB
OG0004508	LOC108085557|XP_017037684.1|DKIK	LOC118459141|XP_035778116.1|AALB
OG0004509	LOC108073836|XP_017021106.1|DKIK	LOC118456379|XP_035772959.1|AALB
OG0004510	LOC108084480|XP_017036191.1|DKIK	LOC118462151|XP_035783997.1|AALB
OG0004511	LOC108073402|XP_017020483.1|DKIK	LOC118464301|XP_035787483.1|AALB
OG0004512	LOC108074893|XP_017022603.1|DKIK	LOC118456316|XP_035772852.1|AALB
OG0004513	LOC108071861|XP_017018276.1|DKIK	LOC118459015|XP_035777914.1|AALB
OG0004514	LOC108082648|XP_017033620.1|DKIK	LOC118462866|XP_035784821.1|AALB
OG0004515	LOC108079249|XP_017029026.1|DKIK	LOC118466255|XP_035791201.1|AALB
OG0004516	LOC108076075|XP_017024273.1|DKIK	LOC118461442|XP_035782657.1|AALB
OG0004517	LOC108076778|XP_017025275.1|DKIK	LOC118461395|XP_035782594.1|AALB
OG0004518	LOC108084203|XP_017035807.1|DKIK	LOC118464528|XP_035787861.1|AALB
OG0004519	LOC108075747|XP_017023791.1|DKIK	LOC118463497|XP_035785989.1|AALB
OG0004520	LOC108071857|XP_017018263.1|DKIK	LOC118464870|XP_035788492.1|AALB
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC118467813|XP_035794582.1|AALB
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC118459085|XP_035778042.1|AALB
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC118463585|XP_035786125.1|AALB
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC118461269|XP_035782338.1|AALB
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC118456737|XP_035773682.1|AALB
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC118456707|XP_035773638.1|AALB
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC118463953|XP_035786828.1|AALB
OG0004528	LOC108080133|XP_017030256.1|DKIK	LOC118461672|XP_035783157.1|AALB
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC118468306|XP_035794939.1|AALB
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC118461079|XP_035781868.1|AALB
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC118464843|XP_035788444.1|AALB
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC118458929|XP_035777795.1|AALB
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC118458198|XP_035776336.1|AALB
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC118461882|XP_035783615.1|AALB
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC118461797|XP_035783434.1|AALB
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC118461347|XP_035782462.1|AALB
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC118463153|XP_035785427.1|AALB
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC118462955|XP_035785002.1|AALB
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC118462673|XP_035784465.1|AALB
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC118465214|XP_035789102.1|AALB
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC118466062|XP_035790818.1|AALB
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC118462473|XP_035784067.1|AALB
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC118458630|XP_035777216.1|AALB
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC118463871|XP_035786682.1|AALB
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC118462037|XP_035783904.1|AALB
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC118457715|XP_035775398.1|AALB
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC118459094|XP_035778054.1|AALB
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC118460410|XP_035780594.1|AALB
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC118465293|XP_035789242.1|AALB
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC118464875|XP_035788507.1|AALB
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC118463593|XP_035786145.1|AALB
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC118459599|XP_035779040.1|AALB
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC118461421|XP_035782623.1|AALB
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC118465029|XP_035788790.1|AALB
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC118466556|XP_035791991.1|AALB
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC118465323|XP_035789353.1|AALB
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC118459758|XP_035779348.1|AALB
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC118465957|XP_035790595.1|AALB
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC118465919|XP_035790509.1|AALB
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC118465931|XP_035790532.1|AALB
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC118462572|XP_035784272.1|AALB
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC118460349|XP_035780480.1|AALB
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC118461353|XP_035782475.1|AALB
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC118459818|XP_035779468.1|AALB
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC118461211|XP_035782212.1|AALB
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC118464356|XP_035787576.1|AALB
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC118468793|XP_035795894.1|AALB
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC118464682|XP_035788101.1|AALB
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC118466219|XP_035791137.1|AALB
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC118459874|XP_035779559.1|AALB
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC118456822|XP_035773812.1|AALB
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC118458869|XP_035777715.1|AALB
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC118460457|XP_035780673.1|AALB
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC118458283|XP_035776502.1|AALB
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC118457018|XP_035774147.1|AALB
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC118458990|XP_035777886.1|AALB
OG0004584	LOC108074650|XP_017022254.1|DKIK	LOC118457086|XP_035774269.1|AALB
OG0004585	LOC108077671|XP_017026581.1|DKIK	LOC118465715|XP_035790045.1|AALB
OG0004586	LOC108076051|XP_017024219.1|DKIK	LOC118463038|XP_035785179.1|AALB
OG0004587	LOC108083188|XP_017034380.1|DKIK	LOC118458592|XP_035777157.1|AALB
OG0004588	LOC108083214|XP_017034416.1|DKIK	LOC118460238|XP_035780287.1|AALB
OG0004589	LOC108079786|XP_017029730.1|DKIK, LOC108084024|XP_017035526.1|DKIK	LOC118461680|XP_035783167.1|AALB
OG0004590	LOC108073384|XP_017020454.1|DKIK	LOC118461225|XP_035782207.1|AALB
OG0004591	LOC108073489|XP_017020637.1|DKIK	LOC118461216|XP_035782179.1|AALB
OG0004592	LOC108076994|XP_017025552.1|DKIK	LOC118457580|XP_035775155.1|AALB
OG0004593	LOC108071710|XP_017018020.1|DKIK	LOC118457613|XP_035775222.1|AALB
OG0004594	LOC108078983|XP_017028643.1|DKIK	LOC118458807|XP_035777572.1|AALB
OG0004595	LOC108071747|XP_017018060.1|DKIK	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
OG0004596	LOC108082951|XP_017034056.1|DKIK	LOC118466729|XP_035792348.1|AALB
OG0004597	LOC108083469|XP_017034745.1|DKIK	LOC118459311|XP_035778454.1|AALB
OG0004598	LOC108079885|XP_017029894.1|DKIK	LOC118465554|XP_035789784.1|AALB
OG0004600	LOC108079328|XP_017029118.1|DKIK	LOC118466267|XP_035791270.1|AALB
OG0004601	LOC108079342|XP_017029137.1|DKIK	LOC118461874|XP_035783603.1|AALB
OG0004602	LOC108080182|XP_017030319.1|DKIK	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB
OG0004603	LOC108074331|XP_017021830.1|DKIK	LOC118458199|XP_035776340.1|AALB
OG0004604	LOC108071825|XP_017018221.1|DKIK	LOC118459617|XP_035779085.1|AALB
OG0004605	LOC108085762|XP_017037992.1|DKIK	LOC118456225|XP_035772742.1|AALB
OG0004606	LOC108076982|XP_017025565.1|DKIK	LOC118468504|XP_035795232.1|AALB
OG0004607	LOC108074914|XP_017022631.1|DKIK	LOC118467267|XP_035793491.1|AALB
OG0004608	LOC108084473|XP_017036176.1|DKIK	LOC118458492|XP_035776941.1|AALB
OG0004609	LOC108083852|XP_017035324.1|DKIK	LOC118460652|XP_035781012.1|AALB
OG0004610	LOC108073724|XP_017020959.1|DKIK	LOC118458542|XP_035777031.1|AALB
OG0004611	LOC108073726|XP_017020970.1|DKIK	LOC118466424|XP_035791601.1|AALB
OG0004612	LOC108073750|XP_017021007.1|DKIK	LOC118466460|XP_035791714.1|AALB
OG0004613	LOC108081039|XP_017031492.1|DKIK	LOC118460043|XP_035779944.1|AALB
OG0004614	LOC108083902|XP_017035387.1|DKIK	LOC118462548|XP_035784210.1|AALB
OG0004615	LOC108079229|XP_017029001.1|DKIK	LOC118465788|XP_035790221.1|AALB
OG0004616	LOC108071770|XP_017018103.1|DKIK	LOC118465639|XP_035789939.1|AALB
OG0004617	LOC108074848|XP_017022546.1|DKIK	LOC118456780|XP_035773752.1|AALB
OG0004619	LOC108073550|XP_017020723.1|DKIK	LOC118466579|XP_035792022.1|AALB
OG0004620	LOC108073096|XP_017020076.1|DKIK	LOC118468785|XP_035795880.1|AALB
OG0004621	LOC108075624|XP_017023647.1|DKIK	LOC118462230|XP_035784004.1|AALB
OG0004622	LOC108084294|XP_017035946.1|DKIK	LOC118461860|XP_035783560.1|AALB
OG0004623	LOC108077582|XP_017026468.1|DKIK	LOC118461916|XP_035783673.1|AALB
OG0004624	LOC108075527|XP_017023513.1|DKIK	LOC118457293|XP_035774656.1|AALB
OG0004625	LOC108071046|XP_017017235.1|DKIK	LOC118461923|XP_035783730.1|AALB
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC118457121|XP_035774331.1|AALB
OG0004627	LOC108072708|XP_017019447.1|DKIK	LOC118461710|XP_035783236.1|AALB
OG0004628	LOC108079354|XP_017029150.1|DKIK	LOC118460357|XP_035780499.1|AALB
OG0004629	LOC108075490|XP_017023437.1|DKIK	LOC118464122|XP_035787144.1|AALB
OG0004630	LOC108073407|XP_017020492.1|DKIK	LOC118463285|XP_035785660.1|AALB
OG0004632	LOC108083935|XP_017035429.1|DKIK	LOC118462674|XP_035784466.1|AALB
OG0004634	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK	LOC118465732|XP_035790091.1|AALB
OG0004635	LOC108074154|XP_017021546.1|DKIK	LOC118458002|XP_035775974.1|AALB
OG0004636	LOC108079209|XP_017028965.1|DKIK	LOC118464539|XP_035787907.1|AALB
OG0004637	LOC108080327|XP_017030513.1|DKIK	LOC118465910|XP_035790936.1|AALB
OG0004639	LOC108084927|XP_017036813.1|DKIK	LOC118465680|XP_035790007.1|AALB
OG0004640	LOC108084912|XP_017036796.1|DKIK	LOC118465377|XP_035789472.1|AALB
OG0004641	LOC108085036|XP_017036976.1|DKIK	LOC118456880|XP_035773885.1|AALB
OG0004642	LOC108080379|XP_017030590.1|DKIK	LOC118462527|XP_035784172.1|AALB
OG0004644	LOC108079400|XP_017029215.1|DKIK	LOC118462529|XP_035784175.1|AALB
OG0004645	LOC108074346|XP_017021859.1|DKIK	LOC118467759|XP_035794480.1|AALB
OG0004646	LOC108085323|XP_017037368.1|DKIK	LOC118466469|XP_035791728.1|AALB
OG0004647	LOC108085063|XP_017037014.1|DKIK	LOC118460589|XP_035780906.1|AALB
OG0004648	LOC108082956|XP_017034061.1|DKIK	LOC118460118|XP_035780050.1|AALB
OG0004649	LOC108084463|XP_017036163.1|DKIK	LOC118467578|XP_035794116.1|AALB
OG0004650	LOC108082053|XP_017032818.1|DKIK	LOC118457240|XP_035774514.1|AALB
OG0004651	LOC108075422|XP_017023335.1|DKIK	LOC118460809|XP_035781317.1|AALB
OG0004652	LOC108084220|XP_017035831.1|DKIK	LOC118460443|XP_035780639.1|AALB
OG0004653	LOC108075255|XP_017023105.1|DKIK	LOC118461985|XP_035783813.1|AALB
OG0004654	LOC108074565|XP_017022156.1|DKIK	LOC118460449|XP_035780659.1|AALB
OG0004655	LOC108084581|XP_017036344.1|DKIK	LOC118461999|XP_035783828.1|AALB
OG0004656	LOC108083555|XP_017034894.1|DKIK	LOC118456877|XP_035773883.1|AALB
OG0004657	LOC108084855|XP_017036724.1|DKIK	LOC118456490|XP_035773206.1|AALB
OG0004658	LOC108084958|XP_017036859.1|DKIK	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC108081253|XP_017031836.1|DKIK	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC108075592|XP_017023603.1|DKIK	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC108075621|XP_017023644.1|DKIK	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC108070639|XP_017016695.1|DKIK	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC108079416|XP_017029232.1|DKIK	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC108079453|XP_017029277.1|DKIK	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC108084202|XP_017035803.1|DKIK	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC108084292|XP_017035944.1|DKIK	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC108085058|XP_017037007.1|DKIK	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC108075841|XP_017023905.1|DKIK	LOC118457595|XP_035775186.1|AALB
