Orthogroup	DKIK.longest_only	CQUI.longest_only
OG0004282	LOC108076277|XP_017024514.1|DKIK	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC108076282|XP_017024520.1|DKIK	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC108081387|XP_017032032.1|DKIK	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC108084579|XP_017036342.1|DKIK	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC108073907|XP_017021191.1|DKIK	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC108074007|XP_017021357.1|DKIK	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC108073993|XP_017021335.1|DKIK	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC108083268|XP_017034468.1|DKIK	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC108074657|XP_017022263.1|DKIK	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC108076321|XP_017024594.1|DKIK	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC108084412|XP_017036102.1|DKIK	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC108083648|XP_017035009.1|DKIK	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC108072806|XP_017019586.1|DKIK	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC108072772|XP_017019536.1|DKIK	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC108072800|XP_017019573.1|DKIK	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC108070918|XP_017017066.1|DKIK	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC108080854|XP_017031246.1|DKIK	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC108079549|XP_017029379.1|DKIK	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC108076584|XP_017024985.1|DKIK	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC108084410|XP_017036098.1|DKIK	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC108082413|XP_017033250.1|DKIK	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC108078301|XP_017027574.1|DKIK	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC108078046|XP_017027097.1|DKIK	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC108070817|XP_017016906.1|DKIK	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC108082583|XP_017033530.1|DKIK	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC108085165|XP_017037185.1|DKIK	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC108072116|XP_017018628.1|DKIK	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC108078642|XP_017028060.1|DKIK	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC108082532|XP_017033457.1|DKIK	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC108075000|XP_017022732.1|DKIK	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC108070826|XP_017016934.1|DKIK	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC108085112|XP_017037078.1|DKIK	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC108072305|XP_017018862.1|DKIK	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC108070888|XP_017017022.1|DKIK	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC108078533|XP_017027934.1|DKIK	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC108078462|XP_017027845.1|DKIK	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC108070824|XP_017016926.1|DKIK	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC108078380|XP_017027704.1|DKIK	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC108084219|XP_017035830.1|DKIK	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC108074857|XP_017022557.1|DKIK	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC108084304|XP_017035956.1|DKIK	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC108079102|XP_017028819.1|DKIK	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC108081402|XP_017032051.1|DKIK	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC108086162|XP_017038512.1|DKIK	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC108086161|XP_017038511.1|DKIK	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC108084669|XP_017036484.1|DKIK	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC108072092|XP_017018593.1|DKIK	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC108078316|XP_017027603.1|DKIK	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC108078555|XP_017027963.1|DKIK	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC108077309|XP_017026086.1|DKIK	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC108077113|XP_017025795.1|DKIK	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC108073611|XP_017020791.1|DKIK	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC108076444|XP_017024801.1|DKIK	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC108076712|XP_017025163.1|DKIK	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC108079638|XP_017029513.1|DKIK	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC108078884|XP_017028504.1|DKIK	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC108076403|XP_017024732.1|DKIK	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC108076402|XP_017024731.1|DKIK	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC108072309|XP_017018870.1|DKIK	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC108072389|XP_017018986.1|DKIK	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC108072369|XP_017018954.1|DKIK	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC108072371|XP_017018958.1|DKIK	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC108079517|XP_017029345.1|DKIK	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC108070770|XP_017016858.1|DKIK	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC108070890|XP_017017024.1|DKIK	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC108071997|XP_017018461.1|DKIK	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC108072066|XP_017018553.1|DKIK	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC108081785|XP_017032492.1|DKIK	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC108085119|XP_017037108.1|DKIK	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC108084362|XP_017036024.1|DKIK	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC108083720|XP_017035115.1|DKIK	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC108081193|XP_017031748.1|DKIK	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC108081201|XP_017031756.1|DKIK	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC108078399|XP_017027744.1|DKIK	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC108081817|XP_017032544.1|DKIK	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC108082560|XP_017033499.1|DKIK	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC108082490|XP_017033393.1|DKIK	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC108085489|XP_017037598.1|DKIK	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC108084868|XP_017036748.1|DKIK	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC108072795|XP_017019568.1|DKIK	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC108080292|XP_017030449.1|DKIK	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC108081809|XP_017032534.1|DKIK	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC108078188|XP_017027345.1|DKIK	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC108075076|XP_017022847.1|DKIK	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC108083326|XP_017034562.1|DKIK	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC108074712|XP_017022341.1|DKIK	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC108076279|XP_017024516.1|DKIK	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC108079238|XP_017029011.1|DKIK	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC108070903|XP_017017048.1|DKIK	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC108071386|XP_017017619.1|DKIK	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC108072951|XP_017019818.1|DKIK	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC108071550|XP_017017816.1|DKIK	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC108083026|XP_017034147.1|DKIK	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC108078908|XP_017028530.1|DKIK	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC108072426|XP_017019029.1|DKIK	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC108078137|XP_017027252.1|DKIK	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC108078525|XP_017027924.1|DKIK	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC108071448|XP_017017691.1|DKIK	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC108074696|XP_017022326.1|DKIK	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC108072988|XP_017019925.1|DKIK	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC108072961|XP_017019880.1|DKIK	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC108073122|XP_017020109.1|DKIK	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC108082332|XP_017033151.1|DKIK	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC108070431|XP_017016388.1|DKIK	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC108074669|XP_017022277.1|DKIK	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC108072764|XP_017019526.1|DKIK	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC108083765|XP_017035178.1|DKIK	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC108082135|XP_017032927.1|DKIK	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC108083655|XP_017035014.1|DKIK	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC108082593|XP_017033549.1|DKIK	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC108076446|XP_017024803.1|DKIK	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC108078772|XP_017028308.1|DKIK	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC108071384|XP_017017611.1|DKIK	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC108070468|XP_017016439.1|DKIK	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC108076356|XP_017024642.1|DKIK	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC108085543|XP_017037668.1|DKIK, LOC108070623|XP_017016712.1|DKIK	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC108073625|XP_017020813.1|DKIK	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC108076041|XP_017024188.1|DKIK	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC108079756|XP_017029666.1|DKIK	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC108078035|XP_017027085.1|DKIK	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC108077168|XP_017025896.1|DKIK	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC108073925|XP_017021253.1|DKIK	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC108077757|XP_017026726.1|DKIK	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC108085659|XP_017037839.1|DKIK	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC108085557|XP_017037684.1|DKIK	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC108073836|XP_017021106.1|DKIK	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC108084480|XP_017036191.1|DKIK	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC108073402|XP_017020483.1|DKIK	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC108074893|XP_017022603.1|DKIK	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC108071861|XP_017018276.1|DKIK	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC108082648|XP_017033620.1|DKIK	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC108079249|XP_017029026.1|DKIK	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC108076075|XP_017024273.1|DKIK	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC108076778|XP_017025275.1|DKIK	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC108084203|XP_017035807.1|DKIK	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC108075747|XP_017023791.1|DKIK	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC108071857|XP_017018263.1|DKIK	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC108080018|XP_017030074.1|DKIK	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC108079314|XP_017029096.1|DKIK	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC6052125|XP_038104612.1|CQUI
