Orthogroup	DKIK.longest_only	DANA.longest_only
OG0006235	LOC108085232|XP_017037260.1|DKIK	LOC6498802|XP_001967286.1|DANA
OG0006236	LOC108071170|XP_017017342.1|DKIK	LOC6503747|XP_001963816.1|DANA
OG0006237	LOC108080023|XP_017030086.1|DKIK	LOC6504474|XP_001966969.1|DANA
OG0006238	LOC108075272|XP_017023138.1|DKIK	LOC6502323|XP_001967152.2|DANA
OG0006239	LOC108074258|XP_017021719.1|DKIK	LOC6504813|XP_001966385.1|DANA
OG0006240	LOC108073525|XP_017020695.1|DKIK	LOC6506018|XP_001964784.1|DANA
OG0006241	LOC108085976|XP_017038265.1|DKIK	LOC6504950|XP_001965750.1|DANA
OG0006242	LOC108079340|XP_017029135.1|DKIK	LOC6502968|XP_001963498.2|DANA
OG0006243	LOC108081245|XP_017031816.1|DKIK	LOC6505681|XP_001964465.1|DANA
OG0006244	LOC108073562|XP_017020738.1|DKIK	LOC6500554|XP_001953469.1|DANA
OG0006245	LOC108084206|XP_017035808.1|DKIK	LOC6501223|XP_001954794.1|DANA
OG0006246	LOC108071716|XP_017018026.1|DKIK	LOC6502370|XP_001967547.1|DANA
OG0006247	LOC108076731|XP_017025198.1|DKIK	LOC6496477|XP_032306526.1|DANA
OG0006248	LOC108071361|XP_017017592.1|DKIK	LOC6499478|XP_032305874.1|DANA
OG0006249	LOC108077392|XP_017026173.1|DKIK	LOC6503852|XP_014760406.1|DANA
OG0006250	LOC108079258|XP_017029036.1|DKIK	LOC6504914|XP_032309328.1|DANA
OG0006251	LOC108073738|XP_017021022.1|DKIK	LOC6499254|XP_001955017.1|DANA
OG0006252	LOC108073605|XP_017020824.1|DKIK	LOC6501336|XP_032307613.1|DANA
OG0006253	LOC108071739|XP_017018053.1|DKIK	LOC6502352|XP_032307835.1|DANA
OG0006255	LOC108083708|XP_017035094.1|DKIK	LOC6501064|XP_001954488.1|DANA
OG0006256	LOC108085970|XP_017038257.1|DKIK	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC108083832|XP_017035294.1|DKIK	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC108071816|XP_017018209.1|DKIK	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC108077738|XP_017026690.1|DKIK	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC108085960|XP_017038242.1|DKIK	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC108082188|XP_017032997.1|DKIK	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC108080157|XP_017030288.1|DKIK	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC108071749|XP_017018062.1|DKIK	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC108079204|XP_017028957.1|DKIK	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC108082446|XP_017033306.1|DKIK	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC108079269|XP_017029049.1|DKIK	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC108071846|XP_017018249.1|DKIK	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC108078342|XP_017027635.1|DKIK	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC108083173|XP_017034353.1|DKIK	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC108079992|XP_017030048.1|DKIK	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC108077863|XP_017026885.1|DKIK	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC108080134|XP_017030257.1|DKIK	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC108070540|XP_017016555.1|DKIK	LOC6496621|XP_001961281.1|DANA
OG0006274	LOC108083394|XP_017034634.1|DKIK	LOC6502163|XP_001966099.2|DANA
OG0006275	LOC108079220|XP_017028989.1|DKIK	LOC6505146|XP_001965436.2|DANA
OG0006277	LOC108084287|XP_017035935.1|DKIK	LOC6501374|XP_001955101.2|DANA
OG0006278	LOC108083385|XP_017034620.1|DKIK	LOC6505266|XP_001965652.2|DANA
OG0006279	LOC108071789|XP_017018154.1|DKIK	LOC6504266|XP_032308826.1|DANA
OG0006280	LOC108079784|XP_017029719.1|DKIK	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC108079783|XP_017029718.1|DKIK	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC108073123|XP_017020149.1|DKIK	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC108081034|XP_017031485.1|DKIK	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC108078869|XP_017028471.1|DKIK	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC108077772|XP_017026754.1|DKIK	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC108084299|XP_017035950.1|DKIK	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC108071837|XP_017018238.1|DKIK	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC108073677|XP_017020893.1|DKIK	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC108083938|XP_017035433.1|DKIK	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC108075258|XP_017023110.1|DKIK	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC108077302|XP_017026072.1|DKIK	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC108076074|XP_017024271.1|DKIK	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC108079081|XP_017028794.1|DKIK	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC108076696|XP_017025143.1|DKIK	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC108080405|XP_017030622.1|DKIK	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC108076942|XP_017025481.1|DKIK	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC108079958|XP_017030008.1|DKIK	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC108077063|XP_017025721.1|DKIK	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC108082916|XP_017033990.1|DKIK	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC108078989|XP_017028653.1|DKIK	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC108074167|XP_017021586.1|DKIK	LOC6503156|XP_001963537.1|DANA
OG0006302	LOC108084485|XP_017036202.1|DKIK	LOC6503105|XP_001963436.2|DANA
OG0006303	LOC108072442|XP_017019059.1|DKIK	LOC6495488|XP_014763332.1|DANA
OG0006304	LOC108081127|XP_017031634.1|DKIK	LOC6501361|XP_001955074.2|DANA
OG0006305	LOC108081146|XP_017031672.1|DKIK	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC108073411|XP_017020504.1|DKIK	LOC26515147|XP_032308614.1|DANA
OG0006307	LOC108077747|XP_017026703.1|DKIK	LOC6500289|XP_014766482.1|DANA
OG0006308	LOC108076621|XP_017025039.1|DKIK	LOC6496751|XP_001967862.1|DANA
OG0006309	LOC108085941|XP_017038215.1|DKIK	LOC6505309|XP_032307841.1|DANA
OG0006310	LOC108073242|XP_017020285.1|DKIK	LOC6499150|XP_001955206.1|DANA
OG0006311	LOC108074203|XP_017021631.1|DKIK	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC108074259|XP_017021720.1|DKIK	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC108083486|XP_017034774.1|DKIK	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC108071706|XP_017018012.1|DKIK	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC108082952|XP_017034060.1|DKIK	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC108079871|XP_017029872.1|DKIK	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC108071856|XP_017018262.1|DKIK	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC108084654|XP_017036461.1|DKIK	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC108078540|XP_017027941.1|DKIK	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC108080171|XP_017030304.1|DKIK	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC108083363|XP_017034594.1|DKIK	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC108083950|XP_017035441.1|DKIK	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC108080241|XP_017030388.1|DKIK	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC108083421|XP_017034665.1|DKIK	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC108071344|XP_017017569.1|DKIK	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC108083093|XP_017034233.1|DKIK	LOC6493599|XP_001958071.1|DANA
OG0006327	LOC108085009|XP_017036937.1|DKIK	LOC6505599|XP_001964618.1|DANA
OG0006328	LOC108083669|XP_017035032.1|DKIK	LOC6499506|XP_014766114.1|DANA
OG0006329	LOC108084644|XP_017036427.1|DKIK	LOC6504090|XP_001964156.1|DANA
OG0006330	LOC108073433|XP_017020542.1|DKIK	LOC6501447|XP_032310174.1|DANA
OG0006331	LOC108080122|XP_017030242.1|DKIK	LOC6505284|XP_001965686.2|DANA
OG0006332	LOC108074948|XP_017022669.1|DKIK	LOC6504895|XP_001966547.1|DANA
OG0006333	LOC108071786|XP_017018139.1|DKIK	LOC6505233|XP_001965589.3|DANA
OG0006334	LOC108080347|XP_017030534.1|DKIK	LOC6503802|XP_001963718.1|DANA
OG0006335	LOC108071345|XP_017017570.1|DKIK	LOC6500811|XP_001953959.1|DANA
OG0006336	LOC108079266|XP_017029046.1|DKIK	LOC6503132|XP_001963483.1|DANA
OG0006337	LOC108074128|XP_017021517.1|DKIK	LOC6505025|XP_001965611.1|DANA
OG0006338	LOC108077736|XP_017026688.1|DKIK	LOC6500991|XP_001954311.1|DANA
OG0006339	LOC108084798|XP_017036642.1|DKIK	LOC6500189|XP_001966666.1|DANA
OG0006340	LOC108077019|XP_017025600.1|DKIK	LOC6502952|XP_001963530.1|DANA
OG0006341	LOC108080109|XP_017030213.1|DKIK	LOC6507745|XP_001956259.1|DANA
OG0006342	LOC108080160|XP_017030290.1|DKIK	LOC6505190|XP_032307891.1|DANA
OG0006343	LOC108080022|XP_017030085.1|DKIK	LOC6505189|XP_032307889.1|DANA
OG0006344	LOC108077117|XP_017025804.1|DKIK	LOC26513674|XP_014759023.2|DANA, LOC6504420|XP_032308330.1|DANA
OG0006345	LOC108084194|XP_017035786.1|DKIK	LOC6501627|XP_032312113.1|DANA
OG0006346	LOC108075749|XP_017023792.1|DKIK	LOC6499403|XP_001954707.1|DANA
OG0006347	LOC108077755|XP_017026719.1|DKIK	LOC6501649|XP_014767149.1|DANA
OG0006348	LOC108080129|XP_017030248.1|DKIK	LOC6505139|XP_001965426.1|DANA
OG0006349	LOC108079405|XP_017029218.1|DKIK	LOC6502231|XP_032308697.1|DANA
OG0006350	LOC108077571|XP_017026458.1|DKIK	LOC6506007|XP_001964769.2|DANA
OG0006351	LOC108083409|XP_017034651.1|DKIK	LOC6502931|XP_032311810.1|DANA
OG0006352	LOC108074703|XP_017022332.1|DKIK	LOC6494943|XP_001959352.1|DANA
OG0006353	LOC108085842|XP_017038088.1|DKIK	LOC6498997|XP_014765869.1|DANA
OG0006354	LOC108083695|XP_017035071.1|DKIK	LOC6499502|XP_001954494.2|DANA
OG0006355	LOC108080105|XP_017030209.1|DKIK	LOC6505285|XP_001965689.1|DANA
OG0006356	LOC108083843|XP_017035311.1|DKIK	LOC6504605|XP_001966540.1|DANA
OG0006357	LOC108079936|XP_017029969.1|DKIK	LOC6502103|XP_032309379.1|DANA
OG0006358	LOC108079801|XP_017029770.1|DKIK	LOC6507448|XP_001955991.3|DANA
OG0006359	LOC108081037|XP_017031488.1|DKIK	LOC6505644|XP_001964542.1|DANA
OG0006360	LOC108070964|XP_017017123.1|DKIK	LOC6503092|XP_032308972.1|DANA
OG0006361	LOC108080440|XP_017030664.1|DKIK	LOC6499439|XP_001954637.2|DANA
OG0006362	LOC108085771|XP_017038005.1|DKIK	LOC6504882|XP_032309255.1|DANA
OG0006363	LOC108085226|XP_017037250.1|DKIK	LOC6498808|XP_032308103.1|DANA
OG0006364	LOC108074562|XP_017022153.1|DKIK	LOC6504238|XP_001965107.1|DANA
OG0006365	LOC108080014|XP_017030069.1|DKIK	LOC6498771|XP_001967239.1|DANA
OG0006366	LOC108080072|XP_017030144.1|DKIK	LOC6498784|XP_001967245.1|DANA
OG0006367	LOC108079989|XP_017030045.1|DKIK	LOC6504443|XP_001966973.1|DANA
OG0006368	LOC108073741|XP_017020993.1|DKIK	LOC6505966|XP_032305388.1|DANA
OG0006369	LOC108073713|XP_017020945.1|DKIK	LOC6505561|XP_032305371.1|DANA
OG0006370	LOC108082947|XP_017034052.1|DKIK	LOC6501895|XP_001966714.1|DANA
OG0006371	LOC108073693|XP_017020915.1|DKIK	LOC6505577|XP_001964669.1|DANA
OG0006372	LOC108084930|XP_017036816.1|DKIK	LOC6505604|XP_001964611.1|DANA
OG0006373	LOC108085962|XP_017038245.1|DKIK	LOC6505304|XP_001965722.3|DANA
OG0006374	LOC108074246|XP_017021695.1|DKIK	LOC6503677|XP_001963951.1|DANA
OG0006375	LOC108071745|XP_017018057.1|DKIK	LOC6503723|XP_032308477.1|DANA
OG0006376	LOC108080106|XP_017030210.1|DKIK	LOC6501988|XP_001966825.1|DANA
OG0006377	LOC108082957|XP_017034062.1|DKIK	LOC6505064|XP_001965530.1|DANA
OG0006378	LOC108073523|XP_017020692.1|DKIK	LOC6506011|XP_014760879.1|DANA
OG0006379	LOC108084464|XP_017036164.1|DKIK	LOC6504744|XP_032309050.1|DANA
OG0006380	LOC108080259|XP_017030409.1|DKIK	LOC6502117|XP_001966176.1|DANA
OG0006381	LOC108076704|XP_017025155.1|DKIK	LOC6498757|XP_001967264.1|DANA
OG0006382	LOC108079467|XP_017029297.1|DKIK	LOC6504087|XP_001964148.1|DANA
OG0006383	LOC108080286|XP_017030441.1|DKIK	LOC6503559|XP_032308714.1|DANA
OG0006384	LOC108080412|XP_017030634.1|DKIK	LOC6504092|XP_001964159.1|DANA
OG0006385	LOC108083692|XP_017035067.1|DKIK	LOC6501066|XP_001954492.2|DANA
OG0006386	LOC108077387|XP_017026169.1|DKIK	LOC6497283|XP_001962394.1|DANA
OG0006387	LOC108073676|XP_017020892.1|DKIK	LOC6501602|XP_001955568.1|DANA
OG0006388	LOC108080315|XP_017030494.1|DKIK	LOC6503853|XP_001963716.3|DANA
OG0006389	LOC108080316|XP_017030495.1|DKIK	LOC6503803|XP_001963717.1|DANA
OG0006390	LOC108083189|XP_017034379.1|DKIK	LOC6505797|XP_001964392.1|DANA
OG0006391	LOC108073259|XP_017020306.1|DKIK	LOC6500185|XP_001953066.2|DANA
OG0006392	LOC108071794|XP_017018163.1|DKIK	LOC6503597|XP_001964087.2|DANA
OG0006393	LOC108072621|XP_017019336.1|DKIK	LOC6497404|XP_001962153.2|DANA
OG0006394	LOC108075587|XP_017023596.1|DKIK	LOC6498734|XP_001967843.1|DANA
OG0006395	LOC108083179|XP_017034368.1|DKIK	LOC6501195|XP_001954741.1|DANA
OG0006396	LOC108082963|XP_017034074.1|DKIK	LOC6503175|XP_001963582.1|DANA
OG0006397	LOC108079430|XP_017029251.1|DKIK	LOC6503783|XP_001963751.1|DANA
OG0006398	LOC108079151|XP_017028888.1|DKIK	LOC6503940|XP_001963882.1|DANA
OG0006399	LOC108083440|XP_017034685.1|DKIK	LOC6504922|XP_001966596.1|DANA
OG0006400	LOC108083436|XP_017034680.1|DKIK	LOC6504921|XP_001966595.3|DANA
OG0006401	LOC108085517|XP_017037634.1|DKIK	LOC6506283|XP_001958200.2|DANA
OG0006402	LOC108084816|XP_017036665.1|DKIK	LOC6499292|XP_001954930.1|DANA
OG0006403	LOC108084856|XP_017036725.1|DKIK	LOC6499290|XP_001954937.1|DANA
OG0006404	LOC108082846|XP_017033910.1|DKIK	LOC6499413|XP_001954692.1|DANA
OG0006405	LOC108075319|XP_017023214.1|DKIK	LOC6506673|XP_001957440.2|DANA
OG0006406	LOC108070718|XP_017016800.1|DKIK	LOC6499065|XP_001955375.1|DANA
OG0006407	LOC108071804|XP_017018185.1|DKIK	LOC6501937|XP_032308109.1|DANA
OG0006408	LOC108074163|XP_017021562.1|DKIK	LOC6502951|XP_001963532.1|DANA
OG0006409	LOC108083610|XP_017034971.1|DKIK	LOC6502170|XP_001966087.1|DANA
OG0006410	LOC108085953|XP_017038229.1|DKIK	LOC6503844|XP_001963706.1|DANA
OG0006411	LOC108076098|XP_017024310.1|DKIK	LOC6502137|XP_001966139.1|DANA
OG0006412	LOC108085584|XP_017037740.1|DKIK	LOC6501342|XP_001955030.1|DANA
OG0006413	LOC108085581|XP_017037732.1|DKIK	LOC6499247|XP_014765984.1|DANA
OG0006414	LOC108085484|XP_017037594.1|DKIK	LOC6500278|XP_001952886.2|DANA
OG0006415	LOC108080102|XP_017030204.1|DKIK	LOC6501915|XP_014759653.1|DANA
OG0006416	LOC108079417|XP_017029233.1|DKIK	LOC6503859|XP_001963729.1|DANA
OG0006417	LOC108075791|XP_017023848.1|DKIK	LOC6497722|XP_001961487.1|DANA
OG0006418	LOC108077096|XP_017025770.1|DKIK	LOC6504495|XP_001967009.2|DANA
OG0006419	LOC108086030|XP_017038331.1|DKIK	LOC6499981|XP_032305459.1|DANA
OG0006420	LOC108081110|XP_017031599.1|DKIK	LOC6501508|XP_001955390.1|DANA
OG0006421	LOC108073626|XP_017020814.1|DKIK	LOC6498384|XP_032311300.1|DANA
OG0006422	LOC108074443|XP_017021974.1|DKIK	LOC6497133|XP_001962688.1|DANA
OG0006423	LOC108084180|XP_017035760.1|DKIK	LOC6499364|XP_001954789.1|DANA
OG0006424	LOC108084183|XP_017035763.1|DKIK	LOC6501222|XP_001954790.1|DANA
OG0006425	LOC108075644|XP_017023677.1|DKIK	LOC6499365|XP_001954787.1|DANA
OG0006426	LOC108075643|XP_017023676.1|DKIK	LOC6501220|XP_001954786.1|DANA
OG0006427	LOC108083737|XP_017035136.1|DKIK	LOC6501468|XP_001955313.1|DANA
OG0006428	LOC108084818|XP_017036667.1|DKIK	LOC6500776|XP_032306613.1|DANA
OG0006429	LOC108084566|XP_017036312.1|DKIK	LOC6500751|XP_001953843.1|DANA
OG0006430	LOC108075293|XP_017023176.1|DKIK	LOC6506760|XP_001957294.1|DANA
OG0006431	LOC108073456|XP_017020580.1|DKIK	LOC6501442|XP_001955263.1|DANA
OG0006432	LOC108073067|XP_017020025.1|DKIK	LOC6499214|XP_001955094.2|DANA
OG0006433	LOC108075502|XP_017023459.1|DKIK	LOC6501503|XP_001955382.1|DANA
OG0006434	LOC108076970|XP_017025509.1|DKIK	LOC6496946|XP_032311425.1|DANA
OG0006435	LOC108083979|XP_017035479.1|DKIK	LOC6501493|XP_014767083.1|DANA
OG0006436	LOC108085949|XP_017038224.1|DKIK	LOC6505222|XP_001965573.1|DANA
OG0006437	LOC108071788|XP_017018144.1|DKIK	LOC6505037|XP_014760263.1|DANA
OG0006438	LOC108086087|XP_017038393.1|DKIK	LOC6503351|XP_001965371.1|DANA
OG0006439	LOC108077614|XP_017026510.1|DKIK	LOC6500714|XP_001953780.1|DANA
OG0006440	LOC108077575|XP_017026459.1|DKIK	LOC6499846|XP_001953781.1|DANA
OG0006441	LOC108070670|XP_017016733.1|DKIK	LOC6501404|XP_032305787.1|DANA
OG0006442	LOC108073565|XP_017020741.1|DKIK	LOC6505828|XP_001964443.1|DANA
OG0006443	LOC108080472|XP_017030706.1|DKIK	LOC6500588|XP_001953526.1|DANA
OG0006444	LOC108085875|XP_017038126.1|DKIK	LOC6499002|XP_001955532.1|DANA
OG0006445	LOC108076005|XP_017024149.1|DKIK	LOC6503882|XP_001963775.1|DANA
OG0006446	LOC108073528|XP_017020698.1|DKIK	LOC6500677|XP_001953707.3|DANA
OG0006447	LOC108073309|XP_017020356.1|DKIK	LOC6500674|XP_014766667.1|DANA
OG0006448	LOC108084609|XP_017036381.1|DKIK	LOC6501654|XP_001955691.1|DANA
OG0006449	LOC108084537|XP_017036263.1|DKIK	LOC6498909|XP_001955693.2|DANA
OG0006450	LOC108085333|XP_017037377.1|DKIK	LOC6497617|XP_001961704.1|DANA
OG0006451	LOC108071769|XP_017018099.1|DKIK	LOC6504977|XP_014760233.1|DANA
OG0006452	LOC108073500|XP_017020656.1|DKIK	LOC6500663|XP_001953677.1|DANA
OG0006453	LOC108071972|XP_017018436.1|DKIK	LOC6506544|XP_001957683.1|DANA
OG0006454	LOC108080340|XP_017030529.1|DKIK	LOC6504716|XP_001966342.3|DANA
OG0006455	LOC108080787|XP_017031143.1|DKIK	LOC6500979|XP_032311978.1|DANA
OG0006456	LOC108080828|XP_017031221.1|DKIK	LOC6499612|XP_001954294.1|DANA
OG0006457	LOC108074104|XP_017021491.1|DKIK	LOC6500170|XP_001953097.1|DANA
OG0006458	LOC108077057|XP_017025711.1|DKIK	LOC6498558|XP_001963060.1|DANA
OG0006459	LOC108084249|XP_017035875.1|DKIK	LOC6498948|XP_032312109.1|DANA
OG0006460	LOC108084559|XP_017036303.1|DKIK	LOC6505652|XP_001964527.1|DANA
OG0006461	LOC108075520|XP_017023502.1|DKIK	LOC6494523|XP_001965918.1|DANA
OG0006462	LOC108080968|XP_017031370.1|DKIK	LOC6501518|XP_001955409.2|DANA
OG0006463	LOC108081255|XP_017031834.1|DKIK	LOC6499494|XP_001954512.2|DANA
OG0006464	LOC108075276|XP_017023146.1|DKIK	LOC6493212|XP_001957280.2|DANA
OG0006465	LOC108080253|XP_017030402.1|DKIK	LOC6504658|XP_001966460.1|DANA
OG0006466	LOC108071721|XP_017018035.1|DKIK	LOC6504058|XP_001964094.1|DANA
OG0006467	LOC108085743|XP_017037964.1|DKIK	LOC6499909|XP_001953655.1|DANA
OG0006468	LOC108084529|XP_017036254.1|DKIK	LOC6501656|XP_001955696.1|DANA
OG0006469	LOC108083412|XP_017034656.1|DKIK	LOC6502929|XP_001963571.1|DANA
OG0006470	LOC108078880|XP_017028496.1|DKIK	LOC6506406|XP_001957934.1|DANA
OG0006471	LOC108084565|XP_017036311.1|DKIK	LOC6501661|XP_001955707.1|DANA
OG0006472	LOC108084622|XP_017036399.1|DKIK	LOC6501662|XP_001955709.1|DANA
OG0006473	LOC108078948|XP_017028586.1|DKIK	LOC6507753|XP_014765448.1|DANA
OG0006474	LOC108076235|XP_017024469.1|DKIK	LOC6496294|XP_001960631.1|DANA
OG0006475	LOC108085649|XP_017037827.1|DKIK	LOC6501393|XP_014767020.1|DANA
OG0006476	LOC108080399|XP_017030615.1|DKIK	LOC6503850|XP_001963714.1|DANA
OG0006477	LOC108082914|XP_017033987.1|DKIK	LOC6505299|XP_001965713.1|DANA
OG0006478	LOC108084621|XP_017036396.1|DKIK	LOC6499816|XP_001953852.2|DANA
OG0006479	LOC108084573|XP_017036329.1|DKIK	LOC6499818|XP_032312083.1|DANA
OG0006480	LOC108076697|XP_017025140.1|DKIK	LOC6494101|XP_001960974.1|DANA
OG0006481	LOC108076365|XP_017024658.1|DKIK	LOC6497951|XP_001961784.1|DANA
OG0006482	LOC108071426|XP_017017665.1|DKIK	LOC6505591|XP_001964637.3|DANA
OG0006483	LOC108075414|XP_017023328.1|DKIK	LOC6499107|XP_001955284.1|DANA
OG0006484	LOC108075402|XP_017023312.1|DKIK	LOC6501450|XP_014767052.1|DANA
OG0006485	LOC108085034|XP_017036970.1|DKIK	LOC6499469|XP_001954577.1|DANA
OG0006486	LOC108073334|XP_017020385.1|DKIK	LOC6500225|XP_001952989.1|DANA
OG0006487	LOC108075651|XP_017023686.1|DKIK	LOC6500912|XP_001954152.1|DANA
OG0006488	LOC108072794|XP_017019567.1|DKIK	LOC6507407|XP_001956077.1|DANA
OG0006489	LOC108081079|XP_017031556.1|DKIK	LOC6500765|XP_014766704.1|DANA
OG0006490	LOC108084854|XP_017036723.1|DKIK	LOC6501291|XP_032307652.1|DANA
OG0006491	LOC108082784|XP_017033811.1|DKIK	LOC6497649|XP_001961635.1|DANA
OG0006492	LOC108070675|XP_017016737.1|DKIK	LOC6499151|XP_001955205.1|DANA
OG0006493	LOC108084754|XP_017036558.1|DKIK	LOC6505274|XP_001965665.1|DANA
OG0006494	LOC108085062|XP_017037011.1|DKIK	LOC6503916|XP_001963839.2|DANA
OG0006495	LOC108084709|XP_017036537.1|DKIK	LOC6502859|XP_001965984.2|DANA, LOC6502085|XP_001967209.2|DANA
OG0006496	LOC108084564|XP_017036310.1|DKIK	LOC6498902|XP_001955706.1|DANA
OG0006497	LOC108084626|XP_017036403.1|DKIK	LOC6499716|XP_032308421.1|DANA
OG0006498	LOC108084587|XP_017036349.1|DKIK	LOC6500870|XP_001954076.2|DANA
OG0006499	LOC108086031|XP_017038333.1|DKIK	LOC6500563|XP_032305805.1|DANA
OG0006500	LOC108077235|XP_017025982.1|DKIK	LOC6498566|XP_001963074.2|DANA
OG0006501	LOC108085868|XP_017038115.1|DKIK	LOC6498998|XP_014765870.2|DANA
OG0006502	LOC108085899|XP_017038153.1|DKIK	LOC6498995|XP_014765868.1|DANA
OG0006503	LOC108085905|XP_017038163.1|DKIK	LOC6498993|XP_001955546.2|DANA
OG0006504	LOC108085843|XP_017038090.1|DKIK	LOC6498992|XP_001955547.3|DANA
OG0006505	LOC108073524|XP_017020694.1|DKIK	LOC6505516|XP_001964785.2|DANA
OG0006506	LOC108077523|XP_017026377.1|DKIK	LOC6493024|XP_001956886.1|DANA
OG0006507	LOC108085390|XP_017037447.1|DKIK	LOC6505728|XP_001964371.3|DANA
OG0006508	LOC108085388|XP_017037445.1|DKIK	LOC6499645|XP_001954231.1|DANA
OG0006509	LOC108078982|XP_017028641.1|DKIK	LOC6503148|XP_001963524.2|DANA
OG0006510	LOC108077745|XP_017026700.1|DKIK	LOC6500313|XP_001952949.1|DANA
OG0006511	LOC108080810|XP_017031201.1|DKIK	LOC6499717|XP_001954072.1|DANA
OG0006512	LOC108071357|XP_017017585.1|DKIK	LOC6501100|XP_001954549.1|DANA
OG0006513	LOC108080791|XP_017031155.1|DKIK	LOC6499720|XP_032310513.1|DANA
OG0006514	LOC108073534|XP_017020704.1|DKIK	LOC6501445|XP_001955269.1|DANA
OG0006515	LOC108084546|XP_017036283.1|DKIK	LOC6505655|XP_001964522.3|DANA
OG0006516	LOC108073313|XP_017020363.1|DKIK	LOC6500008|XP_001953416.1|DANA
OG0006517	LOC108073447|XP_017020560.1|DKIK	LOC6500540|XP_001953418.1|DANA
OG0006518	LOC108073415|XP_017020510.1|DKIK	LOC6500007|XP_032305450.1|DANA
OG0006519	LOC108073448|XP_017020561.1|DKIK	LOC6500006|XP_001953419.2|DANA
OG0006520	LOC108084950|XP_017036839.1|DKIK	LOC6499007|XP_001955525.1|DANA
OG0006521	LOC108075758|XP_017023805.1|DKIK	LOC6501544|XP_001955453.2|DANA
OG0006522	LOC108084948|XP_017036836.1|DKIK	LOC6501584|XP_001955521.1|DANA
OG0006523	LOC108081195|XP_017031750.1|DKIK	LOC6505879|XP_001964537.1|DANA
OG0006524	LOC108077440|XP_017026248.1|DKIK	LOC6497278|XP_001962401.1|DANA
OG0006525	LOC108082904|XP_017033977.1|DKIK	LOC6502902|XP_032311874.1|DANA
OG0006526	LOC108085612|XP_017037774.1|DKIK	LOC6499184|XP_001955152.1|DANA
OG0006527	LOC108085602|XP_017037760.1|DKIK	LOC6499183|XP_001955153.1|DANA
OG0006528	LOC108085610|XP_017037772.1|DKIK	LOC6499182|XP_001955154.1|DANA
OG0006529	LOC108085614|XP_017037775.1|DKIK	LOC6499180|XP_001955156.2|DANA
OG0006530	LOC108085605|XP_017037765.1|DKIK	LOC6499179|XP_001955158.1|DANA
OG0006531	LOC108085620|XP_017037781.1|DKIK	LOC6499176|XP_032305696.1|DANA
OG0006532	LOC108085596|XP_017037752.1|DKIK	LOC6499170|XP_032309503.1|DANA
