Orthogroup	DKIK.longest_only	DSUB.longest_only
OG0006443	LOC108080472|XP_017030706.1|DKIK	LOC117898639|XP_034664093.1|DSUB
OG0006444	LOC108085875|XP_017038126.1|DKIK	LOC117897433|XP_034662163.1|DSUB
OG0006445	LOC108076005|XP_017024149.1|DKIK	LOC117896699|XP_034661046.1|DSUB
OG0006446	LOC108073528|XP_017020698.1|DKIK	LOC117897709|XP_034662622.1|DSUB
OG0006447	LOC108073309|XP_017020356.1|DKIK	LOC117898861|XP_034664429.1|DSUB
OG0006448	LOC108084609|XP_017036381.1|DKIK	LOC117896777|XP_034661144.1|DSUB
OG0006449	LOC108084537|XP_017036263.1|DKIK	LOC117897813|XP_034662754.1|DSUB
OG0006450	LOC108085333|XP_017037377.1|DKIK	LOC117900539|XP_034666829.1|DSUB
OG0006451	LOC108071769|XP_017018099.1|DKIK	LOC117902410|XP_034669647.1|DSUB
OG0006452	LOC108073500|XP_017020656.1|DKIK	LOC117899762|XP_034665910.1|DSUB
OG0006453	LOC108071972|XP_017018436.1|DKIK	LOC117895455|XP_034659018.1|DSUB
OG0006454	LOC108080340|XP_017030529.1|DKIK	LOC117903344|XP_034671183.1|DSUB
OG0006455	LOC108080787|XP_017031143.1|DKIK	LOC117899609|XP_034665628.1|DSUB
OG0006456	LOC108080828|XP_017031221.1|DKIK	LOC117897458|XP_034662195.1|DSUB
OG0006457	LOC108074104|XP_017021491.1|DKIK	LOC117899114|XP_034664793.1|DSUB
OG0006458	LOC108077057|XP_017025711.1|DKIK	LOC117902398|XP_034669618.1|DSUB
OG0006459	LOC108084249|XP_017035875.1|DKIK	LOC117899262|XP_034665047.1|DSUB
OG0006460	LOC108084559|XP_017036303.1|DKIK	LOC117897021|XP_034661488.1|DSUB
OG0006461	LOC108075520|XP_017023502.1|DKIK	LOC117895995|XP_034659873.1|DSUB
OG0006462	LOC108080968|XP_017031370.1|DKIK	LOC117899044|XP_034664694.1|DSUB
OG0006463	LOC108081255|XP_017031834.1|DKIK	LOC117898314|XP_034663489.1|DSUB
OG0006464	LOC108075276|XP_017023146.1|DKIK	LOC117894092|XP_034656856.1|DSUB
OG0006465	LOC108080253|XP_017030402.1|DKIK	LOC117903755|XP_034672056.1|DSUB
OG0006466	LOC108071721|XP_017018035.1|DKIK	LOC117903578|XP_034671689.1|DSUB
OG0006467	LOC108085743|XP_017037964.1|DKIK	LOC117896494|XP_034660725.1|DSUB
OG0006468	LOC108084529|XP_017036254.1|DKIK	LOC117897043|XP_034661517.1|DSUB
OG0006469	LOC108083412|XP_017034656.1|DKIK	LOC117903516|XP_034671519.1|DSUB
OG0006470	LOC108078880|XP_017028496.1|DKIK	LOC117893739|XP_034656359.1|DSUB
OG0006471	LOC108084565|XP_017036311.1|DKIK	LOC117897030|XP_034661500.1|DSUB
OG0006472	LOC108084622|XP_017036399.1|DKIK	LOC117897027|XP_034661495.1|DSUB
OG0006473	LOC108078948|XP_017028586.1|DKIK	LOC117894447|XP_034657423.1|DSUB
OG0006474	LOC108076235|XP_017024469.1|DKIK	LOC117891228|XP_034652465.1|DSUB
OG0006475	LOC108085649|XP_017037827.1|DKIK	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC108080399|XP_017030615.1|DKIK	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC108082914|XP_017033987.1|DKIK	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC108084621|XP_017036396.1|DKIK	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC108084573|XP_017036329.1|DKIK	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC108076697|XP_017025140.1|DKIK	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC108076365|XP_017024658.1|DKIK	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC108071426|XP_017017665.1|DKIK	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC108075414|XP_017023328.1|DKIK	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC108075402|XP_017023312.1|DKIK	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC108085034|XP_017036970.1|DKIK	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC108073334|XP_017020385.1|DKIK	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC108075651|XP_017023686.1|DKIK	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC108072794|XP_017019567.1|DKIK	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC108081079|XP_017031556.1|DKIK	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC108084854|XP_017036723.1|DKIK	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC108082784|XP_017033811.1|DKIK	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC108070675|XP_017016737.1|DKIK	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC108084754|XP_017036558.1|DKIK	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC108085062|XP_017037011.1|DKIK	LOC117903627|XP_034671786.1|DSUB
OG0006495	LOC108084709|XP_017036537.1|DKIK	LOC117893308|XP_034655787.1|DSUB
OG0006496	LOC108084564|XP_017036310.1|DKIK	LOC117897022|XP_034661489.1|DSUB
OG0006497	LOC108084626|XP_017036403.1|DKIK	LOC117896063|XP_034659969.1|DSUB
OG0006498	LOC108084587|XP_017036349.1|DKIK	LOC117896001|XP_034659887.1|DSUB
OG0006499	LOC108086031|XP_017038333.1|DKIK	LOC117896064|XP_034659970.1|DSUB
OG0006500	LOC108077235|XP_017025982.1|DKIK	LOC117901086|XP_034667601.1|DSUB
OG0006501	LOC108085868|XP_017038115.1|DKIK	LOC117898999|XP_034664635.1|DSUB
OG0006502	LOC108085899|XP_017038153.1|DKIK	LOC117899108|XP_034664786.1|DSUB
OG0006503	LOC108085905|XP_017038163.1|DKIK	LOC117899110|XP_034664788.1|DSUB
OG0006504	LOC108085843|XP_017038090.1|DKIK	LOC117899109|XP_034664787.1|DSUB
OG0006505	LOC108073524|XP_017020694.1|DKIK	LOC117899136|XP_034664829.1|DSUB
OG0006506	LOC108077523|XP_017026377.1|DKIK	LOC117893116|XP_034655445.1|DSUB
OG0006507	LOC108085390|XP_017037447.1|DKIK	LOC117896585|XP_034660897.1|DSUB
OG0006508	LOC108085388|XP_017037445.1|DKIK	LOC117897479|XP_034662232.1|DSUB
OG0006509	LOC108078982|XP_017028641.1|DKIK	LOC117903258|XP_034671052.1|DSUB
OG0006510	LOC108077745|XP_017026700.1|DKIK	LOC117898323|XP_034663534.1|DSUB
OG0006511	LOC108080810|XP_017031201.1|DKIK	LOC117896060|XP_034659965.1|DSUB
OG0006512	LOC108071357|XP_017017585.1|DKIK	LOC117899752|XP_034665893.1|DSUB
OG0006513	LOC108080791|XP_017031155.1|DKIK	LOC117897663|XP_034662541.1|DSUB
OG0006514	LOC108073534|XP_017020704.1|DKIK	LOC117899452|XP_034665352.1|DSUB
OG0006515	LOC108084546|XP_017036283.1|DKIK	LOC117898443|XP_034663739.1|DSUB
OG0006516	LOC108073313|XP_017020363.1|DKIK	LOC117896686|XP_034661028.1|DSUB
OG0006517	LOC108073447|XP_017020560.1|DKIK	LOC117896424|XP_034660633.1|DSUB
OG0006518	LOC108073415|XP_017020510.1|DKIK	LOC117899152|XP_034664858.1|DSUB
OG0006519	LOC108073448|XP_017020561.1|DKIK	LOC117896425|XP_034660634.1|DSUB
OG0006520	LOC108084950|XP_017036839.1|DKIK	LOC117896301|XP_034660414.1|DSUB
OG0006521	LOC108075758|XP_017023805.1|DKIK	LOC117897714|XP_034662627.1|DSUB
OG0006522	LOC108084948|XP_017036836.1|DKIK	LOC117898879|XP_034664453.1|DSUB
OG0006523	LOC108081195|XP_017031750.1|DKIK	LOC117898788|XP_034664317.1|DSUB
OG0006524	LOC108077440|XP_017026248.1|DKIK	LOC117902594|XP_034669986.1|DSUB
OG0006525	LOC108082904|XP_017033977.1|DKIK	LOC117894309|XP_034657209.1|DSUB
OG0006526	LOC108085612|XP_017037774.1|DKIK	LOC117896047|XP_034659947.1|DSUB
OG0006527	LOC108085602|XP_017037760.1|DKIK	LOC117897100|XP_034661634.1|DSUB
OG0006528	LOC108085610|XP_017037772.1|DKIK	LOC117896863|XP_034661283.1|DSUB
OG0006529	LOC108085614|XP_017037775.1|DKIK	LOC117896045|XP_034659945.1|DSUB
OG0006530	LOC108085605|XP_017037765.1|DKIK	LOC117897160|XP_034661721.1|DSUB
OG0006531	LOC108085620|XP_017037781.1|DKIK	LOC117896043|XP_034659942.1|DSUB
OG0006532	LOC108085596|XP_017037752.1|DKIK	LOC117897872|XP_034662838.1|DSUB
OG0006533	LOC108072247|XP_017018798.1|DKIK	LOC117891469|XP_034652843.1|DSUB
OG0006534	LOC108081068|XP_017031538.1|DKIK	LOC117898259|XP_034663405.1|DSUB
OG0006535	LOC108084554|XP_017036296.1|DKIK	LOC117897034|XP_034661504.1|DSUB
OG0006536	LOC108070685|XP_017016751.1|DKIK	LOC117899764|XP_034665913.1|DSUB
OG0006537	LOC108073509|XP_017020711.1|DKIK	LOC117896122|XP_034660067.1|DSUB
OG0006538	LOC108083982|XP_017035482.1|DKIK	LOC117897560|XP_034662383.1|DSUB
OG0006539	LOC108085685|XP_017037872.1|DKIK	LOC117896280|XP_034660374.1|DSUB
OG0006540	LOC108073586|XP_017020763.1|DKIK	LOC117899700|XP_034665798.1|DSUB
OG0006541	LOC108075732|XP_017023766.1|DKIK	LOC117896946|XP_034661380.1|DSUB
OG0006542	LOC108075734|XP_017023767.1|DKIK	LOC117896948|XP_034661383.1|DSUB
OG0006543	LOC108084971|XP_017036879.1|DKIK	LOC117899335|XP_034665163.1|DSUB
OG0006544	LOC108084887|XP_017036772.1|DKIK	LOC117897687|XP_034662594.1|DSUB
OG0006545	LOC108076021|XP_017024168.1|DKIK	LOC117895651|XP_034659341.1|DSUB
OG0006546	LOC108071323|XP_017017522.1|DKIK	LOC117896611|XP_034660935.1|DSUB
OG0006547	LOC108073377|XP_017020442.1|DKIK	LOC117897111|XP_034661646.1|DSUB
OG0006548	LOC108074055|XP_017021416.1|DKIK	LOC117899121|XP_034664805.1|DSUB
OG0006549	LOC108070638|XP_017016693.1|DKIK	LOC117896104|XP_034660048.1|DSUB
OG0006550	LOC108084969|XP_017036873.1|DKIK	LOC117899341|XP_034665181.1|DSUB
OG0006551	LOC108082901|XP_017033973.1|DKIK	LOC117901900|XP_034668760.1|DSUB
OG0006552	LOC108082949|XP_017034054.1|DKIK	LOC117897853|XP_034662818.1|DSUB
OG0006553	LOC108084907|XP_017036792.1|DKIK	LOC117896982|XP_034661428.1|DSUB
OG0006554	LOC108075431|XP_017023344.1|DKIK	LOC117897069|XP_034661563.1|DSUB
OG0006555	LOC108083201|XP_017034394.1|DKIK	LOC117896331|XP_034660462.1|DSUB
OG0006556	LOC108084266|XP_017035911.1|DKIK	LOC117896788|XP_034661176.1|DSUB
OG0006557	LOC108085694|XP_017037893.1|DKIK	LOC117902408|XP_034669642.1|DSUB
OG0006558	LOC108071343|XP_017017560.1|DKIK	LOC117896498|XP_034660733.1|DSUB
OG0006559	LOC108084270|XP_017035914.1|DKIK	LOC117898123|XP_034663202.1|DSUB
OG0006560	LOC108073481|XP_017020624.1|DKIK	LOC117896475|XP_034660700.1|DSUB
OG0006561	LOC108073390|XP_017020463.1|DKIK	LOC117897285|XP_034661913.1|DSUB
OG0006562	LOC108085006|XP_017036926.1|DKIK	LOC117897428|XP_034662157.1|DSUB
OG0006563	LOC108077720|XP_017026660.1|DKIK	LOC117898594|XP_034664032.1|DSUB
OG0006564	LOC108077576|XP_017026460.1|DKIK	LOC117898593|XP_034664030.1|DSUB
OG0006565	LOC108077788|XP_017026778.1|DKIK	LOC117899192|XP_034664945.1|DSUB
OG0006566	LOC108077769|XP_017026749.1|DKIK	LOC117899442|XP_034665337.1|DSUB
OG0006567	LOC108071327|XP_017017529.1|DKIK	LOC117896458|XP_034660678.1|DSUB
OG0006568	LOC108071326|XP_017017528.1|DKIK	LOC117896457|XP_034660677.1|DSUB
OG0006569	LOC108084420|XP_017036115.1|DKIK	LOC117895496|XP_034659082.1|DSUB
OG0006570	LOC108075588|XP_017023597.1|DKIK	LOC117897488|XP_034662269.1|DSUB
OG0006571	LOC108084229|XP_017035841.1|DKIK	LOC117897231|XP_034661840.1|DSUB
OG0006572	LOC108073312|XP_017020362.1|DKIK	LOC117898020|XP_034663043.1|DSUB
OG0006573	LOC108080489|XP_017030740.1|DKIK	LOC117896242|XP_034660290.1|DSUB
OG0006574	LOC108077796|XP_017026786.1|DKIK	LOC117898320|XP_034663521.1|DSUB
OG0006575	LOC108075719|XP_017023746.1|DKIK	LOC117898161|XP_034663260.1|DSUB
OG0006576	LOC108081128|XP_017031639.1|DKIK	LOC117899303|XP_034665114.1|DSUB
OG0006577	LOC108085033|XP_017036969.1|DKIK	LOC117899206|XP_034664969.1|DSUB
OG0006578	LOC108081106|XP_017031596.1|DKIK	LOC117899300|XP_034665109.1|DSUB
OG0006579	LOC108074819|XP_017022505.1|DKIK	LOC117900263|XP_034666463.1|DSUB
OG0006580	LOC108075425|XP_017023339.1|DKIK	LOC117898701|XP_034664210.1|DSUB
OG0006581	LOC108084382|XP_017036063.1|DKIK	LOC117898082|XP_034663151.1|DSUB
OG0006582	LOC108075620|XP_017023643.1|DKIK	LOC117896322|XP_034660444.1|DSUB
OG0006583	LOC108075564|XP_017023568.1|DKIK	LOC117899383|XP_034665256.1|DSUB
OG0006584	LOC108077212|XP_017025951.1|DKIK	LOC117900436|XP_034666696.1|DSUB
OG0006585	LOC108075850|XP_017023925.1|DKIK	LOC117901548|XP_034668237.1|DSUB
OG0006586	LOC108077888|XP_017026914.1|DKIK	LOC117898884|XP_034664458.1|DSUB
OG0006587	LOC108077887|XP_017026913.1|DKIK	LOC117898880|XP_034664454.1|DSUB
OG0006588	LOC108071440|XP_017017686.1|DKIK	LOC117897405|XP_034662119.1|DSUB
OG0006589	LOC108081162|XP_017031700.1|DKIK	LOC117896881|XP_034661301.1|DSUB
OG0006590	LOC108080494|XP_017030744.1|DKIK	LOC117897682|XP_034662582.1|DSUB
OG0006591	LOC108085805|XP_017038044.1|DKIK	LOC117895844|XP_034659689.1|DSUB
OG0006592	LOC108084276|XP_017035921.1|DKIK	LOC117898455|XP_034663768.1|DSUB
OG0006593	LOC108084274|XP_017035919.1|DKIK	LOC117898454|XP_034663767.1|DSUB
OG0006594	LOC108078956|XP_017028600.1|DKIK	LOC117895665|XP_034659379.1|DSUB
OG0006595	LOC108078350|XP_017027648.1|DKIK	LOC117891534|XP_034652931.1|DSUB
OG0006596	LOC108082524|XP_017033442.1|DKIK	LOC117890040|XP_034650550.1|DSUB
OG0006597	LOC108075156|XP_017022933.1|DKIK	LOC117894348|XP_034657229.1|DSUB
OG0006598	LOC108077058|XP_017025713.1|DKIK	LOC117901587|XP_034668288.1|DSUB
OG0006599	LOC108073430|XP_017020538.1|DKIK	LOC117894376|XP_034657272.1|DSUB
OG0006600	LOC108078169|XP_017027327.1|DKIK	LOC117893479|XP_034655994.1|DSUB
OG0006601	LOC108073851|XP_017021122.1|DKIK	LOC117894947|XP_034658164.1|DSUB
OG0006602	LOC108073852|XP_017021123.1|DKIK	LOC117894948|XP_034658165.1|DSUB
OG0006603	LOC108073990|XP_017021332.1|DKIK	LOC117894939|XP_034658152.1|DSUB
OG0006604	LOC108078650|XP_017028066.1|DKIK	LOC117893380|XP_034655866.1|DSUB
OG0006605	LOC108080256|XP_017030404.1|DKIK	LOC117903721|XP_034671961.1|DSUB
OG0006606	LOC108079018|XP_017028686.1|DKIK	LOC117892938|XP_034655152.1|DSUB
OG0006607	LOC108073379|XP_017020446.1|DKIK	LOC117895130|XP_034658433.1|DSUB
OG0006608	LOC108075653|XP_017023688.1|DKIK	LOC117897643|XP_034662510.1|DSUB
OG0006609	LOC108084961|XP_017036866.1|DKIK	LOC117898118|XP_034663198.1|DSUB
OG0006610	LOC108078717|XP_017028203.1|DKIK	LOC117895867|XP_034659724.1|DSUB
OG0006611	LOC108075329|XP_017023225.1|DKIK	LOC117895678|XP_034659395.1|DSUB
OG0006612	LOC108075112|XP_017022883.1|DKIK	LOC117895680|XP_034659398.1|DSUB
OG0006613	LOC108075322|XP_017023217.1|DKIK	LOC117895679|XP_034659397.1|DSUB
OG0006614	LOC108075084|XP_017022857.1|DKIK	LOC117895676|XP_034659390.1|DSUB
OG0006615	LOC108075096|XP_017022869.1|DKIK	LOC117894286|XP_034657136.1|DSUB
OG0006616	LOC108077503|XP_017026321.1|DKIK	LOC117895672|XP_034659385.1|DSUB
OG0006617	LOC108071940|XP_017018394.1|DKIK	LOC117893498|XP_034656025.1|DSUB
OG0006618	LOC108078794|XP_017028346.1|DKIK	LOC117894464|XP_034657456.1|DSUB
OG0006619	LOC108075213|XP_017023041.1|DKIK	LOC117895347|XP_034658819.1|DSUB
OG0006620	LOC108075296|XP_017023180.1|DKIK	LOC117895340|XP_034658808.1|DSUB
OG0006621	LOC108071559|XP_017017827.1|DKIK	LOC117894237|XP_034657045.1|DSUB
OG0006622	LOC108072763|XP_017019524.1|DKIK	LOC117895355|XP_034658831.1|DSUB
OG0006623	LOC108072768|XP_017019534.1|DKIK	LOC117892937|XP_034655150.1|DSUB
OG0006624	LOC108076337|XP_017024613.1|DKIK	LOC117892407|XP_034654526.1|DSUB
OG0006625	LOC108076340|XP_017024616.1|DKIK	LOC117892414|XP_034654536.1|DSUB
OG0006626	LOC108070930|XP_017017071.1|DKIK	LOC117892137|XP_034654065.1|DSUB
OG0006627	LOC108078265|XP_017027502.1|DKIK	LOC117892237|XP_034654236.1|DSUB
OG0006628	LOC108078104|XP_017027194.1|DKIK	LOC117892236|XP_034654234.1|DSUB
OG0006629	LOC108078237|XP_017027432.1|DKIK	LOC117889945|XP_034650373.1|DSUB
OG0006630	LOC108078027|XP_017027077.1|DKIK	LOC117890327|XP_034651006.1|DSUB
OG0006631	LOC108070552|XP_017016567.1|DKIK	LOC117894145|XP_034656930.1|DSUB
OG0006632	LOC108077994|XP_017027036.1|DKIK	LOC117889902|XP_034650310.1|DSUB
OG0006633	LOC108079851|XP_017029848.1|DKIK	LOC117895282|XP_034658708.1|DSUB
OG0006634	LOC108079084|XP_017028802.1|DKIK	LOC117900726|XP_034667092.1|DSUB
OG0006635	LOC108081428|XP_017032100.1|DKIK	LOC117901572|XP_034668261.1|DSUB
OG0006636	LOC108084495|XP_017036222.1|DKIK	LOC117903877|XP_034672259.1|DSUB
OG0006637	LOC108079130|XP_017028868.1|DKIK	LOC117895644|XP_034659318.1|DSUB
OG0006638	LOC108076297|XP_017024558.1|DKIK	LOC117890657|XP_034651519.1|DSUB
OG0006639	LOC108078139|XP_017027254.1|DKIK	LOC117890652|XP_034651510.1|DSUB
OG0006640	LOC108076795|XP_017025305.1|DKIK	LOC117891486|XP_034652857.1|DSUB
OG0006641	LOC108078197|XP_017027362.1|DKIK	LOC117891900|XP_034653596.1|DSUB
OG0006642	LOC108086132|XP_017038473.1|DKIK	LOC117891767|XP_034653301.1|DSUB
OG0006643	LOC108072102|XP_017018605.1|DKIK	LOC117889848|XP_034650232.1|DSUB
OG0006644	LOC108073955|XP_017021270.1|DKIK	LOC117895414|XP_034658939.1|DSUB
OG0006645	LOC108082792|XP_017033826.1|DKIK	LOC117902097|XP_034669089.1|DSUB
OG0006646	LOC108082515|XP_017033431.1|DKIK	LOC117891871|XP_034653528.1|DSUB
OG0006647	LOC108082486|XP_017033389.1|DKIK	LOC117892109|XP_034654011.1|DSUB
OG0006648	LOC108079730|XP_017029630.1|DKIK	LOC117893629|XP_034656202.1|DSUB
OG0006649	LOC108076787|XP_017025283.1|DKIK	LOC117890387|XP_034651079.1|DSUB
OG0006650	LOC108070523|XP_017016521.1|DKIK	LOC117890141|XP_034650718.1|DSUB
OG0006651	LOC108080198|XP_017030339.1|DKIK	LOC117895736|XP_034659487.1|DSUB
OG0006652	LOC108073591|XP_017020774.1|DKIK	LOC117894367|XP_034657260.1|DSUB
OG0006653	LOC108075163|XP_017022941.1|DKIK	LOC117893056|XP_034655329.1|DSUB
OG0006654	LOC108080651|XP_017030967.1|DKIK	LOC117893183|XP_034655567.1|DSUB
OG0006655	LOC108079760|XP_017029671.1|DKIK	LOC117893909|XP_034656578.1|DSUB
OG0006656	LOC108078746|XP_017028259.1|DKIK	LOC117895850|XP_034659705.1|DSUB
OG0006657	LOC108076769|XP_017025261.1|DKIK	LOC117889831|XP_034650203.1|DSUB
OG0006658	LOC108073465|XP_017020594.1|DKIK	LOC117892977|XP_034655210.1|DSUB
OG0006659	LOC108073583|XP_017020759.1|DKIK	LOC117892979|XP_034655214.1|DSUB
OG0006660	LOC108071572|XP_017017842.1|DKIK	LOC117895253|XP_034658660.1|DSUB
OG0006661	LOC108071632|XP_017017903.1|DKIK	LOC117895248|XP_034658652.1|DSUB
OG0006662	LOC108074422|XP_017021945.1|DKIK	LOC117900686|XP_034667025.1|DSUB
OG0006663	LOC108079124|XP_017028856.1|DKIK	LOC117893970|XP_034656665.1|DSUB
OG0006664	LOC108084207|XP_017035811.1|DKIK	LOC117896366|XP_034660533.1|DSUB
OG0006665	LOC108078658|XP_017028080.1|DKIK	LOC117893081|XP_034655393.1|DSUB
OG0006666	LOC108076771|XP_017025264.1|DKIK	LOC117892602|XP_034654833.1|DSUB
OG0006667	LOC108083759|XP_017035171.1|DKIK	LOC117895420|XP_034658947.1|DSUB
OG0006668	LOC108076625|XP_017025040.1|DKIK	LOC117891612|XP_034653039.1|DSUB
OG0006669	LOC108073758|XP_017021013.1|DKIK	LOC117894634|XP_034657696.1|DSUB
OG0006670	LOC108073849|XP_017021119.1|DKIK	LOC117894640|XP_034657702.1|DSUB
OG0006671	LOC108073940|XP_017021240.1|DKIK	LOC117894633|XP_034657692.1|DSUB
OG0006672	LOC108077505|XP_017026323.1|DKIK	LOC117894863|XP_034658010.1|DSUB
OG0006673	LOC108070597|XP_017016656.1|DKIK	LOC117893027|XP_034655276.1|DSUB
OG0006674	LOC108071521|XP_017017779.1|DKIK	LOC117894193|XP_034657000.1|DSUB
OG0006675	LOC108072710|XP_017019448.1|DKIK	LOC117893165|XP_034655533.1|DSUB
OG0006676	LOC108086004|XP_017038306.1|DKIK	LOC117895783|XP_034659572.1|DSUB
OG0006677	LOC108078748|XP_017028261.1|DKIK	LOC117895798|XP_034659606.1|DSUB
OG0006678	LOC108075209|XP_017023034.1|DKIK	LOC117894654|XP_034657721.1|DSUB
OG0006679	LOC108075321|XP_017023216.1|DKIK	LOC117894343|XP_034657220.1|DSUB
OG0006680	LOC108077650|XP_017026553.1|DKIK	LOC117898128|XP_034663211.1|DSUB
OG0006681	LOC108073939|XP_017021236.1|DKIK	LOC117894632|XP_034657688.1|DSUB
OG0006682	LOC108084424|XP_017036120.1|DKIK	LOC117893812|XP_034656450.1|DSUB
OG0006683	LOC108084395|XP_017036079.1|DKIK	LOC117895503|XP_034659091.1|DSUB
OG0006684	LOC108078747|XP_017028260.1|DKIK	LOC117895795|XP_034659601.1|DSUB
OG0006685	LOC108078539|XP_017027940.1|DKIK	LOC117892540|XP_034654739.1|DSUB
OG0006686	LOC108079074|XP_017028779.1|DKIK	LOC117893973|XP_034656668.1|DSUB
OG0006687	LOC108082961|XP_017034072.1|DKIK	LOC117901444|XP_034668081.1|DSUB
OG0006688	LOC108071592|XP_017017862.1|DKIK	LOC117894724|XP_034657802.1|DSUB
OG0006689	LOC108079737|XP_017029638.1|DKIK	LOC117894892|XP_034658066.1|DSUB
OG0006690	LOC108071412|XP_017017644.1|DKIK	LOC117899133|XP_034664822.1|DSUB
OG0006691	LOC108073969|XP_017021301.1|DKIK	LOC117893109|XP_034655436.1|DSUB
OG0006692	LOC108079848|XP_017029845.1|DKIK	LOC117895278|XP_034658703.1|DSUB
OG0006693	LOC108075192|XP_017023016.1|DKIK	LOC117894462|XP_034657452.1|DSUB
OG0006694	LOC108083535|XP_017034862.1|DKIK	LOC117903461|XP_034671390.1|DSUB
OG0006695	LOC108078771|XP_017028303.1|DKIK	LOC117895329|XP_034658792.1|DSUB
OG0006696	LOC108082892|XP_017033967.1|DKIK	LOC117901715|XP_034668483.1|DSUB
OG0006697	LOC108078912|XP_017028534.1|DKIK	LOC117895205|XP_034658580.1|DSUB
OG0006698	LOC108079869|XP_017029870.1|DKIK	LOC117893415|XP_034655917.1|DSUB
OG0006699	LOC108079881|XP_017029887.1|DKIK	LOC117892928|XP_034655135.1|DSUB
OG0006700	LOC108078564|XP_017027972.1|DKIK	LOC117893075|XP_034655384.1|DSUB
OG0006701	LOC108074477|XP_017022038.1|DKIK	LOC117890842|XP_034651817.1|DSUB
OG0006702	LOC108079093|XP_017028809.1|DKIK	LOC117894719|XP_034657795.1|DSUB
OG0006703	LOC108078971|XP_017028629.1|DKIK	LOC117893763|XP_034656394.1|DSUB
OG0006704	LOC108078972|XP_017028630.1|DKIK	LOC117893774|XP_034656405.1|DSUB
OG0006705	LOC108077938|XP_017026965.1|DKIK	LOC117890058|XP_034650581.1|DSUB
OG0006706	LOC108074654|XP_017022259.1|DKIK	LOC117892283|XP_034654293.1|DSUB
OG0006707	LOC108076370|XP_017024664.1|DKIK	LOC117891212|XP_034652444.1|DSUB
OG0006708	LOC108083579|XP_017034929.1|DKIK	LOC117898550|XP_034663926.1|DSUB
OG0006709	LOC108076104|XP_017024317.1|DKIK	LOC117898120|XP_034663203.1|DSUB
OG0006710	LOC108079103|XP_017028822.1|DKIK	LOC117893061|XP_034655352.1|DSUB
OG0006711	LOC108079016|XP_017028683.1|DKIK	LOC117893156|XP_034655509.1|DSUB
OG0006712	LOC108075178|XP_017022990.1|DKIK	LOC117895793|XP_034659586.1|DSUB
OG0006713	LOC108073548|XP_017020722.1|DKIK	LOC117893501|XP_034656030.1|DSUB
OG0006714	LOC108073547|XP_017020721.1|DKIK	LOC117893495|XP_034656022.1|DSUB
OG0006715	LOC108079107|XP_017028834.1|DKIK	LOC117892939|XP_034655153.1|DSUB
OG0006716	LOC108076188|XP_017024411.1|DKIK	LOC117900026|XP_034666104.1|DSUB
OG0006717	LOC108070493|XP_017016476.1|DKIK	LOC117894456|XP_034657446.1|DSUB
OG0006718	LOC108070479|XP_017016454.1|DKIK	LOC117894466|XP_034657458.1|DSUB
OG0006719	LOC108078755|XP_017028277.1|DKIK	LOC117894435|XP_034657389.1|DSUB
OG0006720	LOC108080640|XP_017030954.1|DKIK	LOC117892969|XP_034655193.1|DSUB
OG0006721	LOC108070464|XP_017016434.1|DKIK	LOC117894454|XP_034657444.1|DSUB
OG0006722	LOC108084439|XP_017036137.1|DKIK	LOC117894500|XP_034657499.1|DSUB
OG0006723	LOC108077384|XP_017026167.1|DKIK	LOC117902601|XP_034670004.1|DSUB
OG0006724	LOC108073530|XP_017020700.1|DKIK	LOC117897338|XP_034661999.1|DSUB
OG0006725	LOC108073556|XP_017020731.1|DKIK	LOC117899436|XP_034665331.1|DSUB
OG0006726	LOC108077866|XP_017026890.1|DKIK	LOC117898206|XP_034663318.1|DSUB
OG0006727	LOC108073503|XP_017020660.1|DKIK	LOC117899434|XP_034665327.1|DSUB
OG0006728	LOC108072014|XP_017018483.1|DKIK	LOC117898194|XP_034663304.1|DSUB
OG0006729	LOC108078523|XP_017027921.1|DKIK	LOC117891684|XP_034653153.1|DSUB
OG0006730	LOC108078521|XP_017027919.1|DKIK	LOC117891681|XP_034653149.1|DSUB
OG0006731	LOC108075897|XP_017024002.1|DKIK	LOC117902593|XP_034669984.1|DSUB
OG0006732	LOC108070546|XP_017016560.1|DKIK	LOC117895301|XP_034658751.1|DSUB
