Orthogroup	BCOP.longest_only	DERE.longest_only
OG0005203	LOC119071140|XP_037031732.1|BCOP	LOC6549418|XP_026836363.1|DERE
OG0005204	LOC119066263|XP_037024512.1|BCOP	LOC6542617|XP_001970061.2|DERE
OG0005205	LOC119081957|XP_037047147.1|BCOP	LOC6542696|XP_026834571.1|DERE
OG0005206	LOC119081540|XP_037046439.1|BCOP	LOC6547880|XP_001976424.1|DERE
OG0005207	LOC119084872|XP_037050906.1|BCOP	LOC6541111|XP_015015028.1|DERE
OG0005208	LOC119074500|XP_037036551.1|BCOP	LOC6541346|XP_001969116.1|DERE
OG0005209	LOC119085259|XP_037051502.1|BCOP	LOC6542438|XP_001968932.3|DERE
OG0005210	LOC119085245|XP_037051469.1|BCOP	LOC6542139|XP_026834709.1|DERE
OG0005211	LOC119080134|XP_037044247.1|BCOP	LOC6543981|XP_001973722.1|DERE
OG0005212	LOC119073775|XP_037035337.1|BCOP	LOC6548237|XP_001976564.2|DERE
OG0005213	LOC119078963|XP_037042608.1|BCOP	LOC6551483|XP_001978467.1|DERE
OG0005214	LOC119075622|XP_037037994.1|BCOP	LOC6542716|XP_001970233.2|DERE
OG0005215	LOC119066954|XP_037025571.1|BCOP	LOC6542896|XP_026834880.1|DERE
OG0005216	LOC119074300|XP_037036259.1|BCOP	LOC6549652|XP_001974257.1|DERE
OG0005217	LOC119071633|XP_037032490.1|BCOP	LOC6548880|XP_026839422.1|DERE
OG0005218	LOC119079274|XP_037042951.1|BCOP	LOC6542251|XP_015015019.1|DERE
OG0005219	LOC119067509|XP_037026416.1|BCOP	LOC6541049|XP_001970360.1|DERE
OG0005220	LOC119079920|XP_037043910.1|BCOP	LOC6545836|XP_001971151.1|DERE
OG0005221	LOC119076588|XP_037039322.1|BCOP	LOC6542958|XP_001969279.1|DERE
OG0005222	LOC119072234|XP_037033302.1|BCOP	LOC6549573|XP_026836333.1|DERE
OG0005223	LOC119079446|XP_037043255.1|BCOP	LOC6542580|XP_001969632.1|DERE
OG0005224	LOC119082107|XP_037047377.1|BCOP	LOC6541456|XP_001969222.2|DERE
OG0005225	LOC119078510|XP_037041966.1|BCOP	LOC6543248|XP_001968502.2|DERE
OG0005226	LOC119079031|XP_037042710.1|BCOP	LOC6542191|XP_026835421.1|DERE
OG0005227	LOC119079115|XP_037042835.1|BCOP	LOC6542303|XP_001969038.1|DERE
OG0005228	LOC119079083|XP_037042788.1|BCOP	LOC6542965|XP_026835034.1|DERE
OG0005229	LOC119066344|XP_037024652.1|BCOP	LOC6542349|XP_001968220.1|DERE
OG0005230	LOC119066332|XP_037024626.1|BCOP	LOC6542076|XP_001969867.1|DERE
OG0005231	LOC119066347|XP_037024658.1|BCOP	LOC6542224|XP_001968114.1|DERE
OG0005232	LOC119081949|XP_037047129.1|BCOP	LOC6542143|XP_026834754.1|DERE
OG0005233	LOC119081990|XP_037047205.1|BCOP	LOC6541225|XP_026835068.1|DERE
OG0005234	LOC119085147|XP_037051324.1|BCOP	LOC6549646|XP_001974251.3|DERE
OG0005235	LOC119066465|XP_037024866.1|BCOP	LOC6549232|XP_001974357.1|DERE
OG0005236	LOC119066466|XP_037024867.1|BCOP	LOC6541954|XP_001968663.1|DERE
OG0005237	LOC119066457|XP_037024857.1|BCOP	LOC6541238|XP_015015307.1|DERE
OG0005239	LOC119077090|XP_037040144.1|BCOP	LOC6543086|XP_015015271.1|DERE
OG0005240	LOC119077009|XP_037040017.1|BCOP	LOC6541449|XP_001969466.1|DERE
OG0005241	LOC119070764|XP_037031134.1|BCOP	LOC6541632|XP_001968254.1|DERE
OG0005242	LOC119066966|XP_037025592.1|BCOP	LOC6542352|XP_001969931.1|DERE
OG0005243	LOC119066134|XP_037024320.1|BCOP	LOC6542008|XP_001968221.2|DERE
OG0005244	LOC119069071|XP_037028847.1|BCOP	LOC6553747|XP_026838109.1|DERE
OG0005245	LOC119076822|XP_037039711.1|BCOP	LOC6553192|XP_001979136.1|DERE
OG0005246	LOC119082565|XP_037047990.1|BCOP	LOC6540820|XP_001968168.2|DERE
OG0005247	LOC119073462|XP_037034861.1|BCOP	LOC6547883|XP_001976427.1|DERE
OG0005248	LOC119075864|XP_037038317.1|BCOP	LOC6553109|XP_001980015.2|DERE
OG0005249	LOC119077637|XP_037040753.1|BCOP	LOC6551964|XP_001979690.1|DERE
OG0005250	LOC119085246|XP_037051471.1|BCOP	LOC6548857|XP_026835861.1|DERE
OG0005251	LOC119078722|XP_037042289.1|BCOP	LOC6542596|XP_026834457.1|DERE
OG0005252	LOC119072745|XP_037033925.1|BCOP	LOC6549154|XP_001974283.2|DERE
OG0005253	LOC119082330|XP_037047732.1|BCOP	LOC6548697|XP_026837071.1|DERE
OG0005254	LOC119085884|XP_037052294.1|BCOP	LOC6549197|XP_001974236.1|DERE
OG0005255	LOC119072789|XP_037033980.1|BCOP	LOC6549198|XP_015011954.1|DERE
OG0005256	LOC119085976|XP_037052434.1|BCOP	LOC6541145|XP_026838617.1|DERE
OG0005257	LOC119073781|XP_037035352.1|BCOP	LOC6540650|XP_001970308.1|DERE
OG0005258	LOC119081935|XP_037047085.1|BCOP	LOC6541422|XP_001969300.1|DERE
OG0005259	LOC119081953|XP_037047142.1|BCOP	LOC6543410|XP_001969520.1|DERE
OG0005260	LOC119067376|XP_037026192.1|BCOP	LOC6543535|XP_001969517.1|DERE
OG0005261	LOC119067374|XP_037026190.1|BCOP	LOC6542761|XP_001969967.2|DERE
OG0005262	LOC119081048|XP_037045647.1|BCOP	LOC6540710|XP_001968789.1|DERE
OG0005263	LOC119076976|XP_037039965.1|BCOP	LOC6549203|XP_001974242.1|DERE
OG0005264	LOC119076985|XP_037039984.1|BCOP	LOC6552318|XP_001979759.2|DERE
OG0005265	LOC119067102|XP_037025760.1|BCOP	LOC6549282|XP_026835721.1|DERE
OG0005266	LOC119076250|XP_037038811.1|BCOP	LOC6542475|XP_001968990.1|DERE
OG0005267	LOC119084575|XP_037050525.1|BCOP	LOC6543001|XP_001968434.1|DERE
OG0005268	LOC119075654|XP_037038047.1|BCOP	LOC6542274|XP_001968435.1|DERE
OG0005269	LOC119081692|XP_037046684.1|BCOP	LOC6543183|XP_026834683.1|DERE
OG0005270	LOC119084573|XP_037050523.1|BCOP	LOC6542885|XP_001969855.1|DERE
OG0005271	LOC119084563|XP_037050472.1|BCOP	LOC6549443|XP_015011944.1|DERE
OG0005272	LOC119084565|XP_037050477.1|BCOP	LOC6549445|XP_001974310.1|DERE
OG0005273	LOC119084591|XP_037050532.1|BCOP	LOC6543537|XP_026835411.1|DERE
OG0005274	LOC119084592|XP_037050533.1|BCOP	LOC6543225|XP_001969858.1|DERE
OG0005275	LOC119082059|XP_037047285.1|BCOP	LOC6542588|XP_026834093.1|DERE
OG0005276	LOC119081894|XP_037047016.1|BCOP	LOC6542504|XP_015015290.1|DERE
OG0005277	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP	LOC6542689|XP_001968610.1|DERE
OG0005278	LOC119068655|XP_037028228.1|BCOP	LOC6547096|XP_001974935.1|DERE
OG0005279	LOC119078697|XP_037042254.1|BCOP	LOC6540628|XP_026834819.1|DERE
OG0005280	LOC119066378|XP_037024702.1|BCOP	LOC6541025|XP_026834979.1|DERE
OG0005281	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP	LOC6541698|XP_001968410.1|DERE
OG0005282	LOC119074009|XP_037035837.1|BCOP	LOC6552742|XP_001978986.1|DERE
OG0005283	LOC119081418|XP_037046214.1|BCOP	LOC6555003|XP_001982058.1|DERE
OG0005284	LOC119085819|XP_037052208.1|BCOP	LOC6548798|XP_001974055.2|DERE
OG0005285	LOC119085820|XP_037052211.1|BCOP	LOC6548797|XP_001974054.1|DERE
OG0005286	LOC119085849|XP_037052250.1|BCOP	LOC6541032|XP_026834367.1|DERE
OG0005287	LOC119085823|XP_037052214.1|BCOP	LOC6540964|XP_001968247.1|DERE
OG0005288	LOC119072563|XP_037033698.1|BCOP	LOC6542468|XP_026834727.1|DERE
OG0005289	LOC119078844|XP_037042444.1|BCOP	LOC6541830|XP_026839344.1|DERE
OG0005290	LOC119078576|XP_037042047.1|BCOP	LOC6552684|XP_001978947.1|DERE
OG0005291	LOC119075667|XP_037038074.1|BCOP	LOC6542024|XP_001969649.1|DERE
OG0005292	LOC119072729|XP_037033898.1|BCOP	LOC6541777|XP_015014947.1|DERE
OG0005293	LOC119072740|XP_037033916.1|BCOP	LOC6542129|XP_001968943.2|DERE
OG0005294	LOC119085940|XP_037052388.1|BCOP	LOC6542873|XP_001969767.1|DERE
OG0005295	LOC119072361|XP_037033445.1|BCOP	LOC6542286|XP_026835542.1|DERE
OG0005296	LOC119072818|XP_037034008.1|BCOP	LOC6552831|XP_026831534.1|DERE
OG0005297	LOC119082321|XP_037047716.1|BCOP	LOC6541803|XP_015015410.1|DERE
OG0005298	LOC119078422|XP_037041825.1|BCOP	LOC6542528|XP_001969341.1|DERE
OG0005299	LOC119069589|XP_037029574.1|BCOP	LOC6554533|XP_001981318.1|DERE
OG0005300	LOC119078562|XP_037042026.1|BCOP	LOC6551509|XP_001978580.1|DERE
OG0005301	LOC119076221|XP_037038767.1|BCOP	LOC6542505|XP_026835513.1|DERE
OG0005302	LOC119076831|XP_037039730.1|BCOP	LOC6546937|XP_026835716.1|DERE
OG0005303	LOC119084699|XP_037050670.1|BCOP	LOC6549230|XP_001974355.1|DERE
OG0005304	LOC119084792|XP_037050752.1|BCOP	LOC6541641|XP_001970018.1|DERE
OG0005305	LOC119073825|XP_037035514.1|BCOP	LOC6547095|XP_001974934.1|DERE
OG0005306	LOC119078668|XP_037042220.1|BCOP	LOC6547748|XP_001976257.1|DERE
OG0005307	LOC119078680|XP_037042233.1|BCOP	LOC6542098|XP_026834584.1|DERE
OG0005308	LOC119072574|XP_037033716.1|BCOP	LOC6541855|XP_001969964.1|DERE
OG0005309	LOC119075524|XP_037037888.1|BCOP	LOC6540889|XP_001968541.1|DERE
OG0005310	LOC119082829|XP_037048377.1|BCOP	LOC6543489|XP_001970273.1|DERE
OG0005311	LOC119080719|XP_037045098.1|BCOP	LOC6541541|XP_026834977.1|DERE
OG0005312	LOC119078701|XP_037042259.1|BCOP	LOC6542267|XP_001969678.1|DERE
OG0005313	LOC119070941|XP_037031381.1|BCOP	LOC6541174|XP_026834792.1|DERE
OG0005314	LOC119072393|XP_037033501.1|BCOP	LOC6541115|XP_001969783.2|DERE
OG0005316	LOC119080048|XP_037044148.1|BCOP	LOC6547094|XP_015011818.1|DERE
OG0005317	LOC119078425|XP_037041829.1|BCOP	LOC6547614|XP_001976251.1|DERE
OG0005318	LOC119082743|XP_037048219.1|BCOP	LOC113563693|XP_026838680.1|DERE, LOC6548543|XP_026838704.1|DERE
OG0005319	LOC119067670|XP_037026671.1|BCOP	LOC6541524|XP_026834872.1|DERE
OG0005320	LOC119082092|XP_037047355.1|BCOP	LOC6549113|XP_001974185.2|DERE
OG0005321	LOC119066701|XP_037025193.1|BCOP	LOC6543173|XP_001969894.1|DERE
OG0005322	LOC119082601|XP_037048053.1|BCOP	LOC6542732|XP_001968336.1|DERE
OG0005323	LOC119066754|XP_037025280.1|BCOP	LOC6541536|XP_026835574.1|DERE
OG0005324	LOC119076380|XP_037038993.1|BCOP	LOC6542810|XP_001969348.1|DERE
OG0005325	LOC119076369|XP_037038972.1|BCOP	LOC26526673|XP_015015550.1|DERE, LOC113564232|XP_026835620.1|DERE
OG0005326	LOC119076384|XP_037039000.1|BCOP	LOC6541613|XP_001969349.1|DERE
OG0005327	LOC119083132|XP_037048666.1|BCOP	LOC6541782|XP_026834992.1|DERE
OG0005328	LOC119078574|XP_037042045.1|BCOP	LOC6552351|XP_026831934.1|DERE
OG0005329	LOC119076425|XP_037039065.1|BCOP	LOC6544977|XP_001971574.1|DERE
OG0005330	LOC119074975|XP_037037272.1|BCOP	LOC6544978|XP_001971575.2|DERE
OG0005331	LOC119078548|XP_037042014.1|BCOP	LOC6541697|XP_001968433.1|DERE
OG0005332	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP	LOC6548826|XP_026836303.1|DERE
OG0005333	LOC119075697|XP_037038118.1|BCOP	LOC6541240|XP_001969752.1|DERE
OG0005334	LOC119082772|XP_037048261.1|BCOP	LOC6541544|XP_001969471.1|DERE
OG0005336	LOC119082761|XP_037048242.1|BCOP	LOC6543278|XP_001969140.1|DERE
OG0005337	LOC119070967|XP_037031434.1|BCOP	LOC6546733|XP_001974526.3|DERE
OG0005338	LOC119075647|XP_037038027.1|BCOP	LOC6541751|XP_001969406.2|DERE
OG0005339	LOC119075639|XP_037038017.1|BCOP	LOC6541308|XP_001969973.1|DERE
OG0005340	LOC119066445|XP_037024837.1|BCOP	LOC6541835|XP_015014407.1|DERE
OG0005341	LOC119074135|XP_037036016.1|BCOP	LOC6542028|XP_001970435.1|DERE
OG0005342	LOC119072873|XP_037034071.1|BCOP	LOC6542884|XP_001969813.1|DERE
OG0005343	LOC119085006|XP_037051082.1|BCOP	LOC6543294|XP_001970621.1|DERE
OG0005344	LOC119085289|XP_037051542.1|BCOP	LOC6546910|XP_001975989.1|DERE
OG0005345	LOC119072942|XP_037034164.1|BCOP	LOC6542284|XP_001970025.1|DERE
OG0005346	LOC119066655|XP_037025126.1|BCOP	LOC6542413|XP_001970096.1|DERE
OG0005347	LOC119085913|XP_037052358.1|BCOP	LOC6541892|XP_026834155.1|DERE
OG0005348	LOC119085385|XP_037051672.1|BCOP	LOC6541075|XP_015014978.2|DERE
OG0005349	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP	LOC6541398|XP_001969426.1|DERE
OG0005350	LOC119082231|XP_037047583.1|BCOP	LOC6542662|XP_001969857.1|DERE
OG0005351	LOC119082227|XP_037047576.1|BCOP	LOC6543844|XP_001971379.1|DERE
OG0005352	LOC119075313|XP_037037622.1|BCOP	LOC6542764|XP_026835307.1|DERE
OG0005353	LOC119075333|XP_037037656.1|BCOP	LOC6547009|XP_001974624.3|DERE
OG0005354	LOC119066289|XP_037024553.1|BCOP	LOC26526948|XP_026835516.1|DERE, LOC6541908|XP_001968491.1|DERE
OG0005355	LOC119085911|XP_037052355.1|BCOP	LOC6543336|XP_001968147.1|DERE
OG0005356	LOC119082633|XP_037048094.1|BCOP	LOC6542863|XP_001968149.1|DERE
OG0005357	LOC119085917|XP_037052365.1|BCOP	LOC6541757|XP_001970195.1|DERE
OG0005358	LOC119081789|XP_037046893.1|BCOP	LOC6541953|XP_001970109.1|DERE
OG0005359	LOC119072911|XP_037034125.1|BCOP	LOC6547375|XP_001976320.1|DERE
OG0005360	LOC119068617|XP_037028174.1|BCOP	LOC6545091|XP_001973277.1|DERE
OG0005361	LOC119081907|XP_037047035.1|BCOP	LOC6543289|XP_026834835.1|DERE
OG0005362	LOC119066377|XP_037024698.1|BCOP	LOC6543032|XP_001969409.1|DERE
OG0005363	LOC119071552|XP_037032368.1|BCOP	LOC6540741|XP_026835096.1|DERE
OG0005364	LOC119081427|XP_037046243.1|BCOP	LOC6547647|XP_001974981.1|DERE
OG0005365	LOC119070752|XP_037031121.1|BCOP	LOC6546913|XP_001974116.2|DERE
OG0005366	LOC119079157|XP_037042865.1|BCOP	LOC6546912|XP_001974115.2|DERE
OG0005367	LOC119078446|XP_037041864.1|BCOP	LOC6548267|XP_001974113.1|DERE
OG0005368	LOC119074447|XP_037036473.1|BCOP	LOC6552248|XP_026831474.1|DERE
OG0005369	LOC119078443|XP_037041861.1|BCOP	LOC6541618|XP_001968315.1|DERE
OG0005370	LOC119066313|XP_037024596.1|BCOP	LOC6542525|XP_001969868.1|DERE
OG0005371	LOC119066315|XP_037024597.1|BCOP	LOC6542530|XP_001969870.1|DERE
OG0005372	LOC119084678|XP_037050651.1|BCOP	LOC6552271|XP_001980751.1|DERE
OG0005373	LOC119072556|XP_037033687.1|BCOP	LOC26526232|XP_015012762.1|DERE
OG0005374	LOC119085859|XP_037052266.1|BCOP	LOC6547616|XP_001976253.1|DERE
OG0005375	LOC119072673|XP_037033843.1|BCOP	LOC6547615|XP_001976252.1|DERE
OG0005376	LOC119070727|XP_037031078.1|BCOP	LOC6541501|XP_015015204.1|DERE
OG0005377	LOC119079655|XP_037043593.1|BCOP	LOC6545679|XP_015013536.1|DERE
OG0005378	LOC119082247|XP_037047604.1|BCOP	LOC6541317|XP_001968288.3|DERE
OG0005379	LOC119081916|XP_037047047.1|BCOP	LOC6542259|XP_001968369.1|DERE
OG0005380	LOC119083248|XP_037048805.1|BCOP	LOC6542225|XP_001968273.2|DERE
OG0005381	LOC119081708|XP_037046713.1|BCOP	LOC6549432|XP_026835685.1|DERE
OG0005382	LOC119072671|XP_037033827.1|BCOP	LOC6548759|XP_026836998.1|DERE
OG0005383	LOC119081898|XP_037047019.1|BCOP	LOC6546444|XP_001972930.2|DERE
OG0005384	LOC119084909|XP_037050960.1|BCOP	LOC6553592|XP_001980176.1|DERE
OG0005385	LOC119067157|XP_037025844.1|BCOP	LOC6547626|XP_001974890.2|DERE
OG0005386	LOC119081414|XP_037046206.1|BCOP	LOC6548650|XP_026836272.1|DERE
OG0005387	LOC119069239|XP_037029177.1|BCOP	LOC6555407|XP_026832030.1|DERE
OG0005388	LOC119066156|XP_037024355.1|BCOP	LOC6540626|XP_001968807.1|DERE
OG0005389	LOC119072549|XP_037033682.1|BCOP	LOC6542502|XP_001969793.3|DERE
OG0005390	LOC119072551|XP_037033683.1|BCOP	LOC6540644|XP_001968760.2|DERE
OG0005392	LOC119081994|XP_037047210.1|BCOP	LOC6549404|XP_001974452.1|DERE
OG0005393	LOC119067986|XP_037027237.1|BCOP	LOC6552577|XP_026831748.1|DERE
OG0005394	LOC119085967|XP_037052418.1|BCOP	LOC6549220|XP_001974454.1|DERE
OG0005395	LOC119085170|XP_037051362.1|BCOP	LOC6549291|XP_001974380.1|DERE
OG0005396	LOC119075656|XP_037038055.1|BCOP	LOC6543471|XP_001970269.1|DERE
OG0005397	LOC119070929|XP_037031368.1|BCOP	LOC6543514|XP_001970270.1|DERE
OG0005398	LOC119066453|XP_037024849.1|BCOP	LOC6552481|XP_001978918.1|DERE
OG0005399	LOC119084803|XP_037050767.1|BCOP	LOC6542955|XP_015014584.2|DERE
OG0005400	LOC119083788|XP_037049485.1|BCOP	LOC6542981|XP_015014576.1|DERE
OG0005401	LOC119066482|XP_037024887.1|BCOP	LOC6543490|XP_026834436.1|DERE
OG0005402	LOC119066481|XP_037024886.1|BCOP	LOC6543449|XP_001970279.1|DERE
OG0005403	LOC119082615|XP_037048069.1|BCOP	LOC6543418|XP_001970274.1|DERE
OG0005404	LOC119080278|XP_037044445.1|BCOP	LOC6543462|XP_001970275.1|DERE
OG0005405	LOC119081139|XP_037045778.1|BCOP	LOC6546678|XP_001974505.1|DERE
OG0005406	LOC119081146|XP_037045788.1|BCOP	LOC6547054|XP_001974643.1|DERE
OG0005407	LOC119081145|XP_037045785.1|BCOP	LOC6547371|XP_001976316.1|DERE
OG0005408	LOC119066198|XP_037024412.1|BCOP	LOC6540858|XP_001968745.1|DERE
OG0005409	LOC119081948|XP_037047127.1|BCOP	LOC6542409|XP_001970207.2|DERE
OG0005410	LOC119068435|XP_037027900.1|BCOP	LOC6540657|XP_001968752.1|DERE
OG0005412	LOC119081439|XP_037046266.1|BCOP	LOC6546548|XP_001975913.1|DERE
OG0005414	LOC119081499|XP_037046400.1|BCOP	LOC6551094|XP_001977108.1|DERE
OG0005415	LOC119079463|XP_037043286.1|BCOP	LOC6551297|XP_026837510.1|DERE
OG0005416	LOC119084989|XP_037051053.1|BCOP	LOC6541438|XP_001970612.1|DERE
OG0005417	LOC119083018|XP_037048555.1|BCOP	LOC6549631|XP_001974437.1|DERE
OG0005418	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP	LOC6548886|XP_001974128.1|DERE
OG0005419	LOC119078941|XP_037042582.1|BCOP	LOC6540713|XP_001969489.1|DERE
OG0005420	LOC119066361|XP_037024674.1|BCOP	LOC6542796|XP_001970079.1|DERE
OG0005421	LOC119071792|XP_037032752.1|BCOP	LOC6542783|XP_001969778.1|DERE
OG0005422	LOC119066505|XP_037024909.1|BCOP	LOC6550207|XP_001977718.1|DERE
OG0005423	LOC119076363|XP_037038961.1|BCOP	LOC6542392|XP_026835163.1|DERE
OG0005424	LOC119075652|XP_037038045.1|BCOP	LOC6547601|XP_001974961.1|DERE
OG0005425	LOC119085591|XP_037051905.1|BCOP, LOC119078624|XP_037042116.1|BCOP	LOC6550552|XP_001977984.1|DERE
OG0005426	LOC119080594|XP_037044883.1|BCOP	LOC6540586|XP_001970333.1|DERE
OG0005427	LOC119066312|XP_037024594.1|BCOP	LOC6549377|XP_001974297.2|DERE
OG0005428	LOC119079457|XP_037043270.1|BCOP	LOC6542976|XP_001969998.1|DERE
OG0005429	LOC119078604|XP_037042093.1|BCOP	LOC6540958|XP_001970016.1|DERE
OG0005430	LOC119078605|XP_037042094.1|BCOP	LOC6540952|XP_026834191.1|DERE
OG0005431	LOC119085243|XP_037051461.1|BCOP	LOC6548592|XP_001973956.1|DERE
OG0005432	LOC119082260|XP_037047613.1|BCOP	LOC6548475|XP_001973913.2|DERE
OG0005434	LOC119082271|XP_037047635.1|BCOP	LOC6548596|XP_015012010.1|DERE
OG0005435	LOC119082265|XP_037047624.1|BCOP	LOC6553325|XP_001979189.1|DERE
OG0005436	LOC119082263|XP_037047623.1|BCOP	LOC6548595|XP_026838684.1|DERE
OG0005437	LOC119069550|XP_037029524.1|BCOP	LOC6552508|XP_001979816.1|DERE
OG0005438	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP	LOC6542099|XP_001968228.1|DERE
OG0005439	LOC119078793|XP_037042401.1|BCOP	LOC6553583|XP_001980279.1|DERE
OG0005440	LOC119070816|XP_037031190.1|BCOP	LOC6541686|XP_026834304.1|DERE
OG0005441	LOC119066213|XP_037024430.1|BCOP	LOC6542122|XP_001969702.1|DERE
OG0005442	LOC119066244|XP_037024461.1|BCOP	LOC6549341|XP_001974321.1|DERE
OG0005443	LOC119066249|XP_037024469.1|BCOP	LOC6541854|XP_026834461.1|DERE
OG0005444	LOC119066143|XP_037024333.1|BCOP	LOC6543007|XP_001968162.1|DERE
OG0005445	LOC119075376|XP_037037703.1|BCOP	LOC6542470|XP_026834747.1|DERE
OG0005446	LOC119075373|XP_037037696.1|BCOP	LOC6541555|XP_001970228.1|DERE
OG0005447	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP	LOC6540893|XP_001968736.1|DERE
OG0005448	LOC119077091|XP_037040146.1|BCOP	LOC6546767|XP_001975524.1|DERE
OG0005449	LOC119072838|XP_037034042.1|BCOP	LOC6550693|XP_001978018.1|DERE
OG0005450	LOC119075236|XP_037037524.1|BCOP	LOC6555452|XP_001981452.1|DERE
OG0005451	LOC119077735|XP_037040907.1|BCOP	LOC6549193|XP_026836500.1|DERE
OG0005452	LOC119081733|XP_037046796.1|BCOP	LOC6547369|XP_015011557.1|DERE
OG0005453	LOC119070916|XP_037031345.1|BCOP	LOC6552456|XP_001980874.1|DERE
OG0005454	LOC119066798|XP_037025356.1|BCOP	LOC6542769|XP_001969737.1|DERE
OG0005455	LOC119076311|XP_037038873.1|BCOP	LOC6548562|XP_001976634.1|DERE
OG0005456	LOC119085408|XP_037051710.1|BCOP	LOC6549496|XP_001974287.1|DERE
OG0005457	LOC119085978|XP_037052436.1|BCOP	LOC6549498|XP_015012060.1|DERE
OG0005458	LOC119076929|XP_037039850.1|BCOP	LOC6542849|XP_001968311.1|DERE
OG0005460	LOC119076928|XP_037039849.1|BCOP	LOC6541575|XP_001968809.1|DERE
OG0005461	LOC119072249|XP_037033327.1|BCOP	LOC6549437|XP_001974302.1|DERE
OG0005462	LOC119071590|XP_037032432.1|BCOP	LOC6549439|XP_001974304.1|DERE
OG0005463	LOC119083111|XP_037048641.1|BCOP	LOC6545844|XP_026833921.1|DERE
OG0005464	LOC119068444|XP_037027913.1|BCOP	LOC6549381|XP_001974301.1|DERE
OG0005465	LOC119072250|XP_037033328.1|BCOP	LOC6549499|XP_026836551.1|DERE
OG0005466	LOC119078438|XP_037041854.1|BCOP	LOC6549497|XP_001974288.1|DERE
OG0005467	LOC119084015|XP_037049724.1|BCOP	LOC6554913|XP_001982235.1|DERE
OG0005468	LOC119085818|XP_037052204.1|BCOP	LOC6542150|XP_001970255.1|DERE
OG0005469	LOC119085837|XP_037052236.1|BCOP	LOC6541018|XP_001970291.1|DERE
OG0005470	LOC119066949|XP_037025564.1|BCOP	LOC6540842|XP_001970293.1|DERE
OG0005471	LOC119076335|XP_037038916.1|BCOP	LOC6547633|XP_026836307.1|DERE
OG0005472	LOC119076336|XP_037038924.1|BCOP	LOC6547631|XP_026835675.1|DERE
OG0005473	LOC119076327|XP_037038904.1|BCOP	LOC6542263|XP_026835177.1|DERE
OG0005474	LOC119085991|XP_037052456.1|BCOP	LOC6541690|XP_001969763.1|DERE
OG0005475	LOC119066672|XP_037025154.1|BCOP	LOC6541700|XP_001969764.1|DERE
OG0005476	LOC119074103|XP_037035964.1|BCOP	LOC6543216|XP_001970554.2|DERE
OG0005477	LOC119074238|XP_037036160.1|BCOP	LOC6543854|XP_026833745.1|DERE
OG0005478	LOC119072927|XP_037034141.1|BCOP	LOC6541137|XP_001968672.1|DERE
OG0005479	LOC119072919|XP_037034133.1|BCOP	LOC6541504|XP_001968673.1|DERE
OG0005480	LOC119072925|XP_037034139.1|BCOP	LOC6541666|XP_001968674.1|DERE
OG0005481	LOC119072912|XP_037034126.1|BCOP	LOC6542703|XP_001968574.1|DERE
OG0005482	LOC119072913|XP_037034127.1|BCOP	LOC6541612|XP_026834822.1|DERE
OG0005483	LOC119072939|XP_037034159.1|BCOP	LOC6552997|XP_001980057.2|DERE
OG0005484	LOC119078527|XP_037041988.1|BCOP	LOC6543042|XP_001968967.1|DERE
OG0005485	LOC119080268|XP_037044420.1|BCOP	LOC6549454|XP_001975778.2|DERE
OG0005486	LOC119076169|XP_037038750.1|BCOP	LOC6540809|XP_001970390.1|DERE
OG0005487	LOC119075298|XP_037037604.1|BCOP	LOC6541516|XP_026834224.1|DERE
OG0005488	LOC119075307|XP_037037613.1|BCOP	LOC6542027|XP_001968505.1|DERE
OG0005489	LOC119085422|XP_037051732.1|BCOP	LOC6541016|XP_001968241.1|DERE
OG0005490	LOC119078816|XP_037042414.1|BCOP	LOC6540976|XP_001968240.1|DERE
OG0005491	LOC119072719|XP_037033888.1|BCOP	LOC6542991|XP_026835464.1|DERE
OG0005492	LOC119084621|XP_037050582.1|BCOP	LOC6543291|XP_001968335.1|DERE
OG0005493	LOC119071463|XP_037032215.1|BCOP	LOC6549099|XP_001974211.1|DERE
OG0005494	LOC119081538|XP_037046437.1|BCOP	LOC6548445|XP_026836891.1|DERE
OG0005495	LOC119081511|XP_037046415.1|BCOP	LOC6548450|XP_001976709.1|DERE
OG0005496	LOC119084604|XP_037050558.1|BCOP	LOC6553448|XP_015010365.1|DERE
OG0005497	LOC119076349|XP_037038941.1|BCOP	LOC6548913|XP_001974180.1|DERE
OG0005498	LOC119084615|XP_037050577.1|BCOP	LOC6548912|XP_001974179.1|DERE
OG0005499	LOC119085387|XP_037051676.1|BCOP	LOC6549110|XP_026837168.1|DERE
OG0005500	LOC119085458|XP_037051776.1|BCOP	LOC6549111|XP_001974183.1|DERE
OG0005501	LOC119085413|XP_037051718.1|BCOP	LOC6549442|XP_001974307.1|DERE
OG0005502	LOC119085428|XP_037051738.1|BCOP	LOC6549441|XP_001974306.2|DERE
