Orthogroup	BCOP.longest_only	DMEL.longest_only
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	ppk7|NP_609016.2|DMEL
OG0004492	LOC119084469|XP_037050349.1|BCOP	CG42529|NP_001163471.1|DMEL, ms_3_76Ca|NP_649146.1|DMEL
OG0004493	LOC119084650|XP_037050615.1|BCOP	CG43894|NP_001261790.1|DMEL, CG15140|NP_001097171.2|DMEL
OG0004504	LOC119068255|XP_037027688.1|BCOP	CkIIalpha|NP_001036624.1|DMEL
OG0004505	LOC119068330|XP_037027778.1|BCOP	Abi|NP_001247091.1|DMEL
OG0004506	LOC119067777|XP_037026811.1|BCOP	CG4849|NP_651605.1|DMEL
OG0004507	LOC119067087|XP_037025741.1|BCOP	CG18048|NP_649646.3|DMEL
OG0004508	LOC119080266|XP_037044419.1|BCOP	beat-VII|NP_733162.2|DMEL
OG0004509	LOC119072588|XP_037033736.1|BCOP	PCID2|NP_648486.1|DMEL
OG0004510	LOC119080449|XP_037044713.1|BCOP	Rok|NP_536796.2|DMEL
OG0004511	LOC119070023|XP_037030199.1|BCOP	tnc|NP_651318.3|DMEL
OG0004512	LOC119080948|XP_037045470.1|BCOP	PlexA|NP_524637.2|DMEL
OG0004513	LOC119085099|XP_037051239.1|BCOP	onecut|NP_524842.2|DMEL
OG0004514	LOC119073783|XP_037035355.1|BCOP	Asator|NP_651924.2|DMEL
OG0004515	LOC119085611|XP_037051929.1|BCOP	yl|NP_996433.1|DMEL
OG0004516	LOC119085623|XP_037051942.1|BCOP	Rab40|NP_727611.1|DMEL
OG0004517	LOC119069175|XP_037028995.1|BCOP	CG7766|NP_001245588.1|DMEL
OG0004518	LOC119083411|XP_037049027.1|BCOP	tay|NP_001259585.1|DMEL
OG0004519	LOC119070291|XP_037030452.1|BCOP	eEF1gamma|NP_652000.1|DMEL
OG0004520	LOC119069198|XP_037029048.1|BCOP	Rhp|NP_511168.3|DMEL
OG0004521	LOC119081872|XP_037047004.1|BCOP	mle|NP_476641.1|DMEL
OG0004522	LOC119069642|XP_037029653.1|BCOP	Rbm13|NP_572508.1|DMEL
OG0004523	LOC119067493|XP_037026395.1|BCOP	CG12054|NP_651853.1|DMEL
OG0004524	LOC119067574|XP_037026554.1|BCOP	Spg7|NP_570017.1|DMEL
OG0004525	LOC119068639|XP_037028206.1|BCOP	Nadsyn|NP_572913.1|DMEL
OG0004526	LOC119068677|XP_037028253.1|BCOP	ovo|NP_726971.1|DMEL
OG0004527	LOC119070295|XP_037030455.1|BCOP	eIF2Bbeta|NP_570020.1|DMEL
OG0004528	LOC119068894|XP_037028657.1|BCOP	CG15456|NP_652292.1|DMEL
OG0004529	LOC119069486|XP_037029451.1|BCOP	CG42699|NP_572263.2|DMEL
OG0004530	LOC119076228|XP_037038780.1|BCOP	CDC50|NP_573128.2|DMEL
OG0004531	LOC119068162|XP_037027534.1|BCOP	CG13847|NP_651043.2|DMEL
OG0004532	LOC119070608|XP_037030922.1|BCOP	HDAC6|NP_001259569.1|DMEL
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	CG2200|NP_572852.1|DMEL
OG0004534	LOC119086025|XP_037052496.1|BCOP	RpLP2|NP_523764.1|DMEL
OG0004535	LOC119070485|XP_037030733.1|BCOP	st|NP_524108.1|DMEL
OG0004536	LOC119067372|XP_037026179.1|BCOP	RhoGAP19D|NP_001285496.1|DMEL
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	iav|NP_572353.1|DMEL
OG0004538	LOC119080882|XP_037045354.1|BCOP	CG5504|NP_995932.1|DMEL
OG0004539	LOC119070309|XP_037030471.1|BCOP	DPCoAC|NP_650891.1|DMEL
OG0004540	LOC119068322|XP_037027772.1|BCOP	BTBD9|NP_572649.1|DMEL
OG0004541	LOC119068742|XP_037028340.1|BCOP	Pcl|NP_476672.1|DMEL
OG0004542	LOC119067419|XP_037026284.1|BCOP	su_r_|NP_727320.1|DMEL
OG0004543	LOC119070009|XP_037030180.1|BCOP	CG42749|NP_001188545.1|DMEL
OG0004544	LOC119081744|XP_037046815.1|BCOP	ebo|NP_001284739.1|DMEL
OG0004545	LOC119067445|XP_037026321.1|BCOP	CG5380|NP_651029.1|DMEL
OG0004546	LOC119070842|XP_037031246.1|BCOP	fsd|NP_610851.2|DMEL
OG0004547	LOC119082346|XP_037047761.1|BCOP	eIF2Bepsilon|NP_569961.2|DMEL
OG0004548	LOC119082738|XP_037048217.1|BCOP	CG32536|NP_728237.1|DMEL
OG0004549	LOC119069633|XP_037029632.1|BCOP	Hmt4-20|NP_569853.1|DMEL
OG0004550	LOC119067204|XP_037025941.1|BCOP	Tbh|NP_788884.1|DMEL
OG0004551	LOC119067202|XP_037025939.1|BCOP	MED8|NP_722456.1|DMEL
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	wupA|NP_728142.1|DMEL
OG0004553	LOC119080846|XP_037045303.1|BCOP	Cdc6|NP_648247.1|DMEL
OG0004554	LOC119084445|XP_037050324.1|BCOP	crm|NP_477105.2|DMEL
OG0004555	LOC119084399|XP_037050261.1|BCOP	Syx4|NP_525057.2|DMEL
OG0004556	LOC119067304|XP_037026106.1|BCOP	CG7332|NP_573338.1|DMEL
OG0004557	LOC119068404|XP_037027861.1|BCOP	CG42541|NP_996345.3|DMEL
OG0004558	LOC119070330|XP_037030495.1|BCOP	Cluap1|NP_608470.1|DMEL
OG0004559	LOC119070381|XP_037030589.1|BCOP	SdhD|NP_651181.1|DMEL
OG0004560	LOC119067485|XP_037026380.1|BCOP	eIF4B|NP_001015319.1|DMEL
OG0004561	LOC119070516|XP_037030775.1|BCOP	CG14853|NP_650376.1|DMEL
OG0004562	LOC119068461|XP_037027942.1|BCOP	CG6972|NP_001303445.1|DMEL
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	CG6125|NP_732032.1|DMEL
OG0004564	LOC119068468|XP_037027960.1|BCOP	CG4770|NP_650848.1|DMEL
OG0004565	LOC119080208|XP_037044345.1|BCOP	CG3631|NP_731951.2|DMEL
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	CG2124|NP_572638.1|DMEL
OG0004567	LOC119077123|XP_037040191.1|BCOP	UbcE2H|NP_572438.1|DMEL
OG0004568	LOC119069478|XP_037029438.1|BCOP	Nmdar2|NP_001014714.1|DMEL
OG0004569	LOC119069764|XP_037029791.1|BCOP	CG32944|NP_788574.3|DMEL
OG0004570	LOC119068564|XP_037028088.1|BCOP	Khc|NP_476590.1|DMEL
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	Pgant7|NP_573301.2|DMEL
OG0004572	LOC119069648|XP_037029666.1|BCOP	CG15432|NP_608832.1|DMEL
OG0004573	LOC119082219|XP_037047571.1|BCOP	CG7702|NP_650740.1|DMEL
OG0004574	LOC119081830|XP_037046962.1|BCOP	MCTS1|NP_572288.1|DMEL
OG0004575	LOC119081609|XP_037046550.1|BCOP	CG5937|NP_001096888.2|DMEL
OG0004576	LOC119069763|XP_037029790.1|BCOP	COX7A|NP_001246986.1|DMEL
OG0004577	LOC119081218|XP_037045837.1|BCOP	CG9588|NP_650301.1|DMEL
OG0004578	LOC119067330|XP_037026129.1|BCOP	Dlic|NP_572694.1|DMEL
OG0004579	LOC119079029|XP_037042705.1|BCOP	GramD1B|NP_995623.2|DMEL
OG0004580	LOC119069435|XP_037029387.1|BCOP	CG34309|NP_001097771.1|DMEL
OG0004581	LOC119067988|XP_037027239.1|BCOP	Sra-1|NP_650447.1|DMEL
OG0004582	LOC119084970|XP_037051019.1|BCOP	Ptx1|NP_001138130.2|DMEL
OG0004583	LOC119070057|XP_037030246.1|BCOP	CG12121|NP_572545.1|DMEL
OG0004584	LOC119069691|XP_037029712.1|BCOP	U3-55K|NP_001014529.1|DMEL
OG0004586	LOC119084442|XP_037050318.1|BCOP	CG4041|NP_572197.4|DMEL
OG0004587	LOC119067514|XP_037026425.1|BCOP	chp|NP_001263137.1|DMEL
OG0004588	LOC119067539|XP_037026491.1|BCOP	CG1542|NP_651850.1|DMEL
OG0004589	LOC119084485|XP_037050370.1|BCOP	l_1_G0196|NP_001097041.2|DMEL
OG0004590	LOC119082439|XP_037047867.1|BCOP	kay|NP_001027577.2|DMEL
OG0004591	LOC119081818|XP_037046952.1|BCOP	yata|NP_651722.1|DMEL
OG0004592	LOC119070594|XP_037030909.1|BCOP	CG1461|NP_572953.1|DMEL
OG0004593	LOC119085605|XP_037051923.1|BCOP	sicily|NP_572765.1|DMEL
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	Nrg|NP_001245581.1|DMEL
OG0004595	LOC119070297|XP_037030458.1|BCOP	Ahcy|NP_511164.2|DMEL
OG0004596	LOC119068560|XP_037028083.1|BCOP	ase|NP_476694.1|DMEL
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	Spt7|NP_573248.2|DMEL
OG0004598	LOC119085726|XP_037052070.1|BCOP	Mo25|NP_524117.1|DMEL
OG0004599	LOC119070918|XP_037031349.1|BCOP	Spindly|NP_608791.2|DMEL
OG0004600	LOC119074611|XP_037036765.1|BCOP	Tango10|NP_572743.1|DMEL
OG0004601	LOC119067134|XP_037025825.1|BCOP	dy|NP_511130.2|DMEL
OG0004602	LOC119068030|XP_037027288.1|BCOP	ATPsyndelta|NP_572610.1|DMEL
OG0004603	LOC119068061|XP_037027358.1|BCOP	cold|NP_608536.1|DMEL
OG0004604	LOC119085599|XP_037051915.1|BCOP	CG12056|NP_572535.1|DMEL
OG0004605	LOC119080428|XP_037044680.1|BCOP	mgl|NP_001096924.2|DMEL
OG0004606	LOC119081649|XP_037046629.1|BCOP	Ask1|NP_477089.3|DMEL
OG0004607	LOC119082175|XP_037047487.1|BCOP	fd3F|NP_001356931.1|DMEL
OG0004608	LOC119068053|XP_037027340.1|BCOP	Nup153|NP_001097002.1|DMEL
OG0004609	LOC119068094|XP_037027410.1|BCOP	CG4239|NP_573122.1|DMEL
OG0004610	LOC119070450|XP_037030696.1|BCOP	CG2246|NP_001189321.1|DMEL
OG0004611	LOC119070098|XP_037030306.1|BCOP	aralar1|NP_001247368.1|DMEL
OG0004612	LOC119070101|XP_037030311.1|BCOP	CG2224|NP_651796.1|DMEL
OG0004613	LOC119069338|XP_037029302.1|BCOP	CG6218|NP_650448.1|DMEL
OG0004614	LOC119067399|XP_037026239.1|BCOP	DNAlig4|NP_572907.1|DMEL
OG0004615	LOC119069991|XP_037030126.1|BCOP	ec|NP_001096877.1|DMEL
OG0004616	LOC119067136|XP_037025828.1|BCOP	Ost48|NP_511096.2|DMEL
OG0004617	LOC119067120|XP_037025791.1|BCOP	CG9328|NP_610059.1|DMEL
OG0004618	LOC119067259|XP_037026031.1|BCOP	CG31156|NP_651070.3|DMEL
OG0004619	LOC119069636|XP_037029637.1|BCOP	CG13409|NP_651004.1|DMEL
OG0004620	LOC119068567|XP_037028103.1|BCOP	Nsun5|NP_650787.1|DMEL
OG0004621	LOC119081848|XP_037046985.1|BCOP	CG6962|NP_650124.1|DMEL
OG0004622	LOC119081943|XP_037047106.1|BCOP	CG15803|NP_001287388.1|DMEL
OG0004623	LOC119068698|XP_037028284.1|BCOP	Naa40|NP_651715.1|DMEL
OG0004624	LOC119081669|XP_037046647.1|BCOP	Pcmt|NP_536756.1|DMEL
OG0004625	LOC119085631|XP_037051962.1|BCOP	Rab3-GEF|NP_001259560.1|DMEL
OG0004626	LOC119069080|XP_037028853.1|BCOP	sdk|NP_001284756.1|DMEL
OG0004627	LOC119074320|XP_037036275.1|BCOP	ens|NP_001097498.1|DMEL
OG0004628	LOC119080060|XP_037044167.1|BCOP	Scgdelta|NP_525039.1|DMEL
OG0004629	LOC119084939|XP_037050979.1|BCOP	CG7530|NP_650387.1|DMEL
OG0004630	LOC119069538|XP_037029509.1|BCOP	CG34133|NP_001036772.2|DMEL
OG0004631	LOC119069944|XP_037030065.1|BCOP	CG7694|NP_001138076.1|DMEL
OG0004632	LOC119069943|XP_037030063.1|BCOP	fray|NP_001303449.2|DMEL
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	CG15506|NP_651714.1|DMEL
OG0004635	LOC119068836|XP_037028520.1|BCOP	CG42797|NP_572574.2|DMEL
OG0004636	LOC119067512|XP_037026420.1|BCOP	CG34401|NP_001356949.1|DMEL
OG0004637	LOC119067412|XP_037026255.1|BCOP	RhoGAP1A|NP_001284725.1|DMEL
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	CG43759|NP_001259697.1|DMEL
OG0004639	LOC119069321|XP_037029271.1|BCOP	Cpr97Eb|NP_651530.1|DMEL
OG0004640	LOC119069317|XP_037029265.1|BCOP	CG14257|NP_651528.2|DMEL
OG0004641	LOC119079520|XP_037043382.1|BCOP	CG15743|NP_572869.1|DMEL
OG0004642	LOC119066985|XP_037025605.1|BCOP	CG3335|NP_648337.1|DMEL
OG0004643	LOC119074926|XP_037037215.1|BCOP	IscU|NP_649840.1|DMEL
OG0004644	LOC119069417|XP_037029365.1|BCOP	mRpS14|NP_728245.1|DMEL
OG0004645	LOC119069141|XP_037028942.1|BCOP	Tspo|NP_608531.1|DMEL
OG0004646	LOC119081486|XP_037046381.1|BCOP	Chchd3|NP_651838.1|DMEL
OG0004647	LOC119070072|XP_037030265.1|BCOP	dah|NP_511162.1|DMEL
OG0004648	LOC119068990|XP_037028759.1|BCOP	Nup35|NP_573314.1|DMEL
OG0004649	LOC119069622|XP_037029610.1|BCOP	be|NP_727817.1|DMEL
OG0004650	LOC119067436|XP_037026305.1|BCOP	Csl4|NP_609492.1|DMEL
OG0004651	LOC119068302|XP_037027738.1|BCOP	Hmx|NP_001262674.1|DMEL
OG0004652	LOC119070252|XP_037030415.1|BCOP	BOD1|NP_001263031.1|DMEL
OG0004653	LOC119067807|XP_037026853.1|BCOP	DNApol-eta|NP_649371.2|DMEL
OG0004654	LOC119068922|XP_037028680.1|BCOP	daed|NP_608655.3|DMEL
OG0004655	LOC119082717|XP_037048192.1|BCOP	CG13601|NP_001262890.1|DMEL
OG0004656	LOC119067815|XP_037026869.1|BCOP	betaCOP|NP_523400.1|DMEL
OG0004657	LOC119069679|XP_037029695.1|BCOP	HHEX|NP_650938.2|DMEL
OG0004658	LOC119069799|XP_037029849.1|BCOP	CG6293|NP_649994.1|DMEL
OG0004659	LOC119068690|XP_037028272.1|BCOP	Sec13|NP_651977.1|DMEL
OG0004660	LOC119079574|XP_037043456.1|BCOP	CG7071|NP_651027.1|DMEL
OG0004661	LOC119069189|XP_037029030.1|BCOP	l_3_07882|NP_652040.2|DMEL
OG0004662	LOC119067544|XP_037026502.1|BCOP	Der-2|NP_650553.1|DMEL
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	NAAT1|NP_572219.1|DMEL
OG0004664	LOC119068769|XP_037028419.1|BCOP	spoon|NP_726992.2|DMEL
OG0004665	LOC119083302|XP_037048889.1|BCOP	CG15239|NP_570081.2|DMEL
OG0004666	LOC119067848|XP_037026975.1|BCOP	MED6|NP_001163577.1|DMEL
OG0004667	LOC119067854|XP_037026987.1|BCOP	RpS29|NP_649946.1|DMEL
OG0004668	LOC119068754|XP_037028369.1|BCOP	acj6|NP_524876.1|DMEL
OG0004669	LOC119068757|XP_037028389.1|BCOP	nop5|NP_477412.1|DMEL
OG0004670	LOC119070365|XP_037030560.1|BCOP	Tsp96F|NP_001262976.1|DMEL
OG0004671	LOC119079074|XP_037042779.1|BCOP	CG18549|NP_650203.3|DMEL
OG0004672	LOC119084519|XP_037050431.1|BCOP	Cad88C|NP_731930.3|DMEL
OG0004673	LOC119074468|XP_037036504.1|BCOP	sip3|NP_651894.3|DMEL
OG0004674	LOC119085035|XP_037051128.1|BCOP	Mlc1|NP_476639.1|DMEL
OG0004675	LOC119085062|XP_037051200.1|BCOP	Mtl|NP_524533.1|DMEL
OG0004676	LOC119069261|XP_037029213.1|BCOP	Gasp|NP_649611.2|DMEL
OG0004677	LOC119082364|XP_037047781.1|BCOP	Rox8|NP_732945.1|DMEL
OG0004678	LOC119081925|XP_037047077.1|BCOP	spas|NP_732941.2|DMEL
OG0004679	LOC119067916|XP_037027112.1|BCOP	CG6026|NP_650778.2|DMEL
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	lute|NP_001262663.1|DMEL
OG0004681	LOC119069774|XP_037029807.1|BCOP	stck|NP_731242.1|DMEL
OG0004682	LOC119069517|XP_037029490.1|BCOP	mRpL27|NP_787971.1|DMEL
OG0004683	LOC119080463|XP_037044734.1|BCOP	pic|NP_650257.1|DMEL
OG0004684	LOC119067424|XP_037026290.1|BCOP	CG8507|NP_649950.1|DMEL
OG0004685	LOC119069117|XP_037028905.1|BCOP	FipoQ|NP_733291.1|DMEL
OG0004686	LOC119069118|XP_037028910.1|BCOP	CG11975|NP_649853.1|DMEL
OG0004687	LOC119069113|XP_037028901.1|BCOP	Dr|NP_477324.1|DMEL
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	pug|NP_731489.2|DMEL
OG0004689	LOC119070463|XP_037030713.1|BCOP	CG10254|NP_651170.1|DMEL
OG0004690	LOC119067875|XP_037027038.1|BCOP	Taf1|NP_001246952.1|DMEL
OG0004691	LOC119067882|XP_037027056.1|BCOP	alpha-Man-Ib|NP_651667.1|DMEL
OG0004692	LOC119069334|XP_037029294.1|BCOP	CG33111|NP_788725.1|DMEL
OG0004693	LOC119069335|XP_037029296.1|BCOP	CG34355|NP_001247269.1|DMEL
OG0004694	LOC119069931|XP_037030050.1|BCOP	Clbn|NP_001163721.1|DMEL
OG0004695	LOC119085775|XP_037052164.1|BCOP	Tusp|NP_001263014.1|DMEL
OG0004696	LOC119067271|XP_037026045.1|BCOP	CG15696|NP_650921.1|DMEL
OG0004697	LOC119083569|XP_037049208.1|BCOP	CG8924|NP_573091.1|DMEL
OG0004698	LOC119070142|XP_037030365.1|BCOP	Sap30|NP_573162.1|DMEL
OG0004699	LOC119068528|XP_037028033.1|BCOP	CG14688|NP_001097740.1|DMEL
OG0004700	LOC119085391|XP_037051682.1|BCOP	Suv3|NP_649452.3|DMEL
OG0004701	LOC119085009|XP_037051087.1|BCOP	Rab11|NP_477170.1|DMEL
OG0004702	LOC119081642|XP_037046618.1|BCOP	GluProRS|NP_524471.2|DMEL
OG0004703	LOC119070468|XP_037030719.1|BCOP	CG10184|NP_651161.1|DMEL
OG0004704	LOC119067944|XP_037027156.1|BCOP	asp|NP_524488.3|DMEL
OG0004705	LOC119066382|XP_037024709.1|BCOP	CG18542|NP_649928.1|DMEL, CG32939|NP_788618.1|DMEL
OG0004706	LOC119069967|XP_037030097.1|BCOP	ERR|NP_648183.3|DMEL
OG0004707	LOC119068233|XP_037027644.1|BCOP	Rat1|NP_609082.1|DMEL
OG0004708	LOC119067010|XP_037025632.1|BCOP	EMC1|NP_649747.1|DMEL
OG0004709	LOC119067468|XP_037026352.1|BCOP	tsl|NP_524440.2|DMEL
OG0004710	LOC119067263|XP_037026037.1|BCOP	Afti|NP_001356916.1|DMEL
OG0004711	LOC119070403|XP_037030622.1|BCOP	ro|NP_524521.1|DMEL
OG0004712	LOC119074248|XP_037036167.1|BCOP	CG10841|NP_650299.1|DMEL
OG0004713	LOC119085702|XP_037052046.1|BCOP	Myo95E|NP_001027208.1|DMEL
OG0004714	LOC119082075|XP_037047314.1|BCOP	twin|NP_732964.1|DMEL
OG0004715	LOC119066127|XP_037024308.1|BCOP	l_2_34Fd|NP_609711.1|DMEL
OG0004716	LOC119067216|XP_037025954.1|BCOP	Root|NP_651216.2|DMEL
OG0004717	LOC119068114|XP_037027455.1|BCOP	RhoU|NP_001036266.1|DMEL
OG0004718	LOC119078746|XP_037042340.1|BCOP	CG15412|NP_001259996.1|DMEL
OG0004719	LOC119069959|XP_037030085.1|BCOP	cindr|NP_001263129.1|DMEL
OG0004720	LOC119068883|XP_037028643.1|BCOP	CG13603|NP_651200.1|DMEL
OG0004721	LOC119067982|XP_037027224.1|BCOP	mino|NP_651597.1|DMEL
OG0004722	LOC119069923|XP_037030038.1|BCOP	stg|NP_524547.1|DMEL
OG0004723	LOC119067572|XP_037026551.1|BCOP	CG9578|NP_608377.1|DMEL
OG0004724	LOC119070559|XP_037030860.1|BCOP	CG7718|NP_650751.3|DMEL
OG0004725	LOC119070563|XP_037030866.1|BCOP	T48|NP_524522.2|DMEL
OG0004726	LOC119069953|XP_037030077.1|BCOP	CG5639|NP_651570.1|DMEL
OG0004727	LOC119068215|XP_037027604.1|BCOP	CG10175|NP_001287487.1|DMEL
OG0004728	LOC119068218|XP_037027606.1|BCOP	CG12267|NP_650207.1|DMEL
OG0004729	LOC119068800|XP_037028470.1|BCOP	CG11103|NP_001033842.2|DMEL
OG0004730	LOC119066254|XP_037024485.1|BCOP	Aatf|NP_609066.1|DMEL
OG0004731	LOC119070081|XP_037030284.1|BCOP	Smu1|NP_650766.1|DMEL
OG0004732	LOC119070359|XP_037030549.1|BCOP	knk|NP_649981.1|DMEL
OG0004733	LOC119079430|XP_037043236.1|BCOP	m-cup|NP_650607.1|DMEL
OG0004734	LOC119067926|XP_037027133.1|BCOP	CG6678|NP_650996.1|DMEL
OG0004735	LOC119069171|XP_037028977.1|BCOP	RhoGAP100F|NP_001163786.1|DMEL
OG0004736	LOC119068103|XP_037027422.1|BCOP	spg|NP_733258.4|DMEL
OG0004737	LOC119067052|XP_037025692.1|BCOP	hkb|NP_524221.1|DMEL
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	CG1090|NP_649459.4|DMEL
OG0004739	LOC119069316|XP_037029263.1|BCOP	RanBP3|NP_651178.1|DMEL
OG0004740	LOC119067892|XP_037027074.1|BCOP	sosie|NP_651295.1|DMEL
OG0004741	LOC119067879|XP_037027044.1|BCOP	gwl|NP_524860.2|DMEL
OG0004742	LOC119085059|XP_037051171.1|BCOP	bt|NP_001162825.1|DMEL
OG0004743	LOC119069096|XP_037028884.1|BCOP	GatA|NP_650775.2|DMEL
OG0004744	LOC119078060|XP_037041386.1|BCOP	Uxt|NP_609744.2|DMEL
OG0004745	LOC119067589|XP_037026582.1|BCOP	corto|NP_524231.2|DMEL
OG0004746	LOC119069828|XP_037029885.1|BCOP	CG31368|NP_996198.2|DMEL
OG0004747	LOC119069829|XP_037029886.1|BCOP	mthl5|NP_001287291.1|DMEL
OG0004748	LOC119075771|XP_037038213.1|BCOP	Cad87A|NP_731649.2|DMEL
OG0004749	LOC119069481|XP_037029443.1|BCOP	H|NP_732533.1|DMEL
OG0004750	LOC119069260|XP_037029212.1|BCOP	Cchl|NP_651003.1|DMEL
OG0004751	LOC119069668|XP_037029682.1|BCOP	Atg4b|NP_650452.1|DMEL
OG0004752	LOC119069343|XP_037029309.1|BCOP	CG31076|NP_733184.2|DMEL
OG0004753	LOC119067355|XP_037026159.1|BCOP	CG11089|NP_651305.1|DMEL
OG0004754	LOC119067352|XP_037026157.1|BCOP	Gp93|NP_651601.1|DMEL
OG0004755	LOC119080984|XP_037045527.1|BCOP	EloB|NP_524416.1|DMEL
OG0004756	LOC119080730|XP_037045153.1|BCOP	CG5412|NP_650895.1|DMEL
OG0004757	LOC119067873|XP_037027030.1|BCOP	CG7518|NP_731761.3|DMEL
OG0004758	LOC119070554|XP_037030850.1|BCOP	htl|NP_732286.1|DMEL
OG0004759	LOC119069605|XP_037029591.1|BCOP	Ada2b|NP_001027151.1|DMEL
OG0004760	LOC119070578|XP_037030880.1|BCOP	IFT54|NP_650353.1|DMEL
OG0004761	LOC119069129|XP_037028924.1|BCOP	Keap1|NP_732202.2|DMEL
OG0004762	LOC119067783|XP_037026816.1|BCOP	Ent2|NP_609049.1|DMEL
OG0004763	LOC119067997|XP_037027252.1|BCOP	gl|NP_001262708.1|DMEL
OG0004764	LOC119067356|XP_037026160.1|BCOP	twf|NP_650338.1|DMEL
OG0004765	LOC119069468|XP_037029415.1|BCOP	CG42331|NP_651282.2|DMEL
OG0004766	LOC119067506|XP_037026412.1|BCOP	ash2|NP_788735.1|DMEL
OG0004767	LOC119070408|XP_037030630.1|BCOP	CG1074|NP_649471.3|DMEL
OG0004768	LOC119069191|XP_037029032.1|BCOP	CG14650|NP_649473.1|DMEL
OG0004769	LOC119079864|XP_037043837.1|BCOP	CG9272|NP_610078.2|DMEL
OG0004770	LOC119074486|XP_037036528.1|BCOP	CG7215|NP_650680.1|DMEL
OG0004771	LOC119068586|XP_037028127.1|BCOP	CG7903|NP_651755.2|DMEL
OG0004772	LOC119084665|XP_037050639.1|BCOP	DppIII|NP_731237.1|DMEL
OG0004773	LOC119067991|XP_037027247.1|BCOP	CG31195|NP_732553.2|DMEL
OG0004774	LOC119067992|XP_037027248.1|BCOP	Syp|NP_001262783.1|DMEL
OG0004775	LOC119067990|XP_037027244.1|BCOP	Mpc1|NP_650762.1|DMEL
OG0004776	LOC119085433|XP_037051748.1|BCOP	CG30159|NP_610254.1|DMEL
OG0004777	LOC119069288|XP_037029251.1|BCOP	ND-MLRQ|NP_730777.1|DMEL
OG0004778	LOC119068433|XP_037027898.1|BCOP	mRpS23|NP_723847.1|DMEL
OG0004779	LOC119073964|XP_037035763.1|BCOP	Lsd-1|NP_732904.2|DMEL
OG0004780	LOC119078505|XP_037041959.1|BCOP	ND-B14.5B|NP_608750.1|DMEL
OG0004781	LOC119069795|XP_037029836.1|BCOP	Octbeta3R|NP_001034048.2|DMEL
OG0004782	LOC119070124|XP_037030338.1|BCOP	CG13604|NP_001262894.1|DMEL
OG0004783	LOC119083283|XP_037048870.1|BCOP	l_1_G0469|NP_001096980.2|DMEL
OG0004784	LOC119068807|XP_037028475.1|BCOP	Osi20|NP_649641.1|DMEL
OG0004785	LOC119068935|XP_037028694.1|BCOP	Osi9|NP_649628.2|DMEL
OG0004786	LOC119069254|XP_037029203.1|BCOP	Osi7|NP_649626.1|DMEL
OG0004787	LOC119069280|XP_037029237.1|BCOP	Osi5|NP_649624.1|DMEL
OG0004788	LOC119069238|XP_037029174.1|BCOP	Osi4|NP_001262305.1|DMEL
OG0004789	LOC119069256|XP_037029205.1|BCOP	Osi3|NP_649622.2|DMEL
OG0004790	LOC119069286|XP_037029249.1|BCOP	CG5447|NP_001262986.1|DMEL
OG0004791	LOC119069204|XP_037029070.1|BCOP	Gprk2|NP_476867.1|DMEL
OG0004792	LOC119067931|XP_037027140.1|BCOP	mRpL55|NP_650780.1|DMEL
OG0004793	LOC119067371|XP_037026178.1|BCOP	ca|NP_733309.3|DMEL
OG0004794	LOC119070535|XP_037030803.1|BCOP	omd|NP_650303.1|DMEL
OG0004795	LOC119070441|XP_037030686.1|BCOP	TBC1D5|NP_731780.1|DMEL
OG0004796	LOC119067762|XP_037026789.1|BCOP	Past1|NP_731737.1|DMEL
OG0004797	LOC119069040|XP_037028803.1|BCOP	GABA-B-R2|NP_001287456.1|DMEL
OG0004799	LOC119081245|XP_037045871.1|BCOP	puc|NP_524273.1|DMEL
OG0004800	LOC119067464|XP_037026345.1|BCOP	Npc2b|NP_650331.1|DMEL
OG0004801	LOC119076307|XP_037038908.1|BCOP	Sil1|NP_651356.1|DMEL
OG0004802	LOC119073243|XP_037034453.1|BCOP	Cdk2|NP_524420.1|DMEL
OG0004803	LOC119070484|XP_037030732.1|BCOP	CG10011|NP_651624.2|DMEL
