Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC108032756|XP_016962238.1|DBIA
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC108036667|XP_016968437.1|DBIA
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC108026816|XP_016953470.1|DBIA
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC108032713|XP_016962180.1|DBIA
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC108032770|XP_016962260.1|DBIA
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC108032569|XP_016961956.1|DBIA
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC108025131|XP_016950888.1|DBIA
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC108029068|XP_016956627.1|DBIA
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC108036851|XP_016968712.1|DBIA
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC108036555|XP_016968322.1|DBIA
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC108036831|XP_016968665.1|DBIA
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC108028479|XP_016955830.1|DBIA
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC108034215|XP_016964545.1|DBIA
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC108022739|XP_016947318.1|DBIA
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC108026854|XP_016953522.1|DBIA
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC108036838|XP_016968674.1|DBIA
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC108034101|XP_016964367.1|DBIA
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC108034235|XP_016964573.1|DBIA
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC108031633|XP_016960728.1|DBIA
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC108032596|XP_016962000.1|DBIA
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC108032725|XP_016962194.1|DBIA
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC108034358|XP_016964734.1|DBIA
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC108029300|XP_016956992.1|DBIA
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC108031547|XP_016960572.1|DBIA
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC108023083|XP_016947825.1|DBIA
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC108031995|XP_016961281.1|DBIA
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC108032576|XP_016961967.1|DBIA
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC108032502|XP_016961816.1|DBIA
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC108034193|XP_016964510.1|DBIA
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC108028988|XP_016956519.1|DBIA
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC108032450|XP_016961765.1|DBIA
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC108032616|XP_016962043.1|DBIA
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC108032754|XP_016962233.1|DBIA
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC108033335|XP_016963110.1|DBIA
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC108031725|XP_016960884.1|DBIA
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC108034251|XP_016964593.1|DBIA
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC108033955|XP_016964138.1|DBIA
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC108033890|XP_016964026.1|DBIA
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC108032588|XP_016961985.1|DBIA
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC108033743|XP_016963791.1|DBIA
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC108034065|XP_016964309.1|DBIA
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC108032474|XP_016961786.1|DBIA
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC108032642|XP_016962077.1|DBIA
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC108029482|XP_016957234.1|DBIA
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC108029250|XP_016956934.1|DBIA
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC108033963|XP_016964158.1|DBIA
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC108032609|XP_016962028.1|DBIA
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC108032679|XP_016962142.1|DBIA
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC108029230|XP_016956913.1|DBIA
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC108032714|XP_016962181.1|DBIA
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC108032743|XP_016962216.1|DBIA
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC108024502|XP_016949938.1|DBIA
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC108036178|XP_016967657.1|DBIA
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC108034155|XP_016964444.1|DBIA
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC108030259|XP_016958569.1|DBIA
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC108036126|XP_016967600.1|DBIA
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC108030153|XP_016958367.1|DBIA
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC108034896|XP_016965603.1|DBIA
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC108034163|XP_016964462.1|DBIA
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC108033250|XP_016963005.1|DBIA
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC108032572|XP_016961961.1|DBIA
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC108024143|XP_016949416.1|DBIA
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC108033945|XP_016964121.1|DBIA
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC108022895|XP_016947583.1|DBIA
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC108027833|XP_016954908.1|DBIA
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC108033099|XP_016962823.1|DBIA
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC108032521|XP_016961845.1|DBIA
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC108032803|XP_016962298.1|DBIA
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC108025510|XP_016951521.1|DBIA
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC108034131|XP_016964409.1|DBIA
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC108031950|XP_016961228.1|DBIA
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC108033339|XP_016963114.1|DBIA
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC108033559|XP_016963396.1|DBIA
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC108033673|XP_016963607.1|DBIA
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC108034276|XP_016964624.1|DBIA
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC108022838|XP_016947499.1|DBIA
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC108034085|XP_016964340.1|DBIA
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC108033736|XP_016963778.1|DBIA
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC108034818|XP_016965363.1|DBIA
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC108027906|XP_016955014.1|DBIA
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC108032811|XP_016962313.1|DBIA
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC108033944|XP_016964118.1|DBIA
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC108030163|XP_016958385.1|DBIA
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC108028535|XP_016955920.1|DBIA
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC108022992|XP_016947711.1|DBIA
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC108030717|XP_016959248.1|DBIA
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC108023994|XP_016949219.1|DBIA
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC108032624|XP_016962051.1|DBIA
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC108034245|XP_016964586.1|DBIA
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC108034246|XP_016964587.1|DBIA
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC108029217|XP_016956896.1|DBIA
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC108032013|XP_016961303.1|DBIA
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC108027890|XP_016954998.1|DBIA
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC108035579|XP_016966738.1|DBIA
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC108032640|XP_016962075.1|DBIA
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC108034799|XP_016965289.1|DBIA
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC108036097|XP_016967552.1|DBIA
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC108033320|XP_016963087.1|DBIA
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC108022589|XP_016947105.1|DBIA
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC108022919|XP_016947618.1|DBIA
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC108022485|XP_016946927.1|DBIA
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC108033634|XP_016963541.1|DBIA
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC108029280|XP_016956967.1|DBIA
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC108027820|XP_016954888.1|DBIA
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC108032574|XP_016961962.1|DBIA
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC108033852|XP_016963977.1|DBIA
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC108036746|XP_016968544.1|DBIA
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC108036745|XP_016968543.1|DBIA
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC108032119|XP_016961441.1|DBIA
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC108036425|XP_016968042.1|DBIA
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC108028953|XP_016956480.1|DBIA
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC108029032|XP_016956570.1|DBIA
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC108022795|XP_016947414.1|DBIA
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC108027032|XP_016953718.1|DBIA
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC108027933|XP_016955051.1|DBIA
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC108032379|XP_016961689.1|DBIA
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC108032697|XP_016962163.1|DBIA
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC108033983|XP_016964196.1|DBIA
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC108023756|XP_016948883.1|DBIA
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC108034223|XP_016964554.1|DBIA
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC108034337|XP_016964709.1|DBIA
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC108034135|XP_016964413.1|DBIA
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC108027893|XP_016955000.1|DBIA
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC108026846|XP_016953513.1|DBIA
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC108033803|XP_016963908.1|DBIA
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC108033815|XP_016963929.1|DBIA
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC108036024|XP_016967443.1|DBIA
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC108029397|XP_016957115.1|DBIA
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC108029106|XP_016956699.1|DBIA
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC108029087|XP_016956665.1|DBIA
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC108036121|XP_016967595.1|DBIA
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC108034236|XP_016964574.1|DBIA
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC108033996|XP_016964212.1|DBIA
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC108034075|XP_016964325.1|DBIA
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC108033937|XP_016964105.1|DBIA
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC108030360|XP_016958716.1|DBIA
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC108027907|XP_016955015.1|DBIA
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC108036708|XP_016968494.1|DBIA
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC108030196|XP_016958441.1|DBIA
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC108030197|XP_016958442.1|DBIA
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC108029522|XP_016957311.1|DBIA
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC108029044|XP_016956586.1|DBIA
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC108029063|XP_016956621.1|DBIA
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC108029115|XP_016956716.1|DBIA
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC108029198|XP_016956864.1|DBIA
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC108036766|XP_016968594.1|DBIA
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC108029047|XP_016956599.1|DBIA
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC108033810|XP_016963918.1|DBIA
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC108022690|XP_016947250.1|DBIA
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC108034081|XP_016964335.1|DBIA
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC108034149|XP_016964437.1|DBIA
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC108034314|XP_016964672.1|DBIA
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC108033828|XP_016963943.1|DBIA
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC108035845|XP_016967080.1|DBIA
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC108030489|XP_016958863.1|DBIA
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC108033371|XP_016963178.1|DBIA
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC108033779|XP_016963871.1|DBIA
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC108035205|XP_016966205.1|DBIA
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC108033824|XP_016963940.1|DBIA
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC108034739|XP_016965172.1|DBIA
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC108025859|XP_016952016.1|DBIA
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC108022947|XP_016947652.1|DBIA
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC108028887|XP_016956393.1|DBIA
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC108036742|XP_016968539.1|DBIA
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC108029142|XP_016956756.1|DBIA
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC108033906|XP_016964061.1|DBIA
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC108035157|XP_016966100.1|DBIA
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC108036693|XP_016968471.1|DBIA
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC108036830|XP_016968663.1|DBIA
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC108026680|XP_016953245.1|DBIA
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC108026754|XP_016953372.1|DBIA
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC108022481|XP_016946921.1|DBIA
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC108029023|XP_016956558.1|DBIA
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC108035178|XP_016966138.1|DBIA
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC108034900|XP_016965615.1|DBIA
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC108022606|XP_016947131.1|DBIA
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC108030321|XP_016958654.1|DBIA
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC108036749|XP_016968546.1|DBIA
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC108032580|XP_016961973.1|DBIA
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC108032787|XP_016962280.1|DBIA
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC108035962|XP_016967264.1|DBIA
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC108034195|XP_016964512.1|DBIA
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC108031990|XP_016961274.1|DBIA
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC108033898|XP_016964043.1|DBIA
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC108032806|XP_016962303.1|DBIA
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC108032444|XP_016961758.1|DBIA
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC108033644|XP_016963566.1|DBIA
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC108033643|XP_016963565.1|DBIA
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC108033527|XP_016963361.1|DBIA
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC108033869|XP_016964001.1|DBIA
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC108029260|XP_016956944.1|DBIA
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC108033896|XP_016964040.1|DBIA
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC108029259|XP_016956943.1|DBIA
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC108027825|XP_016954895.1|DBIA
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC108027868|XP_016954971.1|DBIA
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC108027804|XP_016954872.1|DBIA
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC108029711|XP_016957676.1|DBIA
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC108029999|XP_016958003.1|DBIA
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC108034253|XP_016964596.1|DBIA
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC108035838|XP_016967072.1|DBIA
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC108026774|XP_016953413.1|DBIA
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC108023749|XP_016948876.1|DBIA
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC108026734|XP_016953336.1|DBIA
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC108032418|XP_016961727.1|DBIA
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC108033722|XP_016963747.1|DBIA
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC108036086|XP_016967525.1|DBIA
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC108033864|XP_016963992.1|DBIA
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC108033783|XP_016963875.1|DBIA
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC108035227|XP_016966249.1|DBIA
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC108036839|XP_016968683.1|DBIA
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC108029220|XP_016956903.1|DBIA
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC108032546|XP_016961912.1|DBIA
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC108032820|XP_016962323.1|DBIA
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC108031997|XP_016961279.1|DBIA
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC108034059|XP_016964303.1|DBIA
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC108035476|XP_016966615.1|DBIA
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC108036744|XP_016968542.1|DBIA
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC108034129|XP_016964406.1|DBIA
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC108027831|XP_016954906.1|DBIA
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC108030304|XP_016958627.1|DBIA
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC108033988|XP_016964201.1|DBIA
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC108027816|XP_016954884.1|DBIA
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC108034069|XP_016964315.1|DBIA
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC108026578|XP_016953019.1|DBIA
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC108033625|XP_016963503.1|DBIA
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC108032618|XP_016962046.1|DBIA
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC108036080|XP_016967515.1|DBIA
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC108023116|XP_016947871.1|DBIA
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC108034113|XP_016964379.1|DBIA
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC108036115|XP_016967582.1|DBIA
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC108026770|XP_016953403.1|DBIA
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC108034255|XP_016964600.1|DBIA
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC108036825|XP_016968658.1|DBIA
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC108034011|XP_016964235.1|DBIA
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC108033811|XP_016963919.1|DBIA
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC108029045|XP_016956589.1|DBIA
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC108027760|XP_016954801.1|DBIA
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC108036754|XP_016968569.1|DBIA
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC108029110|XP_016956712.1|DBIA
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC108029076|XP_016956646.1|DBIA
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC108026790|XP_016953440.1|DBIA
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC108023663|XP_016948773.1|DBIA
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC108028329|XP_016955558.1|DBIA
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC108033858|XP_016963984.1|DBIA
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC108022022|XP_016946356.1|DBIA
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC108033413|XP_016963223.1|DBIA
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC108029135|XP_016956747.1|DBIA
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC108034153|XP_016964442.1|DBIA
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC108027828|XP_016954899.1|DBIA
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC108036854|XP_016968716.1|DBIA
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC108033920|XP_016964080.1|DBIA
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC108033823|XP_016963937.1|DBIA
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC108023311|XP_016948101.1|DBIA
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC108022853|XP_016947516.1|DBIA
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC108033412|XP_016963222.1|DBIA
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC108025206|XP_016951027.1|DBIA
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC108024977|XP_016950710.1|DBIA
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC108034480|XP_016964871.1|DBIA
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC108035258|XP_016966293.1|DBIA
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC108031911|XP_016961168.1|DBIA
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC108024507|XP_016949942.1|DBIA
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC108030733|XP_016959303.1|DBIA
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC108035429|XP_016966549.1|DBIA
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC108023689|XP_016948801.1|DBIA
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC108030584|XP_016959041.1|DBIA
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC108022556|XP_016947039.1|DBIA
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC108022497|XP_016946942.1|DBIA
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC108032631|XP_016962103.1|DBIA
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC108031124|XP_016959825.1|DBIA
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC108031581|XP_016960635.1|DBIA
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC108034677|XP_016965108.1|DBIA
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC108030803|XP_016959381.1|DBIA
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC108030807|XP_016959395.1|DBIA
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC108023553|XP_016948623.1|DBIA
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC108026676|XP_016953238.1|DBIA
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC108029771|XP_016957768.1|DBIA
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC108029622|XP_016957503.1|DBIA
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC108036730|XP_016968516.1|DBIA
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC108025418|XP_016951388.1|DBIA
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC108025300|XP_016951182.1|DBIA, LOC108022033|XP_016946368.1|DBIA
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC108030282|XP_016958600.1|DBIA
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC108022581|XP_016947088.1|DBIA
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC108022851|XP_016947513.1|DBIA
