Orthogroup	BCOP.longest_only	DMAU.longest_only
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC117147254|XP_033169964.1|DMAU
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC117145078|XP_033166486.1|DMAU
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC117139401|XP_033157559.1|DMAU
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC117142720|XP_033162773.1|DMAU
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC117145297|XP_033166780.1|DMAU
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC117143416|XP_033164009.1|DMAU
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC117144985|XP_033166345.1|DMAU
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC117143126|XP_033163506.1|DMAU
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC117148579|XP_033171937.1|DMAU
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC117147185|XP_033169876.1|DMAU
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC117146515|XP_033168673.1|DMAU
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC117142655|XP_033162672.1|DMAU
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC117138514|XP_033156539.1|DMAU
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC117148449|XP_033171714.1|DMAU
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC117142789|XP_033162876.1|DMAU
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC117142614|XP_033162587.1|DMAU
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC117148211|XP_033171391.1|DMAU
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC117147355|XP_033170109.1|DMAU
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC117143881|XP_033164658.1|DMAU
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC117142752|XP_033162824.1|DMAU
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC117146949|XP_033169495.1|DMAU
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC117151059|XP_033174173.1|DMAU
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC117144377|XP_033165398.1|DMAU
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC117143270|XP_033163739.1|DMAU
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC117145152|XP_033166583.1|DMAU
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC117148722|XP_033172165.1|DMAU
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC117137530|XP_033154907.1|DMAU
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC117146501|XP_033168643.1|DMAU
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC117145802|XP_033167491.1|DMAU
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC117145807|XP_033167499.1|DMAU
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC117148352|XP_033171580.1|DMAU
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC117145748|XP_033167401.1|DMAU
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC117143486|XP_033164090.1|DMAU
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC117146793|XP_033169223.1|DMAU
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC117148213|XP_033171393.1|DMAU
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC117146589|XP_033168801.1|DMAU
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC117147773|XP_033170700.1|DMAU
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC117147249|XP_033169957.1|DMAU
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC117148420|XP_033171680.1|DMAU
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC117141492|XP_033160868.1|DMAU
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC117135289|XP_033151351.1|DMAU
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC117148227|XP_033171407.1|DMAU
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC117146897|XP_033169394.1|DMAU
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC117147086|XP_033169742.1|DMAU
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC117150392|XP_033173146.1|DMAU
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC117147544|XP_033170371.1|DMAU
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC117146862|XP_033169331.1|DMAU
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC117142245|XP_033161988.1|DMAU
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC117148614|XP_033171986.1|DMAU
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC117147363|XP_033170118.1|DMAU
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC117143347|XP_033163905.1|DMAU
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC117144301|XP_033165298.1|DMAU
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC117144706|XP_033165936.1|DMAU
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC117143275|XP_033163745.1|DMAU
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC117148069|XP_033171157.1|DMAU
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC117148708|XP_033172145.1|DMAU
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC117146956|XP_033169509.1|DMAU
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC117143218|XP_033163661.1|DMAU
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC117142448|XP_033162308.1|DMAU
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC117144083|XP_033164989.1|DMAU
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC117142392|XP_033162229.1|DMAU
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC117145938|XP_033167707.1|DMAU
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC117144586|XP_033165751.1|DMAU
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC117145624|XP_033167233.1|DMAU
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC117145027|XP_033166419.1|DMAU
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC117147042|XP_033169665.1|DMAU
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC117147269|XP_033169985.1|DMAU
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC117141960|XP_033161631.1|DMAU
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC117148782|XP_033172278.1|DMAU
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC117142575|XP_033162533.1|DMAU
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC117143214|XP_033163653.1|DMAU
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC117142884|XP_033163048.1|DMAU
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC117142883|XP_033163047.1|DMAU
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	LOC117145620|XP_033167229.1|DMAU
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC117148112|XP_033171221.1|DMAU
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC117148214|XP_033171394.1|DMAU
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC117147844|XP_033170798.1|DMAU
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC117148026|XP_033171087.1|DMAU
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC117143445|XP_033164044.1|DMAU
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC117144683|XP_033165896.1|DMAU
OG0004641	LOC119079520|XP_037043382.1|BCOP	LOC117146772|XP_033169184.1|DMAU
OG0004642	LOC119066985|XP_037025605.1|BCOP	LOC117141022|XP_033160186.1|DMAU
OG0004643	LOC119074926|XP_037037215.1|BCOP	LOC117144958|XP_033166305.1|DMAU
OG0004644	LOC119069417|XP_037029365.1|BCOP	LOC117146654|XP_033168880.1|DMAU
OG0004645	LOC119069141|XP_037028942.1|BCOP	LOC117150324|XP_033173053.1|DMAU
OG0004646	LOC119081486|XP_037046381.1|BCOP	LOC117142322|XP_033162124.1|DMAU
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC117147199|XP_033169899.1|DMAU
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC117148802|XP_033172308.1|DMAU
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC117148276|XP_033171480.1|DMAU
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC117150594|XP_033173443.1|DMAU
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC117145066|XP_033166471.1|DMAU
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC117142369|XP_033162186.1|DMAU
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC117142078|XP_033161850.1|DMAU
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC117150328|XP_033173063.1|DMAU
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC117143899|XP_033164696.1|DMAU
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC117147187|XP_033169880.1|DMAU
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC117145443|XP_033166992.1|DMAU
OG0004658	LOC119069799|XP_037029849.1|BCOP	LOC117145929|XP_033167693.1|DMAU
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC117145536|XP_033167122.1|DMAU
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC117143837|XP_033164579.1|DMAU
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC117145556|XP_033167149.1|DMAU
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC117143710|XP_033164400.1|DMAU
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	LOC117146656|XP_033168882.1|DMAU
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC117146657|XP_033168885.1|DMAU
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC117148927|XP_033172540.1|DMAU
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC117142478|XP_033162386.1|DMAU
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC117146058|XP_033167889.1|DMAU
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC117148060|XP_033171142.1|DMAU
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC117140812|XP_033159810.1|DMAU
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC117143295|XP_033163782.1|DMAU
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC117145471|XP_033167036.1|DMAU
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC117142716|XP_033162767.1|DMAU
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC117142298|XP_033162076.1|DMAU
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC117145155|XP_033166588.1|DMAU
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC117142689|XP_033162737.1|DMAU
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC117142956|XP_033163172.1|DMAU
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC117145949|XP_033167721.1|DMAU
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC117142971|XP_033163209.1|DMAU
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC117144407|XP_033165436.1|DMAU
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC117144182|XP_033165117.1|DMAU
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC117143523|XP_033164137.1|DMAU
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC117139349|XP_033157492.1|DMAU
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC117143442|XP_033164041.1|DMAU
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC117145009|XP_033166393.1|DMAU
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC117143029|XP_033163306.1|DMAU
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC117143395|XP_033163975.1|DMAU
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC117144117|XP_033165027.1|DMAU
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC117144606|XP_033165789.1|DMAU
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC117145825|XP_033167516.1|DMAU
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC117145721|XP_033167357.1|DMAU
OG0004691	LOC119067882|XP_037027056.1|BCOP	LOC117142402|XP_033162240.1|DMAU
OG0004692	LOC119069334|XP_037029294.1|BCOP	LOC117142597|XP_033162564.1|DMAU
OG0004693	LOC119069335|XP_037029296.1|BCOP	LOC117144050|XP_033164912.1|DMAU
OG0004694	LOC119069931|XP_037030050.1|BCOP	LOC117143971|XP_033164797.1|DMAU
OG0004695	LOC119085775|XP_037052164.1|BCOP	LOC117143059|XP_033163402.1|DMAU
OG0004696	LOC119067271|XP_037026045.1|BCOP	LOC117144983|XP_033166343.1|DMAU
OG0004697	LOC119083569|XP_037049208.1|BCOP	LOC117147727|XP_033170618.1|DMAU
OG0004698	LOC119070142|XP_037030365.1|BCOP	LOC117147596|XP_033170436.1|DMAU
OG0004699	LOC119068528|XP_037028033.1|BCOP	LOC117144814|XP_033166081.1|DMAU
OG0004700	LOC119085391|XP_037051682.1|BCOP	LOC117143842|XP_033164587.1|DMAU
OG0004701	LOC119085009|XP_037051087.1|BCOP	LOC117142964|XP_033163184.1|DMAU
OG0004702	LOC119081642|XP_037046618.1|BCOP	LOC117142813|XP_033162918.1|DMAU
OG0004703	LOC119070468|XP_037030719.1|BCOP	LOC117145071|XP_033166477.1|DMAU
OG0004704	LOC119067944|XP_037027156.1|BCOP	LOC117145453|XP_033167013.1|DMAU
OG0004705	LOC119066382|XP_037024709.1|BCOP	LOC117143041|XP_033163375.1|DMAU
OG0004706	LOC119069967|XP_037030097.1|BCOP	LOC117139174|XP_033157227.1|DMAU
OG0004707	LOC119068233|XP_037027644.1|BCOP	LOC117137238|XP_033154494.1|DMAU
OG0004708	LOC119067010|XP_037025632.1|BCOP	LOC117142569|XP_033162525.1|DMAU
OG0004709	LOC119067468|XP_037026352.1|BCOP	LOC117144660|XP_033165852.1|DMAU
OG0004710	LOC119067263|XP_037026037.1|BCOP	LOC117146084|XP_033167924.1|DMAU
OG0004711	LOC119070403|XP_037030622.1|BCOP	LOC117144973|XP_033166329.1|DMAU
OG0004712	LOC119074248|XP_037036167.1|BCOP	LOC117142905|XP_033163078.1|DMAU
OG0004713	LOC119085702|XP_037052046.1|BCOP	LOC117142811|XP_033162911.1|DMAU
OG0004714	LOC119082075|XP_037047314.1|BCOP	LOC117142948|XP_033163158.1|DMAU
OG0004715	LOC119066127|XP_037024308.1|BCOP	LOC117140708|XP_033159667.1|DMAU
OG0004716	LOC119067216|XP_037025954.1|BCOP	LOC117143682|XP_033164357.1|DMAU
OG0004717	LOC119068114|XP_037027455.1|BCOP	LOC117148592|XP_033171961.1|DMAU
OG0004718	LOC119078746|XP_037042340.1|BCOP	LOC117151061|XP_033174182.1|DMAU
OG0004719	LOC119069959|XP_037030085.1|BCOP	LOC117142854|XP_033162985.1|DMAU
OG0004720	LOC119068883|XP_037028643.1|BCOP	LOC117146120|XP_033168008.1|DMAU
OG0004721	LOC119067982|XP_037027224.1|BCOP	LOC117145528|XP_033167112.1|DMAU
OG0004722	LOC119069923|XP_037030038.1|BCOP	LOC117145381|XP_033166905.1|DMAU
OG0004723	LOC119067572|XP_037026551.1|BCOP	LOC117148503|XP_033171796.1|DMAU
OG0004724	LOC119070559|XP_037030860.1|BCOP	LOC117144910|XP_033166236.1|DMAU
OG0004725	LOC119070563|XP_037030866.1|BCOP	LOC117142416|XP_033162260.1|DMAU
OG0004726	LOC119069953|XP_037030077.1|BCOP	LOC117142514|XP_033162443.1|DMAU
OG0004727	LOC119068215|XP_037027604.1|BCOP	LOC117144720|XP_033165949.1|DMAU
OG0004728	LOC119068218|XP_037027606.1|BCOP	LOC117144029|XP_033164880.1|DMAU
OG0004729	LOC119068800|XP_037028470.1|BCOP	LOC117146759|XP_033169146.1|DMAU
OG0004730	LOC119066254|XP_037024485.1|BCOP	LOC117138867|XP_033156864.1|DMAU
OG0004731	LOC119070081|XP_037030284.1|BCOP	LOC117143299|XP_033163795.1|DMAU
OG0004732	LOC119070359|XP_037030549.1|BCOP	LOC117144580|XP_033165746.1|DMAU
OG0004733	LOC119079430|XP_037043236.1|BCOP	LOC117143306|XP_033163806.1|DMAU
OG0004734	LOC119067926|XP_037027133.1|BCOP	LOC117144264|XP_033165255.1|DMAU
OG0004735	LOC119069171|XP_037028977.1|BCOP	LOC117142622|XP_033162599.1|DMAU
OG0004736	LOC119068103|XP_037027422.1|BCOP	LOC117144530|XP_033165645.1|DMAU
OG0004737	LOC119067052|XP_037025692.1|BCOP	LOC117145511|XP_033167091.1|DMAU
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	LOC117144079|XP_033164984.1|DMAU
OG0004739	LOC119069316|XP_037029263.1|BCOP	LOC117145075|XP_033166483.1|DMAU
OG0004740	LOC119067892|XP_037027074.1|BCOP	LOC117145450|XP_033167009.1|DMAU
OG0004741	LOC119067879|XP_037027044.1|BCOP	LOC117145981|XP_033167779.1|DMAU
OG0004742	LOC119085059|XP_037051171.1|BCOP	LOC117146327|XP_033168296.1|DMAU
OG0004743	LOC119069096|XP_037028884.1|BCOP	LOC117143103|XP_033163475.1|DMAU
OG0004744	LOC119078060|XP_037041386.1|BCOP	LOC117141563|XP_033160965.1|DMAU
OG0004745	LOC119067589|XP_037026582.1|BCOP	LOC117142800|XP_033162898.1|DMAU
OG0004746	LOC119069828|XP_037029885.1|BCOP	LOC117145933|XP_033167699.1|DMAU
OG0004747	LOC119069829|XP_037029886.1|BCOP	LOC117145935|XP_033167702.1|DMAU
OG0004748	LOC119075771|XP_037038213.1|BCOP	LOC117145931|XP_033167695.1|DMAU
OG0004749	LOC119069481|XP_037029443.1|BCOP	LOC117145876|XP_033167591.1|DMAU
OG0004750	LOC119069260|XP_037029212.1|BCOP	LOC117144087|XP_033164992.1|DMAU
OG0004751	LOC119069668|XP_037029682.1|BCOP	LOC117143456|XP_033164058.1|DMAU
OG0004752	LOC119069343|XP_037029309.1|BCOP	LOC117143891|XP_033164684.1|DMAU
OG0004753	LOC119067355|XP_037026159.1|BCOP	LOC117142315|XP_033162112.1|DMAU
OG0004754	LOC119067352|XP_037026157.1|BCOP	LOC117144650|XP_033165840.1|DMAU
OG0004755	LOC119080984|XP_037045527.1|BCOP	LOC117142645|XP_033162642.1|DMAU
OG0004756	LOC119080730|XP_037045153.1|BCOP	LOC117142642|XP_033162639.1|DMAU
OG0004757	LOC119067873|XP_037027030.1|BCOP	LOC117145425|XP_033166962.1|DMAU
OG0004758	LOC119070554|XP_037030850.1|BCOP	LOC117142232|XP_033161974.1|DMAU
OG0004759	LOC119069605|XP_037029591.1|BCOP	LOC117142864|XP_033163017.1|DMAU
OG0004760	LOC119070578|XP_037030880.1|BCOP	LOC117143340|XP_033163894.1|DMAU
OG0004761	LOC119069129|XP_037028924.1|BCOP	LOC117144224|XP_033165174.1|DMAU
OG0004762	LOC119067783|XP_037026816.1|BCOP	LOC117135332|XP_033151424.1|DMAU
OG0004763	LOC119067997|XP_037027252.1|BCOP	LOC117143355|XP_033163919.1|DMAU
OG0004764	LOC119067356|XP_037026160.1|BCOP	LOC117144619|XP_033165805.1|DMAU
OG0004765	LOC119069468|XP_037029415.1|BCOP	LOC117145454|XP_033167014.1|DMAU
OG0004766	LOC119067506|XP_037026412.1|BCOP	LOC117142281|XP_033162054.1|DMAU
OG0004767	LOC119070408|XP_037030630.1|BCOP	LOC117143044|XP_033163378.1|DMAU
OG0004768	LOC119069191|XP_037029032.1|BCOP	LOC117143043|XP_033163377.1|DMAU
OG0004769	LOC119079864|XP_037043837.1|BCOP	LOC117135701|XP_033152006.1|DMAU
OG0004770	LOC119074486|XP_037036528.1|BCOP	LOC117144005|XP_033164851.1|DMAU
OG0004771	LOC119068586|XP_037028127.1|BCOP	LOC117142545|XP_033162486.1|DMAU
OG0004772	LOC119084665|XP_037050639.1|BCOP	LOC117144119|XP_033165030.1|DMAU
OG0004773	LOC119067991|XP_037027247.1|BCOP	LOC117144052|XP_033164914.1|DMAU
OG0004774	LOC119067992|XP_037027248.1|BCOP	LOC117144053|XP_033164916.1|DMAU
OG0004775	LOC119067990|XP_037027244.1|BCOP	LOC117142336|XP_033162142.1|DMAU
OG0004776	LOC119085433|XP_037051748.1|BCOP	LOC117138681|XP_033156827.1|DMAU
OG0004777	LOC119069288|XP_037029251.1|BCOP	LOC117141386|XP_033160692.1|DMAU
OG0004778	LOC119068433|XP_037027898.1|BCOP	LOC117140321|XP_033159064.1|DMAU
OG0004779	LOC119073964|XP_037035763.1|BCOP	LOC117142588|XP_033162551.1|DMAU
OG0004780	LOC119078505|XP_037041959.1|BCOP	LOC117135325|XP_033151414.1|DMAU
OG0004781	LOC119069795|XP_037029836.1|BCOP	LOC117145306|XP_033166790.1|DMAU
OG0004782	LOC119070124|XP_037030338.1|BCOP	LOC117146118|XP_033168002.1|DMAU
OG0004783	LOC119083283|XP_037048870.1|BCOP	LOC117146798|XP_033169229.1|DMAU
OG0004784	LOC119068807|XP_037028475.1|BCOP	LOC117144136|XP_033165053.1|DMAU
OG0004785	LOC119068935|XP_037028694.1|BCOP	LOC117145219|XP_033166681.1|DMAU
OG0004786	LOC119069254|XP_037029203.1|BCOP	LOC117144819|XP_033166092.1|DMAU
OG0004787	LOC119069280|XP_037029237.1|BCOP	LOC117144207|XP_033165147.1|DMAU
OG0004788	LOC119069238|XP_037029174.1|BCOP	LOC117145032|XP_033166426.1|DMAU
OG0004789	LOC119069256|XP_037029205.1|BCOP	LOC117145033|XP_033166428.1|DMAU
OG0004790	LOC119069286|XP_037029249.1|BCOP	LOC117143317|XP_033163852.1|DMAU
OG0004791	LOC119069204|XP_037029070.1|BCOP	LOC117143153|XP_033163543.1|DMAU
OG0004792	LOC119067931|XP_037027140.1|BCOP	LOC117146110|XP_033167986.1|DMAU
OG0004793	LOC119067371|XP_037026178.1|BCOP	LOC117145746|XP_033167399.1|DMAU
OG0004794	LOC119070535|XP_037030803.1|BCOP	LOC117142743|XP_033162805.1|DMAU
OG0004795	LOC119070441|XP_037030686.1|BCOP	LOC117142433|XP_033162285.1|DMAU
OG0004796	LOC119067762|XP_037026789.1|BCOP	LOC117143287|XP_033163759.1|DMAU
OG0004797	LOC119069040|XP_037028803.1|BCOP	LOC117143908|XP_033164708.1|DMAU
OG0004799	LOC119081245|XP_037045871.1|BCOP	LOC117143562|XP_033164197.1|DMAU
OG0004800	LOC119067464|XP_037026345.1|BCOP	LOC117145035|XP_033166431.1|DMAU
OG0004801	LOC119076307|XP_037038908.1|BCOP	LOC117145901|XP_033167643.1|DMAU
OG0004802	LOC119073243|XP_037034453.1|BCOP	LOC117144677|XP_033165891.1|DMAU
OG0004803	LOC119070484|XP_037030732.1|BCOP	LOC117144574|XP_033165718.1|DMAU
OG0004804	LOC119070545|XP_037030813.1|BCOP	LOC117143045|XP_033163379.1|DMAU
OG0004805	LOC119067280|XP_037026052.1|BCOP	LOC117143085|XP_033163451.1|DMAU
OG0004806	LOC119068779|XP_037028433.1|BCOP	LOC117146773|XP_033169185.1|DMAU
OG0004807	LOC119079932|XP_037043930.1|BCOP	LOC117145994|XP_033167799.1|DMAU
OG0004808	LOC119077387|XP_037040481.1|BCOP	LOC117143221|XP_033163660.1|DMAU
OG0004809	LOC119083955|XP_037049661.1|BCOP	LOC117143580|XP_033164219.1|DMAU
OG0004810	LOC119083935|XP_037049648.1|BCOP	LOC117145273|XP_033166751.1|DMAU
OG0004811	LOC119070082|XP_037030285.1|BCOP	LOC117139206|XP_033157268.1|DMAU
OG0004812	LOC119069596|XP_037029581.1|BCOP	LOC117145766|XP_033167432.1|DMAU
OG0004813	LOC119079861|XP_037043833.1|BCOP	LOC117143898|XP_033164694.1|DMAU
OG0004814	LOC119067023|XP_037025646.1|BCOP	LOC117142696|XP_033162744.1|DMAU
OG0004815	LOC119083592|XP_037049229.1|BCOP	LOC117148544|XP_033171868.1|DMAU
OG0004816	LOC119069056|XP_037028825.1|BCOP	LOC117146565|XP_033168755.1|DMAU
OG0004817	LOC119069060|XP_037028830.1|BCOP	LOC117146564|XP_033168754.1|DMAU
OG0004818	LOC119067224|XP_037025965.1|BCOP	LOC117143879|XP_033164656.1|DMAU
OG0004819	LOC119068473|XP_037027980.1|BCOP	LOC117142266|XP_033162023.1|DMAU
OG0004820	LOC119068667|XP_037028244.1|BCOP	LOC117143975|XP_033164803.1|DMAU
OG0004821	LOC119085770|XP_037052157.1|BCOP	LOC117142539|XP_033162478.1|DMAU
OG0004822	LOC119069781|XP_037029818.1|BCOP	LOC117145971|XP_033167765.1|DMAU
OG0004823	LOC119068767|XP_037028415.1|BCOP	LOC117142746|XP_033162808.1|DMAU
OG0004824	LOC119068789|XP_037028443.1|BCOP	LOC117142747|XP_033162816.1|DMAU
OG0004825	LOC119085044|XP_037051150.1|BCOP	LOC117146330|XP_033168313.1|DMAU
OG0004826	LOC119085265|XP_037051511.1|BCOP	LOC117143857|XP_033164612.1|DMAU
OG0004827	LOC119068308|XP_037027748.1|BCOP	LOC117143452|XP_033164052.1|DMAU
OG0004828	LOC119069743|XP_037029777.1|BCOP	LOC117142589|XP_033162552.1|DMAU
OG0004829	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP	LOC117143918|XP_033164724.1|DMAU
OG0004830	LOC119067939|XP_037027150.1|BCOP	LOC117142876|XP_033163038.1|DMAU
OG0004831	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP	LOC117139507|XP_033157754.1|DMAU
OG0004832	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP	LOC117146009|XP_033167820.1|DMAU
OG0004833	LOC119067299|XP_037026095.1|BCOP	LOC117144158|XP_033165081.1|DMAU
OG0004834	LOC119067924|XP_037027126.1|BCOP	LOC117143558|XP_033164191.1|DMAU
OG0004835	LOC119070460|XP_037030708.1|BCOP	LOC117145320|XP_033166805.1|DMAU
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	LOC117145674|XP_033167298.1|DMAU
OG0004837	LOC119072528|XP_037033671.1|BCOP	LOC117141452|XP_033160796.1|DMAU
OG0004838	LOC119070505|XP_037030757.1|BCOP	LOC117143866|XP_033164623.1|DMAU
OG0004839	LOC119070503|XP_037030747.1|BCOP	LOC117143671|XP_033164343.1|DMAU
OG0004840	LOC119077749|XP_037040952.1|BCOP	LOC117145043|XP_033166443.1|DMAU
OG0004841	LOC119082998|XP_037048532.1|BCOP	LOC117143641|XP_033164314.1|DMAU
OG0004842	LOC119069119|XP_037028911.1|BCOP	LOC117145384|XP_033166909.1|DMAU
OG0004843	LOC119068430|XP_037027895.1|BCOP	LOC117146072|XP_033167906.1|DMAU
OG0004844	LOC119067104|XP_037025763.1|BCOP	LOC117150239|XP_033172924.1|DMAU
