Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC115768586|XP_030569092.1|DNOV
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC115763826|XP_030562439.1|DNOV
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC115758870|XP_030555522.1|DNOV
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC115767493|XP_030567661.1|DNOV
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC115766200|XP_030565910.1|DNOV
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC115765690|XP_030565208.1|DNOV
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC115767394|XP_030567518.1|DNOV
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC115761237|XP_030558791.1|DNOV
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC115761333|XP_030558926.1|DNOV
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC115763357|XP_030561742.1|DNOV
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC115759526|XP_030556335.1|DNOV
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC115761122|XP_030558619.1|DNOV
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC115770731|XP_030571993.1|DNOV
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC115769773|XP_030570598.1|DNOV
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC115760297|XP_030557444.1|DNOV
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC115760405|XP_030557572.1|DNOV
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC115770647|XP_030571868.1|DNOV
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC115763856|XP_030562491.1|DNOV
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC115760921|XP_030558355.1|DNOV
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC115762934|XP_030561175.1|DNOV
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC115768065|XP_030568375.1|DNOV
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC115768982|XP_030569557.1|DNOV
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC115757909|XP_030554224.1|DNOV
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC115767326|XP_030567429.1|DNOV
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC115764673|XP_030563720.1|DNOV
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC115759778|XP_030556704.1|DNOV
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC115770991|XP_030572343.1|DNOV
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC115770720|XP_030571978.1|DNOV
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC115763606|XP_030562094.1|DNOV
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC115761502|XP_030559129.1|DNOV
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC115763731|XP_030562288.1|DNOV
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC115761773|XP_030559563.1|DNOV
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC115772087|XP_030573905.1|DNOV
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC115767944|XP_030568183.1|DNOV
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC115764443|XP_030563359.1|DNOV
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC115762624|XP_030560784.1|DNOV
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC115761645|XP_030559339.1|DNOV
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC115766214|XP_030565925.1|DNOV
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC115766416|XP_030566197.1|DNOV
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC115770352|XP_030571450.1|DNOV
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC115759625|XP_030556470.1|DNOV
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC115767659|XP_030567807.1|DNOV
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC115766096|XP_030565765.1|DNOV
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC115770660|XP_030571886.1|DNOV
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC115766165|XP_030565868.1|DNOV
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC115764844|XP_030563952.1|DNOV
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC115772060|XP_030573867.1|DNOV
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC115762601|XP_030560756.1|DNOV
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC115763700|XP_030562249.1|DNOV
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC115761975|XP_030559878.1|DNOV
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC115767192|XP_030567243.1|DNOV
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC115768609|XP_030569123.1|DNOV
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC115765251|XP_030564585.1|DNOV
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC115767456|XP_030567617.1|DNOV
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC115764559|XP_030563540.1|DNOV
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC115758161|XP_030554560.1|DNOV
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC115767158|XP_030567193.1|DNOV
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC115766150|XP_030565847.1|DNOV
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC115767937|XP_030568169.1|DNOV
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC115768486|XP_030568929.1|DNOV
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC115763751|XP_030562316.1|DNOV
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC115764606|XP_030563609.1|DNOV
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC115771252|XP_030572716.1|DNOV
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC115762733|XP_030560927.1|DNOV
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC115758859|XP_030555507.1|DNOV
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC115768864|XP_030569428.1|DNOV
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC115763848|XP_030562477.1|DNOV
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC115761755|XP_030559518.1|DNOV
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC115761758|XP_030559523.1|DNOV
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC115765640|XP_030565158.1|DNOV
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC115768615|XP_030569131.1|DNOV
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC115765739|XP_030565263.1|DNOV
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC115767962|XP_030568221.1|DNOV
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC115764964|XP_030564149.1|DNOV
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC115767879|XP_030568101.1|DNOV
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC115765766|XP_030565292.1|DNOV
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC115770915|XP_030572223.1|DNOV
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC115761453|XP_030559083.1|DNOV
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC115761230|XP_030558782.1|DNOV
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC115771877|XP_030573621.1|DNOV
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC115770697|XP_030571953.1|DNOV
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC115771398|XP_030572947.1|DNOV
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC115770469|XP_030571607.1|DNOV
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC115763710|XP_030562264.1|DNOV
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC115763712|XP_030562265.1|DNOV
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC115767888|XP_030568114.1|DNOV
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC115761960|XP_030559859.1|DNOV
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC115764138|XP_030562872.1|DNOV
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC115758486|XP_030555024.1|DNOV
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC115770694|XP_030571947.1|DNOV
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC115770662|XP_030571889.1|DNOV
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC115765261|XP_030564605.1|DNOV
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC115757835|XP_030554127.1|DNOV
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC115770331|XP_030571429.1|DNOV
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC115769789|XP_030570616.1|DNOV
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC115770780|XP_030572060.1|DNOV
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC115759553|XP_030556375.1|DNOV
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC115770825|XP_030572107.1|DNOV
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC115770924|XP_030572242.1|DNOV
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC115770907|XP_030572210.1|DNOV
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC115761949|XP_030559846.1|DNOV
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC115759401|XP_030556147.1|DNOV
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC115767865|XP_030568084.1|DNOV
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC115770643|XP_030571862.1|DNOV
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC115770856|XP_030572153.1|DNOV
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC115770732|XP_030571997.1|DNOV
OG0004229	LOC119071411|XP_037032184.1|BCOP	LOC115767446|XP_030567603.1|DNOV
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC115766469|XP_030566271.1|DNOV
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC115762773|XP_030560983.1|DNOV
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC115762777|XP_030560986.1|DNOV
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC115762776|XP_030560985.1|DNOV
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC115762902|XP_030561138.1|DNOV
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC115764316|XP_030563115.1|DNOV
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC115764727|XP_030563796.1|DNOV
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC115761511|XP_030559140.1|DNOV
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC115765775|XP_030565307.1|DNOV
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC115770684|XP_030571930.1|DNOV
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC115763649|XP_030562176.1|DNOV
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC115770847|XP_030572142.1|DNOV
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC115766125|XP_030565807.1|DNOV
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC115771180|XP_030572625.1|DNOV
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC115765680|XP_030565199.1|DNOV
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC115769865|XP_030570723.1|DNOV
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC115766411|XP_030566194.1|DNOV
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC115767992|XP_030568254.1|DNOV
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC115757904|XP_030554214.1|DNOV
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC115768093|XP_030568437.1|DNOV
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC115763505|XP_030561962.1|DNOV
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC115766420|XP_030566202.1|DNOV
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC115766227|XP_030565946.1|DNOV
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC115759647|XP_030556496.1|DNOV
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC115768316|XP_030568725.1|DNOV
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC115759218|XP_030555970.1|DNOV
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC115766542|XP_030566371.1|DNOV
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC115761179|XP_030558702.1|DNOV
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC115766101|XP_030565776.1|DNOV
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC115766561|XP_030566399.1|DNOV
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC115765791|XP_030565336.1|DNOV
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC115759665|XP_030556522.1|DNOV
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC115770911|XP_030572216.1|DNOV
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC115759482|XP_030556276.1|DNOV
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC115764620|XP_030563642.1|DNOV
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC115761601|XP_030559262.1|DNOV
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC115770954|XP_030572282.1|DNOV
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC115770710|XP_030571967.1|DNOV
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC115758271|XP_030554694.1|DNOV
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC115757793|XP_030554066.1|DNOV
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC115764639|XP_030563671.1|DNOV
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC115761574|XP_030559224.1|DNOV
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC115770632|XP_030571838.1|DNOV
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC115771759|XP_030573469.1|DNOV
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC115765319|XP_030564679.1|DNOV
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC115769642|XP_030570416.1|DNOV
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC115769733|XP_030570532.1|DNOV
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC115767585|XP_030567731.1|DNOV
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC115765895|XP_030565498.1|DNOV
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC115768625|XP_030569149.1|DNOV
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC115757985|XP_030554333.1|DNOV
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC115760669|XP_030557999.1|DNOV
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC115760680|XP_030558010.1|DNOV
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC115765962|XP_030565575.1|DNOV
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC115761364|XP_030558972.1|DNOV
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC115765972|XP_030565590.1|DNOV
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC115767765|XP_030567950.1|DNOV
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC115765954|XP_030565566.1|DNOV
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC115770010|XP_030570919.1|DNOV
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC115760827|XP_030558211.1|DNOV
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC115757812|XP_030554098.1|DNOV
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC115770993|XP_030572346.1|DNOV
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC115771410|XP_030572971.1|DNOV
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC115770467|XP_030571603.1|DNOV
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC115770093|XP_030571059.1|DNOV
OG0004296	LOC119066002|XP_037024114.1|BCOP	LOC115770108|XP_030571085.1|DNOV
OG0004297	LOC119082350|XP_037047763.1|BCOP	LOC115758104|XP_030554487.1|DNOV
OG0004298	LOC119074244|XP_037036164.1|BCOP	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC119082791|XP_037048280.1|BCOP	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC119071694|XP_037032577.1|BCOP	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC119066451|XP_037024847.1|BCOP	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC119071225|XP_037031934.1|BCOP	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC119066851|XP_037025413.1|BCOP	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC119078290|XP_037041675.1|BCOP	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC119085103|XP_037051244.1|BCOP	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC119080620|XP_037044919.1|BCOP	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC119070087|XP_037030295.1|BCOP	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
OG0004308	LOC119078996|XP_037042656.1|BCOP	LOC115764809|XP_030563920.1|DNOV
OG0004309	LOC119071381|XP_037032138.1|BCOP	LOC115770981|XP_030572311.1|DNOV
OG0004310	LOC119079699|XP_037043652.1|BCOP	LOC115764498|XP_030563446.1|DNOV
OG0004311	LOC119071155|XP_037031800.1|BCOP	LOC115770070|XP_030571030.1|DNOV
OG0004312	LOC119078246|XP_037041616.1|BCOP	LOC115757905|XP_030554215.1|DNOV
OG0004313	LOC119078231|XP_037041585.1|BCOP	LOC115767437|XP_030567591.1|DNOV
OG0004314	LOC119071132|XP_037031713.1|BCOP	LOC115766515|XP_030566338.1|DNOV
OG0004315	LOC119074203|XP_037036095.1|BCOP	LOC115758020|XP_030554384.1|DNOV
OG0004316	LOC119072084|XP_037033136.1|BCOP	LOC115763988|XP_030562665.1|DNOV
OG0004317	LOC119071221|XP_037031929.1|BCOP	LOC115757988|XP_030554338.1|DNOV
OG0004318	LOC119079012|XP_037042672.1|BCOP	LOC115757796|XP_030554070.1|DNOV
OG0004319	LOC119066636|XP_037025095.1|BCOP	LOC115764529|XP_030563487.1|DNOV
OG0004320	LOC119083474|XP_037049088.1|BCOP	LOC115761190|XP_030558721.1|DNOV
OG0004321	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP	LOC115763516|XP_030561977.1|DNOV
OG0004322	LOC119067228|XP_037025976.1|BCOP	LOC115761277|XP_030558854.1|DNOV
OG0004323	LOC119066661|XP_037025133.1|BCOP	LOC115765834|XP_030565418.1|DNOV
OG0004324	LOC119066663|XP_037025138.1|BCOP	LOC115765945|XP_030565551.1|DNOV
OG0004325	LOC119071806|XP_037032767.1|BCOP	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC119078748|XP_037042344.1|BCOP	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC119073828|XP_037035526.1|BCOP	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC119074172|XP_037036067.1|BCOP	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC119079572|XP_037043448.1|BCOP	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC119082104|XP_037047368.1|BCOP	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC119066091|XP_037024258.1|BCOP	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC119072643|XP_037033786.1|BCOP	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC119077375|XP_037040461.1|BCOP	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC119070088|XP_037030296.1|BCOP	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC119079944|XP_037043947.1|BCOP	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC119071972|XP_037033001.1|BCOP	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC119071398|XP_037032170.1|BCOP	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC119071337|XP_037032117.1|BCOP	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC119071271|XP_037032031.1|BCOP	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC119071295|XP_037032064.1|BCOP	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC119066421|XP_037024788.1|BCOP	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC119066093|XP_037024260.1|BCOP	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC119066834|XP_037025390.1|BCOP	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC119074201|XP_037036092.1|BCOP	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC119066137|XP_037024323.1|BCOP	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC115771306|XP_030572809.1|DNOV
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC115764519|XP_030563478.1|DNOV
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC119071899|XP_037032897.1|BCOP	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC119071517|XP_037032287.1|BCOP	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC119078166|XP_037041535.1|BCOP	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC119078317|XP_037041717.1|BCOP	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC119071871|XP_037032829.1|BCOP	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC119066430|XP_037024806.1|BCOP	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC119071928|XP_037032946.1|BCOP	LOC115764484|XP_030563430.1|DNOV
OG0004381	LOC119069548|XP_037029522.1|BCOP	LOC115764924|XP_030564090.1|DNOV
OG0004382	LOC119071477|XP_037032221.1|BCOP	LOC115757817|XP_030554100.1|DNOV
OG0004383	LOC119075393|XP_037037729.1|BCOP	LOC115764580|XP_030563588.1|DNOV
OG0004384	LOC119072616|XP_037033766.1|BCOP	LOC115764582|XP_030563590.1|DNOV
OG0004385	LOC119083533|XP_037049149.1|BCOP	LOC115758211|XP_030554621.1|DNOV
OG0004386	LOC119072602|XP_037033751.1|BCOP	LOC115757854|XP_030554150.1|DNOV
OG0004387	LOC119071847|XP_037032800.1|BCOP	LOC115771391|XP_030572937.1|DNOV
OG0004388	LOC119079112|XP_037042829.1|BCOP	LOC115757887|XP_030554190.1|DNOV
OG0004389	LOC119079017|XP_037042683.1|BCOP	LOC115769987|XP_030570914.1|DNOV
OG0004390	LOC119086004|XP_037052473.1|BCOP	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV
OG0004391	LOC119072017|XP_037033030.1|BCOP	LOC115767482|XP_030567646.1|DNOV
OG0004392	LOC119078300|XP_037041689.1|BCOP	LOC115771494|XP_030573078.1|DNOV
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC115758541|XP_030555136.1|DNOV
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC115760821|XP_030558200.1|DNOV
