Orthogroup	BCOP.longest_only	DSUZ.longest_only
OG0003343	LOC119068374|XP_037027838.1|BCOP	LOC108019072|XP_016942204.1|DSUZ
OG0003344	LOC119073967|XP_037035766.1|BCOP	LOC108021016|XP_016944985.1|DSUZ
OG0003345	LOC119081715|XP_037046732.1|BCOP	LOC108014946|XP_036676104.1|DSUZ
OG0003346	LOC119068583|XP_037028123.1|BCOP	LOC108014695|XP_016936359.1|DSUZ
OG0003347	LOC119074757|XP_037036918.1|BCOP	LOC108017516|XP_016940073.2|DSUZ
OG0003348	LOC119082125|XP_037047404.1|BCOP	LOC108005695|XP_016924511.2|DSUZ
OG0003349	LOC119067531|XP_037026480.1|BCOP	LOC108013439|XP_016934800.1|DSUZ
OG0003350	LOC119067958|XP_037027176.1|BCOP	LOC108011036|XP_016931573.1|DSUZ
OG0003351	LOC119070343|XP_037030527.1|BCOP	LOC108015324|XP_016937212.1|DSUZ
OG0003352	LOC119067736|XP_037026748.1|BCOP	LOC108017273|XP_036675491.1|DSUZ
OG0003353	LOC119067754|XP_037026777.1|BCOP	LOC108015665|XP_016937662.2|DSUZ
OG0003354	LOC119069326|XP_037029279.1|BCOP	LOC108012156|XP_016932936.2|DSUZ
OG0003355	LOC119067016|XP_037025636.1|BCOP	LOC108004844|XP_036676013.1|DSUZ, LOC118878214|XP_036675936.1|DSUZ
OG0003356	LOC119068312|XP_037027751.1|BCOP	LOC108019059|XP_016942178.1|DSUZ
OG0003357	LOC119068373|XP_037027837.1|BCOP	LOC108005165|XP_016923829.2|DSUZ
OG0003358	LOC119070857|XP_037031265.1|BCOP	LOC108021422|XP_016945623.1|DSUZ
OG0003359	LOC119066988|XP_037025609.1|BCOP	LOC108005458|XP_036676893.1|DSUZ
OG0003360	LOC119069621|XP_037029608.1|BCOP	LOC108005291|XP_036677068.1|DSUZ
OG0003361	LOC119072743|XP_037033918.1|BCOP	LOC108008966|XP_016928390.1|DSUZ
OG0003362	LOC119068692|XP_037028273.1|BCOP	LOC108010816|XP_016931252.1|DSUZ
OG0003363	LOC119068291|XP_037027724.1|BCOP	LOC108017034|XP_036674912.1|DSUZ, LOC108018328|XP_016941358.2|DSUZ
OG0003364	LOC119067019|XP_037025642.1|BCOP	LOC108006786|XP_036674183.1|DSUZ, LOC118878110|XP_036675422.1|DSUZ
OG0003365	LOC119069495|XP_037029460.1|BCOP	LOC108011251|XP_036674815.1|DSUZ
OG0003366	LOC119084642|XP_037050608.1|BCOP	LOC108015537|XP_016937502.2|DSUZ
OG0003367	LOC119067117|XP_037025786.1|BCOP	LOC118877515|XP_036672444.1|DSUZ, LOC118877281|XP_036671104.1|DSUZ
OG0003368	LOC119070278|XP_037030436.1|BCOP	LOC118877341|XP_036671615.1|DSUZ, LOC108020452|XP_016944263.2|DSUZ
OG0003369	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP	LOC108017130|XP_016939594.2|DSUZ
OG0003370	LOC119067850|XP_037026982.1|BCOP	LOC108016218|XP_016938337.2|DSUZ
OG0003371	LOC119085582|XP_037051895.1|BCOP	LOC108018909|XP_016941990.1|DSUZ
OG0003372	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP	LOC108018205|XP_016941211.1|DSUZ
OG0003373	LOC119080965|XP_037045500.1|BCOP	LOC108019485|XP_016942802.2|DSUZ
OG0003374	LOC119067288|XP_037026067.1|BCOP	LOC108005140|XP_036677267.1|DSUZ
OG0003375	LOC119068220|XP_037027611.1|BCOP	LOC108014623|XP_036674422.1|DSUZ, LOC108006761|XP_036675502.1|DSUZ
OG0003376	LOC119067108|XP_037025768.1|BCOP	LOC108006777|XP_016925817.1|DSUZ, LOC108012039|XP_016932808.2|DSUZ
OG0003377	LOC119067073|XP_037025700.1|BCOP	LOC108006774|XP_036675406.1|DSUZ, LOC108012031|XP_036674111.1|DSUZ
OG0003378	LOC119074460|XP_037036496.1|BCOP	LOC108018460|XP_016941505.2|DSUZ
OG0003379	LOC119066345|XP_037024653.1|BCOP	LOC108020509|XP_016944332.1|DSUZ, LOC118879359|XP_036678107.1|DSUZ
OG0003380	LOC119068135|XP_037027492.1|BCOP	LOC108020501|XP_016944319.2|DSUZ
OG0003381	LOC119084986|XP_037051050.1|BCOP	LOC108007412|XP_016926557.1|DSUZ
OG0003382	LOC119085043|XP_037051152.1|BCOP	LOC108019526|XP_036673201.1|DSUZ
OG0003383	LOC119069275|XP_037029229.1|BCOP	LOC108006971|XP_016926066.2|DSUZ
OG0003384	LOC119076142|XP_037038712.1|BCOP	LOC108019493|XP_036668729.1|DSUZ
OG0003385	LOC119068238|XP_037027658.1|BCOP	LOC108006082|XP_036672929.1|DSUZ
OG0003386	LOC119067955|XP_037027174.1|BCOP	LOC108011497|XP_016932136.2|DSUZ
OG0003387	LOC119067949|XP_037027163.1|BCOP	LOC108013867|XP_036673205.1|DSUZ
OG0003388	LOC119068051|XP_037027316.1|BCOP	LOC108005488|XP_016924282.1|DSUZ
OG0003389	LOC119067902|XP_037027084.1|BCOP	LOC108009911|XP_016930125.1|DSUZ
OG0003390	LOC119071310|XP_037032084.1|BCOP	LOC108018454|XP_016941500.2|DSUZ
OG0003391	LOC119068714|XP_037028298.1|BCOP	LOC108020801|XP_036674152.1|DSUZ
OG0003392	LOC119068485|XP_037027990.1|BCOP	LOC118879358|XP_036678106.1|DSUZ, LOC108015670|XP_016937669.2|DSUZ
OG0003393	LOC119069114|XP_037028902.1|BCOP	LOC108010736|XP_036674204.1|DSUZ
OG0003394	LOC119069111|XP_037028898.1|BCOP	LOC108017152|XP_036674968.1|DSUZ, LOC108013856|XP_036672687.1|DSUZ
OG0003395	LOC119069108|XP_037028894.1|BCOP	LOC108018327|XP_036672842.1|DSUZ, LOC108017035|XP_036675186.1|DSUZ
OG0003396	LOC119069094|XP_037028880.1|BCOP	LOC108014399|XP_036678218.1|DSUZ, LOC108007611|XP_036673480.1|DSUZ
OG0003397	LOC119068657|XP_037028229.1|BCOP	LOC118879229|XP_036678017.1|DSUZ, LOC108005591|XP_036673159.1|DSUZ, LOC108014601|XP_036673899.1|DSUZ
OG0003398	LOC119071075|XP_037031608.1|BCOP	LOC108006094|XP_016925030.1|DSUZ
OG0003399	LOC119067781|XP_037026814.1|BCOP	LOC108005011|XP_016923634.2|DSUZ
OG0003400	LOC119070122|XP_037030331.1|BCOP	LOC118877679|XP_036673257.1|DSUZ
OG0003401	LOC119069955|XP_037030079.1|BCOP	LOC108004967|XP_036672946.1|DSUZ
OG0003402	LOC119069975|XP_037030113.1|BCOP	LOC108006449|XP_016925463.2|DSUZ
OG0003403	LOC119067717|XP_037026729.1|BCOP	LOC108009627|XP_016929604.1|DSUZ
OG0003404	LOC119067251|XP_037026022.1|BCOP	LOC108017544|XP_016940109.2|DSUZ, LOC108010984|XP_036674708.1|DSUZ
OG0003405	LOC119085716|XP_037052060.1|BCOP	LOC108008446|XP_016927787.1|DSUZ
OG0003406	LOC119067976|XP_037027217.1|BCOP	LOC108017506|XP_016940056.2|DSUZ
OG0003407	LOC119067980|XP_037027222.1|BCOP	LOC108017462|XP_036674639.1|DSUZ
OG0003408	LOC119085715|XP_037052059.1|BCOP	LOC108015722|XP_036674059.1|DSUZ
OG0003409	LOC119069423|XP_037029368.1|BCOP	LOC108011346|XP_016931945.2|DSUZ
OG0003410	LOC119069980|XP_037030117.1|BCOP	LOC108020494|XP_016944314.2|DSUZ
OG0003411	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP	LOC108014814|XP_036673484.1|DSUZ
OG0003412	LOC119072869|XP_037034069.1|BCOP	LOC108011719|XP_016932429.1|DSUZ
OG0003413	LOC119068535|XP_037028043.1|BCOP	LOC108011614|XP_016932273.2|DSUZ, LOC118876795|XP_036673662.1|DSUZ
OG0003414	LOC119067166|XP_037025864.1|BCOP	LOC108013163|XP_016934349.1|DSUZ
OG0003415	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP	LOC108006276|XP_016925219.1|DSUZ
OG0003416	LOC119079886|XP_037043867.1|BCOP	LOC108014405|XP_036672726.1|DSUZ
OG0003417	LOC119069314|XP_037029260.1|BCOP	LOC108007833|XP_036674734.1|DSUZ
OG0003418	LOC119072327|XP_037033414.1|BCOP	LOC108008064|XP_016927336.1|DSUZ
OG0003419	LOC119067325|XP_037026126.1|BCOP	LOC108004823|XP_016923382.2|DSUZ
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC108004817|XP_036672839.1|DSUZ
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC108007224|XP_036674731.1|DSUZ
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC108007230|XP_016926355.2|DSUZ
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC108009500|XP_016929390.1|DSUZ
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC108014391|XP_036673186.1|DSUZ, LOC108014390|XP_016935983.2|DSUZ
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC108014895|XP_016936604.2|DSUZ
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC108014887|XP_016936594.2|DSUZ
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC108010526|XP_016930890.2|DSUZ
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC108008688|XP_016928070.1|DSUZ
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC108020411|XP_016944198.1|DSUZ
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC108005937|XP_036675223.1|DSUZ
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC108004860|XP_016923431.2|DSUZ
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC108015450|XP_036675364.1|DSUZ
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC108011907|XP_016932646.2|DSUZ, LOC108005358|XP_016924092.2|DSUZ
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC118879481|XP_036678246.1|DSUZ, LOC108016164|XP_016938274.1|DSUZ
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC108006744|XP_016925782.1|DSUZ
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC108006745|XP_016925783.2|DSUZ
OG0003438	LOC119082649|XP_037048127.1|BCOP	LOC108006753|XP_016925793.1|DSUZ
OG0003439	LOC119082643|XP_037048115.1|BCOP	LOC108020634|XP_016944475.2|DSUZ
OG0003440	LOC119069202|XP_037029058.1|BCOP	LOC108010811|XP_016931243.1|DSUZ
OG0003441	LOC119079548|XP_037043431.1|BCOP	LOC108012519|XP_016933425.1|DSUZ
OG0003442	LOC119076448|XP_037039110.1|BCOP	LOC108006963|XP_016926058.2|DSUZ
OG0003443	LOC119069398|XP_037029340.1|BCOP	LOC108013264|XP_016934512.1|DSUZ
OG0003444	LOC119074977|XP_037037274.1|BCOP	LOC108005556|XP_016924340.2|DSUZ
OG0003446	LOC119085575|XP_037051893.1|BCOP	LOC108019177|XP_016942431.1|DSUZ
OG0003447	LOC119081057|XP_037045667.1|BCOP	LOC108020393|XP_016944153.1|DSUZ
OG0003448	LOC119077113|XP_037040176.1|BCOP	LOC108011660|XP_036673654.1|DSUZ
OG0003449	LOC119068121|XP_037027471.1|BCOP	LOC108018280|XP_036674686.1|DSUZ
OG0003450	LOC119077408|XP_037040514.1|BCOP	LOC108006406|XP_016925418.2|DSUZ
OG0003451	LOC119067973|XP_037027213.1|BCOP	LOC108018367|XP_036672662.1|DSUZ
OG0003452	LOC119067972|XP_037027211.1|BCOP	LOC108019443|XP_016942757.2|DSUZ
OG0003453	LOC119067114|XP_037025783.1|BCOP	LOC108005879|XP_016924750.1|DSUZ
OG0003454	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP	LOC108021535|XP_016945788.1|DSUZ
OG0003455	LOC119068035|XP_037027293.1|BCOP	LOC108020541|XP_036673024.1|DSUZ
OG0003456	LOC119083563|XP_037049182.1|BCOP	LOC108009882|XP_016930077.1|DSUZ
OG0003457	LOC119067593|XP_037026586.1|BCOP	LOC108019437|XP_036675045.1|DSUZ
OG0003458	LOC119068041|XP_037027301.1|BCOP	LOC108011385|XP_036675550.1|DSUZ
OG0003459	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP	LOC108016514|XP_016938678.2|DSUZ
OG0003460	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP	LOC108008019|XP_016927292.2|DSUZ
OG0003461	LOC119069192|XP_037029033.1|BCOP	LOC108005730|XP_036675009.1|DSUZ
OG0003462	LOC119081260|XP_037045896.1|BCOP	LOC108012528|XP_016933431.1|DSUZ
OG0003463	LOC119069974|XP_037030112.1|BCOP	LOC108016416|XP_036674128.1|DSUZ
OG0003464	LOC119069476|XP_037029424.1|BCOP	LOC108020782|XP_036674399.1|DSUZ
OG0003465	LOC119068064|XP_037027360.1|BCOP	LOC108018313|XP_016941342.1|DSUZ
OG0003466	LOC119067823|XP_037026882.1|BCOP	LOC108017282|XP_016939799.2|DSUZ
OG0003467	LOC119069558|XP_037029534.1|BCOP	LOC108017497|XP_016940040.2|DSUZ
OG0003468	LOC119069557|XP_037029533.1|BCOP	LOC108010779|XP_016931195.1|DSUZ
OG0003469	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP	LOC108015516|XP_016937467.1|DSUZ
OG0003470	LOC119068044|XP_037027305.1|BCOP	LOC108016407|XP_036674695.1|DSUZ
OG0003471	LOC119071503|XP_037032256.1|BCOP	LOC108013985|XP_016935488.1|DSUZ
OG0003472	LOC119084606|XP_037050563.1|BCOP	LOC108019884|XP_016943450.1|DSUZ
OG0003473	LOC119067458|XP_037026335.1|BCOP	LOC108021117|XP_016945155.2|DSUZ
OG0003474	LOC119067967|XP_037027194.1|BCOP	LOC108020111|XP_036672568.1|DSUZ
OG0003475	LOC119085343|XP_037051621.1|BCOP	LOC108010548|XP_036674560.1|DSUZ, LOC108010577|XP_036673885.1|DSUZ
OG0003476	LOC119083864|XP_037049563.1|BCOP	LOC108020350|XP_016944012.1|DSUZ
OG0003477	LOC119070537|XP_037030805.1|BCOP	LOC108017545|XP_036674257.1|DSUZ, LOC118877559|XP_036672627.1|DSUZ
OG0003478	LOC119069825|XP_037029882.1|BCOP	LOC108010944|XP_036672703.1|DSUZ
OG0003479	LOC119066442|XP_037024832.1|BCOP	LOC108015854|XP_016937910.1|DSUZ
OG0003480	LOC119068809|XP_037028477.1|BCOP	LOC108018335|XP_036674827.1|DSUZ
OG0003481	LOC119068810|XP_037028478.1|BCOP	LOC108007599|XP_016926789.1|DSUZ
OG0003482	LOC119068811|XP_037028479.1|BCOP	LOC108007597|XP_036674822.1|DSUZ
OG0003483	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP	LOC108016030|XP_016938114.2|DSUZ
OG0003484	LOC119067366|XP_037026176.1|BCOP	LOC108018475|XP_036673178.1|DSUZ
OG0003485	LOC119070448|XP_037030694.1|BCOP	LOC108020219|XP_036677520.1|DSUZ, LOC108020218|XP_016943827.2|DSUZ
OG0003486	LOC119070445|XP_037030691.1|BCOP	LOC108020217|XP_036677521.1|DSUZ, LOC108020233|XP_016943841.2|DSUZ
OG0003487	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP	LOC108014779|XP_016936461.2|DSUZ
OG0003488	LOC119069939|XP_037030058.1|BCOP	LOC108019518|XP_036673258.1|DSUZ
OG0003489	LOC119067860|XP_037026996.1|BCOP	LOC108006981|XP_036672927.1|DSUZ
OG0003490	LOC119067862|XP_037027009.1|BCOP	LOC108013831|XP_016935302.2|DSUZ
OG0003491	LOC119069686|XP_037029704.1|BCOP	LOC108020766|XP_036673700.1|DSUZ, LOC118877721|XP_036673553.1|DSUZ
OG0003492	LOC119068193|XP_037027586.1|BCOP	LOC108015685|XP_036673497.1|DSUZ
OG0003493	LOC119070308|XP_037030470.1|BCOP	LOC108016181|XP_016938292.2|DSUZ
OG0003494	LOC119070547|XP_037030836.1|BCOP	LOC108011633|XP_016932311.1|DSUZ
OG0003495	LOC119069212|XP_037029082.1|BCOP	LOC108021421|XP_016945621.1|DSUZ
OG0003496	LOC119080616|XP_037044913.1|BCOP	LOC108006236|XP_016925165.1|DSUZ, LOC108020844|XP_036674574.1|DSUZ
OG0003497	LOC119083966|XP_037049668.1|BCOP	LOC108010551|XP_036674557.1|DSUZ, LOC108019431|XP_016942742.1|DSUZ
OG0003498	LOC119084005|XP_037049715.1|BCOP	LOC108011877|XP_036677586.1|DSUZ
OG0003499	LOC119070080|XP_037030282.1|BCOP	LOC108015846|XP_036673010.1|DSUZ
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC108008820|XP_016928219.1|DSUZ
OG0003501	LOC119067349|XP_037026155.1|BCOP	LOC108014913|XP_016936621.1|DSUZ, LOC118877592|XP_036672766.1|DSUZ
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC108010941|XP_036673190.1|DSUZ
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC108007606|XP_016926800.2|DSUZ
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC108006419|XP_016925433.2|DSUZ
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC108015642|XP_036672896.1|DSUZ, LOC118876765|XP_036674760.1|DSUZ
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC108014358|XP_036674928.1|DSUZ
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC108011007|XP_036673988.1|DSUZ
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC108012872|XP_016933850.1|DSUZ
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC108020521|XP_016944355.2|DSUZ
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC108011898|XP_036674150.1|DSUZ
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC108011888|XP_036674720.1|DSUZ
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC108007409|XP_036674509.1|DSUZ
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC108014866|XP_016936571.2|DSUZ
OG0003514	LOC119070512|XP_037030769.1|BCOP	LOC108010920|XP_016931409.2|DSUZ
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC108008327|XP_016927641.1|DSUZ
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC108014231|XP_036674135.1|DSUZ, LOC108014905|XP_036672551.1|DSUZ
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC108015659|XP_036673774.1|DSUZ
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC108014239|XP_016935763.2|DSUZ
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC108013350|XP_016934651.1|DSUZ
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC108013332|XP_016934621.1|DSUZ
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC108013347|XP_016934647.2|DSUZ, LOC108019456|XP_016942773.2|DSUZ
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC108008472|XP_016927817.1|DSUZ
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC108021675|XP_016945983.1|DSUZ
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC108016733|XP_016938953.1|DSUZ
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC108009091|XP_016928637.1|DSUZ
OG0003526	LOC119081505|XP_037046408.1|BCOP	LOC108012045|XP_016932813.2|DSUZ
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC108018008|XP_016940852.1|DSUZ
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC108021398|XP_016945587.1|DSUZ
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC108006835|XP_016925872.1|DSUZ
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC108012038|XP_016932807.1|DSUZ, LOC108006778|XP_016925818.2|DSUZ
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC108013315|XP_016934597.1|DSUZ
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC108012450|XP_016933308.1|DSUZ
OG0003534	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP	LOC108013217|XP_016934432.1|DSUZ
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC108013101|XP_016934236.1|DSUZ
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC108018157|XP_016941113.1|DSUZ
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC108008566|XP_016927925.1|DSUZ
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC108019876|XP_016943435.1|DSUZ
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC108018063|XP_016940948.1|DSUZ
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC108013474|XP_016934845.1|DSUZ
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC108015761|XP_016937789.1|DSUZ
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC108019748|XP_016943176.1|DSUZ
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC108015249|XP_016937090.1|DSUZ
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC108005772|XP_016924589.1|DSUZ
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC108007450|XP_016926604.2|DSUZ
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC108014034|XP_016935539.2|DSUZ
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC108009582|XP_016929538.1|DSUZ
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC108009813|XP_016929979.1|DSUZ
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC108009968|XP_016930219.1|DSUZ
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC108009319|XP_016929076.1|DSUZ
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC108009738|XP_016929810.1|DSUZ
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC108009306|XP_016929046.1|DSUZ
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC108009803|XP_016929964.1|DSUZ
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC108005639|XP_016924442.2|DSUZ
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC108007133|XP_036671213.1|DSUZ
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC108013110|XP_036670646.1|DSUZ
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC108013517|XP_016934901.1|DSUZ
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC108007109|XP_036670533.1|DSUZ
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC108013241|XP_036670649.1|DSUZ
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC108005774|XP_016924591.1|DSUZ
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC108009998|XP_016930273.1|DSUZ
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC108010002|XP_016930279.1|DSUZ
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC108014143|XP_016935663.1|DSUZ
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC108005896|XP_016924779.1|DSUZ
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC108007117|XP_016926209.1|DSUZ
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC108010559|XP_036674238.1|DSUZ
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC108009781|XP_016929909.1|DSUZ
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC108009396|XP_016929197.1|DSUZ
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC108013342|XP_016934637.2|DSUZ
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC108018059|XP_016940940.1|DSUZ
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC108020187|XP_036672087.1|DSUZ
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC108010036|XP_016930331.1|DSUZ
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC108017792|XP_016940425.1|DSUZ
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC108014466|XP_016936078.1|DSUZ
OG0003575	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP	LOC108014659|XP_016936310.2|DSUZ
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC108013505|XP_016934881.1|DSUZ
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC108011450|XP_016932083.1|DSUZ
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC108005871|XP_016924737.1|DSUZ
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC108009368|XP_016929161.1|DSUZ
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC108009850|XP_016930036.1|DSUZ
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC108013039|XP_036670250.1|DSUZ
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC108013410|XP_016934757.1|DSUZ
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC108009949|XP_016930185.1|DSUZ
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC108009742|XP_016929818.1|DSUZ
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC108019386|XP_036672191.1|DSUZ
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC108020341|XP_016943984.1|DSUZ
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC108007053|XP_016926152.1|DSUZ
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC108014882|XP_036672671.1|DSUZ
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC108008988|XP_016928420.2|DSUZ
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC108012875|XP_016933852.1|DSUZ
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC108013322|XP_016934607.1|DSUZ
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC108011739|XP_036670951.1|DSUZ
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC108006852|XP_036671122.1|DSUZ
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC108005782|XP_016924600.1|DSUZ
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC108017773|XP_016940382.1|DSUZ
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC108017997|XP_016940834.1|DSUZ
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC108018156|XP_016941112.1|DSUZ
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC108020203|XP_016943801.1|DSUZ
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC108017694|XP_016940295.1|DSUZ
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC108012342|XP_016933159.1|DSUZ
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC108010276|XP_016930628.1|DSUZ
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC108009660|XP_016929671.1|DSUZ
