Orthogroup	BCOP.longest_only	AALB.longest_only
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC119068017|XP_037027271.1|BCOP	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC118465152|XP_035788990.1|AALB
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC118463444|XP_035785921.1|AALB
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC118456845|XP_035773834.1|AALB
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC118465735|XP_035790089.1|AALB
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC118466360|XP_035791420.1|AALB
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC118464608|XP_035787946.1|AALB
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC118467646|XP_035794274.1|AALB
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC118462419|XP_035784019.1|AALB
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC118460235|XP_035780282.1|AALB
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC118459163|XP_035778181.1|AALB
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC118459141|XP_035778116.1|AALB
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC118456379|XP_035772959.1|AALB
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC118462151|XP_035783997.1|AALB
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC118464301|XP_035787483.1|AALB
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC118456316|XP_035772852.1|AALB
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC118459015|XP_035777914.1|AALB
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC118462866|XP_035784821.1|AALB
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC118466255|XP_035791201.1|AALB
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC118461442|XP_035782657.1|AALB
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC118461395|XP_035782594.1|AALB
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC118464528|XP_035787861.1|AALB
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC118463497|XP_035785989.1|AALB
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC118464870|XP_035788492.1|AALB
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC118467813|XP_035794582.1|AALB
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC118459085|XP_035778042.1|AALB
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC118463585|XP_035786125.1|AALB
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC118461269|XP_035782338.1|AALB
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC118456737|XP_035773682.1|AALB
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC118456707|XP_035773638.1|AALB
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC118463953|XP_035786828.1|AALB
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC118461672|XP_035783157.1|AALB
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC118468306|XP_035794939.1|AALB
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC118461079|XP_035781868.1|AALB
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC118464843|XP_035788444.1|AALB
OG0004533	LOC119068734|XP_037028326.1|BCOP	LOC118458929|XP_035777795.1|AALB
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC118458198|XP_035776336.1|AALB
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC118461882|XP_035783615.1|AALB
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC118461797|XP_035783434.1|AALB
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC118461347|XP_035782462.1|AALB
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC118463153|XP_035785427.1|AALB
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC118462955|XP_035785002.1|AALB
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC118462673|XP_035784465.1|AALB
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC118465214|XP_035789102.1|AALB
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC118466062|XP_035790818.1|AALB
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC118462473|XP_035784067.1|AALB
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC118458630|XP_035777216.1|AALB
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC118463871|XP_035786682.1|AALB
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC118462037|XP_035783904.1|AALB
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC118457715|XP_035775398.1|AALB
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC118459094|XP_035778054.1|AALB
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC118460410|XP_035780594.1|AALB
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC118465293|XP_035789242.1|AALB
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC118464875|XP_035788507.1|AALB
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC118463593|XP_035786145.1|AALB
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC118459599|XP_035779040.1|AALB
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC118461421|XP_035782623.1|AALB
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC118465029|XP_035788790.1|AALB
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC118466556|XP_035791991.1|AALB
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC118465323|XP_035789353.1|AALB
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC118459758|XP_035779348.1|AALB
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC118465957|XP_035790595.1|AALB
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC118465919|XP_035790509.1|AALB
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC118465931|XP_035790532.1|AALB
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC118462572|XP_035784272.1|AALB
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC118460349|XP_035780480.1|AALB
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC118461353|XP_035782475.1|AALB
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC118459818|XP_035779468.1|AALB
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC118461211|XP_035782212.1|AALB
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC118464356|XP_035787576.1|AALB
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC118468793|XP_035795894.1|AALB
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC118464682|XP_035788101.1|AALB
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC118466219|XP_035791137.1|AALB
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC118459874|XP_035779559.1|AALB
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC118456822|XP_035773812.1|AALB
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC118458869|XP_035777715.1|AALB
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC118460457|XP_035780673.1|AALB
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC118458283|XP_035776502.1|AALB
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC118457018|XP_035774147.1|AALB
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC118458990|XP_035777886.1|AALB
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC118457086|XP_035774269.1|AALB
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC118463038|XP_035785179.1|AALB
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC118458592|XP_035777157.1|AALB
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC118460238|XP_035780287.1|AALB
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC118461680|XP_035783167.1|AALB
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC118461225|XP_035782207.1|AALB
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC118461216|XP_035782179.1|AALB
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC118457580|XP_035775155.1|AALB
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC118457613|XP_035775222.1|AALB
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC118458807|XP_035777572.1|AALB
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC118466729|XP_035792348.1|AALB
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC118459311|XP_035778454.1|AALB
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC118465554|XP_035789784.1|AALB
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC118466267|XP_035791270.1|AALB
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC118461874|XP_035783603.1|AALB
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC118458199|XP_035776340.1|AALB
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC118459617|XP_035779085.1|AALB
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC118456225|XP_035772742.1|AALB
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC118468504|XP_035795232.1|AALB
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC118467267|XP_035793491.1|AALB
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC118458492|XP_035776941.1|AALB
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC118460652|XP_035781012.1|AALB
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC118458542|XP_035777031.1|AALB
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC118466424|XP_035791601.1|AALB
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC118466460|XP_035791714.1|AALB
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC118460043|XP_035779944.1|AALB
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC118462548|XP_035784210.1|AALB
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC118465788|XP_035790221.1|AALB
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC118465639|XP_035789939.1|AALB
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC118456780|XP_035773752.1|AALB
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC118466579|XP_035792022.1|AALB
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC118468785|XP_035795880.1|AALB
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC118462230|XP_035784004.1|AALB
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC118461860|XP_035783560.1|AALB
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC118461916|XP_035783673.1|AALB
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC118457293|XP_035774656.1|AALB
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC118461923|XP_035783730.1|AALB
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC118457121|XP_035774331.1|AALB
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC118461710|XP_035783236.1|AALB
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC118460357|XP_035780499.1|AALB
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC118464122|XP_035787144.1|AALB
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC118463285|XP_035785660.1|AALB
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC118462674|XP_035784466.1|AALB
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC118458002|XP_035775974.1|AALB
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC118464539|XP_035787907.1|AALB
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC118465910|XP_035790936.1|AALB
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC118458370|XP_035776663.1|AALB
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC118465680|XP_035790007.1|AALB
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC118465377|XP_035789472.1|AALB
OG0004641	LOC119079520|XP_037043382.1|BCOP	LOC118456880|XP_035773885.1|AALB
OG0004642	LOC119066985|XP_037025605.1|BCOP	LOC118462527|XP_035784172.1|AALB
OG0004643	LOC119074926|XP_037037215.1|BCOP	LOC118464848|XP_035788437.1|AALB
OG0004644	LOC119069417|XP_037029365.1|BCOP	LOC118462529|XP_035784175.1|AALB
OG0004645	LOC119069141|XP_037028942.1|BCOP	LOC118467759|XP_035794480.1|AALB
OG0004646	LOC119081486|XP_037046381.1|BCOP	LOC118466469|XP_035791728.1|AALB
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC118460589|XP_035780906.1|AALB
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC118460118|XP_035780050.1|AALB
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC118467578|XP_035794116.1|AALB
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC118457240|XP_035774514.1|AALB
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC118460809|XP_035781317.1|AALB
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC118460443|XP_035780639.1|AALB
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC118461985|XP_035783813.1|AALB
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC118460449|XP_035780659.1|AALB
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC118461999|XP_035783828.1|AALB
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC118456877|XP_035773883.1|AALB
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC118456490|XP_035773206.1|AALB
OG0004658	LOC119069799|XP_037029849.1|BCOP	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC118457595|XP_035775186.1|AALB
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC118463142|XP_035785402.1|AALB
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC118468648|XP_035795567.1|AALB
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC118457808|XP_035775554.1|AALB
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC118456816|XP_035773801.1|AALB
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC118460089|XP_035779997.1|AALB
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC118456187|XP_035772635.1|AALB
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC118458111|XP_035776178.1|AALB
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC118458977|XP_035777861.1|AALB
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC118458972|XP_035777853.1|AALB
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC118457184|XP_035774424.1|AALB
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC118468615|XP_035795511.1|AALB
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC118468970|XP_035796235.1|AALB
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC118461385|XP_035782539.1|AALB
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC118461371|XP_035782512.1|AALB
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC118458579|XP_035777130.1|AALB
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC118459375|XP_035778565.1|AALB
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC118462028|XP_035783893.1|AALB
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC118457382|XP_035774810.1|AALB
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC118460080|XP_035779987.1|AALB
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC118461948|XP_035783734.1|AALB
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC118468660|XP_035795583.1|AALB
OG0004691	LOC119067882|XP_037027056.1|BCOP	LOC118468661|XP_035795591.1|AALB
OG0004692	LOC119069334|XP_037029294.1|BCOP	LOC118457909|XP_035775795.1|AALB
OG0004693	LOC119069335|XP_037029296.1|BCOP	LOC118459270|XP_035778398.1|AALB
OG0004694	LOC119069931|XP_037030050.1|BCOP	LOC118456512|XP_035773240.1|AALB
OG0004695	LOC119085775|XP_037052164.1|BCOP	LOC118468766|XP_035795835.1|AALB
OG0004696	LOC119067271|XP_037026045.1|BCOP	LOC118457834|XP_035775604.1|AALB
OG0004697	LOC119083569|XP_037049208.1|BCOP	LOC118459497|XP_035778811.1|AALB
OG0004698	LOC119070142|XP_037030365.1|BCOP	LOC118461657|XP_035783129.1|AALB
OG0004699	LOC119068528|XP_037028033.1|BCOP	LOC118458581|XP_035777132.1|AALB
OG0004700	LOC119085391|XP_037051682.1|BCOP	LOC118459118|XP_035778079.1|AALB
OG0004701	LOC119085009|XP_037051087.1|BCOP	LOC118458105|XP_035776171.1|AALB
OG0004702	LOC119081642|XP_037046618.1|BCOP	LOC118457540|XP_035775086.1|AALB
OG0004703	LOC119070468|XP_037030719.1|BCOP	LOC118459991|XP_035779780.1|AALB
OG0004704	LOC119067944|XP_037027156.1|BCOP	LOC118468643|XP_035795559.1|AALB
OG0004705	LOC119066382|XP_037024709.1|BCOP	LOC118460667|XP_035781033.1|AALB
OG0004706	LOC119069967|XP_037030097.1|BCOP	LOC118468503|XP_035795230.1|AALB
OG0004707	LOC119068233|XP_037027644.1|BCOP	LOC118468889|XP_035796075.1|AALB
OG0004708	LOC119067010|XP_037025632.1|BCOP	LOC118458250|XP_035776423.1|AALB
OG0004709	LOC119067468|XP_037026352.1|BCOP	LOC118461341|XP_035782444.1|AALB
OG0004710	LOC119067263|XP_037026037.1|BCOP	LOC118461338|XP_035782439.1|AALB
OG0004711	LOC119070403|XP_037030622.1|BCOP	LOC118460880|XP_035781512.1|AALB
OG0004712	LOC119074248|XP_037036167.1|BCOP	LOC118460553|XP_035780841.1|AALB
OG0004713	LOC119085702|XP_037052046.1|BCOP	LOC118468560|XP_035795362.1|AALB
