Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL
OG0003501	LOC119067349|XP_037026155.1|BCOP	LOC109405420|XP_029733819.1|AEAL
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC115264210|XP_029723564.1|AEAL
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC109414613|XP_019543989.2|AEAL
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC109404192|XP_019532558.2|AEAL
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC109417255|XP_029720353.1|AEAL
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC109417418|XP_029720346.1|AEAL
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC109406224|XP_019534823.2|AEAL
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL
OG0003514	LOC119070512|XP_037030769.1|BCOP	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC109405212|XP_019533784.1|AEAL
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC109409653|XP_019538659.2|AEAL
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC109409662|XP_019538676.2|AEAL
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL
OG0003526	LOC119081505|XP_037046408.1|BCOP	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC109409700|XP_019538723.2|AEAL
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC109411447|XP_019540510.1|AEAL
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC109409715|XP_019538752.1|AEAL
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC109621711|XP_019931407.2|AEAL
OG0003534	LOC119081108|XP_037045744.1|BCOP	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC109621710|XP_019931406.2|AEAL
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC109407825|XP_029726194.1|AEAL
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC109409669|XP_029726231.1|AEAL
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC109409637|XP_019538645.2|AEAL
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC109409433|XP_019538426.2|AEAL
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC115265416|XP_029726270.1|AEAL
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC109423369|XP_029726386.1|AEAL
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC109423358|XP_019553876.2|AEAL
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC109423330|XP_019553818.2|AEAL
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC109423323|XP_019553798.2|AEAL
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC115265773|XP_029727581.1|AEAL
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC109423318|XP_019553794.2|AEAL
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC109623144|XP_019933188.2|AEAL
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC109399286|XP_029726533.1|AEAL
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC109429055|XP_019560436.2|AEAL
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC109399235|XP_019527216.2|AEAL
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC109399217|XP_029726551.1|AEAL
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC109399253|XP_019527237.1|AEAL
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC109399186|XP_029726564.1|AEAL
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC109414833|XP_019544221.2|AEAL
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC109418067|XP_029726677.1|AEAL
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC109418097|XP_029726742.1|AEAL
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC109418098|XP_019547827.1|AEAL
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC109418128|XP_019547872.2|AEAL
OG0003575	LOC119081332|XP_037046017.1|BCOP	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC109418936|XP_029729315.1|AEAL
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC109418942|XP_029733601.1|AEAL
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC109622110|XP_019931885.2|AEAL
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC109419680|XP_029713288.1|AEAL
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC109409975|XP_029725823.1|AEAL
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC109402569|XP_019530785.2|AEAL
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC109426573|XP_019557649.1|AEAL
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC109426594|XP_019557675.1|AEAL
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC109426601|XP_019557680.2|AEAL
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC109417814|XP_029725482.1|AEAL
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC109417825|XP_019547548.2|AEAL
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC109417842|XP_029725446.1|AEAL
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC109426798|XP_029725443.1|AEAL
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC109426806|XP_029725434.1|AEAL
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC109417873|XP_029725402.1|AEAL
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC109426828|XP_019557912.2|AEAL
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC109426847|XP_019557944.2|AEAL
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC109417982|XP_019547678.1|AEAL
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC109408788|XP_019537746.1|AEAL
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC109407914|XP_019536645.2|AEAL
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC109408067|XP_029732472.1|AEAL
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC109403658|XP_019532022.2|AEAL
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC109405156|XP_019533721.1|AEAL
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC109405147|XP_019533709.1|AEAL
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC109405141|XP_019533694.1|AEAL
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC109413462|XP_019542682.2|AEAL
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC109404952|XP_019533453.2|AEAL
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC109404953|XP_019533455.2|AEAL
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC109400594|XP_029734964.1|AEAL
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC109402723|XP_019530962.2|AEAL
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC109403224|XP_019531530.2|AEAL
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC109422586|XP_019552938.1|AEAL
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC109422580|XP_019552924.1|AEAL
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC109430552|XP_019562169.2|AEAL
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC109430546|XP_019562157.1|AEAL
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC109430543|XP_019562154.1|AEAL
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC109430541|XP_029708298.1|AEAL
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC109407419|XP_029722331.1|AEAL
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC109419418|XP_019549203.2|AEAL
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC109430919|XP_019562572.1|AEAL
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC109431664|XP_019563456.1|AEAL
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC109431667|XP_019563463.1|AEAL
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC115253461|XP_029730579.1|AEAL
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC109399518|XP_019527512.2|AEAL
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC109399457|XP_019527439.2|AEAL
