Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC6531549|XP_039228100.1|DYAK
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC6532223|XP_002092996.2|DYAK
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC26535113|XP_015049030.1|DYAK
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC6528544|XP_002089590.1|DYAK
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC6523909|XP_002099782.2|DYAK
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC6533283|XP_002094009.1|DYAK
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC6535140|XP_039230257.1|DYAK
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC26535030|XP_015045035.1|DYAK
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC6531857|XP_015051578.1|DYAK
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC6528726|XP_015054291.1|DYAK
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC6528727|XP_002089762.2|DYAK
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC6528868|XP_002089900.1|DYAK
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC6531197|XP_002092025.1|DYAK
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC6529325|XP_002090330.1|DYAK
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC6528866|XP_002089898.1|DYAK
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC6534432|XP_002095109.1|DYAK
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC6532785|XP_039229418.1|DYAK
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC26536190|XP_039229996.1|DYAK
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC6534725|XP_002095400.1|DYAK
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC6533001|XP_039229794.1|DYAK
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC6533881|XP_002094581.2|DYAK
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC6533285|XP_002094011.1|DYAK
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC6530760|XP_015051825.1|DYAK
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC6531207|XP_002092035.1|DYAK
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC6535638|XP_002096266.1|DYAK
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC6533308|XP_002094034.1|DYAK
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC6532786|XP_015049606.1|DYAK
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC6536407|XP_039232568.1|DYAK
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC6531475|XP_015051340.1|DYAK
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC6528764|XP_002089799.3|DYAK
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC6533514|XP_015050102.1|DYAK
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC6528433|XP_002089479.1|DYAK
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC6532984|XP_002093719.2|DYAK
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC6530215|XP_015051973.1|DYAK
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC6529881|XP_002090838.1|DYAK
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC6533036|XP_002093771.1|DYAK
OG0003575	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP	LOC6535103|XP_039230303.1|DYAK
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC6534363|XP_002095041.1|DYAK
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC6533108|XP_002093834.1|DYAK
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC6533295|XP_002094021.1|DYAK
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC6531151|XP_002091980.1|DYAK
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC6530929|XP_002091771.1|DYAK
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC6532416|XP_039230540.1|DYAK
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC6533607|XP_002094315.1|DYAK
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC6528888|XP_002089920.1|DYAK
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC6528848|XP_002089880.2|DYAK
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC6534236|XP_002094918.1|DYAK
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC6523711|XP_015046761.1|DYAK
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC6526394|XP_002087513.1|DYAK
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC6536868|XP_002097437.1|DYAK
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC6531476|XP_002092275.1|DYAK
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC6532481|XP_002093227.1|DYAK
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC6532393|XP_015049324.1|DYAK
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC6533894|XP_002094594.1|DYAK
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC6533367|XP_039229632.1|DYAK
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC6533303|XP_002094029.1|DYAK
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC6530509|XP_002091424.1|DYAK
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC6528311|XP_002089364.1|DYAK
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC6528302|XP_002089355.2|DYAK
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC6532965|XP_002093700.1|DYAK
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC6526652|XP_002087760.1|DYAK
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC6532712|XP_015049556.1|DYAK
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC6528689|XP_015054029.1|DYAK
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC6531882|XP_002092669.1|DYAK
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC6532735|XP_002093477.2|DYAK
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC6529209|XP_039229101.1|DYAK
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC6537934|XP_002098474.1|DYAK
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC6531232|XP_002092044.1|DYAK
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC6531190|XP_002092019.1|DYAK
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC6533565|XP_039230317.1|DYAK
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC6528707|XP_002089742.1|DYAK
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC6534263|XP_002094944.1|DYAK
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC6532614|XP_039230219.1|DYAK
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC6530728|XP_002091619.1|DYAK
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC6528446|XP_002089492.1|DYAK
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC6528447|XP_002089493.1|DYAK
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC6531815|XP_002092602.1|DYAK
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC6531298|XP_002092102.1|DYAK
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC6530093|XP_002091039.2|DYAK
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC6530094|XP_015052593.1|DYAK
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC6530037|XP_002090983.1|DYAK
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC6531994|XP_002092780.1|DYAK
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC6532618|XP_002093362.1|DYAK
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC6532617|XP_002093361.2|DYAK
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC6529939|XP_002090894.1|DYAK
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC6531872|XP_002092659.1|DYAK
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC6528444|XP_002089490.1|DYAK
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC6531560|XP_015051417.1|DYAK
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC6531039|XP_039228160.1|DYAK
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC6528759|XP_015054266.1|DYAK
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC6530014|XP_002090960.1|DYAK
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC6531981|XP_002092767.1|DYAK
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC6534918|XP_002095589.2|DYAK
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC6533032|XP_002093767.2|DYAK
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC6530052|XP_002090998.1|DYAK
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC6532698|XP_002093440.1|DYAK
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC6532804|XP_002093541.3|DYAK
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC6528693|XP_002089735.1|DYAK
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC6530086|XP_002091032.1|DYAK
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC6534887|XP_015050904.1|DYAK
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC6527894|XP_002088966.1|DYAK
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC6531579|XP_002092377.1|DYAK
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC6530653|XP_002091551.1|DYAK
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC6528541|XP_039226506.1|DYAK
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC6532001|XP_002092787.1|DYAK
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC6528845|XP_015054078.1|DYAK
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC6533471|XP_002094182.1|DYAK
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC6533402|XP_002094120.1|DYAK
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC6532586|XP_002093330.1|DYAK
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC6527609|XP_002088697.1|DYAK
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC6538600|XP_002099122.1|DYAK
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC6524868|XP_002100708.1|DYAK
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC6538831|XP_002099344.2|DYAK
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC6533915|XP_002094615.1|DYAK
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC6534890|XP_002095562.1|DYAK
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC6534368|XP_002095046.2|DYAK
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC6529720|XP_002090713.1|DYAK
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC6533920|XP_002094620.2|DYAK
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC6533625|XP_002094332.1|DYAK
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC6536376|XP_002096958.3|DYAK
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC6534858|XP_002095530.1|DYAK
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC6532206|XP_015049226.2|DYAK
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC6533490|XP_015050059.1|DYAK
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC6539391|XP_002086283.2|DYAK
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC6533111|XP_039230232.1|DYAK
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC6533113|XP_039230223.1|DYAK
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC6528895|XP_039226884.1|DYAK
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC6528317|XP_002089370.1|DYAK
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC6532792|XP_002093530.1|DYAK
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC6539201|XP_002086102.1|DYAK
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC6529364|XP_002090369.1|DYAK
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC6529365|XP_002090370.1|DYAK
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC6538558|XP_002099080.1|DYAK
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC26534846|XP_015051434.2|DYAK
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC6531489|XP_039228016.1|DYAK
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC6528515|XP_002089561.1|DYAK
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC6528514|XP_039227128.1|DYAK
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC26534636|XP_039233289.1|DYAK
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC6532898|XP_002093634.3|DYAK
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC6532892|XP_002093628.1|DYAK
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC6531188|XP_002092017.1|DYAK
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC6531520|XP_002092319.1|DYAK
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC6536816|XP_002097386.2|DYAK
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC6530010|XP_002090956.2|DYAK
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC6532557|XP_002093302.1|DYAK
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC6532646|XP_015049511.1|DYAK
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC6528827|XP_002089859.1|DYAK
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC6531212|XP_002092040.1|DYAK
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC6531294|XP_002092098.1|DYAK
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC6535175|XP_039229722.1|DYAK
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC6534287|XP_002094968.3|DYAK
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC6539615|XP_039229876.1|DYAK
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC6528427|XP_002089473.1|DYAK
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC6532196|XP_039229554.1|DYAK
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC6535045|XP_002095710.1|DYAK
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC6534332|XP_002095012.1|DYAK
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC6530255|XP_002091189.2|DYAK
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC6528873|XP_002089905.1|DYAK
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC6532545|XP_002093291.1|DYAK
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC6532067|XP_039227946.1|DYAK
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC6532117|XP_002092893.1|DYAK
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC6527644|XP_002088732.1|DYAK
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC6534074|XP_002094760.1|DYAK
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC6533417|XP_002094135.1|DYAK
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC6534334|XP_002095014.1|DYAK
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC6528524|XP_039227404.1|DYAK
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC6533105|XP_002093831.1|DYAK
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC6532339|XP_039230018.1|DYAK
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC6535101|XP_015050997.1|DYAK
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC6530032|XP_002090978.1|DYAK
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC6530031|XP_002090977.1|DYAK
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC6539696|XP_002086582.1|DYAK
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC6530387|XP_002091313.1|DYAK
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC6530787|XP_002091670.1|DYAK
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC6530786|XP_002091669.1|DYAK
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC6532734|XP_002093476.1|DYAK
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC6533968|XP_002094666.1|DYAK
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC6534422|XP_002095100.1|DYAK
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC6532759|XP_002093501.1|DYAK
OG0003720	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP	LOC6526169|XP_002101979.1|DYAK
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC6531289|XP_002092093.1|DYAK
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC6533347|XP_039229625.1|DYAK
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC6532561|XP_002093306.1|DYAK
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC6533080|XP_002093812.1|DYAK
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC6533899|XP_015050323.1|DYAK
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC6533055|XP_002093787.1|DYAK
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC6539381|XP_039230450.1|DYAK
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC6537077|XP_002097638.1|DYAK
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC6532447|XP_015049357.1|DYAK
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC6533469|XP_039229471.1|DYAK
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC6532939|XP_002093674.1|DYAK
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC6533648|XP_002094354.1|DYAK
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC6532356|XP_015049295.1|DYAK
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC6532242|XP_039229569.1|DYAK
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC6531921|XP_002092707.1|DYAK
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC6531064|XP_002091898.1|DYAK
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC6531609|XP_002092406.1|DYAK
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC6531334|XP_002092138.2|DYAK
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC6528438|XP_002089484.1|DYAK
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC6528432|XP_002089478.1|DYAK
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC6532357|XP_002093117.1|DYAK
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC6535009|XP_002095679.2|DYAK
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC6528510|XP_002089556.2|DYAK
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC6528434|XP_002089480.2|DYAK
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC6530103|XP_002091049.1|DYAK
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC6530717|XP_015051833.1|DYAK
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC6533872|XP_002094572.1|DYAK
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC6533870|XP_002094570.3|DYAK
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC6533867|XP_002094567.1|DYAK
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC6533869|XP_002094569.2|DYAK
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC6533865|XP_039229917.1|DYAK
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC6534377|XP_015050595.1|DYAK
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC6533229|XP_002093955.1|DYAK
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC6533227|XP_002093953.1|DYAK
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC6534373|XP_002095051.2|DYAK
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC6539199|XP_002086100.1|DYAK
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC6532130|XP_002092906.1|DYAK
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC6531042|XP_039227869.1|DYAK
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC6532694|XP_039229783.1|DYAK
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC6531235|XP_002092047.1|DYAK
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC6532707|XP_002093449.1|DYAK
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC6532705|XP_002093447.1|DYAK
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC6533160|XP_015049826.1|DYAK
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC6533155|XP_039229659.1|DYAK
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC6527550|XP_002088640.1|DYAK
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC6524186|XP_002100049.1|DYAK
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC6531548|XP_002092346.1|DYAK
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC6529280|XP_039228883.1|DYAK
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC6529285|XP_002090290.2|DYAK
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC6523765|XP_039232893.1|DYAK
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC6532746|XP_002093488.1|DYAK
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC6532612|XP_002093356.1|DYAK
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC6528834|XP_002089866.1|DYAK
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC6528828|XP_002089860.1|DYAK
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC6525150|XP_002100988.2|DYAK
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC6528341|XP_002089394.1|DYAK
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC6528526|XP_002089572.1|DYAK
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC6530284|XP_039228669.1|DYAK
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC6530777|XP_002091665.2|DYAK
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC6531652|XP_002092449.1|DYAK
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC6523725|XP_002099600.1|DYAK
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC6523940|XP_039227220.1|DYAK
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC6538233|XP_002098760.1|DYAK
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC6528703|XP_002089738.1|DYAK
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC6539194|XP_002086095.1|DYAK
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC6531131|XP_002091965.1|DYAK
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC26535416|XP_015051130.1|DYAK
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC6531947|XP_002092733.1|DYAK
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC6528466|XP_015054353.1|DYAK
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC6533293|XP_002094019.1|DYAK
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC6537614|XP_002098160.1|DYAK
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC6531231|XP_002092043.1|DYAK
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC6532132|XP_002092908.1|DYAK
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC6531275|XP_002092084.1|DYAK
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC6534128|XP_039229883.1|DYAK
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC6538015|XP_002098550.1|DYAK
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC6528227|XP_002089289.1|DYAK
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC6528765|XP_015054049.2|DYAK
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC6531316|XP_002092120.3|DYAK
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC6528234|XP_002089296.1|DYAK
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC6529787|XP_015052434.1|DYAK
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC6529796|XP_002090780.1|DYAK
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC6538017|XP_002098552.1|DYAK
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC6528252|XP_015054445.2|DYAK
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC6526255|XP_002087377.2|DYAK
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC6539123|XP_015045297.1|DYAK
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC6528084|XP_002089151.1|DYAK
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC6534300|XP_039229671.1|DYAK
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC6529634|XP_002090628.1|DYAK
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC6532072|XP_015051686.2|DYAK
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC6530944|XP_002091785.1|DYAK
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC6526267|XP_039226605.1|DYAK
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC6527920|XP_002088988.2|DYAK
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC6527387|XP_002088479.1|DYAK
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC26535327|XP_015044848.2|DYAK
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC6529722|XP_002090715.2|DYAK
