Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC118510469|XP_035908220.1|ASTE
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC118512090|XP_035911947.1|ASTE
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC118512129|XP_035912029.1|ASTE
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC118512139|XP_035912050.1|ASTE
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC118512150|XP_035912079.1|ASTE
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC118512159|XP_035912100.1|ASTE
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC118508833|XP_035904472.1|ASTE
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC118510454|XP_035908179.1|ASTE
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC118510449|XP_035908143.1|ASTE
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC118509943|XP_035907168.1|ASTE
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC118509539|XP_035906164.1|ASTE
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC118512692|XP_035913378.1|ASTE
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC118509433|XP_035905915.1|ASTE
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC118510552|XP_035908419.1|ASTE
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC118512745|XP_035913524.1|ASTE
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC118513087|XP_035914349.1|ASTE
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC118513037|XP_035914211.1|ASTE
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC118510268|XP_035907759.1|ASTE
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC118509496|XP_035906043.1|ASTE
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC118509499|XP_035906050.1|ASTE
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC118505337|XP_035896884.1|ASTE
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC118509930|XP_035907152.1|ASTE
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC118510067|XP_035907352.1|ASTE
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC118510071|XP_035907357.1|ASTE
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC118509532|XP_035906145.1|ASTE
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC118509526|XP_035906129.1|ASTE
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC118512931|XP_035913982.1|ASTE
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC118509729|XP_035906744.1|ASTE
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC118509758|XP_035906781.1|ASTE
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC118509770|XP_035906801.1|ASTE
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC118509895|XP_035907035.1|ASTE
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC118511422|XP_035910398.1|ASTE
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC118511426|XP_035910405.1|ASTE
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC118512840|XP_035913786.1|ASTE
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC118512836|XP_035913781.1|ASTE
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC118512802|XP_035913634.1|ASTE
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC118512800|XP_035913631.1|ASTE
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC118510416|XP_035908078.1|ASTE
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC118511439|XP_035910429.1|ASTE
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC118511437|XP_035910425.1|ASTE
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC118514209|XP_035916795.1|ASTE
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC118512834|XP_035913778.1|ASTE
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC118510546|XP_035908407.1|ASTE
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC118514242|XP_035916840.1|ASTE
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC118514228|XP_035916820.1|ASTE
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC118514252|XP_035916859.1|ASTE
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC118512313|XP_035912457.1|ASTE
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC118511570|XP_035910707.1|ASTE
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC118509443|XP_035905944.1|ASTE
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC118510366|XP_035907968.1|ASTE
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC118511520|XP_035910601.1|ASTE
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC118510477|XP_035908246.1|ASTE
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC118512897|XP_035913902.1|ASTE
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC118512899|XP_035913907.1|ASTE
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC118511377|XP_035910264.1|ASTE
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC118509741|XP_035906764.1|ASTE
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC118509762|XP_035906786.1|ASTE
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC118509772|XP_035906804.1|ASTE
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC118512794|XP_035913609.1|ASTE
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC118513487|XP_035915203.1|ASTE
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC118513484|XP_035915197.1|ASTE
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC118511263|XP_035910027.1|ASTE
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC118514452|XP_035917262.1|ASTE
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC118511447|XP_035910441.1|ASTE
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC118511444|XP_035910437.1|ASTE
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC118514396|XP_035917170.1|ASTE
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC118510225|XP_035907683.1|ASTE
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC118512888|XP_035913883.1|ASTE
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC118514261|XP_035916870.1|ASTE
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC118514253|XP_035916860.1|ASTE
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC118510302|XP_035907822.1|ASTE
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC118510216|XP_035907670.1|ASTE
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC118513272|XP_035914732.1|ASTE
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC118511399|XP_035910327.1|ASTE
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC118511390|XP_035910302.1|ASTE
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC118509733|XP_035906755.1|ASTE
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC118509612|XP_035906315.1|ASTE
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC118509621|XP_035906359.1|ASTE
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC118511332|XP_035910156.1|ASTE
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC118511546|XP_035910647.1|ASTE
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC118511544|XP_035910644.1|ASTE
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC118510287|XP_035907796.1|ASTE
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC118514330|XP_035917022.1|ASTE
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC118511255|XP_035909998.1|ASTE
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC118509878|XP_035907010.1|ASTE
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC118509875|XP_035906997.1|ASTE
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC118509452|XP_035905964.1|ASTE
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC118512843|XP_035913788.1|ASTE
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC118512857|XP_035913833.1|ASTE
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC118511376|XP_035910263.1|ASTE
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC118512283|XP_035912398.1|ASTE
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC118512252|XP_035912298.1|ASTE
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC118512876|XP_035913862.1|ASTE
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC118512255|XP_035912301.1|ASTE
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC118512019|XP_035911691.1|ASTE
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC118512808|XP_035913653.1|ASTE
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC118512809|XP_035913654.1|ASTE
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC118512815|XP_035913673.1|ASTE
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC118512816|XP_035913674.1|ASTE
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC118512820|XP_035913688.1|ASTE
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC118509716|XP_035906696.1|ASTE
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC118512229|XP_035912244.1|ASTE
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC118514241|XP_035916838.1|ASTE
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC118508937|XP_035904739.1|ASTE
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC118513184|XP_035914543.1|ASTE
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC118509763|XP_035906787.1|ASTE
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC118509780|XP_035906812.1|ASTE
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC118509693|XP_035906650.1|ASTE
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC118509911|XP_035907083.1|ASTE
OG0003720	LOC119070174|XP_037030378.1|BCOP	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC118514244|XP_035916844.1|ASTE
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC118513296|XP_035914764.1|ASTE
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC118508855|XP_035904501.1|ASTE
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC118508850|XP_035904495.1|ASTE
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC118510094|XP_035907404.1|ASTE
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC118510354|XP_035907948.1|ASTE
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC118512915|XP_035913951.1|ASTE
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC118511987|XP_035911620.1|ASTE
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC118512243|XP_035912280.1|ASTE
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC118511097|XP_035909699.1|ASTE
