Orthogroup	BCOP.longest_only	DSAN.longest_only
OG0004312	LOC119078246|XP_037041616.1|BCOP	LOC120445861|XP_039482437.1|DSAN
OG0004313	LOC119078231|XP_037041585.1|BCOP	LOC120458691|XP_039502363.1|DSAN
OG0004314	LOC119071132|XP_037031713.1|BCOP	LOC120444829|XP_039480719.1|DSAN
OG0004315	LOC119074203|XP_037036095.1|BCOP	LOC120446514|XP_039483456.1|DSAN
OG0004316	LOC119072084|XP_037033136.1|BCOP	LOC120458398|XP_039501957.1|DSAN
OG0004317	LOC119071221|XP_037031929.1|BCOP	LOC120458404|XP_039501967.1|DSAN
OG0004318	LOC119079012|XP_037042672.1|BCOP	LOC120444337|XP_039479829.1|DSAN
OG0004319	LOC119066636|XP_037025095.1|BCOP	LOC120446180|XP_039482951.1|DSAN
OG0004320	LOC119083474|XP_037049088.1|BCOP	LOC120451468|XP_039491087.1|DSAN
OG0004321	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP	LOC120443877|XP_039479194.1|DSAN
OG0004322	LOC119067228|XP_037025976.1|BCOP	LOC120453404|XP_039494027.1|DSAN
OG0004323	LOC119066661|XP_037025133.1|BCOP	LOC120449738|XP_039488304.1|DSAN
OG0004324	LOC119066663|XP_037025138.1|BCOP	LOC120457823|XP_039501257.1|DSAN
OG0004325	LOC119071806|XP_037032767.1|BCOP	LOC120445970|XP_039482635.1|DSAN
OG0004326	LOC119078748|XP_037042344.1|BCOP	LOC120445969|XP_039482634.1|DSAN
OG0004327	LOC119073828|XP_037035526.1|BCOP	LOC120455018|XP_039496776.1|DSAN
OG0004328	LOC119074172|XP_037036067.1|BCOP	LOC120446595|XP_039483560.1|DSAN
OG0004329	LOC119079572|XP_037043448.1|BCOP	LOC120447115|XP_039484470.1|DSAN
OG0004330	LOC119082104|XP_037047368.1|BCOP	LOC120446485|XP_039483423.1|DSAN
OG0004331	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP	LOC120458848|XP_039502608.1|DSAN
OG0004332	LOC119066091|XP_037024258.1|BCOP	LOC120451189|XP_039490575.1|DSAN
OG0004333	LOC119072643|XP_037033786.1|BCOP	LOC120447088|XP_039484426.1|DSAN
OG0004334	LOC119077375|XP_037040461.1|BCOP	LOC120457309|XP_039500741.1|DSAN
OG0004335	LOC119070088|XP_037030296.1|BCOP	LOC120444799|XP_039480683.1|DSAN
OG0004336	LOC119079944|XP_037043947.1|BCOP	LOC120444719|XP_039480531.1|DSAN
OG0004337	LOC119071972|XP_037033001.1|BCOP	LOC120445774|XP_039482311.1|DSAN
OG0004338	LOC119071398|XP_037032170.1|BCOP	LOC120449970|XP_039488612.1|DSAN
OG0004339	LOC119071337|XP_037032117.1|BCOP	LOC120446666|XP_039483671.1|DSAN
OG0004340	LOC119071271|XP_037032031.1|BCOP	LOC120446665|XP_039483670.1|DSAN
OG0004341	LOC119071295|XP_037032064.1|BCOP	LOC120445464|XP_039481843.1|DSAN
OG0004342	LOC119066421|XP_037024788.1|BCOP	LOC120445161|XP_039481270.1|DSAN
OG0004343	LOC119066093|XP_037024260.1|BCOP	LOC120445162|XP_039481271.1|DSAN
OG0004344	LOC119066834|XP_037025390.1|BCOP	LOC120446205|XP_039482990.1|DSAN
OG0004345	LOC119074201|XP_037036092.1|BCOP	LOC120445972|XP_039482638.1|DSAN
OG0004346	LOC119066137|XP_037024323.1|BCOP	LOC120446091|XP_039482815.1|DSAN
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC120444936|XP_039480871.1|DSAN
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC120446372|XP_039483237.1|DSAN
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC120445944|XP_039482544.1|DSAN
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC120450060|XP_039488768.1|DSAN
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC120446273|XP_039483085.1|DSAN
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC120451195|XP_039490580.1|DSAN
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC120452586|XP_039492809.1|DSAN
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC120451952|XP_039491909.1|DSAN
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC120454327|XP_039495464.1|DSAN
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC120446994|XP_039484228.1|DSAN
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC120446305|XP_039483188.1|DSAN
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC120445420|XP_039481770.1|DSAN
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC120444639|XP_039480391.1|DSAN
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC120449579|XP_039488067.1|DSAN
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC120453226|XP_039493755.1|DSAN
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC120449020|XP_039487234.1|DSAN
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC120454943|XP_039496645.1|DSAN
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC120447150|XP_039484532.1|DSAN
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC120445047|XP_039481096.1|DSAN
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC120458083|XP_039501534.1|DSAN
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC120450443|XP_039489390.1|DSAN
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC120447636|XP_039485077.1|DSAN
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC120443701|XP_039478876.1|DSAN
OG0004370	LOC119071899|XP_037032897.1|BCOP	LOC120446857|XP_039483988.1|DSAN
OG0004371	LOC119071517|XP_037032287.1|BCOP	LOC120456971|XP_039500052.1|DSAN
OG0004372	LOC119078166|XP_037041535.1|BCOP	LOC120446347|XP_039483207.1|DSAN
OG0004373	LOC119078317|XP_037041717.1|BCOP	LOC120454675|XP_039496125.1|DSAN
OG0004374	LOC119071871|XP_037032829.1|BCOP	LOC120444720|XP_039480532.1|DSAN
OG0004375	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP	LOC120449326|XP_039487659.1|DSAN
OG0004376	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP	LOC120449428|XP_039487824.1|DSAN
OG0004377	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP	LOC120447963|XP_039485588.1|DSAN
OG0004378	LOC119066430|XP_037024806.1|BCOP	LOC120444652|XP_039480421.1|DSAN
OG0004379	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP	LOC120445069|XP_039481129.1|DSAN
OG0004380	LOC119071928|XP_037032946.1|BCOP	LOC120458405|XP_039501968.1|DSAN
OG0004381	LOC119069548|XP_037029522.1|BCOP	LOC120452003|XP_039491969.1|DSAN
OG0004382	LOC119071477|XP_037032221.1|BCOP	LOC120446868|XP_039484007.1|DSAN
OG0004383	LOC119075393|XP_037037729.1|BCOP	LOC120445371|XP_039481686.1|DSAN
OG0004384	LOC119072616|XP_037033766.1|BCOP	LOC120445377|XP_039481693.1|DSAN
OG0004385	LOC119083533|XP_037049149.1|BCOP	LOC120446538|XP_039483488.1|DSAN
OG0004386	LOC119072602|XP_037033751.1|BCOP	LOC120446293|XP_039483121.1|DSAN
OG0004387	LOC119071847|XP_037032800.1|BCOP	LOC120447730|XP_039485208.1|DSAN
OG0004388	LOC119079112|XP_037042829.1|BCOP	LOC120446614|XP_039483593.1|DSAN
OG0004389	LOC119079017|XP_037042683.1|BCOP	LOC120448241|XP_039486080.1|DSAN
OG0004390	LOC119086004|XP_037052473.1|BCOP	LOC120449045|XP_039487272.1|DSAN
OG0004391	LOC119072017|XP_037033030.1|BCOP	LOC120445483|XP_039481864.1|DSAN
OG0004392	LOC119078300|XP_037041689.1|BCOP	LOC120447484|XP_039484814.1|DSAN
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC120445652|XP_039482130.1|DSAN
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC120445818|XP_039482367.1|DSAN
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC120445439|XP_039481805.1|DSAN
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC120458732|XP_039502439.1|DSAN
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC120447151|XP_039484533.1|DSAN
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC120447157|XP_039484543.1|DSAN
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC120447201|XP_039484627.1|DSAN
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC120454572|XP_039495905.1|DSAN
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC120446282|XP_039483102.1|DSAN
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC120444675|XP_039480469.1|DSAN
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC120446043|XP_039482750.1|DSAN
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC120458667|XP_039502338.1|DSAN
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC120449068|XP_039487300.1|DSAN
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC120447630|XP_039485063.1|DSAN
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC120448409|XP_039486343.1|DSAN
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC120454828|XP_039496227.1|DSAN
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC120444334|XP_039479824.1|DSAN
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC120450590|XP_039489645.1|DSAN
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC120450589|XP_039489643.1|DSAN
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC120445618|XP_039482064.1|DSAN
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC120446400|XP_039483274.1|DSAN
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC120444918|XP_039480846.1|DSAN
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC120450870|XP_039490031.1|DSAN
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC120453071|XP_039493531.1|DSAN
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC120445590|XP_039482016.1|DSAN
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC120449609|XP_039488134.1|DSAN
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC120446519|XP_039483464.1|DSAN
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC120449519|XP_039487962.1|DSAN
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC120449153|XP_039487423.1|DSAN
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC120446912|XP_039484082.1|DSAN
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC120444743|XP_039480602.1|DSAN
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC120447953|XP_039485574.1|DSAN
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC120450445|XP_039489393.1|DSAN
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC120448058|XP_039485742.1|DSAN
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC120453904|XP_039494765.1|DSAN
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC120450538|XP_039489571.1|DSAN
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC120447994|XP_039485625.1|DSAN
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC120451235|XP_039490663.1|DSAN
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC120451234|XP_039490662.1|DSAN
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC120448660|XP_039486729.1|DSAN
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC120447154|XP_039484540.1|DSAN
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC120444484|XP_039480098.1|DSAN
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC120444428|XP_039480001.1|DSAN
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC120446647|XP_039483652.1|DSAN
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC120445374|XP_039481690.1|DSAN
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC120444343|XP_039479850.1|DSAN
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC120446040|XP_039482737.1|DSAN
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC120458483|XP_039502078.1|DSAN
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC120445109|XP_039481187.1|DSAN
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC120449146|XP_039487415.1|DSAN
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC120446858|XP_039483991.1|DSAN
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC120444527|XP_039480208.1|DSAN
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC120453824|XP_039494643.1|DSAN
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC120451663|XP_039491472.1|DSAN
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC120446486|XP_039483425.1|DSAN
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC120450254|XP_039489075.1|DSAN
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC120445931|XP_039482526.1|DSAN
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC120446533|XP_039483480.1|DSAN
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC120447001|XP_039484239.1|DSAN
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC120451202|XP_039490588.1|DSAN
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC120456285|XP_039498960.1|DSAN
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC120448627|XP_039486678.1|DSAN
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC120449300|XP_039487625.1|DSAN
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC120450212|XP_039489017.1|DSAN
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC120450256|XP_039489080.1|DSAN
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC120449017|XP_039487228.1|DSAN
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC120449443|XP_039487850.1|DSAN
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC120448733|XP_039486842.1|DSAN
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC120450177|XP_039488969.1|DSAN
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC120448344|XP_039486240.1|DSAN
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC120449759|XP_039488329.1|DSAN
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC120448856|XP_039486997.1|DSAN
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC120448855|XP_039486996.1|DSAN
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC120449190|XP_039487478.1|DSAN
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC120445247|XP_039481455.1|DSAN
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC120451612|XP_039491386.1|DSAN
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC120458210|XP_039501721.1|DSAN
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC120445983|XP_039482649.1|DSAN
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC120445982|XP_039482648.1|DSAN
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC120454672|XP_039496122.1|DSAN
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC120458834|XP_039502591.1|DSAN
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC120448079|XP_039485789.1|DSAN
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC120444922|XP_039480853.1|DSAN
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC120445418|XP_039481768.1|DSAN
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC120455185|XP_039497057.1|DSAN
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC120447004|XP_039484244.1|DSAN
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC120453406|XP_039494030.1|DSAN
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC120444800|XP_039480681.1|DSAN
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC120452391|XP_039492540.1|DSAN
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC120447106|XP_039484451.1|DSAN
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC120450348|XP_039489257.1|DSAN
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC120443738|XP_039478927.1|DSAN
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC120450428|XP_039489372.1|DSAN
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC120445705|XP_039482199.1|DSAN
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC120458011|XP_039501443.1|DSAN
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC120447521|XP_039484886.1|DSAN
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC120449520|XP_039487966.1|DSAN, LOC120446676|XP_039483684.1|DSAN
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC120448526|XP_039486498.1|DSAN
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC120452806|XP_039493140.1|DSAN
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC120451309|XP_039490812.1|DSAN
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC120452390|XP_039492539.1|DSAN
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC120453042|XP_039493496.1|DSAN
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC120447767|XP_039485248.1|DSAN
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC120457247|XP_039500570.1|DSAN
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC120451761|XP_039491623.1|DSAN
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC120454905|XP_039496515.1|DSAN
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC120454842|XP_039496268.1|DSAN
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC120454924|XP_039496611.1|DSAN
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC120454969|XP_039496684.1|DSAN
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC120456704|XP_039499609.1|DSAN
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC120456775|XP_039499707.1|DSAN
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC120457361|XP_039500818.1|DSAN
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC120453516|XP_039494198.1|DSAN
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC120455348|XP_039497375.1|DSAN
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC120458601|XP_039502239.1|DSAN
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC120456676|XP_039499567.1|DSAN
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC120450975|XP_039490201.1|DSAN
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC120456951|XP_039500028.1|DSAN
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC120455547|XP_039497820.1|DSAN
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC120455169|XP_039497030.1|DSAN
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC120456959|XP_039500038.1|DSAN
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC120455385|XP_039497446.1|DSAN
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC120456886|XP_039499916.1|DSAN
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC120457112|XP_039500258.1|DSAN
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC120452568|XP_039492784.1|DSAN
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC120457223|XP_039500529.1|DSAN
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC120455640|XP_039497964.1|DSAN
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC120446526|XP_039483472.1|DSAN
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC120450230|XP_039489042.1|DSAN
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC120456341|XP_039499049.1|DSAN
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC120455505|XP_039497702.1|DSAN
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC120445429|XP_039481790.1|DSAN
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC120452833|XP_039493192.1|DSAN
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC120456130|XP_039498693.1|DSAN
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC120444347|XP_039479858.1|DSAN
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC120456305|XP_039498987.1|DSAN
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC120455933|XP_039498394.1|DSAN
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC120456286|XP_039498961.1|DSAN
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC120454681|XP_039496131.1|DSAN
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC120444827|XP_039480717.1|DSAN
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC120456385|XP_039499144.1|DSAN
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC120457284|XP_039500659.1|DSAN
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC120457198|XP_039500486.1|DSAN
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC120456184|XP_039498792.1|DSAN
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC120445888|XP_039482472.1|DSAN
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC120455281|XP_039497238.1|DSAN
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC120447613|XP_039485021.1|DSAN
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC120454971|XP_039496687.1|DSAN
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC120456537|XP_039499349.1|DSAN
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC120455045|XP_039496827.1|DSAN
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC120457251|XP_039500578.1|DSAN
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC120455896|XP_039498327.1|DSAN
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC120453083|XP_039493544.1|DSAN
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC120457867|XP_039501325.1|DSAN
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC120453619|XP_039494332.1|DSAN
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC120453632|XP_039494357.1|DSAN
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC120454587|XP_039495969.1|DSAN
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC120452204|XP_039492258.1|DSAN
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC120454097|XP_039495041.1|DSAN
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC120455117|XP_039496943.1|DSAN
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC120456225|XP_039498843.1|DSAN
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC120457345|XP_039500788.1|DSAN
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC120451155|XP_039490520.1|DSAN
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC120444313|XP_039479790.1|DSAN
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC120457176|XP_039500405.1|DSAN
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC120458782|XP_039502497.1|DSAN
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC120451316|XP_039490819.1|DSAN
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC120456484|XP_039499282.1|DSAN
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC120455418|XP_039497500.1|DSAN
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC120451002|XP_039490248.1|DSAN
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC120453906|XP_039494771.1|DSAN
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC120455649|XP_039497974.1|DSAN
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC120451097|XP_039490470.1|DSAN
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC120454445|XP_039495681.1|DSAN
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC120454340|XP_039495485.1|DSAN
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC120452634|XP_039492878.1|DSAN
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC120456102|XP_039498641.1|DSAN
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC120445519|XP_039481912.1|DSAN
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC120457092|XP_039500212.1|DSAN
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC120451845|XP_039491755.1|DSAN
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC120452102|XP_039492112.1|DSAN
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC120456900|XP_039499936.1|DSAN
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC120453117|XP_039493590.1|DSAN
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC120451223|XP_039490640.1|DSAN
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC120455460|XP_039497616.1|DSAN
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC120456918|XP_039499986.1|DSAN
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC120456605|XP_039499449.1|DSAN
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC120456468|XP_039499250.1|DSAN
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC120456271|XP_039498933.1|DSAN
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC120455026|XP_039496791.1|DSAN
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC120449069|XP_039487301.1|DSAN
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC120455608|XP_039497926.1|DSAN
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC120456340|XP_039499048.1|DSAN
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC120455928|XP_039498388.1|DSAN
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC120455532|XP_039497755.1|DSAN
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC120458042|XP_039501485.1|DSAN
