Orthogroup	BCOP.longest_only	HILL.longest_only
OG0003138	LOC119071870|XP_037032828.1|BCOP	LOC119654369|XP_037915643.1|HILL
OG0003140	LOC119083096|XP_037048613.1|BCOP	LOC119654573|XP_037915955.1|HILL
OG0003141	LOC119071553|XP_037032371.1|BCOP	LOC119654683|XP_037916120.1|HILL
OG0003142	LOC119071549|XP_037032346.1|BCOP	LOC119655579|XP_037917441.1|HILL
OG0003143	LOC119071763|XP_037032702.1|BCOP	LOC119649595|XP_037907736.1|HILL
OG0003144	LOC119071142|XP_037031742.1|BCOP	LOC119655776|XP_037917765.1|HILL
OG0003145	LOC119071249|XP_037031983.1|BCOP	LOC119654009|XP_037915099.1|HILL
OG0003146	LOC119078985|XP_037042630.1|BCOP	LOC119648176|XP_037905684.1|HILL
OG0003147	LOC119070964|XP_037031423.1|BCOP	LOC119647798|XP_037904934.1|HILL
OG0003148	LOC119070393|XP_037030611.1|BCOP	LOC119650409|XP_037909123.1|HILL
OG0003149	LOC119079470|XP_037043295.1|BCOP, LOC119079469|XP_037043294.1|BCOP	LOC119660815|XP_037925586.1|HILL
OG0003150	LOC119071873|XP_037032838.1|BCOP	LOC119655265|XP_037916988.1|HILL
OG0003151	LOC119078812|XP_037042411.1|BCOP	LOC119654558|XP_037915934.1|HILL
OG0003152	LOC119083528|XP_037049142.1|BCOP	LOC119655187|XP_037916879.1|HILL
OG0003153	LOC119083499|XP_037049113.1|BCOP	LOC119654385|XP_037915681.1|HILL
OG0003154	LOC119068123|XP_037027475.1|BCOP, LOC119068443|XP_037027912.1|BCOP	LOC119659677|XP_037923828.1|HILL
OG0003155	LOC119079943|XP_037043946.1|BCOP	LOC119656000|XP_037918166.1|HILL
OG0003156	LOC119074196|XP_037036086.1|BCOP	LOC119653581|XP_037914255.1|HILL
OG0003157	LOC119074582|XP_037036710.1|BCOP	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL
OG0003158	LOC119066566|XP_037025008.1|BCOP	LOC119654366|XP_037915639.1|HILL
OG0003159	LOC119072651|XP_037033801.1|BCOP	LOC119654786|XP_037916258.1|HILL
OG0003160	LOC119072649|XP_037033797.1|BCOP	LOC119654396|XP_037915705.1|HILL
OG0003161	LOC119070517|XP_037030778.1|BCOP, LOC119082401|XP_037047827.1|BCOP	LOC119655350|XP_037917130.1|HILL
OG0003162	LOC119071809|XP_037032769.1|BCOP	LOC119654470|XP_037915815.1|HILL
OG0003163	LOC119085113|XP_037051266.1|BCOP	LOC119649085|XP_037907013.1|HILL
OG0003164	LOC119081967|XP_037047174.1|BCOP	LOC119655860|XP_037917908.1|HILL
OG0003165	LOC119072320|XP_037033401.1|BCOP, LOC119072321|XP_037033404.1|BCOP	LOC119654564|XP_037915940.1|HILL
OG0003166	LOC119083258|XP_037048830.1|BCOP	LOC119653691|XP_037914489.1|HILL
OG0003167	LOC119086001|XP_037052471.1|BCOP	LOC119654305|XP_037915541.1|HILL
OG0003168	LOC119071569|XP_037032401.1|BCOP	LOC119655228|XP_037916937.1|HILL
OG0003169	LOC119084320|XP_037050143.1|BCOP	LOC119653735|XP_037914585.1|HILL
OG0003170	LOC119066881|XP_037025460.1|BCOP	LOC119655610|XP_037917499.1|HILL
OG0003171	LOC119069555|XP_037029531.1|BCOP	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC119084340|XP_037050168.1|BCOP, LOC119069502|XP_037029469.1|BCOP	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC119077632|XP_037040745.1|BCOP	LOC119649928|XP_037908275.1|HILL
OG0003174	LOC119066125|XP_037024306.1|BCOP	LOC119660907|XP_037925783.1|HILL
OG0003175	LOC119071664|XP_037032528.1|BCOP	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC119083880|XP_037049589.1|BCOP, LOC119067156|XP_037025843.1|BCOP	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC119076720|XP_037039534.1|BCOP	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC119071240|XP_037031970.1|BCOP	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC119066219|XP_037024437.1|BCOP	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC119072586|XP_037033731.1|BCOP	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC119072590|XP_037033739.1|BCOP	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC119071513|XP_037032277.1|BCOP	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC119075508|XP_037037870.1|BCOP	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC119072505|XP_037033639.1|BCOP	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC119071677|XP_037032553.1|BCOP	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC119071670|XP_037032544.1|BCOP	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC119072477|XP_037033602.1|BCOP	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC119085025|XP_037051097.1|BCOP	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC119071505|XP_037032257.1|BCOP	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC119082103|XP_037047367.1|BCOP	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC119068996|XP_037028767.1|BCOP, LOC119078827|XP_037042433.1|BCOP	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC119071152|XP_037031792.1|BCOP	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC119083600|XP_037049231.1|BCOP, LOC119085198|XP_037051405.1|BCOP	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC119066840|XP_037025398.1|BCOP	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC119072440|XP_037033550.1|BCOP	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC119072439|XP_037033549.1|BCOP	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC119078652|XP_037042142.1|BCOP	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC119066866|XP_037025432.1|BCOP	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC119071741|XP_037032668.1|BCOP	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC119083475|XP_037049089.1|BCOP	LOC119653454|XP_037913991.1|HILL
OG0003201	LOC119071136|XP_037031718.1|BCOP	LOC119656288|XP_037918647.1|HILL
OG0003202	LOC119070654|XP_037030980.1|BCOP	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC119071158|XP_037031807.1|BCOP	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC119076659|XP_037039437.1|BCOP	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC119066915|XP_037025510.1|BCOP	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC119076139|XP_037038708.1|BCOP	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC119080409|XP_037044635.1|BCOP	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC119071014|XP_037031507.1|BCOP	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC119072186|XP_037033241.1|BCOP	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC119076936|XP_037039868.1|BCOP	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC119066908|XP_037025494.1|BCOP	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC119082366|XP_037047782.1|BCOP	LOC119646497|XP_037902880.1|HILL, LOC119659161|XP_037923039.1|HILL
OG0003213	LOC119067659|XP_037026655.1|BCOP	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC119071127|XP_037031687.1|BCOP	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC119071339|XP_037032119.1|BCOP	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC119070965|XP_037031429.1|BCOP	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC119071004|XP_037031497.1|BCOP	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC119067504|XP_037026409.1|BCOP	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC119085706|XP_037052049.1|BCOP	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC119076955|XP_037039928.1|BCOP	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC119069333|XP_037029293.1|BCOP	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC119072489|XP_037033617.1|BCOP	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC119074264|XP_037036181.1|BCOP	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC119071168|XP_037031824.1|BCOP	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC119068805|XP_037028474.1|BCOP	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC119073839|XP_037035551.1|BCOP	LOC119659473|XP_037923497.1|HILL
OG0003228	LOC119085657|XP_037052003.1|BCOP	LOC119651803|XP_037911518.1|HILL
OG0003229	LOC119071861|XP_037032818.1|BCOP	LOC119647599|XP_037904553.1|HILL
OG0003230	LOC119082908|XP_037048459.1|BCOP	LOC119648468|XP_037906157.1|HILL, LOC119652098|XP_037911964.1|HILL, LOC119652088|XP_037911953.1|HILL, LOC119661066|XP_037926192.1|HILL, LOC119661065|XP_037926191.1|HILL, LOC119646443|XP_037902822.1|HILL, LOC119653966|XP_037915055.1|HILL, LOC119652114|XP_037911983.1|HILL, LOC119648595|XP_037906292.1|HILL, LOC119658125|XP_037921322.1|HILL, LOC119658124|XP_037921320.1|HILL, LOC119658105|XP_037921299.1|HILL, LOC119658218|XP_037921412.1|HILL, LOC119659033|XP_037922855.1|HILL, LOC119658182|XP_037921377.1|HILL
OG0003231	LOC119084495|XP_037050397.1|BCOP	LOC119647737|XP_037904775.1|HILL
OG0003251	LOC119069131|XP_037028931.1|BCOP	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC119070580|XP_037030883.1|BCOP	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC119067778|XP_037026812.1|BCOP	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC119083865|XP_037049570.1|BCOP	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC119068157|XP_037027529.1|BCOP	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC119067091|XP_037025745.1|BCOP	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC119068231|XP_037027635.1|BCOP	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC119068113|XP_037027454.1|BCOP	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC119067623|XP_037026610.1|BCOP	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC119068108|XP_037027444.1|BCOP	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC119069424|XP_037029370.1|BCOP	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC119069200|XP_037029056.1|BCOP	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC119076057|XP_037038588.1|BCOP	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC119068522|XP_037028025.1|BCOP	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC119077602|XP_037040710.1|BCOP	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC119067326|XP_037026127.1|BCOP	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC119070549|XP_037030839.1|BCOP	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC119082597|XP_037048045.1|BCOP	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC119082575|XP_037047998.1|BCOP	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC119080468|XP_037044745.1|BCOP	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC119079465|XP_037043287.1|BCOP	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC119067295|XP_037026081.1|BCOP, LOC119073067|XP_037034266.1|BCOP, LOC119082254|XP_037047609.1|BCOP	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC119080929|XP_037045447.1|BCOP	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC119070361|XP_037030551.1|BCOP	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC119075765|XP_037038200.1|BCOP	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC119067021|XP_037025645.1|BCOP	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC119080993|XP_037045549.1|BCOP	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC119081068|XP_037045686.1|BCOP	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC119070135|XP_037030354.1|BCOP	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC119069508|XP_037029481.1|BCOP	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC119069351|XP_037029320.1|BCOP	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC119067261|XP_037026033.1|BCOP	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC119075666|XP_037038073.1|BCOP	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC119068071|XP_037027367.1|BCOP	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC119067489|XP_037026391.1|BCOP	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC119068181|XP_037027570.1|BCOP	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC119068744|XP_037028341.1|BCOP	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC119076126|XP_037038690.1|BCOP	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC119071317|XP_037032095.1|BCOP	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC119068288|XP_037027720.1|BCOP	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC119085704|XP_037052048.1|BCOP	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC119068997|XP_037028769.1|BCOP	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC119080482|XP_037044767.1|BCOP	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC119068117|XP_037027461.1|BCOP	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC119067199|XP_037025924.1|BCOP	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC119066247|XP_037024466.1|BCOP	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC119068010|XP_037027259.1|BCOP	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC119070324|XP_037030487.1|BCOP	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC119082136|XP_037047412.1|BCOP	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC119068445|XP_037027914.1|BCOP	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC119067020|XP_037025643.1|BCOP	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC119070017|XP_037030193.1|BCOP	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC119081837|XP_037046976.1|BCOP	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC119068046|XP_037027307.1|BCOP	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC119070284|XP_037030447.1|BCOP	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC119069088|XP_037028865.1|BCOP	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC119070069|XP_037030261.1|BCOP	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC119069883|XP_037029953.1|BCOP	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC119069879|XP_037029950.1|BCOP	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC119067476|XP_037026372.1|BCOP	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC119075699|XP_037038121.1|BCOP	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC119069265|XP_037029218.1|BCOP	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC119069187|XP_037029026.1|BCOP	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC119067682|XP_037026692.1|BCOP	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC119074280|XP_037036195.1|BCOP	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC119081069|XP_037045691.1|BCOP	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC119070455|XP_037030701.1|BCOP	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC119067520|XP_037026441.1|BCOP	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC119074152|XP_037036050.1|BCOP	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC119068187|XP_037027581.1|BCOP	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC119068650|XP_037028220.1|BCOP	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC119068693|XP_037028274.1|BCOP	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC119069900|XP_037030007.1|BCOP	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC119078462|XP_037041898.1|BCOP	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC119082073|XP_037047308.1|BCOP	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC119071648|XP_037032505.1|BCOP	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC119079964|XP_037043973.1|BCOP	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC119068842|XP_037028544.1|BCOP	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC119068860|XP_037028591.1|BCOP	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC119070051|XP_037030236.1|BCOP	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC119069339|XP_037029305.1|BCOP	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC119066862|XP_037025429.1|BCOP	LOC119650665|XP_037909541.1|HILL, LOC119650663|XP_037909533.1|HILL
OG0003336	LOC119068958|XP_037028721.1|BCOP	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC119076502|XP_037039178.1|BCOP	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC119082518|XP_037047930.1|BCOP	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC119080508|XP_037044811.1|BCOP	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC119080736|XP_037045177.1|BCOP	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC119081436|XP_037046265.1|BCOP	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC119081409|XP_037046202.1|BCOP	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC119068374|XP_037027838.1|BCOP	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC119073967|XP_037035766.1|BCOP	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC119081715|XP_037046732.1|BCOP	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC119068583|XP_037028123.1|BCOP	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC119074757|XP_037036918.1|BCOP	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC119082125|XP_037047404.1|BCOP	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC119067531|XP_037026480.1|BCOP	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC119067958|XP_037027176.1|BCOP	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC119070343|XP_037030527.1|BCOP	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC119067736|XP_037026748.1|BCOP	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC119067754|XP_037026777.1|BCOP	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC119069326|XP_037029279.1|BCOP	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC119067016|XP_037025636.1|BCOP	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC119068312|XP_037027751.1|BCOP	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC119068373|XP_037027837.1|BCOP	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC119070857|XP_037031265.1|BCOP	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC119066988|XP_037025609.1|BCOP	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC119069621|XP_037029608.1|BCOP	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC119072743|XP_037033918.1|BCOP	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC119068692|XP_037028273.1|BCOP	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC119068291|XP_037027724.1|BCOP	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC119067019|XP_037025642.1|BCOP	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC119069495|XP_037029460.1|BCOP	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC119084642|XP_037050608.1|BCOP	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC119067117|XP_037025786.1|BCOP	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC119070278|XP_037030436.1|BCOP	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC119067850|XP_037026982.1|BCOP	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC119085582|XP_037051895.1|BCOP	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC119080965|XP_037045500.1|BCOP	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC119067288|XP_037026067.1|BCOP	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC119068220|XP_037027611.1|BCOP	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC119067108|XP_037025768.1|BCOP	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC119067073|XP_037025700.1|BCOP	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC119074460|XP_037036496.1|BCOP	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC119066345|XP_037024653.1|BCOP	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC119068135|XP_037027492.1|BCOP	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC119084986|XP_037051050.1|BCOP	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC119085043|XP_037051152.1|BCOP	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC119069275|XP_037029229.1|BCOP	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC119076142|XP_037038712.1|BCOP	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC119068238|XP_037027658.1|BCOP	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC119067955|XP_037027174.1|BCOP	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC119067949|XP_037027163.1|BCOP	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC119068051|XP_037027316.1|BCOP	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC119067902|XP_037027084.1|BCOP	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC119071310|XP_037032084.1|BCOP	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC119068714|XP_037028298.1|BCOP	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC119068485|XP_037027990.1|BCOP	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC119069114|XP_037028902.1|BCOP	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC119069111|XP_037028898.1|BCOP	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC119069108|XP_037028894.1|BCOP	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC119069094|XP_037028880.1|BCOP	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC119068657|XP_037028229.1|BCOP	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC119070306|XP_037030467.1|BCOP, LOC119071075|XP_037031608.1|BCOP	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC119067781|XP_037026814.1|BCOP	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC119070122|XP_037030331.1|BCOP	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC119069955|XP_037030079.1|BCOP	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC119069975|XP_037030113.1|BCOP	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC119067717|XP_037026729.1|BCOP	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC119067251|XP_037026022.1|BCOP	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC119085716|XP_037052060.1|BCOP	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC119067976|XP_037027217.1|BCOP	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC119067980|XP_037027222.1|BCOP	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC119085715|XP_037052059.1|BCOP	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC119069423|XP_037029368.1|BCOP	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC119069980|XP_037030117.1|BCOP	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC119072869|XP_037034069.1|BCOP	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC119068535|XP_037028043.1|BCOP	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC119067166|XP_037025864.1|BCOP	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC119079886|XP_037043867.1|BCOP	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC119069314|XP_037029260.1|BCOP	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC119072327|XP_037033414.1|BCOP	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC119067325|XP_037026126.1|BCOP	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC119646828|XP_037903375.1|HILL
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC119659014|XP_037922826.1|HILL
