Orthogroup	BCOP.longest_only	DSUB.longest_only
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC117892555|XP_034654757.1|DSUB
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC117891304|XP_034652603.1|DSUB
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC117890029|XP_034650535.1|DSUB
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC117898076|XP_034663142.1|DSUB
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC117899854|XP_034665987.1|DSUB
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC117893242|XP_034655697.1|DSUB
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC117893137|XP_034655480.1|DSUB
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC117893455|XP_034655964.1|DSUB
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC117893997|XP_034656703.1|DSUB
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC117894340|XP_034657216.1|DSUB
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC117893096|XP_034655419.1|DSUB
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC117893003|XP_034655248.1|DSUB
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC117894320|XP_034657181.1|DSUB
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC117901795|XP_034668597.1|DSUB
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC117893349|XP_034655829.1|DSUB
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC117894072|XP_034656817.1|DSUB
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC117894071|XP_034656816.1|DSUB
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC117895125|XP_034658425.1|DSUB
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC117900173|XP_034666309.1|DSUB
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC117897364|XP_034662044.1|DSUB
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC117890938|XP_034651963.1|DSUB
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC117892759|XP_034655075.1|DSUB
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC117890171|XP_034650761.1|DSUB
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC117892591|XP_034654821.1|DSUB
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC117890583|XP_034651412.1|DSUB
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC117891602|XP_034653026.1|DSUB
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC117892059|XP_034653883.1|DSUB
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC117895107|XP_034658406.1|DSUB
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC117890491|XP_034651272.1|DSUB
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC117897835|XP_034662789.1|DSUB
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC117891398|XP_034652732.1|DSUB
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC117897594|XP_034662440.1|DSUB
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC117891879|XP_034653536.1|DSUB
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC117893941|XP_034656621.1|DSUB
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC117892491|XP_034654648.1|DSUB
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC117895573|XP_034659184.1|DSUB
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC117890774|XP_034651735.1|DSUB
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC117901092|XP_034667610.1|DSUB
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC117895409|XP_034658932.1|DSUB
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC117902949|XP_034670462.1|DSUB
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC117897434|XP_034662164.1|DSUB
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC117896211|XP_034660232.1|DSUB
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC117897325|XP_034661986.1|DSUB
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC117896219|XP_034660244.1|DSUB
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC117897678|XP_034662580.1|DSUB
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC117894711|XP_034657784.1|DSUB
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC117903503|XP_034671477.1|DSUB
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC117899439|XP_034665334.1|DSUB
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC117903002|XP_034670628.1|DSUB
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC117902941|XP_034670441.1|DSUB
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC117902953|XP_034670469.1|DSUB
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC117903082|XP_034670771.1|DSUB
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC117895002|XP_034658285.1|DSUB
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC117896964|XP_034661404.1|DSUB
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC117889608|XP_034649918.1|DSUB
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC117896849|XP_034661264.1|DSUB
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC117903604|XP_034671746.1|DSUB
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC117892561|XP_034654773.1|DSUB
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC117903164|XP_034670900.1|DSUB
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC117898802|XP_034664336.1|DSUB
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC117902984|XP_034670616.1|DSUB
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC117903028|XP_034670650.1|DSUB
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC117889610|XP_034649926.1|DSUB
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC117903388|XP_034671267.1|DSUB
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC117889575|XP_034649872.1|DSUB
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC117903675|XP_034671902.1|DSUB
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC117903544|XP_034671626.1|DSUB
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC117896303|XP_034660416.1|DSUB
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC117903625|XP_034671781.1|DSUB
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC117896065|XP_034659978.1|DSUB
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC117902110|XP_034669116.1|DSUB
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC117895063|XP_034658334.1|DSUB
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC117903844|XP_034672198.1|DSUB
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC117902428|XP_034669688.1|DSUB
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC117891211|XP_034652441.1|DSUB
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC117897765|XP_034662701.1|DSUB
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC117895998|XP_034659884.1|DSUB
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC117890503|XP_034651288.1|DSUB
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC117890213|XP_034650841.1|DSUB
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC117896741|XP_034661100.1|DSUB
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC117889638|XP_034649987.1|DSUB
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC117899036|XP_034664686.1|DSUB
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC117890189|XP_034650786.1|DSUB
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC117894390|XP_034657288.1|DSUB
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC117902286|XP_034669458.1|DSUB
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC117889635|XP_034649984.1|DSUB
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC117903631|XP_034671793.1|DSUB
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC117892497|XP_034654664.1|DSUB
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC117903656|XP_034671854.1|DSUB
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC117895152|XP_034658480.1|DSUB
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC117903333|XP_034671170.1|DSUB
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC117903338|XP_034671175.1|DSUB
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC117903732|XP_034671977.1|DSUB
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC117891159|XP_034652326.1|DSUB
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC117901873|XP_034668725.1|DSUB
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC117898497|XP_034663830.1|DSUB
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC117896318|XP_034660440.1|DSUB
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC117899449|XP_034665348.1|DSUB
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC117897527|XP_034662336.1|DSUB
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC117898040|XP_034663087.1|DSUB
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC117896731|XP_034661086.1|DSUB
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC117899186|XP_034664938.1|DSUB
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC117900915|XP_034667756.1|DSUB
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC117903185|XP_034670924.1|DSUB
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC117889588|XP_034649887.1|DSUB
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC117896135|XP_034660093.1|DSUB
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC117890025|XP_034650531.1|DSUB
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC117903573|XP_034671680.1|DSUB
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC117902092|XP_034669079.1|DSUB
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC117897761|XP_034662697.1|DSUB
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC117903724|XP_034671965.1|DSUB
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC117903717|XP_034671954.1|DSUB
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC117897122|XP_034661666.1|DSUB
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC117899692|XP_034665787.1|DSUB
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC117889598|XP_034649903.1|DSUB
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC117902539|XP_034669858.1|DSUB
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC117899120|XP_034664804.1|DSUB
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC117899678|XP_034665758.1|DSUB
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC117897083|XP_034661612.1|DSUB
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC117903293|XP_034671114.1|DSUB
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC117892513|XP_034654687.1|DSUB
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC117903638|XP_034671852.1|DSUB
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC117896164|XP_034660130.1|DSUB
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC117896160|XP_034660128.1|DSUB
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC117901748|XP_034668529.1|DSUB
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC117899139|XP_034664833.1|DSUB
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC117899137|XP_034664830.1|DSUB
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC117890714|XP_034651684.1|DSUB
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC117903890|XP_034672283.1|DSUB
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC117895872|XP_034659788.1|DSUB
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC117889647|XP_034650002.1|DSUB
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC117890361|XP_034651049.1|DSUB
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC117903863|XP_034672241.1|DSUB
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC117894037|XP_034656775.1|DSUB
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC117903902|XP_034672297.1|DSUB
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC117903277|XP_034671070.1|DSUB
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC117900028|XP_034666110.1|DSUB
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC117901439|XP_034668074.1|DSUB
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC117890221|XP_034650853.1|DSUB
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC117889865|XP_034650267.1|DSUB
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC117898512|XP_034663861.1|DSUB
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC117894076|XP_034656840.1|DSUB
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC117892062|XP_034653894.1|DSUB
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC117893516|XP_034656050.1|DSUB
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC117896702|XP_034661045.1|DSUB
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC117896852|XP_034661268.1|DSUB
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC117897768|XP_034662704.1|DSUB
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC117899681|XP_034665761.1|DSUB
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC117903659|XP_034671871.1|DSUB
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC117903439|XP_034671354.1|DSUB
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC117890809|XP_034651775.1|DSUB
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC117900921|XP_034667375.1|DSUB
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC117898816|XP_034664369.1|DSUB, LOC117891907|XP_034653624.1|DSUB
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC117896469|XP_034660694.1|DSUB
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC117897242|XP_034661852.1|DSUB
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC117897263|XP_034661878.1|DSUB
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC117896618|XP_034660944.1|DSUB
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC117897723|XP_034662641.1|DSUB
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC117898228|XP_034663354.1|DSUB
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC117903594|XP_034671711.1|DSUB
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC117903366|XP_034671212.1|DSUB
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC117893159|XP_034655516.1|DSUB
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC117902577|XP_034669954.1|DSUB
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC117897568|XP_034662401.1|DSUB
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC117899525|XP_034665477.1|DSUB
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC117896340|XP_034660475.1|DSUB
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC117896338|XP_034660469.1|DSUB
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	LOC117897719|XP_034662635.1|DSUB
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC117899478|XP_034665403.1|DSUB
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC117900064|XP_034666566.1|DSUB
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC117903512|XP_034671512.1|DSUB
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC117891479|XP_034652853.1|DSUB
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC117899369|XP_034665240.1|DSUB
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC117899342|XP_034665184.1|DSUB
OG0004641	LOC119079520|XP_037043382.1|BCOP	LOC117896562|XP_034660899.1|DSUB
OG0004642	LOC119066985|XP_037025605.1|BCOP	LOC117897289|XP_034661925.1|DSUB
OG0004643	LOC119074926|XP_037037215.1|BCOP	LOC117897842|XP_034662799.1|DSUB
OG0004644	LOC119069417|XP_037029365.1|BCOP	LOC117889584|XP_034649882.1|DSUB
OG0004645	LOC119069141|XP_037028942.1|BCOP	LOC117901960|XP_034668831.1|DSUB
OG0004646	LOC119081486|XP_037046381.1|BCOP	LOC117896834|XP_034661239.1|DSUB
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC117903629|XP_034671790.1|DSUB
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC117903829|XP_034672172.1|DSUB
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC117903851|XP_034672206.1|DSUB
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC117900466|XP_034666732.1|DSUB
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC117898196|XP_034663307.1|DSUB
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC117898656|XP_034664120.1|DSUB
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC117894418|XP_034657320.1|DSUB
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC117900050|XP_034666137.1|DSUB
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC117898700|XP_034664209.1|DSUB
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC117901477|XP_034668136.1|DSUB
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC117896574|XP_034660866.1|DSUB
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC117897622|XP_034662479.1|DSUB
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC117899034|XP_034664683.1|DSUB
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC117896169|XP_034660142.1|DSUB
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC117897454|XP_034662191.1|DSUB
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	LOC117899007|XP_034664650.1|DSUB
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC117903563|XP_034671659.1|DSUB
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC117889637|XP_034649990.1|DSUB
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC117898122|XP_034663201.1|DSUB
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC117898126|XP_034663209.1|DSUB
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC117903637|XP_034671802.1|DSUB
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC117899968|XP_034666017.1|DSUB
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC117899468|XP_034665376.1|DSUB
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC117899349|XP_034665193.1|DSUB
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC117899440|XP_034665335.1|DSUB
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC117898938|XP_034664545.1|DSUB
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC117896193|XP_034660175.1|DSUB
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC117896192|XP_034660173.1|DSUB
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC117898923|XP_034664526.1|DSUB
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC117897031|XP_034661501.1|DSUB
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC117898469|XP_034663789.1|DSUB
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC117899057|XP_034664715.1|DSUB
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC117895989|XP_034659865.1|DSUB
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC117896994|XP_034661442.1|DSUB
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC117902091|XP_034669078.1|DSUB
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC117899542|XP_034665512.1|DSUB
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC117897984|XP_034662987.1|DSUB
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC117898158|XP_034663255.1|DSUB
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC117899234|XP_034664999.1|DSUB
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC117897309|XP_034661953.1|DSUB
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC117898680|XP_034664154.1|DSUB
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC117899043|XP_034664693.1|DSUB
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC117898627|XP_034664074.1|DSUB
OG0004691	LOC119067882|XP_037027056.1|BCOP	LOC117898184|XP_034663290.1|DSUB
OG0004692	LOC119069334|XP_037029294.1|BCOP	LOC117897946|XP_034662932.1|DSUB
OG0004693	LOC119069335|XP_037029296.1|BCOP	LOC117897507|XP_034662287.1|DSUB
OG0004694	LOC119069931|XP_037030050.1|BCOP	LOC117898859|XP_034664427.1|DSUB
OG0004695	LOC119085775|XP_037052164.1|BCOP	LOC117896183|XP_034660158.1|DSUB
OG0004696	LOC119067271|XP_037026045.1|BCOP	LOC117898672|XP_034664143.1|DSUB
OG0004697	LOC119083569|XP_037049208.1|BCOP	LOC117898925|XP_034664530.1|DSUB
OG0004698	LOC119070142|XP_037030365.1|BCOP	LOC117903317|XP_034671145.1|DSUB
OG0004699	LOC119068528|XP_037028033.1|BCOP	LOC117897247|XP_034661859.1|DSUB
OG0004700	LOC119085391|XP_037051682.1|BCOP	LOC117899008|XP_034664647.1|DSUB
OG0004701	LOC119085009|XP_037051087.1|BCOP	LOC117897616|XP_034662472.1|DSUB
OG0004702	LOC119081642|XP_037046618.1|BCOP	LOC117895992|XP_034659869.1|DSUB
OG0004703	LOC119070468|XP_037030719.1|BCOP	LOC117899068|XP_034664726.1|DSUB
OG0004704	LOC119067944|XP_037027156.1|BCOP	LOC117896324|XP_034660450.1|DSUB
OG0004705	LOC119066382|XP_037024709.1|BCOP	LOC117899550|XP_034665529.1|DSUB
OG0004706	LOC119069967|XP_037030097.1|BCOP	LOC117893033|XP_034655283.1|DSUB
OG0004707	LOC119068233|XP_037027644.1|BCOP	LOC117899966|XP_034666012.1|DSUB
OG0004708	LOC119067010|XP_037025632.1|BCOP	LOC117899720|XP_034665830.1|DSUB
OG0004709	LOC119067468|XP_037026352.1|BCOP	LOC117896601|XP_034660923.1|DSUB
OG0004710	LOC119067263|XP_037026037.1|BCOP	LOC117898199|XP_034663310.1|DSUB
OG0004711	LOC119070403|XP_037030622.1|BCOP	LOC117899438|XP_034665333.1|DSUB
OG0004712	LOC119074248|XP_037036167.1|BCOP	LOC117899684|XP_034665765.1|DSUB
OG0004713	LOC119085702|XP_037052046.1|BCOP	LOC117897020|XP_034661484.1|DSUB
OG0004714	LOC119082075|XP_037047314.1|BCOP	LOC117899568|XP_034665569.1|DSUB
OG0004715	LOC119066127|XP_037024308.1|BCOP	LOC117902040|XP_034668995.1|DSUB
OG0004716	LOC119067216|XP_037025954.1|BCOP	LOC117897019|XP_034661483.1|DSUB
OG0004717	LOC119068114|XP_037027455.1|BCOP	LOC117899180|XP_034664934.1|DSUB
OG0004718	LOC119078746|XP_037042340.1|BCOP	LOC117900714|XP_034667067.1|DSUB
OG0004719	LOC119069959|XP_037030085.1|BCOP	LOC117896246|XP_034660296.1|DSUB
OG0004720	LOC119068883|XP_037028643.1|BCOP	LOC117898425|XP_034663706.1|DSUB
OG0004721	LOC119067982|XP_037027224.1|BCOP	LOC117899014|XP_034664662.1|DSUB
OG0004722	LOC119069923|XP_037030038.1|BCOP	LOC117899075|XP_034664736.1|DSUB
OG0004723	LOC119067572|XP_037026551.1|BCOP	LOC117903201|XP_034670978.1|DSUB
OG0004724	LOC119070559|XP_037030860.1|BCOP	LOC117896561|XP_034660854.1|DSUB
OG0004725	LOC119070563|XP_037030866.1|BCOP	LOC117896952|XP_034661387.1|DSUB
OG0004726	LOC119069953|XP_037030077.1|BCOP	LOC117896182|XP_034660156.1|DSUB
OG0004727	LOC119068215|XP_037027604.1|BCOP	LOC117897652|XP_034662520.1|DSUB
OG0004728	LOC119068218|XP_037027606.1|BCOP	LOC117898010|XP_034663030.1|DSUB
OG0004729	LOC119068800|XP_037028470.1|BCOP	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB
OG0004730	LOC119066254|XP_037024485.1|BCOP	LOC117902727|XP_034670189.1|DSUB
OG0004731	LOC119070081|XP_037030284.1|BCOP	LOC117898440|XP_034663736.1|DSUB
OG0004732	LOC119070359|XP_037030549.1|BCOP	LOC117899312|XP_034665129.1|DSUB
OG0004733	LOC119079430|XP_037043236.1|BCOP	LOC117899313|XP_034665130.1|DSUB
OG0004734	LOC119067926|XP_037027133.1|BCOP	LOC117899698|XP_034665793.1|DSUB
OG0004735	LOC119069171|XP_037028977.1|BCOP	LOC117897985|XP_034662989.1|DSUB
OG0004736	LOC119068103|XP_037027422.1|BCOP	LOC117899530|XP_034665489.1|DSUB
OG0004737	LOC119067052|XP_037025692.1|BCOP	LOC117897124|XP_034661667.1|DSUB
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	LOC117897452|XP_034662188.1|DSUB
OG0004739	LOC119069316|XP_037029263.1|BCOP	LOC117898494|XP_034663825.1|DSUB
OG0004740	LOC119067892|XP_037027074.1|BCOP	LOC117898089|XP_034663160.1|DSUB
OG0004741	LOC119067879|XP_037027044.1|BCOP	LOC117899647|XP_034665713.1|DSUB
OG0004742	LOC119085059|XP_037051171.1|BCOP	LOC117902976|XP_034670527.1|DSUB
OG0004743	LOC119069096|XP_037028884.1|BCOP	LOC117896236|XP_034660273.1|DSUB
OG0004744	LOC119078060|XP_037041386.1|BCOP	LOC117901382|XP_034668000.1|DSUB
OG0004745	LOC119067589|XP_037026582.1|BCOP	LOC117896131|XP_034660083.1|DSUB
