Orthogroup	BCOP.longest_only	DALB.longest_only
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC117570848|XP_034108620.1|DALB
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC117569848|XP_034107068.1|DALB
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC117564084|XP_034098604.1|DALB
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC117566217|XP_034101652.1|DALB
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC117564659|XP_034099408.1|DALB
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC117563879|XP_034098329.1|DALB
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC117564389|XP_034099001.1|DALB
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC117563937|XP_034098401.1|DALB
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC117563488|XP_034097741.1|DALB
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC117564147|XP_034098704.1|DALB
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC117566928|XP_034102441.1|DALB
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC117564770|XP_034099561.1|DALB
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC117576851|XP_034117833.1|DALB
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC117574994|XP_034114956.1|DALB
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC117571797|XP_034110052.1|DALB
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC117568427|XP_034104975.1|DALB
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC117575247|XP_034115269.1|DALB
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC117574545|XP_034114306.1|DALB
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC117564031|XP_034098528.1|DALB
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC117569691|XP_034106836.1|DALB
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC117577867|XP_034118714.1|DALB
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC117570507|XP_034108094.1|DALB
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC117571532|XP_034109606.1|DALB
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC117572457|XP_034111182.1|DALB
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC117568693|XP_034105397.1|DALB
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC117566382|XP_034101774.1|DALB
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC117572548|XP_034111310.1|DALB
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC117572550|XP_034111313.1|DALB
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC117577596|XP_034118336.1|DALB
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC117572670|XP_034111578.1|DALB
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC117571329|XP_034109309.1|DALB
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC117571328|XP_034109305.1|DALB
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC117565881|XP_034101111.1|DALB
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC117575768|XP_034116025.1|DALB
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC117577585|XP_034118320.1|DALB
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC117574444|XP_034114173.1|DALB, LOC117576637|XP_034117454.1|DALB, LOC117574443|XP_034114171.1|DALB
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC117563311|XP_034097460.1|DALB
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC117577857|XP_034118696.1|DALB
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC117575552|XP_034115704.1|DALB
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC117576036|XP_034116450.1|DALB
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC117574940|XP_034114880.1|DALB
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC117573536|XP_034112702.1|DALB
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC117563663|XP_034097970.1|DALB, LOC117573912|XP_034113312.1|DALB
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC117576200|XP_034116683.1|DALB
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC117575232|XP_034115253.1|DALB
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC117574999|XP_034114965.1|DALB
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC117575714|XP_034115940.1|DALB
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC117568030|XP_034104265.1|DALB
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC117568819|XP_034105575.1|DALB
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC117564156|XP_034098716.1|DALB
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC119071411|XP_037032184.1|BCOP, LOC119071133|XP_037031715.1|BCOP	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC117577644|XP_034118414.1|DALB, LOC117577645|XP_034118415.1|DALB, LOC117577642|XP_034118402.1|DALB
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC117566073|XP_034101443.1|DALB
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC117564911|XP_034099757.1|DALB
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC117575863|XP_034116175.1|DALB, LOC117574379|XP_034114104.1|DALB
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC119069310|XP_037029256.1|BCOP	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC119066002|XP_037024114.1|BCOP	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC119082350|XP_037047763.1|BCOP	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC119074244|XP_037036164.1|BCOP	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC119082791|XP_037048280.1|BCOP	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC119071694|XP_037032577.1|BCOP	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC119066451|XP_037024847.1|BCOP	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC119071225|XP_037031934.1|BCOP	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC119066851|XP_037025413.1|BCOP	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC119078290|XP_037041675.1|BCOP	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC119085103|XP_037051244.1|BCOP	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC119080620|XP_037044919.1|BCOP	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC119070087|XP_037030295.1|BCOP	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC119078996|XP_037042656.1|BCOP	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC119071381|XP_037032138.1|BCOP	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC119079699|XP_037043652.1|BCOP	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC119071155|XP_037031800.1|BCOP	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC119078246|XP_037041616.1|BCOP	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC119078231|XP_037041585.1|BCOP	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC119071132|XP_037031713.1|BCOP	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC119074203|XP_037036095.1|BCOP	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC119072084|XP_037033136.1|BCOP	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC119071221|XP_037031929.1|BCOP	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC119079012|XP_037042672.1|BCOP	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC119066636|XP_037025095.1|BCOP	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC119083474|XP_037049088.1|BCOP	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC119067228|XP_037025976.1|BCOP	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC119066661|XP_037025133.1|BCOP	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC119066663|XP_037025138.1|BCOP	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC119071806|XP_037032767.1|BCOP	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC119078748|XP_037042344.1|BCOP	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC119073828|XP_037035526.1|BCOP	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC119074172|XP_037036067.1|BCOP	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC119079572|XP_037043448.1|BCOP	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC119082104|XP_037047368.1|BCOP	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC119066091|XP_037024258.1|BCOP	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC119072643|XP_037033786.1|BCOP	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC119077375|XP_037040461.1|BCOP	LOC117565225|XP_034100123.1|DALB
