Orthogroup	BCOP.longest_only	CPIP.longest_only
OG0003279	LOC119070135|XP_037030354.1|BCOP	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC119069508|XP_037029481.1|BCOP	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC119069351|XP_037029320.1|BCOP	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC119067261|XP_037026033.1|BCOP	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC119075666|XP_037038073.1|BCOP	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC119068071|XP_037027367.1|BCOP	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC119067489|XP_037026391.1|BCOP	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC119068181|XP_037027570.1|BCOP	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC119068744|XP_037028341.1|BCOP	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC119076126|XP_037038690.1|BCOP	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC119071317|XP_037032095.1|BCOP	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC119068288|XP_037027720.1|BCOP	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC119085704|XP_037052048.1|BCOP	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC119068997|XP_037028769.1|BCOP	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC119080482|XP_037044767.1|BCOP	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC119068117|XP_037027461.1|BCOP	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC119067199|XP_037025924.1|BCOP	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC119066247|XP_037024466.1|BCOP	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC119068010|XP_037027259.1|BCOP	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC119070324|XP_037030487.1|BCOP	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC119082136|XP_037047412.1|BCOP	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC119068445|XP_037027914.1|BCOP	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC119067020|XP_037025643.1|BCOP	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC119070017|XP_037030193.1|BCOP	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC119081837|XP_037046976.1|BCOP	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC119068046|XP_037027307.1|BCOP	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC119070284|XP_037030447.1|BCOP	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC119069088|XP_037028865.1|BCOP	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC119070069|XP_037030261.1|BCOP	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC119069883|XP_037029953.1|BCOP	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC119069879|XP_037029950.1|BCOP	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC119067476|XP_037026372.1|BCOP	LOC120432550|XP_039453715.1|CPIP
OG0003313	LOC119069265|XP_037029218.1|BCOP	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC119069187|XP_037029026.1|BCOP	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC119067682|XP_037026692.1|BCOP	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC119068020|XP_037027276.1|BCOP	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC119074280|XP_037036195.1|BCOP	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC119081069|XP_037045691.1|BCOP	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC119070455|XP_037030701.1|BCOP	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC119067520|XP_037026441.1|BCOP	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC119074152|XP_037036050.1|BCOP	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC119068187|XP_037027581.1|BCOP	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC119068650|XP_037028220.1|BCOP	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC119068693|XP_037028274.1|BCOP	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC119069900|XP_037030007.1|BCOP	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC119078462|XP_037041898.1|BCOP	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC119082073|XP_037047308.1|BCOP	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC119071648|XP_037032505.1|BCOP	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC119079964|XP_037043973.1|BCOP	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC119068842|XP_037028544.1|BCOP	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC119068860|XP_037028591.1|BCOP	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC119070051|XP_037030236.1|BCOP	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC119069339|XP_037029305.1|BCOP	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC119068958|XP_037028721.1|BCOP	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC119076502|XP_037039178.1|BCOP	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC119082518|XP_037047930.1|BCOP	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC119080508|XP_037044811.1|BCOP	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC119080736|XP_037045177.1|BCOP	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC119081436|XP_037046265.1|BCOP	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC119081409|XP_037046202.1|BCOP	LOC120417757|XP_039435850.1|CPIP
OG0003343	LOC119068374|XP_037027838.1|BCOP	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC119073967|XP_037035766.1|BCOP	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC119081715|XP_037046732.1|BCOP	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC119068583|XP_037028123.1|BCOP	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC119074757|XP_037036918.1|BCOP	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC119082125|XP_037047404.1|BCOP	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC119067531|XP_037026480.1|BCOP	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC119067958|XP_037027176.1|BCOP	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC119070343|XP_037030527.1|BCOP	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC119067736|XP_037026748.1|BCOP	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC119067754|XP_037026777.1|BCOP	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC119069326|XP_037029279.1|BCOP	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC119067016|XP_037025636.1|BCOP	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC119068312|XP_037027751.1|BCOP	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC119068373|XP_037027837.1|BCOP	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC119070857|XP_037031265.1|BCOP	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC119066988|XP_037025609.1|BCOP	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC119069621|XP_037029608.1|BCOP	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC119072743|XP_037033918.1|BCOP	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC119068692|XP_037028273.1|BCOP	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC119068291|XP_037027724.1|BCOP	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC119067019|XP_037025642.1|BCOP	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC119069495|XP_037029460.1|BCOP	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC119084642|XP_037050608.1|BCOP	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC119067117|XP_037025786.1|BCOP	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC119070278|XP_037030436.1|BCOP	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC119069270|XP_037029223.1|BCOP	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC119067850|XP_037026982.1|BCOP	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC119085582|XP_037051895.1|BCOP	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC119077615|XP_037040729.1|BCOP	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC119080965|XP_037045500.1|BCOP	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC119067288|XP_037026067.1|BCOP	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC119068220|XP_037027611.1|BCOP	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC119067108|XP_037025768.1|BCOP	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC119067073|XP_037025700.1|BCOP	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC119074460|XP_037036496.1|BCOP	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC119066345|XP_037024653.1|BCOP	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC119068135|XP_037027492.1|BCOP	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC119084986|XP_037051050.1|BCOP	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC119085043|XP_037051152.1|BCOP	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC119069275|XP_037029229.1|BCOP	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC119076142|XP_037038712.1|BCOP	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC119067955|XP_037027174.1|BCOP	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC119067949|XP_037027163.1|BCOP	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC119068051|XP_037027316.1|BCOP	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC119067902|XP_037027084.1|BCOP	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC119071310|XP_037032084.1|BCOP	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC119068714|XP_037028298.1|BCOP	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC119068485|XP_037027990.1|BCOP	LOC120416578|XP_039434250.1|CPIP
OG0003393	LOC119069114|XP_037028902.1|BCOP	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC119069111|XP_037028898.1|BCOP	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC119069108|XP_037028894.1|BCOP	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC119069094|XP_037028880.1|BCOP	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC119068657|XP_037028229.1|BCOP	LOC120420738|XP_039439766.1|CPIP
OG0003398	LOC119070306|XP_037030467.1|BCOP	LOC120420793|XP_039439840.1|CPIP
OG0003399	LOC119067781|XP_037026814.1|BCOP	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC119070122|XP_037030331.1|BCOP	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC119069955|XP_037030079.1|BCOP	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC119069975|XP_037030113.1|BCOP	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC119067717|XP_037026729.1|BCOP	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC119067251|XP_037026022.1|BCOP	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC119085716|XP_037052060.1|BCOP	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC119067976|XP_037027217.1|BCOP	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC119067980|XP_037027222.1|BCOP	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC119085715|XP_037052059.1|BCOP	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC119069423|XP_037029368.1|BCOP	LOC120428995|XP_039450068.1|CPIP
OG0003410	LOC119069980|XP_037030117.1|BCOP	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC119072869|XP_037034069.1|BCOP	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC119068535|XP_037028043.1|BCOP	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC119067166|XP_037025864.1|BCOP	LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC119079886|XP_037043867.1|BCOP	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC119069314|XP_037029260.1|BCOP	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC119072327|XP_037033414.1|BCOP	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC119067325|XP_037026126.1|BCOP	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC120431603|XP_039452641.1|CPIP
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC119082649|XP_037048127.1|BCOP	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC119082643|XP_037048115.1|BCOP	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC119069202|XP_037029058.1|BCOP	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC119079548|XP_037043431.1|BCOP	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC119076448|XP_037039110.1|BCOP	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC119069398|XP_037029340.1|BCOP	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC119074977|XP_037037274.1|BCOP	LOC120417068|XP_039434963.1|CPIP
OG0003446	LOC119085575|XP_037051893.1|BCOP	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC119081057|XP_037045667.1|BCOP	LOC120415538|XP_039433041.1|CPIP
OG0003448	LOC119077113|XP_037040176.1|BCOP	LOC120414263|XP_039431310.1|CPIP
OG0003449	LOC119068121|XP_037027471.1|BCOP	LOC120414286|XP_039431351.1|CPIP
OG0003450	LOC119077408|XP_037040514.1|BCOP	LOC120424270|XP_039444266.1|CPIP
OG0003451	LOC119067973|XP_037027213.1|BCOP	LOC120424239|XP_039444237.1|CPIP
OG0003452	LOC119067972|XP_037027211.1|BCOP	LOC120424238|XP_039444236.1|CPIP
OG0003453	LOC119067114|XP_037025783.1|BCOP	LOC120425389|XP_039445840.1|CPIP
OG0003454	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP	LOC120425385|XP_039445834.1|CPIP
OG0003455	LOC119068035|XP_037027293.1|BCOP	LOC120425387|XP_039445838.1|CPIP
OG0003456	LOC119083563|XP_037049182.1|BCOP	LOC120423420|XP_039443157.1|CPIP
OG0003457	LOC119067593|XP_037026586.1|BCOP	LOC120423423|XP_039443163.1|CPIP
OG0003458	LOC119068041|XP_037027301.1|BCOP	LOC120425717|XP_039446258.1|CPIP
OG0003459	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP	LOC120429646|XP_039450606.1|CPIP
OG0003460	LOC119084684|XP_037050663.1|BCOP	LOC120417204|XP_039435104.1|CPIP
OG0003461	LOC119069192|XP_037029033.1|BCOP	LOC120414291|XP_039431356.1|CPIP
OG0003462	LOC119081260|XP_037045896.1|BCOP	LOC120425428|XP_039445890.1|CPIP
OG0003463	LOC119069974|XP_037030112.1|BCOP	LOC120424455|XP_039444522.1|CPIP
OG0003464	LOC119069476|XP_037029424.1|BCOP	LOC120427287|XP_039448072.1|CPIP
OG0003465	LOC119068064|XP_037027360.1|BCOP	LOC120431816|XP_039452869.1|CPIP
OG0003466	LOC119067823|XP_037026882.1|BCOP	LOC120421019|XP_039440075.1|CPIP
OG0003469	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP	LOC120430499|XP_039451530.1|CPIP
OG0003470	LOC119068044|XP_037027305.1|BCOP	LOC120428674|XP_039449657.1|CPIP
OG0003471	LOC119071503|XP_037032256.1|BCOP	LOC120428672|XP_039449656.1|CPIP
OG0003472	LOC119084606|XP_037050563.1|BCOP	LOC120421173|XP_039440302.1|CPIP
OG0003473	LOC119067458|XP_037026335.1|BCOP	LOC120423964|XP_039443886.1|CPIP
OG0003474	LOC119067967|XP_037027194.1|BCOP	LOC120425161|XP_039445524.1|CPIP
OG0003475	LOC119085343|XP_037051621.1|BCOP	LOC120426217|XP_039446859.1|CPIP
OG0003476	LOC119083864|XP_037049563.1|BCOP	LOC120427409|XP_039448205.1|CPIP
OG0003477	LOC119070537|XP_037030805.1|BCOP	LOC120424766|XP_039444904.1|CPIP
OG0003478	LOC119069825|XP_037029882.1|BCOP	LOC120421098|XP_039440177.1|CPIP
OG0003479	LOC119066442|XP_037024832.1|BCOP	LOC120417002|XP_039434879.1|CPIP
OG0003480	LOC119068809|XP_037028477.1|BCOP	LOC120428960|XP_039450033.1|CPIP
OG0003481	LOC119068810|XP_037028478.1|BCOP	LOC120428962|XP_039450035.1|CPIP
OG0003482	LOC119068811|XP_037028479.1|BCOP	LOC120428959|XP_039450031.1|CPIP
OG0003483	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP	LOC120425990|XP_039446582.1|CPIP
OG0003484	LOC119067366|XP_037026176.1|BCOP	LOC120422026|XP_039441284.1|CPIP
OG0003485	LOC119070448|XP_037030694.1|BCOP	LOC120430263|XP_039451282.1|CPIP
OG0003486	LOC119070445|XP_037030691.1|BCOP	LOC120430268|XP_039451289.1|CPIP
OG0003487	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP	LOC120422548|XP_039441949.1|CPIP
OG0003488	LOC119069939|XP_037030058.1|BCOP	LOC120432485|XP_039453636.1|CPIP
OG0003489	LOC119067860|XP_037026996.1|BCOP	LOC120414300|XP_039431368.1|CPIP
OG0003490	LOC119067862|XP_037027009.1|BCOP	LOC120414284|XP_039431348.1|CPIP
OG0003491	LOC119069686|XP_037029704.1|BCOP	LOC120414290|XP_039431355.1|CPIP
OG0003492	LOC119068193|XP_037027586.1|BCOP	LOC120427279|XP_039448063.1|CPIP
OG0003493	LOC119070308|XP_037030470.1|BCOP	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	LOC119070547|XP_037030836.1|BCOP	LOC120429624|XP_039450588.1|CPIP
OG0003495	LOC119069212|XP_037029082.1|BCOP	LOC120423840|XP_039443722.1|CPIP
OG0003496	LOC119080616|XP_037044913.1|BCOP	LOC120421779|XP_039440982.1|CPIP
OG0003497	LOC119083966|XP_037049668.1|BCOP	LOC120423822|XP_039443679.1|CPIP
OG0003498	LOC119084005|XP_037049715.1|BCOP	LOC120423812|XP_039443666.1|CPIP
OG0003499	LOC119070080|XP_037030282.1|BCOP	LOC120423830|XP_039443704.1|CPIP
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC120424631|XP_039444731.1|CPIP
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC120417089|XP_039434999.1|CPIP
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC120425050|XP_039445357.1|CPIP
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC120425079|XP_039445409.1|CPIP
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC120425072|XP_039445382.1|CPIP
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC120420771|XP_039439814.1|CPIP
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC120420749|XP_039439779.1|CPIP
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC120414265|XP_039431318.1|CPIP
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC120425654|XP_039446169.1|CPIP
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC120425391|XP_039445842.1|CPIP
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC120432131|XP_039453198.1|CPIP
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC120422588|XP_039442013.1|CPIP
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC120425435|XP_039445900.1|CPIP
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC120425433|XP_039445897.1|CPIP
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC120417083|XP_039434995.1|CPIP
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC120428062|XP_039448955.1|CPIP
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC120428068|XP_039448970.1|CPIP
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC120428064|XP_039448957.1|CPIP
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC120428073|XP_039448981.1|CPIP
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC120428076|XP_039448986.1|CPIP
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC120428074|XP_039448984.1|CPIP
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC120430975|XP_039452041.1|CPIP
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC120430984|XP_039452080.1|CPIP
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC120428690|XP_039449692.1|CPIP
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC120428693|XP_039449695.1|CPIP
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC120427603|XP_039448414.1|CPIP
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC120427613|XP_039448428.1|CPIP
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC120423003|XP_039442559.1|CPIP
OG0003534	LOC119081108|XP_037045744.1|BCOP	LOC120424419|XP_039444463.1|CPIP
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC120430253|XP_039451272.1|CPIP
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC120421746|XP_039440953.1|CPIP
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC120424166|XP_039444150.1|CPIP
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC120424173|XP_039444159.1|CPIP
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC120424169|XP_039444152.1|CPIP
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC120424180|XP_039444170.1|CPIP
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC120417819|XP_039435959.1|CPIP
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC120417805|XP_039435937.1|CPIP
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC120417813|XP_039435950.1|CPIP
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC120417798|XP_039435930.1|CPIP
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC120419759|XP_039438516.1|CPIP
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC120419751|XP_039438502.1|CPIP
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC120419505|XP_039438136.1|CPIP
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC120419500|XP_039438125.1|CPIP
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC120419503|XP_039438135.1|CPIP
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC120429771|XP_039450762.1|CPIP
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC120417809|XP_039435942.1|CPIP
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC120419746|XP_039438483.1|CPIP
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC120417397|XP_039435358.1|CPIP
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
