Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC119549454|XP_037713479.1|DSUP
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC119549365|XP_037713319.1|DSUP
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC119547453|XP_037710243.1|DSUP
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC119548345|XP_037711480.1|DSUP
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC119553161|XP_037719323.1|DSUP
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC119549316|XP_037713218.1|DSUP
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC119550827|XP_037715699.1|DSUP
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC119548759|XP_037712215.1|DSUP
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC119548498|XP_037711706.1|DSUP
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC119548254|XP_037711325.1|DSUP
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC119552645|XP_037718269.1|DSUP
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC119547100|XP_037709731.1|DSUP, LOC119547099|XP_037709730.1|DSUP
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC119551715|XP_037717121.1|DSUP
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC119546549|XP_037708830.1|DSUP
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC119548451|XP_037711641.1|DSUP
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC119547002|XP_037709597.1|DSUP
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC119547496|XP_037710314.1|DSUP
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC119548879|XP_037712438.1|DSUP
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC119547505|XP_037710324.1|DSUP
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC119546123|XP_037708144.1|DSUP
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC119547586|XP_037710422.1|DSUP
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC119546516|XP_037708771.1|DSUP
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC119548041|XP_037711045.1|DSUP
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC119548870|XP_037712423.1|DSUP
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC119547436|XP_037710224.1|DSUP
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC119545958|XP_037707849.1|DSUP
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC119549330|XP_037713237.1|DSUP
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC119550721|XP_037715547.1|DSUP
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC119546942|XP_037709507.1|DSUP
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC119562545|XP_037731668.1|DSUP
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC119562365|XP_037731455.1|DSUP
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC119557727|XP_037726539.1|DSUP
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC119549223|XP_037713033.1|DSUP
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC119547629|XP_037710487.1|DSUP
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC119548584|XP_037711842.1|DSUP
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC119548849|XP_037712399.1|DSUP
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC119547655|XP_037710528.1|DSUP
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC119546136|XP_037708168.1|DSUP
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC119547204|XP_037709879.1|DSUP
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC119548275|XP_037711354.1|DSUP
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC119547023|XP_037709622.1|DSUP
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC119548690|XP_037712080.1|DSUP
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC119548515|XP_037711731.1|DSUP
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC119554565|XP_037721467.1|DSUP
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC119546977|XP_037709554.1|DSUP
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC119553160|XP_037719322.1|DSUP
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC119548827|XP_037712373.1|DSUP
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC119546843|XP_037709365.1|DSUP
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC119547276|XP_037709985.1|DSUP
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC119550526|XP_037715172.1|DSUP
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC119546974|XP_037709550.1|DSUP
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC119546747|XP_037709174.1|DSUP
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC119546020|XP_037707960.1|DSUP
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC119551662|XP_037717032.1|DSUP
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC119547852|XP_037710810.1|DSUP
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC119548299|XP_037711394.1|DSUP
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC119546465|XP_037708676.1|DSUP
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC119550560|XP_037715276.1|DSUP
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC119548063|XP_037711076.1|DSUP
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC119548161|XP_037711195.1|DSUP
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC119551126|XP_037716237.1|DSUP
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC119548471|XP_037711667.1|DSUP
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC119562534|XP_037731656.1|DSUP
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC119546635|XP_037709008.1|DSUP
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC119546138|XP_037708170.1|DSUP
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC119547386|XP_037710155.1|DSUP
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC119548437|XP_037711614.1|DSUP
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC119546059|XP_037708055.1|DSUP
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC119548509|XP_037711724.1|DSUP
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC119548373|XP_037711519.1|DSUP
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC119549704|XP_037713858.1|DSUP
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC119558125|XP_037727285.1|DSUP
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC119554212|XP_037720945.1|DSUP
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC119547984|XP_037710968.1|DSUP
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC119556627|XP_037724878.1|DSUP
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC119548887|XP_037712466.1|DSUP
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC119547902|XP_037710867.1|DSUP
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC119547828|XP_037710780.1|DSUP
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC119547415|XP_037710193.1|DSUP
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC119548751|XP_037712197.1|DSUP
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC119546025|XP_037707968.1|DSUP
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC119548890|XP_037712473.1|DSUP
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC119555941|XP_037723574.1|DSUP
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC119551530|XP_037716844.1|DSUP
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC119547167|XP_037709822.1|DSUP
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC119545816|XP_037707639.1|DSUP
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC119560475|XP_037729863.1|DSUP
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC119553535|XP_037719893.1|DSUP
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC119553059|XP_037719107.1|DSUP
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC119560000|XP_037729200.1|DSUP
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC119550361|XP_037714923.1|DSUP
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC119558254|XP_037727509.1|DSUP
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC119552999|XP_037718948.1|DSUP
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC119557367|XP_037726037.1|DSUP
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC119555466|XP_037722799.1|DSUP
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC119551086|XP_037716184.1|DSUP
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC119552195|XP_037717976.1|DSUP
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC119557189|XP_037725766.1|DSUP
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC119563484|XP_037732839.1|DSUP
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC119548564|XP_037711805.1|DSUP
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC119554570|XP_037721470.1|DSUP
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC119553928|XP_037720544.1|DSUP
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC119553929|XP_037720545.1|DSUP
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC119556379|XP_037724479.1|DSUP
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC119550342|XP_037714890.1|DSUP
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC119549128|XP_037712823.1|DSUP
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC119549295|XP_037713171.1|DSUP
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC119548580|XP_037711826.1|DSUP
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC119558021|XP_037727070.1|DSUP
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC119556504|XP_037724693.1|DSUP
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC119550424|XP_037715019.1|DSUP
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC119548976|XP_037712494.1|DSUP
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC119550054|XP_037714440.1|DSUP
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC119547361|XP_037710109.1|DSUP
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC119552936|XP_037718816.1|DSUP
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC119563003|XP_037732120.1|DSUP
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC119563537|XP_037732948.1|DSUP
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC119558035|XP_037727107.1|DSUP
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC119563038|XP_037732169.1|DSUP
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC119558401|XP_037727858.1|DSUP
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC119563472|XP_037732811.1|DSUP
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC119563040|XP_037732172.1|DSUP
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC119556476|XP_037724656.1|DSUP
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC119557560|XP_037726274.1|DSUP
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC119556066|XP_037723810.1|DSUP
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC119563539|XP_037732949.1|DSUP
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC119553934|XP_037720552.1|DSUP
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC119563286|XP_037732539.1|DSUP
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC119560382|XP_037729718.1|DSUP
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC119560075|XP_037729309.1|DSUP
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC119560609|XP_037730071.1|DSUP
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC119560842|XP_037730423.1|DSUP
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC119558005|XP_037727044.1|DSUP
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC119563305|XP_037732565.1|DSUP
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC119555448|XP_037722750.1|DSUP
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC119553791|XP_037720330.1|DSUP
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC119554749|XP_037721702.1|DSUP
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC119551718|XP_037717137.1|DSUP
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC119563473|XP_037732812.1|DSUP
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC119554082|XP_037720754.1|DSUP
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC119553133|XP_037719257.1|DSUP
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC119563308|XP_037732570.1|DSUP
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC119557844|XP_037726749.1|DSUP
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC119557549|XP_037726259.1|DSUP
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC119557547|XP_037726249.1|DSUP
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC119560835|XP_037730416.1|DSUP
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC119563035|XP_037732164.1|DSUP
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC119550238|XP_037714736.1|DSUP
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC119553280|XP_037719511.1|DSUP
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC119550906|XP_037715827.1|DSUP
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC119552597|XP_037718186.1|DSUP
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC119559878|XP_037728939.1|DSUP
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC119556065|XP_037723803.1|DSUP
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC119556545|XP_037724760.1|DSUP
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC119549533|XP_037713600.1|DSUP
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC119546987|XP_037709569.1|DSUP
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC119563118|XP_037732291.1|DSUP
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC119549113|XP_037712794.1|DSUP
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC119557110|XP_037725617.1|DSUP
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC119563014|XP_037732135.1|DSUP
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC119554468|XP_037721311.1|DSUP
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC119546407|XP_037708592.1|DSUP
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC119546915|XP_037709476.1|DSUP
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC119560998|XP_037730726.1|DSUP
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC119560853|XP_037730445.1|DSUP
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC119550416|XP_037715005.1|DSUP
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC119553377|XP_037719657.1|DSUP
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC119556408|XP_037724532.1|DSUP
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC119557865|XP_037726791.1|DSUP
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC119550586|XP_037715317.1|DSUP
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC119557431|XP_037726111.1|DSUP
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC119560428|XP_037729792.1|DSUP
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC119546580|XP_037708914.1|DSUP
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC119552831|XP_037718614.1|DSUP
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC119561083|XP_037730879.1|DSUP
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC119548140|XP_037711166.1|DSUP
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC119560493|XP_037729887.1|DSUP
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC119560829|XP_037730403.1|DSUP
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC119559387|XP_037728376.1|DSUP
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC119546483|XP_037708707.1|DSUP
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC119561013|XP_037730761.1|DSUP
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC119552115|XP_037717829.1|DSUP
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC119554462|XP_037721302.1|DSUP
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC119545851|XP_037707751.1|DSUP
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC119554667|XP_037721600.1|DSUP
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC119555951|XP_037723589.1|DSUP
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC119554331|XP_037721123.1|DSUP
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC119560848|XP_037730439.1|DSUP
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC119552907|XP_037718761.1|DSUP
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC119563054|XP_037732190.1|DSUP
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC119553243|XP_037719447.1|DSUP
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC119560734|XP_037730275.1|DSUP
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC119559986|XP_037729173.1|DSUP
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC119551113|XP_037716221.1|DSUP
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC119551125|XP_037716236.1|DSUP
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC119552819|XP_037718599.1|DSUP, LOC119559887|XP_037728952.1|DSUP
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC119559486|XP_037728515.1|DSUP
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC119557348|XP_037726013.1|DSUP
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC119556385|XP_037724487.1|DSUP
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC119557193|XP_037725772.1|DSUP
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC119555830|XP_037723376.1|DSUP
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC119550070|XP_037714465.1|DSUP
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC119551984|XP_037717629.1|DSUP
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC119550791|XP_037715650.1|DSUP
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC119553063|XP_037719117.1|DSUP
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC119548545|XP_037711772.1|DSUP
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC119563323|XP_037732593.1|DSUP
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC119558412|XP_037727873.1|DSUP
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC119559747|XP_037728735.1|DSUP
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC119545832|XP_037707677.1|DSUP
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC119552934|XP_037718806.1|DSUP
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC119553793|XP_037720332.1|DSUP
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC119546874|XP_037709408.1|DSUP
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC119556027|XP_037723733.1|DSUP
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC119557957|XP_037726924.1|DSUP
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC119551664|XP_037717045.1|DSUP
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC119551697|XP_037717097.1|DSUP
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC119559974|XP_037729139.1|DSUP
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC119560903|XP_037730529.1|DSUP
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC119560751|XP_037730296.1|DSUP
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC119557187|XP_037725761.1|DSUP
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC119563487|XP_037732851.1|DSUP
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC119556141|XP_037723964.1|DSUP
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC119563171|XP_037732366.1|DSUP
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC119555799|XP_037723353.1|DSUP
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC119559764|XP_037728766.1|DSUP
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC119562790|XP_037731893.1|DSUP
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC119551422|XP_037716691.1|DSUP
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC119563226|XP_037732455.1|DSUP
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC119549057|XP_037712687.1|DSUP
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC119563016|XP_037732136.1|DSUP
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC119553074|XP_037719132.1|DSUP
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC119553565|XP_037719941.1|DSUP
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC119559969|XP_037729133.1|DSUP
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC119560039|XP_037729270.1|DSUP
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC119563055|XP_037732196.1|DSUP
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC119548823|XP_037712369.1|DSUP
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC119559802|XP_037728812.1|DSUP
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC119546391|XP_037708559.1|DSUP
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC119563081|XP_037732236.1|DSUP
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC119559264|XP_037728265.1|DSUP
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC119549065|XP_037712698.1|DSUP
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC119550498|XP_037715118.1|DSUP
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC119553087|XP_037719163.1|DSUP
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC119554552|XP_037721446.1|DSUP
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC119557768|XP_037726593.1|DSUP
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC119563194|XP_037732409.1|DSUP, LOC119560822|XP_037730395.1|DSUP
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC119562947|XP_037732034.1|DSUP
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC119560875|XP_037730477.1|DSUP
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC119557252|XP_037725871.1|DSUP
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC119547475|XP_037710291.1|DSUP
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC119559940|XP_037729076.1|DSUP
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC119557662|XP_037726449.1|DSUP
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC119563085|XP_037732239.1|DSUP
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC119562284|XP_037731384.1|DSUP
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC119562302|XP_037731390.1|DSUP
OG0004229	LOC119071411|XP_037032184.1|BCOP, LOC119071133|XP_037031715.1|BCOP	LOC119549180|XP_037712915.1|DSUP
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC119556744|XP_037725083.1|DSUP
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC119554513|XP_037721383.1|DSUP
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC119554517|XP_037721390.1|DSUP
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC119554516|XP_037721388.1|DSUP
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC119554294|XP_037721081.1|DSUP
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC119556820|XP_037725198.1|DSUP
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC119550991|XP_037715965.1|DSUP
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC119559776|XP_037728781.1|DSUP
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC119563281|XP_037732532.1|DSUP
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC119560079|XP_037729321.1|DSUP
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC119560327|XP_037729640.1|DSUP
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC119562980|XP_037732086.1|DSUP
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC119545735|XP_037707485.1|DSUP
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC119555560|XP_037722934.1|DSUP
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC119563493|XP_037732857.1|DSUP
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC119554686|XP_037721616.1|DSUP
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC119553109|XP_037719208.1|DSUP
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC119557717|XP_037726527.1|DSUP
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC119551021|XP_037716004.1|DSUP
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC119555550|XP_037722921.1|DSUP
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC119547768|XP_037710705.1|DSUP
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC119556137|XP_037723957.1|DSUP
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC119545686|XP_037707356.1|DSUP
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC119563383|XP_037732663.1|DSUP
