Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC6605450|XP_032574795.1|DSEC
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC6604781|XP_032574416.1|DSEC
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC6611128|XP_032574406.1|DSEC
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC6609272|XP_032571344.1|DSEC
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC6607880|XP_002032634.2|DSEC
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC6607870|XP_002032624.1|DSEC
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC6610779|XP_032575705.1|DSEC
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC6613181|XP_002037662.1|DSEC
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC6604879|XP_032574955.1|DSEC
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC6608280|XP_032571776.1|DSEC
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC6615763|XP_032572694.1|DSEC
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC6604860|XP_002029705.1|DSEC
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC6619302|XP_032573954.1|DSEC
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC6607623|XP_002032391.1|DSEC
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC6609653|XP_002034327.1|DSEC
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC6609695|XP_002034352.1|DSEC
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC6605129|XP_002029970.1|DSEC
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC6608298|XP_002033035.1|DSEC
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC6620534|XP_002044733.1|DSEC
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC6604985|XP_032575400.1|DSEC
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC6615272|XP_002039676.1|DSEC
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC6608019|XP_002032767.1|DSEC
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC6608020|XP_002032768.1|DSEC
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC6615699|XP_002040070.1|DSEC
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC6615560|XP_002039934.1|DSEC
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC6608858|XP_032570784.1|DSEC
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC6608857|XP_032570780.1|DSEC
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC6608914|XP_002033628.1|DSEC
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC6613028|XP_002037518.1|DSEC
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC6604981|XP_002029824.1|DSEC
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC6604982|XP_032573648.1|DSEC
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC116800661|XP_032572716.1|DSEC
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC6615755|XP_002040126.1|DSEC
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC6608017|XP_032572866.1|DSEC
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC6609294|XP_002033984.1|DSEC
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC6609842|XP_032572487.1|DSEC
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC6608353|XP_032572633.1|DSEC
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC6608939|XP_002033653.1|DSEC
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC6613016|XP_032570962.1|DSEC
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC6619379|XP_002043595.1|DSEC
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC6610850|XP_002035416.1|DSEC
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC6608899|XP_002033613.1|DSEC
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC6604895|XP_032574517.1|DSEC
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC6610615|XP_032574100.1|DSEC
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC6608284|XP_002033028.1|DSEC
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC6608866|XP_002033580.1|DSEC
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC6619408|XP_032573969.1|DSEC
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC6611849|XP_002036371.1|DSEC
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC6609277|XP_002033967.1|DSEC
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC6615346|XP_002039744.1|DSEC
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC6608123|XP_032570469.1|DSEC
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC6613035|XP_002037525.1|DSEC
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC6608439|XP_032572801.1|DSEC
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC6610521|XP_002035101.1|DSEC
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC6604818|XP_002029662.1|DSEC
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC6605010|XP_002029853.1|DSEC
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC6613416|XP_002037890.2|DSEC
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC6619644|XP_002043859.1|DSEC
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC6619962|XP_032581273.1|DSEC
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC6612810|XP_032579156.1|DSEC
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC6605479|XP_002030312.1|DSEC
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC6619405|XP_002043620.1|DSEC
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC6606049|XP_002030860.2|DSEC
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC6614696|XP_002039123.1|DSEC
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC6605484|XP_002030317.2|DSEC
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC6605185|XP_002030024.1|DSEC
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC6607095|XP_002031883.1|DSEC
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC6619437|XP_002043652.1|DSEC
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC6610153|XP_032573886.1|DSEC
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC6610498|XP_032573995.1|DSEC
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC6616419|XP_002040779.1|DSEC
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC6610923|XP_002035480.1|DSEC
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC6610925|XP_002035482.1|DSEC
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC6608492|XP_002033226.1|DSEC
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC6607886|XP_002032640.1|DSEC
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC6610604|XP_002035172.1|DSEC
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC6620583|XP_032570445.1|DSEC
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC6608559|XP_002033293.1|DSEC
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC6608558|XP_002033292.1|DSEC
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC6619686|XP_002043901.1|DSEC
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC6621912|XP_032571016.1|DSEC
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC6609361|XP_032570551.1|DSEC
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC6608097|XP_002032845.1|DSEC
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC6608096|XP_032572316.1|DSEC
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC116800898|XP_032573234.1|DSEC
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC6610709|XP_002035275.1|DSEC
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC6610704|XP_002035270.1|DSEC
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC6609697|XP_002034354.1|DSEC
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC6609334|XP_002034023.1|DSEC
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC6606670|XP_032577181.1|DSEC
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC6608943|XP_032571687.1|DSEC
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC6605039|XP_002029881.1|DSEC
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC6604949|XP_032574504.1|DSEC
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC6608424|XP_032572501.1|DSEC
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC6609673|XP_002034331.1|DSEC
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC6615556|XP_002039930.1|DSEC
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC6616584|XP_032574205.1|DSEC
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC116801074|XP_032574489.1|DSEC
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC6605833|XP_032573369.1|DSEC
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC6608001|XP_002032749.2|DSEC
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC6610145|XP_032574520.1|DSEC
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC6605946|XP_002030758.1|DSEC
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC6606083|XP_032574185.1|DSEC
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC6608692|XP_002033419.1|DSEC
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC6608467|XP_002033201.1|DSEC
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC6605050|XP_002029892.1|DSEC
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC6618830|XP_032571384.1|DSEC
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC6618881|XP_002043129.2|DSEC
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC6611607|XP_002036144.1|DSEC
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC6605639|XP_002030457.1|DSEC
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC6610574|XP_032574260.1|DSEC
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC6606081|XP_002030890.1|DSEC
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC6608105|XP_032570123.1|DSEC
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC6610918|XP_002035475.1|DSEC
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC6610292|XP_032573792.1|DSEC
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC6605882|XP_002030696.2|DSEC
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC6608920|XP_002033634.1|DSEC
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC6608921|XP_002033635.1|DSEC
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC6619365|XP_032574634.1|DSEC
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC6609147|XP_002033849.1|DSEC
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC6610087|XP_002034703.1|DSEC
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC6610088|XP_002034704.1|DSEC
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC6604861|XP_002029706.1|DSEC
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC6605530|XP_032574244.1|DSEC
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC6605994|XP_002030805.1|DSEC
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC6604835|XP_002029680.1|DSEC
OG0003720	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP	LOC6615222|XP_002039628.1|DSEC
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC6615550|XP_002039924.1|DSEC
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC6611176|XP_032573334.1|DSEC
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC6605035|XP_002029877.1|DSEC
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC6610894|XP_002035457.1|DSEC
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC6605455|XP_032574652.1|DSEC
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC6610872|XP_032573757.1|DSEC
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC6616444|XP_002040805.2|DSEC
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC6606152|XP_002030960.1|DSEC
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC6610400|XP_032576038.1|DSEC
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC6610523|XP_032574060.1|DSEC
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC6610750|XP_002035316.1|DSEC
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC6605211|XP_002030049.1|DSEC
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC6610309|XP_032574676.1|DSEC
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC6610191|XP_032575063.1|DSEC
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC6615798|XP_002040168.1|DSEC
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC6609817|XP_032571456.1|DSEC
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC6615512|XP_002039891.1|DSEC
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC6615598|XP_032572135.1|DSEC
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC6608012|XP_032570327.1|DSEC
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC6608006|XP_002032754.1|DSEC
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC6610310|XP_002034905.1|DSEC
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC6618363|XP_002042633.1|DSEC
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC6608091|XP_032570251.1|DSEC
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC6608008|XP_002032756.1|DSEC
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC6608847|XP_002033561.1|DSEC
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC6615282|XP_032572204.1|DSEC
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC6605427|XP_002030260.1|DSEC
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC6605424|XP_002030257.2|DSEC
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC6605420|XP_002030253.1|DSEC
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC6605422|XP_002030255.1|DSEC
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC6605418|XP_032573269.1|DSEC
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC6606041|XP_032575387.1|DSEC
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC6611056|XP_002035613.1|DSEC
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC6611052|XP_032575779.1|DSEC
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC6606044|XP_032575910.1|DSEC
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC6620412|XP_032571505.1|DSEC
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC6618894|XP_002043142.1|DSEC
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC6609839|XP_032570522.1|DSEC
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC6604901|XP_032574869.1|DSEC
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC6609650|XP_032573056.1|DSEC
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC6604886|XP_002029731.1|DSEC
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC6604888|XP_032573337.1|DSEC
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC6620842|XP_032574199.1|DSEC
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC6610967|XP_032574075.1|DSEC
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC6611198|XP_002035754.1|DSEC
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC6612452|XP_002036960.1|DSEC
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC6609305|XP_002033995.1|DSEC
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC6608644|XP_002033378.2|DSEC
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC6608639|XP_002033373.2|DSEC
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC6620113|XP_002044325.2|DSEC
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC6604847|XP_002029692.1|DSEC
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC6604987|XP_002029830.1|DSEC
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC6608432|XP_002033166.1|DSEC
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC6608426|XP_032572502.1|DSEC
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC6615038|XP_032580787.1|DSEC
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC6607909|XP_002032663.1|DSEC
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC6608107|XP_002032855.1|DSEC
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC6608665|XP_002033398.2|DSEC
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC6610095|XP_032572783.1|DSEC
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC6609589|XP_002034266.1|DSEC
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC6619459|XP_032579786.1|DSEC
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC6616015|XP_032581756.1|DSEC
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC6618705|XP_002042964.1|DSEC
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC6608294|XP_002033031.1|DSEC
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC6620403|XP_002044612.2|DSEC
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC6609749|XP_032572775.1|DSEC
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC6609748|XP_032572779.1|DSEC
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC6615824|XP_002040194.1|DSEC
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC6608042|XP_032570649.1|DSEC
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC6611119|XP_002035676.1|DSEC
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC6614112|XP_032577603.1|DSEC
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC6609654|XP_002034328.1|DSEC
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC6621366|XP_032570046.1|DSEC
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC6615536|XP_002039915.2|DSEC
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC6605693|XP_032575739.1|DSEC
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC6612732|XP_002037235.1|DSEC
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC6611269|XP_032572893.1|DSEC
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC6608360|XP_032572940.1|DSEC
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC6615579|XP_002039953.1|DSEC
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC6611277|XP_002035832.1|DSEC
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC6614765|XP_032573134.1|DSEC
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC6614775|XP_002039194.1|DSEC
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC6612729|XP_002037232.1|DSEC
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC6611291|XP_032583664.1|DSEC
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC6617202|XP_032576390.1|DSEC
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC6619115|XP_032572119.1|DSEC
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC6613554|XP_032571346.1|DSEC
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC6606116|XP_032573944.1|DSEC
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC6614607|XP_032581166.1|DSEC
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC6618835|XP_032571986.1|DSEC
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC6609941|XP_002034588.1|DSEC
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC6617215|XP_032583619.1|DSEC
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC6611874|XP_002036392.2|DSEC
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC6617744|XP_002042056.1|DSEC
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC6619256|XP_002043473.1|DSEC
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC6614698|XP_002039125.2|DSEC
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC6611815|XP_002036337.1|DSEC
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC6614600|XP_032583455.1|DSEC
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC6613297|XP_002037774.1|DSEC
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC6607163|XP_002031949.1|DSEC
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC6609145|XP_002033847.1|DSEC
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC6613624|XP_002038094.1|DSEC
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC6617418|XP_032571718.1|DSEC
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC6614707|XP_032577097.1|DSEC
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC6611711|XP_002036244.1|DSEC
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC6613474|XP_032583181.1|DSEC
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC6611811|XP_002036333.1|DSEC
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC6611814|XP_002036336.1|DSEC
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC6611256|XP_002035811.1|DSEC
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC6618267|XP_002042540.1|DSEC
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC6607364|XP_002032137.1|DSEC
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC6611442|XP_032571788.1|DSEC
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC6611444|XP_002035987.1|DSEC
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC6611460|XP_002036002.1|DSEC
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC6611384|XP_032577402.1|DSEC
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC6614631|XP_002039058.2|DSEC
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC6614629|XP_002039056.1|DSEC
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC6613256|XP_002037733.1|DSEC
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC6617864|XP_002042172.1|DSEC
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC6608095|XP_002032843.1|DSEC
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC6613107|XP_002037588.1|DSEC
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC6612101|XP_002036618.1|DSEC
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC6617862|XP_032583650.1|DSEC
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC6611334|XP_032580874.1|DSEC
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC6611833|XP_032574901.1|DSEC
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC116803536|XP_032583135.1|DSEC
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC6616795|XP_002041132.1|DSEC
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC6608520|XP_002033254.2|DSEC
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC6611237|XP_032569811.1|DSEC
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC6610099|XP_032571235.1|DSEC
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC6613060|XP_002037543.1|DSEC
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC6609355|XP_032570546.1|DSEC
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC6614423|XP_002038856.1|DSEC
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC6614421|XP_002038854.2|DSEC
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC6612115|XP_002036632.1|DSEC
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC6613675|XP_032577450.1|DSEC
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC6614996|XP_002039413.2|DSEC
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC6614601|XP_032583089.1|DSEC
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC6609677|XP_002034335.1|DSEC
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC6613138|XP_002037619.1|DSEC
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC6611790|XP_002036313.1|DSEC
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC6611789|XP_002036312.1|DSEC
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC6616978|XP_002041306.1|DSEC
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC6618276|XP_032569806.1|DSEC
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC116803538|XP_032583137.1|DSEC
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC6611967|XP_002036484.1|DSEC
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC6613241|XP_002037718.1|DSEC
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC6614558|XP_032569769.1|DSEC
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC6617725|XP_002042037.1|DSEC
