Orthogroup	BCOP.longest_only	DGUA.longest_only
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC117584971|XP_034130060.1|DGUA
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC117590451|XP_034138967.1|DGUA
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC117587475|XP_034134143.1|DGUA
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC117587319|XP_034133841.1|DGUA
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC117586381|XP_034132302.1|DGUA
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC117590822|XP_034139682.1|DGUA
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC117579115|XP_034120735.1|DGUA
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC117579551|XP_034121360.1|DGUA
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC117579300|XP_034120998.1|DGUA
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC117589404|XP_034137220.1|DGUA
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC117579729|XP_034121617.1|DGUA
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC117579102|XP_034120715.1|DGUA
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC117579948|XP_034121998.1|DGUA
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC117579753|XP_034121665.1|DGUA
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC117587900|XP_034134769.1|DGUA
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC117579723|XP_034121610.1|DGUA
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC117579387|XP_034121148.1|DGUA
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC117579997|XP_034122085.1|DGUA
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC117591272|XP_034140358.1|DGUA
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC117582557|XP_034126276.1|DGUA
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC117583310|XP_034127444.1|DGUA
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC117578685|XP_034120208.1|DGUA
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC117592617|XP_034142393.1|DGUA
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC117591947|XP_034141255.1|DGUA
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC117592675|XP_034142527.1|DGUA
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC117584188|XP_034128850.1|DGUA
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC117579582|XP_034121413.1|DGUA
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC117592563|XP_034142333.1|DGUA
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC117591009|XP_034139985.1|DGUA
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC117580201|XP_034122481.1|DGUA
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC117583533|XP_034127778.1|DGUA
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC117591743|XP_034140948.1|DGUA
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC117586328|XP_034132210.1|DGUA
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC117578876|XP_034120563.1|DGUA
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC117587259|XP_034133724.1|DGUA
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC117592132|XP_034141569.1|DGUA
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC117579531|XP_034121339.1|DGUA
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC117590061|XP_034138278.1|DGUA
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC117587776|XP_034134609.1|DGUA
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC117580210|XP_034122495.1|DGUA
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC117590658|XP_034139401.1|DGUA
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC117590090|XP_034138323.1|DGUA
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC117589549|XP_034137446.1|DGUA
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC117583681|XP_034128046.1|DGUA
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC117582745|XP_034126576.1|DGUA
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC117583307|XP_034127442.1|DGUA
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC117579843|XP_034121831.1|DGUA
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC117580700|XP_034123231.1|DGUA
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC117582785|XP_034126654.1|DGUA
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC117590679|XP_034139452.1|DGUA
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC117590667|XP_034139424.1|DGUA
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC117590654|XP_034139392.1|DGUA
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC117588599|XP_034135894.1|DGUA
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC117581465|XP_034124574.1|DGUA
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC117590255|XP_034138617.1|DGUA
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC117588266|XP_034135292.1|DGUA
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC117582958|XP_034126959.1|DGUA
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC117588539|XP_034135798.1|DGUA
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC117583372|XP_034127548.1|DGUA
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC117590203|XP_034138546.1|DGUA
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC117583573|XP_034127843.1|DGUA
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC117591154|XP_034140161.1|DGUA
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC117581558|XP_034124781.1|DGUA
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC117590568|XP_034139199.1|DGUA
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC117588292|XP_034135363.1|DGUA
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC117588472|XP_034135655.1|DGUA
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC117581093|XP_034123872.1|DGUA
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC117581332|XP_034124342.1|DGUA
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC117589871|XP_034138032.1|DGUA
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC117580704|XP_034123245.1|DGUA
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC117590955|XP_034139895.1|DGUA
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC117588723|XP_034136074.1|DGUA
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC117589252|XP_034136917.1|DGUA
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC117588771|XP_034136144.1|DGUA
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC117588504|XP_034135717.1|DGUA
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC117592036|XP_034141397.1|DGUA
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC117585324|XP_034130651.1|DGUA
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC117590941|XP_034139874.1|DGUA
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC117586881|XP_034133083.1|DGUA
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC117590235|XP_034138597.1|DGUA
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC117590474|XP_034139020.1|DGUA
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC117590564|XP_034139196.1|DGUA
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC117585739|XP_034131276.1|DGUA
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC117583230|XP_034127379.1|DGUA
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC117591502|XP_034140690.1|DGUA
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC117590452|XP_034138963.1|DGUA
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC117588798|XP_034136202.1|DGUA
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC117581222|XP_034124092.1|DGUA
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC117578764|XP_034120360.1|DGUA
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC117590761|XP_034139591.1|DGUA
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC117579982|XP_034122052.1|DGUA
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC117588341|XP_034135442.1|DGUA
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC117588549|XP_034135821.1|DGUA
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC117588775|XP_034136155.1|DGUA
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC117581368|XP_034124394.1|DGUA
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC117585291|XP_034130610.1|DGUA
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC117585339|XP_034130669.1|DGUA
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC117583777|XP_034128223.1|DGUA
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC117585641|XP_034131117.1|DGUA
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC117582763|XP_034126617.1|DGUA
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC117586203|XP_034132028.1|DGUA
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC117589910|XP_034138074.1|DGUA
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC117590887|XP_034139810.1|DGUA
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC117581394|XP_034124427.1|DGUA
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC117588528|XP_034135777.1|DGUA
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC117590016|XP_034138193.1|DGUA
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC117588328|XP_034135428.1|DGUA
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC117588731|XP_034136096.1|DGUA
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC117582320|XP_034125858.1|DGUA
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC117589770|XP_034137857.1|DGUA
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC117580622|XP_034123091.1|DGUA
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC117580618|XP_034123087.1|DGUA
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC117585520|XP_034130917.1|DGUA
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC117589528|XP_034137412.1|DGUA
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC117588642|XP_034135962.1|DGUA
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC117582478|XP_034126114.1|DGUA
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC117589942|XP_034138121.1|DGUA
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC117589929|XP_034138103.1|DGUA
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC117582977|XP_034126990.1|DGUA
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC117581344|XP_034124362.1|DGUA
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC117578754|XP_034120331.1|DGUA
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC117590468|XP_034139005.1|DGUA
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC117582907|XP_034126892.1|DGUA
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC117583327|XP_034127479.1|DGUA
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC117581527|XP_034124715.1|DGUA
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC117585833|XP_034131460.1|DGUA
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC117585831|XP_034131458.1|DGUA
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC117590418|XP_034138916.1|DGUA
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC117590402|XP_034138891.1|DGUA
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC117581529|XP_034124726.1|DGUA
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC117581638|XP_034124897.1|DGUA
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC117590475|XP_034139022.1|DGUA
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC117581230|XP_034124105.1|DGUA
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC117589084|XP_034136610.1|DGUA
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC117581895|XP_034125254.1|DGUA
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC117581095|XP_034123875.1|DGUA
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC117580914|XP_034123567.1|DGUA
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC117581176|XP_034124010.1|DGUA
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC117582289|XP_034125817.1|DGUA
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC117590371|XP_034138808.1|DGUA
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC117588340|XP_034135441.1|DGUA
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC117586691|XP_034132846.1|DGUA
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC117590980|XP_034139944.1|DGUA
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC117591404|XP_034140541.1|DGUA
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC117590365|XP_034138802.1|DGUA
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC117582926|XP_034126915.1|DGUA
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC117582754|XP_034126588.1|DGUA
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC117582755|XP_034126590.1|DGUA
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC117589932|XP_034138107.1|DGUA
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC117588477|XP_034135665.1|DGUA
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC117588387|XP_034135506.1|DGUA
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC117590407|XP_034138896.1|DGUA
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC117582650|XP_034126438.1|DGUA
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC117583651|XP_034128000.1|DGUA
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC117583067|XP_034127131.1|DGUA
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC117589657|XP_034137683.1|DGUA
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC117586237|XP_034132066.1|DGUA
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC117589487|XP_034137340.1|DGUA
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC117585497|XP_034130887.1|DGUA
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC117586660|XP_034132797.1|DGUA
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC117580808|XP_034123401.1|DGUA
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC117581107|XP_034123902.1|DGUA
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC117580272|XP_034122606.1|DGUA
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC117590512|XP_034139093.1|DGUA
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC117589483|XP_034137335.1|DGUA
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC117583779|XP_034128225.1|DGUA
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC117589536|XP_034137422.1|DGUA
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC117589564|XP_034137498.1|DGUA
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	LOC117584966|XP_034130055.1|DGUA
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC117581505|XP_034124666.1|DGUA
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC117588444|XP_034135618.1|DGUA
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC117588789|XP_034136184.1|DGUA
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC117588322|XP_034135410.1|DGUA
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC117583731|XP_034128139.1|DGUA
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC117583158|XP_034127243.1|DGUA
OG0004641	LOC119079520|XP_037043382.1|BCOP	LOC117581456|XP_034124559.1|DGUA
OG0004642	LOC119066985|XP_037025605.1|BCOP	LOC117588791|XP_034136189.1|DGUA
OG0004643	LOC119074926|XP_037037215.1|BCOP	LOC117586331|XP_034132215.1|DGUA
OG0004644	LOC119069417|XP_037029365.1|BCOP	LOC117591513|XP_034140697.1|DGUA
OG0004645	LOC119069141|XP_037028942.1|BCOP	LOC117582286|XP_034125814.1|DGUA
OG0004646	LOC119081486|XP_037046381.1|BCOP	LOC117583544|XP_034127796.1|DGUA
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC117580706|XP_034123252.1|DGUA
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC117581253|XP_034124149.1|DGUA, LOC117579176|XP_034120829.1|DGUA
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC117581011|XP_034123713.1|DGUA
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC117581762|XP_034125054.1|DGUA
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC117583477|XP_034127677.1|DGUA
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC117583680|XP_034128043.1|DGUA
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC117579364|XP_034121089.1|DGUA
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC117582160|XP_034125648.1|DGUA
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC117589844|XP_034137991.1|DGUA
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC117588564|XP_034135842.1|DGUA
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC117585102|XP_034130272.1|DGUA
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC117583644|XP_034127987.1|DGUA
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC117585737|XP_034131273.1|DGUA
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC117583051|XP_034127104.1|DGUA
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC117585473|XP_034130854.1|DGUA
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	LOC117581062|XP_034123825.1|DGUA
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC117580638|XP_034123119.1|DGUA
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC117580647|XP_034123137.1|DGUA
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC117589737|XP_034137804.1|DGUA
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC117589510|XP_034137385.1|DGUA
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC117580710|XP_034123256.1|DGUA
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC117584863|XP_034129903.1|DGUA
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC117591200|XP_034140230.1|DGUA, LOC117591202|XP_034140232.1|DGUA
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC117583714|XP_034128095.1|DGUA
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC117583774|XP_034128219.1|DGUA
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC117585456|XP_034130834.1|DGUA
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC117583304|XP_034127439.1|DGUA
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC117582828|XP_034126771.1|DGUA
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC117582837|XP_034126784.1|DGUA
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC117585595|XP_034131030.1|DGUA
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC117585589|XP_034131016.1|DGUA
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC117585353|XP_034130688.1|DGUA
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC117583505|XP_034127738.1|DGUA
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC117589574|XP_034137519.1|DGUA
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC117582318|XP_034125856.1|DGUA
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC117589634|XP_034137615.1|DGUA
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC117585484|XP_034130869.1|DGUA
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC117585566|XP_034130990.1|DGUA
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC117585939|XP_034131599.1|DGUA
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC117585252|XP_034130556.1|DGUA
