Orthogroup	BCOP.longest_only	DKIK.longest_only
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC108083005|XP_017034118.1|DKIK
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC108083024|XP_017034145.1|DKIK
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC108073986|XP_017021327.1|DKIK
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC108083137|XP_017034305.1|DKIK
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC108073950|XP_017021255.1|DKIK
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC108078821|XP_017028394.1|DKIK
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC108079126|XP_017028859.1|DKIK
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC108079075|XP_017028786.1|DKIK
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC108078845|XP_017028429.1|DKIK
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC108075762|XP_017023810.1|DKIK
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC108072346|XP_017018926.1|DKIK
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC108082471|XP_017033351.1|DKIK
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC108077509|XP_017026350.1|DKIK
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC108072995|XP_017019931.1|DKIK
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC108077514|XP_017026367.1|DKIK
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC108077516|XP_017026368.1|DKIK
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC108071656|XP_017017941.1|DKIK
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC108071658|XP_017017946.1|DKIK
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC108085305|XP_017037351.1|DKIK
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC108076053|XP_017024227.1|DKIK
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC108082457|XP_017033322.1|DKIK
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC108078434|XP_017027804.1|DKIK
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC108078231|XP_017027422.1|DKIK
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC108077515|XP_017026371.1|DKIK
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC108072803|XP_017019583.1|DKIK
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC108078713|XP_017028186.1|DKIK
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC108078435|XP_017027805.1|DKIK
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC108078303|XP_017027575.1|DKIK
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC108082926|XP_017034006.1|DKIK
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC108080707|XP_017031033.1|DKIK
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC108076780|XP_017025274.1|DKIK
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC108078150|XP_017027282.1|DKIK
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC108076722|XP_017025177.1|DKIK
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC108074718|XP_017022351.1|DKIK
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC108082653|XP_017033633.1|DKIK
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC108079438|XP_017029260.1|DKIK
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC108083733|XP_017035130.1|DKIK
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC108078129|XP_017027245.1|DKIK
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC108085924|XP_017038191.1|DKIK
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC108076724|XP_017025183.1|DKIK
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC108076551|XP_017024951.1|DKIK
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC108072144|XP_017018675.1|DKIK
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC108078193|XP_017027350.1|DKIK
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC108071551|XP_017017818.1|DKIK
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC108081161|XP_017031694.1|DKIK
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC108072885|XP_017019695.1|DKIK
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC108072347|XP_017018927.1|DKIK
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC108078230|XP_017027421.1|DKIK
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC108072773|XP_017019540.1|DKIK
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC108073440|XP_017020552.1|DKIK
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC108077446|XP_017026253.1|DKIK
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC108078457|XP_017027837.1|DKIK
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC108076424|XP_017024758.1|DKIK
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC108077441|XP_017026249.1|DKIK
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC108072503|XP_017019163.1|DKIK
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC108072604|XP_017019315.1|DKIK
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC108084923|XP_017036808.1|DKIK
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC108077397|XP_017026179.1|DKIK
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC108079627|XP_017029498.1|DKIK
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC108072564|XP_017019244.1|DKIK
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC108075889|XP_017023987.1|DKIK
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC108071953|XP_017018409.1|DKIK
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC108079660|XP_017029546.1|DKIK
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC108077960|XP_017026989.1|DKIK
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC108076615|XP_017025025.1|DKIK
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC108070506|XP_017016492.1|DKIK
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC108082032|XP_017032792.1|DKIK
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC108077284|XP_017026051.1|DKIK
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC108072976|XP_017019906.1|DKIK
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC108082793|XP_017033829.1|DKIK
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC108077205|XP_017025942.1|DKIK
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC108079547|XP_017029374.1|DKIK
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC108086067|XP_017038374.1|DKIK
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC108072061|XP_017018546.1|DKIK
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC108074761|XP_017022425.1|DKIK
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC108082821|XP_017033870.1|DKIK
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC108074552|XP_017022139.1|DKIK
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC108072545|XP_017019206.1|DKIK, LOC108072543|XP_017019205.1|DKIK
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC108074839|XP_017022536.1|DKIK
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC108081364|XP_017032005.1|DKIK
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC108082211|XP_017033030.1|DKIK
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC108082174|XP_017032968.1|DKIK
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC108074445|XP_017021975.1|DKIK
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC108070510|XP_017016496.1|DKIK
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC108078859|XP_017028453.1|DKIK, LOC108073553|XP_017020727.1|DKIK
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC108075792|XP_017023849.1|DKIK
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC108075911|XP_017024025.1|DKIK
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC108075885|XP_017023981.1|DKIK
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC108075877|XP_017023970.1|DKIK
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC108074809|XP_017022492.1|DKIK
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC108074808|XP_017022491.1|DKIK
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC108086071|XP_017038379.1|DKIK
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC108077412|XP_017026201.1|DKIK
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC108076642|XP_017025062.1|DKIK
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC108077449|XP_017026257.1|DKIK
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC108077007|XP_017025571.1|DKIK
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC108085287|XP_017037332.1|DKIK
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC108079971|XP_017030025.1|DKIK
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC108085259|XP_017037298.1|DKIK
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC108077219|XP_017025963.1|DKIK
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC108082843|XP_017033899.1|DKIK
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC108084278|XP_017035923.1|DKIK
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC108074468|XP_017022024.1|DKIK
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC108075289|XP_017023174.1|DKIK
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC108076735|XP_017025202.1|DKIK
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC108074579|XP_017022175.1|DKIK
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC108072979|XP_017019905.1|DKIK
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC108077287|XP_017026053.1|DKIK
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC108077072|XP_017025729.1|DKIK
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC108081962|XP_017032685.1|DKIK
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC108072549|XP_017019212.1|DKIK
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC108079212|XP_017028974.1|DKIK
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC108079643|XP_017029522.1|DKIK
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC108073029|XP_017019978.1|DKIK
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC108086209|XP_017038561.1|DKIK
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC108082183|XP_017032991.1|DKIK
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC108082162|XP_017032952.1|DKIK
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC108082110|XP_017032899.1|DKIK
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC108077892|XP_017026918.1|DKIK
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC108075941|XP_017024073.1|DKIK
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC108083308|XP_017034534.1|DKIK
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC108076923|XP_017025456.1|DKIK
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC108082226|XP_017033053.1|DKIK
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC108083893|XP_017035379.1|DKIK
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC108074614|XP_017022226.1|DKIK
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC108078163|XP_017027304.1|DKIK
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC108081363|XP_017032004.1|DKIK
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC108070517|XP_017016505.1|DKIK
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC108074576|XP_017022167.1|DKIK
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC108081444|XP_017032122.1|DKIK
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC108075947|XP_017024082.1|DKIK
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC108079642|XP_017029519.1|DKIK
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC108079042|XP_017028714.1|DKIK
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC108073476|XP_017020617.1|DKIK
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC108076392|XP_017024718.1|DKIK
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC108084315|XP_017035970.1|DKIK, LOC108070935|XP_017017076.1|DKIK
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC108083847|XP_017035314.1|DKIK
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC108085286|XP_017037331.1|DKIK
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC108082827|XP_017033875.1|DKIK
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC108082825|XP_017033873.1|DKIK
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC108077439|XP_017026247.1|DKIK
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC108084246|XP_017035872.1|DKIK
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC108074423|XP_017021946.1|DKIK
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC108079711|XP_017029608.1|DKIK
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC108085301|XP_017037348.1|DKIK
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC108079878|XP_017029883.1|DKIK
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC108078484|XP_017027856.1|DKIK, LOC108082764|XP_017033780.1|DKIK
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC108076933|XP_017025467.1|DKIK
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC108077962|XP_017026991.1|DKIK
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC108078388|XP_017027731.1|DKIK
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC108074720|XP_017022352.1|DKIK
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC108082748|XP_017033754.1|DKIK
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC108086173|XP_017038523.1|DKIK
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC108077403|XP_017026191.1|DKIK
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC108072548|XP_017019211.1|DKIK
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC108072598|XP_017019299.1|DKIK
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC108077245|XP_017025994.1|DKIK
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC108077244|XP_017025993.1|DKIK
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC108073555|XP_017020730.1|DKIK
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC108072435|XP_017019047.1|DKIK, LOC108085057|XP_017037009.1|DKIK
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC108079118|XP_017028852.1|DKIK
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC108079127|XP_017028865.1|DKIK
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC108072141|XP_017018670.1|DKIK
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC108084038|XP_017035543.1|DKIK
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC108077171|XP_017025895.1|DKIK
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC108086276|XP_017038653.1|DKIK
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC108085290|XP_017037336.1|DKIK
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC108082050|XP_017032816.1|DKIK
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC108080188|XP_017030330.1|DKIK
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC108072627|XP_017019347.1|DKIK
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC108081455|XP_017032134.1|DKIK
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC108076128|XP_017024348.1|DKIK
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC108085370|XP_017037433.1|DKIK
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC108078182|XP_017027337.1|DKIK
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC108082117|XP_017032906.1|DKIK
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC108082040|XP_017032803.1|DKIK
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC108078481|XP_017027849.1|DKIK
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC108070905|XP_017017050.1|DKIK
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC108086245|XP_017038605.1|DKIK
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC108086220|XP_017038575.1|DKIK
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC108074564|XP_017022155.1|DKIK
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC108074840|XP_017022537.1|DKIK
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC108082062|XP_017032829.1|DKIK
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC108077429|XP_017026223.1|DKIK
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC108077434|XP_017026230.1|DKIK
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC108078306|XP_017027580.1|DKIK
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC108077288|XP_017026054.1|DKIK
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC108074813|XP_017022498.1|DKIK
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC108072996|XP_017019935.1|DKIK
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC108072997|XP_017019936.1|DKIK
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC108076742|XP_017025221.1|DKIK
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC108086248|XP_017038613.1|DKIK
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC108081450|XP_017032128.1|DKIK
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC108086231|XP_017038588.1|DKIK
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC108086235|XP_017038593.1|DKIK
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC108079560|XP_017029389.1|DKIK
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC108086269|XP_017038645.1|DKIK
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC108075821|XP_017023885.1|DKIK
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC108076307|XP_017024566.1|DKIK
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC108082861|XP_017033927.1|DKIK
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC108082795|XP_017033833.1|DKIK
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC108085334|XP_017037378.1|DKIK
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC108085358|XP_017037417.1|DKIK
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC108075949|XP_017024084.1|DKIK
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC108075971|XP_017024109.1|DKIK
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC108082076|XP_017032857.1|DKIK
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC108075886|XP_017023982.1|DKIK
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC108079904|XP_017029926.1|DKIK
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC108074308|XP_017021792.1|DKIK
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC108071973|XP_017018437.1|DKIK
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC108083506|XP_017034803.1|DKIK
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC108076689|XP_017025128.1|DKIK
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC108079377|XP_017029186.1|DKIK
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC108079602|XP_017029449.1|DKIK
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC108086238|XP_017038599.1|DKIK
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC108082828|XP_017033877.1|DKIK
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC108077297|XP_017026065.1|DKIK
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC108077017|XP_017025584.1|DKIK
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC108081472|XP_017032157.1|DKIK
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC108074691|XP_017022309.1|DKIK
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC108074695|XP_017022324.1|DKIK
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC108074735|XP_017022390.1|DKIK
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC108086077|XP_017038384.1|DKIK
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC108077308|XP_017026080.1|DKIK
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC108072716|XP_017019463.1|DKIK
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC108072348|XP_017018928.1|DKIK
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC108082504|XP_017033422.1|DKIK
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC108076197|XP_017024423.1|DKIK
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC108081579|XP_017032286.1|DKIK, LOC108072581|XP_017019278.1|DKIK
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC108079979|XP_017030032.1|DKIK
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC108083159|XP_017034335.1|DKIK
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC108077079|XP_017025736.1|DKIK
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC108084296|XP_017035948.1|DKIK
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC108077173|XP_017025898.1|DKIK
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC108082680|XP_017033669.1|DKIK
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC108075814|XP_017023877.1|DKIK
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC108074854|XP_017022553.1|DKIK
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC108082822|XP_017033871.1|DKIK
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC108072840|XP_017019624.1|DKIK
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC108072858|XP_017019663.1|DKIK
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC108081436|XP_017032107.1|DKIK
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC108074594|XP_017022196.1|DKIK
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC108085257|XP_017037294.1|DKIK
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC108077095|XP_017025760.1|DKIK
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC108074598|XP_017022203.1|DKIK
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC108077334|XP_017026112.1|DKIK
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC108070904|XP_017017049.1|DKIK
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC108082384|XP_017033214.1|DKIK
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC108072830|XP_017019611.1|DKIK
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC108075061|XP_017022868.1|DKIK
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC108077259|XP_017026018.1|DKIK, LOC108072467|XP_017019103.1|DKIK
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC108075072|XP_017022842.1|DKIK
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC108072083|XP_017018583.1|DKIK
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC108072509|XP_017019170.1|DKIK
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC108082071|XP_017032849.1|DKIK
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC108079640|XP_017029516.1|DKIK
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC108081438|XP_017032110.1|DKIK
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC108082165|XP_017032960.1|DKIK
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC108082228|XP_017033054.1|DKIK
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC108074284|XP_017021746.1|DKIK
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC108075969|XP_017024106.1|DKIK
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC108085278|XP_017037318.1|DKIK
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC108081515|XP_017032222.1|DKIK
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC108084075|XP_017035585.1|DKIK
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC108075400|XP_017023315.1|DKIK
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC108072715|XP_017019461.1|DKIK
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC108077161|XP_017025883.1|DKIK
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC108077283|XP_017026050.1|DKIK
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC108077393|XP_017026176.1|DKIK
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC108081334|XP_017031964.1|DKIK
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC108082157|XP_017032945.1|DKIK
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC108076177|XP_017024400.1|DKIK
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC108072585|XP_017019282.1|DKIK
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC108082136|XP_017032928.1|DKIK
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC108072524|XP_017019185.1|DKIK
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC108077248|XP_017025998.1|DKIK
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC108074533|XP_017022106.1|DKIK
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC108072271|XP_017018827.1|DKIK
