Orthogroup	BCOP.longest_only	DSIM.longest_only
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC6737837|XP_016031617.1|DSIM
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC6736871|XP_002083724.1|DSIM
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC6738997|XP_016032824.1|DSIM
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC6727862|XP_016034437.1|DSIM
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC6736408|XP_039150114.1|DSIM
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC6736532|XP_039149109.1|DSIM
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC6736752|XP_002083608.1|DSIM
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC6737604|XP_002084436.3|DSIM
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC6736327|XP_016029805.1|DSIM
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC6734433|XP_039149368.1|DSIM
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC6735961|XP_002082870.1|DSIM
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC6735139|XP_002082116.1|DSIM
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC6735687|XP_002082603.1|DSIM
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC6735762|XP_016029135.1|DSIM
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC6733385|XP_002080442.1|DSIM
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC27208943|XP_016026304.1|DSIM
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC6736328|XP_016029806.1|DSIM
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC6738621|XP_002085423.1|DSIM
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC6733465|XP_016026416.1|DSIM
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC6739291|XP_016026309.1|DSIM
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC6734163|XP_002081192.1|DSIM
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC6735469|XP_039148256.1|DSIM
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC6737807|XP_002084635.1|DSIM
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC6737803|XP_016031588.1|DSIM
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC6737798|XP_002084626.1|DSIM
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC6737801|XP_016031584.1|DSIM
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC6737795|XP_016031573.1|DSIM
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC6738406|XP_016032262.1|DSIM
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC6737044|XP_039150251.1|DSIM
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC6737043|XP_039150248.1|DSIM
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC27206218|XP_039150309.1|DSIM
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC6733148|XP_016026018.2|DSIM
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC6736146|XP_016029532.1|DSIM
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC6735163|XP_016028447.1|DSIM
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC6737305|XP_016031018.1|DSIM
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC6734965|XP_016028264.1|DSIM
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC6737291|XP_002084131.1|DSIM
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC6737293|XP_016031006.1|DSIM
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC6736973|XP_039149124.1|DSIM
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC6736968|XP_016030608.1|DSIM
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC6732253|XP_002079382.1|DSIM
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC6725138|XP_016038109.1|DSIM
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC6734637|XP_002081645.1|DSIM
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC6739381|XP_016027018.1|DSIM
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC6733979|XP_002081023.1|DSIM
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC6724744|XP_016037435.1|DSIM
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC6737248|XP_016030960.1|DSIM
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC6737386|XP_002084224.1|DSIM
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC6733793|XP_016026753.1|DSIM
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC6733787|XP_016026740.1|DSIM
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC6740245|XP_039152754.1|DSIM
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC6733288|XP_016026193.1|DSIM
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC6733484|XP_002080541.1|DSIM
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC6733997|XP_039148869.1|DSIM
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC6735406|XP_016028720.1|DSIM
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC6734899|XP_002081896.1|DSIM
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC6740338|XP_039152157.1|DSIM
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC27209123|XP_016037695.1|DSIM
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC6729876|XP_002105179.2|DSIM
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC6733659|XP_039148249.1|DSIM
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC27207467|XP_016026010.1|DSIM
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC6735064|XP_016028354.1|DSIM
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC6739466|XP_016028352.1|DSIM
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC6735984|XP_002082893.1|DSIM
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC6733417|XP_039148091.1|DSIM
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC6737108|XP_002083955.1|DSIM
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC6726968|XP_016033461.1|DSIM
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC6734970|XP_016028269.1|DSIM
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC6736148|XP_016029534.1|DSIM
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC6735710|XP_016029083.1|DSIM
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC27207737|XP_016031895.2|DSIM
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC6730089|XP_002105382.1|DSIM
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC6732323|XP_016024986.1|DSIM
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC6733720|XP_016026691.1|DSIM
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC27206600|XP_016029112.2|DSIM
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC6732328|XP_002079456.1|DSIM
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC6732891|XP_016025611.1|DSIM
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC6732899|XP_002080004.2|DSIM
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC6730087|XP_016036852.1|DSIM
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC6732346|XP_016024998.1|DSIM
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC6730406|XP_002077587.3|DSIM
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC6733155|XP_016026030.1|DSIM
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC6731142|XP_016023692.1|DSIM
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC27206216|XP_016032338.2|DSIM
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC6732733|XP_016025465.1|DSIM
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC6736088|XP_016029484.1|DSIM
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC6735259|XP_016028607.1|DSIM
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC6730420|XP_039147089.1|DSIM
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC6731693|XP_002078829.1|DSIM
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC6732096|XP_016024768.1|DSIM
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC27206460|XP_016033859.1|DSIM
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC6732825|XP_016025547.1|DSIM
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC6731635|XP_002078775.1|DSIM
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC6732726|XP_016025458.1|DSIM
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC6730926|XP_016023375.1|DSIM
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC6728842|XP_002104176.1|DSIM
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC6734482|XP_002081501.1|DSIM
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC6731210|XP_002078369.2|DSIM
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC6730615|XP_016023053.1|DSIM
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC6732837|XP_002079950.1|DSIM
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC6731533|XP_002078680.1|DSIM
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC27208514|XP_016023588.1|DSIM
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC6731631|XP_002078771.1|DSIM
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC6731634|XP_016024314.1|DSIM
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC6739237|XP_039154423.1|DSIM
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC6733064|XP_002080141.1|DSIM
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC6729037|XP_002104358.1|DSIM
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC6731268|XP_016023829.1|DSIM
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC6731270|XP_016023832.1|DSIM
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC6731283|XP_016023848.1|DSIM
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC6732445|XP_016025088.1|DSIM
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC6732756|XP_002079869.2|DSIM
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC6732754|XP_002079867.2|DSIM
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC6730884|XP_016023309.1|DSIM
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC6732207|XP_002079336.1|DSIM
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC6733468|XP_002080525.1|DSIM
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC6730721|XP_016023152.1|DSIM
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC6731924|XP_016024595.1|DSIM
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC6732274|XP_039153672.1|DSIM
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC6732205|XP_016024883.1|DSIM
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC6732396|XP_039151659.1|DSIM
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC6731653|XP_016024334.1|DSIM
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC27207473|XP_016024271.1|DSIM
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC6739737|XP_002076630.2|DSIM
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC6733872|XP_002080916.1|DSIM
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC6732293|XP_016024955.1|DSIM
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC6735410|XP_016028725.1|DSIM
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC6730670|XP_039154430.1|DSIM
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC6734687|XP_016027883.1|DSIM
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC6732554|XP_016025205.1|DSIM
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC6732553|XP_002079672.3|DSIM
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC6731939|XP_002079074.1|DSIM
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC6732493|XP_002079613.1|DSIM
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC27208298|XP_039153828.1|DSIM
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC6732727|XP_016025459.1|DSIM
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC6734989|XP_002081971.2|DSIM
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC6730756|XP_002077924.1|DSIM
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC6731173|XP_016023720.1|DSIM
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC6731609|XP_039151129.1|DSIM
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC6731608|XP_002078749.1|DSIM
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC6729673|XP_002104979.2|DSIM
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC27207535|XP_016025867.1|DSIM
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC6731789|XP_016024479.2|DSIM
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC6730858|XP_002078022.2|DSIM
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC6732682|XP_016025407.1|DSIM
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC6732074|XP_002079206.1|DSIM
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC6734934|XP_002081931.1|DSIM
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC6733045|XP_002080123.1|DSIM
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC6733066|XP_016025769.1|DSIM
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC6731745|XP_016024418.1|DSIM
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC6730591|XP_016023035.1|DSIM
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC6732456|XP_002079576.1|DSIM
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC6732728|XP_039147215.1|DSIM
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC27209130|XP_016029640.2|DSIM
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC27206237|XP_016031379.1|DSIM
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC6736098|XP_002082999.1|DSIM
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC27207977|XP_016026042.1|DSIM
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC6739896|XP_016038500.1|DSIM
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC6732250|XP_016024928.1|DSIM
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC6731230|XP_002078389.1|DSIM
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC6731229|XP_002078388.2|DSIM
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC6730722|XP_002077890.3|DSIM
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC6729132|XP_016035777.1|DSIM
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC6730544|XP_016022996.1|DSIM
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC6736639|XP_002083495.1|DSIM
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC6732259|XP_002079388.2|DSIM
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC6736405|XP_002083277.1|DSIM
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC6732814|XP_016025540.1|DSIM
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC6731829|XP_002078964.1|DSIM
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC6735467|XP_002082406.1|DSIM
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC6735464|XP_016028769.1|DSIM
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC6734901|XP_002081898.1|DSIM
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC6732783|XP_002079896.2|DSIM
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC6730462|XP_002077643.2|DSIM
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC6730523|XP_016022977.1|DSIM
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC6732492|XP_002079612.1|DSIM
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC6731315|XP_016023887.1|DSIM
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC6732158|XP_002079290.2|DSIM
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC6732159|XP_002079291.2|DSIM
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC6729470|XP_016036142.1|DSIM
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC6735673|XP_002082591.2|DSIM
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC6730505|XP_002077686.1|DSIM
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC27206521|XP_016023531.1|DSIM
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC6732088|XP_002079220.1|DSIM
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC6739498|XP_002076395.1|DSIM
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC6732800|XP_002079913.1|DSIM
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC6732788|XP_002079901.2|DSIM
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC6732621|XP_002079740.1|DSIM
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC6732623|XP_039154511.1|DSIM
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC6731155|XP_016023707.1|DSIM
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC6731150|XP_002078308.2|DSIM
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC6731969|XP_002079103.1|DSIM
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC6731278|XP_016023841.1|DSIM
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC6736757|XP_016030379.1|DSIM
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC6732680|XP_016025401.1|DSIM
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC6737252|XP_016030964.1|DSIM
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC6726126|XP_016039626.1|DSIM
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC6735450|XP_016028753.1|DSIM
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC6733227|XP_039152613.1|DSIM
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC6731399|XP_039151770.1|DSIM
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC6731044|XP_016023550.1|DSIM
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC6732768|XP_002079881.2|DSIM
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC6730864|XP_016023290.1|DSIM
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC6731436|XP_016024062.1|DSIM
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC6735571|XP_016028920.1|DSIM
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC6735568|XP_016028909.1|DSIM
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC6739261|XP_016028173.1|DSIM
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC6730459|XP_016022916.2|DSIM
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC6731772|XP_016024467.1|DSIM
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC6738108|XP_016031942.1|DSIM
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC6736145|XP_002083045.1|DSIM
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC6734080|XP_002081115.1|DSIM
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC6731576|XP_016024239.1|DSIM
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC6732831|XP_002079944.1|DSIM
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC6732199|XP_002079328.1|DSIM
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC6738657|XP_002085459.1|DSIM
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC6731844|XP_002078979.1|DSIM
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC6727995|XP_002103347.2|DSIM
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC6732093|XP_002079225.1|DSIM
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC6732816|XP_016025541.1|DSIM
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC6732457|XP_002079577.1|DSIM
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC6732760|XP_016025483.1|DSIM
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC6732764|XP_016025484.1|DSIM
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC6731339|XP_002078495.2|DSIM
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC6731341|XP_016023934.1|DSIM
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC6731046|XP_039147495.1|DSIM
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC6732064|XP_002079196.1|DSIM
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC6732389|XP_002079510.1|DSIM
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC6730978|XP_016023443.1|DSIM
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC6730975|XP_002078136.1|DSIM
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC6730961|XP_039149579.1|DSIM
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC6734288|XP_039147482.1|DSIM
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC6733624|XP_002080678.1|DSIM
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC6731344|XP_016023935.1|DSIM
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC27209337|XP_039148229.1|DSIM
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC6739549|XP_002076446.1|DSIM
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC27207325|XP_039153950.1|DSIM
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC6735998|XP_016029373.1|DSIM
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC6732901|XP_002080006.1|DSIM
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC6731959|XP_016024627.1|DSIM
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC6731452|XP_016024106.1|DSIM
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC6731087|XP_016023614.1|DSIM
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC6732977|XP_002080056.1|DSIM
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC6730857|XP_002078021.1|DSIM
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC6730424|XP_039147100.1|DSIM
