Orthogroup	BCOP.longest_only	DELE.longest_only
OG0003357	LOC119068373|XP_037027837.1|BCOP	LOC108148175|XP_017130565.1|DELE
OG0003358	LOC119070857|XP_037031265.1|BCOP	LOC108138929|XP_017116988.1|DELE
OG0003359	LOC119066988|XP_037025609.1|BCOP	LOC108149990|XP_017133409.1|DELE
OG0003360	LOC119069621|XP_037029608.1|BCOP	LOC108148132|XP_017130468.1|DELE
OG0003361	LOC119072743|XP_037033918.1|BCOP	LOC108143382|XP_017123236.1|DELE
OG0003362	LOC119068692|XP_037028273.1|BCOP	LOC108143026|XP_017122711.1|DELE
OG0003363	LOC119068291|XP_037027724.1|BCOP	LOC108141151|XP_017119865.1|DELE
OG0003364	LOC119067019|XP_037025642.1|BCOP	LOC108140528|XP_017118826.1|DELE
OG0003365	LOC119069495|XP_037029460.1|BCOP	LOC108137487|XP_017114691.1|DELE
OG0003366	LOC119084642|XP_037050608.1|BCOP	LOC108135516|XP_017111750.1|DELE
OG0003367	LOC119067117|XP_037025786.1|BCOP	LOC108146490|XP_017128011.1|DELE
OG0003368	LOC119070278|XP_037030436.1|BCOP	LOC108146340|XP_017127799.1|DELE
OG0003369	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP	LOC108141069|XP_017119717.1|DELE
OG0003370	LOC119067850|XP_037026982.1|BCOP	LOC108139200|XP_017117328.1|DELE
OG0003371	LOC119085582|XP_037051895.1|BCOP	LOC108147740|XP_017129959.1|DELE
OG0003372	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP	LOC108147597|XP_017129726.1|DELE
OG0003373	LOC119080965|XP_037045500.1|BCOP	LOC108140746|XP_017119212.1|DELE
OG0003374	LOC119067288|XP_037026067.1|BCOP	LOC108137650|XP_017114966.1|DELE
OG0003375	LOC119068220|XP_037027611.1|BCOP	LOC108139274|XP_017117452.1|DELE
OG0003376	LOC119067108|XP_037025768.1|BCOP	LOC108140803|XP_017119290.1|DELE
OG0003377	LOC119067073|XP_037025700.1|BCOP	LOC108140526|XP_017118824.1|DELE
OG0003378	LOC119074460|XP_037036496.1|BCOP	LOC108137354|XP_017114478.1|DELE
OG0003379	LOC119066345|XP_037024653.1|BCOP	LOC108148764|XP_017131455.1|DELE
OG0003380	LOC119068135|XP_037027492.1|BCOP	LOC108148599|XP_017131166.1|DELE
OG0003381	LOC119084986|XP_037051050.1|BCOP	LOC108134472|XP_017110274.1|DELE
OG0003382	LOC119085043|XP_037051152.1|BCOP	LOC108147156|XP_017128959.1|DELE
OG0003383	LOC119069275|XP_037029229.1|BCOP	LOC108143072|XP_017122774.1|DELE
OG0003384	LOC119076142|XP_037038712.1|BCOP	LOC108149032|XP_017131873.1|DELE
OG0003385	LOC119068238|XP_037027658.1|BCOP	LOC108143937|XP_017124013.1|DELE
OG0003386	LOC119067955|XP_037027174.1|BCOP	LOC108142917|XP_017122495.1|DELE
OG0003387	LOC119067949|XP_037027163.1|BCOP	LOC108140383|XP_017118576.1|DELE
OG0003388	LOC119068051|XP_037027316.1|BCOP	LOC108150019|XP_017133467.1|DELE
OG0003389	LOC119067902|XP_037027084.1|BCOP	LOC108144897|XP_017125546.1|DELE
OG0003390	LOC119071310|XP_037032084.1|BCOP	LOC108135733|XP_017112055.1|DELE
OG0003391	LOC119068714|XP_037028298.1|BCOP	LOC108140574|XP_017118936.1|DELE
OG0003392	LOC119068485|XP_037027990.1|BCOP	LOC108135086|XP_017111143.1|DELE
OG0003393	LOC119069114|XP_037028902.1|BCOP	LOC108148767|XP_017131459.1|DELE
OG0003394	LOC119069111|XP_037028898.1|BCOP	LOC108135859|XP_017112249.1|DELE
OG0003395	LOC119069108|XP_037028894.1|BCOP	LOC108135874|XP_017112264.1|DELE
OG0003396	LOC119069094|XP_037028880.1|BCOP	LOC108148728|XP_017131395.1|DELE
OG0003397	LOC119068657|XP_037028229.1|BCOP	LOC108148746|XP_017131433.1|DELE
OG0003398	LOC119071075|XP_037031608.1|BCOP	LOC108143764|XP_017123782.1|DELE
OG0003399	LOC119067781|XP_037026814.1|BCOP	LOC108143780|XP_017123796.1|DELE
OG0003400	LOC119070122|XP_037030331.1|BCOP	LOC108143908|XP_017123974.1|DELE
OG0003401	LOC119069955|XP_037030079.1|BCOP	LOC108148721|XP_017131378.1|DELE
OG0003402	LOC119069975|XP_037030113.1|BCOP	LOC108143805|XP_017123817.1|DELE
OG0003403	LOC119067717|XP_037026729.1|BCOP	LOC108144599|XP_017125094.1|DELE
OG0003404	LOC119067251|XP_037026022.1|BCOP	LOC108139209|XP_017117345.1|DELE
OG0003405	LOC119085716|XP_037052060.1|BCOP	LOC108143605|XP_017123617.1|DELE
OG0003406	LOC119067976|XP_037027217.1|BCOP	LOC108148650|XP_017131264.1|DELE
OG0003407	LOC119067980|XP_037027222.1|BCOP	LOC108148491|XP_017131015.1|DELE
OG0003408	LOC119085715|XP_037052059.1|BCOP	LOC108135336|XP_017111520.1|DELE
OG0003409	LOC119069423|XP_037029368.1|BCOP	LOC108143931|XP_017124005.1|DELE
OG0003410	LOC119069980|XP_037030117.1|BCOP	LOC108148849|XP_017131622.1|DELE
OG0003411	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP	LOC108140692|XP_017119129.1|DELE
OG0003412	LOC119072869|XP_037034069.1|BCOP	LOC108147266|XP_017129160.1|DELE
OG0003413	LOC119068535|XP_037028043.1|BCOP	LOC108140955|XP_017119512.1|DELE
OG0003414	LOC119067166|XP_037025864.1|BCOP	LOC108143177|XP_017122916.1|DELE
OG0003415	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP	LOC108135449|XP_017111680.1|DELE
OG0003416	LOC119079886|XP_037043867.1|BCOP	LOC108140766|XP_017119241.1|DELE
OG0003417	LOC119069314|XP_037029260.1|BCOP	LOC108150359|XP_017133986.1|DELE
OG0003418	LOC119072327|XP_037033414.1|BCOP	LOC108135836|XP_017112209.1|DELE
OG0003419	LOC119067325|XP_037026126.1|BCOP	LOC108141163|XP_017119879.1|DELE
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC108141080|XP_017119740.1|DELE
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC108148707|XP_017131348.1|DELE
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC108148710|XP_017131360.1|DELE
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC108144524|XP_017124962.1|DELE
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC108143977|XP_017124076.1|DELE
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC108135758|XP_017112092.1|DELE
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC108135832|XP_017112203.1|DELE
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC108135701|XP_017112032.1|DELE
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC108143589|XP_017123596.1|DELE
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC108135331|XP_017111510.1|DELE
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC108141124|XP_017119828.1|DELE
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC108136998|XP_017113985.1|DELE
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC108148839|XP_017131598.1|DELE
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC108137669|XP_017115013.1|DELE
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC108148641|XP_017131253.1|DELE
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC108148315|XP_017130794.1|DELE
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC108148314|XP_017130791.1|DELE
OG0003438	LOC119082649|XP_037048127.1|BCOP	LOC108148349|XP_017130853.1|DELE
OG0003439	LOC119082643|XP_037048115.1|BCOP	LOC108137033|XP_017114022.1|DELE
OG0003440	LOC119069202|XP_037029058.1|BCOP	LOC108143115|XP_017122828.1|DELE
OG0003441	LOC119079548|XP_037043431.1|BCOP	LOC108138711|XP_017116551.1|DELE
OG0003442	LOC119076448|XP_037039110.1|BCOP	LOC108142916|XP_017122493.1|DELE
OG0003443	LOC119069398|XP_037029340.1|BCOP	LOC108146216|XP_017127623.1|DELE
OG0003444	LOC119074977|XP_037037274.1|BCOP	LOC108142293|XP_017121531.1|DELE
OG0003446	LOC119085575|XP_037051893.1|BCOP	LOC108138590|XP_017116369.1|DELE
OG0003447	LOC119081057|XP_037045667.1|BCOP	LOC108145336|XP_017126212.1|DELE
OG0003448	LOC119077113|XP_037040176.1|BCOP	LOC108141103|XP_017119800.1|DELE
OG0003449	LOC119068121|XP_037027471.1|BCOP	LOC108148270|XP_017130713.1|DELE
OG0003450	LOC119077408|XP_037040514.1|BCOP	LOC108140641|XP_017119053.1|DELE
OG0003451	LOC119067973|XP_037027213.1|BCOP	LOC108140684|XP_017119120.1|DELE
OG0003452	LOC119067972|XP_037027211.1|BCOP	LOC108140742|XP_017119208.1|DELE
OG0003453	LOC119067114|XP_037025783.1|BCOP	LOC108146620|XP_017128153.1|DELE
OG0003454	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP	LOC108147793|XP_017130021.1|DELE
OG0003455	LOC119068035|XP_037027293.1|BCOP	LOC108135864|XP_017112254.1|DELE
OG0003456	LOC119083563|XP_037049182.1|BCOP	LOC108143470|XP_017123398.1|DELE
OG0003457	LOC119067593|XP_037026586.1|BCOP	LOC108141250|XP_017119995.1|DELE
OG0003458	LOC119068041|XP_037027301.1|BCOP	LOC108140731|XP_017119194.1|DELE
OG0003459	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP	LOC108140655|XP_017119075.1|DELE
OG0003460	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP	LOC108148829|XP_017131582.1|DELE
OG0003461	LOC119069192|XP_037029033.1|BCOP	LOC108148290|XP_017130747.1|DELE
OG0003462	LOC119081260|XP_037045896.1|BCOP	LOC108147555|XP_017129631.1|DELE
OG0003463	LOC119069974|XP_037030112.1|BCOP	LOC108139297|XP_017117482.1|DELE
OG0003464	LOC119069476|XP_037029424.1|BCOP	LOC108140374|XP_017118556.1|DELE
OG0003465	LOC119068064|XP_037027360.1|BCOP	LOC108148272|XP_017130717.1|DELE
OG0003466	LOC119067823|XP_037026882.1|BCOP	LOC108143064|XP_017122767.1|DELE
OG0003467	LOC119069558|XP_037029534.1|BCOP	LOC108139214|XP_017117354.1|DELE
OG0003468	LOC119069557|XP_037029533.1|BCOP	LOC108143030|XP_017122716.1|DELE
OG0003469	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP	LOC108148794|XP_017131503.1|DELE
OG0003470	LOC119068044|XP_037027305.1|BCOP	LOC108139278|XP_017117463.1|DELE
OG0003471	LOC119071503|XP_037032256.1|BCOP	LOC108149402|XP_017132427.1|DELE
OG0003472	LOC119084606|XP_037050563.1|BCOP	LOC108141822|XP_017120889.1|DELE
OG0003473	LOC119067458|XP_037026335.1|BCOP	LOC108135342|XP_017111523.1|DELE
OG0003474	LOC119067967|XP_037027194.1|BCOP	LOC108135763|XP_017112100.1|DELE
OG0003475	LOC119085343|XP_037051621.1|BCOP	LOC108140492|XP_017118757.1|DELE
OG0003476	LOC119083864|XP_037049563.1|BCOP	LOC108148211|XP_017130609.1|DELE
OG0003477	LOC119070537|XP_037030805.1|BCOP	LOC108139251|XP_017117416.1|DELE
OG0003478	LOC119069825|XP_037029882.1|BCOP	LOC108135771|XP_017112113.1|DELE
OG0003479	LOC119066442|XP_037024832.1|BCOP	LOC108143054|XP_017122755.1|DELE
OG0003480	LOC119068809|XP_037028477.1|BCOP	LOC108148216|XP_017130615.1|DELE
OG0003481	LOC119068810|XP_037028478.1|BCOP	LOC108148224|XP_017130628.1|DELE
OG0003482	LOC119068811|XP_037028479.1|BCOP	LOC108148378|XP_017130892.1|DELE
OG0003483	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP	LOC108148251|XP_017130655.1|DELE
OG0003484	LOC119067366|XP_037026176.1|BCOP	LOC108144072|XP_017124208.1|DELE
OG0003485	LOC119070448|XP_037030694.1|BCOP	LOC108150306|XP_017133912.1|DELE
OG0003486	LOC119070445|XP_037030691.1|BCOP	LOC108150234|XP_017133783.1|DELE
OG0003487	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP	LOC108149028|XP_017131866.1|DELE
OG0003488	LOC119069939|XP_037030058.1|BCOP	LOC108147223|XP_017129092.1|DELE
OG0003489	LOC119067860|XP_037026996.1|BCOP	LOC108142987|XP_017122644.1|DELE
OG0003490	LOC119067862|XP_037027009.1|BCOP	LOC108135831|XP_017112202.1|DELE
OG0003491	LOC119069686|XP_037029704.1|BCOP	LOC108147281|XP_017129187.1|DELE
OG0003492	LOC119068193|XP_037027586.1|BCOP	LOC108148658|XP_017131277.1|DELE
OG0003493	LOC119070308|XP_037030470.1|BCOP	LOC108144034|XP_017124155.1|DELE
OG0003494	LOC119070547|XP_037030836.1|BCOP	LOC108141097|XP_017119788.1|DELE
OG0003495	LOC119069212|XP_037029082.1|BCOP	LOC108138927|XP_017116986.1|DELE
OG0003496	LOC119080616|XP_037044913.1|BCOP	LOC108139351|XP_017117564.1|DELE
OG0003497	LOC119083966|XP_037049668.1|BCOP	LOC108140613|XP_017119015.1|DELE
OG0003498	LOC119084005|XP_037049715.1|BCOP	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE
OG0003499	LOC119070080|XP_037030282.1|BCOP	LOC108143032|XP_017122719.1|DELE
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC108138696|XP_017116530.1|DELE
OG0003501	LOC119067349|XP_037026155.1|BCOP	LOC108147326|XP_017129242.1|DELE
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC108144008|XP_017124118.1|DELE
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC108148624|XP_017131212.1|DELE
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC108140663|XP_017119085.1|DELE
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC108139191|XP_017117318.1|DELE
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC108148341|XP_017130841.1|DELE
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC108148611|XP_017131179.1|DELE
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC108145885|XP_017127020.1|DELE
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC108148898|XP_017131702.1|DELE
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC108134816|XP_017110762.1|DELE
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC108150251|XP_017133807.1|DELE
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC108135841|XP_017112218.1|DELE
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC108148905|XP_017131710.1|DELE
OG0003514	LOC119070512|XP_037030769.1|BCOP	LOC108148206|XP_017130602.1|DELE
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC108144806|XP_017125420.1|DELE
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC108139332|XP_017117532.1|DELE
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC108150486|XP_017134185.1|DELE
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC108148332|XP_017130818.1|DELE
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC108150232|XP_017133767.1|DELE
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC108150248|XP_017133799.1|DELE
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC108150319|XP_017133923.1|DELE
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC108141542|XP_017120471.1|DELE
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC108139009|XP_017117097.1|DELE
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC108142284|XP_017121518.1|DELE
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC108137925|XP_017115356.1|DELE
OG0003526	LOC119081505|XP_037046408.1|BCOP	LOC108140451|XP_017118672.1|DELE
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC108149619|XP_017132833.1|DELE
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC108141966|XP_017121104.1|DELE
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC108142425|XP_017121773.1|DELE
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC108140587|XP_017118962.1|DELE
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC108146185|XP_017127582.1|DELE
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC108150321|XP_017133931.1|DELE
OG0003534	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP	LOC108150296|XP_017133891.1|DELE
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC108146031|XP_017127311.1|DELE
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC108145078|XP_017125750.1|DELE
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC108145207|XP_017125937.1|DELE
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC108149117|XP_017132007.1|DELE
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC108141400|XP_017120245.1|DELE
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC108146404|XP_017127894.1|DELE
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC108136692|XP_017113504.1|DELE
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC108145431|XP_017126337.1|DELE
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC108135928|XP_017112362.1|DELE
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC108146919|XP_017128652.1|DELE
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC108143214|XP_017122996.1|DELE
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC108146331|XP_017127786.1|DELE
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC108143476|XP_017123408.1|DELE
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC108143515|XP_017123484.1|DELE
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC108143537|XP_017123522.1|DELE
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC108144327|XP_017124525.1|DELE
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC108144654|XP_017125187.1|DELE
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC108144353|XP_017124591.1|DELE
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC108141449|XP_017120337.1|DELE
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC108146699|XP_017128252.1|DELE
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC108145890|XP_017127031.1|DELE
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC108142581|XP_017122024.1|DELE
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC108142398|XP_017121727.1|DELE
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC108146046|XP_017127338.1|DELE
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC108146820|XP_017128499.1|DELE
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC108146963|XP_017128709.1|DELE
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC108145470|XP_017126409.1|DELE
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC108144711|XP_017125293.1|DELE
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC108135825|XP_017112196.1|DELE
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC108142562|XP_017121992.1|DELE
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC108146522|XP_017128048.1|DELE
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC108139244|XP_017117406.1|DELE
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC108141451|XP_017120343.1|DELE
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC108141413|XP_017120266.1|DELE
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC108146274|XP_017127703.1|DELE
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC108149620|XP_017132835.1|DELE
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC108146483|XP_017127998.1|DELE
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC108144399|XP_017124668.1|DELE
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC108147579|XP_017129699.1|DELE
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC108147541|XP_017129615.1|DELE
OG0003575	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP	LOC108146345|XP_017127805.1|DELE
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC108146721|XP_017128302.1|DELE
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC108147478|XP_017129517.1|DELE
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC108146818|XP_017128497.1|DELE
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC108144709|XP_017125290.1|DELE
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC108143486|XP_017123423.1|DELE
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC108146163|XP_017127548.1|DELE
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC108150261|XP_017133830.1|DELE
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC108136759|XP_017113604.1|DELE, LOC108134604|XP_017110458.1|DELE
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC108141439|XP_017120320.1|DELE
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC108135688|XP_017112018.1|DELE
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC108145280|XP_017126068.1|DELE
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC108148068|XP_017130410.1|DELE
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC108135849|XP_017112229.1|DELE
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC108141261|XP_017120002.1|DELE
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC108145887|XP_017127024.1|DELE
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC108146310|XP_017127756.1|DELE
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC108146865|XP_017128581.1|DELE
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC108142349|XP_017121629.1|DELE
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC108146973|XP_017128719.1|DELE
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC108144364|XP_017124617.1|DELE
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC108145070|XP_017125740.1|DELE
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC108145073|XP_017125745.1|DELE
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC108146442|XP_017127935.1|DELE
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC108139055|XP_017117163.1|DELE
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC108147437|XP_017129415.1|DELE
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC108145557|XP_017126547.1|DELE
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC108143410|XP_017123289.1|DELE
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC108147379|XP_017129302.1|DELE
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC108135193|XP_017111304.1|DELE
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC108135743|XP_017112069.1|DELE
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC108144570|XP_017125048.1|DELE
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC108144758|XP_017125352.1|DELE
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC108150290|XP_017133881.1|DELE
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC108143551|XP_017123549.1|DELE
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC108135638|XP_017111948.1|DELE
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC108142365|XP_017121660.1|DELE
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC108145378|XP_017126262.1|DELE
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC108149638|XP_017132861.1|DELE
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC108149613|XP_017132813.1|DELE
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC108143428|XP_017123332.1|DELE
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC108137558|XP_017114773.1|DELE
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC108144413|XP_017124748.1|DELE
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC108144412|XP_017124746.1|DELE
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC108144993|XP_017125640.1|DELE
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC108144472|XP_017124872.1|DELE
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC108142508|XP_017121908.1|DELE
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC108142506|XP_017121901.1|DELE
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC108149106|XP_017131994.1|DELE
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC108143473|XP_017123406.1|DELE
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC108149635|XP_017132856.1|DELE
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC108144338|XP_017124550.1|DELE
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC108145180|XP_017125906.1|DELE
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC108141378|XP_017120203.1|DELE
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC108144987|XP_017125630.1|DELE
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC108144641|XP_017125170.1|DELE
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC108146229|XP_017127642.1|DELE
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC108147413|XP_017129341.1|DELE
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC108145004|XP_017125655.1|DELE
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC108147466|XP_017129493.1|DELE
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC108146271|XP_017127700.1|DELE
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC108145506|XP_017126457.1|DELE
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC108143489|XP_017123428.1|DELE
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC108142585|XP_017122033.1|DELE
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC108141955|XP_017121086.1|DELE
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC108144575|XP_017125055.1|DELE
