Orthogroup	BCOP.longest_only	DMIR.longest_only
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC108164064|XP_017155141.1|DMIR
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC108159958|XP_017149120.1|DMIR
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC108154673|XP_017140506.1|DMIR
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC108161639|XP_017151430.1|DMIR
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC108157500|XP_017145089.1|DMIR
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC108156114|XP_017142901.1|DMIR
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC108151641|XP_017135836.1|DMIR
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC108162071|XP_017152107.1|DMIR
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC108156750|XP_017143900.1|DMIR
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC108164027|XP_017155095.1|DMIR
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC108154332|XP_017140083.1|DMIR
OG0004658	LOC119069799|XP_037029849.1|BCOP	LOC108155746|XP_017142264.1|DMIR
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC108156868|XP_017144085.1|DMIR
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC108156001|XP_017142690.1|DMIR
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC108155583|XP_017141978.1|DMIR
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC117193058|XP_033253682.1|DMIR, LOC108154136|XP_017139761.1|DMIR
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	LOC108165035|XP_017156560.1|DMIR
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC108158095|XP_017145754.1|DMIR
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC108165190|XP_017156751.1|DMIR
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC108155368|XP_017141621.1|DMIR
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC108156554|XP_017143564.1|DMIR
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC108164950|XP_017156431.1|DMIR
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC108162020|XP_017152002.1|DMIR
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC108156520|XP_017143514.1|DMIR
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC108154247|XP_017139971.1|DMIR
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC108156405|XP_017143334.1|DMIR
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC108156660|XP_017143763.1|DMIR
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC108157637|XP_017145270.1|DMIR
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC108156649|XP_017143749.1|DMIR
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC108157370|XP_017144884.1|DMIR
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC108154882|XP_017140813.1|DMIR
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC108154878|XP_017140806.1|DMIR
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC108157697|XP_033245841.1|DMIR
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC108155172|XP_017141328.1|DMIR
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC108156687|XP_017143817.1|DMIR
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC108163406|XP_017154159.1|DMIR
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC108155996|XP_017142682.1|DMIR
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC108155004|XP_017141041.1|DMIR
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC108156394|XP_017143308.1|DMIR
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC108156827|XP_017144019.1|DMIR
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC108157097|XP_017144451.1|DMIR
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC108156189|XP_017143009.1|DMIR
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC108155632|XP_017142059.1|DMIR
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC108155595|XP_017142003.1|DMIR
OG0004691	LOC119067882|XP_037027056.1|BCOP	LOC108155025|XP_017141069.1|DMIR
OG0004692	LOC119069334|XP_037029294.1|BCOP	LOC108155569|XP_017141955.1|DMIR
OG0004693	LOC119069335|XP_037029296.1|BCOP	LOC108155357|XP_017141609.1|DMIR
OG0004694	LOC119069931|XP_037030050.1|BCOP	LOC108156684|XP_017143812.1|DMIR
OG0004695	LOC119085775|XP_037052164.1|BCOP	LOC108156756|XP_017143906.1|DMIR
OG0004696	LOC119067271|XP_037026045.1|BCOP	LOC108154317|XP_017140065.1|DMIR
OG0004697	LOC119083569|XP_037049208.1|BCOP	LOC117186126|XP_033242165.1|DMIR
OG0004698	LOC119070142|XP_037030365.1|BCOP	LOC108156334|XP_017143223.1|DMIR
OG0004699	LOC119068528|XP_037028033.1|BCOP	LOC108157012|XP_017144304.1|DMIR
OG0004700	LOC119085391|XP_037051682.1|BCOP	LOC108156897|XP_017144128.1|DMIR
OG0004701	LOC119085009|XP_037051087.1|BCOP	LOC108155684|XP_033245038.1|DMIR
OG0004702	LOC119081642|XP_037046618.1|BCOP	LOC108156134|XP_017142935.1|DMIR
OG0004703	LOC119070468|XP_037030719.1|BCOP	LOC108157641|XP_017145275.1|DMIR
OG0004704	LOC119067944|XP_037027156.1|BCOP	LOC108155956|XP_017142609.1|DMIR
OG0004705	LOC119066382|XP_037024709.1|BCOP	LOC108154248|XP_017139972.1|DMIR
OG0004706	LOC119069967|XP_037030097.1|BCOP	LOC108165490|XP_017157033.1|DMIR
OG0004707	LOC119068233|XP_037027644.1|BCOP	LOC108161907|XP_017151796.1|DMIR
OG0004708	LOC119067010|XP_037025632.1|BCOP	LOC108154849|XP_017140754.1|DMIR
OG0004709	LOC119067468|XP_037026352.1|BCOP	LOC108155545|XP_017141913.1|DMIR
OG0004710	LOC119067263|XP_037026037.1|BCOP	LOC108155038|XP_017141092.1|DMIR
OG0004711	LOC119070403|XP_037030622.1|BCOP	LOC108156049|XP_017142810.2|DMIR
OG0004712	LOC119074248|XP_037036167.1|BCOP	LOC108155482|XP_017141795.1|DMIR
OG0004713	LOC119085702|XP_037052046.1|BCOP	LOC108156368|XP_017143261.1|DMIR
OG0004714	LOC119082075|XP_037047314.1|BCOP	LOC117186929|XP_033244177.1|DMIR, LOC108154703|XP_017140542.2|DMIR
OG0004715	LOC119066127|XP_037024308.1|BCOP	LOC108161675|XP_017151471.1|DMIR
OG0004716	LOC119067216|XP_037025954.1|BCOP	LOC108156632|XP_017143719.1|DMIR
OG0004717	LOC119068114|XP_037027455.1|BCOP	LOC108163424|XP_017154222.2|DMIR
OG0004718	LOC119078746|XP_037042340.1|BCOP	LOC108163535|XP_017154377.1|DMIR
OG0004719	LOC119069959|XP_037030085.1|BCOP	LOC108156307|XP_033244397.1|DMIR
OG0004720	LOC119068883|XP_037028643.1|BCOP	LOC108156118|XP_017142912.1|DMIR
OG0004721	LOC119067982|XP_037027224.1|BCOP	LOC108155092|XP_017141203.1|DMIR
OG0004722	LOC119069923|XP_037030038.1|BCOP	LOC108156870|XP_017144087.1|DMIR
OG0004723	LOC119067572|XP_037026551.1|BCOP	LOC108155046|XP_017141111.1|DMIR
OG0004724	LOC119070559|XP_037030860.1|BCOP	LOC108156360|XP_017143253.2|DMIR
OG0004725	LOC119070563|XP_037030866.1|BCOP	LOC108156048|XP_017142809.1|DMIR
OG0004726	LOC119069953|XP_037030077.1|BCOP	LOC108156644|XP_017143735.1|DMIR
OG0004727	LOC119068215|XP_037027604.1|BCOP	LOC108157211|XP_033245305.1|DMIR
OG0004728	LOC119068218|XP_037027606.1|BCOP	LOC108154244|XP_017139967.1|DMIR
OG0004729	LOC119068800|XP_037028470.1|BCOP	LOC108164870|XP_017156305.1|DMIR
OG0004730	LOC119066254|XP_037024485.1|BCOP	LOC108163621|XP_017154509.1|DMIR
OG0004731	LOC119070081|XP_037030284.1|BCOP	LOC108156401|XP_017143328.1|DMIR
OG0004732	LOC119070359|XP_037030549.1|BCOP	LOC108157475|XP_017145043.2|DMIR
OG0004733	LOC119079430|XP_037043236.1|BCOP	LOC108156363|XP_017143255.1|DMIR
OG0004734	LOC119067926|XP_037027133.1|BCOP	LOC108155986|XP_017142667.2|DMIR
OG0004735	LOC119069171|XP_037028977.1|BCOP	LOC108157236|XP_017144686.1|DMIR
OG0004736	LOC119068103|XP_037027422.1|BCOP	LOC108155243|XP_017141422.1|DMIR
OG0004737	LOC119067052|XP_037025692.1|BCOP	LOC108157516|XP_017145107.1|DMIR
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	LOC108157329|XP_017144834.1|DMIR
OG0004739	LOC119069316|XP_037029263.1|BCOP	LOC108154671|XP_017140501.1|DMIR
OG0004740	LOC119067892|XP_037027074.1|BCOP	LOC108157849|XP_017145542.1|DMIR
OG0004741	LOC119067879|XP_037027044.1|BCOP	LOC108154636|XP_017140448.1|DMIR
OG0004742	LOC119085059|XP_037051171.1|BCOP	LOC108164398|XP_017155513.1|DMIR
OG0004743	LOC119069096|XP_037028884.1|BCOP	LOC108156623|XP_017143668.1|DMIR
OG0004744	LOC119078060|XP_037041386.1|BCOP	LOC108163381|XP_017154124.1|DMIR
OG0004745	LOC119067589|XP_037026582.1|BCOP	LOC108156410|XP_017143344.1|DMIR
OG0004746	LOC119069828|XP_037029885.1|BCOP	LOC108155820|XP_017142397.1|DMIR
OG0004747	LOC119069829|XP_037029886.1|BCOP	LOC108155821|XP_017142399.1|DMIR
OG0004748	LOC119075771|XP_037038213.1|BCOP	LOC108155586|XP_017141984.1|DMIR
OG0004749	LOC119069481|XP_037029443.1|BCOP	LOC108155589|XP_033244126.1|DMIR
OG0004750	LOC119069260|XP_037029212.1|BCOP	LOC108156246|XP_017143084.1|DMIR
OG0004751	LOC119069668|XP_037029682.1|BCOP	LOC108155121|XP_033245624.1|DMIR
OG0004752	LOC119069343|XP_037029309.1|BCOP	LOC108154384|XP_017140137.1|DMIR
OG0004753	LOC119067355|XP_037026159.1|BCOP	LOC108154720|XP_017140570.1|DMIR
OG0004754	LOC119067352|XP_037026157.1|BCOP	LOC108154900|XP_017140838.1|DMIR
OG0004755	LOC119080984|XP_037045527.1|BCOP	LOC108156547|XP_017143554.1|DMIR
OG0004756	LOC119080730|XP_037045153.1|BCOP	LOC108156545|XP_017143550.1|DMIR
OG0004757	LOC119067873|XP_037027030.1|BCOP	LOC108154167|XP_017139817.2|DMIR
OG0004758	LOC119070554|XP_037030850.1|BCOP	LOC108156617|XP_017143660.1|DMIR
OG0004759	LOC119069605|XP_037029591.1|BCOP	LOC108156205|XP_017143029.1|DMIR
OG0004760	LOC119070578|XP_037030880.1|BCOP	LOC108156081|XP_033244137.1|DMIR
OG0004761	LOC119069129|XP_037028924.1|BCOP	LOC108155250|XP_017141431.1|DMIR
OG0004762	LOC119067783|XP_037026816.1|BCOP	LOC108162684|XP_017153021.1|DMIR
OG0004763	LOC119067997|XP_037027252.1|BCOP	LOC108157031|XP_017144333.1|DMIR
OG0004764	LOC119067356|XP_037026160.1|BCOP	LOC108155473|XP_017141785.1|DMIR
OG0004765	LOC119069468|XP_037029415.1|BCOP	LOC108156990|XP_017144271.1|DMIR
OG0004766	LOC119067506|XP_037026412.1|BCOP	LOC108154791|XP_017140670.1|DMIR
OG0004767	LOC119070408|XP_037030630.1|BCOP	LOC108155516|XP_017141846.1|DMIR
OG0004768	LOC119069191|XP_037029032.1|BCOP	LOC108155515|XP_017141844.1|DMIR
OG0004769	LOC119079864|XP_037043837.1|BCOP	LOC108162239|XP_017152364.1|DMIR
OG0004770	LOC119074486|XP_037036528.1|BCOP	LOC108155800|XP_017142370.1|DMIR
OG0004771	LOC119068586|XP_037028127.1|BCOP	LOC108154060|XP_033245899.1|DMIR
OG0004772	LOC119084665|XP_037050639.1|BCOP	LOC108156449|XP_017143396.1|DMIR
OG0004773	LOC119067991|XP_037027247.1|BCOP	LOC108154186|XP_017139850.1|DMIR
OG0004774	LOC119067992|XP_037027248.1|BCOP	LOC108154187|XP_033244757.1|DMIR
OG0004775	LOC119067990|XP_037027244.1|BCOP	LOC108156616|XP_033244733.1|DMIR
OG0004776	LOC119085433|XP_037051748.1|BCOP	LOC108159369|XP_017148085.1|DMIR
OG0004777	LOC119069288|XP_037029251.1|BCOP	LOC108154165|XP_017139816.1|DMIR
OG0004778	LOC119068433|XP_037027898.1|BCOP	LOC108162631|XP_017152943.2|DMIR
OG0004779	LOC119073964|XP_037035763.1|BCOP	LOC108154674|XP_033244412.1|DMIR
OG0004780	LOC119078505|XP_037041959.1|BCOP	LOC108163949|XP_017154979.1|DMIR
OG0004781	LOC119069795|XP_037029836.1|BCOP	LOC108156622|XP_033245430.1|DMIR
OG0004782	LOC119070124|XP_037030338.1|BCOP	LOC108156116|XP_017142905.1|DMIR
OG0004783	LOC119083283|XP_037048870.1|BCOP	LOC108157265|XP_017144739.1|DMIR
OG0004784	LOC119068807|XP_037028475.1|BCOP	LOC108157239|XP_017144698.1|DMIR
OG0004785	LOC119068935|XP_037028694.1|BCOP	LOC108157856|XP_017145551.1|DMIR
OG0004786	LOC119069254|XP_037029203.1|BCOP	LOC108154581|XP_017140372.1|DMIR
OG0004787	LOC119069280|XP_037029237.1|BCOP	LOC108154663|XP_017140489.1|DMIR
OG0004788	LOC119069238|XP_037029174.1|BCOP	LOC108154513|XP_017140302.1|DMIR
OG0004789	LOC119069256|XP_037029205.1|BCOP	LOC108153925|XP_017139509.1|DMIR
OG0004790	LOC119069286|XP_037029249.1|BCOP	LOC108157208|XP_017144646.1|DMIR
OG0004791	LOC119069204|XP_037029070.1|BCOP	LOC108155750|XP_017142271.1|DMIR
OG0004792	LOC119067931|XP_037027140.1|BCOP	LOC108154256|XP_017139980.2|DMIR
OG0004793	LOC119067371|XP_037026178.1|BCOP	LOC108155447|XP_017141752.1|DMIR
OG0004794	LOC119070535|XP_037030803.1|BCOP	LOC108156322|XP_017143203.1|DMIR
OG0004795	LOC119070441|XP_037030686.1|BCOP	LOC108155621|XP_017142040.1|DMIR
OG0004796	LOC119067762|XP_037026789.1|BCOP	LOC108155654|XP_017142095.2|DMIR
OG0004797	LOC119069040|XP_037028803.1|BCOP	LOC108155538|XP_017141898.1|DMIR
OG0004799	LOC119081245|XP_037045871.1|BCOP	LOC108156796|XP_017143964.1|DMIR
OG0004800	LOC119067464|XP_037026345.1|BCOP	LOC108157617|XP_017145242.1|DMIR
OG0004801	LOC119076307|XP_037038908.1|BCOP	LOC108156258|XP_017143108.1|DMIR
OG0004802	LOC119073243|XP_037034453.1|BCOP	LOC108154199|XP_017139905.1|DMIR
OG0004803	LOC119070484|XP_037030732.1|BCOP	LOC108155104|XP_017141223.1|DMIR
OG0004804	LOC119070545|XP_037030813.1|BCOP	LOC108155517|XP_033245026.1|DMIR
OG0004805	LOC119067280|XP_037026052.1|BCOP	LOC108154789|XP_033245937.1|DMIR
OG0004806	LOC119068779|XP_037028433.1|BCOP	LOC108158727|XP_017146818.1|DMIR
OG0004807	LOC119079932|XP_037043930.1|BCOP	LOC108154084|XP_017139687.1|DMIR
OG0004808	LOC119077387|XP_037040481.1|BCOP	LOC108156771|XP_017143926.1|DMIR
OG0004809	LOC119083955|XP_037049661.1|BCOP	LOC108155669|XP_017142122.1|DMIR
OG0004810	LOC119083935|XP_037049648.1|BCOP	LOC108154203|XP_017139911.1|DMIR
OG0004811	LOC119070082|XP_037030285.1|BCOP	LOC108151785|XP_017136121.1|DMIR
OG0004812	LOC119069596|XP_037029581.1|BCOP	LOC108156012|XP_017142706.1|DMIR
OG0004813	LOC119079861|XP_037043833.1|BCOP	LOC108156748|XP_017143899.1|DMIR
OG0004814	LOC119067023|XP_037025646.1|BCOP	LOC108154999|XP_017141035.1|DMIR
OG0004815	LOC119083592|XP_037049229.1|BCOP	LOC108159583|XP_017148524.1|DMIR
OG0004816	LOC119069056|XP_037028825.1|BCOP	LOC108151598|XP_017135771.1|DMIR
OG0004817	LOC119069060|XP_037028830.1|BCOP	LOC108162959|XP_017153450.1|DMIR
OG0004818	LOC119067224|XP_037025965.1|BCOP	LOC108157058|XP_017144377.1|DMIR
OG0004819	LOC119068473|XP_037027980.1|BCOP	LOC108157075|XP_017144399.1|DMIR
OG0004820	LOC119068667|XP_037028244.1|BCOP	LOC108156727|XP_017143870.1|DMIR
OG0004821	LOC119085770|XP_037052157.1|BCOP	LOC108155301|XP_017141505.1|DMIR
OG0004822	LOC119069781|XP_037029818.1|BCOP	LOC108155041|XP_017141101.1|DMIR
OG0004823	LOC119068767|XP_037028415.1|BCOP	LOC108156829|XP_017144021.1|DMIR
OG0004824	LOC119068789|XP_037028443.1|BCOP	LOC108156831|XP_017144029.1|DMIR
OG0004825	LOC119085044|XP_037051150.1|BCOP	LOC108164494|XP_033250254.1|DMIR
OG0004826	LOC119085265|XP_037051511.1|BCOP	LOC108155725|XP_017142222.1|DMIR
OG0004827	LOC119068308|XP_037027748.1|BCOP	LOC108156140|XP_017142944.1|DMIR
OG0004828	LOC119069743|XP_037029777.1|BCOP	LOC108154675|XP_017140505.1|DMIR
OG0004829	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP	LOC108157084|XP_017144422.1|DMIR
OG0004830	LOC119067939|XP_037027150.1|BCOP	LOC108154004|XP_017139587.2|DMIR
OG0004831	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP	LOC108151940|XP_017136360.1|DMIR
OG0004832	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP	LOC108154866|XP_017140784.1|DMIR
OG0004833	LOC119067299|XP_037026095.1|BCOP	LOC108155147|XP_017141297.1|DMIR
OG0004834	LOC119067924|XP_037027126.1|BCOP	LOC108156529|XP_017143524.1|DMIR
OG0004835	LOC119070460|XP_037030708.1|BCOP	LOC108156514|XP_017143508.1|DMIR
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	LOC108156181|XP_017143001.1|DMIR
OG0004837	LOC119072528|XP_037033671.1|BCOP	LOC108151656|XP_017135864.1|DMIR
OG0004838	LOC119070505|XP_037030757.1|BCOP	LOC108154313|XP_017140060.1|DMIR
OG0004839	LOC119070503|XP_037030747.1|BCOP	LOC108156666|XP_017143772.2|DMIR
OG0004840	LOC119077749|XP_037040952.1|BCOP	LOC108156761|XP_017143913.1|DMIR
OG0004841	LOC119082998|XP_037048532.1|BCOP	LOC108162489|XP_017152729.1|DMIR
OG0004842	LOC119069119|XP_037028911.1|BCOP	LOC108155769|XP_017142310.1|DMIR
OG0004843	LOC119068430|XP_037027895.1|BCOP	LOC108155573|XP_017141964.2|DMIR
OG0004844	LOC119067104|XP_037025763.1|BCOP	LOC108164240|XP_033250019.1|DMIR
OG0004845	LOC119067100|XP_037025758.1|BCOP	LOC108155256|XP_017141440.1|DMIR
OG0004846	LOC119066722|XP_037025232.1|BCOP	LOC108161808|XP_017151656.1|DMIR
OG0004847	LOC119072915|XP_037034128.1|BCOP	LOC108161804|XP_017151649.1|DMIR
OG0004848	LOC119073856|XP_037035614.1|BCOP	LOC108156345|XP_033244534.1|DMIR
OG0004849	LOC119081136|XP_037045779.1|BCOP	LOC108162121|XP_017152183.1|DMIR
OG0004850	LOC119085749|XP_037052126.1|BCOP	LOC108155748|XP_017142267.1|DMIR
OG0004851	LOC119085754|XP_037052132.1|BCOP	LOC108157351|XP_017144860.1|DMIR
OG0004852	LOC119085767|XP_037052147.1|BCOP	LOC108157380|XP_017144899.1|DMIR
OG0004853	LOC119081784|XP_037046889.1|BCOP	LOC108159030|XP_017147439.1|DMIR
OG0004854	LOC119084865|XP_037050895.1|BCOP	LOC108151120|XP_017135027.1|DMIR
OG0004855	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP	LOC108151993|XP_017136451.1|DMIR
OG0004856	LOC119073469|XP_037034868.1|BCOP	LOC108165370|XP_033242366.1|DMIR
OG0004857	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP	LOC108153757|XP_017139380.1|DMIR
OG0004858	LOC119079828|XP_037043787.1|BCOP	LOC108151972|XP_033242357.1|DMIR
OG0004859	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP	LOC108153207|XP_017138518.1|DMIR
OG0004860	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP	LOC108153352|XP_017138808.1|DMIR
OG0004861	LOC119081072|XP_037045692.1|BCOP	LOC108152637|XP_017137608.1|DMIR
OG0004862	LOC119074388|XP_037036406.1|BCOP	LOC108152243|XP_033242636.1|DMIR
OG0004863	LOC119084931|XP_037050965.1|BCOP	LOC108152116|XP_017136680.1|DMIR
OG0004864	LOC119081219|XP_037045838.1|BCOP	LOC108151794|XP_017136131.1|DMIR
OG0004865	LOC119080887|XP_037045361.1|BCOP	LOC108156260|XP_017143112.2|DMIR
OG0004866	LOC119080369|XP_037044561.1|BCOP	LOC108150957|XP_017134780.1|DMIR
OG0004867	LOC119073990|XP_037035795.1|BCOP	LOC108158696|XP_033247482.1|DMIR
OG0004868	LOC119079744|XP_037043708.1|BCOP	LOC108159640|XP_017148594.1|DMIR
OG0004869	LOC119081377|XP_037046154.1|BCOP	LOC108158754|XP_017146855.1|DMIR
OG0004870	LOC119081382|XP_037046165.1|BCOP	LOC108158758|XP_017146860.1|DMIR, LOC117189883|XP_033250853.1|DMIR
OG0004871	LOC119078931|XP_037042571.1|BCOP	LOC117193446|XP_033254091.1|DMIR, LOC108159080|XP_017147523.1|DMIR
OG0004872	LOC119081560|XP_037046484.1|BCOP	LOC108159896|XP_017149008.1|DMIR, LOC117189782|XP_033250743.1|DMIR
OG0004873	LOC119071534|XP_037032314.1|BCOP	LOC108161783|XP_017151614.1|DMIR
OG0004874	LOC119077748|XP_037040934.1|BCOP	LOC108153898|XP_017139485.1|DMIR
OG0004875	LOC119068412|XP_037027870.1|BCOP	LOC108153267|XP_017138628.1|DMIR
OG0004876	LOC119072503|XP_037033642.1|BCOP	LOC108152073|XP_017136587.1|DMIR
OG0004877	LOC119075483|XP_037037829.1|BCOP	LOC108151401|XP_017135478.1|DMIR
OG0004878	LOC119080515|XP_037044819.1|BCOP	LOC108160546|XP_017150102.1|DMIR
OG0004879	LOC119073821|XP_037035500.1|BCOP	LOC108158895|XP_017147170.1|DMIR, LOC117190373|XP_033251345.1|DMIR
OG0004880	LOC119073313|XP_037034596.1|BCOP	LOC108153024|XP_017138267.1|DMIR
OG0004881	LOC119081274|XP_037045925.1|BCOP	LOC108152008|XP_017136473.1|DMIR
OG0004882	LOC119081283|XP_037045939.1|BCOP	LOC108152419|XP_017137221.1|DMIR
OG0004883	LOC119081280|XP_037045935.1|BCOP	LOC108151327|XP_017135367.1|DMIR
OG0004884	LOC119073428|XP_037034784.1|BCOP	LOC108159355|XP_033248296.1|DMIR, LOC117192547|XP_033253136.1|DMIR
OG0004885	LOC119076083|XP_037038629.1|BCOP	LOC108158914|XP_017147201.2|DMIR
OG0004886	LOC119080153|XP_037044265.1|BCOP	LOC117194183|XP_033254731.1|DMIR, LOC108158576|XP_017146507.1|DMIR
OG0004887	LOC119080147|XP_037044261.1|BCOP	LOC117188080|XP_033247296.1|DMIR, LOC108158649|XP_033247295.1|DMIR
OG0004888	LOC119075404|XP_037037746.1|BCOP	LOC108159508|XP_017148356.1|DMIR, LOC117189818|XP_033250767.1|DMIR
OG0004889	LOC119074112|XP_037035973.1|BCOP	LOC108158961|XP_017147281.2|DMIR, LOC117185951|XP_033247621.1|DMIR
OG0004890	LOC119080893|XP_037045368.1|BCOP	LOC117185956|XP_033253448.1|DMIR, LOC108159741|XP_033246744.1|DMIR
OG0004891	LOC119070729|XP_037031080.1|BCOP	LOC108153270|XP_017138627.1|DMIR
OG0004892	LOC119071890|XP_037032884.1|BCOP	LOC108160633|XP_017150249.1|DMIR
OG0004893	LOC119079913|XP_037043898.1|BCOP	LOC108159547|XP_017148436.1|DMIR
OG0004894	LOC119077347|XP_037040431.1|BCOP	LOC108160510|XP_017150040.1|DMIR, LOC117193407|XP_033254050.1|DMIR
OG0004895	LOC119074084|XP_037035934.1|BCOP	LOC108159221|XP_017147810.1|DMIR
OG0004896	LOC119085038|XP_037051129.1|BCOP	LOC117190723|XP_033251681.1|DMIR, LOC108160262|XP_017149619.1|DMIR
OG0004897	LOC119081407|XP_037046196.1|BCOP	LOC108160604|XP_017150197.1|DMIR
OG0004898	LOC119073887|XP_037035667.1|BCOP	LOC108159490|XP_017148319.1|DMIR, LOC117185831|XP_033252946.1|DMIR
OG0004899	LOC119079716|XP_037043667.1|BCOP	LOC117192293|XP_033252841.1|DMIR, LOC108158904|XP_033248080.1|DMIR
OG0004900	LOC119079987|XP_037044039.1|BCOP	LOC108158447|XP_017146219.2|DMIR
OG0004901	LOC119079334|XP_037043047.1|BCOP	LOC117192690|XP_033253315.1|DMIR, LOC108160469|XP_017149975.1|DMIR
OG0004902	LOC119070375|XP_037030578.1|BCOP	LOC108152173|XP_017136784.1|DMIR
OG0004903	LOC119084961|XP_037051004.1|BCOP	LOC108159943|XP_017149085.1|DMIR, LOC117194093|XP_033254627.1|DMIR
OG0004904	LOC119074005|XP_037035834.1|BCOP	LOC108154881|XP_017140812.1|DMIR
OG0004905	LOC119073847|XP_037035584.1|BCOP	LOC108158968|XP_033246749.1|DMIR, LOC117189839|XP_033250798.1|DMIR
OG0004906	LOC119080319|XP_037044488.1|BCOP	LOC108152569|XP_017137495.1|DMIR
OG0004907	LOC119080380|XP_037044582.1|BCOP	LOC108152418|XP_033243676.1|DMIR, LOC117186301|XP_033242780.1|DMIR
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	LOC108153338|XP_017138762.1|DMIR
OG0004909	LOC119071877|XP_037032854.1|BCOP	LOC108151948|XP_017136373.1|DMIR
OG0004910	LOC119071865|XP_037032825.1|BCOP	LOC108151946|XP_017136370.1|DMIR
OG0004911	LOC119077381|XP_037040472.1|BCOP	LOC108152773|XP_017137843.1|DMIR
OG0004912	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP	LOC108152570|XP_017137497.1|DMIR
OG0004913	LOC119084868|XP_037050900.1|BCOP	LOC108158843|XP_017147054.1|DMIR, LOC117189619|XP_033250627.1|DMIR
OG0004914	LOC119076239|XP_037038800.1|BCOP	LOC108158841|XP_017147050.1|DMIR
OG0004915	LOC119075480|XP_037037825.1|BCOP	LOC108160287|XP_017149665.2|DMIR, LOC117185703|XP_033247211.1|DMIR
OG0004916	LOC119080698|XP_037045046.1|BCOP	LOC108159069|XP_017147505.1|DMIR, LOC117191542|XP_033252269.1|DMIR
OG0004917	LOC119074973|XP_037037271.1|BCOP	LOC108152718|XP_017137743.1|DMIR
OG0004918	LOC119073188|XP_037034394.1|BCOP	LOC108152717|XP_017137740.1|DMIR
OG0004919	LOC119081123|XP_037045761.1|BCOP	LOC108156484|XP_017143451.1|DMIR
OG0004920	LOC119076625|XP_037039390.1|BCOP	LOC108152135|XP_017136720.1|DMIR
OG0004921	LOC119075016|XP_037037322.1|BCOP	LOC108152212|XP_017136859.1|DMIR
