Orthogroup	BCOP.longest_only	DSER.longest_only
OG0004873	LOC119071534|XP_037032314.1|BCOP	LOC110177042|XP_020799218.1|DSER
OG0004874	LOC119077748|XP_037040934.1|BCOP	LOC110176547|XP_020798597.1|DSER
OG0004875	LOC119068412|XP_037027870.1|BCOP	LOC110179460|XP_020802678.1|DSER
OG0004876	LOC119072503|XP_037033642.1|BCOP	LOC110179578|XP_020802828.1|DSER
OG0004877	LOC119075483|XP_037037829.1|BCOP	LOC110179016|XP_020802017.1|DSER
OG0004878	LOC119080515|XP_037044819.1|BCOP	LOC110191892|XP_020818540.1|DSER
OG0004879	LOC119073821|XP_037035500.1|BCOP	LOC110191611|XP_020818157.1|DSER
OG0004880	LOC119073313|XP_037034596.1|BCOP	LOC110190184|XP_020816191.1|DSER
OG0004881	LOC119081274|XP_037045925.1|BCOP	LOC110178783|XP_020801688.1|DSER
OG0004882	LOC119081283|XP_037045939.1|BCOP	LOC110186790|XP_020811730.1|DSER
OG0004883	LOC119081280|XP_037045935.1|BCOP	LOC110185317|XP_020809741.1|DSER
OG0004884	LOC119073428|XP_037034784.1|BCOP	LOC110176883|XP_020799020.1|DSER
OG0004885	LOC119076083|XP_037038629.1|BCOP	LOC110177645|XP_020800121.1|DSER
OG0004886	LOC119080153|XP_037044265.1|BCOP	LOC110178516|XP_020801326.1|DSER
OG0004887	LOC119080147|XP_037044261.1|BCOP	LOC110191592|XP_020818135.1|DSER
OG0004888	LOC119075404|XP_037037746.1|BCOP	LOC110184106|XP_020808155.1|DSER
OG0004889	LOC119074112|XP_037035973.1|BCOP	LOC110180690|XP_020804066.1|DSER
OG0004890	LOC119080893|XP_037045368.1|BCOP	LOC110182540|XP_020806274.1|DSER
OG0004891	LOC119070729|XP_037031080.1|BCOP	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER
OG0004892	LOC119071890|XP_037032884.1|BCOP	LOC110189536|XP_020815325.1|DSER
OG0004893	LOC119079913|XP_037043898.1|BCOP	LOC110180818|XP_020804158.1|DSER
OG0004894	LOC119077347|XP_037040431.1|BCOP	LOC110189383|XP_020815090.1|DSER
OG0004895	LOC119074084|XP_037035934.1|BCOP	LOC110181104|XP_020804434.1|DSER
OG0004896	LOC119085038|XP_037051129.1|BCOP	LOC110178457|XP_020801251.1|DSER
OG0004897	LOC119081407|XP_037046196.1|BCOP	LOC110178497|XP_020801303.1|DSER
OG0004898	LOC119073887|XP_037035667.1|BCOP	LOC110178008|XP_020800680.1|DSER
OG0004899	LOC119079716|XP_037043667.1|BCOP	LOC110191466|XP_020817978.1|DSER
OG0004900	LOC119079987|XP_037044039.1|BCOP	LOC110178002|XP_020800661.1|DSER
OG0004901	LOC119079334|XP_037043047.1|BCOP	LOC110177987|XP_020800642.1|DSER
OG0004902	LOC119070375|XP_037030578.1|BCOP	LOC110177579|XP_020800017.1|DSER
OG0004903	LOC119084961|XP_037051004.1|BCOP	LOC110184403|XP_020808627.1|DSER
OG0004904	LOC119074005|XP_037035834.1|BCOP	LOC110191308|XP_020817780.1|DSER
OG0004905	LOC119073847|XP_037035584.1|BCOP	LOC110191580|XP_020818122.1|DSER
OG0004906	LOC119080319|XP_037044488.1|BCOP	LOC110190799|XP_020817101.1|DSER
OG0004907	LOC119080380|XP_037044582.1|BCOP	LOC110187105|XP_020812174.1|DSER
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	LOC110189997|XP_020815954.1|DSER
OG0004909	LOC119071877|XP_037032854.1|BCOP	LOC110189838|XP_020815697.1|DSER
OG0004910	LOC119071865|XP_037032825.1|BCOP	LOC110189961|XP_020815908.1|DSER
OG0004911	LOC119077381|XP_037040472.1|BCOP	LOC110186773|XP_020811705.1|DSER
OG0004912	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP	LOC110190804|XP_020817111.1|DSER
OG0004913	LOC119084868|XP_037050900.1|BCOP	LOC110182911|XP_020806731.1|DSER
OG0004914	LOC119076239|XP_037038800.1|BCOP	LOC110182905|XP_020806722.1|DSER
OG0004915	LOC119075480|XP_037037825.1|BCOP	LOC110178700|XP_020801563.1|DSER
OG0004916	LOC119080698|XP_037045046.1|BCOP	LOC110188351|XP_020813758.1|DSER
OG0004917	LOC119074973|XP_037037271.1|BCOP	LOC110190793|XP_020817092.1|DSER
OG0004918	LOC119073188|XP_037034394.1|BCOP	LOC110190791|XP_020817088.1|DSER
OG0004919	LOC119081123|XP_037045761.1|BCOP	LOC110186253|XP_020810993.1|DSER
OG0004920	LOC119076625|XP_037039390.1|BCOP	LOC110189933|XP_020815876.1|DSER
OG0004921	LOC119075016|XP_037037322.1|BCOP	LOC110190347|XP_020816406.1|DSER
OG0004922	LOC119067779|XP_037026813.1|BCOP	LOC110190340|XP_020816398.1|DSER
OG0004923	LOC119079333|XP_037043051.1|BCOP	LOC110183580|XP_020807550.1|DSER
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	LOC110184789|XP_020809087.1|DSER
OG0004925	LOC119083668|XP_037049348.1|BCOP	LOC110178615|XP_020801459.1|DSER
OG0004926	LOC119086074|XP_037052548.1|BCOP	LOC110178777|XP_020801678.1|DSER
OG0004927	LOC119073245|XP_037034460.1|BCOP	LOC110190462|XP_020816622.1|DSER
OG0004928	LOC119083561|XP_037049175.1|BCOP	LOC110184115|XP_020808170.1|DSER
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	LOC110184494|XP_020808707.1|DSER
OG0004930	LOC119081722|XP_037046759.1|BCOP	LOC110178232|XP_020800941.1|DSER
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	LOC110182865|XP_020806667.1|DSER
OG0004932	LOC119073436|XP_037034812.1|BCOP	LOC110178806|XP_020801720.1|DSER
OG0004933	LOC119079833|XP_037043794.1|BCOP	LOC110187091|XP_020812192.1|DSER
OG0004934	LOC119079265|XP_037042938.1|BCOP	LOC110191521|XP_020818048.1|DSER
OG0004935	LOC119080367|XP_037044559.1|BCOP	LOC110189712|XP_020815560.1|DSER
OG0004936	LOC119080314|XP_037044484.1|BCOP	LOC110190084|XP_020816048.1|DSER
OG0004937	LOC119081616|XP_037046557.1|BCOP	LOC110184711|XP_020808990.1|DSER
OG0004938	LOC119079896|XP_037043880.1|BCOP	LOC110189115|XP_020814748.1|DSER
OG0004939	LOC119077464|XP_037040565.1|BCOP	LOC110190178|XP_020816185.1|DSER
OG0004940	LOC119077365|XP_037040445.1|BCOP	LOC110190152|XP_020816148.1|DSER
OG0004941	LOC119079991|XP_037044049.1|BCOP	LOC110190521|XP_020816714.1|DSER
OG0004942	LOC119076517|XP_037039201.1|BCOP	LOC110176204|XP_020798124.1|DSER
OG0004943	LOC119076891|XP_037039794.1|BCOP	LOC110190469|XP_020816637.1|DSER
OG0004944	LOC119081254|XP_037045884.1|BCOP	LOC110188817|XP_020814356.1|DSER
OG0004945	LOC119071639|XP_037032495.1|BCOP	LOC110189775|XP_020815658.1|DSER
OG0004946	LOC119066317|XP_037024601.1|BCOP	LOC110190203|XP_020816212.1|DSER
OG0004947	LOC119084690|XP_037050665.1|BCOP	LOC110177611|XP_020800069.1|DSER
OG0004948	LOC119076038|XP_037038560.1|BCOP	LOC110177633|XP_020800106.1|DSER
OG0004949	LOC119076222|XP_037038775.1|BCOP	LOC110177566|XP_020799997.1|DSER
OG0004950	LOC119073892|XP_037035675.1|BCOP	LOC110178790|XP_020801702.1|DSER
OG0004951	LOC119068251|XP_037027682.1|BCOP	LOC110188669|XP_020814125.1|DSER
OG0004952	LOC119077106|XP_037040164.1|BCOP	LOC110187300|XP_020812350.1|DSER
OG0004953	LOC119084905|XP_037050955.1|BCOP	LOC110190588|XP_020816840.1|DSER
OG0004954	LOC119073320|XP_037034605.1|BCOP	LOC110190547|XP_020816756.1|DSER
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	LOC110178750|XP_020801641.1|DSER
OG0004956	LOC119079417|XP_037043215.1|BCOP	LOC110178010|XP_020800682.1|DSER
OG0004957	LOC119073733|XP_037035260.1|BCOP	LOC110182785|XP_020806570.1|DSER
OG0004958	LOC119081433|XP_037046249.1|BCOP	LOC110187255|XP_020812307.1|DSER
OG0004959	LOC119074040|XP_037035881.1|BCOP	LOC110187179|XP_020812240.1|DSER
OG0004960	LOC119078298|XP_037041687.1|BCOP	LOC110186890|XP_020811852.1|DSER
OG0004961	LOC119084962|XP_037051006.1|BCOP	LOC110189392|XP_020815100.1|DSER
OG0004962	LOC119073263|XP_037034536.1|BCOP	LOC110190171|XP_020816177.1|DSER
OG0004963	LOC119084801|XP_037050763.1|BCOP	LOC110185186|XP_020809562.1|DSER
OG0004964	LOC119081263|XP_037045899.1|BCOP	LOC110190501|XP_020816676.1|DSER
OG0004965	LOC119080539|XP_037044848.1|BCOP	LOC110190818|XP_020817129.1|DSER
OG0004966	LOC119080490|XP_037044777.1|BCOP	LOC110190817|XP_020817127.1|DSER
OG0004967	LOC119081371|XP_037046145.1|BCOP	LOC110189731|XP_020815584.1|DSER
OG0004968	LOC119080918|XP_037045429.1|BCOP	LOC110189953|XP_020815901.1|DSER
OG0004969	LOC119083682|XP_037049362.1|BCOP	LOC110178529|XP_020801344.1|DSER
OG0004970	LOC119080913|XP_037045415.1|BCOP	LOC110190121|XP_020816098.1|DSER
OG0004971	LOC119080915|XP_037045420.1|BCOP	LOC110190122|XP_020816099.1|DSER
OG0004972	LOC119080925|XP_037045440.1|BCOP	LOC110190585|XP_020816837.1|DSER
OG0004973	LOC119080934|XP_037045449.1|BCOP	LOC110178748|XP_020801639.1|DSER
OG0004974	LOC119080720|XP_037045101.1|BCOP	LOC110187466|XP_020812515.1|DSER
OG0004975	LOC119080177|XP_037044298.1|BCOP	LOC110183583|XP_020807555.1|DSER
OG0004976	LOC119082796|XP_037048338.1|BCOP	LOC110183665|XP_020807656.1|DSER
OG0004977	LOC119073470|XP_037034870.1|BCOP	LOC110176889|XP_020799033.1|DSER
OG0004978	LOC119084805|XP_037050771.1|BCOP	LOC110189706|XP_020815539.1|DSER
OG0004979	LOC119080645|XP_037044953.1|BCOP	LOC110190752|XP_020817033.1|DSER
OG0004980	LOC119071510|XP_037032268.1|BCOP	LOC110176220|XP_020798158.1|DSER
OG0004981	LOC119071300|XP_037032073.1|BCOP	LOC110185310|XP_020809723.1|DSER
OG0004982	LOC119071251|XP_037031984.1|BCOP	LOC110185289|XP_020809697.1|DSER
OG0004983	LOC119073305|XP_037034582.1|BCOP	LOC110190474|XP_020816643.1|DSER
OG0004984	LOC119073303|XP_037034580.1|BCOP	LOC110178739|XP_020801626.1|DSER
OG0004985	LOC119083866|XP_037049567.1|BCOP	LOC110190903|XP_020817222.1|DSER
OG0004986	LOC119072209|XP_037033277.1|BCOP	LOC110178945|XP_020801903.1|DSER
OG0004987	LOC119080661|XP_037044980.1|BCOP	LOC110190291|XP_020816329.1|DSER
OG0004988	LOC119080695|XP_037045039.1|BCOP	LOC110190904|XP_020817224.1|DSER
OG0004989	LOC119080758|XP_037045213.1|BCOP	LOC110190292|XP_020816335.1|DSER
OG0004990	LOC119073677|XP_037035179.1|BCOP	LOC110179241|XP_020802353.1|DSER
OG0004991	LOC119080383|XP_037044585.1|BCOP	LOC110177831|XP_020800434.1|DSER
OG0004992	LOC119080381|XP_037044583.1|BCOP	LOC110177832|XP_020800436.1|DSER
OG0004994	LOC119077236|XP_037040301.1|BCOP	LOC110186919|XP_020811904.1|DSER
OG0004997	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP	LOC110188928|XP_020814512.1|DSER
OG0004998	LOC119080350|XP_037044547.1|BCOP	LOC110177823|XP_020800372.1|DSER
OG0004999	LOC119085242|XP_037051460.1|BCOP	LOC110189101|XP_020814737.1|DSER
OG0005000	LOC119073414|XP_037034757.1|BCOP	LOC110189260|XP_020814933.1|DSER
OG0005001	LOC119075762|XP_037038201.1|BCOP	LOC110189057|XP_020814685.1|DSER
OG0005002	LOC119077769|XP_037040978.1|BCOP	LOC110191813|XP_020818426.1|DSER
OG0005003	LOC119080535|XP_037044843.1|BCOP	LOC110183632|XP_020807609.1|DSER
OG0005004	LOC119081614|XP_037046555.1|BCOP	LOC110189306|XP_020815005.1|DSER
OG0005005	LOC119079297|XP_037042979.1|BCOP	LOC110190370|XP_020816441.1|DSER
OG0005006	LOC119079664|XP_037043609.1|BCOP	LOC110187438|XP_020812489.1|DSER
OG0005007	LOC119079272|XP_037042946.1|BCOP	LOC110185237|XP_020809630.1|DSER
OG0005008	LOC119079683|XP_037043635.1|BCOP	LOC110178632|XP_020801477.1|DSER
OG0005009	LOC119073419|XP_037034759.1|BCOP	LOC110190177|XP_020816184.1|DSER
OG0005010	LOC119078133|XP_037041530.1|BCOP	LOC110179020|XP_020802024.1|DSER
OG0005011	LOC119072370|XP_037033460.1|BCOP	LOC110191657|XP_020818213.1|DSER
OG0005012	LOC119080448|XP_037044708.1|BCOP	LOC110190231|XP_020816251.1|DSER
OG0005013	LOC119074550|XP_037036624.1|BCOP	LOC110186937|XP_020811926.1|DSER
OG0005015	LOC119079346|XP_037043071.1|BCOP	LOC110178985|XP_020801958.1|DSER
OG0005016	LOC119074671|XP_037036853.1|BCOP	LOC110190677|XP_020816942.1|DSER
OG0005017	LOC119066121|XP_037024300.1|BCOP	LOC110190829|XP_020817146.1|DSER
OG0005018	LOC119076971|XP_037039962.1|BCOP	LOC110179420|XP_020802608.1|DSER
OG0005019	LOC119076429|XP_037039073.1|BCOP	LOC110190813|XP_020817122.1|DSER
OG0005020	LOC119081392|XP_037046174.1|BCOP	LOC110178535|XP_020801357.1|DSER
OG0005021	LOC119077651|XP_037040766.1|BCOP	LOC110183351|XP_020807265.1|DSER
OG0005022	LOC119068432|XP_037027897.1|BCOP	LOC110177557|XP_020799988.1|DSER
OG0005023	LOC119079831|XP_037043792.1|BCOP	LOC110179435|XP_020802674.1|DSER
OG0005024	LOC119076642|XP_037039408.1|BCOP	LOC110177585|XP_020800028.1|DSER
OG0005025	LOC119074896|XP_037037138.1|BCOP	LOC110190657|XP_020816916.1|DSER
OG0005026	LOC119081220|XP_037045839.1|BCOP	LOC110189066|XP_020814695.1|DSER
OG0005027	LOC119073701|XP_037035196.1|BCOP	LOC110183626|XP_020807602.1|DSER
OG0005028	LOC119068477|XP_037027983.1|BCOP	LOC110188694|XP_020814161.1|DSER
OG0005029	LOC119075588|XP_037037955.1|BCOP	LOC110185175|XP_020809552.1|DSER
OG0005030	LOC119068277|XP_037027706.1|BCOP	LOC110178809|XP_020801728.1|DSER
OG0005031	LOC119086060|XP_037052530.1|BCOP	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER
OG0005032	LOC119076635|XP_037039398.1|BCOP	LOC110190129|XP_020816112.1|DSER
OG0005033	LOC119081726|XP_037046767.1|BCOP	LOC110176235|XP_020798191.1|DSER
OG0005034	LOC119081823|XP_037046954.1|BCOP	LOC110176242|XP_020798200.1|DSER
OG0005035	LOC119080717|XP_037045094.1|BCOP	LOC110190005|XP_020815963.1|DSER
OG0005036	LOC119067221|XP_037025963.1|BCOP	LOC110188872|XP_020814445.1|DSER
OG0005037	LOC119073608|XP_037035078.1|BCOP	LOC110190633|XP_020816887.1|DSER
OG0005038	LOC119075194|XP_037037482.1|BCOP	LOC110177608|XP_020800066.1|DSER
OG0005039	LOC119070323|XP_037030486.1|BCOP	LOC110185652|XP_020810268.1|DSER
OG0005040	LOC119073817|XP_037035489.1|BCOP	LOC110189847|XP_020815716.1|DSER
OG0005041	LOC119081329|XP_037046011.1|BCOP	LOC110190172|XP_020816178.1|DSER
OG0005042	LOC119084797|XP_037050757.1|BCOP	LOC110185333|XP_020809768.1|DSER
OG0005043	LOC119073901|XP_037035685.1|BCOP	LOC110179195|XP_020802268.1|DSER
OG0005044	LOC119069510|XP_037029486.1|BCOP	LOC110179193|XP_020802266.1|DSER
OG0005045	LOC119066172|XP_037024369.1|BCOP	LOC110179222|XP_020802316.1|DSER
OG0005046	LOC119078148|XP_037041519.1|BCOP	LOC110189635|XP_020815438.1|DSER
OG0005047	LOC119080703|XP_037045057.1|BCOP	LOC110190541|XP_020816747.1|DSER
OG0005048	LOC119073804|XP_037035460.1|BCOP	LOC110190497|XP_020816672.1|DSER
OG0005049	LOC119077285|XP_037040331.1|BCOP	LOC110189936|XP_020815880.1|DSER
OG0005050	LOC119082843|XP_037048397.1|BCOP	LOC110177732|XP_020800243.1|DSER
OG0005051	LOC119080690|XP_037045023.1|BCOP	LOC110189971|XP_020815919.1|DSER
OG0005052	LOC119080743|XP_037045187.1|BCOP	LOC110189973|XP_020815922.1|DSER
OG0005053	LOC119084626|XP_037050589.1|BCOP	LOC110177885|XP_020800509.1|DSER
OG0005054	LOC119073254|XP_037034514.1|BCOP	LOC110184659|XP_020808920.1|DSER
OG0005055	LOC119083451|XP_037049073.1|BCOP	LOC110180099|XP_020803381.1|DSER
OG0005056	LOC119073358|XP_037034655.1|BCOP	LOC110176887|XP_020799031.1|DSER
OG0005057	LOC119080191|XP_037044325.1|BCOP	LOC110176739|XP_020798842.1|DSER
OG0005058	LOC119073798|XP_037035428.1|BCOP	LOC110176197|XP_020798108.1|DSER
OG0005059	LOC119081776|XP_037046877.1|BCOP	LOC110178056|XP_020800724.1|DSER
OG0005060	LOC119081749|XP_037046819.1|BCOP	LOC110182794|XP_020806589.1|DSER
OG0005061	LOC119068733|XP_037028325.1|BCOP	LOC110180583|XP_020803934.1|DSER
OG0005062	LOC119083564|XP_037049183.1|BCOP	LOC110191472|XP_020817991.1|DSER
OG0005063	LOC119079879|XP_037043857.1|BCOP	LOC110189654|XP_020815459.1|DSER
OG0005064	LOC119080420|XP_037044655.1|BCOP	LOC110190667|XP_020816926.1|DSER
OG0005065	LOC119073445|XP_037034831.1|BCOP	LOC110191533|XP_020818063.1|DSER
OG0005066	LOC119073516|XP_037034937.1|BCOP	LOC110176366|XP_020798356.1|DSER
OG0005067	LOC119073946|XP_037035716.1|BCOP	LOC110191305|XP_020817779.1|DSER
OG0005068	LOC119084242|XP_037050037.1|BCOP	LOC110178980|XP_020801952.1|DSER
OG0005069	LOC119074502|XP_037036552.1|BCOP	LOC110182962|XP_020806813.1|DSER
OG0005070	LOC119073865|XP_037035627.1|BCOP	LOC110191477|XP_020817997.1|DSER
OG0005071	LOC119073318|XP_037034603.1|BCOP	LOC110178901|XP_020801837.1|DSER
OG0005072	LOC119079369|XP_037043134.1|BCOP	LOC110178843|XP_020801761.1|DSER
OG0005073	LOC119084020|XP_037049731.1|BCOP	LOC110191541|XP_020818072.1|DSER
OG0005074	LOC119079755|XP_037043732.1|BCOP	LOC110189095|XP_020814728.1|DSER
OG0005075	LOC119073709|XP_037035216.1|BCOP	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER
OG0005076	LOC119081356|XP_037046100.1|BCOP	LOC110191506|XP_020818033.1|DSER
OG0005078	LOC119066068|XP_037024191.1|BCOP	LOC110177563|XP_020799995.1|DSER
OG0005079	LOC119083647|XP_037049312.1|BCOP	LOC110184116|XP_020808177.1|DSER
OG0005081	LOC119081654|XP_037046631.1|BCOP	LOC110189491|XP_020815241.1|DSER
OG0005082	LOC119073347|XP_037034636.1|BCOP	LOC110179981|XP_020803230.1|DSER
OG0005083	LOC119066271|XP_037024524.1|BCOP	LOC110183237|XP_020807112.1|DSER
OG0005084	LOC119080906|XP_037045392.1|BCOP	LOC110188863|XP_020814437.1|DSER
OG0005085	LOC119074188|XP_037036076.1|BCOP	LOC110178929|XP_020801879.1|DSER
OG0005086	LOC119074143|XP_037036035.1|BCOP	LOC110180046|XP_020803325.1|DSER
OG0005087	LOC119079836|XP_037043797.1|BCOP	LOC110190442|XP_020816597.1|DSER
OG0005088	LOC119081623|XP_037046566.1|BCOP	LOC110191638|XP_020818188.1|DSER
OG0005089	LOC119081622|XP_037046565.1|BCOP	LOC110191637|XP_020818187.1|DSER
OG0005090	LOC119078736|XP_037042313.1|BCOP	LOC110176260|XP_020798235.1|DSER
OG0005091	LOC119074079|XP_037035920.1|BCOP	LOC110182116|XP_020805789.1|DSER
OG0005092	LOC119080297|XP_037044466.1|BCOP	LOC110176735|XP_020798837.1|DSER
OG0005093	LOC119073538|XP_037034978.1|BCOP	LOC110178938|XP_020801894.1|DSER
OG0005094	LOC119079921|XP_037043911.1|BCOP	LOC110177561|XP_020799993.1|DSER
OG0005095	LOC119073356|XP_037034653.1|BCOP	LOC110184050|XP_020808084.1|DSER
OG0005096	LOC119084417|XP_037050285.1|BCOP	LOC110185584|XP_020810175.1|DSER
OG0005098	LOC119073864|XP_037035626.1|BCOP	LOC110179051|XP_020802073.1|DSER
OG0005099	LOC119080633|XP_037044937.1|BCOP	LOC110189454|XP_020815187.1|DSER
OG0005100	LOC119066591|XP_037025080.1|BCOP	LOC110189453|XP_020815186.1|DSER
OG0005101	LOC119074464|XP_037036500.1|BCOP	LOC110188050|XP_020813259.1|DSER
OG0005102	LOC119066109|XP_037024286.1|BCOP	LOC110179208|XP_020802285.1|DSER
OG0005103	LOC119079440|XP_037043248.1|BCOP	LOC110191473|XP_020817992.1|DSER
OG0005104	LOC119079442|XP_037043250.1|BCOP	LOC110183842|XP_020807852.1|DSER
OG0005105	LOC119081464|XP_037046348.1|BCOP	LOC110190368|XP_020816439.1|DSER
OG0005106	LOC119077367|XP_037040448.1|BCOP	LOC110185311|XP_020809724.1|DSER
OG0005107	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP	LOC110182768|XP_020806546.1|DSER
OG0005108	LOC119081331|XP_037046016.1|BCOP	LOC110179278|XP_020802426.1|DSER
OG0005109	LOC119071266|XP_037032021.1|BCOP	LOC110181869|XP_020805452.1|DSER
OG0005110	LOC119073753|XP_037035307.1|BCOP	LOC110183594|XP_020807567.1|DSER
OG0005111	LOC119073619|XP_037035096.1|BCOP	LOC110176256|XP_020798225.1|DSER
OG0005112	LOC119065986|XP_037024091.1|BCOP	LOC110187052|XP_020812090.1|DSER
OG0005113	LOC119073658|XP_037035156.1|BCOP	LOC110176257|XP_020798227.1|DSER
OG0005114	LOC119072473|XP_037033595.1|BCOP	LOC110188826|XP_020814376.1|DSER
OG0005115	LOC119074317|XP_037036269.1|BCOP	LOC110182328|XP_020806019.1|DSER
OG0005116	LOC119081577|XP_037046506.1|BCOP	LOC110183581|XP_020807551.1|DSER
OG0005117	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP	LOC110182463|XP_020806160.1|DSER
OG0005118	LOC119073554|XP_037035005.1|BCOP	LOC110183194|XP_020807060.1|DSER
OG0005119	LOC119073431|XP_037034799.1|BCOP	LOC110177793|XP_020800341.1|DSER
OG0005120	LOC119080639|XP_037044947.1|BCOP	LOC110177623|XP_020800089.1|DSER
OG0005121	LOC119077502|XP_037040622.1|BCOP	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER
OG0005122	LOC119077508|XP_037040635.1|BCOP	LOC110191145|XP_020817560.1|DSER
OG0005123	LOC119079514|XP_037043374.1|BCOP	LOC110185224|XP_020809614.1|DSER
OG0005124	LOC119079415|XP_037043217.1|BCOP	LOC110183603|XP_020807575.1|DSER
OG0005125	LOC119081261|XP_037045892.1|BCOP	LOC110183563|XP_020807524.1|DSER
OG0005126	LOC119081721|XP_037046758.1|BCOP	LOC110190786|XP_020817083.1|DSER
OG0005127	LOC119080607|XP_037044902.1|BCOP	LOC110188889|XP_020814465.1|DSER
OG0005128	LOC119075477|XP_037037827.1|BCOP	LOC110189570|XP_020815360.1|DSER
OG0005129	LOC119085946|XP_037052395.1|BCOP	LOC110184633|XP_020808888.1|DSER
OG0005130	LOC119077598|XP_037040704.1|BCOP	LOC110176725|XP_020798826.1|DSER
OG0005131	LOC119073312|XP_037034599.1|BCOP	LOC110176699|XP_020798793.1|DSER
OG0005132	LOC119074817|XP_037037003.1|BCOP	LOC110178587|XP_020801425.1|DSER
OG0005133	LOC119077869|XP_037041113.1|BCOP	LOC110187354|XP_020812407.1|DSER
OG0005134	LOC119079839|XP_037043796.1|BCOP	LOC110190570|XP_020816804.1|DSER
OG0005135	LOC119079897|XP_037043881.1|BCOP	LOC110188912|XP_020814492.1|DSER
OG0005136	LOC119075700|XP_037038124.1|BCOP	LOC110188903|XP_020814483.1|DSER
OG0005137	LOC119080665|XP_037044986.1|BCOP	LOC110177328|XP_020799661.1|DSER
OG0005138	LOC119074120|XP_037035999.1|BCOP	LOC110176241|XP_020798199.1|DSER
OG0005139	LOC119076669|XP_037039458.1|BCOP	LOC110184720|XP_020808999.1|DSER
OG0005140	LOC119077162|XP_037040247.1|BCOP	LOC110182334|XP_020806024.1|DSER
OG0005141	LOC119074510|XP_037036565.1|BCOP	LOC110188927|XP_020814511.1|DSER
OG0005142	LOC119084882|XP_037050923.1|BCOP	LOC110189955|XP_020815903.1|DSER
OG0005143	LOC119080464|XP_037044730.1|BCOP	LOC110190404|XP_020816529.1|DSER
OG0005145	LOC119073956|XP_037035740.1|BCOP	LOC110190264|XP_020816289.1|DSER
OG0005147	LOC119066850|XP_037025412.1|BCOP	LOC110190773|XP_020817064.1|DSER
OG0005148	LOC119081290|XP_037045947.1|BCOP	LOC110190661|XP_020816921.1|DSER
OG0005149	LOC119079582|XP_037043468.1|BCOP	LOC110188129|XP_020813379.1|DSER
OG0005150	LOC119081064|XP_037045675.1|BCOP	LOC110188716|XP_020814184.1|DSER
OG0005151	LOC119073562|XP_037035013.1|BCOP	LOC110183586|XP_020807558.1|DSER
OG0005152	LOC119073647|XP_037035140.1|BCOP	LOC110183556|XP_020807516.1|DSER
OG0005153	LOC119080243|XP_037044387.1|BCOP	LOC110183553|XP_020807512.1|DSER
OG0005154	LOC119073443|XP_037034827.1|BCOP	LOC110183574|XP_020807543.1|DSER
OG0005156	LOC119069958|XP_037030084.1|BCOP	LOC110191031|XP_020817408.1|DSER
OG0005157	LOC119073348|XP_037034637.1|BCOP	LOC110177530|XP_020799953.1|DSER
OG0005158	LOC119073422|XP_037034762.1|BCOP	LOC110184792|XP_020809090.1|DSER
OG0005159	LOC119073666|XP_037035165.1|BCOP	LOC110177589|XP_020800032.1|DSER
OG0005160	LOC119079633|XP_037043542.1|BCOP	LOC110185204|XP_020809590.1|DSER
OG0005161	LOC119073580|XP_037035044.1|BCOP	LOC110191631|XP_020818179.1|DSER
OG0005162	LOC119077712|XP_037040886.1|BCOP	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER
OG0005163	LOC119069179|XP_037029003.1|BCOP	LOC110190213|XP_020816227.1|DSER
OG0005164	LOC119080839|XP_037045295.1|BCOP	LOC110179966|XP_020803206.1|DSER
OG0005165	LOC119081626|XP_037046571.1|BCOP	LOC110189238|XP_020814880.1|DSER
OG0005166	LOC119081574|XP_037046504.1|BCOP	LOC110177105|XP_020799309.1|DSER
OG0005167	LOC119081575|XP_037046505.1|BCOP	LOC110177106|XP_020799310.1|DSER
OG0005168	LOC119080667|XP_037044993.1|BCOP	LOC110190188|XP_020816195.1|DSER
OG0005169	LOC119080081|XP_037044196.1|BCOP	LOC110178684|XP_020801547.1|DSER
OG0005170	LOC119080030|XP_037044107.1|BCOP	LOC110178682|XP_020801542.1|DSER
OG0005171	LOC119080051|XP_037044152.1|BCOP	LOC110178683|XP_020801546.1|DSER
OG0005172	LOC119073980|XP_037035784.1|BCOP	LOC110189480|XP_020815226.1|DSER
OG0005173	LOC119075199|XP_037037487.1|BCOP	LOC110189560|XP_020815349.1|DSER
