Orthogroup	BCOP.longest_only	DVIR.longest_only
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC6628427|XP_002051866.1|DVIR
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC6627681|XP_002051738.1|DVIR
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC6628313|XP_002052737.1|DVIR
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC6625871|XP_002050791.1|DVIR
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC6633993|XP_002057660.1|DVIR
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC6633914|XP_002057648.1|DVIR
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC6628216|XP_002052702.1|DVIR
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC6628217|XP_032294242.1|DVIR
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC6627581|XP_002051394.1|DVIR
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC6627575|XP_002051388.1|DVIR
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC6629228|XP_002051254.1|DVIR
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC6627646|XP_002052497.1|DVIR
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC6623948|XP_032290472.1|DVIR
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC6628651|XP_032293968.1|DVIR
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC6624077|XP_002046872.1|DVIR
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC6631912|XP_032296272.1|DVIR
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC6635895|XP_032291824.1|DVIR
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC6631312|XP_002055055.1|DVIR
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC6628451|XP_002051654.1|DVIR
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC6628421|XP_002051860.1|DVIR
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC6634118|XP_002057719.1|DVIR
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC6628377|XP_002052629.2|DVIR
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC6628038|XP_032294399.1|DVIR
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC6627489|XP_002051294.1|DVIR
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC6627040|XP_032292667.1|DVIR
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC6624770|XP_015030110.1|DVIR
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC6625897|XP_002050118.1|DVIR
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC6627771|XP_002052833.2|DVIR
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC6629057|XP_002052385.2|DVIR
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC6622070|XP_032290704.1|DVIR
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC6627255|XP_015029603.1|DVIR
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC6624826|XP_002049565.1|DVIR
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC6633982|XP_032293461.1|DVIR
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC6633934|XP_002057604.1|DVIR
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC6634323|XP_002057676.1|DVIR
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC6622411|XP_002047494.1|DVIR
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC6635665|XP_002059200.1|DVIR
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC6630103|XP_002053696.1|DVIR
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC6635668|XP_002059203.1|DVIR
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC6634291|XP_002057443.2|DVIR
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC6634147|XP_002057624.1|DVIR
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC6628463|XP_002051538.1|DVIR
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC26531443|XP_015028934.1|DVIR
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC6628630|XP_002052572.3|DVIR
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC6628629|XP_002052571.1|DVIR
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC6628886|XP_032294612.1|DVIR
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC6629207|XP_002052626.1|DVIR
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC6628516|XP_002051502.1|DVIR
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC6627371|XP_002052137.2|DVIR
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC6627310|XP_032294184.1|DVIR
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC6629020|XP_032294296.1|DVIR
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC6625759|XP_002048725.1|DVIR
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC6626966|XP_002048709.2|DVIR
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC6628702|XP_032294206.1|DVIR
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC26530690|XP_015028841.1|DVIR
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC6627484|XP_002051289.1|DVIR
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC6635549|XP_002059096.3|DVIR
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC6635313|XP_002058848.1|DVIR
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC6634007|XP_002057828.1|DVIR
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC6629211|XP_032293490.1|DVIR
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC6627675|XP_032294624.1|DVIR
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC6628032|XP_032294620.1|DVIR
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC6627495|XP_002052203.1|DVIR
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC6628232|XP_002051802.1|DVIR
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC6628720|XP_032293914.1|DVIR
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC6627351|XP_002051962.1|DVIR
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC6633974|XP_015025272.1|DVIR
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC6634064|XP_002057866.2|DVIR
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC6631213|XP_002053956.1|DVIR
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC6634048|XP_002057501.1|DVIR
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC6622581|XP_002047981.1|DVIR
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC6629102|XP_002051686.1|DVIR
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC6633887|XP_002057420.1|DVIR
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC6635699|XP_002059272.1|DVIR
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC6636399|XP_002059968.1|DVIR
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC6629162|XP_002052365.1|DVIR
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC6627316|XP_002051692.1|DVIR
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC6627831|XP_002051755.1|DVIR
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC6626136|XP_032293155.1|DVIR
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC6627567|XP_032294440.1|DVIR
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC6629090|XP_002052437.1|DVIR
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC6628501|XP_002051836.1|DVIR
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC6627144|XP_002048956.2|DVIR
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC6634242|XP_015025340.1|DVIR
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC6634378|XP_002057572.1|DVIR
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC6625543|XP_002049978.2|DVIR
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC6628238|XP_015028267.2|DVIR
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC6633906|XP_002057599.1|DVIR
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC6633960|XP_002057762.1|DVIR
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC6635694|XP_032294552.1|DVIR
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC6627683|XP_015028243.1|DVIR
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC6628556|XP_002052182.1|DVIR
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC6627365|XP_002051672.1|DVIR
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC6629046|XP_002052884.1|DVIR
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC6628873|XP_015028417.1|DVIR
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC6627234|XP_002050179.3|DVIR
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC6631409|XP_002055418.1|DVIR
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC6623626|XP_002046841.3|DVIR
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC6629242|XP_002052618.1|DVIR
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC6634611|XP_032296424.1|DVIR
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC6627756|XP_002051129.1|DVIR
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC6627852|XP_032294239.1|DVIR
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC6628953|XP_002052356.1|DVIR
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC6635711|XP_002059260.1|DVIR
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC6628760|XP_002051900.1|DVIR
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC6627934|XP_002052659.1|DVIR
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC6628857|XP_002051243.2|DVIR
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC6633602|XP_002056998.2|DVIR
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC6627584|XP_002052815.1|DVIR
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC6631251|XP_002053049.2|DVIR
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC6634972|XP_002058719.2|DVIR
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC6624596|XP_002048483.2|DVIR
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC6622076|XP_002046974.1|DVIR
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC6632863|XP_002056674.1|DVIR
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC6629722|XP_002053602.1|DVIR
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC6633410|XP_002056903.3|DVIR
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC6622391|XP_002046544.1|DVIR
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC6633880|XP_002057391.1|DVIR
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC6622748|XP_032290848.1|DVIR
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC6627079|XP_032292711.1|DVIR
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC6626624|XP_002049700.1|DVIR
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC6634811|XP_002058137.1|DVIR
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC6629814|XP_002053183.1|DVIR
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC6629815|XP_002053184.1|DVIR
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC6624713|XP_002046557.1|DVIR
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC6624085|XP_002047871.1|DVIR
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC6624186|XP_002047870.1|DVIR
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC6634479|XP_002058156.1|DVIR
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC6626295|XP_002050071.2|DVIR
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC6625152|XP_002048926.1|DVIR
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC6625153|XP_032293375.1|DVIR
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC6627795|XP_032294397.1|DVIR
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC6630934|XP_002053487.1|DVIR
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC6631638|XP_002055141.1|DVIR
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC6625863|XP_002050856.1|DVIR
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC6626090|XP_015029751.1|DVIR
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC6636260|XP_002059729.2|DVIR
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC26530673|XP_015027817.1|DVIR
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC6622796|XP_002047543.2|DVIR
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC6630667|XP_002053446.1|DVIR
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC6633065|XP_002055954.1|DVIR
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC6633487|XP_002057346.1|DVIR
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC6629758|XP_002053900.1|DVIR
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC6631695|XP_032295551.1|DVIR
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC6630623|XP_002053297.2|DVIR
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC6629582|XP_002054874.1|DVIR
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC6633310|XP_032289112.1|DVIR
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC6633695|XP_002057290.1|DVIR
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC6632578|XP_002056743.2|DVIR
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC6633066|XP_002055955.1|DVIR
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC6623549|XP_002048214.1|DVIR
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC6632396|XP_032289515.1|DVIR
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC6632638|XP_002056639.1|DVIR
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC6632640|XP_002056641.2|DVIR
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC6632641|XP_002056642.1|DVIR
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC6630932|XP_002053485.1|DVIR
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC26531646|XP_032291509.1|DVIR
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC6622145|XP_002047690.1|DVIR
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC6624465|XP_002047617.1|DVIR
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC6624159|XP_002046617.3|DVIR
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC6630273|XP_002053702.1|DVIR
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC6630624|XP_002053298.1|DVIR
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC6622082|XP_002047707.1|DVIR
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC6632982|XP_032289728.1|DVIR
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC6630017|XP_002053410.1|DVIR
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC6634646|XP_002058297.2|DVIR
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC6633259|XP_032296634.1|DVIR
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC6633262|XP_032296558.1|DVIR
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC6632977|XP_032289727.1|DVIR
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC6628110|XP_002052015.1|DVIR
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC6625049|XP_032293099.1|DVIR
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC6630095|XP_002053688.1|DVIR
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC6630206|XP_002053709.1|DVIR
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC6629319|XP_032291413.1|DVIR
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC6633831|XP_032296563.1|DVIR
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC6633072|XP_002056144.1|DVIR
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC6633016|XP_002056137.1|DVIR
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC6634287|XP_002057754.1|DVIR
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC6629282|XP_002054690.1|DVIR
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC6626325|XP_032292628.1|DVIR
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC6631380|XP_002055652.2|DVIR
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC6630330|XP_002053351.2|DVIR
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC6622293|XP_002047240.2|DVIR
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC6628927|XP_002052350.1|DVIR
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC6636748|XP_002060209.2|DVIR
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC6631260|XP_032293583.1|DVIR
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC6632856|XP_002056667.1|DVIR
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC6625715|XP_002051047.1|DVIR
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC6624069|XP_002046261.1|DVIR
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC6635602|XP_032296137.1|DVIR
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC26531548|XP_015023613.2|DVIR
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC6626031|XP_015029419.1|DVIR
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC6633276|XP_002057135.1|DVIR
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC6623917|XP_002046871.2|DVIR
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC6631097|XP_032291073.1|DVIR
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC6633957|XP_002057760.1|DVIR
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC6630430|XP_015027095.1|DVIR
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC6632862|XP_002056673.2|DVIR
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC6632657|XP_002056463.1|DVIR
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC6629468|XP_002053884.1|DVIR
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC6633050|XP_002056758.2|DVIR
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC6625474|XP_002050150.1|DVIR
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC116649754|XP_032293732.1|DVIR, LOC26531786|XP_015027943.1|DVIR, LOC6629538|XP_002053666.2|DVIR
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC6631980|XP_002055605.2|DVIR
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC6630775|XP_015027765.1|DVIR
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC6622220|XP_015030826.1|DVIR
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC6629851|XP_015027242.2|DVIR
