Orthogroup	BCOP.longest_only	SLEB.longest_only
OG0003288	LOC119076126|XP_037038690.1|BCOP	LOC115625600|XP_030376580.1|SLEB
OG0003289	LOC119071317|XP_037032095.1|BCOP	LOC115632774|XP_030385892.1|SLEB
OG0003290	LOC119068288|XP_037027720.1|BCOP	LOC115621062|XP_030370446.1|SLEB
OG0003291	LOC119085704|XP_037052048.1|BCOP	LOC115623195|XP_030373278.1|SLEB
OG0003292	LOC119068997|XP_037028769.1|BCOP	LOC115629883|XP_030382339.1|SLEB
OG0003293	LOC119080482|XP_037044767.1|BCOP	LOC115628963|XP_030381099.1|SLEB
OG0003294	LOC119068117|XP_037027461.1|BCOP	LOC115626802|XP_030378130.1|SLEB
OG0003295	LOC119067199|XP_037025924.1|BCOP	LOC115626932|XP_030378298.1|SLEB
OG0003296	LOC119066247|XP_037024466.1|BCOP	LOC115621759|XP_030371353.1|SLEB
OG0003297	LOC119068010|XP_037027259.1|BCOP	LOC115625168|XP_030375959.1|SLEB
OG0003298	LOC119070324|XP_037030487.1|BCOP	LOC115627941|XP_030379694.1|SLEB, LOC115627940|XP_030379693.1|SLEB, LOC115627791|XP_030379471.1|SLEB
OG0003299	LOC119082136|XP_037047412.1|BCOP	LOC115625134|XP_030375913.1|SLEB
OG0003300	LOC119068445|XP_037027914.1|BCOP	LOC115620954|XP_030370330.1|SLEB
OG0003301	LOC119067020|XP_037025643.1|BCOP	LOC115631734|XP_030384436.1|SLEB
OG0003302	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP	LOC115629507|XP_030381848.1|SLEB
OG0003303	LOC119070017|XP_037030193.1|BCOP	LOC115633295|XP_030386567.1|SLEB
OG0003304	LOC119081837|XP_037046976.1|BCOP	LOC115620591|XP_030369762.1|SLEB
OG0003305	LOC119068046|XP_037027307.1|BCOP	LOC115629693|XP_030382074.1|SLEB
OG0003306	LOC119070284|XP_037030447.1|BCOP	LOC115624610|XP_030375221.1|SLEB
OG0003307	LOC119069088|XP_037028865.1|BCOP	LOC115629099|XP_030381279.1|SLEB
OG0003308	LOC119070069|XP_037030261.1|BCOP	LOC115631456|XP_030384064.1|SLEB
OG0003309	LOC119069883|XP_037029953.1|BCOP	LOC115627453|XP_030378978.1|SLEB
OG0003310	LOC119069879|XP_037029950.1|BCOP	LOC115627239|XP_030378722.1|SLEB
OG0003311	LOC119067476|XP_037026372.1|BCOP	LOC115625440|XP_030376347.1|SLEB
OG0003312	LOC119075699|XP_037038121.1|BCOP	LOC115621172|XP_030370595.1|SLEB
OG0003313	LOC119069265|XP_037029218.1|BCOP	LOC115628881|XP_030380998.1|SLEB
OG0003314	LOC119069187|XP_037029026.1|BCOP	LOC115622900|XP_030372883.1|SLEB
OG0003315	LOC119067682|XP_037026692.1|BCOP	LOC115629157|XP_030381387.1|SLEB
OG0003316	LOC119068020|XP_037027276.1|BCOP	LOC115620314|XP_030369366.1|SLEB, LOC115621469|XP_030370989.1|SLEB
OG0003317	LOC119074280|XP_037036195.1|BCOP	LOC115621586|XP_030371137.1|SLEB
OG0003318	LOC119081069|XP_037045691.1|BCOP	LOC115625087|XP_030375845.1|SLEB
OG0003319	LOC119070455|XP_037030701.1|BCOP	LOC115621879|XP_030371569.1|SLEB
OG0003320	LOC119067520|XP_037026441.1|BCOP	LOC115620516|XP_030369642.1|SLEB
OG0003321	LOC119074152|XP_037036050.1|BCOP	LOC115620303|XP_030369346.1|SLEB
OG0003322	LOC119068187|XP_037027581.1|BCOP	LOC115620302|XP_030369345.1|SLEB
OG0003323	LOC119068650|XP_037028220.1|BCOP	LOC115626681|XP_030377968.1|SLEB
OG0003324	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP	LOC115626781|XP_030378106.1|SLEB, LOC115626668|XP_030377950.1|SLEB
OG0003325	LOC119068693|XP_037028274.1|BCOP	LOC115623487|XP_030373718.1|SLEB
OG0003326	LOC119069900|XP_037030007.1|BCOP	LOC115629659|XP_030382032.1|SLEB
OG0003327	LOC119078462|XP_037041898.1|BCOP	LOC115627824|XP_030379518.1|SLEB
OG0003328	LOC119082073|XP_037047308.1|BCOP	LOC115626814|XP_030378150.1|SLEB
OG0003329	LOC119071648|XP_037032505.1|BCOP	LOC115621709|XP_030371277.1|SLEB
OG0003330	LOC119079964|XP_037043973.1|BCOP	LOC115632309|XP_030385270.1|SLEB
OG0003331	LOC119068842|XP_037028544.1|BCOP	LOC115627405|XP_030378919.1|SLEB
OG0003332	LOC119068860|XP_037028591.1|BCOP	LOC115627774|XP_030379439.1|SLEB
OG0003333	LOC119070051|XP_037030236.1|BCOP	LOC115620738|XP_030369984.1|SLEB
OG0003334	LOC119069339|XP_037029305.1|BCOP	LOC115625325|XP_030376208.1|SLEB
OG0003335	LOC119066862|XP_037025429.1|BCOP	LOC115620960|XP_030370341.1|SLEB
OG0003336	LOC119068958|XP_037028721.1|BCOP	LOC115620898|XP_030370247.1|SLEB
OG0003337	LOC119076502|XP_037039178.1|BCOP	LOC115620813|XP_030370099.1|SLEB
OG0003338	LOC119082518|XP_037047930.1|BCOP	LOC115620284|XP_030369318.1|SLEB
OG0003339	LOC119080508|XP_037044811.1|BCOP	LOC115621849|XP_030371521.1|SLEB
OG0003340	LOC119080736|XP_037045177.1|BCOP	LOC115621275|XP_030370737.1|SLEB
OG0003341	LOC119081436|XP_037046265.1|BCOP	LOC115628666|XP_030380696.1|SLEB
OG0003342	LOC119081409|XP_037046202.1|BCOP	LOC115626701|XP_030377991.1|SLEB
OG0003343	LOC119068374|XP_037027838.1|BCOP	LOC115627181|XP_030378642.1|SLEB
OG0003344	LOC119073967|XP_037035766.1|BCOP	LOC115625702|XP_030376703.1|SLEB
OG0003345	LOC119081715|XP_037046732.1|BCOP	LOC115630194|XP_030382621.1|SLEB
OG0003346	LOC119068583|XP_037028123.1|BCOP	LOC115621655|XP_030371219.1|SLEB
OG0003347	LOC119074757|XP_037036918.1|BCOP	LOC115620603|XP_030369775.1|SLEB
OG0003348	LOC119082125|XP_037047404.1|BCOP	LOC115622019|XP_030371735.1|SLEB
OG0003349	LOC119067531|XP_037026480.1|BCOP	LOC115627119|XP_030378546.1|SLEB
OG0003350	LOC119067958|XP_037027176.1|BCOP	LOC115620672|XP_030369893.1|SLEB
OG0003351	LOC119070343|XP_037030527.1|BCOP	LOC115628812|XP_030380897.1|SLEB
OG0003352	LOC119067736|XP_037026748.1|BCOP	LOC115620579|XP_030369739.1|SLEB
OG0003353	LOC119067754|XP_037026777.1|BCOP	LOC115621727|XP_030371300.1|SLEB
OG0003354	LOC119069326|XP_037029279.1|BCOP	LOC115620515|XP_030369640.1|SLEB
OG0003355	LOC119067016|XP_037025636.1|BCOP	LOC115629577|XP_030381929.1|SLEB
OG0003356	LOC119068312|XP_037027751.1|BCOP	LOC115629717|XP_030382098.1|SLEB
OG0003357	LOC119068373|XP_037027837.1|BCOP	LOC115629734|XP_030382128.1|SLEB
OG0003358	LOC119070857|XP_037031265.1|BCOP	LOC115630448|XP_030382870.1|SLEB
OG0003359	LOC119066988|XP_037025609.1|BCOP	LOC115627192|XP_030378655.1|SLEB
OG0003360	LOC119069621|XP_037029608.1|BCOP	LOC115627005|XP_030378381.1|SLEB
OG0003361	LOC119072743|XP_037033918.1|BCOP	LOC115622465|XP_030372271.1|SLEB
OG0003362	LOC119068692|XP_037028273.1|BCOP	LOC115620766|XP_030370028.1|SLEB
OG0003363	LOC119068291|XP_037027724.1|BCOP	LOC115621112|XP_030370515.1|SLEB
OG0003364	LOC119067019|XP_037025642.1|BCOP	LOC115620880|XP_030370217.1|SLEB
OG0003365	LOC119069495|XP_037029460.1|BCOP	LOC115623454|XP_030373670.1|SLEB
OG0003366	LOC119084642|XP_037050608.1|BCOP	LOC115625401|XP_030376303.1|SLEB
OG0003367	LOC119067117|XP_037025786.1|BCOP	LOC115621029|XP_030370414.1|SLEB
OG0003368	LOC119070278|XP_037030436.1|BCOP	LOC115631546|XP_030384181.1|SLEB
OG0003369	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP	LOC115623382|XP_030373539.1|SLEB
OG0003370	LOC119067850|XP_037026982.1|BCOP	LOC115620439|XP_030369526.1|SLEB
OG0003371	LOC119085582|XP_037051895.1|BCOP	LOC115627114|XP_030378540.1|SLEB
OG0003372	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP	LOC115629690|XP_030382070.1|SLEB
OG0003373	LOC119080965|XP_037045500.1|BCOP	LOC115625327|XP_030376211.1|SLEB
OG0003374	LOC119067288|XP_037026067.1|BCOP	LOC115629925|XP_030382390.1|SLEB
OG0003375	LOC119068220|XP_037027611.1|BCOP	LOC115625077|XP_030375826.1|SLEB
OG0003376	LOC119067108|XP_037025768.1|BCOP	LOC115621069|XP_030370456.1|SLEB
OG0003377	LOC119067073|XP_037025700.1|BCOP	LOC115622007|XP_030371722.1|SLEB
OG0003378	LOC119074460|XP_037036496.1|BCOP	LOC115621316|XP_030370793.1|SLEB
OG0003379	LOC119066345|XP_037024653.1|BCOP	LOC115621666|XP_030371235.1|SLEB
OG0003380	LOC119068135|XP_037027492.1|BCOP	LOC115621923|XP_030371627.1|SLEB
OG0003381	LOC119084986|XP_037051050.1|BCOP	LOC115621181|XP_030370614.1|SLEB
OG0003382	LOC119085043|XP_037051152.1|BCOP	LOC115621179|XP_030370603.1|SLEB
OG0003383	LOC119069275|XP_037029229.1|BCOP	LOC115620301|XP_030369344.1|SLEB
OG0003384	LOC119076142|XP_037038712.1|BCOP	LOC115631318|XP_030383893.1|SLEB
OG0003385	LOC119068238|XP_037027658.1|BCOP	LOC115620567|XP_030369717.1|SLEB
OG0003386	LOC119067955|XP_037027174.1|BCOP	LOC115625498|XP_030376418.1|SLEB
OG0003387	LOC119067949|XP_037027163.1|BCOP	LOC115620700|XP_030369931.1|SLEB
OG0003388	LOC119068051|XP_037027316.1|BCOP	LOC115626723|XP_030378027.1|SLEB
OG0003389	LOC119067902|XP_037027084.1|BCOP	LOC115633877|XP_030387238.1|SLEB
OG0003390	LOC119071310|XP_037032084.1|BCOP	LOC115621199|XP_030370638.1|SLEB
OG0003391	LOC119068714|XP_037028298.1|BCOP	LOC115620269|XP_030369290.1|SLEB
OG0003392	LOC119068485|XP_037027990.1|BCOP	LOC115620779|XP_030370048.1|SLEB
OG0003393	LOC119069114|XP_037028902.1|BCOP	LOC115620634|XP_030369825.1|SLEB
OG0003394	LOC119069111|XP_037028898.1|BCOP	LOC115624106|XP_030374558.1|SLEB
OG0003395	LOC119069108|XP_037028894.1|BCOP	LOC115624261|XP_030374745.1|SLEB
OG0003396	LOC119069094|XP_037028880.1|BCOP	LOC115621948|XP_030371655.1|SLEB
OG0003397	LOC119068657|XP_037028229.1|BCOP	LOC115620295|XP_030369337.1|SLEB
OG0003398	LOC119071075|XP_037031608.1|BCOP	LOC115625312|XP_030376190.1|SLEB
OG0003399	LOC119067781|XP_037026814.1|BCOP	LOC115628656|XP_030380685.1|SLEB
OG0003400	LOC119070122|XP_037030331.1|BCOP	LOC115629975|XP_030382457.1|SLEB
OG0003401	LOC119069955|XP_037030079.1|BCOP	LOC115621929|XP_030371633.1|SLEB
OG0003402	LOC119069975|XP_037030113.1|BCOP	LOC115620353|XP_030369417.1|SLEB
OG0003403	LOC119067717|XP_037026729.1|BCOP	LOC115619983|XP_030368884.1|SLEB
OG0003404	LOC119067251|XP_037026022.1|BCOP	LOC115620745|XP_030369998.1|SLEB
OG0003405	LOC119085716|XP_037052060.1|BCOP	LOC115630686|XP_030383197.1|SLEB
OG0003406	LOC119067976|XP_037027217.1|BCOP	LOC115620257|XP_030369267.1|SLEB
OG0003407	LOC119067980|XP_037027222.1|BCOP	LOC115621295|XP_030370762.1|SLEB
OG0003408	LOC119085715|XP_037052059.1|BCOP	LOC115621585|XP_030371136.1|SLEB
OG0003409	LOC119069423|XP_037029368.1|BCOP	LOC115620560|XP_030369708.1|SLEB
OG0003410	LOC119069980|XP_037030117.1|BCOP	LOC115620227|XP_030369227.1|SLEB
OG0003411	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP	LOC115625358|XP_030376253.1|SLEB
OG0003412	LOC119072869|XP_037034069.1|BCOP	LOC115620843|XP_030370142.1|SLEB
OG0003413	LOC119068535|XP_037028043.1|BCOP	LOC115621035|XP_030370417.1|SLEB
OG0003414	LOC119067166|XP_037025864.1|BCOP	LOC115633044|XP_030386248.1|SLEB
OG0003415	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP	LOC115627220|XP_030378702.1|SLEB
OG0003416	LOC119079886|XP_037043867.1|BCOP	LOC115627240|XP_030378723.1|SLEB
OG0003417	LOC119069314|XP_037029260.1|BCOP	LOC115620590|XP_030369760.1|SLEB
OG0003418	LOC119072327|XP_037033414.1|BCOP	LOC115621837|XP_030371508.1|SLEB
OG0003419	LOC119067325|XP_037026126.1|BCOP	LOC115623662|XP_030373980.1|SLEB
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC115623658|XP_030373975.1|SLEB
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC115621103|XP_030370501.1|SLEB
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC115620185|XP_030369176.1|SLEB
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC115631778|XP_030384476.1|SLEB
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC115625283|XP_030376153.1|SLEB
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC115621183|XP_030370617.1|SLEB
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC115621924|XP_030371628.1|SLEB
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC115622751|XP_030372664.1|SLEB
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC115626196|XP_030377340.1|SLEB
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC115627813|XP_030379504.1|SLEB
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC115624193|XP_030374650.1|SLEB
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC115620649|XP_030369856.1|SLEB
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC115621824|XP_030371478.1|SLEB
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC115628835|XP_030380934.1|SLEB
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC115625307|XP_030376185.1|SLEB
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC115621811|XP_030371457.1|SLEB
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC115621808|XP_030371452.1|SLEB
OG0003438	LOC119082649|XP_037048127.1|BCOP	LOC115621810|XP_030371456.1|SLEB
OG0003439	LOC119082643|XP_037048115.1|BCOP	LOC115620929|XP_030370296.1|SLEB
OG0003440	LOC119069202|XP_037029058.1|BCOP	LOC115620510|XP_030369629.1|SLEB
OG0003441	LOC119079548|XP_037043431.1|BCOP	LOC115626446|XP_030377681.1|SLEB
OG0003442	LOC119076448|XP_037039110.1|BCOP	LOC115620339|XP_030369398.1|SLEB
OG0003443	LOC119069398|XP_037029340.1|BCOP	LOC115622755|XP_030372670.1|SLEB
OG0003444	LOC119074977|XP_037037274.1|BCOP	LOC115624931|XP_030375641.1|SLEB
OG0003446	LOC119085575|XP_037051893.1|BCOP	LOC115629273|XP_030381558.1|SLEB
OG0003447	LOC119081057|XP_037045667.1|BCOP	LOC115627986|XP_030379742.1|SLEB
OG0003448	LOC119077113|XP_037040176.1|BCOP	LOC115620699|XP_030369930.1|SLEB
OG0003449	LOC119068121|XP_037027471.1|BCOP	LOC115620891|XP_030370234.1|SLEB
OG0003450	LOC119077408|XP_037040514.1|BCOP	LOC115620373|XP_030369438.1|SLEB
OG0003451	LOC119067973|XP_037027213.1|BCOP	LOC115624010|XP_030374443.1|SLEB
OG0003452	LOC119067972|XP_037027211.1|BCOP	LOC115623481|XP_030373710.1|SLEB
OG0003453	LOC119067114|XP_037025783.1|BCOP	LOC115632523|XP_030385579.1|SLEB
OG0003454	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP	LOC115629052|XP_030381219.1|SLEB
OG0003455	LOC119068035|XP_037027293.1|BCOP	LOC115625176|XP_030375999.1|SLEB
OG0003456	LOC119083563|XP_037049182.1|BCOP	LOC115630440|XP_030382863.1|SLEB
OG0003457	LOC119067593|XP_037026586.1|BCOP	LOC115624039|XP_030374477.1|SLEB
OG0003458	LOC119068041|XP_037027301.1|BCOP	LOC115625367|XP_030376264.1|SLEB
OG0003459	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP	LOC115625199|XP_030376026.1|SLEB
OG0003460	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP	LOC115620951|XP_030370326.1|SLEB
OG0003461	LOC119069192|XP_037029033.1|BCOP	LOC115621868|XP_030371548.1|SLEB
OG0003462	LOC119081260|XP_037045896.1|BCOP	LOC115622685|XP_030372570.1|SLEB
OG0003463	LOC119069974|XP_037030112.1|BCOP	LOC115629447|XP_030381768.1|SLEB
OG0003464	LOC119069476|XP_037029424.1|BCOP	LOC115620391|XP_030369458.1|SLEB
OG0003465	LOC119068064|XP_037027360.1|BCOP	LOC115621170|XP_030370593.1|SLEB
OG0003466	LOC119067823|XP_037026882.1|BCOP	LOC115620306|XP_030369350.1|SLEB
OG0003467	LOC119069558|XP_037029534.1|BCOP	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB
OG0003468	LOC119069557|XP_037029533.1|BCOP	LOC115620962|XP_030370343.1|SLEB
OG0003469	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP	LOC115620628|XP_030369818.1|SLEB
OG0003470	LOC119068044|XP_037027305.1|BCOP	LOC115621749|XP_030371344.1|SLEB
OG0003471	LOC119071503|XP_037032256.1|BCOP	LOC115631884|XP_030384593.1|SLEB
OG0003472	LOC119084606|XP_037050563.1|BCOP	LOC115625705|XP_030376706.1|SLEB
OG0003473	LOC119067458|XP_037026335.1|BCOP	LOC115630693|XP_030383204.1|SLEB
OG0003474	LOC119067967|XP_037027194.1|BCOP	LOC115620487|XP_030369580.1|SLEB
OG0003475	LOC119085343|XP_037051621.1|BCOP	LOC115622031|XP_030371758.1|SLEB
OG0003476	LOC119083864|XP_037049563.1|BCOP	LOC115627748|XP_030379386.1|SLEB
OG0003477	LOC119070537|XP_037030805.1|BCOP	LOC115625092|XP_030375851.1|SLEB
OG0003478	LOC119069825|XP_037029882.1|BCOP	LOC115621045|XP_030370427.1|SLEB
OG0003479	LOC119066442|XP_037024832.1|BCOP	LOC115625285|XP_030376155.1|SLEB
OG0003480	LOC119068809|XP_037028477.1|BCOP	LOC115622005|XP_030371719.1|SLEB
OG0003481	LOC119068810|XP_037028478.1|BCOP	LOC115622004|XP_030371718.1|SLEB
OG0003482	LOC119068811|XP_037028479.1|BCOP	LOC115622000|XP_030371715.1|SLEB
OG0003483	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP	LOC115621968|XP_030371675.1|SLEB
OG0003484	LOC119067366|XP_037026176.1|BCOP	LOC115620910|XP_030370262.1|SLEB
OG0003485	LOC119070448|XP_037030694.1|BCOP	LOC115621723|XP_030371296.1|SLEB
OG0003486	LOC119070445|XP_037030691.1|BCOP	LOC115620996|XP_030370376.1|SLEB
OG0003487	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP	LOC115621241|XP_030370693.1|SLEB
OG0003488	LOC119069939|XP_037030058.1|BCOP	LOC115620659|XP_030369870.1|SLEB
OG0003489	LOC119067860|XP_037026996.1|BCOP	LOC115625173|XP_030375993.1|SLEB
OG0003490	LOC119067862|XP_037027009.1|BCOP	LOC115620805|XP_030370089.1|SLEB
OG0003491	LOC119069686|XP_037029704.1|BCOP	LOC115620324|XP_030369378.1|SLEB
OG0003492	LOC119068193|XP_037027586.1|BCOP	LOC115621205|XP_030370646.1|SLEB
OG0003493	LOC119070308|XP_037030470.1|BCOP	LOC115620873|XP_030370209.1|SLEB
OG0003494	LOC119070547|XP_037030836.1|BCOP	LOC115625078|XP_030375828.1|SLEB
OG0003495	LOC119069212|XP_037029082.1|BCOP	LOC115630447|XP_030382869.1|SLEB
OG0003496	LOC119080616|XP_037044913.1|BCOP	LOC115621455|XP_030370971.1|SLEB
OG0003497	LOC119083966|XP_037049668.1|BCOP	LOC115620803|XP_030370087.1|SLEB
OG0003498	LOC119084005|XP_037049715.1|BCOP	LOC115628108|XP_030379948.1|SLEB
OG0003499	LOC119070080|XP_037030282.1|BCOP	LOC115625356|XP_030376250.1|SLEB
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC115626229|XP_030377389.1|SLEB
OG0003501	LOC119067349|XP_037026155.1|BCOP	LOC115621070|XP_030370457.1|SLEB
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC115620319|XP_030369373.1|SLEB
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC115620498|XP_030369610.1|SLEB
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC115621579|XP_030371129.1|SLEB
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC115622048|XP_030371780.1|SLEB
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC115625580|XP_030376542.1|SLEB
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC115621718|XP_030371292.1|SLEB
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC115623261|XP_030373390.1|SLEB
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC115620360|XP_030369424.1|SLEB
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC115620200|XP_030369193.1|SLEB
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC115620464|XP_030369555.1|SLEB
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC115621249|XP_030370702.1|SLEB
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB
OG0003514	LOC119070512|XP_037030769.1|BCOP	LOC115629546|XP_030381887.1|SLEB
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC115627947|XP_030379704.1|SLEB
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC115620392|XP_030369460.1|SLEB
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC115629446|XP_030381764.1|SLEB
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC115623890|XP_030374303.1|SLEB
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC115632570|XP_030385650.1|SLEB
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC115632547|XP_030385622.1|SLEB
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC115628053|XP_030379873.1|SLEB
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC115630573|XP_030383050.1|SLEB
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC115624031|XP_030374468.1|SLEB
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC115620878|XP_030370257.1|SLEB
OG0003526	LOC119081505|XP_037046408.1|BCOP	LOC115632086|XP_030384910.1|SLEB
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC115619963|XP_030368856.1|SLEB
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC115631419|XP_030384004.1|SLEB
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC115628330|XP_030380250.1|SLEB
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC115622798|XP_030372723.1|SLEB
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC115622159|XP_030371887.1|SLEB
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC115632453|XP_030385465.1|SLEB
OG0003534	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP	LOC115622366|XP_030372143.1|SLEB
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC115622651|XP_030372520.1|SLEB
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC115633852|XP_030387203.1|SLEB
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC115633898|XP_030387262.1|SLEB
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC115619986|XP_030368899.1|SLEB
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC115622505|XP_030372318.1|SLEB
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC115632306|XP_030385268.1|SLEB
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC115620504|XP_030369619.1|SLEB
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC115634561|XP_030388243.1|SLEB
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC115627890|XP_030379637.1|SLEB
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC115633148|XP_030386418.1|SLEB
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC115622701|XP_030372589.1|SLEB
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC115622747|XP_030372661.1|SLEB
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC115622989|XP_030373013.1|SLEB
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC115634308|XP_030387824.1|SLEB
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC115620909|XP_030370265.1|SLEB
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC115629899|XP_030382362.1|SLEB
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC115625217|XP_030376060.1|SLEB
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC115619946|XP_030368834.1|SLEB
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC115634593|XP_030388286.1|SLEB
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC115632658|XP_030385749.1|SLEB, LOC115632522|XP_030385578.1|SLEB
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC115632387|XP_030385376.1|SLEB
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC115628279|XP_030380168.1|SLEB
