Orthogroup	BCOP.longest_only	DHYD.longest_only
OG0003420	LOC119066683|XP_037025171.1|BCOP	LOC111602670|XP_023175631.2|DHYD
OG0003421	LOC119067517|XP_037026429.1|BCOP	LOC111601450|XP_023173795.2|DHYD
OG0003422	LOC119067547|XP_037026507.1|BCOP	LOC111601405|XP_023173731.2|DHYD
OG0003423	LOC119079671|XP_037043618.1|BCOP	LOC111603106|XP_023176344.2|DHYD
OG0003425	LOC119066440|XP_037024830.1|BCOP	LOC111598222|XP_023169150.1|DHYD
OG0003426	LOC119070406|XP_037030626.1|BCOP	LOC111602613|XP_023175541.2|DHYD
OG0003427	LOC119085288|XP_037051544.1|BCOP	LOC111598085|XP_023168901.2|DHYD
OG0003428	LOC119072812|XP_037034001.1|BCOP	LOC111597237|XP_023167597.2|DHYD
OG0003429	LOC119066893|XP_037025476.1|BCOP	LOC111593791|XP_023162578.2|DHYD
OG0003430	LOC119083559|XP_037049173.1|BCOP	LOC111595888|XP_023165585.2|DHYD
OG0003431	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP	LOC111604967|XP_023179014.2|DHYD
OG0003432	LOC119068918|XP_037028675.1|BCOP	LOC111597172|XP_023167500.1|DHYD
OG0003433	LOC119067890|XP_037027067.1|BCOP	LOC111592698|XP_023160844.1|DHYD
OG0003434	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP	LOC111598289|XP_023169240.1|DHYD
OG0003435	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP	LOC111594565|XP_023163690.2|DHYD
OG0003436	LOC119082822|XP_037048372.1|BCOP	LOC111594635|XP_023163798.1|DHYD
OG0003437	LOC119069483|XP_037029445.1|BCOP	LOC111594448|XP_023163507.1|DHYD
OG0003438	LOC119082649|XP_037048127.1|BCOP	LOC111594634|XP_023163797.1|DHYD
OG0003439	LOC119082643|XP_037048115.1|BCOP	LOC111598904|XP_023170140.1|DHYD
OG0003440	LOC119069202|XP_037029058.1|BCOP	LOC111601522|XP_023173895.2|DHYD
OG0003441	LOC119079548|XP_037043431.1|BCOP	LOC111594102|XP_023163024.1|DHYD
OG0003442	LOC119076448|XP_037039110.1|BCOP	LOC111594805|XP_023164036.1|DHYD
OG0003443	LOC119069398|XP_037029340.1|BCOP	LOC111604783|XP_023178763.1|DHYD
OG0003444	LOC119074977|XP_037037274.1|BCOP	LOC111605622|XP_023180042.2|DHYD
OG0003446	LOC119085575|XP_037051893.1|BCOP	LOC111599652|XP_030079583.1|DHYD, LOC111598389|XP_030079598.1|DHYD
OG0003447	LOC119081057|XP_037045667.1|BCOP	LOC111597933|XP_030081706.1|DHYD
OG0003448	LOC119077113|XP_037040176.1|BCOP	LOC111602652|XP_023175593.1|DHYD
OG0003449	LOC119068121|XP_037027471.1|BCOP	LOC111602403|XP_023175199.2|DHYD
OG0003450	LOC119077408|XP_037040514.1|BCOP	LOC111595926|XP_023165650.2|DHYD
OG0003451	LOC119067973|XP_037027213.1|BCOP	LOC111598522|XP_023169573.2|DHYD
OG0003452	LOC119067972|XP_037027211.1|BCOP	LOC111598508|XP_023169547.2|DHYD
OG0003453	LOC119067114|XP_037025783.1|BCOP	LOC111605652|XP_023180082.1|DHYD
OG0003454	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP	LOC111602230|XP_023174979.2|DHYD
OG0003455	LOC119068035|XP_037027293.1|BCOP	LOC111601751|XP_023174258.2|DHYD
OG0003456	LOC119083563|XP_037049182.1|BCOP	LOC111592518|XP_023160537.2|DHYD
OG0003457	LOC119067593|XP_037026586.1|BCOP	LOC111604893|XP_023178900.1|DHYD
OG0003458	LOC119068041|XP_037027301.1|BCOP	LOC111598574|XP_023169644.1|DHYD
OG0003459	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP	LOC111604643|XP_023178557.1|DHYD
OG0003460	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP	LOC111596598|XP_030080611.1|DHYD
OG0003461	LOC119069192|XP_037029033.1|BCOP	LOC111594422|XP_023163477.2|DHYD
OG0003462	LOC119081260|XP_037045896.1|BCOP	LOC111593088|XP_023161451.1|DHYD
OG0003463	LOC119069974|XP_037030112.1|BCOP	LOC111602650|XP_023175589.1|DHYD
OG0003464	LOC119069476|XP_037029424.1|BCOP	LOC111601444|XP_023173788.2|DHYD
OG0003465	LOC119068064|XP_037027360.1|BCOP	LOC111602410|XP_023175210.2|DHYD
OG0003466	LOC119067823|XP_037026882.1|BCOP	LOC111594829|XP_023164061.1|DHYD
OG0003467	LOC119069558|XP_037029534.1|BCOP	LOC111601500|XP_023173861.2|DHYD
OG0003468	LOC119069557|XP_037029533.1|BCOP	LOC111601514|XP_023173886.1|DHYD
OG0003469	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP	LOC111596416|XP_023166396.1|DHYD
OG0003470	LOC119068044|XP_037027305.1|BCOP	LOC111593262|XP_023161697.2|DHYD
OG0003471	LOC119071503|XP_037032256.1|BCOP	LOC111595790|XP_023165443.2|DHYD
OG0003472	LOC119084606|XP_037050563.1|BCOP	LOC111603876|XP_023177455.1|DHYD
OG0003473	LOC119067458|XP_037026335.1|BCOP	LOC111601608|XP_023174045.1|DHYD
OG0003474	LOC119067967|XP_037027194.1|BCOP	LOC111601546|XP_023173951.2|DHYD
OG0003475	LOC119085343|XP_037051621.1|BCOP	LOC111600666|XP_023172670.1|DHYD
OG0003476	LOC119083864|XP_037049563.1|BCOP	LOC111597743|XP_023168363.2|DHYD
OG0003477	LOC119070537|XP_037030805.1|BCOP	LOC111605588|XP_023179960.1|DHYD
OG0003478	LOC119069825|XP_037029882.1|BCOP	LOC111604274|XP_023178040.1|DHYD
OG0003479	LOC119066442|XP_037024832.1|BCOP	LOC111595709|XP_023165322.1|DHYD
OG0003480	LOC119068809|XP_037028477.1|BCOP	LOC111594600|XP_023163732.1|DHYD
OG0003481	LOC119068810|XP_037028478.1|BCOP	LOC111594435|XP_023163491.1|DHYD
OG0003482	LOC119068811|XP_037028479.1|BCOP	LOC111594534|XP_023163640.2|DHYD
OG0003483	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP	LOC111594584|XP_023163710.1|DHYD
OG0003484	LOC119067366|XP_037026176.1|BCOP	LOC111605466|XP_023179753.1|DHYD
OG0003485	LOC119070448|XP_037030694.1|BCOP	LOC111603286|XP_023176567.2|DHYD
OG0003486	LOC119070445|XP_037030691.1|BCOP	LOC111603235|XP_023176507.2|DHYD
OG0003487	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP	LOC111594452|XP_023163513.1|DHYD
OG0003488	LOC119069939|XP_037030058.1|BCOP	LOC111603511|XP_023176895.2|DHYD
OG0003489	LOC119067860|XP_037026996.1|BCOP	LOC111595692|XP_023165302.2|DHYD
OG0003490	LOC119067862|XP_037027009.1|BCOP	LOC111601755|XP_023174262.1|DHYD
OG0003491	LOC119069686|XP_037029704.1|BCOP	LOC111599544|XP_023170971.2|DHYD
OG0003492	LOC119068193|XP_037027586.1|BCOP	LOC111595891|XP_023165598.1|DHYD
OG0003493	LOC119070308|XP_037030470.1|BCOP	LOC111598215|XP_023169137.2|DHYD
OG0003494	LOC119070547|XP_037030836.1|BCOP	LOC111605494|XP_023179810.1|DHYD
OG0003495	LOC119069212|XP_037029082.1|BCOP	LOC111594937|XP_023164197.1|DHYD
OG0003496	LOC119080616|XP_037044913.1|BCOP	LOC111599854|XP_023171444.1|DHYD
OG0003497	LOC119083966|XP_037049668.1|BCOP	LOC111600696|XP_023172718.1|DHYD
OG0003498	LOC119084005|XP_037049715.1|BCOP	LOC111598534|XP_023169590.2|DHYD
OG0003499	LOC119070080|XP_037030282.1|BCOP	LOC111593673|XP_030081557.1|DHYD
OG0003500	LOC119070049|XP_037030235.1|BCOP	LOC111592621|XP_023160724.1|DHYD
OG0003501	LOC119067349|XP_037026155.1|BCOP	LOC111605512|XP_023179837.1|DHYD
OG0003502	LOC119069072|XP_037028845.1|BCOP	LOC111605439|XP_023179722.2|DHYD
OG0003503	LOC119067577|XP_037026559.1|BCOP	LOC111596152|XP_023166009.2|DHYD
OG0003504	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP	LOC111594975|XP_023164242.2|DHYD
OG0003505	LOC119068791|XP_037028447.1|BCOP	LOC111594604|XP_030080749.1|DHYD
OG0003506	LOC119074762|XP_037036927.1|BCOP	LOC111595565|XP_023165133.1|DHYD
OG0003507	LOC119084138|XP_037049884.1|BCOP	LOC111598321|XP_023169286.2|DHYD
OG0003508	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP	LOC111603049|XP_030079703.1|DHYD
OG0003509	LOC119069251|XP_037029200.1|BCOP	LOC111600033|XP_023171721.1|DHYD
OG0003510	LOC119069891|XP_037029979.1|BCOP	LOC111602931|XP_030080830.1|DHYD
OG0003511	LOC119069889|XP_037029960.1|BCOP	LOC111602637|XP_023175570.2|DHYD
OG0003512	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP	LOC111601399|XP_023173710.1|DHYD
OG0003513	LOC119069007|XP_037028777.1|BCOP	LOC111596595|XP_023166641.2|DHYD
OG0003514	LOC119070512|XP_037030769.1|BCOP	LOC111601332|XP_023173630.2|DHYD
OG0003515	LOC119078316|XP_037041716.1|BCOP	LOC111595436|XP_023164928.1|DHYD
OG0003516	LOC119069121|XP_037028913.1|BCOP	LOC111605520|XP_023179846.2|DHYD
OG0003517	LOC119085747|XP_037052122.1|BCOP	LOC111595201|XP_023164571.1|DHYD
OG0003518	LOC119085769|XP_037052154.1|BCOP	LOC111600806|XP_023172868.2|DHYD
OG0003519	LOC119084841|XP_037050833.1|BCOP	LOC111595641|XP_023165222.2|DHYD
OG0003520	LOC119084831|XP_037050809.1|BCOP	LOC111598883|XP_030079131.1|DHYD
OG0003521	LOC119084866|XP_037050896.1|BCOP	LOC111595667|XP_023165259.1|DHYD
OG0003522	LOC119080974|XP_037045516.1|BCOP	LOC111597519|XP_023168060.1|DHYD
OG0003523	LOC119070577|XP_037030879.1|BCOP	LOC111594936|XP_023164195.2|DHYD
OG0003524	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP	LOC111602419|XP_023175221.2|DHYD
OG0003525	LOC119081773|XP_037046869.1|BCOP	LOC111605287|XP_023179500.2|DHYD
OG0003526	LOC119081505|XP_037046408.1|BCOP	LOC111598598|XP_023169682.1|DHYD
OG0003527	LOC119081769|XP_037046859.1|BCOP	LOC111604155|XP_030081300.1|DHYD
OG0003529	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP	LOC111603997|XP_023177614.2|DHYD
OG0003530	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP	LOC115483480|XP_030081490.1|DHYD, LOC111593217|XP_023161636.2|DHYD
OG0003531	LOC119077621|XP_037040735.1|BCOP	LOC111597598|XP_023168167.2|DHYD
OG0003532	LOC119083650|XP_037049320.1|BCOP	LOC111601728|XP_023174219.1|DHYD
OG0003533	LOC119081289|XP_037045946.1|BCOP	LOC111592735|XP_023160895.1|DHYD
OG0003534	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP	LOC111598710|XP_030081449.1|DHYD
OG0003535	LOC119080677|XP_037045005.1|BCOP	LOC111599764|XP_030079989.1|DHYD
OG0003536	LOC119081360|XP_037046105.1|BCOP	LOC111597694|XP_023168297.1|DHYD
OG0003537	LOC119073710|XP_037035230.1|BCOP	LOC111593578|XP_023162211.2|DHYD
OG0003538	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP	LOC111593928|XP_023162773.2|DHYD
OG0003539	LOC119081775|XP_037046874.1|BCOP	LOC111593934|XP_023162781.1|DHYD
OG0003540	LOC119075872|XP_037038329.1|BCOP	LOC111601462|XP_023173812.2|DHYD
OG0003541	LOC119081802|XP_037046916.1|BCOP	LOC111596493|XP_023166522.1|DHYD
OG0003542	LOC119081795|XP_037046902.1|BCOP	LOC115483391|XP_030081026.1|DHYD, LOC111600781|XP_023172833.1|DHYD
OG0003543	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP	LOC111601934|XP_023174554.1|DHYD
OG0003544	LOC119081282|XP_037045938.1|BCOP	LOC111595643|XP_023165236.1|DHYD
OG0003545	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP	LOC111597468|XP_023167984.1|DHYD
OG0003546	LOC119071182|XP_037031847.1|BCOP	LOC111591870|XP_023159521.2|DHYD
OG0003547	LOC119074098|XP_037035954.1|BCOP	LOC111603831|XP_023177361.2|DHYD
OG0003548	LOC119074082|XP_037035930.1|BCOP	LOC111599929|XP_023171544.2|DHYD
OG0003549	LOC119074100|XP_037035959.1|BCOP	LOC111599946|XP_023171566.1|DHYD
OG0003550	LOC119073888|XP_037035670.1|BCOP	LOC115483465|XP_030081408.1|DHYD, LOC111593730|XP_023162483.1|DHYD
OG0003551	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP	LOC111605354|XP_023179599.2|DHYD
OG0003552	LOC119084965|XP_037051014.1|BCOP	LOC111599930|XP_023171547.1|DHYD
OG0003553	LOC119079330|XP_037043022.1|BCOP	LOC111600680|XP_023172698.2|DHYD
OG0003554	LOC119080510|XP_037044814.1|BCOP	LOC111592436|XP_023160387.2|DHYD
OG0003555	LOC119080375|XP_037044572.1|BCOP	LOC111598464|XP_023169487.2|DHYD
OG0003556	LOC119080330|XP_037044521.1|BCOP	LOC111592958|XP_023161215.1|DHYD
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC111592953|XP_023161209.1|DHYD
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC111599509|XP_023170941.2|DHYD
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC111598752|XP_030081500.1|DHYD
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC111595650|XP_023165242.2|DHYD
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC111602118|XP_023174835.2|DHYD
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC111603425|XP_023176781.1|DHYD
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC111592686|XP_023160820.2|DHYD
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC111602917|XP_023176030.2|DHYD
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC111604492|XP_023178351.1|DHYD
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC111602612|XP_023175539.1|DHYD
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC111594031|XP_023162912.2|DHYD
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC111604617|XP_023178501.2|DHYD
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC111599279|XP_023170645.1|DHYD
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC111594024|XP_030081316.1|DHYD
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC111599489|XP_023170927.2|DHYD
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC111603303|XP_030080915.1|DHYD
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC111592227|XP_023160076.2|DHYD
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC111601652|XP_023174101.2|DHYD
OG0003575	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP	LOC111600477|XP_023172355.1|DHYD
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC111602932|XP_023176049.1|DHYD
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC111594833|XP_023164066.1|DHYD
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC111592822|XP_023161014.1|DHYD
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC111600713|XP_023172738.2|DHYD
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC111597924|XP_023168644.2|DHYD
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC111595281|XP_030079510.1|DHYD
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC111593938|XP_023162788.2|DHYD
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC111599277|XP_023170643.1|DHYD
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC111599676|XP_023171149.2|DHYD
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC111599461|XP_023170899.2|DHYD
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC111598083|XP_023168898.2|DHYD
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC111594035|XP_023162916.2|DHYD
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC111603051|XP_023176273.1|DHYD
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC111603715|XP_023177188.2|DHYD
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC111595048|XP_023164344.2|DHYD
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC111603048|XP_023176269.2|DHYD
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC111601047|XP_023173230.2|DHYD
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC111600881|XP_023172982.1|DHYD
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC111597644|XP_023168218.1|DHYD
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC111597636|XP_023168209.2|DHYD
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC111591916|XP_023159606.1|DHYD
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC111599716|XP_023171222.1|DHYD
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC111605192|XP_030081513.1|DHYD
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC111597734|XP_023168350.2|DHYD
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC111599904|XP_023171494.2|DHYD
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC111601568|XP_023173982.2|DHYD
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC111602778|XP_023175817.1|DHYD
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC111597097|XP_023167407.2|DHYD
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC111605360|XP_023179607.2|DHYD
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC111598735|XP_023169896.1|DHYD
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC111599940|XP_023171557.1|DHYD
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC111599255|XP_023170622.1|DHYD
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC111597777|XP_023168405.1|DHYD
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC111602102|XP_023174807.2|DHYD
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC111604109|XP_023177782.2|DHYD
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC111604110|XP_023177784.2|DHYD
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC111603834|XP_023177367.2|DHYD
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC111593923|XP_023162765.1|DHYD
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC111593193|XP_023161585.1|DHYD
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC111593187|XP_023161570.1|DHYD
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC111593274|XP_023161716.2|DHYD
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC111592961|XP_023161219.2|DHYD
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC111592952|XP_030079455.1|DHYD
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC111599692|XP_023171169.1|DHYD
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC111593849|XP_023162663.1|DHYD
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC111593868|XP_023162697.1|DHYD
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC111597700|XP_023168306.1|DHYD
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC111604210|XP_023177945.2|DHYD
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC111604616|XP_023178499.2|DHYD
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC111595324|XP_023164749.1|DHYD
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC111600055|XP_023171750.2|DHYD
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC111605066|XP_023179165.2|DHYD
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC111601727|XP_023174218.2|DHYD
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC111593173|XP_023161547.1|DHYD
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC111605165|XP_023179321.1|DHYD
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC111603711|XP_023177179.1|DHYD
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC111593972|XP_023162830.1|DHYD
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC111605368|XP_023179616.2|DHYD
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC111604459|XP_023178306.1|DHYD
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC111594651|XP_023163818.1|DHYD
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC111597720|XP_023168328.2|DHYD
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC111600794|XP_023172852.1|DHYD
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC111593933|XP_023162779.2|DHYD
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC111597492|XP_023168018.1|DHYD
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC111601731|XP_023174221.2|DHYD
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC111597495|XP_023168021.1|DHYD
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC111601862|XP_023174471.1|DHYD
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC111598552|XP_023169613.1|DHYD
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC111593465|XP_023161995.2|DHYD
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC111594575|XP_030080702.1|DHYD
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC111595384|XP_023164851.1|DHYD
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC111604428|XP_023178257.2|DHYD
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC111595308|XP_023164734.2|DHYD
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC111594777|XP_023163998.2|DHYD
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC111595376|XP_023164841.2|DHYD
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC111603684|XP_023177136.2|DHYD
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC111603421|XP_023176772.2|DHYD
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC111604296|XP_023178093.2|DHYD
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC111598078|XP_030081152.1|DHYD
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC111602919|XP_023176033.2|DHYD
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC111594358|XP_023163386.2|DHYD
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC111594834|XP_023164067.2|DHYD
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC111594840|XP_023164073.2|DHYD
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC115483367|XP_030080934.1|DHYD, LOC111604789|XP_023178774.2|DHYD
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC111598209|XP_023169115.2|DHYD
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC111604482|XP_023178335.2|DHYD
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC111600060|XP_023171757.1|DHYD
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC111604104|XP_023177776.1|DHYD
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC111604102|XP_023177771.2|DHYD
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC111604202|XP_023177927.1|DHYD
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC115482729|XP_023172999.2|DHYD, LOC111600892|XP_023173000.2|DHYD
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC111594017|XP_023162884.2|DHYD
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC111604187|XP_023177911.1|DHYD
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC111604185|XP_023177908.2|DHYD
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC111598538|XP_023169594.1|DHYD
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC111597498|XP_023168024.1|DHYD
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC111597513|XP_023168050.2|DHYD
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC111605359|XP_023179606.2|DHYD
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC111593185|XP_023161562.1|DHYD
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC111601540|XP_023173942.2|DHYD
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC111595328|XP_023164756.2|DHYD
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC111605678|XP_023180112.2|DHYD
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC111592736|XP_023160897.1|DHYD
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC111594042|XP_030081378.1|DHYD
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC111597692|XP_023168295.2|DHYD
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC111593922|XP_023162764.2|DHYD
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC111597489|XP_023168012.2|DHYD
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC111593530|XP_023162094.1|DHYD
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC111593531|XP_023162095.1|DHYD
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC111599948|XP_023171568.2|DHYD
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC111600508|XP_023172404.2|DHYD
