Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0004432	LOC119084279|XP_037050098.1|BCOP	CCAP1982_LOCUS3016|CAD6994255.1|CCAP
OG0004433	LOC119071732|XP_037032657.1|BCOP	CCAP1982_LOCUS13534|CAD7005174.1|CCAP
OG0004434	LOC119078356|XP_037041751.1|BCOP	CCAP1982_LOCUS20304|CAD7012203.1|CCAP
OG0004435	LOC119082592|XP_037048029.1|BCOP	CCAP1982_LOCUS19428|CAD7011323.1|CCAP
OG0004436	LOC119066559|XP_037025001.1|BCOP	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP
OG0004437	LOC119066184|XP_037024380.1|BCOP	CCAP1982_LOCUS21158|CAD7013081.1|CCAP
OG0004438	LOC119066187|XP_037024387.1|BCOP	CCAP1982_LOCUS20396|CAD7012300.1|CCAP
OG0004439	LOC119079860|XP_037043831.1|BCOP	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP
OG0004440	LOC119082039|XP_037047262.1|BCOP	CCAP1982_LOCUS23019|CAD7015063.1|CCAP
OG0004442	LOC119078772|XP_037042377.1|BCOP	CCAP1982_LOCUS10050|CAD7001556.1|CCAP
OG0004443	LOC119080485|XP_037044769.1|BCOP	CCAP1982_LOCUS13307|CAD7004924.1|CCAP
OG0004444	LOC119083292|XP_037048879.1|BCOP	CCAP1982_LOCUS19916|CAD7011806.1|CCAP
OG0004445	LOC119071543|XP_037032334.1|BCOP	CCAP1982_LOCUS20499|CAD7012413.1|CCAP
OG0004446	LOC119081750|XP_037046823.1|BCOP	CCAP1982_LOCUS3652|CAD6994918.1|CCAP
OG0004447	LOC119080099|XP_037044220.1|BCOP	CCAP1982_LOCUS14437|CAD7006105.1|CCAP
OG0004449	LOC119081349|XP_037046088.1|BCOP	CCAP1982_LOCUS14678|CAD7006356.1|CCAP
OG0004451	LOC119078744|XP_037042335.1|BCOP	CCAP1982_LOCUS20147|CAD7012045.1|CCAP
OG0004452	LOC119072355|XP_037033440.1|BCOP	CCAP1982_LOCUS20150|CAD7012048.1|CCAP
OG0004453	LOC119068572|XP_037028111.1|BCOP	CCAP1982_LOCUS19680|CAD7011591.1|CCAP
OG0004454	LOC119078173|XP_037041542.1|BCOP	CCAP1982_LOCUS5157|CAD6996488.1|CCAP
OG0004457	LOC119065999|XP_037024101.1|BCOP	CCAP1982_LOCUS13442|CAD7005078.1|CCAP
OG0004458	LOC119072497|XP_037033634.1|BCOP	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP
OG0004459	LOC119072490|XP_037033621.1|BCOP	CCAP1982_LOCUS13690|CAD7005330.1|CCAP
OG0004460	LOC119072458|XP_037033576.1|BCOP	CCAP1982_LOCUS12030|CAD7003581.1|CCAP
OG0004461	LOC119066558|XP_037025000.1|BCOP	CCAP1982_LOCUS13905|CAD7005545.1|CCAP
OG0004462	LOC119071683|XP_037032559.1|BCOP	CCAP1982_LOCUS13571|CAD7005211.1|CCAP
OG0004463	LOC119072302|XP_037033381.1|BCOP	CCAP1982_LOCUS13756|CAD7005396.1|CCAP
OG0004465	LOC119066427|XP_037024803.1|BCOP	CCAP1982_LOCUS1606|CAD6992765.1|CCAP
OG0004466	LOC119086020|XP_037052489.1|BCOP	CCAP1982_LOCUS14570|CAD7006244.1|CCAP
OG0004467	LOC119082324|XP_037047719.1|BCOP	CCAP1982_LOCUS13984|CAD7005626.1|CCAP
OG0004468	LOC119071109|XP_037031648.1|BCOP	CCAP1982_LOCUS13983|CAD7005625.1|CCAP
OG0004469	LOC119085851|XP_037052255.1|BCOP	CCAP1982_LOCUS13398|CAD7005026.1|CCAP
OG0004470	LOC119077052|XP_037040077.1|BCOP	CCAP1982_LOCUS8253|CAD6999727.1|CCAP
OG0004471	LOC119071879|XP_037032855.1|BCOP	CCAP1982_LOCUS3738|CAD6995007.1|CCAP
OG0004472	LOC119074257|XP_037036174.1|BCOP	CCAP1982_LOCUS20359|CAD7012263.1|CCAP
OG0004473	LOC119074265|XP_037036182.1|BCOP	CCAP1982_LOCUS21035|CAD7012939.1|CCAP
OG0004474	LOC119074260|XP_037036178.1|BCOP	CCAP1982_LOCUS21033|CAD7012937.1|CCAP
OG0004475	LOC119074270|XP_037036187.1|BCOP	CCAP1982_LOCUS19402|CAD7011295.1|CCAP
OG0004477	LOC119082844|XP_037048402.1|BCOP	CCAP1982_LOCUS20802|CAD7012695.1|CCAP
OG0004478	LOC119071139|XP_037031729.1|BCOP	CCAP1982_LOCUS19606|CAD7011516.1|CCAP
OG0004479	LOC119069587|XP_037029572.1|BCOP	CCAP1982_LOCUS20506|CAD7012422.1|CCAP
OG0004481	LOC119083384|XP_037048992.1|BCOP	CCAP1982_LOCUS7208|CAD6998637.1|CCAP
OG0004482	LOC119069322|XP_037029273.1|BCOP	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP
OG0004483	LOC119071940|XP_037032959.1|BCOP	CCAP1982_LOCUS20502|CAD7012416.1|CCAP
OG0004484	LOC119077210|XP_037040287.1|BCOP	CCAP1982_LOCUS4678|CAD6995967.1|CCAP
OG0004487	LOC119081293|XP_037045949.1|BCOP	CCAP1982_LOCUS11505|CAD7003042.1|CCAP
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP
OG0004490	LOC119073408|XP_037034741.1|BCOP	CCAP1982_LOCUS21583|CAD7013523.1|CCAP
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP
OG0004492	LOC119084469|XP_037050349.1|BCOP	CCAP1982_LOCUS13562|CAD7005202.1|CCAP
OG0004504	LOC119068255|XP_037027688.1|BCOP	CCAP1982_LOCUS4126|CAD6995408.1|CCAP
OG0004505	LOC119068330|XP_037027778.1|BCOP	CCAP1982_LOCUS1442|CAD6992593.1|CCAP
OG0004506	LOC119067777|XP_037026811.1|BCOP	CCAP1982_LOCUS3919|CAD6995200.1|CCAP
OG0004507	LOC119067087|XP_037025741.1|BCOP	CCAP1982_LOCUS1261|CAD6992397.1|CCAP
OG0004508	LOC119080266|XP_037044419.1|BCOP	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP
OG0004511	LOC119070023|XP_037030199.1|BCOP	CCAP1982_LOCUS2442|CAD6993632.1|CCAP
OG0004512	LOC119080948|XP_037045470.1|BCOP	CCAP1982_LOCUS9854|CAD7001356.1|CCAP
OG0004513	LOC119085099|XP_037051239.1|BCOP	CCAP1982_LOCUS9560|CAD7001088.1|CCAP
OG0004514	LOC119073783|XP_037035355.1|BCOP	CCAP1982_LOCUS10096|CAD7001602.1|CCAP
OG0004519	LOC119070291|XP_037030452.1|BCOP	CCAP1982_LOCUS36|CAD6991088.1|CCAP
OG0004523	LOC119067493|XP_037026395.1|BCOP	CCAP1982_LOCUS3346|CAD6994609.1|CCAP
OG0004531	LOC119068162|XP_037027534.1|BCOP	CCAP1982_LOCUS2148|CAD6993332.1|CCAP
OG0004535	LOC119070485|XP_037030733.1|BCOP	CCAP1982_LOCUS13345|CAD7004967.1|CCAP
OG0004538	LOC119080882|XP_037045354.1|BCOP	CCAP1982_LOCUS21889|CAD7013872.1|CCAP
OG0004539	LOC119070309|XP_037030471.1|BCOP	CCAP1982_LOCUS3115|CAD6994361.1|CCAP
OG0004541	LOC119068742|XP_037028340.1|BCOP	CCAP1982_LOCUS21023|CAD7012926.1|CCAP
OG0004545	LOC119067445|XP_037026321.1|BCOP	CCAP1982_LOCUS3186|CAD6994435.1|CCAP
OG0004546	LOC119070842|XP_037031246.1|BCOP	CCAP1982_LOCUS22253|CAD7014250.1|CCAP
OG0004550	LOC119067204|XP_037025941.1|BCOP	CCAP1982_LOCUS5352|CAD6996668.1|CCAP
OG0004553	LOC119080846|XP_037045303.1|BCOP	CCAP1982_LOCUS11235|CAD7002761.1|CCAP
OG0004556	LOC119067304|XP_037026106.1|BCOP	CCAP1982_LOCUS9255|CAD7000780.1|CCAP
OG0004559	LOC119070381|XP_037030589.1|BCOP	CCAP1982_LOCUS3867|CAD6995146.1|CCAP
OG0004560	LOC119067485|XP_037026380.1|BCOP	CCAP1982_LOCUS4128|CAD6995411.1|CCAP
OG0004561	LOC119070516|XP_037030775.1|BCOP	CCAP1982_LOCUS2043|CAD6993224.1|CCAP
OG0004562	LOC119068461|XP_037027942.1|BCOP	CCAP1982_LOCUS776|CAD6991885.1|CCAP
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	CCAP1982_LOCUS4917|CAD6996232.1|CCAP
OG0004564	LOC119068468|XP_037027960.1|BCOP	CCAP1982_LOCUS102|CAD6991162.1|CCAP
OG0004565	LOC119080208|XP_037044345.1|BCOP	CCAP1982_LOCUS1797|CAD6992965.1|CCAP
OG0004569	LOC119069764|XP_037029791.1|BCOP	CCAP1982_LOCUS1664|CAD6992826.1|CCAP
OG0004570	LOC119068564|XP_037028088.1|BCOP	CCAP1982_LOCUS21554|CAD7013494.1|CCAP
OG0004573	LOC119082219|XP_037047571.1|BCOP	CCAP1982_LOCUS3394|CAD6994659.1|CCAP
OG0004576	LOC119069763|XP_037029790.1|BCOP	CCAP1982_LOCUS1658|CAD6992819.1|CCAP
OG0004577	LOC119081218|XP_037045837.1|BCOP	CCAP1982_LOCUS1199|CAD6992335.1|CCAP
OG0004579	LOC119079029|XP_037042705.1|BCOP	CCAP1982_LOCUS6923|CAD6998315.1|CCAP
OG0004580	LOC119069435|XP_037029387.1|BCOP	CCAP1982_LOCUS2352|CAD6993540.1|CCAP
OG0004581	LOC119067988|XP_037027239.1|BCOP	CCAP1982_LOCUS2223|CAD6993408.1|CCAP
OG0004582	LOC119084970|XP_037051019.1|BCOP	CCAP1982_LOCUS1771|CAD6992938.1|CCAP
OG0004587	LOC119067514|XP_037026425.1|BCOP	CCAP1982_LOCUS3339|CAD6994601.1|CCAP
OG0004588	LOC119067539|XP_037026491.1|BCOP	CCAP1982_LOCUS3344|CAD6994606.1|CCAP
OG0004590	LOC119082439|XP_037047867.1|BCOP	CCAP1982_LOCUS3189|CAD6994438.1|CCAP
OG0004591	LOC119081818|XP_037046952.1|BCOP	CCAP1982_LOCUS3193|CAD6994442.1|CCAP
OG0004598	LOC119085726|XP_037052070.1|BCOP	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC119070918|XP_037031349.1|BCOP	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC119081649|XP_037046629.1|BCOP	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC119070450|XP_037030696.1|BCOP	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC119070098|XP_037030306.1|BCOP	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC119070101|XP_037030311.1|BCOP	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC119069338|XP_037029302.1|BCOP	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC119067120|XP_037025791.1|BCOP	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC119067259|XP_037026031.1|BCOP	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC119069636|XP_037029637.1|BCOP	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC119068567|XP_037028103.1|BCOP	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC119081848|XP_037046985.1|BCOP	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC119081943|XP_037047106.1|BCOP	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC119068698|XP_037028284.1|BCOP	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC119074320|XP_037036275.1|BCOP	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC119084939|XP_037050979.1|BCOP	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC119069538|XP_037029509.1|BCOP	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004631	LOC119069944|XP_037030065.1|BCOP	CCAP1982_LOCUS2111|CAD6993296.1|CCAP
OG0004632	LOC119069943|XP_037030063.1|BCOP	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004639	LOC119069321|XP_037029271.1|BCOP	CCAP1982_LOCUS3414|CAD6994679.1|CCAP
OG0004640	LOC119069317|XP_037029265.1|BCOP	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC119074926|XP_037037215.1|BCOP	CCAP1982_LOCUS4249|CAD6995538.1|CCAP, CCAP1982_LOCUS5228|CAD6996560.1|CCAP
OG0004646	LOC119081486|XP_037046381.1|BCOP	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC119068302|XP_037027738.1|BCOP	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC119070252|XP_037030415.1|BCOP	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC119067807|XP_037026853.1|BCOP	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC119068922|XP_037028680.1|BCOP	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC119082717|XP_037048192.1|BCOP	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC119069679|XP_037029695.1|BCOP	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC119069799|XP_037029849.1|BCOP	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC119068690|XP_037028272.1|BCOP	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC119079574|XP_037043456.1|BCOP	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC119069189|XP_037029030.1|BCOP	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC119067848|XP_037026975.1|BCOP	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC119070365|XP_037030560.1|BCOP	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC119079074|XP_037042779.1|BCOP	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC119084519|XP_037050431.1|BCOP	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC119074468|XP_037036504.1|BCOP	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC119085035|XP_037051128.1|BCOP	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC119085062|XP_037051200.1|BCOP	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC119069261|XP_037029213.1|BCOP	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC119082364|XP_037047781.1|BCOP	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC119081925|XP_037047077.1|BCOP	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC119067916|XP_037027112.1|BCOP	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC119069774|XP_037029807.1|BCOP	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC119069517|XP_037029490.1|BCOP	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC119080463|XP_037044734.1|BCOP	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC119067424|XP_037026290.1|BCOP	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC119069117|XP_037028905.1|BCOP	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC119069118|XP_037028910.1|BCOP	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC119069113|XP_037028901.1|BCOP	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC119070463|XP_037030713.1|BCOP	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC119067875|XP_037027038.1|BCOP	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC119067882|XP_037027056.1|BCOP	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC119069334|XP_037029294.1|BCOP	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC119069335|XP_037029296.1|BCOP	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC119069931|XP_037030050.1|BCOP	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC119085775|XP_037052164.1|BCOP	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
OG0004696	LOC119067271|XP_037026045.1|BCOP	CCAP1982_LOCUS1433|CAD6992584.1|CCAP
OG0004699	LOC119068528|XP_037028033.1|BCOP	CCAP1982_LOCUS1048|CAD6992173.1|CCAP
OG0004700	LOC119085391|XP_037051682.1|BCOP	CCAP1982_LOCUS1605|CAD6992764.1|CCAP
OG0004701	LOC119085009|XP_037051087.1|BCOP	CCAP1982_LOCUS79|CAD6991137.1|CCAP
OG0004702	LOC119081642|XP_037046618.1|BCOP	CCAP1982_LOCUS1065|CAD6992193.1|CCAP
OG0004703	LOC119070468|XP_037030719.1|BCOP	CCAP1982_LOCUS1899|CAD6993070.1|CCAP
OG0004704	LOC119067944|XP_037027156.1|BCOP	CCAP1982_LOCUS3255|CAD6994511.1|CCAP
OG0004705	LOC119066382|XP_037024709.1|BCOP	CCAP1982_LOCUS2784|CAD6994004.1|CCAP
OG0004706	LOC119069967|XP_037030097.1|BCOP	CCAP1982_LOCUS13037|CAD7004642.1|CCAP
OG0004707	LOC119068233|XP_037027644.1|BCOP	CCAP1982_LOCUS450|CAD6991532.1|CCAP
OG0004708	LOC119067010|XP_037025632.1|BCOP	CCAP1982_LOCUS4356|CAD6995649.1|CCAP
OG0004709	LOC119067468|XP_037026352.1|BCOP	CCAP1982_LOCUS2905|CAD6994139.1|CCAP
OG0004710	LOC119067263|XP_037026037.1|BCOP	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP
OG0004711	LOC119070403|XP_037030622.1|BCOP	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP
OG0004712	LOC119074248|XP_037036167.1|BCOP	CCAP1982_LOCUS1916|CAD6993089.1|CCAP
OG0004713	LOC119085702|XP_037052046.1|BCOP	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP
OG0004714	LOC119082075|XP_037047314.1|BCOP	CCAP1982_LOCUS3774|CAD6995047.1|CCAP
OG0004715	LOC119066127|XP_037024308.1|BCOP	CCAP1982_LOCUS6555|CAD6997938.1|CCAP
OG0004716	LOC119067216|XP_037025954.1|BCOP	CCAP1982_LOCUS2689|CAD6993896.1|CCAP
OG0004718	LOC119078746|XP_037042340.1|BCOP	CCAP1982_LOCUS6927|CAD6998322.1|CCAP
OG0004719	LOC119069959|XP_037030085.1|BCOP	CCAP1982_LOCUS1745|CAD6992912.1|CCAP
OG0004720	LOC119068883|XP_037028643.1|BCOP	CCAP1982_LOCUS1057|CAD6992185.1|CCAP
OG0004721	LOC119067982|XP_037027224.1|BCOP	CCAP1982_LOCUS2826|CAD6994052.1|CCAP
OG0004722	LOC119069923|XP_037030038.1|BCOP	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP
OG0004724	LOC119070559|XP_037030860.1|BCOP	CCAP1982_LOCUS3078|CAD6994321.1|CCAP
OG0004725	LOC119070563|XP_037030866.1|BCOP	CCAP1982_LOCUS3072|CAD6994315.1|CCAP
OG0004726	LOC119069953|XP_037030077.1|BCOP	CCAP1982_LOCUS2703|CAD6993911.1|CCAP
OG0004727	LOC119068215|XP_037027604.1|BCOP	CCAP1982_LOCUS3107|CAD6994353.1|CCAP
OG0004728	LOC119068218|XP_037027606.1|BCOP	CCAP1982_LOCUS3108|CAD6994354.1|CCAP
OG0004730	LOC119066254|XP_037024485.1|BCOP	CCAP1982_LOCUS6397|CAD6997767.1|CCAP
OG0004731	LOC119070081|XP_037030284.1|BCOP	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP
OG0004732	LOC119070359|XP_037030549.1|BCOP	CCAP1982_LOCUS2464|CAD6993656.1|CCAP
OG0004733	LOC119079430|XP_037043236.1|BCOP	CCAP1982_LOCUS2465|CAD6993657.1|CCAP
OG0004734	LOC119067926|XP_037027133.1|BCOP	CCAP1982_LOCUS1255|CAD6992391.1|CCAP
OG0004735	LOC119069171|XP_037028977.1|BCOP	CCAP1982_LOCUS3670|CAD6994936.1|CCAP
OG0004736	LOC119068103|XP_037027422.1|BCOP	CCAP1982_LOCUS2214|CAD6993398.1|CCAP
OG0004737	LOC119067052|XP_037025692.1|BCOP	CCAP1982_LOCUS2780|CAD6993999.1|CCAP
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	CCAP1982_LOCUS2778|CAD6993997.1|CCAP
OG0004739	LOC119069316|XP_037029263.1|BCOP	CCAP1982_LOCUS1824|CAD6992993.1|CCAP
OG0004740	LOC119067892|XP_037027074.1|BCOP	CCAP1982_LOCUS4001|CAD6995282.1|CCAP
OG0004741	LOC119067879|XP_037027044.1|BCOP	CCAP1982_LOCUS2273|CAD6993460.1|CCAP
OG0004742	LOC119085059|XP_037051171.1|BCOP	CCAP1982_LOCUS10245|CAD7001755.1|CCAP
OG0004743	LOC119069096|XP_037028884.1|BCOP	CCAP1982_LOCUS3244|CAD6994498.1|CCAP
OG0004744	LOC119078060|XP_037041386.1|BCOP	CCAP1982_LOCUS4332|CAD6995626.1|CCAP
OG0004745	LOC119067589|XP_037026582.1|BCOP	CCAP1982_LOCUS4326|CAD6995620.1|CCAP
OG0004746	LOC119069828|XP_037029885.1|BCOP	CCAP1982_LOCUS364|CAD6991438.1|CCAP
OG0004747	LOC119069829|XP_037029886.1|BCOP	CCAP1982_LOCUS365|CAD6991439.1|CCAP
OG0004748	LOC119075771|XP_037038213.1|BCOP	CCAP1982_LOCUS367|CAD6991441.1|CCAP
OG0004749	LOC119069481|XP_037029443.1|BCOP	CCAP1982_LOCUS1042|CAD6992167.1|CCAP
OG0004750	LOC119069260|XP_037029212.1|BCOP	CCAP1982_LOCUS3019|CAD6994258.1|CCAP
OG0004751	LOC119069668|XP_037029682.1|BCOP	CCAP1982_LOCUS2032|CAD6993213.1|CCAP
OG0004752	LOC119069343|XP_037029309.1|BCOP	CCAP1982_LOCUS3437|CAD6994702.1|CCAP
OG0004753	LOC119067355|XP_037026159.1|BCOP	CCAP1982_LOCUS2962|CAD6994198.1|CCAP
OG0004754	LOC119067352|XP_037026157.1|BCOP	CCAP1982_LOCUS3310|CAD6994572.1|CCAP
OG0004755	LOC119080984|XP_037045527.1|BCOP	CCAP1982_LOCUS4042|CAD6995324.1|CCAP
OG0004756	LOC119080730|XP_037045153.1|BCOP	CCAP1982_LOCUS4041|CAD6995323.1|CCAP
OG0004757	LOC119067873|XP_037027030.1|BCOP	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP
OG0004758	LOC119070554|XP_037030850.1|BCOP	CCAP1982_LOCUS5183|CAD6996515.1|CCAP
OG0004759	LOC119069605|XP_037029591.1|BCOP	CCAP1982_LOCUS2086|CAD6993269.1|CCAP
OG0004760	LOC119070578|XP_037030880.1|BCOP	CCAP1982_LOCUS3766|CAD6995036.1|CCAP
OG0004762	LOC119067783|XP_037026816.1|BCOP	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP
OG0004763	LOC119067997|XP_037027252.1|BCOP	CCAP1982_LOCUS1149|CAD6992281.1|CCAP
OG0004764	LOC119067356|XP_037026160.1|BCOP	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP
OG0004765	LOC119069468|XP_037029415.1|BCOP	CCAP1982_LOCUS2453|CAD6993643.1|CCAP
OG0004766	LOC119067506|XP_037026412.1|BCOP	CCAP1982_LOCUS2527|CAD6993729.1|CCAP
OG0004767	LOC119070408|XP_037030630.1|BCOP	CCAP1982_LOCUS1159|CAD6992291.1|CCAP
OG0004768	LOC119069191|XP_037029032.1|BCOP	CCAP1982_LOCUS3023|CAD6994262.1|CCAP
OG0004769	LOC119079864|XP_037043837.1|BCOP	CCAP1982_LOCUS1618|CAD6992778.1|CCAP
OG0004770	LOC119074486|XP_037036528.1|BCOP	CCAP1982_LOCUS4945|CAD6996262.1|CCAP
OG0004771	LOC119068586|XP_037028127.1|BCOP	CCAP1982_LOCUS1359|CAD6992510.1|CCAP
OG0004772	LOC119084665|XP_037050639.1|BCOP	CCAP1982_LOCUS1734|CAD6992900.1|CCAP
OG0004773	LOC119067991|XP_037027247.1|BCOP	CCAP1982_LOCUS2622|CAD6993825.1|CCAP
OG0004774	LOC119067992|XP_037027248.1|BCOP	CCAP1982_LOCUS2617|CAD6993820.1|CCAP
OG0004775	LOC119067990|XP_037027244.1|BCOP	CCAP1982_LOCUS2616|CAD6993819.1|CCAP
OG0004776	LOC119085433|XP_037051748.1|BCOP	CCAP1982_LOCUS23382|CAD7015440.1|CCAP
OG0004777	LOC119069288|XP_037029251.1|BCOP	CCAP1982_LOCUS4115|CAD6995397.1|CCAP
OG0004778	LOC119068433|XP_037027898.1|BCOP	CCAP1982_LOCUS5815|CAD6997173.1|CCAP
OG0004779	LOC119073964|XP_037035763.1|BCOP	CCAP1982_LOCUS3274|CAD6994530.1|CCAP
OG0004780	LOC119078505|XP_037041959.1|BCOP	CCAP1982_LOCUS6815|CAD6998200.1|CCAP
OG0004781	LOC119069795|XP_037029836.1|BCOP	CCAP1982_LOCUS3298|CAD6994558.1|CCAP
OG0004782	LOC119070124|XP_037030338.1|BCOP	CCAP1982_LOCUS1055|CAD6992184.1|CCAP
OG0004784	LOC119068807|XP_037028475.1|BCOP	CCAP1982_LOCUS2078|CAD6993261.1|CCAP
OG0004785	LOC119068935|XP_037028694.1|BCOP	CCAP1982_LOCUS2068|CAD6993251.1|CCAP
