Orthogroup	BCOP.longest_only	DEUG.longest_only
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC108109830|XP_017074055.1|DEUG
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC108112575|XP_017078084.1|DEUG
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC108109875|XP_017074159.1|DEUG
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC108109876|XP_017074160.1|DEUG
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC108108114|XP_017071514.1|DEUG
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC108107992|XP_017071330.1|DEUG
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC108105738|XP_017067941.1|DEUG
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC108110299|XP_017074797.1|DEUG
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC108113029|XP_017078949.1|DEUG
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC108106734|XP_017069461.1|DEUG
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC108106422|XP_017068940.1|DEUG
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC108102375|XP_017062782.1|DEUG
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC108109840|XP_017074079.1|DEUG
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC108108271|XP_017071734.1|DEUG
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC108104785|XP_017066529.1|DEUG
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC108104850|XP_017066656.1|DEUG
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC108105005|XP_017066871.1|DEUG
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC108113361|XP_017079415.1|DEUG
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC108109067|XP_017072900.1|DEUG
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC108106719|XP_017069441.1|DEUG
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC108109087|XP_017072944.1|DEUG
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC108112532|XP_017077947.1|DEUG
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC108102368|XP_017062772.1|DEUG
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC108102440|XP_017062923.1|DEUG
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC108115845|XP_017082947.1|DEUG
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC108104529|XP_017066150.1|DEUG
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC108104156|XP_017065545.1|DEUG
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC108113103|XP_017079065.1|DEUG
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC108113104|XP_017079068.1|DEUG
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC108107432|XP_017070449.1|DEUG
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC108112689|XP_017078371.1|DEUG
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC108102759|XP_017063407.1|DEUG
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC108109620|XP_017073680.1|DEUG
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC108112188|XP_017077489.1|DEUG
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC108107332|XP_017070306.1|DEUG
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC108113092|XP_017079026.1|DEUG
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC108105935|XP_017068209.1|DEUG
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC108111375|XP_017076296.1|DEUG
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC108105886|XP_017068158.1|DEUG
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC108104599|XP_017066256.1|DEUG
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC108113049|XP_017078968.1|DEUG
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC108105861|XP_017068124.1|DEUG
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC108114874|XP_017081516.1|DEUG
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC108114830|XP_017081457.1|DEUG
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC108111379|XP_017076300.1|DEUG
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC108105777|XP_017067988.1|DEUG
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC108104189|XP_017065619.1|DEUG
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC108113057|XP_017078983.1|DEUG
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC108113429|XP_017079478.1|DEUG
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC108108511|XP_017072069.1|DEUG
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC108106944|XP_017069702.1|DEUG
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC108107368|XP_017070361.1|DEUG
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC108109081|XP_017072934.1|DEUG
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC108104173|XP_017065568.1|DEUG
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC108110691|XP_017075311.1|DEUG
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC108104041|XP_017065364.1|DEUG
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC108117233|XP_017085056.1|DEUG
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC108106959|XP_017069729.1|DEUG
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC108108395|XP_017071940.1|DEUG
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC108107176|XP_017070084.1|DEUG
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC108110553|XP_017075131.1|DEUG
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC108108310|XP_017071818.1|DEUG
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC108106796|XP_017069530.1|DEUG
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC108115187|XP_017081995.1|DEUG, LOC108111890|XP_017077013.1|DEUG
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC108111759|XP_017076812.1|DEUG
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC108106829|XP_017069555.1|DEUG, LOC108106830|XP_017069556.1|DEUG
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC108111211|XP_017076098.1|DEUG
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC108102588|XP_017063179.1|DEUG
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC108108069|XP_017071442.1|DEUG
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC108108318|XP_017071836.1|DEUG
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC108105873|XP_017068137.1|DEUG
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC108103396|XP_017064343.1|DEUG
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC108109455|XP_017073443.1|DEUG
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC108107048|XP_017069899.1|DEUG
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC108107096|XP_017069965.1|DEUG
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC108107064|XP_017069919.1|DEUG
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC108105165|XP_017067093.1|DEUG
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC108107077|XP_017069936.1|DEUG
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC108107119|XP_017069999.1|DEUG
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC108110596|XP_017075183.1|DEUG
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC108112488|XP_017077846.1|DEUG
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC108109035|XP_017072822.1|DEUG
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC108111018|XP_017075820.1|DEUG
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC108111788|XP_017076868.1|DEUG
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC108105781|XP_017067994.1|DEUG
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC108111031|XP_017075845.1|DEUG
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC108105851|XP_017068111.1|DEUG
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC108110843|XP_017075576.1|DEUG
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC108111078|XP_017075899.1|DEUG
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC108117272|XP_017085114.1|DEUG
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC108112461|XP_017077803.1|DEUG
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC108105813|XP_017068042.1|DEUG
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC108109099|XP_017072971.1|DEUG
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC108110715|XP_017075349.1|DEUG
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC108112827|XP_017078620.1|DEUG
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC108118435|XP_017086629.1|DEUG
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC108118442|XP_017086638.1|DEUG
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC108111587|XP_017076600.1|DEUG
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC108107556|XP_017071016.1|DEUG
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC108103756|XP_017064855.1|DEUG
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC108107067|XP_017069927.1|DEUG
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC108113170|XP_017079176.1|DEUG
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC108110664|XP_017075270.1|DEUG
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC108113452|XP_017079517.1|DEUG
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC108110641|XP_017075229.1|DEUG
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC108111209|XP_017076095.1|DEUG
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC108113648|XP_017079808.1|DEUG
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC108103413|XP_017064360.1|DEUG
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC108113882|XP_017080076.1|DEUG
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC108110944|XP_017075727.1|DEUG
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC108110724|XP_017075397.1|DEUG
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC108105663|XP_017067844.1|DEUG
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC108104121|XP_017065511.1|DEUG
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC108112685|XP_017078366.1|DEUG
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC108115554|XP_017082549.1|DEUG
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC108103389|XP_017064324.1|DEUG
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC108110970|XP_017075760.1|DEUG
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC108111171|XP_017076043.1|DEUG
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC108105160|XP_017067088.1|DEUG
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC108107066|XP_017069922.1|DEUG
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC108104700|XP_017066403.1|DEUG
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC108114402|XP_017080864.1|DEUG
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC108107364|XP_017070355.1|DEUG
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC108105586|XP_017067720.1|DEUG
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC108103443|XP_017064413.1|DEUG
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC108105845|XP_017068098.1|DEUG
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC108107001|XP_017069831.1|DEUG
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC108106895|XP_017069634.1|DEUG
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC108111041|XP_017075858.1|DEUG
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC108115620|XP_017082656.1|DEUG, LOC108106179|XP_017068594.1|DEUG
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC108102644|XP_017063258.1|DEUG
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC108107613|XP_017070672.1|DEUG
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC108105854|XP_017068115.1|DEUG
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC108113697|XP_017079866.1|DEUG
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC108106941|XP_017069697.1|DEUG
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC108110483|XP_017075050.1|DEUG
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC108108893|XP_017072602.1|DEUG
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC108109238|XP_017073201.1|DEUG
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC108112533|XP_017077948.1|DEUG
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC108106852|XP_017069583.1|DEUG
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC108110748|XP_017075447.1|DEUG
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC108102591|XP_017063182.1|DEUG
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC108111040|XP_017076253.1|DEUG
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC108107052|XP_017069904.1|DEUG
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC108110768|XP_017075472.1|DEUG
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC108108536|XP_017072102.1|DEUG
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC108117526|XP_017085513.1|DEUG
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC108111985|XP_017077195.1|DEUG
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC108111234|XP_017076126.1|DEUG
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC108110623|XP_017075210.1|DEUG
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC108106654|XP_017069361.1|DEUG
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC108115067|XP_017081805.1|DEUG
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC108102696|XP_017063329.1|DEUG
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC108105120|XP_017067043.1|DEUG
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC108105884|XP_017068149.1|DEUG
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC108112336|XP_017077656.1|DEUG
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC108103704|XP_017064789.1|DEUG
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC108103314|XP_017064268.1|DEUG
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC108115524|XP_017082513.1|DEUG
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC108104089|XP_017065473.1|DEUG
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC108111142|XP_017075999.1|DEUG
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC108112230|XP_017077539.1|DEUG
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC108115467|XP_017082410.1|DEUG
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC108112133|XP_017077374.1|DEUG
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC108102322|XP_017062595.1|DEUG
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC108112005|XP_017077230.1|DEUG
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC108102595|XP_017063186.1|DEUG
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC108102573|XP_017063142.1|DEUG
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC108111023|XP_017075832.1|DEUG
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC108111053|XP_017075871.1|DEUG
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC108112306|XP_017077624.1|DEUG
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC108106982|XP_017069807.1|DEUG
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC108106927|XP_017069675.1|DEUG
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC108104584|XP_017066233.1|DEUG
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC108102585|XP_017063170.1|DEUG
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC108110522|XP_017075091.1|DEUG
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC108112785|XP_017078552.1|DEUG
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC108112789|XP_017078559.1|DEUG
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC108113006|XP_017078914.1|DEUG
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC108102550|XP_017063100.1|DEUG
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC108102542|XP_017063089.1|DEUG
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC108102602|XP_017063194.1|DEUG
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC108102604|XP_017063197.1|DEUG
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC108107135|XP_017070025.1|DEUG
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC108102554|XP_017063114.1|DEUG
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC108104153|XP_017065543.1|DEUG
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC108109125|XP_017073010.1|DEUG
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC108107103|XP_017069978.1|DEUG
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC108107106|XP_017069982.1|DEUG
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC108103074|XP_017063911.1|DEUG
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC108103073|XP_017063909.1|DEUG
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC108113469|XP_017079540.1|DEUG
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC108113433|XP_017079485.1|DEUG
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC108112400|XP_017077734.1|DEUG
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC108107015|XP_017069848.1|DEUG
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC108108191|XP_017071632.1|DEUG
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC108105683|XP_017067880.1|DEUG
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC108109910|XP_017074207.1|DEUG
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC108102986|XP_017063786.1|DEUG
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC108109240|XP_017073204.1|DEUG
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC108107117|XP_017069994.1|DEUG
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC108102574|XP_017063143.1|DEUG
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC108107020|XP_017069856.1|DEUG
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC108111182|XP_017076054.1|DEUG
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC108106096|XP_017068444.1|DEUG
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC108109719|XP_017073840.1|DEUG
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC108109059|XP_017072871.1|DEUG
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC108109118|XP_017073000.1|DEUG
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC108112528|XP_017077943.1|DEUG
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC108110602|XP_017075188.1|DEUG
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC108111191|XP_017076068.1|DEUG
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC108104277|XP_017065728.1|DEUG
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC108107333|XP_017070308.1|DEUG
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC108106690|XP_017069412.1|DEUG
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC108110698|XP_017075318.1|DEUG
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC108107060|XP_017069913.1|DEUG
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC108110816|XP_017075536.1|DEUG
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC108108554|XP_017072124.1|DEUG
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC108110705|XP_017075337.1|DEUG
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC108105616|XP_017067786.1|DEUG
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC108104099|XP_017065483.1|DEUG
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC108106872|XP_017069604.1|DEUG
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC108105144|XP_017067067.1|DEUG
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC108106963|XP_017069751.1|DEUG
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC108106962|XP_017069750.1|DEUG
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC108107132|XP_017070022.1|DEUG
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC108107044|XP_017069894.1|DEUG
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC108102660|XP_017063288.1|DEUG
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC108104109|XP_017065497.1|DEUG
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC108105876|XP_017068141.1|DEUG
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC108102614|XP_017063208.1|DEUG
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC108102620|XP_017063217.1|DEUG
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC108102607|XP_017063200.1|DEUG
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC108112003|XP_017077228.1|DEUG
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC108104469|XP_017066023.1|DEUG
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC108106882|XP_017069619.1|DEUG
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC108113010|XP_017078922.1|DEUG
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC108113881|XP_017080075.1|DEUG
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC108117145|XP_017084896.1|DEUG
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC108107335|XP_017070311.1|DEUG
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC108114775|XP_017081374.1|DEUG
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC108111938|XP_017077158.1|DEUG
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC108106151|XP_017068541.1|DEUG
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC108115480|XP_017082450.1|DEUG
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC108115503|XP_017082484.1|DEUG
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC108110726|XP_017075401.1|DEUG
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC108106097|XP_017068450.1|DEUG
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC108111214|XP_017076101.1|DEUG
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC108105782|XP_017067996.1|DEUG
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC108105894|XP_017068165.1|DEUG
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC108115733|XP_017082795.1|DEUG
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC108105865|XP_017068129.1|DEUG
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC108104280|XP_017065731.1|DEUG
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC108110767|XP_017075471.1|DEUG
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC108111117|XP_017075956.1|DEUG
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC108102624|XP_017063225.1|DEUG
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC108113213|XP_017079237.1|DEUG
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC108115461|XP_017082404.1|DEUG
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC108110965|XP_017075753.1|DEUG
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC108103227|XP_017064156.1|DEUG
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC108108973|XP_017072717.1|DEUG
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC108118486|XP_017086708.1|DEUG
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC108110905|XP_017075655.1|DEUG
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC108110737|XP_017075430.1|DEUG
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC108107219|XP_017070125.1|DEUG
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC108102491|XP_017062994.1|DEUG
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC108106163|XP_017068563.1|DEUG
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC108107427|XP_017070446.1|DEUG
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC108104139|XP_017065529.1|DEUG
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC108104159|XP_017065552.1|DEUG
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC108110775|XP_017075482.1|DEUG
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC108107017|XP_017069853.1|DEUG
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC108102552|XP_017063105.1|DEUG
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC108110734|XP_017075422.1|DEUG
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC108108281|XP_017071776.1|DEUG
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC108110471|XP_017075028.1|DEUG
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC108110658|XP_017075261.1|DEUG
