Orthogroup	BCOP.longest_only	AAEG.longest_only
OG0004833	LOC119067299|XP_037026095.1|BCOP	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG
OG0004834	LOC119067924|XP_037027126.1|BCOP	LOC5565637|XP_001649990.2|AAEG
OG0004835	LOC119070460|XP_037030708.1|BCOP	LOC5564104|XP_021694072.1|AAEG
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	LOC5576112|XP_021694087.1|AAEG
OG0004837	LOC119072528|XP_037033671.1|BCOP	LOC5576113|XP_001662458.2|AAEG
OG0004838	LOC119070505|XP_037030757.1|BCOP	LOC5576125|XP_001662471.2|AAEG
OG0004839	LOC119070503|XP_037030747.1|BCOP	LOC5576127|XP_021694095.1|AAEG
OG0004840	LOC119077749|XP_037040952.1|BCOP	LOC5575234|XP_001655640.2|AAEG
OG0004841	LOC119082998|XP_037048532.1|BCOP	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG
OG0004842	LOC119069119|XP_037028911.1|BCOP	LOC5565162|XP_001649526.2|AAEG
OG0004843	LOC119068430|XP_037027895.1|BCOP	LOC5565185|XP_001649514.2|AAEG
OG0004844	LOC119067104|XP_037025763.1|BCOP	LOC5577586|XP_021694153.1|AAEG
OG0004845	LOC119067100|XP_037025758.1|BCOP	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG
OG0004846	LOC119066722|XP_037025232.1|BCOP	LOC5572603|XP_021694172.1|AAEG
OG0004847	LOC119072915|XP_037034128.1|BCOP	LOC5572605|XP_001654115.2|AAEG
OG0004848	LOC119073856|XP_037035614.1|BCOP	LOC23687388|XP_021694181.1|AAEG
OG0004850	LOC119085749|XP_037052126.1|BCOP	LOC5572676|XP_021694197.1|AAEG
OG0004851	LOC119085754|XP_037052132.1|BCOP	LOC110674250|XP_021694203.1|AAEG
OG0004852	LOC119085767|XP_037052147.1|BCOP	LOC5566256|XP_021694208.1|AAEG
OG0004853	LOC119081784|XP_037046889.1|BCOP	LOC5566125|XP_001650487.2|AAEG
OG0004854	LOC119084865|XP_037050895.1|BCOP	LOC5571449|XP_021695479.1|AAEG
OG0004855	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP	LOC5573692|XP_001661015.2|AAEG
OG0004856	LOC119073469|XP_037034868.1|BCOP	LOC5576514|XP_021695531.1|AAEG
OG0004857	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP	LOC5579860|XP_001664321.2|AAEG
OG0004858	LOC119079828|XP_037043787.1|BCOP	LOC5567813|XP_021695571.1|AAEG
OG0004859	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP	LOC5567812|XP_021695576.1|AAEG
OG0004860	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP	LOC5567848|XP_001657711.1|AAEG
OG0004861	LOC119081072|XP_037045692.1|BCOP	LOC5567847|XP_021695583.1|AAEG
OG0004862	LOC119074388|XP_037036406.1|BCOP	LOC5569145|XP_021699736.1|AAEG
OG0004863	LOC119084931|XP_037050965.1|BCOP	LOC5575754|XP_001662174.2|AAEG
OG0004864	LOC119081219|XP_037045838.1|BCOP	LOC5575753|XP_021695616.1|AAEG
OG0004865	LOC119080887|XP_037045361.1|BCOP	LOC5575752|XP_001662176.1|AAEG
OG0004866	LOC119080369|XP_037044561.1|BCOP	LOC5564540|XP_021695631.1|AAEG
OG0004867	LOC119073990|XP_037035795.1|BCOP	LOC5564539|XP_021695635.1|AAEG
OG0004868	LOC119079744|XP_037043708.1|BCOP	LOC5564537|XP_001648880.2|AAEG
OG0004869	LOC119081377|XP_037046154.1|BCOP	LOC5578207|XP_001656851.2|AAEG
OG0004870	LOC119081382|XP_037046165.1|BCOP	LOC5578218|XP_001656861.1|AAEG
OG0004871	LOC119078931|XP_037042571.1|BCOP	LOC5578223|XP_021695666.1|AAEG
OG0004872	LOC119081560|XP_037046484.1|BCOP	LOC5576744|XP_021695708.1|AAEG
OG0004873	LOC119071534|XP_037032314.1|BCOP	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG
OG0004874	LOC119077748|XP_037040934.1|BCOP	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG
OG0004875	LOC119068412|XP_037027870.1|BCOP	LOC5571774|XP_021695744.1|AAEG
OG0004876	LOC119072503|XP_037033642.1|BCOP	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG
OG0004877	LOC119075483|XP_037037829.1|BCOP	LOC5571761|XP_001659892.2|AAEG
OG0004878	LOC119080515|XP_037044819.1|BCOP	LOC5576635|XP_001662785.1|AAEG
OG0004879	LOC119073821|XP_037035500.1|BCOP	LOC5570673|XP_021695783.1|AAEG
OG0004880	LOC119073313|XP_037034596.1|BCOP	LOC5570671|XP_001659260.2|AAEG
OG0004881	LOC119081274|XP_037045925.1|BCOP	LOC5570669|XP_001659262.2|AAEG
OG0004882	LOC119081283|XP_037045939.1|BCOP	LOC5570675|XP_011493055.1|AAEG
OG0004883	LOC119081280|XP_037045935.1|BCOP	LOC5570676|XP_001659270.2|AAEG
OG0004884	LOC119073428|XP_037034784.1|BCOP	LOC5571294|XP_021695841.1|AAEG
OG0004885	LOC119076083|XP_037038629.1|BCOP	LOC5571287|XP_001653588.1|AAEG
OG0004886	LOC119080153|XP_037044265.1|BCOP	LOC5571283|XP_001653584.2|AAEG
OG0004887	LOC119080147|XP_037044261.1|BCOP	LOC5571282|XP_001653583.1|AAEG
OG0004888	LOC119075404|XP_037037746.1|BCOP	LOC5571281|XP_021695870.1|AAEG
OG0004889	LOC119074112|XP_037035973.1|BCOP	LOC5571279|XP_001653580.1|AAEG
OG0004890	LOC119080893|XP_037045368.1|BCOP	LOC5571273|XP_001653571.1|AAEG
OG0004891	LOC119070729|XP_037031080.1|BCOP	LOC5571271|XP_001653569.1|AAEG
OG0004892	LOC119071890|XP_037032884.1|BCOP	LOC5571269|XP_021695908.1|AAEG
OG0004893	LOC119079913|XP_037043898.1|BCOP	LOC5578056|XP_021695962.1|AAEG
OG0004894	LOC119077347|XP_037040431.1|BCOP	LOC5579030|XP_021695968.1|AAEG
OG0004895	LOC119074084|XP_037035934.1|BCOP	LOC23687608|XP_021695975.1|AAEG
OG0004896	LOC119085038|XP_037051129.1|BCOP	LOC5568474|XP_021695989.1|AAEG
OG0004897	LOC119081407|XP_037046196.1|BCOP	LOC5568466|XP_001652305.2|AAEG
OG0004898	LOC119073887|XP_037035667.1|BCOP	LOC5568471|XP_021695999.1|AAEG
OG0004899	LOC119079716|XP_037043667.1|BCOP	LOC110675397|XP_021696008.1|AAEG
OG0004900	LOC119079987|XP_037044039.1|BCOP	LOC5573478|XP_021696015.1|AAEG
OG0004901	LOC119079334|XP_037043047.1|BCOP	LOC5573480|XP_001654630.1|AAEG
OG0004902	LOC119070375|XP_037030578.1|BCOP	LOC5577803|XP_001663565.2|AAEG
OG0004903	LOC119084961|XP_037051004.1|BCOP	LOC5577802|XP_021696032.1|AAEG
OG0004904	LOC119074005|XP_037035834.1|BCOP	LOC5575912|XP_001662288.2|AAEG
OG0004905	LOC119073847|XP_037035584.1|BCOP	LOC5566323|XP_021696047.1|AAEG
OG0004906	LOC119080319|XP_037044488.1|BCOP	LOC5575484|XP_021696065.1|AAEG
OG0004907	LOC119080380|XP_037044582.1|BCOP	LOC5578178|XP_021696080.1|AAEG
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	LOC5574115|XP_021696086.1|AAEG
OG0004909	LOC119071877|XP_037032854.1|BCOP	LOC5574099|XP_021696099.1|AAEG
OG0004910	LOC119071865|XP_037032825.1|BCOP	LOC5573286|XP_021696108.1|AAEG
OG0004911	LOC119077381|XP_037040472.1|BCOP	LOC5574089|XP_001661159.1|AAEG
OG0004912	LOC119080320|XP_037044493.1|BCOP	LOC5565111|XP_001649458.1|AAEG
OG0004913	LOC119084868|XP_037050900.1|BCOP	LOC5572879|XP_001654230.1|AAEG
OG0004914	LOC119076239|XP_037038800.1|BCOP	LOC5572883|XP_001654238.1|AAEG
OG0004915	LOC119075480|XP_037037825.1|BCOP	LOC5572890|XP_001654241.1|AAEG
OG0004916	LOC119080698|XP_037045046.1|BCOP	LOC5572892|XP_021696207.1|AAEG
OG0004917	LOC119074973|XP_037037271.1|BCOP	LOC5569891|XP_021696240.1|AAEG
OG0004918	LOC119073188|XP_037034394.1|BCOP	LOC5569896|XP_021696242.1|AAEG
OG0004919	LOC119081123|XP_037045761.1|BCOP	LOC5569894|XP_001658793.2|AAEG
OG0004920	LOC119076625|XP_037039390.1|BCOP	LOC5569897|XP_001658795.2|AAEG
OG0004921	LOC119075016|XP_037037322.1|BCOP	LOC5569899|XP_021696250.1|AAEG
OG0004922	LOC119067779|XP_037026813.1|BCOP	LOC5574844|XP_021696259.1|AAEG
OG0004923	LOC119079333|XP_037043051.1|BCOP	LOC5574842|XP_001661672.2|AAEG
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	LOC5579986|XP_001660252.2|AAEG
OG0004925	LOC119083668|XP_037049348.1|BCOP	LOC23687540|XP_021696286.1|AAEG
OG0004926	LOC119086074|XP_037052548.1|BCOP	LOC5579997|XP_001660263.1|AAEG
OG0004927	LOC119073245|XP_037034460.1|BCOP	LOC5570466|XP_021696313.1|AAEG
OG0004928	LOC119083561|XP_037049175.1|BCOP	LOC5577066|XP_021696339.1|AAEG
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	LOC5577072|XP_001663169.2|AAEG
OG0004930	LOC119081722|XP_037046759.1|BCOP	LOC5571872|XP_001659983.2|AAEG
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	LOC5570512|XP_001659200.1|AAEG
OG0004932	LOC119073436|XP_037034812.1|BCOP	LOC5570507|XP_001659195.2|AAEG
OG0004933	LOC119079833|XP_037043794.1|BCOP	LOC5570506|XP_001659194.1|AAEG
OG0004934	LOC119079265|XP_037042938.1|BCOP	LOC5570504|XP_001659193.1|AAEG
OG0004935	LOC119080367|XP_037044559.1|BCOP	LOC5570534|XP_021696448.1|AAEG
OG0004936	LOC119080314|XP_037044484.1|BCOP	LOC23687720|XP_021696450.1|AAEG
OG0004937	LOC119081616|XP_037046557.1|BCOP	LOC5570537|XP_001659181.2|AAEG
OG0004938	LOC119079896|XP_037043880.1|BCOP	LOC5567635|XP_021696489.1|AAEG
OG0004939	LOC119077464|XP_037040565.1|BCOP	LOC5567623|XP_021696505.1|AAEG
OG0004940	LOC119077365|XP_037040445.1|BCOP	LOC5563894|XP_021696516.1|AAEG
OG0004941	LOC119079991|XP_037044049.1|BCOP	LOC5576608|XP_021696518.1|AAEG
OG0004942	LOC119076517|XP_037039201.1|BCOP	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG
OG0004943	LOC119076891|XP_037039794.1|BCOP	LOC5564098|XP_001648424.1|AAEG
OG0004944	LOC119081254|XP_037045884.1|BCOP	LOC5566278|XP_021696528.1|AAEG
OG0004945	LOC119071639|XP_037032495.1|BCOP	LOC5570089|XP_001653076.1|AAEG
OG0004946	LOC119066317|XP_037024601.1|BCOP	LOC5568099|XP_021696622.1|AAEG
OG0004947	LOC119084690|XP_037050665.1|BCOP	LOC23687936|XP_011493344.1|AAEG
OG0004948	LOC119076038|XP_037038560.1|BCOP	LOC5568105|XP_021702168.1|AAEG
OG0004949	LOC119076222|XP_037038775.1|BCOP	LOC5568106|XP_021696641.1|AAEG
OG0004950	LOC119073892|XP_037035675.1|BCOP	LOC5568107|XP_021696646.1|AAEG
OG0004951	LOC119068251|XP_037027682.1|BCOP	LOC5568110|XP_021696649.1|AAEG
OG0004952	LOC119077106|XP_037040164.1|BCOP	LOC5568111|XP_001652050.1|AAEG
OG0004953	LOC119084905|XP_037050955.1|BCOP	LOC5568113|XP_001652052.1|AAEG
OG0004954	LOC119073320|XP_037034605.1|BCOP	LOC5568119|XP_001652058.1|AAEG
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	LOC5574279|XP_001661327.1|AAEG
OG0004956	LOC119079417|XP_037043215.1|BCOP	LOC5574290|XP_021696709.1|AAEG
OG0004957	LOC119073733|XP_037035260.1|BCOP	LOC5566334|XP_021696744.1|AAEG
OG0004958	LOC119081433|XP_037046249.1|BCOP	LOC5566350|XP_021702394.1|AAEG
OG0004959	LOC119074040|XP_037035881.1|BCOP	LOC5566351|XP_001650745.2|AAEG
OG0004960	LOC119078298|XP_037041687.1|BCOP	LOC5566352|XP_021696768.1|AAEG
OG0004961	LOC119084962|XP_037051006.1|BCOP	LOC5578958|XP_001664137.1|AAEG
OG0004962	LOC119073263|XP_037034536.1|BCOP	LOC110675613|XP_021696773.1|AAEG
OG0004963	LOC119084801|XP_037050763.1|BCOP	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG
OG0004964	LOC119081263|XP_037045899.1|BCOP	LOC5566214|XP_021696852.1|AAEG
OG0004965	LOC119080539|XP_037044848.1|BCOP	LOC5565657|XP_001650015.1|AAEG
OG0004966	LOC119080490|XP_037044777.1|BCOP	LOC5565667|XP_021696881.1|AAEG
OG0004967	LOC119081371|XP_037046145.1|BCOP	LOC5565658|XP_001650006.1|AAEG
OG0004968	LOC119080918|XP_037045429.1|BCOP	LOC5573786|XP_021696913.1|AAEG
OG0004969	LOC119083682|XP_037049362.1|BCOP	LOC5573764|XP_001654793.1|AAEG
OG0004970	LOC119080913|XP_037045415.1|BCOP	LOC110675656|XP_021696914.1|AAEG
OG0004971	LOC119080915|XP_037045420.1|BCOP	LOC5573765|XP_021696915.1|AAEG
OG0004972	LOC119080925|XP_037045440.1|BCOP	LOC110675657|XP_021696922.1|AAEG
OG0004973	LOC119080934|XP_037045449.1|BCOP	LOC5573778|XP_001654799.1|AAEG
OG0004974	LOC119080720|XP_037045101.1|BCOP	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG
OG0004975	LOC119080177|XP_037044298.1|BCOP	LOC5565225|XP_001649547.1|AAEG
OG0004976	LOC119082796|XP_037048338.1|BCOP	LOC5565227|XP_021696981.1|AAEG
OG0004977	LOC119073470|XP_037034870.1|BCOP	LOC5574032|XP_001661121.1|AAEG
OG0004978	LOC119084805|XP_037050771.1|BCOP	LOC5574826|XP_021697011.1|AAEG
OG0004979	LOC119080645|XP_037044953.1|BCOP	LOC5579980|XP_001658607.2|AAEG
OG0004980	LOC119071510|XP_037032268.1|BCOP	LOC5568319|XP_021697069.1|AAEG
OG0004981	LOC119071300|XP_037032073.1|BCOP	LOC5568313|XP_001652190.1|AAEG
OG0004982	LOC119071251|XP_037031984.1|BCOP	LOC5568312|XP_001652189.1|AAEG
OG0004983	LOC119073305|XP_037034582.1|BCOP	LOC5568306|XP_001652183.1|AAEG
OG0004984	LOC119073303|XP_037034580.1|BCOP	LOC5568305|XP_021697087.1|AAEG
OG0004985	LOC119083866|XP_037049567.1|BCOP	LOC5568289|XP_001652165.1|AAEG
OG0004986	LOC119072209|XP_037033277.1|BCOP	LOC5576962|XP_001663057.1|AAEG
OG0004987	LOC119080661|XP_037044980.1|BCOP	LOC5565246|XP_021697111.1|AAEG
OG0004988	LOC119080695|XP_037045039.1|BCOP	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG
OG0004989	LOC119080758|XP_037045213.1|BCOP	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG
OG0004990	LOC119073677|XP_037035179.1|BCOP	LOC110675733|XP_021697146.1|AAEG
OG0004991	LOC119080383|XP_037044585.1|BCOP	LOC5572690|XP_001660510.1|AAEG
OG0004992	LOC119080381|XP_037044583.1|BCOP	LOC5572691|XP_001660509.1|AAEG
OG0004994	LOC119077236|XP_037040301.1|BCOP	LOC5571602|XP_001653714.2|AAEG
OG0004997	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP	LOC5566658|XP_021697337.1|AAEG
OG0004998	LOC119080350|XP_037044547.1|BCOP	LOC5570732|XP_021697365.1|AAEG
OG0004999	LOC119085242|XP_037051460.1|BCOP	LOC5570738|XP_001659327.1|AAEG
OG0005000	LOC119073414|XP_037034757.1|BCOP	LOC5564517|XP_001648857.2|AAEG
OG0005001	LOC119075762|XP_037038201.1|BCOP	LOC5570740|XP_021695187.1|AAEG
OG0005002	LOC119077769|XP_037040978.1|BCOP	LOC5578811|XP_001657178.1|AAEG
OG0005003	LOC119080535|XP_037044843.1|BCOP	LOC5571387|XP_021697409.1|AAEG
OG0005004	LOC119081614|XP_037046555.1|BCOP	LOC5571388|XP_001653637.1|AAEG
OG0005005	LOC119079297|XP_037042979.1|BCOP	LOC5576086|XP_021697447.1|AAEG
OG0005006	LOC119079664|XP_037043609.1|BCOP	LOC5567090|XP_021697448.1|AAEG
OG0005007	LOC119079272|XP_037042946.1|BCOP	LOC5567089|XP_021697452.1|AAEG
OG0005008	LOC119079683|XP_037043635.1|BCOP	LOC5567088|XP_021697462.1|AAEG
OG0005009	LOC119073419|XP_037034759.1|BCOP	LOC5576079|XP_001662410.1|AAEG
OG0005010	LOC119078133|XP_037041530.1|BCOP	LOC5576084|XP_001662406.2|AAEG
OG0005011	LOC119072370|XP_037033460.1|BCOP	LOC5574423|XP_021697465.1|AAEG
OG0005012	LOC119080448|XP_037044708.1|BCOP	LOC5575240|XP_021697536.1|AAEG
OG0005013	LOC119074550|XP_037036624.1|BCOP	LOC5569427|XP_021697567.1|AAEG
OG0005015	LOC119079346|XP_037043071.1|BCOP	LOC5574064|XP_021697593.1|AAEG
OG0005016	LOC119074671|XP_037036853.1|BCOP	LOC5567751|XP_021697603.1|AAEG
OG0005017	LOC119066121|XP_037024300.1|BCOP	LOC5572753|XP_001660573.2|AAEG
OG0005018	LOC119076971|XP_037039962.1|BCOP	LOC5572751|XP_021697622.1|AAEG
OG0005019	LOC119076429|XP_037039073.1|BCOP	LOC5572750|XP_001660577.1|AAEG
OG0005020	LOC119081392|XP_037046174.1|BCOP	LOC5572764|XP_001660585.2|AAEG
OG0005021	LOC119077651|XP_037040766.1|BCOP	LOC5571961|XP_021697657.1|AAEG
OG0005022	LOC119068432|XP_037027897.1|BCOP	LOC5571962|XP_001660065.2|AAEG
OG0005023	LOC119079831|XP_037043792.1|BCOP	LOC5571963|XP_021697663.1|AAEG
OG0005024	LOC119076642|XP_037039408.1|BCOP	LOC5576174|XP_001662520.2|AAEG
OG0005025	LOC119074896|XP_037037138.1|BCOP	LOC5571701|XP_001659843.2|AAEG
OG0005026	LOC119081220|XP_037045839.1|BCOP	LOC5571697|XP_021697701.1|AAEG
OG0005027	LOC119073701|XP_037035196.1|BCOP	LOC110675125|XP_021695198.1|AAEG
OG0005028	LOC119068477|XP_037027983.1|BCOP	LOC5565749|XP_021697723.1|AAEG
OG0005029	LOC119075588|XP_037037955.1|BCOP	LOC5565562|XP_021697725.1|AAEG
OG0005030	LOC119068277|XP_037027706.1|BCOP	LOC5565537|XP_021697742.1|AAEG
OG0005031	LOC119086060|XP_037052530.1|BCOP	LOC110675957|XP_021697752.1|AAEG
OG0005032	LOC119076635|XP_037039398.1|BCOP	LOC5564450|XP_021697772.1|AAEG
OG0005033	LOC119081726|XP_037046767.1|BCOP	LOC5578584|XP_021697776.1|AAEG
OG0005034	LOC119081823|XP_037046954.1|BCOP	LOC5564462|XP_021697781.1|AAEG
OG0005035	LOC119080717|XP_037045094.1|BCOP	LOC5564457|XP_001648798.2|AAEG
OG0005036	LOC119067221|XP_037025963.1|BCOP	LOC5564447|XP_001648794.1|AAEG
OG0005037	LOC119073608|XP_037035078.1|BCOP	LOC5570338|XP_001653167.1|AAEG
OG0005038	LOC119075194|XP_037037482.1|BCOP	LOC5563743|XP_001648026.2|AAEG
OG0005039	LOC119070323|XP_037030486.1|BCOP	LOC5578033|XP_001663661.1|AAEG
OG0005040	LOC119073817|XP_037035489.1|BCOP	LOC5563747|XP_021697834.1|AAEG
OG0005041	LOC119081329|XP_037046011.1|BCOP	LOC5565967|XP_001650335.1|AAEG
OG0005042	LOC119084797|XP_037050757.1|BCOP	LOC5576552|XP_001656152.1|AAEG
OG0005043	LOC119073901|XP_037035685.1|BCOP	LOC5578594|XP_001657016.1|AAEG
OG0005044	LOC119069510|XP_037029486.1|BCOP	LOC5578596|XP_021697872.1|AAEG
OG0005045	LOC119066172|XP_037024369.1|BCOP	LOC5578833|XP_001657186.1|AAEG
OG0005046	LOC119078148|XP_037041519.1|BCOP	LOC5573518|XP_001660910.1|AAEG
OG0005047	LOC119080703|XP_037045057.1|BCOP	LOC5574930|XP_001661733.1|AAEG
OG0005048	LOC119073804|XP_037035460.1|BCOP	LOC5574929|XP_021697880.1|AAEG
OG0005049	LOC119077285|XP_037040331.1|BCOP	LOC110675138|XP_021695211.1|AAEG
OG0005050	LOC119082843|XP_037048397.1|BCOP	LOC5575134|XP_021697902.1|AAEG
OG0005051	LOC119080690|XP_037045023.1|BCOP	LOC5575142|XP_001655519.1|AAEG
OG0005052	LOC119080743|XP_037045187.1|BCOP	LOC5575145|XP_001655522.2|AAEG
OG0005053	LOC119084626|XP_037050589.1|BCOP	LOC5577080|XP_001656318.2|AAEG
OG0005054	LOC119073254|XP_037034514.1|BCOP	LOC5564816|XP_021697931.1|AAEG
OG0005055	LOC119083451|XP_037049073.1|BCOP	LOC5571184|XP_001653501.2|AAEG
OG0005056	LOC119073358|XP_037034655.1|BCOP	LOC5573486|XP_021697946.1|AAEG
OG0005057	LOC119080191|XP_037044325.1|BCOP	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC119073798|XP_037035428.1|BCOP	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC119081776|XP_037046877.1|BCOP	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC119081749|XP_037046819.1|BCOP	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC119068733|XP_037028325.1|BCOP	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC119083564|XP_037049183.1|BCOP	LOC5568141|XP_001652085.2|AAEG
OG0005063	LOC119079879|XP_037043857.1|BCOP	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC119080420|XP_037044655.1|BCOP	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC119073445|XP_037034831.1|BCOP	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC119073516|XP_037034937.1|BCOP	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC119073946|XP_037035716.1|BCOP	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC119084242|XP_037050037.1|BCOP	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC119074502|XP_037036552.1|BCOP	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC119073865|XP_037035627.1|BCOP	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC119073318|XP_037034603.1|BCOP	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC119079369|XP_037043134.1|BCOP	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC119084020|XP_037049731.1|BCOP	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC119079755|XP_037043732.1|BCOP	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC119073709|XP_037035216.1|BCOP	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC119081356|XP_037046100.1|BCOP	LOC5564246|XP_001648589.2|AAEG
OG0005078	LOC119066068|XP_037024191.1|BCOP	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC119083647|XP_037049312.1|BCOP	LOC5568868|XP_021698382.1|AAEG
OG0005081	LOC119081654|XP_037046631.1|BCOP	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC119073347|XP_037034636.1|BCOP	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC119066271|XP_037024524.1|BCOP	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC119080906|XP_037045392.1|BCOP	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC119074188|XP_037036076.1|BCOP	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC119074143|XP_037036035.1|BCOP	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC119079836|XP_037043797.1|BCOP	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC119081623|XP_037046566.1|BCOP	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC119081622|XP_037046565.1|BCOP	LOC5570792|XP_021698592.1|AAEG
OG0005090	LOC119078736|XP_037042313.1|BCOP	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	LOC119074079|XP_037035920.1|BCOP	LOC5570787|XP_021698607.1|AAEG
OG0005092	LOC119080297|XP_037044466.1|BCOP	LOC5577894|XP_001663601.1|AAEG
OG0005093	LOC119073538|XP_037034978.1|BCOP	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	LOC119079921|XP_037043911.1|BCOP	LOC5565863|XP_021698649.1|AAEG
OG0005095	LOC119073356|XP_037034653.1|BCOP	LOC5576960|XP_021698661.1|AAEG
OG0005096	LOC119084417|XP_037050285.1|BCOP	LOC5571409|XP_001653657.3|AAEG
OG0005098	LOC119073864|XP_037035626.1|BCOP	LOC5572535|XP_021698688.1|AAEG
OG0005099	LOC119080633|XP_037044937.1|BCOP	LOC5572299|XP_021698718.1|AAEG
OG0005100	LOC119066591|XP_037025080.1|BCOP	LOC5572298|XP_001653986.2|AAEG
OG0005101	LOC119074464|XP_037036500.1|BCOP	LOC5572288|XP_001653974.1|AAEG
OG0005102	LOC119066109|XP_037024286.1|BCOP	LOC5564765|XP_021698732.1|AAEG
OG0005103	LOC119079440|XP_037043248.1|BCOP	LOC5572268|XP_001653953.1|AAEG
OG0005104	LOC119079442|XP_037043250.1|BCOP	LOC5572267|XP_001653952.2|AAEG
OG0005105	LOC119081464|XP_037046348.1|BCOP	LOC5572211|XP_001653879.2|AAEG
OG0005106	LOC119077367|XP_037040448.1|BCOP	LOC5572202|XP_021698787.1|AAEG
OG0005107	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP	LOC5572201|XP_021698796.1|AAEG
OG0005108	LOC119081331|XP_037046016.1|BCOP	LOC5572192|XP_001653853.2|AAEG
OG0005109	LOC119071266|XP_037032021.1|BCOP	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	LOC119073753|XP_037035307.1|BCOP	LOC5571717|XP_001659861.2|AAEG
OG0005111	LOC119073619|XP_037035096.1|BCOP	LOC5565821|XP_021698845.1|AAEG
OG0005112	LOC119065986|XP_037024091.1|BCOP	LOC5565822|XP_021698848.1|AAEG
OG0005113	LOC119073658|XP_037035156.1|BCOP	LOC5575065|XP_021698849.1|AAEG
OG0005114	LOC119072473|XP_037033595.1|BCOP	LOC5566031|XP_001650398.1|AAEG
OG0005115	LOC119074317|XP_037036269.1|BCOP	LOC5566006|XP_021698874.1|AAEG
OG0005116	LOC119081577|XP_037046506.1|BCOP	LOC110676223|XP_021698919.1|AAEG
OG0005117	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP	LOC110676224|XP_021698930.1|AAEG
OG0005118	LOC119073554|XP_037035005.1|BCOP	LOC5573712|XP_011493552.2|AAEG
