Orthogroup	DERE.longest_only	AAEG.longest_only
OG0003541	LOC26526003|XP_026831524.1|DERE	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC6541505|XP_026835487.1|DERE	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC6555579|XP_001982496.1|DERE	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC6544708|XP_026833149.1|DERE	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC6543984|XP_001973725.1|DERE	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC6545482|XP_001973378.1|DERE	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC6547888|XP_001976432.1|DERE	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC6540663|XP_015014563.1|DERE	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC6540715|XP_001970341.2|DERE	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC6542545|XP_001969094.1|DERE	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC6546663|XP_001974575.1|DERE	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC6547248|XP_001976134.1|DERE	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC6541937|XP_026834995.1|DERE	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC6544219|XP_001973035.2|DERE	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC6544351|XP_015013352.1|DERE	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC6546158|XP_026832554.1|DERE	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC6546405|XP_001973550.1|DERE	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC6543953|XP_026832336.1|DERE	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC6545182|XP_026832330.1|DERE	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC6544388|XP_001971482.1|DERE	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC6547788|XP_001974943.2|DERE	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC6546551|XP_026837033.1|DERE	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC6553903|XP_001979576.1|DERE	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC6544429|XP_001971461.1|DERE	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC6544352|XP_026832919.1|DERE	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC6552367|XP_015009988.2|DERE	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC6548851|XP_001975417.1|DERE	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC6542228|XP_026834351.1|DERE	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC6546517|XP_001971270.1|DERE	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC6541809|XP_001970619.1|DERE	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC6543708|XP_015013293.1|DERE	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC6547033|XP_026836090.1|DERE	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC6549515|XP_001975697.1|DERE	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC6544043|XP_001971967.1|DERE	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC6544806|XP_001973185.1|DERE	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC6543695|XP_001972969.1|DERE	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC6544636|XP_001972026.1|DERE	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC6544490|XP_001971473.1|DERE	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC6546975|XP_001974617.1|DERE	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC6547406|XP_001974823.1|DERE	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC6545686|XP_015013535.2|DERE	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC6543580|XP_001972293.1|DERE	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC6543177|XP_001969074.1|DERE	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC6542109|XP_001969113.1|DERE	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC6546249|XP_001972856.1|DERE	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC6555866|XP_001982743.2|DERE	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC6540942|XP_001968257.1|DERE	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC6553713|XP_001980357.3|DERE	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC113564356|XP_026837130.1|DERE	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC6546453|XP_026832489.1|DERE	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC6545603|XP_015013627.1|DERE	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC6544925|XP_001972544.1|DERE	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC6543944|XP_026832348.1|DERE	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC6544434|XP_001971466.1|DERE	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC6546766|XP_026836456.1|DERE	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC6541464|XP_001970739.1|DERE	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC6541647|XP_001970748.1|DERE	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC6544005|XP_001971897.1|DERE	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC6545814|XP_015013370.1|DERE	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC6541070|XP_015014795.1|DERE	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC6547938|XP_026836223.1|DERE	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC6545721|XP_026832395.1|DERE	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC6548732|XP_001973983.3|DERE	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC6554248|XP_001982097.1|DERE	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC6546782|XP_026836351.1|DERE	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC6546823|XP_001974580.1|DERE	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC6546098|XP_001972255.1|DERE	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC6541050|XP_001970361.1|DERE	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC6546389|XP_001972879.1|DERE	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC6545053|XP_001971560.1|DERE	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC6547828|XP_001974975.1|DERE	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC6542147|XP_001970607.1|DERE	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC6541721|XP_001970606.1|DERE	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC6547897|XP_001976391.1|DERE	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC6546654|XP_001974497.1|DERE	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC6546584|XP_001975898.2|DERE	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC6546585|XP_026837026.1|DERE	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC6546625|XP_026836662.1|DERE	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC6547968|XP_001976561.1|DERE	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC6545032|XP_001971564.1|DERE	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC6545031|XP_026832665.1|DERE	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC6549547|XP_001975753.1|DERE	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC6547868|XP_001976447.1|DERE	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC6542630|XP_001970609.1|DERE	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC6548986|XP_015011694.1|DERE	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC6547298|XP_001974724.1|DERE	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC6541079|XP_015015408.1|DERE	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC6549585|XP_001975819.1|DERE	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC6547947|XP_001976549.1|DERE	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC6545522|XP_001973363.1|DERE	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC6544039|XP_001971963.1|DERE	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC6546648|XP_001975857.1|DERE	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC6545772|XP_001971639.2|DERE	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC6545934|XP_026832632.1|DERE	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC6541066|XP_001970368.1|DERE	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC6546796|XP_001975890.1|DERE	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC6545854|XP_026832407.1|DERE	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC6542445|XP_001969340.1|DERE	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC6548346|XP_001975517.1|DERE	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC6547857|XP_001975040.1|DERE	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC6542110|XP_026835339.1|DERE	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC6548240|XP_001976567.1|DERE	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC6543120|XP_001969115.1|DERE	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC6546292|XP_001971315.1|DERE	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC6543673|XP_001971371.1|DERE	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC6545591|XP_001972148.1|DERE	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC6540967|XP_001968744.1|DERE	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC6555320|XP_001981881.1|DERE	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC6550750|XP_001978047.1|DERE	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC6554232|XP_001981249.1|DERE	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC6545243|XP_001972567.2|DERE	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC6545551|XP_001973390.1|DERE	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC6543903|XP_001972974.2|DERE	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC6549283|XP_001974245.1|DERE	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC6545164|XP_001972572.2|DERE	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC6543553|XP_001972306.1|DERE	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC6552000|XP_001980808.1|DERE	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC6545784|XP_001973420.1|DERE	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC6544855|XP_026832856.1|DERE	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC6546153|XP_001971296.1|DERE	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC6543595|XP_001973597.1|DERE	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC6544399|XP_001972029.1|DERE	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC26526615|XP_026832899.1|DERE	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC6541413|XP_001969067.1|DERE	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC6542446|XP_001970732.1|DERE	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC6546035|XP_001971724.1|DERE	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC6542829|XP_026839327.1|DERE	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC6547550|XP_001976171.1|DERE	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC6547551|XP_001976172.1|DERE	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC6547863|XP_026836931.1|DERE	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC6555274|XP_001981839.1|DERE	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC6548026|XP_001975183.1|DERE	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC6548776|XP_026835893.1|DERE	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC6541550|XP_001970536.1|DERE	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC6542801|XP_015014600.1|DERE	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC26526215|XP_015014242.1|DERE	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC6543570|XP_001971830.3|DERE	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC6543565|XP_001971825.1|DERE	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC6546825|XP_001974582.1|DERE	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC6548848|XP_001975462.1|DERE	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC6553670|XP_001980412.1|DERE	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC6549523|XP_001975815.2|DERE	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC6545822|XP_001972175.1|DERE	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC6545481|XP_026833289.1|DERE	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC6543376|XP_001969133.2|DERE	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC6546570|XP_001974560.1|DERE	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC6546658|XP_001974501.1|DERE	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC6544239|XP_026832783.1|DERE	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC6546354|XP_026833192.1|DERE	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC6543793|XP_001973141.2|DERE	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC6541648|XP_001970625.1|DERE	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC6544827|XP_001970985.1|DERE	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC6545261|XP_001973251.1|DERE	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC6543612|XP_001972943.1|DERE	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC6546609|XP_001976045.2|DERE	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC6542280|XP_026835182.1|DERE	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC6545977|XP_001972186.1|DERE	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC6548257|XP_026836880.1|DERE	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC6548406|XP_001976672.1|DERE	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC6542295|XP_001970231.1|DERE	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC6545536|XP_001972704.1|DERE	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC6543761|XP_001971355.1|DERE	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC6543614|XP_001972945.1|DERE	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC6543114|XP_026835501.1|DERE	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC6544633|XP_001972023.1|DERE	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC6545577|XP_026833103.1|DERE	LOC5575064|XP_021698851.1|AAEG
OG0003709	LOC6546620|XP_001975836.1|DERE	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC6546619|XP_001975835.1|DERE	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC6545571|XP_001973350.1|DERE	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC6549330|XP_001975630.1|DERE	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC6547471|XP_001974923.3|DERE	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC6547472|XP_001974924.1|DERE	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC6545720|XP_001971673.1|DERE	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC6544946|XP_001972619.1|DERE	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC6543937|XP_001973027.1|DERE	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC6544397|XP_001971698.1|DERE	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC6545532|XP_001972700.1|DERE	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC6549934|XP_001978682.1|DERE	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC6546679|XP_001974506.1|DERE	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC6544050|XP_026833936.1|DERE	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC6545818|XP_026833845.1|DERE	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC6544668|XP_001972005.1|DERE	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC6545307|XP_015013931.1|DERE	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC6544333|XP_001971984.1|DERE	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC6543538|XP_026833274.1|DERE	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC6553264|XP_001980154.1|DERE	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC6545941|XP_015013528.1|DERE	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC6546372|XP_015013466.1|DERE	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC6543751|XP_001971869.1|DERE	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC6544010|XP_001972329.1|DERE	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC6545690|XP_015013560.1|DERE	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC6545237|XP_026833317.1|DERE	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC6547988|XP_001976490.1|DERE	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC6547016|XP_001974703.1|DERE	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC6548467|XP_001975186.1|DERE	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC6547342|XP_001976295.2|DERE	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC6543353|XP_026834682.1|DERE	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC6543061|XP_001970620.1|DERE	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC6545691|XP_026832590.1|DERE	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC6544988|XP_001973280.1|DERE	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC6541356|XP_001970541.2|DERE	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC6541178|XP_001970618.1|DERE	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC6546543|XP_001975908.1|DERE	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC6547658|XP_015012206.1|DERE	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC6545027|XP_001972523.1|DERE	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC6545025|XP_001972521.2|DERE	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC6544598|XP_001972518.1|DERE	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC6545024|XP_001972520.1|DERE	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC6544597|XP_026833321.1|DERE	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC6543912|XP_015014018.1|DERE	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC6544847|XP_001971537.1|DERE	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC6544849|XP_026832494.1|DERE	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC6543908|XP_001972979.2|DERE	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC6541655|XP_001970840.1|DERE	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC6548434|XP_001976686.1|DERE	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC6547295|XP_026835729.1|DERE	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC6545866|XP_015013378.1|DERE	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC6546763|XP_026835817.1|DERE	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC6545809|XP_026833841.1|DERE	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC6545807|XP_026833838.1|DERE	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC6545186|XP_015013862.1|DERE	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC6545280|XP_026833412.1|DERE	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC6540924|XP_001969579.1|DERE	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC6551198|XP_001976930.1|DERE	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC6546598|XP_001975486.1|DERE	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC6547170|XP_001976087.1|DERE	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC6547175|XP_001976092.1|DERE	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC6555886|XP_026839005.1|DERE	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC6545803|XP_026832446.1|DERE	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC6545051|XP_001971558.1|DERE	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC6541781|XP_001969126.1|DERE	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC6541329|XP_001969130.2|DERE	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC6550496|XP_001977811.1|DERE	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC6542901|XP_001970707.1|DERE	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC6543163|XP_026834672.1|DERE	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC6546872|XP_026836453.1|DERE	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC6547397|XP_026836672.1|DERE	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC6548134|XP_001975226.1|DERE	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC6555811|XP_026839220.1|DERE	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC6555776|XP_026837512.1|DERE	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC6554389|XP_001981512.1|DERE	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC6541054|XP_001970365.1|DERE	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC6542057|XP_001970846.1|DERE	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC6547042|XP_001974631.1|DERE	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC26526511|XP_015012812.1|DERE	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC6548054|XP_001976515.1|DERE	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC6542774|XP_015014611.1|DERE	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC6544492|XP_001971475.1|DERE	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC6553082|XP_015009447.1|DERE	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC6546783|XP_001974557.1|DERE	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC6548436|XP_001976688.1|DERE	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC6546699|XP_001974515.1|DERE	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC6545746|XP_026833117.1|DERE	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC6554537|XP_001981322.1|DERE	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC6540643|XP_026834100.1|DERE	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC6542264|XP_001969194.1|DERE	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC6547479|XP_001976275.3|DERE	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC6540613|XP_001968891.1|DERE	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC6549118|XP_026836834.1|DERE	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC6548914|XP_001974181.1|DERE	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC6554539|XP_001981324.1|DERE	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC6540582|XP_001968896.2|DERE	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC6542178|XP_001968121.2|DERE	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC6542882|XP_001970825.2|DERE	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC6540681|XP_026834284.1|DERE	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC6546218|XP_026832627.1|DERE	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC6549325|XP_001974330.1|DERE	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC6548640|XP_015012696.1|DERE	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC6547651|XP_001974809.1|DERE	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC6540971|XP_015015239.1|DERE	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC6542509|XP_026835510.1|DERE	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC6541280|XP_026835143.1|DERE	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC6553691|XP_001979421.1|DERE	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC26526813|XP_015012858.1|DERE	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC6543129|XP_001969306.1|DERE	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC6549261|XP_026836063.1|DERE	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC6543202|XP_001968629.1|DERE	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC6552454|XP_026838044.1|DERE	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC6549332|XP_001975632.1|DERE	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC6541728|XP_001970013.1|DERE	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC6541988|XP_001968329.1|DERE	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC6549313|XP_001974235.1|DERE	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC6543485|XP_001969213.1|DERE	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC6541390|XP_001969301.2|DERE	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC6542825|XP_001969304.1|DERE	LOC5570900|XP_021700654.1|AAEG
