Orthogroup	DERE.longest_only	DSUB.longest_only
OG0005806	LOC6554825|XP_001981998.1|DERE	LOC117898822|XP_034664377.1|DSUB
OG0005807	LOC6554789|XP_001981986.2|DERE	LOC117896997|XP_034661448.1|DSUB
OG0005808	LOC6550630|XP_001978142.1|DERE	LOC117903551|XP_034671645.1|DSUB
OG0005809	LOC6545419|XP_001971163.1|DERE	LOC117895579|XP_034659195.1|DSUB
OG0005810	LOC6553459|XP_001979256.1|DERE	LOC117896258|XP_034660340.1|DSUB
OG0005811	LOC6553460|XP_001979257.1|DERE	LOC117896261|XP_034660342.1|DSUB
OG0005812	LOC6551869|XP_001980819.1|DERE	LOC117897627|XP_034662487.1|DSUB
OG0005813	LOC6552211|XP_001980730.1|DERE	LOC117899020|XP_034664672.1|DSUB
OG0005814	LOC6552738|XP_001978982.2|DERE	LOC117897484|XP_034662238.1|DSUB
OG0005815	LOC6540980|XP_001970753.2|DERE	LOC117892329|XP_034654373.1|DSUB
OG0005816	LOC6554734|XP_001981069.1|DERE	LOC117899338|XP_034665167.1|DSUB
OG0005817	LOC6552923|XP_001980996.1|DERE	LOC117898936|XP_034664543.1|DSUB
OG0005818	LOC6554464|XP_026839791.1|DERE	LOC117897125|XP_034661668.1|DSUB
OG0005819	LOC6553004|XP_001979147.1|DERE	LOC117897006|XP_034661463.1|DSUB
OG0005820	LOC6553005|XP_001979148.1|DERE	LOC117897007|XP_034661464.1|DSUB
OG0005821	LOC6553052|XP_001979139.1|DERE	LOC117897399|XP_034662109.1|DSUB
OG0005822	LOC6540843|XP_001970103.1|DERE	LOC117902606|XP_034670008.1|DSUB
OG0005823	LOC6550193|XP_001977582.1|DERE	LOC117898302|XP_034663508.1|DSUB
OG0005824	LOC6552869|XP_001979977.1|DERE	LOC117899190|XP_034664943.1|DSUB
OG0005825	LOC6544538|XP_001972400.1|DERE	LOC117893267|XP_034655726.1|DSUB
OG0005826	LOC6544248|XP_001973815.2|DERE	LOC117898101|XP_034663172.1|DSUB
OG0005827	LOC6554576|XP_001981764.1|DERE	LOC117896443|XP_034660664.1|DSUB
OG0005828	LOC6545209|XP_001972100.1|DERE	LOC117895263|XP_034658677.1|DSUB
OG0005829	LOC6552678|XP_001980917.1|DERE	LOC117899492|XP_034665432.1|DSUB
OG0005830	LOC6543639|XP_001971843.1|DERE	LOC117893166|XP_034655534.1|DSUB
OG0005831	LOC6543679|XP_001971847.2|DERE	LOC117895319|XP_034658773.1|DSUB
OG0005832	LOC6543680|XP_001971848.2|DERE	LOC117895318|XP_034658772.1|DSUB
OG0005833	LOC6543713|XP_026833345.1|DERE	LOC117895165|XP_034658516.1|DSUB
OG0005834	LOC6543718|XP_001971861.1|DERE	LOC117895170|XP_034658524.1|DSUB
OG0005835	LOC6543723|XP_001971866.1|DERE	LOC117894490|XP_034657488.1|DSUB
OG0005836	LOC6546328|XP_001972940.2|DERE	LOC117894742|XP_034657832.1|DSUB
OG0005837	LOC6554826|XP_001981999.1|DERE	LOC117898821|XP_034664376.1|DSUB
OG0005838	LOC6552061|XP_026835220.1|DERE	LOC117897471|XP_034662213.1|DSUB
OG0005839	LOC6542706|XP_001968458.1|DERE	LOC117900223|XP_034666397.1|DSUB
OG0005840	LOC6551935|XP_001979679.1|DERE	LOC117898351|XP_034663575.1|DSUB
OG0005841	LOC6553308|XP_026831908.1|DERE	LOC117896147|XP_034660113.1|DSUB
OG0005842	LOC6555707|XP_001982551.1|DERE	LOC117891982|XP_034653752.1|DSUB
OG0005843	LOC6545838|XP_001972739.1|DERE	LOC117893896|XP_034656564.1|DSUB
OG0005844	LOC6545088|XP_001973274.1|DERE	LOC117894663|XP_034657730.1|DSUB
OG0005845	LOC6552299|XP_001978896.1|DERE	LOC117897147|XP_034661707.1|DSUB
OG0005846	LOC6552588|XP_026837708.1|DERE	LOC117898295|XP_034663442.1|DSUB
OG0005847	LOC6552459|XP_026831893.1|DERE	LOC117898905|XP_034664481.1|DSUB
OG0005848	LOC6550515|XP_026837645.1|DERE	LOC117893316|XP_034655798.1|DSUB
OG0005849	LOC6550608|XP_026837598.1|DERE	LOC117903529|XP_034671592.1|DSUB
OG0005850	LOC6550511|XP_001977986.1|DERE	LOC117903525|XP_034671535.1|DSUB
OG0005851	LOC6542618|XP_001970085.1|DERE	LOC117899972|XP_034666022.1|DSUB
OG0005852	LOC6553923|XP_001980570.1|DERE	LOC117898348|XP_034663570.1|DSUB
OG0005853	LOC6550166|XP_001977604.1|DERE	LOC117903873|XP_034672253.1|DSUB
OG0005854	LOC6553458|XP_026834639.1|DERE	LOC117896257|XP_034660339.1|DSUB
OG0005855	LOC6551066|XP_026837678.1|DERE	LOC117901407|XP_034668036.1|DSUB
OG0005856	LOC6550710|XP_026838334.1|DERE	LOC117902026|XP_034668979.1|DSUB
OG0005857	LOC6553935|XP_001979486.1|DERE	LOC117898524|XP_034663884.1|DSUB
OG0005858	LOC6553839|XP_001980478.1|DERE	LOC117898407|XP_034663666.1|DSUB
OG0005859	LOC6540704|XP_001968771.2|DERE	LOC117900548|XP_034666843.1|DSUB
OG0005860	LOC6553198|XP_026832010.1|DERE	LOC117898682|XP_034664156.1|DSUB
OG0005861	LOC6555415|XP_026836097.1|DERE	LOC117898934|XP_034664534.1|DSUB
OG0005862	LOC6542877|XP_026834999.1|DERE	LOC117890547|XP_034651362.1|DSUB
OG0005863	LOC6547886|XP_001976430.1|DERE	LOC117890909|XP_034651914.1|DSUB
OG0005864	LOC6552589|XP_001980898.1|DERE	LOC117898296|XP_034663458.1|DSUB
OG0005865	LOC6554714|XP_001981964.1|DERE	LOC117896101|XP_034660044.1|DSUB
OG0005866	LOC6546996|XP_026836847.1|DERE	LOC117892419|XP_034654543.1|DSUB
OG0005867	LOC6541436|XP_026834944.1|DERE	LOC117901912|XP_034668768.1|DSUB
OG0005868	LOC26526846|XP_015012867.1|DERE	LOC117891041|XP_034652101.1|DSUB
OG0005869	LOC6551280|XP_026837262.1|DERE	LOC117889845|XP_034650233.1|DSUB
OG0005870	LOC6555660|XP_001982573.1|DERE	LOC117897311|XP_034661957.1|DSUB
OG0005871	LOC6551136|XP_001978282.1|DERE	LOC117894995|XP_034658236.1|DSUB
OG0005872	LOC6555412|XP_026839638.1|DERE	LOC117896470|XP_034660695.1|DSUB
OG0005873	LOC6552449|XP_001980867.1|DERE	LOC117898192|XP_034663302.1|DSUB
OG0005874	LOC6550650|XP_026837218.1|DERE	LOC117893273|XP_034655733.1|DSUB
OG0005875	LOC6541844|XP_015014752.1|DERE	LOC117891173|XP_034652387.1|DSUB
OG0005876	LOC6551011|XP_026837769.1|DERE	LOC117897198|XP_034661795.1|DSUB
OG0005877	LOC6550665|XP_001977993.1|DERE	LOC117891782|XP_034653384.1|DSUB
OG0005878	LOC6551181|XP_026837768.1|DERE	LOC117903188|XP_034670941.1|DSUB
OG0005879	LOC6550271|XP_015010785.1|DERE	LOC117891691|XP_034653172.1|DSUB
OG0005880	LOC6543922|XP_001973657.1|DERE	LOC117895682|XP_034659400.1|DSUB
OG0005881	LOC6544755|XP_001972760.1|DERE	LOC117894166|XP_034656958.1|DSUB
OG0005882	LOC6550557|XP_001977957.1|DERE	LOC117894046|XP_034656791.1|DSUB
OG0005883	LOC6544857|XP_001970996.1|DERE	LOC117894714|XP_034657786.1|DSUB
OG0005884	LOC6546228|XP_001973570.1|DERE	LOC117893476|XP_034655990.1|DSUB
OG0005885	LOC6545557|XP_001972683.1|DERE	LOC117894980|XP_034658211.1|DSUB
OG0005886	LOC6545760|XP_026832656.1|DERE	LOC117894400|XP_034657299.1|DSUB
OG0005887	LOC6544754|XP_015013985.2|DERE	LOC117894160|XP_034656947.1|DSUB
OG0005888	LOC6544166|XP_026832276.1|DERE	LOC117895542|XP_034659135.1|DSUB
OG0005889	LOC6545380|XP_001972587.3|DERE	LOC117893306|XP_034655775.1|DSUB
OG0005890	LOC6550926|XP_001976981.1|DERE	LOC117890536|XP_034651352.1|DSUB
OG0005891	LOC6544729|XP_015013922.1|DERE	LOC117895481|XP_034659051.1|DSUB
OG0005892	LOC6544367|XP_001972426.2|DERE	LOC117895073|XP_034658353.1|DSUB
OG0005893	LOC6544599|XP_001973061.1|DERE	LOC117893679|XP_034656259.1|DSUB
OG0005894	LOC6544600|XP_001973062.1|DERE	LOC117893680|XP_034656260.1|DSUB
OG0005895	LOC6544601|XP_001973063.1|DERE	LOC117893681|XP_034656261.1|DSUB
OG0005896	LOC6546058|XP_001973511.1|DERE	LOC117895207|XP_034658587.1|DSUB
OG0005897	LOC6545440|XP_015013945.1|DERE	LOC117894219|XP_034657026.1|DSUB
OG0005898	LOC6550715|XP_001978097.2|DERE	LOC117903641|XP_034671815.1|DSUB
OG0005899	LOC6542547|XP_001970628.1|DERE	LOC117890897|XP_034651882.1|DSUB
OG0005900	LOC6542207|XP_001968191.1|DERE	LOC117900230|XP_034666407.1|DSUB
OG0005901	LOC6548179|XP_001975088.1|DERE	LOC117889989|XP_034650463.1|DSUB
OG0005902	LOC6549619|XP_001975656.1|DERE	LOC117890737|XP_034651680.1|DSUB
OG0005903	LOC6551785|XP_001980598.3|DERE	LOC117899602|XP_034665616.1|DSUB
OG0005904	LOC6554246|XP_001982095.2|DERE	LOC117898566|XP_034663944.1|DSUB
OG0005905	LOC6545709|XP_015014095.1|DERE	LOC117895307|XP_034658758.1|DSUB
OG0005906	LOC6545252|XP_001973309.3|DERE	LOC117895721|XP_034659469.1|DSUB
OG0005907	LOC6545796|XP_001973424.1|DERE	LOC117894972|XP_034658200.1|DSUB
OG0005908	LOC6544412|XP_026833439.1|DERE	LOC117895834|XP_034659663.1|DSUB
OG0005909	LOC6543931|XP_015014157.1|DERE	LOC117893925|XP_034656597.1|DSUB
OG0005910	LOC6548525|XP_026835949.1|DERE	LOC117890432|XP_034651152.1|DSUB
OG0005911	LOC6548524|XP_001975406.1|DERE	LOC117890434|XP_034651154.1|DSUB
OG0005912	LOC113563681|XP_015011708.1|DERE	LOC117891599|XP_034653021.1|DSUB
OG0005913	LOC6554886|XP_001982241.1|DERE	LOC117897817|XP_034662758.1|DSUB
OG0005914	LOC6549210|XP_001975666.1|DERE	LOC117892337|XP_034654381.1|DSUB
OG0005915	LOC6549212|XP_001975668.1|DERE	LOC117892338|XP_034654382.1|DSUB
OG0005916	LOC6547818|XP_001975005.1|DERE	LOC117891656|XP_034653101.1|DSUB
OG0005917	LOC6547100|XP_001974780.1|DERE	LOC117891822|XP_034653450.1|DSUB
OG0005918	LOC6551506|XP_001978577.1|DERE	LOC117903814|XP_034672145.1|DSUB
OG0005919	LOC6543381|XP_001969173.1|DERE	LOC117891382|XP_034652712.1|DSUB
OG0005920	LOC6548866|XP_001975452.1|DERE	LOC117890463|XP_034651202.1|DSUB
OG0005921	LOC6543771|XP_001971199.1|DERE	LOC117893572|XP_034656135.1|DSUB
OG0005922	LOC6555712|XP_001982556.1|DERE	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB
OG0005923	LOC6544756|XP_001972479.1|DERE	LOC117894771|XP_034657885.1|DSUB
OG0005924	LOC6545531|XP_026832672.1|DERE	LOC117894777|XP_034657894.1|DSUB
OG0005925	LOC6545382|XP_001972589.1|DERE	LOC117894287|XP_034657137.1|DSUB
OG0005926	LOC6550518|XP_001977908.1|DERE	LOC117896346|XP_034660484.1|DSUB
OG0005927	LOC6552832|XP_026831547.1|DERE	LOC117899523|XP_034665472.1|DSUB
OG0005928	LOC6551576|XP_026838516.1|DERE	LOC117891169|XP_034652386.1|DSUB
OG0005929	LOC6545851|XP_001971190.1|DERE	LOC117893554|XP_034656100.1|DSUB
OG0005930	LOC6546602|XP_001976041.1|DERE	LOC117892424|XP_034654549.1|DSUB
OG0005931	LOC6541000|XP_001970756.1|DERE	LOC117890263|XP_034650911.1|DSUB
OG0005932	LOC26526815|XP_026836444.1|DERE	LOC117891686|XP_034653156.1|DSUB
OG0005933	LOC6542533|XP_001970396.1|DERE	LOC117892295|XP_034654329.1|DSUB
OG0005934	LOC6549132|XP_001975587.3|DERE	LOC117890526|XP_034651335.1|DSUB
OG0005935	LOC6544164|XP_001973765.2|DERE	LOC117892902|XP_034655092.1|DSUB
OG0005936	LOC6541733|XP_001970093.1|DERE	LOC117899970|XP_034666019.1|DSUB
OG0005937	LOC6544108|XP_001973763.1|DERE	LOC117893002|XP_034655247.1|DSUB
OG0005938	LOC6548335|XP_026836178.1|DERE	LOC117889946|XP_034650374.1|DSUB
OG0005939	LOC6550592|XP_001978169.1|DERE	LOC117901309|XP_034667913.1|DSUB
OG0005940	LOC6548198|XP_001975081.2|DERE	LOC117892084|XP_034653964.1|DSUB
OG0005941	LOC6548390|XP_001976471.1|DERE	LOC117891199|XP_034652426.1|DSUB
OG0005942	LOC6540960|XP_001970767.1|DERE	LOC117891757|XP_034653260.1|DSUB
OG0005943	LOC6543083|XP_026834091.1|DERE	LOC117892570|XP_034654783.1|DSUB
OG0005944	LOC6541037|XP_026835593.1|DERE	LOC117890963|XP_034651993.1|DSUB
OG0005945	LOC6547162|XP_001976163.1|DERE	LOC117890005|XP_034650486.1|DSUB
OG0005946	LOC6546711|XP_026835703.1|DERE	LOC117892590|XP_034654820.1|DSUB
OG0005947	LOC6548537|XP_026835780.1|DERE	LOC117892004|XP_034653781.1|DSUB
OG0005948	LOC6545254|XP_001973311.1|DERE	LOC117894860|XP_034658008.1|DSUB
OG0005949	LOC6543930|XP_001973665.3|DERE	LOC117893283|XP_034655740.1|DSUB
OG0005950	LOC6543228|XP_015014469.1|DERE	LOC117900461|XP_034666728.1|DSUB
OG0005951	LOC6546099|XP_026833466.1|DERE	LOC117895876|XP_034659765.1|DSUB
OG0005952	LOC6541284|XP_015014912.1|DERE	LOC117900460|XP_034666726.1|DSUB
OG0005953	LOC6548785|XP_001974064.1|DERE	LOC117899962|XP_034666008.1|DSUB
OG0005954	LOC6548781|XP_001974060.1|DERE	LOC117902666|XP_034670087.1|DSUB
OG0005955	LOC6551989|XP_001980797.1|DERE	LOC117896408|XP_034660615.1|DSUB
OG0005956	LOC6546751|XP_001974544.2|DERE	LOC117891737|XP_034653222.1|DSUB
OG0005957	LOC6554674|XP_001981966.1|DERE	LOC117896840|XP_034661250.1|DSUB
OG0005958	LOC6554504|XP_001981738.1|DERE	LOC117897502|XP_034662283.1|DSUB
OG0005959	LOC6542821|XP_001969355.1|DERE	LOC117900042|XP_034666122.1|DSUB
OG0005960	LOC6550209|XP_001977720.1|DERE	LOC117903456|XP_034671384.1|DSUB
OG0005961	LOC6548730|XP_001975400.1|DERE	LOC117891565|XP_034652977.1|DSUB
OG0005962	LOC6547592|XP_001974891.2|DERE	LOC117889880|XP_034650280.1|DSUB
OG0005963	LOC6543023|XP_001969834.1|DERE	LOC117901610|XP_034668320.1|DSUB
OG0005964	LOC6548303|XP_026836002.1|DERE	LOC117892009|XP_034653791.1|DSUB
OG0005965	LOC6542158|XP_001969138.2|DERE	LOC117890358|XP_034651043.1|DSUB
OG0005966	LOC6546831|XP_001975938.1|DERE	LOC117891057|XP_034652121.1|DSUB
OG0005967	LOC6547620|XP_026836555.1|DERE	LOC117891245|XP_034652482.1|DSUB
OG0005968	LOC6547757|XP_015011822.1|DERE	LOC117890402|XP_034651102.1|DSUB
OG0005969	LOC6548130|XP_001976507.3|DERE	LOC117891021|XP_034652075.1|DSUB
OG0005970	LOC6543546|XP_001972299.1|DERE	LOC117893807|XP_034656446.1|DSUB
OG0005971	LOC6549425|XP_001975705.1|DERE	LOC117891152|XP_034652298.1|DSUB
OG0005972	LOC6545927|XP_001973479.1|DERE	LOC117894241|XP_034657066.1|DSUB
OG0005973	LOC6545757|XP_001973401.1|DERE	LOC117894403|XP_034657305.1|DSUB
OG0005974	LOC6545233|XP_015014101.1|DERE	LOC117894693|XP_034657763.1|DSUB
OG0005975	LOC6545925|XP_001973477.1|DERE	LOC117894244|XP_034657074.1|DSUB
OG0005976	LOC113563678|XP_026838537.1|DERE	LOC117897712|XP_034662625.1|DSUB
OG0005977	LOC6547781|XP_001974936.1|DERE	LOC117892606|XP_034654838.1|DSUB
OG0005978	LOC6548276|XP_001975258.1|DERE	LOC117890081|XP_034650630.1|DSUB
OG0005979	LOC6549519|XP_001975811.1|DERE	LOC117892149|XP_034654085.1|DSUB
OG0005980	LOC6542640|XP_001970634.1|DERE	LOC117889986|XP_034650460.1|DSUB
OG0005981	LOC6551262|XP_015010915.1|DERE	LOC117896273|XP_034660370.1|DSUB
OG0005982	LOC6543077|XP_001970627.1|DERE	LOC117891792|XP_034653355.1|DSUB
OG0005983	LOC6550479|XP_001977823.1|DERE	LOC117892322|XP_034654369.1|DSUB
OG0005984	LOC6550064|XP_026837381.1|DERE	LOC117901080|XP_034667597.1|DSUB
OG0005985	LOC6551526|XP_001977169.1|DERE	LOC117898397|XP_034663649.1|DSUB
OG0005986	LOC6550169|XP_001977607.1|DERE	LOC117903855|XP_034672217.1|DSUB
OG0005987	LOC6551667|XP_015011054.1|DERE	LOC117903399|XP_034671278.1|DSUB
OG0005988	LOC6546956|XP_001976025.1|DERE	LOC117892191|XP_034654169.1|DSUB
OG0005989	LOC6549503|XP_001975725.1|DERE	LOC117891500|XP_034652880.1|DSUB
OG0005990	LOC6547040|XP_001974629.1|DERE	LOC117890028|XP_034650534.1|DSUB
OG0005991	LOC6541849|XP_001970401.1|DERE	LOC117892293|XP_034654326.1|DSUB
OG0005992	LOC6546344|XP_001972288.1|DERE	LOC117895440|XP_034658994.1|DSUB
OG0005993	LOC6546346|XP_015013208.1|DERE	LOC117895441|XP_034658996.1|DSUB
OG0005994	LOC6543821|XP_015014144.1|DERE	LOC117895779|XP_034659566.1|DSUB
OG0005995	LOC6545930|XP_001973482.1|DERE	LOC117893861|XP_034656523.1|DSUB
OG0005996	LOC6543927|XP_001973662.1|DERE	LOC117894795|XP_034657915.1|DSUB
OG0005997	LOC6547207|XP_001976156.1|DERE	LOC117890563|XP_034651388.1|DSUB
OG0005998	LOC6545951|XP_001972798.1|DERE	LOC117893211|XP_034655630.1|DSUB
OG0005999	LOC6545236|XP_001971028.1|DERE	LOC117895015|XP_034658257.1|DSUB
OG0006000	LOC6548484|XP_026836753.1|DERE	LOC117890704|XP_034651612.1|DSUB
OG0006001	LOC6544504|XP_015013265.1|DERE	LOC117893672|XP_034656252.1|DSUB
OG0006002	LOC6548017|XP_026836897.1|DERE	LOC117890370|XP_034651056.1|DSUB
OG0006003	LOC6545142|XP_026833295.1|DERE	LOC117895739|XP_034659497.1|DSUB
OG0006004	LOC6552094|XP_001978864.1|DERE	LOC117898488|XP_034663815.1|DSUB
OG0006005	LOC6547111|XP_001976102.1|DERE	LOC117890781|XP_034651743.1|DSUB
OG0006006	LOC6547726|XP_001975015.1|DERE	LOC117891777|XP_034653334.1|DSUB
OG0006007	LOC6542278|XP_001970770.1|DERE	LOC117891758|XP_034653264.1|DSUB
OG0006008	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE	LOC117901547|XP_034668231.1|DSUB
OG0006009	LOC6545988|XP_026832501.1|DERE	LOC117894082|XP_034656837.1|DSUB
OG0006010	LOC6543896|XP_001973647.3|DERE	LOC117894782|XP_034657899.1|DSUB
OG0006011	LOC6544825|XP_026832478.1|DERE	LOC117895109|XP_034658403.1|DSUB
OG0006012	LOC6544459|XP_026833686.1|DERE	LOC117893241|XP_034655692.1|DSUB
OG0006013	LOC6546622|XP_015011631.1|DERE	LOC117892667|XP_034654947.1|DSUB
OG0006014	LOC6545564|XP_001972668.1|DERE	LOC117894326|XP_034657201.1|DSUB
OG0006015	LOC6548996|XP_001975547.1|DERE	LOC117890095|XP_034650649.1|DSUB
OG0006016	LOC6543133|XP_026834138.1|DERE	LOC117892290|XP_034654322.1|DSUB
OG0006017	LOC6546891|XP_001975972.1|DERE	LOC117892512|XP_034654685.1|DSUB
OG0006018	LOC6547293|XP_001974775.1|DERE	LOC117892234|XP_034654229.1|DSUB
OG0006019	LOC26526063|XP_015012731.1|DERE	LOC117890149|XP_034650729.1|DSUB
OG0006020	LOC6546071|XP_026833266.1|DERE	LOC117894085|XP_034656843.1|DSUB
OG0006021	LOC6545167|XP_001972575.1|DERE	LOC117895649|XP_034659323.1|DSUB
OG0006022	LOC6542492|XP_001969629.1|DERE	LOC117900044|XP_034666123.1|DSUB
OG0006023	LOC6554574|XP_026834675.1|DERE	LOC117899254|XP_034665032.1|DSUB
OG0006024	LOC6550490|XP_026837301.1|DERE	LOC117903527|XP_034671537.1|DSUB
OG0006025	LOC6546852|XP_026835645.1|DERE	LOC117889937|XP_034650360.1|DSUB
OG0006026	LOC6555119|XP_001982261.2|DERE	LOC117899263|XP_034665049.1|DSUB
OG0006027	LOC6549641|XP_001975759.1|DERE	LOC117892707|XP_034655012.1|DSUB
OG0006028	LOC6549557|XP_001975645.1|DERE	LOC117891568|XP_034652982.1|DSUB
OG0006029	LOC6542208|XP_001970404.1|DERE	LOC117892294|XP_034654327.1|DSUB
OG0006030	LOC6554690|XP_001981950.1|DERE	LOC117897798|XP_034662739.1|DSUB
OG0006031	LOC6546923|XP_001975994.3|DERE	LOC117892638|XP_034654884.1|DSUB
OG0006032	LOC6549914|XP_015011401.1|DERE	LOC117889602|XP_034649911.1|DSUB
OG0006033	LOC6546888|XP_001975969.1|DERE	LOC117892511|XP_034654684.1|DSUB
OG0006034	LOC6553471|XP_001979371.2|DERE	LOC117898707|XP_034664215.1|DSUB
OG0006035	LOC6553091|XP_001980110.1|DERE	LOC117898976|XP_034664608.1|DSUB
OG0006036	LOC6543036|XP_001969322.2|DERE	LOC117900449|XP_034666710.1|DSUB
OG0006037	LOC6549081|XP_001975600.1|DERE	LOC117891909|XP_034653622.1|DSUB
OG0006038	LOC6552602|XP_001978995.1|DERE	LOC117897492|XP_034662274.1|DSUB
OG0006039	LOC6540973|XP_001970775.1|DERE	LOC117891453|XP_034652825.1|DSUB
OG0006040	LOC6549269|XP_001975711.1|DERE	LOC117891150|XP_034652294.1|DSUB
OG0006041	LOC6551475|XP_001978508.1|DERE	LOC117893958|XP_034656647.1|DSUB
OG0006042	LOC6546593|XP_026836532.1|DERE	LOC117891751|XP_034653249.1|DSUB
OG0006043	LOC6546390|XP_026833337.1|DERE	LOC117892929|XP_034655136.1|DSUB
OG0006044	LOC6555745|XP_001982448.1|DERE	LOC117903349|XP_034671190.1|DSUB
OG0006045	LOC6541445|XP_001970781.1|DERE	LOC117891013|XP_034652062.1|DSUB
OG0006046	LOC6548165|XP_001975271.2|DERE	LOC117892115|XP_034654023.1|DSUB
OG0006047	LOC6545595|XP_001972707.1|DERE	LOC117893022|XP_034655270.1|DSUB
OG0006048	LOC6544542|XP_001972404.1|DERE	LOC117893234|XP_034655682.1|DSUB
OG0006049	LOC6550103|XP_001978191.1|DERE	LOC117891059|XP_034652162.1|DSUB
OG0006050	LOC6554743|XP_001981086.1|DERE	LOC117898384|XP_034663630.1|DSUB
OG0006051	LOC6551090|XP_001977104.1|DERE	LOC117894130|XP_034656915.1|DSUB
OG0006052	LOC6548456|XP_026836505.1|DERE	LOC117892648|XP_034654894.1|DSUB
OG0006053	LOC6544778|XP_001971684.1|DERE	LOC117894626|XP_034657683.1|DSUB
OG0006054	LOC6555869|XP_001982746.3|DERE	LOC117902997|XP_034670609.1|DSUB
OG0006055	LOC6553671|XP_001980413.1|DERE	LOC117898584|XP_034664019.1|DSUB
OG0006056	LOC6546592|XP_001975481.1|DERE	LOC117891753|XP_034653256.1|DSUB
OG0006057	LOC6545725|XP_026833012.1|DERE	LOC117895133|XP_034658441.1|DSUB
OG0006058	LOC6553880|XP_001979591.1|DERE	LOC117899744|XP_034665879.1|DSUB
OG0006059	LOC6545460|XP_015013160.1|DERE	LOC117895308|XP_034658759.1|DSUB
OG0006060	LOC6545461|XP_026832260.1|DERE	LOC117895310|XP_034658761.1|DSUB
OG0006061	LOC6549937|XP_001978685.1|DERE	LOC117895280|XP_034658750.1|DSUB
OG0006062	LOC6551824|XP_001980585.1|DERE	LOC117897618|XP_034662475.1|DSUB
OG0006063	LOC6541343|XP_001969376.1|DERE	LOC117901997|XP_034668902.1|DSUB
OG0006064	LOC6549594|XP_001975662.1|DERE	LOC117890701|XP_034651602.1|DSUB
OG0006065	LOC6546520|XP_001971273.1|DERE	LOC117895588|XP_034659228.1|DSUB
OG0006066	LOC6543337|XP_026834989.1|DERE	LOC117890641|XP_034651484.1|DSUB
OG0006067	LOC6542186|XP_015014775.1|DERE	LOC117891723|XP_034653206.1|DSUB
OG0006068	LOC6550494|XP_001977809.1|DERE	LOC117897734|XP_034662663.1|DSUB
OG0006069	LOC6546362|XP_001972894.1|DERE	LOC117894877|XP_034658035.1|DSUB
OG0006070	LOC6543918|XP_001973653.1|DERE	LOC117895689|XP_034659413.1|DSUB
OG0006071	LOC6554384|XP_001981507.1|DERE	LOC117897650|XP_034662516.1|DSUB
OG0006072	LOC6546519|XP_001971272.1|DERE	LOC117895595|XP_034659236.1|DSUB
OG0006073	LOC6545204|XP_001971065.1|DERE	LOC117894189|XP_034656994.1|DSUB
OG0006074	LOC6551170|XP_001977068.2|DERE	LOC117903326|XP_034671160.1|DSUB
OG0006075	LOC6551508|XP_001978579.1|DERE	LOC117902155|XP_034669186.1|DSUB
OG0006076	LOC6549057|XP_001975579.1|DERE	LOC117889721|XP_034650032.1|DSUB
OG0006077	LOC6545407|XP_001973376.2|DERE	LOC117894043|XP_034656783.1|DSUB
OG0006078	LOC6545408|XP_001973377.1|DERE	LOC117895719|XP_034659468.1|DSUB
OG0006079	LOC6546118|XP_001973535.1|DERE	LOC117893105|XP_034655429.1|DSUB
OG0006080	LOC6544865|XP_001973161.1|DERE	LOC117893360|XP_034655842.1|DSUB
OG0006081	LOC6543324|XP_015015033.1|DERE	LOC117891383|XP_034652713.1|DSUB
OG0006082	LOC6541272|XP_001969179.1|DERE	LOC117891394|XP_034652727.1|DSUB
OG0006083	LOC6545089|XP_001973275.1|DERE	LOC117894665|XP_034657732.1|DSUB
OG0006084	LOC6544298|XP_015014040.1|DERE	LOC117895655|XP_034659359.1|DSUB
OG0006085	LOC6543901|XP_001973652.2|DERE	LOC117895681|XP_034659399.1|DSUB
OG0006086	LOC6543921|XP_015014155.1|DERE	LOC117895687|XP_034659405.1|DSUB
OG0006087	LOC6548166|XP_001975272.1|DERE	LOC117892119|XP_034654039.1|DSUB
OG0006088	LOC6546359|XP_001972891.1|DERE	LOC117893596|XP_034656161.1|DSUB
OG0006089	LOC6551080|XP_001976948.1|DERE	LOC117900868|XP_034667319.1|DSUB
OG0006090	LOC6545397|XP_026833164.1|DERE	LOC117894799|XP_034657920.1|DSUB
OG0006091	LOC6543964|XP_001972214.3|DERE	LOC117894102|XP_034656868.1|DSUB
OG0006092	LOC26526212|XP_026838232.1|DERE	LOC117903051|XP_034670681.1|DSUB
OG0006093	LOC6541388|XP_001969136.1|DERE	LOC117891450|XP_034652821.1|DSUB
OG0006094	LOC6544479|XP_026833694.1|DERE	LOC117895036|XP_034658301.1|DSUB
OG0006095	LOC6541052|XP_026834687.1|DERE	LOC117891774|XP_034653328.1|DSUB
OG0006096	LOC6549166|XP_001975616.1|DERE	LOC117892225|XP_034654219.1|DSUB
OG0006097	LOC6546318|XP_026832811.1|DERE	LOC117895875|XP_034659761.1|DSUB
OG0006098	LOC6540847|XP_001968130.1|DERE	LOC117901704|XP_034668464.1|DSUB
OG0006099	LOC6548976|XP_001975559.1|DERE	LOC117890499|XP_034651282.1|DSUB
OG0006100	LOC6547328|XP_001976335.1|DERE	LOC117890650|XP_034651494.1|DSUB
OG0006101	LOC6542216|XP_026834342.1|DERE	LOC117901760|XP_034668539.1|DSUB
