Orthogroup	DERE.longest_only	ASTE.longest_only
OG0003961	LOC6541187|XP_026835167.1|DERE	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC6540700|XP_001968767.1|DERE	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC6549378|XP_001974298.1|DERE	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC6542499|XP_001968560.1|DERE	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC6542018|XP_026835315.1|DERE	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC6548517|XP_026838687.1|DERE	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC6547977|XP_026837090.1|DERE	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC6547975|XP_026835688.1|DERE	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC6548136|XP_001975228.1|DERE	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC6540789|XP_001968172.1|DERE	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC6541256|XP_026835152.1|DERE	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC6545901|XP_001972793.2|DERE	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC6548433|XP_001976685.1|DERE	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC6546924|XP_001975995.1|DERE	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC6542747|XP_026834251.1|DERE	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC6549201|XP_001974240.1|DERE	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC6541146|XP_001969633.1|DERE	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC6545255|XP_001973312.1|DERE	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC6541570|XP_001969963.1|DERE	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC6553166|XP_001980026.1|DERE	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC6541665|XP_001969736.1|DERE	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC6549647|XP_026836840.1|DERE	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC6549440|XP_001974305.1|DERE	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC26527013|XP_015012897.1|DERE	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC6543046|XP_001970146.2|DERE	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC6542815|XP_015014508.1|DERE	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC6540642|XP_026834780.1|DERE	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC6542524|XP_001969762.1|DERE	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC6543402|XP_001968934.1|DERE	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC6543525|XP_026834628.1|DERE	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC6543458|XP_026835349.1|DERE	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC6540639|XP_001968669.1|DERE	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC6555036|XP_001981407.1|DERE	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC6549358|XP_001975787.1|DERE	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC6540744|XP_001970391.1|DERE	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC6542108|XP_026834060.1|DERE	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC6549208|XP_026838706.1|DERE	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC6549940|XP_001977398.1|DERE	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC6548120|XP_001976534.1|DERE	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC6548910|XP_001974177.1|DERE	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC6542646|XP_015014465.1|DERE	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC6541592|XP_015014534.1|DERE	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC6542550|XP_026835178.1|DERE	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC6548889|XP_001974131.1|DERE	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC6542632|XP_001968553.1|DERE	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC6540871|XP_026835282.1|DERE	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC6542811|XP_001968407.1|DERE	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC6540778|XP_015014961.1|DERE	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC6540773|XP_026835083.1|DERE	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC6555116|XP_001982258.1|DERE	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC6543450|XP_001969538.1|DERE	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC6545902|XP_001972794.2|DERE	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC6541621|XP_001969673.1|DERE	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC6542151|XP_026834019.1|DERE	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC6541991|XP_001968664.1|DERE	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC6541899|XP_001970676.1|DERE	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC6546914|XP_001974117.1|DERE	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC6541030|XP_026834736.1|DERE	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC6541675|XP_001968509.1|DERE	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC6541993|XP_026834665.1|DERE	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC6547495|XP_001974837.2|DERE	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC6547500|XP_015011566.1|DERE	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC6542614|XP_001969353.1|DERE	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC6541292|XP_026835019.1|DERE	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC26526704|XP_026835908.1|DERE	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC6540788|XP_001968843.1|DERE	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC6542883|XP_026835043.1|DERE	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC6548008|XP_015012673.1|DERE	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC6541463|XP_001969758.1|DERE	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC6548622|XP_001973862.1|DERE	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC6541469|XP_026835443.1|DERE	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC6549263|XP_015012069.1|DERE	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC6540684|XP_001968750.1|DERE	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC6542418|XP_026834288.1|DERE	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC6541133|XP_001969692.1|DERE	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC6543024|XP_001968227.1|DERE	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC6542857|XP_001968399.2|DERE	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC6547540|XP_001976306.1|DERE	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC6549820|XP_001977343.1|DERE	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC6542326|XP_001969929.1|DERE	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC6551628|XP_001978558.1|DERE	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC6541762|XP_001969890.1|DERE	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC6540769|XP_001968184.1|DERE	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC6541813|XP_001969780.1|DERE	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC6541071|XP_001968133.1|DERE	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC6549343|XP_001974323.2|DERE	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC6550055|XP_026838061.1|DERE	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC6547113|XP_001976104.1|DERE	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC6549297|XP_026836201.1|DERE	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC6552057|XP_001980693.1|DERE	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC6552019|XP_001978784.1|DERE	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC6545759|XP_001973403.1|DERE	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC6543747|XP_001971706.1|DERE	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC6553408|XP_001979261.1|DERE	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC6551827|XP_026832110.1|DERE	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC6551260|XP_026838839.1|DERE	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC6546030|XP_026832399.1|DERE	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC6555605|XP_001982657.1|DERE	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC6544884|XP_001973148.1|DERE	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC6548170|XP_015011794.1|DERE	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC6549165|XP_001975615.1|DERE	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC6551324|XP_001977089.1|DERE	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC6552451|XP_001980869.1|DERE	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC6552450|XP_026831791.1|DERE	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC6546235|XP_001971793.3|DERE	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC6545149|XP_001971579.1|DERE	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC6545148|XP_001971578.3|DERE	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC6550217|XP_001977612.2|DERE	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC6546694|XP_001974510.3|DERE	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC6549642|XP_001975760.1|DERE	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC6549644|XP_015012463.1|DERE	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC6542776|XP_001970234.1|DERE	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC6554406|XP_001981702.1|DERE	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC6554499|XP_015008983.1|DERE, LOC6551464|XP_001978545.1|DERE	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC6548428|XP_001975339.1|DERE	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC6549106|XP_026836589.1|DERE	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC6547817|XP_001975004.1|DERE	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC6555006|XP_001982061.2|DERE	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC6545341|XP_001973356.2|DERE	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC6552490|XP_001979839.1|DERE	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC6554686|XP_001981566.3|DERE	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC6551497|XP_001977192.1|DERE	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC6554907|XP_001981592.1|DERE	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC6551626|XP_026837544.1|DERE	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC6554842|XP_001982006.1|DERE	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC6551552|XP_001978500.1|DERE	LOC118505513|XP_035897305.1|ASTE
OG0004095	LOC6553822|XP_001980517.2|DERE	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC6554685|XP_026831829.1|DERE	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC6544938|XP_001972613.1|DERE	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC6552494|XP_001979843.1|DERE	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC6551758|XP_026832016.1|DERE	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC6552101|XP_001978871.1|DERE	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC6552336|XP_001978873.1|DERE	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC6552337|XP_015009549.1|DERE	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC6554408|XP_001981704.1|DERE	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC6554444|XP_001982142.2|DERE	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC6544886|XP_001973150.1|DERE	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC6543881|XP_001973640.1|DERE	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC6546136|XP_001971302.1|DERE	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC6553161|XP_026831963.1|DERE	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC6554832|XP_001982005.1|DERE	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC6544290|XP_001973718.1|DERE	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC6554575|XP_001981763.1|DERE	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC6554133|XP_015008990.1|DERE	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC6549950|XP_001978689.1|DERE	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC6551294|XP_001977000.1|DERE	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC6551292|XP_026838559.1|DERE	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC6554580|XP_001981768.1|DERE	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC6552060|XP_001979716.1|DERE	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC6546744|XP_001974537.1|DERE	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC6551744|XP_001979694.1|DERE	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC6553047|XP_001980035.3|DERE	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC6543738|XP_001971945.2|DERE	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC6553177|XP_015009782.1|DERE	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC6553411|XP_026831759.1|DERE	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC6551002|XP_026837499.1|DERE	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC6554234|XP_026839629.1|DERE	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC6554369|XP_026832224.1|DERE	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC6541807|XP_001969383.1|DERE	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC6552122|XP_001979729.1|DERE	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC6546955|XP_001976024.1|DERE	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC6550396|XP_026837756.1|DERE	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC6553223|XP_001980148.1|DERE	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC6546462|XP_001971334.2|DERE	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC6542114|XP_001969785.1|DERE	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC6555445|XP_001981889.1|DERE	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC6553780|XP_026831656.1|DERE	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC6553456|XP_001979253.1|DERE	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC6541713|XP_001969123.1|DERE	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC6544229|XP_001973045.1|DERE	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC6550853|XP_001976792.1|DERE	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC6551479|XP_001978512.1|DERE	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC6547590|XP_026836682.1|DERE	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC6551243|XP_001978335.1|DERE	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC6553698|XP_001980404.1|DERE	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC6544773|XP_001971679.2|DERE	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC6552972|XP_026839726.1|DERE	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC6541394|XP_001969377.1|DERE	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC6553639|XP_026839798.1|DERE	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC6553407|XP_001979260.1|DERE	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC6552896|XP_001980004.1|DERE	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC6554298|XP_026831730.1|DERE	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC6552400|XP_001978926.2|DERE	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC6546984|XP_001976072.1|DERE	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC6545267|XP_001973265.1|DERE	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC6553085|XP_001980104.1|DERE	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC6552876|XP_026837374.1|DERE	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC26526302|XP_015011447.1|DERE	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC6545126|XP_001971072.1|DERE	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC6555269|XP_001981834.1|DERE	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC6546031|XP_026833746.1|DERE	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC6551939|XP_001980627.2|DERE	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC6551868|XP_001980818.2|DERE	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC6552428|XP_026831621.1|DERE	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC6552181|XP_001978835.2|DERE	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC6548280|XP_026836071.1|DERE	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC6548127|XP_001976504.1|DERE	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC6552512|XP_001980937.1|DERE	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC6554696|XP_001981956.1|DERE	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC6551677|XP_015011392.1|DERE	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC6551428|XP_001977135.1|DERE	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC6550892|XP_001976957.1|DERE	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC6550484|XP_026838139.1|DERE	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC6549542|XP_015012452.1|DERE	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC6547954|XP_001975282.1|DERE	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC6545718|XP_026832393.1|DERE	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC6552874|XP_015010189.1|DERE	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC6552121|XP_026831522.1|DERE	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC6555625|XP_001982603.1|DERE	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC6553833|XP_015010315.1|DERE	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC6555379|XP_001982092.1|DERE	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC6545030|XP_026832328.1|DERE	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC6545029|XP_001972525.3|DERE	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC6543635|XP_001971839.1|DERE	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC6543153|XP_001969691.1|DERE	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC6555713|XP_001982557.1|DERE	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC6554097|XP_001980454.1|DERE	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC6553165|XP_015010173.1|DERE	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC6553167|XP_001980027.1|DERE	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC6552664|XP_001979172.1|DERE	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC6552985|XP_001979169.1|DERE	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC6553802|XP_001979559.1|DERE	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC6551391|XP_026838543.1|DERE	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC6551937|XP_001979681.1|DERE	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC6550826|XP_001978084.1|DERE	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC6555088|XP_001981399.1|DERE	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC6553859|XP_001980563.1|DERE	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC6551913|XP_001978848.1|DERE	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC6553593|XP_026831494.1|DERE	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC6548282|XP_026836597.1|DERE	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC6555008|XP_026836786.1|DERE	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC6554798|XP_001982229.1|DERE	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC6553224|XP_026839800.1|DERE	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC6545345|XP_001973360.1|DERE	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC6546090|XP_001972782.1|DERE	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC6553943|XP_001979469.1|DERE	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC6553944|XP_001979470.1|DERE	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC6554016|XP_026831971.1|DERE	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC6554496|XP_026831967.1|DERE	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC6553337|XP_001979310.1|DERE	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC6543272|XP_001968310.1|DERE	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC6551803|XP_001980816.1|DERE	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC6552638|XP_001980904.1|DERE	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC6547699|XP_001975020.1|DERE	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC6547125|XP_001975479.2|DERE	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC6545923|XP_026832674.1|DERE	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC6544331|XP_001971982.1|DERE	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC6550108|XP_001977599.1|DERE	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC6552445|XP_001980934.1|DERE	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC6553257|XP_026832792.1|DERE	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC6553545|XP_001979328.1|DERE	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC6553785|XP_001980484.1|DERE	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC6553842|XP_026833681.1|DERE	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC6552809|XP_001978940.1|DERE	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC6551290|XP_001976996.1|DERE	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC6553355|XP_015010138.1|DERE	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC6553221|XP_026832569.1|DERE	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC6553222|XP_001980147.1|DERE	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC6551565|XP_001978604.3|DERE	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC6543681|XP_001971849.1|DERE	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC6543709|XP_015013311.1|DERE	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC6543710|XP_001971853.1|DERE	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC6543722|XP_015013310.1|DERE	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC6555515|XP_001982673.1|DERE	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC6551931|XP_001979675.1|DERE	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC6553311|XP_001979208.1|DERE	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC6551888|XP_001979710.1|DERE	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC6553538|XP_001979321.1|DERE	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC6552298|XP_001978895.1|DERE	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC6552583|XP_001980894.1|DERE	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC6552457|XP_001980875.1|DERE	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC6544277|XP_001971974.1|DERE	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC6551936|XP_001979680.1|DERE	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC6545584|XP_026832179.1|DERE	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC6544724|XP_026833046.1|DERE	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC6555526|XP_001982635.1|DERE	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC6547468|XP_001974920.1|DERE	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC6544640|XP_001970975.1|DERE	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC6542695|XP_026834524.1|DERE	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC6555545|XP_026838975.1|DERE	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC6551800|XP_001980813.1|DERE	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC6552675|XP_001980914.1|DERE	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC6550417|XP_001977802.2|DERE	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC6543113|XP_015015276.1|DERE	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC6554428|XP_001981279.1|DERE	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC6555384|XP_026832144.1|DERE	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC6548541|XP_001975333.1|DERE	LOC118507083|XP_035900960.1|ASTE
