Orthogroup	DERE.longest_only	CCAP.longest_only
OG0004429	LOC6542293|XP_001968814.2|DERE	CCAP1982_LOCUS8599|CAD7000101.1|CCAP
OG0004430	LOC6544750|XP_001972755.1|DERE	CCAP1982_LOCUS14673|CAD7006351.1|CCAP
OG0004431	LOC6555416|XP_001982335.1|DERE	CCAP1982_LOCUS3017|CAD6994256.1|CCAP
OG0004432	LOC6555414|XP_001982334.2|DERE	CCAP1982_LOCUS3016|CAD6994255.1|CCAP
OG0004433	LOC6543993|XP_001973672.2|DERE	CCAP1982_LOCUS13534|CAD7005174.1|CCAP
OG0004434	LOC6549349|XP_001975795.1|DERE	CCAP1982_LOCUS20304|CAD7012203.1|CCAP
OG0004435	LOC6547564|XP_015011837.1|DERE	CCAP1982_LOCUS19428|CAD7011323.1|CCAP
OG0004436	LOC6549627|XP_026837014.1|DERE	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP
OG0004437	LOC6548422|XP_001976730.1|DERE	CCAP1982_LOCUS21158|CAD7013081.1|CCAP
OG0004438	LOC6549368|XP_001975678.1|DERE	CCAP1982_LOCUS20396|CAD7012300.1|CCAP
OG0004439	LOC6549537|XP_001975625.1|DERE	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP
OG0004440	LOC6546736|XP_001974529.1|DERE	CCAP1982_LOCUS23019|CAD7015063.1|CCAP
OG0004442	LOC6548140|XP_001975232.1|DERE	CCAP1982_LOCUS10050|CAD7001556.1|CCAP
OG0004443	LOC6545023|XP_001972519.1|DERE	CCAP1982_LOCUS13307|CAD7004924.1|CCAP
OG0004444	LOC6548341|XP_001975297.1|DERE	CCAP1982_LOCUS19916|CAD7011806.1|CCAP
OG0004445	LOC6547949|XP_026836892.1|DERE	CCAP1982_LOCUS20499|CAD7012413.1|CCAP
OG0004446	LOC6554920|XP_001981125.1|DERE	CCAP1982_LOCUS3652|CAD6994918.1|CCAP
OG0004447	LOC6555104|XP_001982020.1|DERE	CCAP1982_LOCUS14437|CAD7006105.1|CCAP
OG0004449	LOC6544295|XP_001973134.1|DERE	CCAP1982_LOCUS14678|CAD7006356.1|CCAP
OG0004450	LOC6546843|XP_001975945.1|DERE	CCAP1982_LOCUS20032|CAD7011920.1|CCAP
OG0004451	LOC6546832|XP_026836309.1|DERE	CCAP1982_LOCUS20147|CAD7012045.1|CCAP
OG0004452	LOC6547407|XP_001974824.1|DERE	CCAP1982_LOCUS20150|CAD7012048.1|CCAP
OG0004453	LOC6547039|XP_001974628.1|DERE	CCAP1982_LOCUS19680|CAD7011591.1|CCAP
OG0004454	LOC6553836|XP_001980475.1|DERE	CCAP1982_LOCUS5157|CAD6996488.1|CCAP
OG0004457	LOC6544545|XP_026833522.1|DERE	CCAP1982_LOCUS13442|CAD7005078.1|CCAP
OG0004458	LOC6544444|XP_026833026.1|DERE	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP
OG0004459	LOC6545378|XP_026832604.1|DERE	CCAP1982_LOCUS13690|CAD7005330.1|CCAP
OG0004460	LOC6543617|XP_001972948.1|DERE	CCAP1982_LOCUS12030|CAD7003581.1|CCAP
OG0004461	LOC6544311|XP_001973073.1|DERE	CCAP1982_LOCUS13905|CAD7005545.1|CCAP
OG0004462	LOC6545354|XP_001973294.1|DERE	CCAP1982_LOCUS13571|CAD7005211.1|CCAP
OG0004463	LOC6544107|XP_026832495.1|DERE	CCAP1982_LOCUS13756|CAD7005396.1|CCAP
OG0004465	LOC6545338|XP_001973303.1|DERE	CCAP1982_LOCUS1606|CAD6992765.1|CCAP
OG0004466	LOC6545348|XP_001973288.2|DERE	CCAP1982_LOCUS14570|CAD7006244.1|CCAP
OG0004467	LOC6545800|XP_001973428.1|DERE	CCAP1982_LOCUS13984|CAD7005626.1|CCAP
OG0004468	LOC6545887|XP_001973429.1|DERE	CCAP1982_LOCUS13983|CAD7005625.1|CCAP
OG0004469	LOC6544558|XP_026833356.1|DERE	CCAP1982_LOCUS13398|CAD7005026.1|CCAP
OG0004470	LOC6549430|XP_001974401.3|DERE	CCAP1982_LOCUS8253|CAD6999727.1|CCAP
OG0004471	LOC6555299|XP_001982320.1|DERE	CCAP1982_LOCUS3738|CAD6995007.1|CCAP
OG0004472	LOC6542594|XP_001969162.1|DERE	CCAP1982_LOCUS20359|CAD7012263.1|CCAP
OG0004473	LOC26526369|XP_015012791.1|DERE	CCAP1982_LOCUS21035|CAD7012939.1|CCAP
OG0004474	LOC6546925|XP_001975996.1|DERE	CCAP1982_LOCUS21033|CAD7012937.1|CCAP
OG0004475	LOC6552581|XP_001980332.1|DERE	CCAP1982_LOCUS19402|CAD7011295.1|CCAP
OG0004477	LOC6541995|XP_001970500.1|DERE	CCAP1982_LOCUS20802|CAD7012695.1|CCAP
OG0004478	LOC6549538|XP_026836863.1|DERE	CCAP1982_LOCUS19606|CAD7011516.1|CCAP
OG0004479	LOC6548004|XP_001976499.2|DERE	CCAP1982_LOCUS20506|CAD7012422.1|CCAP
OG0004481	LOC6547041|XP_026835683.1|DERE	CCAP1982_LOCUS7208|CAD6998637.1|CCAP
OG0004482	LOC6555130|XP_026831577.1|DERE	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP
OG0004483	LOC6547990|XP_001976492.1|DERE	CCAP1982_LOCUS20502|CAD7012416.1|CCAP
OG0004484	LOC6553247|XP_001979067.1|DERE	CCAP1982_LOCUS4678|CAD6995967.1|CCAP
OG0004487	LOC6543698|XP_001972972.2|DERE	CCAP1982_LOCUS11505|CAD7003042.1|CCAP
OG0004488	LOC6542194|XP_001970701.1|DERE	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP
OG0004490	LOC6546673|XP_001975866.2|DERE	CCAP1982_LOCUS21583|CAD7013523.1|CCAP
OG0004491	LOC6542416|XP_001970003.1|DERE	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP
OG0004492	LOC6545484|XP_001973380.1|DERE	CCAP1982_LOCUS13562|CAD7005202.1|CCAP
OG0004494	LOC6552760|XP_026839530.1|DERE	CCAP1982_LOCUS282|CAD6991352.1|CCAP
OG0004495	LOC6552945|XP_001981022.1|DERE	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP
OG0004497	LOC6547534|XP_001976300.1|DERE	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP
OG0004504	LOC6544655|XP_026833048.1|DERE	CCAP1982_LOCUS4126|CAD6995408.1|CCAP
OG0004505	LOC6552697|XP_026839673.1|DERE	CCAP1982_LOCUS1442|CAD6992593.1|CCAP
OG0004506	LOC6554319|XP_026832122.1|DERE	CCAP1982_LOCUS3919|CAD6995200.1|CCAP
OG0004507	LOC6553246|XP_001979066.2|DERE	CCAP1982_LOCUS1261|CAD6992397.1|CCAP
OG0004508	LOC6555401|XP_001981651.2|DERE	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP
OG0004511	LOC6554265|XP_026833443.1|DERE	CCAP1982_LOCUS2442|CAD6993632.1|CCAP
OG0004512	LOC6555831|XP_026839184.1|DERE	CCAP1982_LOCUS9854|CAD7001356.1|CCAP
OG0004513	LOC6555856|XP_026838998.1|DERE	CCAP1982_LOCUS9560|CAD7001088.1|CCAP
OG0004514	LOC6555809|XP_001982726.2|DERE	CCAP1982_LOCUS10096|CAD7001602.1|CCAP
OG0004519	LOC6554951|XP_001981372.1|DERE	CCAP1982_LOCUS36|CAD6991088.1|CCAP
OG0004523	LOC6554860|XP_001981104.2|DERE	CCAP1982_LOCUS3346|CAD6994609.1|CCAP
OG0004531	LOC6555181|XP_015009351.1|DERE	CCAP1982_LOCUS2148|CAD6993332.1|CCAP
OG0004535	LOC6544527|XP_001973053.1|DERE	CCAP1982_LOCUS13345|CAD7004967.1|CCAP
OG0004538	LOC6547894|XP_015012655.1|DERE	CCAP1982_LOCUS21889|CAD7013872.1|CCAP
OG0004539	LOC6553694|XP_026831642.1|DERE	CCAP1982_LOCUS3115|CAD6994361.1|CCAP
OG0004541	LOC6546998|XP_026836889.1|DERE	CCAP1982_LOCUS21023|CAD7012926.1|CCAP
OG0004545	LOC6555200|XP_026831997.1|DERE	CCAP1982_LOCUS3186|CAD6994435.1|CCAP
OG0004546	LOC6549361|XP_001975790.1|DERE	CCAP1982_LOCUS22253|CAD7014250.1|CCAP
OG0004550	LOC6551562|XP_001978601.1|DERE	CCAP1982_LOCUS5352|CAD6996668.1|CCAP
OG0004553	LOC6545731|XP_001971625.1|DERE	CCAP1982_LOCUS11235|CAD7002761.1|CCAP
OG0004556	LOC6550213|XP_001977724.1|DERE	CCAP1982_LOCUS9255|CAD7000780.1|CCAP
OG0004559	LOC6554249|XP_001982098.1|DERE	CCAP1982_LOCUS3867|CAD6995146.1|CCAP
OG0004560	LOC6542498|XP_001970955.2|DERE	CCAP1982_LOCUS4128|CAD6995411.1|CCAP
OG0004561	LOC6552861|XP_026839766.1|DERE	CCAP1982_LOCUS2043|CAD6993224.1|CCAP
OG0004562	LOC6554912|XP_001982234.1|DERE	CCAP1982_LOCUS776|CAD6991885.1|CCAP
OG0004563	LOC6553001|XP_015010169.1|DERE	CCAP1982_LOCUS4917|CAD6996232.1|CCAP
OG0004564	LOC6553848|XP_001979480.1|DERE	CCAP1982_LOCUS102|CAD6991162.1|CCAP
OG0004565	LOC6552865|XP_026838333.1|DERE	CCAP1982_LOCUS1797|CAD6992965.1|CCAP
OG0004569	LOC6552149|XP_015009508.1|DERE	CCAP1982_LOCUS1664|CAD6992826.1|CCAP
OG0004570	LOC6548646|XP_001975386.1|DERE	CCAP1982_LOCUS21554|CAD7013494.1|CCAP
OG0004573	LOC6551793|XP_001979618.1|DERE	CCAP1982_LOCUS3394|CAD6994659.1|CCAP
OG0004576	LOC6552911|XP_026837155.1|DERE	CCAP1982_LOCUS1658|CAD6992819.1|CCAP
OG0004577	LOC6553427|XP_001980237.1|DERE	CCAP1982_LOCUS1199|CAD6992335.1|CCAP
OG0004579	LOC6542619|XP_015015157.1|DERE	CCAP1982_LOCUS6923|CAD6998315.1|CCAP
OG0004580	LOC6553586|XP_001980282.1|DERE	CCAP1982_LOCUS2352|CAD6993540.1|CCAP
OG0004581	LOC6553035|XP_001980040.3|DERE	CCAP1982_LOCUS2223|CAD6993408.1|CCAP
OG0004582	LOC6554965|XP_001981137.3|DERE	CCAP1982_LOCUS1771|CAD6992938.1|CCAP
OG0004585	LOC6554473|XP_001981286.1|DERE	CCAP1982_LOCUS2137|CAD6993321.1|CCAP
OG0004587	LOC6554809|XP_026839707.1|DERE	CCAP1982_LOCUS3339|CAD6994601.1|CCAP
OG0004588	LOC6554864|XP_026839724.1|DERE	CCAP1982_LOCUS3344|CAD6994606.1|CCAP
OG0004590	LOC6554552|XP_015009075.1|DERE	CCAP1982_LOCUS3189|CAD6994438.1|CCAP
OG0004591	LOC6554556|XP_001981316.1|DERE	CCAP1982_LOCUS3193|CAD6994442.1|CCAP
OG0004598	LOC6544215|XP_001973031.1|DERE	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC6541806|XP_001968580.2|DERE	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC6553939|XP_001979490.1|DERE	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC6555032|XP_001981174.1|DERE	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC6555349|XP_026839580.1|DERE	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC6555348|XP_001981198.1|DERE	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC6553036|XP_026833994.1|DERE	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC6548265|XP_001974111.1|DERE	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC6555134|XP_001982249.2|DERE	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC6555411|XP_001982331.1|DERE	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC6553803|XP_001979560.2|DERE	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC6553984|XP_001980499.1|DERE	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC6551857|XP_015009706.1|DERE	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC6554540|XP_001981325.1|DERE	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC6543636|XP_026833988.1|DERE	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC6552774|XP_026835874.1|DERE	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC6554478|XP_015009077.1|DERE	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004631	LOC6551834|XP_001979631.1|DERE	CCAP1982_LOCUS2111|CAD6993296.1|CCAP
OG0004632	LOC6551835|XP_026834575.1|DERE	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC6554593|XP_001981328.2|DERE	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004634	LOC6554656|XP_026839513.1|DERE	CCAP1982_LOCUS1610|CAD6992769.1|CCAP
OG0004639	LOC6555081|XP_001981597.1|DERE	CCAP1982_LOCUS3414|CAD6994679.1|CCAP
OG0004640	LOC6555083|XP_001981599.2|DERE	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC6552590|XP_015010035.1|DERE	CCAP1982_LOCUS4249|CAD6995538.1|CCAP
OG0004646	LOC6554919|XP_026839626.1|DERE	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC6552239|XP_001979751.3|DERE	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC6554176|XP_026832615.1|DERE	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC6543692|XP_001973703.1|DERE	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC6541180|XP_001968370.2|DERE	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC6555306|XP_026839755.1|DERE	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC6553563|XP_001979343.1|DERE	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC6552039|XP_001980684.1|DERE	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC6554241|XP_001982150.1|DERE	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC6555257|XP_001982298.2|DERE	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC6552241|XP_001979753.1|DERE	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC6552275|XP_026831921.1|DERE	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC6554310|XP_001981741.3|DERE	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC6553729|XP_001980398.1|DERE	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC6552765|XP_026831790.1|DERE	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC6555483|XP_026834134.1|DERE	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC6554452|XP_001981520.1|DERE	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC6554510|XP_026831586.1|DERE	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC6552800|XP_001979028.1|DERE	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC6555001|XP_026839587.1|DERE	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC6555002|XP_001982057.1|DERE	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC6553898|XP_026839582.1|DERE	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC6552353|XP_026839866.1|DERE	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC6552966|XP_001980967.1|DERE	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC6543491|XP_001968681.2|DERE	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC6553634|XP_001980317.1|DERE	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC6552264|XP_001980745.1|DERE	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC6554628|XP_001981350.1|DERE	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC6552466|XP_001980884.1|DERE	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC6554624|XP_001981346.1|DERE	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC6551976|XP_001980661.1|DERE	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC6554174|XP_001982116.1|DERE	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC6553181|XP_001979100.1|DERE	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC6555014|XP_001981396.1|DERE	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC6555376|XP_026836498.1|DERE	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC6555372|XP_001982087.1|DERE	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC6555338|XP_001981863.1|DERE	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC6554512|XP_015009353.1|DERE	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
OG0004696	LOC6553446|XP_001979373.1|DERE	CCAP1982_LOCUS1433|CAD6992584.1|CCAP
OG0004699	LOC6551979|XP_001980664.2|DERE	CCAP1982_LOCUS1048|CAD6992173.1|CCAP
OG0004700	LOC6552092|XP_001978803.2|DERE	CCAP1982_LOCUS1605|CAD6992764.1|CCAP
OG0004701	LOC6553557|XP_001979337.1|DERE	CCAP1982_LOCUS79|CAD6991137.1|CCAP
OG0004702	LOC6555078|XP_001982069.1|DERE	CCAP1982_LOCUS1065|CAD6992193.1|CCAP
OG0004703	LOC6554166|XP_015009312.1|DERE	CCAP1982_LOCUS1899|CAD6993070.1|CCAP
OG0004704	LOC6554544|XP_001981946.1|DERE	CCAP1982_LOCUS3255|CAD6994511.1|CCAP
OG0004705	LOC6552368|XP_001980776.1|DERE	CCAP1982_LOCUS2784|CAD6994004.1|CCAP
OG0004706	LOC6543763|XP_026833630.1|DERE	CCAP1982_LOCUS13037|CAD7004642.1|CCAP
OG0004707	LOC6542584|XP_001970086.1|DERE	CCAP1982_LOCUS450|CAD6991532.1|CCAP
OG0004708	LOC6553609|XP_026839311.1|DERE	CCAP1982_LOCUS4356|CAD6995649.1|CCAP
OG0004709	LOC6552959|XP_001981027.1|DERE	CCAP1982_LOCUS2905|CAD6994139.1|CCAP
OG0004710	LOC6552525|XP_001979917.2|DERE	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP
OG0004711	LOC6555192|XP_001981628.1|DERE	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP
OG0004712	LOC6553616|XP_001980245.1|DERE	CCAP1982_LOCUS1916|CAD6993089.1|CCAP
OG0004713	LOC6555022|XP_026839651.1|DERE	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP
OG0004715	LOC6540655|XP_026834097.1|DERE	CCAP1982_LOCUS6555|CAD6997938.1|CCAP
OG0004716	LOC6554979|XP_026834045.1|DERE	CCAP1982_LOCUS2689|CAD6993896.1|CCAP
OG0004718	LOC6542956|XP_001968552.1|DERE	CCAP1982_LOCUS6927|CAD6998322.1|CCAP
OG0004719	LOC6555131|XP_026832966.1|DERE	CCAP1982_LOCUS1745|CAD6992912.1|CCAP
OG0004720	LOC6555074|XP_001982065.1|DERE	CCAP1982_LOCUS1057|CAD6992185.1|CCAP
OG0004721	LOC6554178|XP_001981488.1|DERE	CCAP1982_LOCUS2826|CAD6994052.1|CCAP
OG0004722	LOC6554867|XP_001981363.1|DERE	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP
OG0004724	LOC6553863|XP_001979606.1|DERE	CCAP1982_LOCUS3078|CAD6994321.1|CCAP
OG0004725	LOC6555190|XP_001981626.1|DERE	CCAP1982_LOCUS3072|CAD6994315.1|CCAP
OG0004726	LOC6554515|XP_001981529.1|DERE	CCAP1982_LOCUS2703|CAD6993911.1|CCAP
OG0004727	LOC6554435|XP_015009315.2|DERE	CCAP1982_LOCUS3107|CAD6994353.1|CCAP
OG0004728	LOC6553726|XP_001980395.1|DERE	CCAP1982_LOCUS3108|CAD6994354.1|CCAP
OG0004730	LOC6542412|XP_001970059.1|DERE	CCAP1982_LOCUS6397|CAD6997767.1|CCAP
OG0004731	LOC6554073|XP_001979583.1|DERE	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP
OG0004732	LOC6551949|XP_001980703.1|DERE	CCAP1982_LOCUS2464|CAD6993656.1|CCAP
OG0004733	LOC6552327|XP_001979786.1|DERE	CCAP1982_LOCUS2465|CAD6993657.1|CCAP
OG0004734	LOC6555392|XP_001982348.2|DERE	CCAP1982_LOCUS1255|CAD6992391.1|CCAP
OG0004735	LOC6554571|XP_015009131.1|DERE	CCAP1982_LOCUS3670|CAD6994936.1|CCAP
OG0004736	LOC6555098|XP_015009039.1|DERE	CCAP1982_LOCUS2214|CAD6993398.1|CCAP
OG0004737	LOC6552114|XP_001978810.1|DERE	CCAP1982_LOCUS2780|CAD6993999.1|CCAP
OG0004738	LOC6552115|XP_001978811.2|DERE	CCAP1982_LOCUS2778|CAD6993997.1|CCAP
OG0004739	LOC6554338|XP_001982102.1|DERE	CCAP1982_LOCUS1824|CAD6992993.1|CCAP
OG0004741	LOC6553862|XP_026831807.1|DERE	CCAP1982_LOCUS2273|CAD6993460.1|CCAP
OG0004742	LOC6555843|XP_026839167.1|DERE	CCAP1982_LOCUS10245|CAD7001755.1|CCAP
OG0004743	LOC6553902|XP_001979575.1|DERE	CCAP1982_LOCUS3244|CAD6994498.1|CCAP
OG0004744	LOC6543303|XP_001968952.1|DERE	CCAP1982_LOCUS4332|CAD6995626.1|CCAP
OG0004745	LOC6552371|XP_001978882.1|DERE	CCAP1982_LOCUS4326|CAD6995620.1|CCAP
OG0004746	LOC6554056|XP_001980497.1|DERE	CCAP1982_LOCUS364|CAD6991438.1|CCAP
OG0004747	LOC6554057|XP_015009895.1|DERE	CCAP1982_LOCUS365|CAD6991439.1|CCAP
OG0004748	LOC6554054|XP_026831679.1|DERE	CCAP1982_LOCUS367|CAD6991441.1|CCAP
OG0004749	LOC6553599|XP_026835097.1|DERE	CCAP1982_LOCUS1042|CAD6992167.1|CCAP
OG0004750	LOC6555413|XP_001982333.1|DERE	CCAP1982_LOCUS3019|CAD6994258.1|CCAP
OG0004751	LOC6553093|XP_015010171.1|DERE	CCAP1982_LOCUS2032|CAD6993213.1|CCAP
OG0004752	LOC6555045|XP_001981615.1|DERE	CCAP1982_LOCUS3437|CAD6994702.1|CCAP
OG0004753	LOC6554154|XP_015008959.1|DERE	CCAP1982_LOCUS2962|CAD6994198.1|CCAP
OG0004754	LOC6554325|XP_001981484.1|DERE	CCAP1982_LOCUS3310|CAD6994572.1|CCAP
OG0004755	LOC6553757|XP_001979417.1|DERE	CCAP1982_LOCUS4042|CAD6995324.1|CCAP
OG0004756	LOC6553687|XP_001979418.1|DERE	CCAP1982_LOCUS4041|CAD6995323.1|CCAP
OG0004757	LOC6552579|XP_026831740.1|DERE	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP
OG0004758	LOC6552001|XP_026839532.1|DERE	CCAP1982_LOCUS5183|CAD6996515.1|CCAP
OG0004759	LOC6552792|XP_015010047.1|DERE	CCAP1982_LOCUS2086|CAD6993269.1|CCAP
OG0004760	LOC6552651|XP_001979911.1|DERE	CCAP1982_LOCUS3766|CAD6995036.1|CCAP
OG0004762	LOC6540859|XP_001970035.1|DERE	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP
OG0004763	LOC6551853|XP_001979650.1|DERE	CCAP1982_LOCUS1149|CAD6992281.1|CCAP
OG0004764	LOC6552606|XP_001979886.1|DERE	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP
OG0004765	LOC6554497|XP_001981942.2|DERE	CCAP1982_LOCUS2453|CAD6993643.1|CCAP
OG0004766	LOC6554708|XP_001981958.1|DERE	CCAP1982_LOCUS2527|CAD6993729.1|CCAP
OG0004767	LOC6552154|XP_001978827.1|DERE	CCAP1982_LOCUS1159|CAD6992291.1|CCAP
OG0004768	LOC6552175|XP_001978829.1|DERE	CCAP1982_LOCUS3023|CAD6994262.1|CCAP
OG0004769	LOC6548805|XP_001974085.1|DERE	CCAP1982_LOCUS1618|CAD6992778.1|CCAP
OG0004770	LOC6551742|XP_001979692.1|DERE	CCAP1982_LOCUS4945|CAD6996262.1|CCAP
OG0004771	LOC6554116|XP_001981271.1|DERE	CCAP1982_LOCUS1359|CAD6992510.1|CCAP
OG0004772	LOC6552969|XP_001980970.1|DERE	CCAP1982_LOCUS1734|CAD6992900.1|CCAP
OG0004773	LOC6553437|XP_001979387.1|DERE	CCAP1982_LOCUS2622|CAD6993825.1|CCAP
OG0004774	LOC6553651|XP_026831708.1|DERE	CCAP1982_LOCUS2617|CAD6993820.1|CCAP
OG0004775	LOC6553876|XP_026832369.1|DERE	CCAP1982_LOCUS2616|CAD6993819.1|CCAP
OG0004776	LOC6541396|XP_026835221.1|DERE	CCAP1982_LOCUS23382|CAD7015440.1|CCAP
OG0004777	LOC6544511|XP_001973795.1|DERE	CCAP1982_LOCUS4115|CAD6995397.1|CCAP
OG0004778	LOC6540731|XP_001969568.1|DERE	CCAP1982_LOCUS5815|CAD6997173.1|CCAP
OG0004779	LOC6554247|XP_015008877.1|DERE	CCAP1982_LOCUS3274|CAD6994530.1|CCAP
OG0004780	LOC6541651|XP_001968526.1|DERE	CCAP1982_LOCUS6815|CAD6998200.1|CCAP
OG0004781	LOC6553760|XP_015009873.1|DERE	CCAP1982_LOCUS3298|CAD6994558.1|CCAP
OG0004782	LOC6555072|XP_001982063.3|DERE	CCAP1982_LOCUS1055|CAD6992184.1|CCAP
OG0004784	LOC6552828|XP_001979061.1|DERE	CCAP1982_LOCUS2078|CAD6993261.1|CCAP
