Orthogroup	DERE.longest_only	DGUA.longest_only
OG0004297	LOC6548297|XP_001976582.1|DERE	LOC117578653|XP_034120162.1|DGUA
OG0004298	LOC6542563|XP_001970434.1|DERE	LOC117592302|XP_034141862.1|DGUA
OG0004299	LOC6549268|XP_026836734.1|DERE	LOC117589543|XP_034137442.1|DGUA
OG0004300	LOC6547470|XP_026835947.1|DERE	LOC117585834|XP_034131466.1|DGUA
OG0004301	LOC6544485|XP_001971468.1|DERE	LOC117580299|XP_034122676.1|DGUA
OG0004302	LOC6548522|XP_001975404.1|DERE	LOC117583517|XP_034127756.1|DGUA
OG0004303	LOC6541386|XP_001969165.1|DERE	LOC117578958|XP_034120597.1|DGUA
OG0004304	LOC6546738|XP_001974531.3|DERE	LOC117578846|XP_034120522.1|DGUA
OG0004305	LOC6549482|XP_015012467.1|DERE	LOC117592042|XP_034141405.1|DGUA
OG0004306	LOC6546905|XP_001975984.1|DERE	LOC117578706|XP_034120245.1|DGUA
OG0004307	LOC6549421|XP_001975701.1|DERE	LOC117578625|XP_034120122.1|DGUA
OG0004308	LOC6548006|XP_026835800.1|DERE	LOC117580536|XP_034123059.1|DGUA
OG0004309	LOC6545474|XP_026832626.1|DERE	LOC117579833|XP_034121818.1|DGUA
OG0004310	LOC6543374|XP_026835286.1|DERE	LOC117582663|XP_034126472.1|DGUA
OG0004311	LOC6545751|XP_026833093.1|DERE	LOC117587218|XP_034133670.1|DGUA
OG0004312	LOC6548241|XP_001976568.1|DERE	LOC117587376|XP_034133920.1|DGUA
OG0004313	LOC6540965|XP_026835331.1|DERE	LOC117578548|XP_034120011.1|DGUA
OG0004314	LOC6548195|XP_001975078.1|DERE	LOC117592628|XP_034142455.1|DGUA
OG0004315	LOC6548226|XP_001976588.1|DERE	LOC117592194|XP_034141695.1|DGUA
OG0004316	LOC6541503|XP_001969137.1|DERE	LOC117581773|XP_034125083.1|DGUA
OG0004317	LOC6542242|XP_001970499.1|DERE	LOC117584198|XP_034128862.1|DGUA
OG0004318	LOC6547774|XP_015012686.2|DERE	LOC117592677|XP_034142525.1|DGUA
OG0004319	LOC6546712|XP_026835702.1|DERE	LOC117592643|XP_034142481.1|DGUA
OG0004320	LOC6555180|XP_001982278.1|DERE	LOC117589552|XP_034137454.1|DGUA
OG0004321	LOC6540720|XP_001970307.1|DERE	LOC117587530|XP_034134223.1|DGUA
OG0004322	LOC6551851|XP_001979648.1|DERE	LOC117589490|XP_034137346.1|DGUA
OG0004323	LOC6545667|XP_001971142.2|DERE	LOC117586918|XP_034133159.1|DGUA
OG0004324	LOC6548780|XP_001974059.1|DERE	LOC117584836|XP_034129858.1|DGUA
OG0004325	LOC6547359|XP_001976324.1|DERE	LOC117592148|XP_034141607.1|DGUA
OG0004326	LOC6547360|XP_001976325.2|DERE	LOC117592147|XP_034141606.1|DGUA
OG0004327	LOC6550664|XP_026837657.1|DERE	LOC117588495|XP_034135696.1|DGUA
OG0004328	LOC6547885|XP_001976429.1|DERE	LOC117591985|XP_034141318.1|DGUA
OG0004330	LOC6546750|XP_001974543.2|DERE	LOC117591959|XP_034141284.1|DGUA
OG0004331	LOC6541392|XP_001969142.2|DERE	LOC117590132|XP_034138399.1|DGUA
OG0004332	LOC6542762|XP_001969356.1|DERE	LOC117587696|XP_034134483.1|DGUA
OG0004333	LOC6547632|XP_001976267.1|DERE	LOC117584700|XP_034129627.1|DGUA
OG0004334	LOC6542792|XP_026835103.1|DERE	LOC117582256|XP_034125761.1|DGUA
OG0004335	LOC6543208|XP_001970752.1|DERE	LOC117580164|XP_034122378.1|DGUA
OG0004336	LOC6547623|XP_001974887.3|DERE	LOC117578785|XP_034120387.1|DGUA
OG0004337	LOC6541515|XP_001970257.1|DERE	LOC117581787|XP_034125107.1|DGUA
OG0004338	LOC6545643|XP_001972164.1|DERE	LOC117580024|XP_034122139.1|DGUA
OG0004339	LOC6549534|XP_001975622.1|DERE	LOC117590950|XP_034139893.1|DGUA
OG0004340	LOC6549171|XP_001975621.1|DERE	LOC117590942|XP_034139881.1|DGUA
OG0004341	LOC6547762|XP_001976384.2|DERE	LOC117592640|XP_034142474.1|DGUA
OG0004342	LOC6548415|XP_026836564.1|DERE	LOC117590820|XP_034139683.1|DGUA
OG0004343	LOC6548462|XP_026836472.1|DERE	LOC117586494|XP_034132484.1|DGUA
OG0004344	LOC6548457|XP_015012712.1|DERE	LOC117586711|XP_034132876.1|DGUA
OG0004345	LOC6548875|XP_026839419.1|DERE	LOC117591087|XP_034140079.1|DGUA
OG0004346	LOC6548224|XP_015011525.1|DERE	LOC117592192|XP_034141691.1|DGUA
OG0004347	LOC6548220|XP_001976583.1|DERE	LOC117592193|XP_034141693.1|DGUA
OG0004348	LOC6548131|XP_001976508.3|DERE	LOC117592324|XP_034141894.1|DGUA
OG0004349	LOC6547994|XP_015012665.1|DERE	LOC117582765|XP_034126624.1|DGUA
OG0004350	LOC6543037|XP_001970640.1|DERE	LOC117585137|XP_034130360.1|DGUA
OG0004351	LOC6549426|XP_026836868.1|DERE	LOC117589761|XP_034137843.1|DGUA
OG0004352	LOC26526551|XP_015010497.1|DERE	LOC117589998|XP_034138171.1|DGUA
OG0004353	LOC6554123|XP_001981495.1|DERE	LOC117583077|XP_034127144.1|DGUA
OG0004354	LOC6553039|XP_001980044.1|DERE	LOC117583815|XP_034128290.1|DGUA
OG0004355	LOC6553250|XP_015009450.1|DERE	LOC117585884|XP_034131526.1|DGUA
OG0004356	LOC6549533|XP_001975810.1|DERE	LOC117588336|XP_034135439.1|DGUA
OG0004357	LOC6541154|XP_001970635.1|DERE	LOC117585065|XP_034130222.1|DGUA
OG0004358	LOC6546927|XP_001975998.1|DERE	LOC117582351|XP_034125898.1|DGUA
OG0004359	LOC6547099|XP_026835881.1|DERE	LOC117592379|XP_034141975.1|DGUA
OG0004360	LOC6545087|XP_001973273.2|DERE	LOC117579554|XP_034121364.1|DGUA
OG0004361	LOC6551826|XP_001980587.1|DERE	LOC117585118|XP_034130332.1|DGUA
OG0004362	LOC6545225|XP_001971059.1|DERE	LOC117589298|XP_034136982.1|DGUA
OG0004363	LOC6551059|XP_001978303.1|DERE	LOC117588469|XP_034135651.1|DGUA
OG0004364	LOC6549352|XP_015012478.1|DERE	LOC117592335|XP_034141919.1|DGUA
OG0004365	LOC6547821|XP_026836641.1|DERE	LOC117578776|XP_034120373.1|DGUA
OG0004366	LOC6542624|XP_001968217.1|DERE	LOC117582461|XP_034126078.1|DGUA
OG0004367	LOC6545884|XP_001973489.1|DERE	LOC117589431|XP_034137259.1|DGUA
OG0004368	LOC6544264|XP_001973778.1|DERE	LOC117589014|XP_034136528.1|DGUA
OG0004369	LOC6540892|XP_026835354.1|DERE	LOC117592529|XP_034142278.1|DGUA
OG0004370	LOC6548485|XP_026836020.1|DERE	LOC117584436|XP_034129242.1|DGUA
OG0004371	LOC6551414|XP_001977200.1|DERE	LOC117590812|XP_034139669.1|DGUA
OG0004372	LOC6548294|XP_026836642.1|DERE	LOC117592375|XP_034141965.1|DGUA
OG0004373	LOC26526506|XP_015010493.1|DERE	LOC117592692|XP_034142551.1|DGUA
OG0004374	LOC6546707|XP_026836697.1|DERE	LOC117589093|XP_034136625.1|DGUA
OG0004375	LOC6544491|XP_001971474.1|DERE	LOC117580304|XP_034122685.1|DGUA
OG0004376	LOC6545798|XP_001973426.1|DERE	LOC117579768|XP_034121713.1|DGUA
OG0004377	LOC6546095|XP_026832635.1|DERE	LOC117579343|XP_034121060.1|DGUA
OG0004378	LOC6548997|XP_026837037.1|DERE	LOC117579919|XP_034121952.1|DGUA
OG0004379	LOC6547721|XP_001975010.1|DERE	LOC117579149|XP_034120801.1|DGUA
OG0004380	LOC6541895|XP_001970410.1|DERE	LOC117582699|XP_034126499.1|DGUA
OG0004381	LOC6552505|XP_001979813.1|DERE	LOC117585816|XP_034131436.1|DGUA
OG0004382	LOC6546884|XP_001975965.1|DERE	LOC117578747|XP_034120321.1|DGUA
OG0004383	LOC6549370|XP_026836949.1|DERE	LOC117591796|XP_034140994.1|DGUA
OG0004384	LOC6549372|XP_026836950.1|DERE	LOC117591804|XP_034141004.1|DGUA
OG0004385	LOC6546988|XP_001976030.1|DERE	LOC117589140|XP_034136762.1|DGUA
OG0004386	LOC6546909|XP_001975988.1|DERE	LOC117578850|XP_034120528.1|DGUA
OG0004387	LOC6544822|XP_001972658.1|DERE	LOC117579671|XP_034121546.1|DGUA
OG0004388	LOC6546877|XP_026836852.1|DERE	LOC117580740|XP_034123312.1|DGUA
OG0004389	LOC6543634|XP_001971838.1|DERE	LOC117579220|XP_034120884.1|DGUA
OG0004390	LOC6543799|XP_001973146.1|DERE	LOC117587020|XP_034133323.1|DGUA
OG0004391	LOC6547496|XP_026836305.1|DERE	LOC117592381|XP_034141986.1|DGUA
OG0004392	LOC6544888|XP_026833435.1|DERE	LOC117580259|XP_034122583.1|DGUA
OG0004393	LOC6547216|XP_001974714.1|DERE	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC6548429|XP_015011723.1|DERE	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC6549505|XP_001975727.1|DERE	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC6542898|XP_026834241.1|DERE	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC6549364|XP_015012475.2|DERE	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC6549348|XP_001975794.1|DERE	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC6548845|XP_001975459.1|DERE	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC6552441|XP_001980930.1|DERE	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC6548387|XP_001976468.1|DERE	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC6548384|XP_001976465.1|DERE	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC6549168|XP_001975618.1|DERE	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC6541642|XP_001970780.1|DERE	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC6544734|XP_026833099.1|DERE	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC6545442|XP_015013947.1|DERE	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC6540724|XP_001970397.1|DERE	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC6544814|XP_001972652.1|DERE	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC6555815|XP_026839149.1|DERE	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC6546737|XP_026836417.1|DERE	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC6543983|XP_001973724.1|DERE	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC6543982|XP_001973723.1|DERE	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC6548204|XP_001976483.1|DERE	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC6548113|XP_001976543.1|DERE	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC6548970|XP_001975554.1|DERE	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC6542967|XP_001970631.1|DERE	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC6554493|XP_001981938.1|DERE	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC6546934|XP_015012133.1|DERE	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC6542389|XP_015014768.1|DERE	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC6546713|XP_001975874.1|DERE	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC6546391|XP_026833028.1|DERE	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC6546325|XP_026833393.1|DERE	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC6548232|XP_001975264.1|DERE	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC6547906|XP_015011517.1|DERE	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC6545984|XP_001973498.1|DERE	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC6545886|XP_001973491.1|DERE	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC6544416|XP_001973160.2|DERE	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC6553428|XP_001980238.1|DERE	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC6542293|XP_001968814.2|DERE	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC6544750|XP_001972755.1|DERE	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC6555416|XP_001982335.1|DERE	LOC117584971|XP_034130060.1|DGUA
OG0004432	LOC6555414|XP_001982334.2|DERE	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC6543993|XP_001973672.2|DERE	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC6549349|XP_001975795.1|DERE	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC6547564|XP_015011837.1|DERE	LOC117590451|XP_034138967.1|DGUA
OG0004436	LOC6549627|XP_026837014.1|DERE	LOC117587475|XP_034134143.1|DGUA
OG0004437	LOC6548422|XP_001976730.1|DERE	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC6549368|XP_001975678.1|DERE	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC6549537|XP_001975625.1|DERE	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC6546736|XP_001974529.1|DERE	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC6542017|XP_001968340.1|DERE	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC6548140|XP_001975232.1|DERE	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC6545023|XP_001972519.1|DERE	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC6548341|XP_001975297.1|DERE	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC6547949|XP_026836892.1|DERE	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC6554920|XP_001981125.1|DERE	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC6555104|XP_001982020.1|DERE	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC6546747|XP_001974540.1|DERE	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC6544295|XP_001973134.1|DERE	LOC117587319|XP_034133841.1|DGUA
OG0004450	LOC6546843|XP_001975945.1|DERE	LOC117582413|XP_034125997.1|DGUA
OG0004451	LOC6546832|XP_026836309.1|DERE	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC6547407|XP_001974824.1|DERE	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC6547039|XP_001974628.1|DERE	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC6553836|XP_001980475.1|DERE	LOC117586381|XP_034132302.1|DGUA
OG0004455	LOC6544323|XP_001973128.1|DERE	LOC117591262|XP_034140342.1|DGUA
OG0004456	LOC6555508|XP_001982396.1|DERE	LOC117590822|XP_034139682.1|DGUA
OG0004457	LOC6544545|XP_026833522.1|DERE	LOC117579115|XP_034120735.1|DGUA
OG0004458	LOC6544444|XP_026833026.1|DERE	LOC117579551|XP_034121360.1|DGUA
OG0004459	LOC6545378|XP_026832604.1|DERE	LOC117579300|XP_034120998.1|DGUA
OG0004460	LOC6543617|XP_001972948.1|DERE	LOC117589404|XP_034137220.1|DGUA
OG0004461	LOC6544311|XP_001973073.1|DERE	LOC117579729|XP_034121617.1|DGUA
OG0004462	LOC6545354|XP_001973294.1|DERE	LOC117579102|XP_034120715.1|DGUA
OG0004463	LOC6544107|XP_026832495.1|DERE	LOC117579948|XP_034121998.1|DGUA
OG0004464	LOC6545563|XP_001972667.1|DERE	LOC117579753|XP_034121665.1|DGUA
OG0004465	LOC6545338|XP_001973303.1|DERE	LOC117587900|XP_034134769.1|DGUA
OG0004466	LOC6545348|XP_001973288.2|DERE	LOC117579723|XP_034121610.1|DGUA
OG0004467	LOC6545800|XP_001973428.1|DERE	LOC117579387|XP_034121148.1|DGUA
OG0004468	LOC6545887|XP_001973429.1|DERE	LOC117579997|XP_034122085.1|DGUA
OG0004469	LOC6544558|XP_026833356.1|DERE	LOC117591272|XP_034140358.1|DGUA
OG0004470	LOC6549430|XP_001974401.3|DERE	LOC117582557|XP_034126276.1|DGUA
OG0004471	LOC6555299|XP_001982320.1|DERE	LOC117583310|XP_034127444.1|DGUA
OG0004472	LOC6542594|XP_001969162.1|DERE	LOC117578685|XP_034120208.1|DGUA
OG0004473	LOC26526369|XP_015012791.1|DERE	LOC117592617|XP_034142393.1|DGUA
OG0004474	LOC6546925|XP_001975996.1|DERE	LOC117591947|XP_034141255.1|DGUA
OG0004475	LOC6552581|XP_001980332.1|DERE	LOC117592675|XP_034142527.1|DGUA
OG0004476	LOC6540901|XP_026834731.1|DERE	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA
OG0004477	LOC6541995|XP_001970500.1|DERE	LOC117584188|XP_034128850.1|DGUA
OG0004478	LOC6549538|XP_026836863.1|DERE	LOC117579582|XP_034121413.1|DGUA
OG0004479	LOC6548004|XP_001976499.2|DERE	LOC117592563|XP_034142333.1|DGUA
OG0004480	LOC6549932|XP_001978680.1|DERE	LOC117591009|XP_034139985.1|DGUA
OG0004481	LOC6547041|XP_026835683.1|DERE	LOC117580201|XP_034122481.1|DGUA
OG0004482	LOC6555130|XP_026831577.1|DERE	LOC117583533|XP_034127778.1|DGUA
OG0004483	LOC6547990|XP_001976492.1|DERE	LOC117591743|XP_034140948.1|DGUA
OG0004484	LOC6553247|XP_001979067.1|DERE	LOC117586328|XP_034132210.1|DGUA
OG0004485	LOC6555737|XP_001982506.3|DERE	LOC117588683|XP_034136022.1|DGUA
OG0004486	LOC6546743|XP_001974536.1|DERE	LOC117578876|XP_034120563.1|DGUA
OG0004487	LOC6543698|XP_001972972.2|DERE	LOC117587259|XP_034133724.1|DGUA
OG0004488	LOC6542194|XP_001970701.1|DERE	LOC117592132|XP_034141569.1|DGUA
OG0004489	LOC6545422|XP_001971166.1|DERE	LOC117579531|XP_034121339.1|DGUA
OG0004490	LOC6546673|XP_001975866.2|DERE	LOC117590061|XP_034138278.1|DGUA
OG0004491	LOC6542416|XP_001970003.1|DERE	LOC117587776|XP_034134609.1|DGUA
OG0004492	LOC6545484|XP_001973380.1|DERE	LOC117580210|XP_034122495.1|DGUA
OG0004493	LOC6545357|XP_001972592.2|DERE	LOC117590658|XP_034139401.1|DGUA
OG0004494	LOC6552760|XP_026839530.1|DERE	LOC117585345|XP_034130680.1|DGUA, LOC117585969|XP_034131669.1|DGUA, LOC117585187|XP_034130424.1|DGUA
OG0004495	LOC6552945|XP_001981022.1|DERE	LOC117585433|XP_034130798.1|DGUA
OG0004496	LOC6547255|XP_001976141.2|DERE, LOC6547256|XP_001976142.3|DERE	LOC117589902|XP_034138067.1|DGUA
OG0004497	LOC6547534|XP_001976300.1|DERE	LOC117591863|XP_034141123.1|DGUA
OG0004498	LOC113564121|XP_026835067.1|DERE, LOC6552752|XP_001980290.1|DERE	LOC117589646|XP_034137669.1|DGUA
OG0004499	LOC6541845|XP_026834123.1|DERE	LOC117592476|XP_034142208.1|DGUA
OG0004500	LOC6547129|XP_001974763.1|DERE	LOC117579248|XP_034120929.1|DGUA
OG0004501	LOC6547059|XP_001976017.1|DERE	LOC117592108|XP_034141520.1|DGUA
OG0004502	LOC6548178|XP_001975087.1|DERE	LOC117590641|XP_034139374.1|DGUA
OG0004503	LOC26526536|XP_015010495.1|DERE, LOC26526802|XP_015010527.1|DERE	LOC117589686|XP_034137733.1|DGUA
OG0004504	LOC6544655|XP_026833048.1|DERE	LOC117590090|XP_034138323.1|DGUA
OG0004505	LOC6552697|XP_026839673.1|DERE	LOC117589549|XP_034137446.1|DGUA
OG0004506	LOC6554319|XP_026832122.1|DERE	LOC117583681|XP_034128046.1|DGUA
OG0004507	LOC6553246|XP_001979066.2|DERE	LOC117582745|XP_034126576.1|DGUA
OG0004508	LOC6555401|XP_001981651.2|DERE	LOC117583307|XP_034127442.1|DGUA
OG0004509	LOC6544728|XP_001972412.1|DERE	LOC117579843|XP_034121831.1|DGUA
OG0004510	LOC6549996|XP_001977462.2|DERE	LOC117580700|XP_034123231.1|DGUA
OG0004511	LOC6554265|XP_026833443.1|DERE	LOC117582785|XP_034126654.1|DGUA
OG0004512	LOC6555831|XP_026839184.1|DERE	LOC117590679|XP_034139452.1|DGUA
OG0004513	LOC6555856|XP_026838998.1|DERE	LOC117590667|XP_034139424.1|DGUA
OG0004514	LOC6555809|XP_001982726.2|DERE	LOC117590654|XP_034139392.1|DGUA
OG0004515	LOC6550227|XP_001978195.1|DERE	LOC117588599|XP_034135894.1|DGUA
OG0004516	LOC6551358|XP_001978371.2|DERE	LOC117581465|XP_034124574.1|DGUA
OG0004517	LOC6549897|XP_026838464.1|DERE	LOC117590255|XP_034138617.1|DGUA
OG0004518	LOC6550713|XP_026838403.1|DERE	LOC117588266|XP_034135292.1|DGUA
OG0004519	LOC6554951|XP_001981372.1|DERE	LOC117582958|XP_034126959.1|DGUA
OG0004520	LOC6550673|XP_026838154.1|DERE	LOC117588539|XP_034135798.1|DGUA
OG0004521	LOC6542908|XP_001970794.1|DERE	LOC117583372|XP_034127548.1|DGUA
OG0004522	LOC6549939|XP_001977397.1|DERE	LOC117590203|XP_034138546.1|DGUA
OG0004523	LOC6554860|XP_001981104.2|DERE	LOC117583573|XP_034127843.1|DGUA
OG0004524	LOC6551235|XP_001976737.1|DERE	LOC117591154|XP_034140161.1|DGUA
OG0004525	LOC6551128|XP_026838350.1|DERE	LOC117581558|XP_034124781.1|DGUA
OG0004526	LOC6551204|XP_015010991.1|DERE	LOC117590568|XP_034139199.1|DGUA
OG0004527	LOC6551224|XP_001976740.1|DERE	LOC117588292|XP_034135363.1|DGUA
OG0004528	LOC6550332|XP_001977890.1|DERE	LOC117588472|XP_034135655.1|DGUA
OG0004529	LOC6551206|XP_001977013.2|DERE	LOC117581093|XP_034123872.1|DGUA
OG0004530	LOC6550561|XP_001977939.1|DERE	LOC117581332|XP_034124342.1|DGUA
OG0004531	LOC6555181|XP_015009351.1|DERE	LOC117589871|XP_034138032.1|DGUA
OG0004532	LOC6550717|XP_001978099.3|DERE	LOC117580704|XP_034123245.1|DGUA
OG0004533	LOC6551000|XP_001978316.1|DERE	LOC117590955|XP_034139895.1|DGUA
OG0004534	LOC6548424|XP_001975335.1|DERE	LOC117588723|XP_034136074.1|DGUA
OG0004535	LOC6544527|XP_001973053.1|DERE	LOC117589252|XP_034136917.1|DGUA
OG0004536	LOC6549756|XP_026838369.1|DERE	LOC117588771|XP_034136144.1|DGUA
OG0004537	LOC6551690|XP_001978486.1|DERE	LOC117588504|XP_034135717.1|DGUA
OG0004538	LOC6547894|XP_015012655.1|DERE	LOC117592036|XP_034141397.1|DGUA
OG0004539	LOC6553694|XP_026831642.1|DERE	LOC117585324|XP_034130651.1|DGUA
OG0004540	LOC6551397|XP_001977209.1|DERE	LOC117590941|XP_034139874.1|DGUA
OG0004541	LOC6546998|XP_026836889.1|DERE	LOC117586881|XP_034133083.1|DGUA
OG0004542	LOC6549848|XP_001977354.1|DERE	LOC117590235|XP_034138597.1|DGUA
OG0004543	LOC6551119|XP_015010999.1|DERE	LOC117590474|XP_034139020.1|DGUA
OG0004544	LOC6555675|XP_001982392.1|DERE	LOC117590564|XP_034139196.1|DGUA
OG0004545	LOC6555200|XP_026831997.1|DERE	LOC117585739|XP_034131276.1|DGUA
OG0004546	LOC6549361|XP_001975790.1|DERE	LOC117583230|XP_034127379.1|DGUA
OG0004547	LOC6555658|XP_026837590.1|DERE	LOC117591502|XP_034140690.1|DGUA
OG0004548	LOC6550357|XP_015010764.1|DERE	LOC117590452|XP_034138963.1|DGUA
OG0004549	LOC6555511|XP_026838954.1|DERE	LOC117588798|XP_034136202.1|DGUA
OG0004550	LOC6551562|XP_001978601.1|DERE	LOC117581222|XP_034124092.1|DGUA
OG0004551	LOC6547600|XP_001974899.1|DERE	LOC117578764|XP_034120360.1|DGUA
OG0004552	LOC6550283|XP_015010778.1|DERE	LOC117590761|XP_034139591.1|DGUA
OG0004553	LOC6545731|XP_001971625.1|DERE	LOC117579982|XP_034122052.1|DGUA
OG0004554	LOC6550770|XP_001976752.1|DERE	LOC117588341|XP_034135442.1|DGUA
OG0004555	LOC6550771|XP_001976753.1|DERE	LOC117588549|XP_034135821.1|DGUA
OG0004556	LOC6550213|XP_001977724.1|DERE	LOC117588775|XP_034136155.1|DGUA
OG0004557	LOC6550883|XP_001976830.2|DERE	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA
OG0004558	LOC6549838|XP_001978735.1|DERE	LOC117581368|XP_034124394.1|DGUA
OG0004559	LOC6554249|XP_001982098.1|DERE	LOC117585291|XP_034130610.1|DGUA
OG0004560	LOC6542498|XP_001970955.2|DERE	LOC117585339|XP_034130669.1|DGUA
OG0004561	LOC6552861|XP_026839766.1|DERE	LOC117583777|XP_034128223.1|DGUA
OG0004562	LOC6554912|XP_001982234.1|DERE	LOC117585641|XP_034131117.1|DGUA
OG0004563	LOC6553001|XP_015010169.1|DERE	LOC117582763|XP_034126617.1|DGUA
OG0004564	LOC6553848|XP_001979480.1|DERE	LOC117586203|XP_034132028.1|DGUA
OG0004565	LOC6552865|XP_026838333.1|DERE	LOC117589910|XP_034138074.1|DGUA
OG0004566	LOC6551404|XP_001977223.1|DERE	LOC117590887|XP_034139810.1|DGUA
OG0004567	LOC6551739|XP_015010580.1|DERE	LOC117581394|XP_034124427.1|DGUA
OG0004568	LOC6555638|XP_001982521.1|DERE	LOC117588528|XP_034135777.1|DGUA
OG0004569	LOC6552149|XP_015009508.1|DERE	LOC117590016|XP_034138193.1|DGUA
OG0004570	LOC6548646|XP_001975386.1|DERE	LOC117588328|XP_034135428.1|DGUA
OG0004571	LOC6550163|XP_001977673.1|DERE	LOC117588731|XP_034136096.1|DGUA
OG0004572	LOC6540656|XP_001968671.1|DERE	LOC117582320|XP_034125858.1|DGUA
OG0004573	LOC6551793|XP_001979618.1|DERE	LOC117589770|XP_034137857.1|DGUA
OG0004574	LOC6551171|XP_001977046.1|DERE	LOC117580622|XP_034123091.1|DGUA
OG0004575	LOC6551172|XP_001977047.1|DERE	LOC117580618|XP_034123087.1|DGUA
OG0004576	LOC6552911|XP_026837155.1|DERE	LOC117585520|XP_034130917.1|DGUA
OG0004577	LOC6553427|XP_001980237.1|DERE	LOC117589528|XP_034137412.1|DGUA
OG0004578	LOC6551695|XP_026838736.1|DERE	LOC117588642|XP_034135962.1|DGUA
OG0004579	LOC6542619|XP_015015157.1|DERE	LOC117582478|XP_034126114.1|DGUA
OG0004580	LOC6553586|XP_001980282.1|DERE	LOC117589942|XP_034138121.1|DGUA
OG0004581	LOC6553035|XP_001980040.3|DERE	LOC117589929|XP_034138103.1|DGUA
OG0004582	LOC6554965|XP_001981137.3|DERE	LOC117582977|XP_034126990.1|DGUA
OG0004583	LOC6549743|XP_001977346.1|DERE	LOC117581344|XP_034124362.1|DGUA
OG0004584	LOC6549107|XP_001975572.1|DERE	LOC117578754|XP_034120331.1|DGUA
OG0004585	LOC6554473|XP_001981286.1|DERE	LOC117582962|XP_034126965.1|DGUA
OG0004586	LOC6551197|XP_001976929.1|DERE	LOC117590468|XP_034139005.1|DGUA
OG0004587	LOC6554809|XP_026839707.1|DERE	LOC117582907|XP_034126892.1|DGUA
OG0004588	LOC6554864|XP_026839724.1|DERE	LOC117583327|XP_034127479.1|DGUA
OG0004589	LOC6549696|XP_026837616.1|DERE	LOC117581527|XP_034124715.1|DGUA
OG0004590	LOC6554552|XP_015009075.1|DERE	LOC117585833|XP_034131460.1|DGUA
OG0004591	LOC6554556|XP_001981316.1|DERE	LOC117585831|XP_034131458.1|DGUA
