Orthogroup	DERE.longest_only	BCOP.longest_only
OG0003182	LOC6547595|XP_026836003.1|DERE	LOC119071513|XP_037032277.1|BCOP
OG0003183	LOC6549549|XP_001975755.1|DERE	LOC119075508|XP_037037870.1|BCOP
OG0003184	LOC6544370|XP_015013924.1|DERE	LOC119072505|XP_037033639.1|BCOP
OG0003185	LOC6549363|XP_001975792.1|DERE	LOC119071677|XP_037032553.1|BCOP
OG0003186	LOC6547481|XP_001976277.1|DERE	LOC119071670|XP_037032544.1|BCOP
OG0003187	LOC6543352|XP_001968682.1|DERE	LOC119072477|XP_037033602.1|BCOP
OG0003188	LOC6551958|XP_026832061.1|DERE	LOC119085025|XP_037051097.1|BCOP
OG0003189	LOC6545989|XP_001973503.1|DERE	LOC119071505|XP_037032257.1|BCOP
OG0003190	LOC6546740|XP_001974533.1|DERE	LOC119082103|XP_037047367.1|BCOP
OG0003191	LOC6545170|XP_001972556.1|DERE	LOC119068996|XP_037028767.1|BCOP, LOC119078827|XP_037042433.1|BCOP
OG0003192	LOC6545534|XP_015013954.1|DERE	LOC119071152|XP_037031792.1|BCOP
OG0003193	LOC6542440|XP_026835176.1|DERE	LOC119083600|XP_037049231.1|BCOP, LOC119085198|XP_037051405.1|BCOP
OG0003194	LOC6544752|XP_015013116.1|DERE	LOC119066840|XP_037025398.1|BCOP
OG0003195	LOC6552458|XP_001980876.1|DERE	LOC119072440|XP_037033550.1|BCOP
OG0003196	LOC6545758|XP_026833963.1|DERE	LOC119072439|XP_037033549.1|BCOP
OG0003197	LOC6545742|XP_015013981.1|DERE	LOC119078652|XP_037042142.1|BCOP
OG0003198	LOC6541353|XP_001970053.1|DERE	LOC119066866|XP_037025432.1|BCOP
OG0003199	LOC6544856|XP_001970995.1|DERE	LOC119071741|XP_037032668.1|BCOP
OG0003200	LOC6542566|XP_001970789.1|DERE	LOC119083475|XP_037049089.1|BCOP
OG0003201	LOC6549625|XP_001975686.1|DERE	LOC119071136|XP_037031718.1|BCOP
OG0003202	LOC6543806|XP_026832650.1|DERE	LOC119070654|XP_037030980.1|BCOP
OG0003203	LOC6548974|XP_015012367.2|DERE	LOC119071158|XP_037031807.1|BCOP
OG0003204	LOC6553414|XP_001979266.2|DERE	LOC119076659|XP_037039437.1|BCOP
OG0003205	LOC6548203|XP_001976482.1|DERE	LOC119066915|XP_037025510.1|BCOP
OG0003206	LOC6540595|XP_001970318.1|DERE	LOC119076139|XP_037038708.1|BCOP
OG0003207	LOC6555009|XP_026836775.1|DERE	LOC119080409|XP_037044635.1|BCOP
OG0003208	LOC6543966|XP_026832948.1|DERE	LOC119071014|XP_037031507.1|BCOP
OG0003209	LOC6547212|XP_001976161.1|DERE	LOC119072186|XP_037033241.1|BCOP
OG0003210	LOC6555273|XP_026836205.1|DERE	LOC119076936|XP_037039868.1|BCOP
OG0003211	LOC6548994|XP_026836716.1|DERE	LOC119066908|XP_037025494.1|BCOP
OG0003212	LOC6553980|XP_001980437.1|DERE	LOC119082366|XP_037047782.1|BCOP
OG0003213	LOC6548527|XP_001975409.1|DERE	LOC119067659|XP_037026655.1|BCOP
OG0003214	LOC6547101|XP_026837098.1|DERE	LOC119071127|XP_037031687.1|BCOP
OG0003215	LOC6547202|XP_001974788.1|DERE	LOC119071339|XP_037032119.1|BCOP
OG0003216	LOC6540978|XP_026834556.1|DERE	LOC119070965|XP_037031429.1|BCOP
OG0003217	LOC6543054|XP_001970469.1|DERE	LOC119071004|XP_037031497.1|BCOP
OG0003218	LOC6545799|XP_001973427.1|DERE	LOC119067504|XP_037026409.1|BCOP
OG0003219	LOC6545535|XP_001972703.1|DERE	LOC119085706|XP_037052049.1|BCOP
OG0003220	LOC6549172|XP_001974361.1|DERE	LOC119076955|XP_037039928.1|BCOP
OG0003221	LOC6550154|XP_001977551.1|DERE	LOC119069333|XP_037029293.1|BCOP
OG0003222	LOC6542230|XP_001970470.3|DERE	LOC119072489|XP_037033617.1|BCOP
OG0003223	LOC6546926|XP_001975997.1|DERE	LOC119074264|XP_037036181.1|BCOP
OG0003224	LOC6546978|XP_015011882.1|DERE	LOC119071168|XP_037031824.1|BCOP
OG0003225	LOC6541765|XP_001969827.3|DERE	LOC119068805|XP_037028474.1|BCOP
OG0003226	LOC6547433|XP_026836805.1|DERE	LOC119073839|XP_037035551.1|BCOP
OG0003228	LOC6554324|XP_001981483.1|DERE	LOC119085657|XP_037052003.1|BCOP
OG0003229	LOC6545986|XP_001973500.1|DERE	LOC119071861|XP_037032818.1|BCOP
OG0003231	LOC6546151|XP_001971294.2|DERE	LOC119084495|XP_037050397.1|BCOP
OG0003250	LOC6555201|XP_001982297.1|DERE	LOC119067447|XP_037026323.1|BCOP
OG0003251	LOC6555184|XP_026839572.1|DERE	LOC119069131|XP_037028931.1|BCOP
OG0003252	LOC6555137|XP_001982252.2|DERE	LOC119070580|XP_037030883.1|BCOP
OG0003253	LOC6553725|XP_001980394.1|DERE	LOC119067778|XP_037026812.1|BCOP
OG0003254	LOC6553195|XP_001979156.1|DERE	LOC119083865|XP_037049570.1|BCOP
OG0003255	LOC6554853|XP_001981097.2|DERE	LOC119068157|XP_037027529.1|BCOP
OG0003256	LOC6554603|XP_001981555.1|DERE	LOC119067091|XP_037025745.1|BCOP
OG0003257	LOC6551603|XP_015010890.1|DERE	LOC119068231|XP_037027635.1|BCOP
OG0003258	LOC6549870|XP_001978651.1|DERE	LOC119068113|XP_037027454.1|BCOP
OG0003259	LOC6549971|XP_001978744.2|DERE	LOC119067623|XP_037026610.1|BCOP
OG0003260	LOC6550538|XP_026837357.1|DERE	LOC119068108|XP_037027444.1|BCOP
OG0003261	LOC6552108|XP_001978804.3|DERE	LOC119069424|XP_037029370.1|BCOP
OG0003262	LOC26526521|XP_026833740.1|DERE	LOC119069200|XP_037029056.1|BCOP
OG0003263	LOC6549898|XP_001977375.2|DERE	LOC119076057|XP_037038588.1|BCOP
OG0003264	LOC6549731|XP_001978720.1|DERE	LOC119068522|XP_037028025.1|BCOP
OG0003265	LOC6542061|XP_026835048.1|DERE	LOC119077602|XP_037040710.1|BCOP
OG0003266	LOC6542407|XP_001970000.1|DERE	LOC119067326|XP_037026127.1|BCOP
OG0003267	LOC6550262|XP_026838046.1|DERE	LOC119070549|XP_037030839.1|BCOP
OG0003268	LOC6555164|XP_001981420.3|DERE	LOC119082597|XP_037048045.1|BCOP
OG0003269	LOC6554536|XP_001981321.1|DERE	LOC119082575|XP_037047998.1|BCOP
OG0003270	LOC6543960|XP_001972766.3|DERE	LOC119080468|XP_037044745.1|BCOP
OG0003271	LOC6555855|XP_026839280.1|DERE	LOC119079465|XP_037043287.1|BCOP
OG0003272	LOC6550129|XP_001977658.1|DERE	LOC119067295|XP_037026081.1|BCOP, LOC119073067|XP_037034266.1|BCOP, LOC119082254|XP_037047609.1|BCOP
OG0003273	LOC6546795|XP_001975889.1|DERE	LOC119080929|XP_037045447.1|BCOP
OG0003274	LOC6551725|XP_015011063.1|DERE	LOC119070361|XP_037030551.1|BCOP
OG0003275	LOC6550888|XP_026838014.1|DERE	LOC119075765|XP_037038200.1|BCOP
OG0003276	LOC6553237|XP_001980192.1|DERE	LOC119067021|XP_037025645.1|BCOP
OG0003277	LOC6547209|XP_001976158.2|DERE	LOC119068304|XP_037027740.1|BCOP, LOC119080993|XP_037045549.1|BCOP
OG0003278	LOC26526621|XP_015009394.1|DERE	LOC119081068|XP_037045686.1|BCOP
OG0003279	LOC6551691|XP_001978487.1|DERE	LOC119070135|XP_037030354.1|BCOP
OG0003280	LOC6552915|XP_001980978.2|DERE	LOC119069508|XP_037029481.1|BCOP
OG0003281	LOC6553525|XP_001979400.1|DERE	LOC119069351|XP_037029320.1|BCOP
OG0003282	LOC6551689|XP_026838071.1|DERE	LOC119067261|XP_037026033.1|BCOP
OG0003283	LOC6549086|XP_001974225.2|DERE	LOC119075666|XP_037038073.1|BCOP
OG0003284	LOC6551631|XP_001978561.1|DERE	LOC119068071|XP_037027367.1|BCOP
OG0003285	LOC6554861|XP_015009149.1|DERE	LOC119067489|XP_037026391.1|BCOP
OG0003286	LOC6555255|XP_026839606.1|DERE	LOC119068181|XP_037027570.1|BCOP
OG0003287	LOC6544704|XP_001972458.1|DERE	LOC119068744|XP_037028341.1|BCOP
OG0003288	LOC6552880|XP_001979998.1|DERE	LOC119076126|XP_037038690.1|BCOP
OG0003289	LOC6547405|XP_001976313.1|DERE	LOC119071317|XP_037032095.1|BCOP
OG0003290	LOC6552133|XP_001978815.1|DERE	LOC119068288|XP_037027720.1|BCOP
OG0003291	LOC6545485|XP_015014086.2|DERE	LOC119085704|XP_037052048.1|BCOP
OG0003292	LOC6550640|XP_026837505.1|DERE	LOC119068997|XP_037028769.1|BCOP
OG0003293	LOC6551646|XP_001978493.1|DERE	LOC119080482|XP_037044767.1|BCOP
OG0003294	LOC6546553|XP_001974567.1|DERE	LOC119068117|XP_037027461.1|BCOP
OG0003295	LOC6549691|XP_001978724.2|DERE	LOC119067199|XP_037025924.1|BCOP
OG0003296	LOC113563764|XP_026832082.1|DERE	LOC119066247|XP_037024466.1|BCOP
OG0003297	LOC6551953|XP_015009969.1|DERE	LOC119068010|XP_037027259.1|BCOP
OG0003298	LOC6550068|XP_026838102.1|DERE	LOC119070324|XP_037030487.1|BCOP
OG0003299	LOC6552862|XP_001979947.1|DERE	LOC119082136|XP_037047412.1|BCOP
OG0003300	LOC6552773|XP_001979958.1|DERE	LOC119068445|XP_037027914.1|BCOP
OG0003301	LOC6547038|XP_001974627.1|DERE	LOC119067020|XP_037025643.1|BCOP
OG0003302	LOC6551403|XP_026838427.1|DERE	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP
OG0003303	LOC6549054|XP_001975576.1|DERE	LOC119070017|XP_037030193.1|BCOP
OG0003304	LOC6554251|XP_001982100.1|DERE	LOC119081837|XP_037046976.1|BCOP
OG0003305	LOC6550304|XP_001977758.2|DERE	LOC119068046|XP_037027307.1|BCOP
OG0003306	LOC6540984|XP_001970754.1|DERE	LOC119070284|XP_037030447.1|BCOP
OG0003307	LOC6550619|XP_015011263.2|DERE	LOC119069088|XP_037028865.1|BCOP
OG0003308	LOC6541409|XP_001968190.1|DERE	LOC119070069|XP_037030261.1|BCOP
OG0003309	LOC6549880|XP_026838236.1|DERE	LOC119069883|XP_037029953.1|BCOP
OG0003310	LOC6550862|XP_001978222.1|DERE	LOC119069879|XP_037029950.1|BCOP
OG0003311	LOC6553925|XP_001980572.1|DERE	LOC119067476|XP_037026372.1|BCOP
OG0003312	LOC6552326|XP_001979785.1|DERE	LOC119075699|XP_037038121.1|BCOP
OG0003313	LOC6555666|XP_001982416.1|DERE	LOC119069265|XP_037029218.1|BCOP
OG0003314	LOC6548210|XP_001976489.1|DERE	LOC119069187|XP_037029026.1|BCOP
OG0003315	LOC6550009|XP_026837898.1|DERE	LOC119067682|XP_037026692.1|BCOP
OG0003316	LOC6554940|XP_001981121.1|DERE	LOC119068020|XP_037027276.1|BCOP
OG0003317	LOC6552871|XP_001979979.1|DERE	LOC119074280|XP_037036195.1|BCOP
OG0003318	LOC6552049|XP_001980725.3|DERE	LOC119081069|XP_037045691.1|BCOP
OG0003319	LOC6552109|XP_026832131.1|DERE	LOC119070455|XP_037030701.1|BCOP
OG0003320	LOC6554814|XP_026839615.1|DERE	LOC119067520|XP_037026441.1|BCOP
OG0003321	LOC6554810|XP_001981110.1|DERE	LOC119074152|XP_037036050.1|BCOP
OG0003322	LOC6554865|XP_001981108.1|DERE	LOC119068187|XP_037027581.1|BCOP
OG0003323	LOC6555547|XP_001982384.1|DERE	LOC119068650|XP_037028220.1|BCOP
OG0003324	LOC6555682|XP_026837235.1|DERE	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP
OG0003325	LOC6553572|XP_026836959.1|DERE	LOC119068693|XP_037028274.1|BCOP
OG0003326	LOC6550095|XP_001977533.1|DERE	LOC119069900|XP_037030007.1|BCOP
OG0003327	LOC6555849|XP_001982712.2|DERE	LOC119078462|XP_037041898.1|BCOP
OG0003328	LOC6555616|XP_001982595.1|DERE	LOC119082073|XP_037047308.1|BCOP
OG0003329	LOC6553597|XP_001979404.3|DERE	LOC119071648|XP_037032505.1|BCOP
OG0003330	LOC6545821|XP_001972174.2|DERE	LOC119079964|XP_037043973.1|BCOP
OG0003331	LOC6550075|XP_001977525.1|DERE	LOC119068842|XP_037028544.1|BCOP
OG0003332	LOC6550481|XP_001977946.1|DERE	LOC119068860|XP_037028591.1|BCOP
OG0003333	LOC6555143|XP_001981154.3|DERE	LOC119070051|XP_037030236.1|BCOP
OG0003334	LOC6552709|XP_001979001.1|DERE	LOC119069339|XP_037029305.1|BCOP
OG0003335	LOC6552632|XP_001979929.1|DERE	LOC119066862|XP_037025429.1|BCOP
OG0003336	LOC6555410|XP_001982330.1|DERE	LOC119068958|XP_037028721.1|BCOP
OG0003337	LOC6555053|XP_001981381.3|DERE	LOC119076502|XP_037039178.1|BCOP
OG0003338	LOC6551858|XP_001979655.1|DERE	LOC119082518|XP_037047930.1|BCOP
OG0003339	LOC6554597|XP_026839728.1|DERE	LOC119080508|XP_037044811.1|BCOP
OG0003340	LOC26525967|XP_015009357.1|DERE	LOC119080736|XP_037045177.1|BCOP
OG0003341	LOC6549847|XP_001977578.1|DERE	LOC119081436|XP_037046265.1|BCOP
OG0003342	LOC6550216|XP_026837605.1|DERE	LOC119081409|XP_037046202.1|BCOP
OG0003343	LOC6550670|XP_015011259.1|DERE	LOC119068374|XP_037027838.1|BCOP
OG0003344	LOC6542954|XP_001969584.1|DERE	LOC119073967|XP_037035766.1|BCOP
OG0003345	LOC6550214|XP_001977725.1|DERE	LOC119081715|XP_037046732.1|BCOP
OG0003346	LOC6551816|XP_001979623.1|DERE	LOC119068583|XP_037028123.1|BCOP
OG0003347	LOC6551845|XP_001979642.1|DERE	LOC119074757|XP_037036918.1|BCOP
OG0003348	LOC6551792|XP_001979617.1|DERE	LOC119082125|XP_037047404.1|BCOP
OG0003349	LOC6545612|XP_001972676.1|DERE	LOC119067531|XP_037026480.1|BCOP
OG0003350	LOC6554616|XP_026832872.1|DERE	LOC119067958|XP_037027176.1|BCOP
OG0003351	LOC6551541|XP_015010621.1|DERE	LOC119070343|XP_037030527.1|BCOP
OG0003352	LOC6555346|XP_001981196.1|DERE	LOC119067736|XP_037026748.1|BCOP
OG0003353	LOC6552493|XP_026832098.1|DERE	LOC119067754|XP_037026777.1|BCOP
OG0003354	LOC6554969|XP_001981140.1|DERE	LOC119069326|XP_037029279.1|BCOP
OG0003355	LOC6550259|XP_001977710.2|DERE	LOC119067016|XP_037025636.1|BCOP
OG0003356	LOC6551740|XP_026838239.1|DERE	LOC119068312|XP_037027751.1|BCOP
OG0003357	LOC6551255|XP_026838805.1|DERE	LOC119068373|XP_037027837.1|BCOP
OG0003358	LOC6549633|XP_001974439.1|DERE	LOC119070857|XP_037031265.1|BCOP
OG0003359	LOC6550047|XP_026837474.1|DERE	LOC119066988|XP_037025609.1|BCOP
OG0003360	LOC6550644|XP_001978132.2|DERE	LOC119069621|XP_037029608.1|BCOP
OG0003361	LOC6547558|XP_026837205.1|DERE	LOC119072743|XP_037033918.1|BCOP
OG0003362	LOC6555112|XP_001981042.1|DERE	LOC119068692|XP_037028273.1|BCOP
OG0003363	LOC6553402|XP_015010403.1|DERE	LOC119068291|XP_037027724.1|BCOP
OG0003364	LOC6552059|XP_001980695.1|DERE	LOC119067019|XP_037025642.1|BCOP
OG0003365	LOC6552394|XP_001978912.1|DERE	LOC119069495|XP_037029460.1|BCOP
OG0003366	LOC6546312|XP_001972820.2|DERE	LOC119084642|XP_037050608.1|BCOP
OG0003367	LOC6543554|XP_001973315.1|DERE	LOC119067117|XP_037025786.1|BCOP
OG0003368	LOC6543557|XP_001973318.1|DERE	LOC119070278|XP_037030436.1|BCOP
OG0003369	LOC6553013|XP_001979154.1|DERE	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP
OG0003370	LOC6552273|XP_026834963.1|DERE	LOC119067850|XP_037026982.1|BCOP
OG0003371	LOC6550175|XP_001977880.1|DERE	LOC119085582|XP_037051895.1|BCOP
OG0003372	LOC6549518|XP_001975700.1|DERE	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP
OG0003373	LOC6553985|XP_001980500.1|DERE	LOC119080965|XP_037045500.1|BCOP
OG0003374	LOC6551124|XP_026838340.1|DERE	LOC119067288|XP_037026067.1|BCOP
OG0003375	LOC6552859|XP_026834388.1|DERE	LOC119068220|XP_037027611.1|BCOP
OG0003376	LOC6552051|XP_001980687.1|DERE	LOC119067108|XP_037025768.1|BCOP
OG0003377	LOC6556208|XP_026835343.1|DERE	LOC119067073|XP_037025700.1|BCOP
OG0003378	LOC6554183|XP_001981492.1|DERE	LOC119074460|XP_037036496.1|BCOP
OG0003379	LOC6555176|XP_001982274.1|DERE	LOC119066345|XP_037024653.1|BCOP
OG0003380	LOC6555219|XP_001982287.1|DERE	LOC119068135|XP_037027492.1|BCOP
OG0003381	LOC6543008|XP_001969893.1|DERE	LOC119084986|XP_037051050.1|BCOP
OG0003382	LOC6554507|XP_026831579.1|DERE	LOC119085043|XP_037051152.1|BCOP
OG0003383	LOC6552496|XP_001980851.1|DERE	LOC119069275|XP_037029229.1|BCOP
OG0003384	LOC6543395|XP_001968154.1|DERE	LOC119076142|XP_037038712.1|BCOP
OG0003385	LOC6552794|XP_015010323.1|DERE	LOC119068238|XP_037027658.1|BCOP
OG0003386	LOC6554424|XP_001981925.1|DERE	LOC119067955|XP_037027174.1|BCOP
OG0003387	LOC6554387|XP_026839739.1|DERE	LOC119067949|XP_037027163.1|BCOP
OG0003388	LOC6550037|XP_015010821.1|DERE	LOC119068051|XP_037027316.1|BCOP
OG0003389	LOC6548374|XP_001976649.1|DERE	LOC119067902|XP_037027084.1|BCOP
OG0003390	LOC6553899|XP_001979572.1|DERE	LOC119071310|XP_037032084.1|BCOP
OG0003391	LOC6552352|XP_001979773.1|DERE	LOC119068714|XP_037028298.1|BCOP
OG0003392	LOC6552534|XP_001979848.2|DERE	LOC119068485|XP_037027990.1|BCOP
OG0003393	LOC6554627|XP_015009193.1|DERE	LOC119069114|XP_037028902.1|BCOP
OG0003394	LOC6553624|XP_026836345.1|DERE	LOC119069111|XP_037028898.1|BCOP
OG0003395	LOC6553403|XP_001979272.1|DERE	LOC119069108|XP_037028894.1|BCOP
OG0003396	LOC6555425|XP_001981440.1|DERE	LOC119069094|XP_037028880.1|BCOP
OG0003397	LOC6554762|XP_001982198.2|DERE	LOC119068657|XP_037028229.1|BCOP
OG0003398	LOC6552902|XP_001980985.1|DERE	LOC119071075|XP_037031608.1|BCOP
OG0003399	LOC6555492|XP_001981875.1|DERE	LOC119067781|XP_037026814.1|BCOP
OG0003400	LOC6555475|XP_026831551.1|DERE	LOC119070122|XP_037030331.1|BCOP
OG0003401	LOC6555283|XP_026839699.1|DERE	LOC119069955|XP_037030079.1|BCOP
OG0003402	LOC6555302|XP_001982323.1|DERE	LOC119069975|XP_037030113.1|BCOP
OG0003403	LOC6548258|XP_001976623.2|DERE	LOC119067717|XP_037026729.1|BCOP
OG0003404	LOC6553423|XP_001980233.1|DERE	LOC119067251|XP_037026022.1|BCOP
OG0003405	LOC6547169|XP_001976170.1|DERE	LOC119085716|XP_037052060.1|BCOP
OG0003406	LOC6554180|XP_001981490.1|DERE	LOC119067976|XP_037027217.1|BCOP
OG0003407	LOC6554182|XP_001981491.1|DERE	LOC119067980|XP_037027222.1|BCOP
OG0003408	LOC6552866|XP_001979974.1|DERE	LOC119085715|XP_037052059.1|BCOP
OG0003409	LOC6555418|XP_026832085.1|DERE	LOC119069423|XP_037029368.1|BCOP
OG0003410	LOC6555259|XP_026831999.1|DERE	LOC119069980|XP_037030117.1|BCOP
OG0003411	LOC6553267|XP_001980157.1|DERE	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP
OG0003412	LOC6555035|XP_001981406.1|DERE	LOC119072869|XP_037034069.1|BCOP
OG0003413	LOC6552086|XP_001978797.3|DERE	LOC119068535|XP_037028043.1|BCOP
OG0003414	LOC6545842|XP_001972741.1|DERE	LOC119067166|XP_037025864.1|BCOP
OG0003415	LOC6550624|XP_026837252.1|DERE	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP
OG0003416	LOC6553496|XP_001979336.1|DERE	LOC119079886|XP_037043867.1|BCOP
OG0003417	LOC6554339|XP_001982103.2|DERE	LOC119069314|XP_037029260.1|BCOP
OG0003418	LOC6553682|XP_015009870.1|DERE	LOC119072327|XP_037033414.1|BCOP
OG0003419	LOC6553419|XP_001979317.1|DERE	LOC119067325|XP_037026126.1|BCOP
OG0003420	LOC6553420|XP_001979318.3|DERE	LOC119066683|XP_037025171.1|BCOP
OG0003421	LOC6555059|XP_001981387.1|DERE	LOC119067517|XP_037026429.1|BCOP
OG0003422	LOC6555060|XP_001981388.2|DERE	LOC119067547|XP_037026507.1|BCOP
OG0003423	LOC6546572|XP_001974562.1|DERE	LOC119079671|XP_037043618.1|BCOP
OG0003425	LOC6552958|XP_001981026.1|DERE	LOC119066440|XP_037024830.1|BCOP
OG0003426	LOC6553864|XP_001979607.2|DERE	LOC119070406|XP_037030626.1|BCOP
OG0003427	LOC6551791|XP_001979616.1|DERE	LOC119085288|XP_037051544.1|BCOP
OG0003428	LOC6546350|XP_026832774.1|DERE	LOC119072812|XP_037034001.1|BCOP
OG0003429	LOC6547890|XP_001976449.1|DERE	LOC119066893|XP_037025476.1|BCOP
OG0003430	LOC6555879|XP_026839021.1|DERE	LOC119083559|XP_037049173.1|BCOP
OG0003431	LOC6551753|XP_001978856.2|DERE	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP
OG0003432	LOC6555111|XP_001982027.1|DERE	LOC119068918|XP_037028675.1|BCOP
OG0003433	LOC6554480|XP_026833623.1|DERE	LOC119067890|XP_037027067.1|BCOP
OG0003434	LOC6550799|XP_001978090.2|DERE	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP
OG0003435	LOC6555189|XP_001981625.3|DERE	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP
OG0003436	LOC6552785|XP_001978971.1|DERE	LOC119082822|XP_037048372.1|BCOP
OG0003437	LOC6552784|XP_026831544.1|DERE	LOC119069483|XP_037029445.1|BCOP
OG0003438	LOC6552786|XP_001978972.1|DERE	LOC119082649|XP_037048127.1|BCOP
OG0003439	LOC6555021|XP_001982033.1|DERE	LOC119082643|XP_037048115.1|BCOP
OG0003440	LOC6555371|XP_015009145.1|DERE	LOC119069202|XP_037029058.1|BCOP
OG0003441	LOC6540627|XP_001968887.1|DERE	LOC119079548|XP_037043431.1|BCOP
OG0003442	LOC6552414|XP_001980859.1|DERE	LOC119076448|XP_037039110.1|BCOP
OG0003443	LOC6546288|XP_001971311.1|DERE	LOC119069398|XP_037029340.1|BCOP
OG0003444	LOC6545780|XP_001973416.2|DERE	LOC119074977|XP_037037274.1|BCOP
OG0003446	LOC6550620|XP_015011265.1|DERE	LOC119085575|XP_037051893.1|BCOP
OG0003447	LOC6555833|XP_026839166.1|DERE	LOC119081057|XP_037045667.1|BCOP
OG0003448	LOC6552068|XP_001978788.1|DERE	LOC119077113|XP_037040176.1|BCOP
OG0003449	LOC6552406|XP_001979804.1|DERE	LOC119068121|XP_037027471.1|BCOP
OG0003450	LOC6553097|XP_001980052.2|DERE	LOC119077408|XP_037040514.1|BCOP
OG0003451	LOC6553560|XP_001979340.1|DERE	LOC119067973|XP_037027213.1|BCOP
OG0003452	LOC6553561|XP_001979341.1|DERE	LOC119067972|XP_037027211.1|BCOP
OG0003453	LOC6544384|XP_001971478.1|DERE	LOC119067114|XP_037025783.1|BCOP
OG0003454	LOC6541481|XP_001968486.1|DERE	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP
OG0003455	LOC6552030|XP_001980675.2|DERE	LOC119068035|XP_037027293.1|BCOP
OG0003456	LOC6547974|XP_015012243.1|DERE	LOC119083563|XP_037049182.1|BCOP
OG0003457	LOC6552369|XP_001978880.1|DERE	LOC119067593|XP_037026586.1|BCOP
OG0003458	LOC6552065|XP_001979721.1|DERE	LOC119068041|XP_037027301.1|BCOP
OG0003459	LOC6554055|XP_026831686.1|DERE	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP
OG0003460	LOC6554559|XP_001982163.1|DERE	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP
OG0003461	LOC6552783|XP_001978969.3|DERE	LOC119069192|XP_037029033.1|BCOP
OG0003462	LOC6544358|XP_001971996.1|DERE	LOC119081260|XP_037045896.1|BCOP
OG0003463	LOC6552650|XP_026832126.1|DERE	LOC119069974|XP_037030112.1|BCOP
OG0003464	LOC6552082|XP_001979782.3|DERE	LOC119069476|XP_037029424.1|BCOP
OG0003465	LOC6552405|XP_001979803.1|DERE	LOC119068064|XP_037027360.1|BCOP
OG0003466	LOC6554484|XP_001981929.1|DERE	LOC119067823|XP_037026882.1|BCOP
OG0003467	LOC6552527|XP_001979919.1|DERE	LOC119069558|XP_037029534.1|BCOP
OG0003468	LOC6554601|XP_001981036.1|DERE	LOC119069557|XP_037029533.1|BCOP
OG0003469	LOC6554187|XP_001981263.1|DERE	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP
OG0003470	LOC6552559|XP_001979897.3|DERE	LOC119068044|XP_037027305.1|BCOP
OG0003471	LOC6549175|XP_026837013.1|DERE	LOC119071503|XP_037032256.1|BCOP
OG0003472	LOC6541633|XP_026834279.1|DERE	LOC119084606|XP_037050563.1|BCOP
OG0003473	LOC6542373|XP_001969927.1|DERE	LOC119067458|XP_037026335.1|BCOP
OG0003474	LOC113563677|XP_026833709.1|DERE	LOC119067967|XP_037027194.1|BCOP
OG0003475	LOC6553439|XP_026831698.1|DERE	LOC119085343|XP_037051621.1|BCOP
OG0003476	LOC6555864|XP_026839303.1|DERE	LOC119083864|XP_037049563.1|BCOP
OG0003477	LOC6553426|XP_026835931.1|DERE	LOC119070537|XP_037030805.1|BCOP
OG0003478	LOC6553685|XP_001980382.2|DERE	LOC119069825|XP_037029882.1|BCOP
OG0003479	LOC6552302|XP_001980827.1|DERE	LOC119066442|XP_037024832.1|BCOP
OG0003480	LOC6552827|XP_001979060.1|DERE	LOC119068809|XP_037028477.1|BCOP
OG0003481	LOC6552826|XP_001979059.1|DERE	LOC119068810|XP_037028478.1|BCOP
OG0003482	LOC6552825|XP_026839650.1|DERE	LOC119068811|XP_037028479.1|BCOP
OG0003483	LOC6552948|XP_001979036.1|DERE	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP
OG0003484	LOC6552933|XP_001981010.2|DERE	LOC119067366|XP_037026176.1|BCOP
OG0003485	LOC6553202|XP_001980295.1|DERE	LOC119070448|XP_037030694.1|BCOP
OG0003486	LOC6553204|XP_001980297.1|DERE	LOC119070445|XP_037030691.1|BCOP
OG0003487	LOC6555054|XP_001981382.1|DERE	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP
OG0003488	LOC6554514|XP_001981528.1|DERE	LOC119069939|XP_037030058.1|BCOP
OG0003489	LOC6552543|XP_001980839.1|DERE	LOC119067860|XP_037026996.1|BCOP
OG0003490	LOC6553807|XP_001979564.3|DERE	LOC119067862|XP_037027009.1|BCOP
OG0003491	LOC6554633|XP_015009021.1|DERE	LOC119069686|XP_037029704.1|BCOP
