Orthogroup	DERE.longest_only	CPIP.longest_only
OG0005011	LOC6548392|XP_001976524.1|DERE	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC6546229|XP_001973571.1|DERE	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC6552452|XP_001980870.1|DERE	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC6546080|XP_001972246.1|DERE	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC6545549|XP_026832825.1|DERE	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC6544869|XP_001973165.1|DERE	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC6545673|XP_001971655.2|DERE	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC6545077|XP_001971033.1|DERE	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC6544893|XP_001973181.1|DERE	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC6541941|XP_001969118.1|DERE	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC6542397|XP_001969464.1|DERE	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC6545681|XP_001971172.1|DERE	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC6543241|XP_001969150.2|DERE	LOC120420061|XP_039438909.1|CPIP
OG0005024	LOC6543766|XP_001971194.1|DERE	LOC120420111|XP_039438993.1|CPIP
OG0005025	LOC6545589|XP_001972146.1|DERE	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC6543672|XP_001971370.1|DERE	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC6546333|XP_026833303.1|DERE	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC6553727|XP_001980396.1|DERE	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC6546196|XP_001972924.1|DERE	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC6544824|XP_001970982.1|DERE	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC6543585|XP_001972298.1|DERE	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC6546270|XP_001973589.1|DERE	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC6544671|XP_026832648.1|DERE	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC26526113|XP_026833465.1|DERE	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC6546488|XP_026833179.1|DERE	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC6546245|XP_001971292.1|DERE	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC6545640|XP_026833540.1|DERE	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC6546268|XP_001971764.1|DERE	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC6540665|XP_001968662.1|DERE	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC6543625|XP_001973611.1|DERE	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC6546176|XP_001973577.1|DERE	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC6546290|XP_001971313.1|DERE	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC6547741|XP_001974995.1|DERE	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC6547739|XP_001974993.1|DERE	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC6546486|XP_001973582.2|DERE	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC6546904|XP_026836685.1|DERE	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC6546277|XP_001973596.1|DERE	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC6543596|XP_001973598.1|DERE	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC6543314|XP_001969334.1|DERE	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC6544554|XP_015014105.1|DERE	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC6550452|XP_001977829.1|DERE	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC6548992|XP_026836546.1|DERE	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC6544071|XP_026832710.1|DERE	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC6544279|XP_026833601.1|DERE	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC6548509|XP_015011512.1|DERE	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC6548508|XP_026836825.1|DERE	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC6540927|XP_001970024.1|DERE	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC6548003|XP_026835806.1|DERE	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC6542542|XP_001970892.2|DERE	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC6544889|XP_001973177.1|DERE	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC6542822|XP_026834624.1|DERE	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC6548431|XP_001975342.2|DERE	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC6548025|XP_026836858.1|DERE	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC6546250|XP_001972857.1|DERE	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC6543126|XP_026835429.1|DERE	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC6548055|XP_001976516.1|DERE	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC6544568|XP_001972419.1|DERE	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC6555577|XP_001982494.3|DERE	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC6547047|XP_001974636.1|DERE	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC6543841|XP_015013450.1|DERE	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC6547842|XP_001975053.1|DERE	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC6547247|XP_001976133.1|DERE	LOC120420080|XP_039438941.1|CPIP
OG0005078	LOC6546258|XP_001971770.3|DERE	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC6548617|XP_026835762.1|DERE	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC6546468|XP_001971340.1|DERE	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC6542454|XP_001970697.2|DERE	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC6544299|XP_001973138.1|DERE	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC6541614|XP_001970235.1|DERE	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC6545628|XP_001972690.2|DERE	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC6543872|XP_001972348.1|DERE	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC6542234|XP_001970626.1|DERE	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC6546106|XP_026832524.1|DERE	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC6547253|XP_001976139.1|DERE	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC6547251|XP_001976137.1|DERE	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC6547487|XP_001974803.1|DERE	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC6546709|XP_026836680.1|DERE	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC6544123|XP_001971417.1|DERE	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC6545553|XP_015014088.1|DERE	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC6546256|XP_026833860.1|DERE	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC6548437|XP_026836038.1|DERE	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC6541547|XP_001968487.1|DERE	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC113564321|XP_026836721.1|DERE	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC6548644|XP_026835837.1|DERE	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC6548570|XP_001976675.1|DERE	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC6548571|XP_001976676.1|DERE	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC6553950|XP_001979460.1|DERE	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC6547663|XP_026836273.1|DERE	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC6548053|XP_001976514.1|DERE	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC6540680|XP_001970312.1|DERE	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC6543653|XP_001972953.1|DERE	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC6546377|XP_015013658.1|DERE	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC6543743|XP_001971702.1|DERE	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC6549217|XP_001975673.1|DERE	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC6551433|XP_001977140.1|DERE	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC6544221|XP_001973037.1|DERE	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC6544632|XP_015013858.1|DERE	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC6545578|XP_001971112.1|DERE	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC6544631|XP_001972021.1|DERE	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC6546482|XP_001971251.1|DERE	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC6540995|XP_026835547.1|DERE	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC6544017|XP_001973017.1|DERE	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC6555711|XP_026837993.1|DERE	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC6541725|XP_001969362.1|DERE	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC6546772|XP_026835810.1|DERE	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC6545949|XP_015013637.1|DERE	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC6545504|XP_001973344.1|DERE	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC6545368|XP_026832669.1|DERE	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC6546006|XP_001972818.1|DERE	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC6543933|XP_015014026.1|DERE	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC6544022|XP_001973022.3|DERE	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC6545677|XP_001971659.1|DERE	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC6546454|XP_026832490.1|DERE	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC6546611|XP_001975827.2|DERE	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC6546073|XP_015012953.1|DERE	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC6546117|XP_001973534.1|DERE	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC6544034|XP_001972337.1|DERE	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC6545932|XP_026833535.1|DERE	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC6545306|XP_015013165.1|DERE	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC6546032|XP_001971217.1|DERE	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC6545992|XP_001971219.1|DERE	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC6554608|XP_026831824.1|DERE	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC6544670|XP_001972007.2|DERE	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC6545275|XP_001972064.2|DERE	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC6540828|XP_001968738.1|DERE	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC6548771|XP_001975426.1|DERE	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC6545388|XP_001971618.1|DERE	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC6545730|XP_026832418.1|DERE	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC6545393|XP_001971623.1|DERE	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC6545391|XP_001971621.1|DERE	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC6543733|XP_001973621.1|DERE	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC6543732|XP_026833273.1|DERE	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC6545623|XP_001972157.1|DERE	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC6546571|XP_001974561.1|DERE	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC6545259|XP_001973249.1|DERE	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC6543828|XP_001971878.1|DERE	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC6543754|XP_001971872.1|DERE	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC6543752|XP_001971870.1|DERE	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC6543750|XP_026833632.1|DERE	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC6545239|XP_001971031.2|DERE	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC6553559|XP_026832679.1|DERE	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC6548465|XP_001975184.2|DERE	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC6545212|XP_001972103.1|DERE	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC6544521|XP_001973047.1|DERE	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC6546220|XP_001972915.1|DERE	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC6547965|XP_026837109.1|DERE	LOC120422697|XP_039442142.1|CPIP
OG0005162	LOC6549850|XP_001977356.1|DERE	LOC120422702|XP_039442147.1|CPIP
OG0005163	LOC6543987|XP_001973728.1|DERE	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC26526949|XP_015014366.1|DERE	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC6541014|XP_001970758.1|DERE	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC6552479|XP_001978916.1|DERE	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC6552478|XP_001978915.1|DERE	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC6543909|XP_001972980.1|DERE	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC6543574|XP_001971834.2|DERE	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC6543573|XP_001971833.1|DERE	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC6543572|XP_001971832.1|DERE	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC6547840|XP_001975051.1|DERE	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC6541562|XP_001970706.2|DERE	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC6547801|XP_001976418.1|DERE	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC6547905|XP_001976399.1|DERE	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC6547220|XP_026836390.1|DERE	LOC120421930|XP_039441169.1|CPIP
OG0005177	LOC6547808|XP_001976401.1|DERE	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP
OG0005178	LOC6545810|XP_001971649.1|DERE	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC6545864|XP_001971633.1|DERE	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC6545605|XP_001971157.1|DERE	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC6550483|XP_026837401.1|DERE	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC6541963|XP_001970343.3|DERE	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC6542262|XP_026835417.1|DERE	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC6541901|XP_001969051.3|DERE	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC6540771|XP_001970331.1|DERE	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC6547172|XP_026836400.1|DERE	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC6542895|XP_026835257.1|DERE	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC6547158|XP_001974686.1|DERE	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC6550306|XP_015011140.1|DERE	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC6553591|XP_026835338.1|DERE	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC6544551|XP_001973473.2|DERE	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC6548812|XP_001975492.1|DERE	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC6548135|XP_026836045.1|DERE	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC6548452|XP_001976711.1|DERE	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC26526550|XP_015015528.1|DERE	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC6543981|XP_001973722.1|DERE	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC6548237|XP_001976564.2|DERE	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC6551483|XP_001978467.1|DERE	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC6542716|XP_001970233.2|DERE	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC6542896|XP_026834880.1|DERE	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC6549652|XP_001974257.1|DERE	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC6548880|XP_026839422.1|DERE	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC6541049|XP_001970360.1|DERE	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC6545836|XP_001971151.1|DERE	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC6542958|XP_001969279.1|DERE	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC6549573|XP_026836333.1|DERE	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC6542580|XP_001969632.1|DERE	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC6541456|XP_001969222.2|DERE	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC6543248|XP_001968502.2|DERE	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC6542191|XP_026835421.1|DERE	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC6542303|XP_001969038.1|DERE	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC6542965|XP_026835034.1|DERE	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC6542349|XP_001968220.1|DERE	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC6542076|XP_001969867.1|DERE	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC6542224|XP_001968114.1|DERE	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC6542143|XP_026834754.1|DERE	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC6541225|XP_026835068.1|DERE	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC6549646|XP_001974251.3|DERE	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC6549232|XP_001974357.1|DERE	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC6541954|XP_001968663.1|DERE	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC6541238|XP_015015307.1|DERE	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC6541245|XP_001968658.1|DERE	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC6543086|XP_015015271.1|DERE	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC6541449|XP_001969466.1|DERE	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC6541632|XP_001968254.1|DERE	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC6542352|XP_001969931.1|DERE	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC6542008|XP_001968221.2|DERE	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC6553747|XP_026838109.1|DERE	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC6553192|XP_001979136.1|DERE	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC6540820|XP_001968168.2|DERE	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC6547883|XP_001976427.1|DERE	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC6553109|XP_001980015.2|DERE	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC6551964|XP_001979690.1|DERE	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC6548857|XP_026835861.1|DERE	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC6542596|XP_026834457.1|DERE	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC6549154|XP_001974283.2|DERE	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC6548697|XP_026837071.1|DERE	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC6549197|XP_001974236.1|DERE	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC6549198|XP_015011954.1|DERE	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC6541145|XP_026838617.1|DERE	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC6540650|XP_001970308.1|DERE	LOC120422991|XP_039442536.1|CPIP
OG0005258	LOC6541422|XP_001969300.1|DERE	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC6543410|XP_001969520.1|DERE	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC6543535|XP_001969517.1|DERE	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC6542761|XP_001969967.2|DERE	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC6540710|XP_001968789.1|DERE	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC6549203|XP_001974242.1|DERE	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC6552318|XP_001979759.2|DERE	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC6549282|XP_026835721.1|DERE	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC6542475|XP_001968990.1|DERE	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC6543001|XP_001968434.1|DERE	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC6542274|XP_001968435.1|DERE	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC6543183|XP_026834683.1|DERE	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC6542885|XP_001969855.1|DERE	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC6549443|XP_015011944.1|DERE	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC6549445|XP_001974310.1|DERE	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC6543537|XP_026835411.1|DERE	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC6543225|XP_001969858.1|DERE	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC6542588|XP_026834093.1|DERE	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC6542504|XP_015015290.1|DERE	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC6542689|XP_001968610.1|DERE	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC6547096|XP_001974935.1|DERE	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC6540628|XP_026834819.1|DERE	LOC120414100|XP_039431057.1|CPIP
OG0005280	LOC6541025|XP_026834979.1|DERE	LOC120424092|XP_039444040.1|CPIP
OG0005281	LOC6541698|XP_001968410.1|DERE	LOC120420594|XP_039439604.1|CPIP
OG0005282	LOC6552742|XP_001978986.1|DERE	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP
OG0005283	LOC6555003|XP_001982058.1|DERE	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP
OG0005284	LOC6548798|XP_001974055.2|DERE	LOC120413611|XP_039430448.1|CPIP
OG0005285	LOC6548797|XP_001974054.1|DERE	LOC120413622|XP_039430464.1|CPIP
OG0005286	LOC6541032|XP_026834367.1|DERE	LOC120413585|XP_039430412.1|CPIP
OG0005287	LOC6540964|XP_001968247.1|DERE	LOC120413617|XP_039430457.1|CPIP
OG0005288	LOC6542468|XP_026834727.1|DERE	LOC120420134|XP_039439020.1|CPIP
OG0005289	LOC6541830|XP_026839344.1|DERE	LOC120420147|XP_039439039.1|CPIP
OG0005290	LOC6552684|XP_001978947.1|DERE	LOC120430578|XP_039451619.1|CPIP
OG0005291	LOC6542024|XP_001969649.1|DERE	LOC120422712|XP_039442174.1|CPIP
OG0005292	LOC6541777|XP_015014947.1|DERE	LOC120422502|XP_039441894.1|CPIP
OG0005293	LOC6542129|XP_001968943.2|DERE	LOC120423260|XP_039442929.1|CPIP
OG0005294	LOC6542873|XP_001969767.1|DERE	LOC120422731|XP_039442207.1|CPIP
OG0005295	LOC6542286|XP_026835542.1|DERE	LOC120423216|XP_039442862.1|CPIP
OG0005296	LOC6552831|XP_026831534.1|DERE	LOC120414732|XP_039431971.1|CPIP
OG0005297	LOC6541803|XP_015015410.1|DERE	LOC120414734|XP_039431978.1|CPIP
OG0005298	LOC6542528|XP_001969341.1|DERE	LOC120424907|XP_039445134.1|CPIP
OG0005299	LOC6554533|XP_001981318.1|DERE	LOC120422900|XP_039442398.1|CPIP
OG0005300	LOC6551509|XP_001978580.1|DERE	LOC120422899|XP_039442397.1|CPIP
OG0005301	LOC6542505|XP_026835513.1|DERE	LOC120417356|XP_039435294.1|CPIP
OG0005302	LOC6546937|XP_026835716.1|DERE	LOC120417353|XP_039435290.1|CPIP
OG0005303	LOC6549230|XP_001974355.1|DERE	LOC120413136|XP_039429775.1|CPIP
OG0005304	LOC6541641|XP_001970018.1|DERE	LOC120413139|XP_039429780.1|CPIP
OG0005305	LOC6547095|XP_001974934.1|DERE	LOC120431576|XP_039452622.1|CPIP
OG0005306	LOC6547748|XP_001976257.1|DERE	LOC120424961|XP_039445249.1|CPIP
OG0005307	LOC6542098|XP_026834584.1|DERE	LOC120424962|XP_039445250.1|CPIP
OG0005308	LOC6541855|XP_001969964.1|DERE	LOC120416294|XP_039433944.1|CPIP
OG0005309	LOC6540889|XP_001968541.1|DERE	LOC120416300|XP_039433953.1|CPIP
OG0005310	LOC6543489|XP_001970273.1|DERE	LOC120416323|XP_039433979.1|CPIP
OG0005311	LOC6541541|XP_026834977.1|DERE	LOC120416324|XP_039433980.1|CPIP
OG0005312	LOC6542267|XP_001969678.1|DERE	LOC120416299|XP_039433952.1|CPIP
OG0005313	LOC6541174|XP_026834792.1|DERE	LOC120413114|XP_039429755.1|CPIP
OG0005314	LOC6541115|XP_001969783.2|DERE	LOC120413088|XP_039429728.1|CPIP
OG0005315	LOC6549295|XP_001974369.3|DERE	LOC120413084|XP_039429723.1|CPIP
OG0005316	LOC6547094|XP_015011818.1|DERE	LOC120413119|XP_039429762.1|CPIP
OG0005317	LOC6547614|XP_001976251.1|DERE	LOC120413085|XP_039429725.1|CPIP
OG0005318	LOC113563693|XP_026838680.1|DERE, LOC6548543|XP_026838704.1|DERE	LOC120413105|XP_039429745.1|CPIP
OG0005319	LOC6541524|XP_026834872.1|DERE	LOC120428542|XP_039449508.1|CPIP
OG0005320	LOC6549113|XP_001974185.2|DERE	LOC120428544|XP_039449510.1|CPIP
OG0005321	LOC6543173|XP_001969894.1|DERE	LOC120418946|XP_039437418.1|CPIP
