Orthogroup	DERE.longest_only	DBUS.longest_only
OG0004452	LOC6547407|XP_001974824.1|DERE	LOC108594960|XP_017835583.1|DBUS
OG0004453	LOC6547039|XP_001974628.1|DERE	LOC108596381|XP_017837540.1|DBUS
OG0004454	LOC6553836|XP_001980475.1|DERE	LOC108602250|XP_017845790.1|DBUS
OG0004455	LOC6544323|XP_001973128.1|DERE	LOC108598919|XP_017841163.2|DBUS
OG0004456	LOC6555508|XP_001982396.1|DERE	LOC108605247|XP_017850346.1|DBUS
OG0004457	LOC6544545|XP_026833522.1|DERE	LOC108600937|XP_017844263.2|DBUS
OG0004458	LOC6544444|XP_026833026.1|DERE	LOC108600979|XP_017844330.1|DBUS
OG0004459	LOC6545378|XP_026832604.1|DERE	LOC108600748|XP_017843990.2|DBUS
OG0004460	LOC6543617|XP_001972948.1|DERE	LOC108599587|XP_017842021.1|DBUS
OG0004461	LOC6544311|XP_001973073.1|DERE	LOC108601129|XP_017844540.2|DBUS
OG0004462	LOC6545354|XP_001973294.1|DERE	LOC108600366|XP_017843391.1|DBUS
OG0004463	LOC6544107|XP_026832495.1|DERE	LOC108600415|XP_017843465.1|DBUS
OG0004464	LOC6545563|XP_001972667.1|DERE	LOC108600562|XP_017843714.1|DBUS
OG0004465	LOC6545338|XP_001973303.1|DERE	LOC108602609|XP_017846239.2|DBUS
OG0004466	LOC6545348|XP_001973288.2|DERE	LOC108598306|XP_017840410.2|DBUS
OG0004467	LOC6545800|XP_001973428.1|DERE	LOC108600561|XP_033149328.1|DBUS
OG0004468	LOC6545887|XP_001973429.1|DERE	LOC108600560|XP_033149329.1|DBUS
OG0004469	LOC6544558|XP_026833356.1|DERE	LOC108598599|XP_017840782.1|DBUS
OG0004470	LOC6549430|XP_001974401.3|DERE	LOC108608569|XP_017855489.1|DBUS
OG0004471	LOC6555299|XP_001982320.1|DERE	LOC108603788|XP_017848373.1|DBUS
OG0004472	LOC6542594|XP_001969162.1|DERE	LOC108596034|XP_017836887.1|DBUS
OG0004473	LOC26526369|XP_015012791.1|DERE	LOC108594885|XP_017835512.1|DBUS
OG0004474	LOC6546925|XP_001975996.1|DERE	LOC108595496|XP_017836238.1|DBUS
OG0004475	LOC6552581|XP_001980332.1|DERE	LOC108595205|XP_017835882.1|DBUS
OG0004476	LOC6540901|XP_026834731.1|DERE	LOC108601523|XP_017844915.1|DBUS
OG0004477	LOC6541995|XP_001970500.1|DERE	LOC108597733|XP_017839916.1|DBUS
OG0004478	LOC6549538|XP_026836863.1|DERE	LOC108594718|XP_033149234.1|DBUS
OG0004479	LOC6548004|XP_001976499.2|DERE	LOC108595262|XP_017835962.1|DBUS
OG0004480	LOC6549932|XP_001978680.1|DERE	LOC108606113|XP_017851455.1|DBUS
OG0004481	LOC6547041|XP_026835683.1|DERE	LOC108597307|XP_017839276.1|DBUS
OG0004482	LOC6555130|XP_026831577.1|DERE	LOC108604451|XP_017849419.1|DBUS
OG0004483	LOC6547990|XP_001976492.1|DERE	LOC108595526|XP_017836270.1|DBUS
OG0004484	LOC6553247|XP_001979067.1|DERE	LOC108601492|XP_017844879.1|DBUS
OG0004485	LOC6555737|XP_001982506.3|DERE	LOC108606029|XP_017851345.1|DBUS
OG0004486	LOC6546743|XP_001974536.1|DERE	LOC108597442|XP_017839495.1|DBUS
OG0004487	LOC6543698|XP_001972972.2|DERE	LOC108600630|XP_017843806.1|DBUS
OG0004488	LOC6542194|XP_001970701.1|DERE	LOC108594610|XP_017835242.1|DBUS
OG0004489	LOC6545422|XP_001971166.1|DERE	LOC108599527|XP_017841891.1|DBUS
OG0004490	LOC6546673|XP_001975866.2|DERE	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS
OG0004491	LOC6542416|XP_001970003.1|DERE	LOC108607619|XP_017854028.2|DBUS
OG0004492	LOC6545484|XP_001973380.1|DERE	LOC108605079|XP_017850134.1|DBUS, LOC108599761|XP_017842265.1|DBUS
OG0004493	LOC6545357|XP_001972592.2|DERE, LOC6549225|XP_001974459.2|DERE	LOC108598155|XP_033149633.1|DBUS
OG0004494	LOC6552760|XP_026839530.1|DERE	LOC108603190|XP_017847250.1|DBUS, LOC108603791|XP_017848374.2|DBUS
OG0004495	LOC6552945|XP_001981022.1|DERE	LOC108601287|XP_017844676.2|DBUS, LOC108602971|XP_017846843.1|DBUS
OG0004497	LOC6547534|XP_001976300.1|DERE	LOC108595281|XP_017835983.1|DBUS
OG0004498	LOC113564121|XP_026835067.1|DERE, LOC6552752|XP_001980290.1|DERE	LOC108597042|XP_017838827.1|DBUS
OG0004499	LOC6541845|XP_026834123.1|DERE, LOC26526628|XP_015015540.1|DERE	LOC108596497|XP_017837812.1|DBUS
OG0004500	LOC6547129|XP_001974763.1|DERE	LOC108595675|XP_017836443.1|DBUS
OG0004501	LOC6547059|XP_001976017.1|DERE	LOC108594670|XP_017835300.1|DBUS
OG0004504	LOC6544655|XP_026833048.1|DERE	LOC108601664|XP_017845054.1|DBUS
OG0004505	LOC6552697|XP_026839673.1|DERE	LOC108604247|XP_017849112.1|DBUS
OG0004506	LOC6554319|XP_026832122.1|DERE	LOC108603565|XP_017847971.1|DBUS
OG0004507	LOC6553246|XP_001979066.2|DERE	LOC108602255|XP_017845798.1|DBUS
OG0004508	LOC6555401|XP_001981651.2|DERE	LOC108601774|XP_017845189.1|DBUS
OG0004509	LOC6544728|XP_001972412.1|DERE	LOC108598406|XP_017840517.2|DBUS
OG0004510	LOC6549996|XP_001977462.2|DERE	LOC108606219|XP_033150188.1|DBUS
OG0004511	LOC6554265|XP_026833443.1|DERE	LOC108603610|XP_017848047.1|DBUS
OG0004512	LOC6555831|XP_026839184.1|DERE	LOC108607391|XP_017853642.1|DBUS
OG0004513	LOC6555856|XP_026838998.1|DERE	LOC108607333|XP_017853497.1|DBUS
OG0004514	LOC6555809|XP_001982726.2|DERE	LOC108607397|XP_017853660.1|DBUS
OG0004515	LOC6550227|XP_001978195.1|DERE	LOC108605378|XP_017850536.1|DBUS
OG0004516	LOC6551358|XP_001978371.2|DERE	LOC108605175|XP_017850250.1|DBUS
OG0004517	LOC6549897|XP_026838464.1|DERE	LOC108606675|XP_017852499.1|DBUS
OG0004518	LOC6550713|XP_026838403.1|DERE	LOC108606583|XP_017852301.2|DBUS
OG0004519	LOC6554951|XP_001981372.1|DERE	LOC108604499|XP_017849484.1|DBUS
OG0004520	LOC6550673|XP_026838154.1|DERE	LOC108606339|XP_017851871.1|DBUS
OG0004521	LOC6542908|XP_001970794.1|DERE	LOC108597191|XP_017839108.1|DBUS
OG0004522	LOC6549939|XP_001977397.1|DERE	LOC108607161|XP_017853300.1|DBUS
OG0004523	LOC6554860|XP_001981104.2|DERE	LOC108604162|XP_017848981.1|DBUS
OG0004524	LOC6551235|XP_001976737.1|DERE	LOC108607219|XP_017853380.1|DBUS
OG0004525	LOC6551128|XP_026838350.1|DERE	LOC108606375|XP_017851918.1|DBUS
OG0004526	LOC6551204|XP_015010991.1|DERE	LOC108604944|XP_033150370.1|DBUS
OG0004527	LOC6551224|XP_001976740.1|DERE	LOC108605465|XP_017850639.1|DBUS
OG0004528	LOC6550332|XP_001977890.1|DERE	LOC108607240|XP_017853406.1|DBUS
OG0004529	LOC6551206|XP_001977013.2|DERE	LOC108606334|XP_017851849.1|DBUS
OG0004530	LOC6550561|XP_001977939.1|DERE	LOC108605699|XP_017850979.1|DBUS
OG0004531	LOC6555181|XP_015009351.1|DERE	LOC108601623|XP_033150120.1|DBUS
OG0004532	LOC6550717|XP_001978099.3|DERE	LOC108606740|XP_017852624.1|DBUS
OG0004533	LOC6551000|XP_001978316.1|DERE	LOC108605986|XP_017851297.1|DBUS
OG0004534	LOC6548424|XP_001975335.1|DERE	LOC108605630|XP_017850902.1|DBUS
OG0004535	LOC6544527|XP_001973053.1|DERE	LOC108600093|XP_017842944.2|DBUS
OG0004536	LOC6549756|XP_026838369.1|DERE	LOC108606620|XP_017852392.1|DBUS
OG0004537	LOC6551690|XP_001978486.1|DERE	LOC108605249|XP_033150154.1|DBUS
OG0004538	LOC6547894|XP_015012655.1|DERE	LOC108597353|XP_017839348.1|DBUS
OG0004539	LOC6553694|XP_026831642.1|DERE	LOC108603493|XP_033150093.1|DBUS
OG0004540	LOC6551397|XP_001977209.1|DERE	LOC108606998|XP_017853061.1|DBUS
OG0004541	LOC6546998|XP_026836889.1|DERE	LOC108596289|XP_017837367.1|DBUS
OG0004542	LOC6549848|XP_001977354.1|DERE	LOC108606784|XP_017852705.1|DBUS
OG0004543	LOC6551119|XP_015010999.1|DERE	LOC108606939|XP_017852979.1|DBUS
OG0004544	LOC6555675|XP_001982392.1|DERE	LOC108607037|XP_017853119.1|DBUS
OG0004545	LOC6555200|XP_026831997.1|DERE	LOC108603884|XP_017848545.1|DBUS
OG0004546	LOC6549361|XP_001975790.1|DERE	LOC108597533|XP_017839622.1|DBUS
OG0004547	LOC6555658|XP_026837590.1|DERE	LOC108605633|XP_017850905.1|DBUS
OG0004548	LOC6550357|XP_015010764.1|DERE	LOC108605288|XP_017850424.1|DBUS
OG0004549	LOC6555511|XP_026838954.1|DERE	LOC108605241|XP_033150206.1|DBUS
OG0004550	LOC6551562|XP_001978601.1|DERE	LOC108605577|XP_017850836.1|DBUS
OG0004551	LOC6547600|XP_001974899.1|DERE	LOC108596483|XP_017837749.1|DBUS
OG0004552	LOC6550283|XP_015010778.1|DERE	LOC108606535|XP_033150327.1|DBUS
OG0004553	LOC6545731|XP_001971625.1|DERE	LOC108599489|XP_017841825.2|DBUS
OG0004554	LOC6550770|XP_001976752.1|DERE	LOC108607028|XP_017853106.1|DBUS
OG0004555	LOC6550771|XP_001976753.1|DERE	LOC108605903|XP_017851205.1|DBUS
OG0004556	LOC6550213|XP_001977724.1|DERE	LOC108605645|XP_017850917.1|DBUS
OG0004557	LOC6550883|XP_001976830.2|DERE	LOC108604938|XP_017849997.1|DBUS
OG0004558	LOC6549838|XP_001978735.1|DERE	LOC108606362|XP_017851901.1|DBUS
OG0004559	LOC6554249|XP_001982098.1|DERE	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS
OG0004560	LOC6542498|XP_001970955.2|DERE	LOC108595217|XP_033150930.1|DBUS
OG0004561	LOC6552861|XP_026839766.1|DERE	LOC108604819|XP_017849918.1|DBUS
OG0004562	LOC6554912|XP_001982234.1|DERE	LOC108604764|XP_017849847.1|DBUS
OG0004563	LOC6553001|XP_015010169.1|DERE	LOC108604398|XP_017849345.1|DBUS
OG0004564	LOC6553848|XP_001979480.1|DERE	LOC108601536|XP_017844923.1|DBUS
OG0004565	LOC6552865|XP_026838333.1|DERE	LOC108603105|XP_017847098.1|DBUS
OG0004566	LOC6551404|XP_001977223.1|DERE	LOC108605474|XP_017850650.1|DBUS
OG0004567	LOC6551739|XP_015010580.1|DERE	LOC108605666|XP_017850943.1|DBUS
OG0004568	LOC6555638|XP_001982521.1|DERE	LOC108606480|XP_017852105.1|DBUS
OG0004569	LOC6552149|XP_015009508.1|DERE	LOC108603717|XP_033149796.1|DBUS
OG0004570	LOC6548646|XP_001975386.1|DERE	LOC108597328|XP_017839309.1|DBUS
OG0004571	LOC6550163|XP_001977673.1|DERE	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS
OG0004572	LOC6540656|XP_001968671.1|DERE	LOC108597362|XP_017839378.1|DBUS
OG0004573	LOC6551793|XP_001979618.1|DERE	LOC108604440|XP_017849406.1|DBUS
OG0004574	LOC6551171|XP_001977046.1|DERE	LOC108606011|XP_017851325.1|DBUS
OG0004575	LOC6551172|XP_001977047.1|DERE	LOC108606991|XP_017853054.1|DBUS
OG0004576	LOC6552911|XP_026837155.1|DERE	LOC108604655|XP_017849693.1|DBUS
OG0004577	LOC6553427|XP_001980237.1|DERE	LOC108602550|XP_017846174.2|DBUS
OG0004578	LOC6551695|XP_026838736.1|DERE	LOC108606561|XP_017852262.1|DBUS
OG0004579	LOC6542619|XP_015015157.1|DERE	LOC108608324|XP_017855146.1|DBUS
OG0004580	LOC6553586|XP_001980282.1|DERE	LOC108601390|XP_017844778.1|DBUS
OG0004581	LOC6553035|XP_001980040.3|DERE	LOC108603038|XP_017846946.1|DBUS
OG0004582	LOC6554965|XP_001981137.3|DERE	LOC108604722|XP_017849789.1|DBUS
OG0004583	LOC6549743|XP_001977346.1|DERE	LOC108606788|XP_017852719.1|DBUS
OG0004584	LOC6549107|XP_001975572.1|DERE	LOC108596096|XP_017837004.1|DBUS
OG0004585	LOC6554473|XP_001981286.1|DERE	LOC108601920|XP_017845387.1|DBUS
OG0004586	LOC6551197|XP_001976929.1|DERE	LOC108607056|XP_017853157.1|DBUS
OG0004587	LOC6554809|XP_026839707.1|DERE	LOC108603660|XP_017848136.1|DBUS
OG0004588	LOC6554864|XP_026839724.1|DERE	LOC108603690|XP_017848201.1|DBUS
OG0004590	LOC6554552|XP_015009075.1|DERE	LOC108603628|XP_017848075.1|DBUS
OG0004591	LOC6554556|XP_001981316.1|DERE	LOC108604450|XP_017849418.1|DBUS
OG0004592	LOC6550581|XP_001978182.1|DERE	LOC108607248|XP_017853419.1|DBUS
OG0004593	LOC6551356|XP_001977059.1|DERE	LOC108606442|XP_017852042.1|DBUS
OG0004594	LOC6549688|XP_026838242.1|DERE	LOC108605133|XP_017850188.1|DBUS
OG0004595	LOC6550800|XP_026837610.1|DERE	LOC108606816|XP_017852780.1|DBUS
OG0004596	LOC6555672|XP_001982390.1|DERE	LOC108605016|XP_017850072.1|DBUS
OG0004597	LOC6550165|XP_001977603.1|DERE	LOC108605849|XP_017851147.1|DBUS
OG0004598	LOC6544215|XP_001973031.1|DERE	LOC108601107|XP_017844513.1|DBUS
OG0004599	LOC6541806|XP_001968580.2|DERE	LOC108601312|XP_017844704.1|DBUS
OG0004600	LOC6551321|XP_001977086.1|DERE	LOC108605639|XP_017850910.1|DBUS
OG0004601	LOC6551344|XP_001977078.2|DERE	LOC108605056|XP_017850112.1|DBUS
OG0004602	LOC6551593|XP_001977262.2|DERE	LOC108606116|XP_017851458.1|DBUS
OG0004603	LOC6541500|XP_001968192.1|DERE	LOC108599845|XP_017842462.1|DBUS
OG0004604	LOC6549851|XP_001977357.2|DERE	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS
OG0004605	LOC6549804|XP_001977327.2|DERE	LOC108605396|XP_033150432.1|DBUS
OG0004606	LOC6553939|XP_001979490.1|DERE	LOC108602928|XP_017846758.1|DBUS
OG0004607	LOC6550904|XP_026837609.1|DERE	LOC108604937|XP_033150245.1|DBUS
OG0004608	LOC6549992|XP_015011095.1|DERE	LOC108605196|XP_017850279.1|DBUS
OG0004609	LOC6550482|XP_026837403.1|DERE	LOC108606556|XP_017852246.1|DBUS
OG0004610	LOC6555032|XP_001981174.1|DERE	LOC108602285|XP_017845842.1|DBUS
OG0004611	LOC6555349|XP_026839580.1|DERE	LOC108604370|XP_017849306.1|DBUS
OG0004612	LOC6555348|XP_001981198.1|DERE	LOC108602025|XP_017845516.1|DBUS
OG0004613	LOC6553036|XP_026833994.1|DERE	LOC108603045|XP_017846952.1|DBUS
OG0004614	LOC6551029|XP_001978248.1|DERE	LOC108605653|XP_017850928.1|DBUS
OG0004615	LOC6550909|XP_015010975.1|DERE	LOC108606500|XP_017852154.1|DBUS
OG0004616	LOC6549888|XP_001977365.1|DERE	LOC108605155|XP_017850222.1|DBUS
OG0004617	LOC6548265|XP_001974111.1|DERE	LOC108596937|XP_017838662.1|DBUS
OG0004618	LOC6555134|XP_001982249.2|DERE	LOC108601358|XP_017844746.1|DBUS
OG0004619	LOC6555411|XP_001982331.1|DERE	LOC108602898|XP_017846694.1|DBUS
OG0004620	LOC6553803|XP_001979560.2|DERE	LOC108604030|XP_017848770.1|DBUS
OG0004621	LOC6553984|XP_001980499.1|DERE	LOC108604041|XP_017848792.1|DBUS
OG0004622	LOC6551857|XP_015009706.1|DERE	LOC108604611|XP_017849639.1|DBUS
OG0004623	LOC6554540|XP_001981325.1|DERE	LOC108603030|XP_017846934.1|DBUS
OG0004624	LOC6552811|XP_001978942.1|DERE	LOC108603449|XP_017847768.1|DBUS
OG0004625	LOC6550568|XP_026837284.1|DERE	LOC108606478|XP_033150266.1|DBUS
OG0004626	LOC6555726|XP_026838933.1|DERE	LOC108606655|XP_017852461.1|DBUS
OG0004627	LOC6543636|XP_026833988.1|DERE	LOC108600033|XP_017842850.1|DBUS
OG0004628	LOC6555680|XP_001982540.1|DERE	LOC108605758|XP_017851049.1|DBUS
OG0004629	LOC6552774|XP_026835874.1|DERE	LOC108603025|XP_017846922.1|DBUS
OG0004630	LOC6554478|XP_015009077.1|DERE	LOC108603697|XP_017848212.1|DBUS
OG0004631	LOC6551834|XP_001979631.1|DERE	LOC108604148|XP_017848952.1|DBUS
OG0004632	LOC6551835|XP_026834575.1|DERE	LOC108604147|XP_017848950.1|DBUS
OG0004633	LOC6554593|XP_001981328.2|DERE	LOC108601755|XP_017845167.1|DBUS
OG0004634	LOC6554656|XP_026839513.1|DERE	LOC108602824|XP_017846547.1|DBUS
OG0004635	LOC6549777|XP_001977308.2|DERE	LOC108606616|XP_017852377.1|DBUS
OG0004636	LOC6550211|XP_001977722.2|DERE	LOC108606467|XP_017852079.1|DBUS
OG0004637	LOC6555520|XP_026838893.1|DERE	LOC108606814|XP_017852777.1|DBUS
OG0004638	LOC6550466|XP_001977728.3|DERE	LOC108606840|XP_017850777.1|DBUS
OG0004639	LOC6555081|XP_001981597.1|DERE	LOC108601820|XP_017845246.1|DBUS
OG0004640	LOC6555083|XP_001981599.2|DERE	LOC108602364|XP_017845955.1|DBUS
OG0004641	LOC6551071|XP_001978292.1|DERE	LOC108606435|XP_017852036.1|DBUS
OG0004642	LOC6544626|XP_001972201.1|DERE	LOC108605585|XP_017850845.1|DBUS
OG0004643	LOC6552590|XP_015010035.1|DERE	LOC108602110|XP_017845624.1|DBUS
OG0004644	LOC6550389|XP_001977771.1|DERE	LOC108606609|XP_017852367.1|DBUS
OG0004646	LOC6554919|XP_026839626.1|DERE	LOC108604373|XP_017849311.1|DBUS
OG0004647	LOC6550719|XP_001978101.1|DERE	LOC108605884|XP_017851185.1|DBUS
OG0004648	LOC6550237|XP_001977688.1|DERE	LOC108605520|XP_017850759.1|DBUS
OG0004649	LOC6550646|XP_001978134.3|DERE	LOC108606042|XP_033150457.1|DBUS
OG0004650	LOC6541148|XP_001969861.1|DERE	LOC108608316|XP_017855133.1|DBUS
OG0004651	LOC6552239|XP_001979751.3|DERE	LOC108601993|XP_017845481.1|DBUS
OG0004652	LOC6554176|XP_026832615.1|DERE	LOC108602760|XP_017846420.1|DBUS
OG0004653	LOC6543692|XP_001973703.1|DERE	LOC108598281|XP_017840386.2|DBUS
OG0004654	LOC6541180|XP_001968370.2|DERE	LOC108603140|XP_017847170.2|DBUS
OG0004655	LOC6555306|XP_026839755.1|DERE	LOC108604491|XP_017849472.1|DBUS
OG0004656	LOC6550119|XP_001977656.1|DERE	LOC108606352|XP_017851889.1|DBUS
OG0004657	LOC6553563|XP_001979343.1|DERE	LOC108601471|XP_017844859.1|DBUS
OG0004658	LOC6552039|XP_001980684.1|DERE	LOC108603065|XP_017847000.1|DBUS
OG0004659	LOC6554241|XP_001982150.1|DERE	LOC108602085|XP_017845597.1|DBUS
OG0004660	LOC6555257|XP_001982298.2|DERE	LOC108603885|XP_017848547.1|DBUS
OG0004661	LOC6552241|XP_001979753.1|DERE	LOC108604010|XP_017848742.1|DBUS
OG0004662	LOC6553242|XP_001980197.1|DERE	LOC108603313|XP_017847511.1|DBUS
OG0004663	LOC6550942|XP_026838135.1|DERE	LOC108604953|XP_033150160.1|DBUS
OG0004664	LOC6550943|XP_026837435.1|DERE	LOC108606858|XP_017852847.1|DBUS
OG0004665	LOC6550882|XP_001976829.1|DERE	LOC108605651|XP_017850924.1|DBUS
OG0004666	LOC6552275|XP_026831921.1|DERE	LOC108603776|XP_017848357.1|DBUS
OG0004667	LOC6552269|XP_001980750.1|DERE	LOC108604599|XP_017849624.1|DBUS
OG0004668	LOC6550714|XP_026837915.1|DERE	LOC108606822|XP_017852794.1|DBUS
OG0004669	LOC6542465|XP_001970090.1|DERE	LOC108608386|XP_017855228.1|DBUS
OG0004670	LOC6554310|XP_001981741.3|DERE	LOC108601729|XP_017845138.1|DBUS
OG0004671	LOC6553729|XP_001980398.1|DERE	LOC108601949|XP_017845422.1|DBUS
OG0004672	LOC6552765|XP_026831790.1|DERE	LOC108601271|XP_017844659.1|DBUS
OG0004673	LOC6555483|XP_026834134.1|DERE	LOC108604761|XP_017849840.1|DBUS
OG0004674	LOC6554452|XP_001981520.1|DERE	LOC108601660|XP_017845049.1|DBUS
OG0004675	LOC6554510|XP_026831586.1|DERE	LOC108603118|XP_017847116.1|DBUS
OG0004676	LOC6552800|XP_001979028.1|DERE	LOC108603442|XP_017847755.1|DBUS
OG0004677	LOC6555001|XP_026839587.1|DERE	LOC108604367|XP_017849297.1|DBUS
OG0004678	LOC6555002|XP_001982057.1|DERE	LOC108603580|XP_017848005.1|DBUS
OG0004679	LOC6553898|XP_026839582.1|DERE	LOC108601348|XP_017844734.1|DBUS
OG0004680	LOC6552353|XP_026839866.1|DERE	LOC108603872|XP_017848532.1|DBUS
OG0004681	LOC6552966|XP_001980967.1|DERE	LOC108603595|XP_017848025.1|DBUS
OG0004682	LOC6543491|XP_001968681.2|DERE	LOC108604718|XP_017849788.1|DBUS
OG0004683	LOC6553634|XP_001980317.1|DERE	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS
OG0004685	LOC6554628|XP_001981350.1|DERE	LOC108604402|XP_017849351.1|DBUS
OG0004686	LOC6552466|XP_001980884.1|DERE	LOC108603857|XP_017848503.1|DBUS
OG0004687	LOC6554624|XP_001981346.1|DERE	LOC108601756|XP_017845168.1|DBUS
OG0004688	LOC6551976|XP_001980661.1|DERE	LOC108603096|XP_017847081.1|DBUS
OG0004689	LOC6554174|XP_001982116.1|DERE	LOC108603458|XP_017847778.1|DBUS
OG0004690	LOC6553181|XP_001979100.1|DERE	LOC108603367|XP_017847614.1|DBUS
OG0004691	LOC6555014|XP_001981396.1|DERE	LOC108602818|XP_017846538.1|DBUS
OG0004692	LOC6555376|XP_026836498.1|DERE	LOC108603182|XP_017847229.1|DBUS
OG0004693	LOC6555372|XP_001982087.1|DERE	LOC108603639|XP_017848089.1|DBUS
OG0004694	LOC6555338|XP_001981863.1|DERE	LOC108604382|XP_017849326.1|DBUS
OG0004695	LOC6554512|XP_015009353.1|DERE	LOC108603114|XP_033149998.1|DBUS
OG0004696	LOC6553446|XP_001979373.1|DERE	LOC108601446|XP_017844833.1|DBUS
OG0004697	LOC6550618|XP_001978003.1|DERE	LOC108605573|XP_017850830.1|DBUS
OG0004698	LOC6550028|XP_001977494.1|DERE	LOC108605698|XP_017850978.1|DBUS
OG0004699	LOC6551979|XP_001980664.2|DERE	LOC108603528|XP_017847911.1|DBUS
OG0004700	LOC6552092|XP_001978803.2|DERE	LOC108601896|XP_017845359.1|DBUS
OG0004701	LOC6553557|XP_001979337.1|DERE	LOC108602801|XP_017846513.1|DBUS
OG0004702	LOC6555078|XP_001982069.1|DERE	LOC108603020|XP_017846906.1|DBUS
OG0004703	LOC6554166|XP_015009312.1|DERE	LOC108602053|XP_017845555.1|DBUS
OG0004704	LOC6554544|XP_001981946.1|DERE	LOC108603175|XP_017847224.2|DBUS
OG0004705	LOC6552368|XP_001980776.1|DERE	LOC108603475|XP_017847805.1|DBUS
OG0004706	LOC6543763|XP_026833630.1|DERE	LOC108600108|XP_017842967.2|DBUS
OG0004707	LOC6542584|XP_001970086.1|DERE	LOC108604656|XP_017849694.1|DBUS
OG0004708	LOC6553609|XP_026839311.1|DERE	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC6552959|XP_001981027.1|DERE	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC6552525|XP_001979917.2|DERE	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC6555192|XP_001981628.1|DERE	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC6553616|XP_001980245.1|DERE	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC6555022|XP_026839651.1|DERE	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC26527086|XP_015009421.1|DERE	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC6540655|XP_026834097.1|DERE	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC6554979|XP_026834045.1|DERE	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC6551582|XP_026838481.1|DERE	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC6542956|XP_001968552.1|DERE	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC6555131|XP_026832966.1|DERE	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC6555074|XP_001982065.1|DERE	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC6554178|XP_001981488.1|DERE	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC6554867|XP_001981363.1|DERE	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC6550377|XP_001977858.1|DERE	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC6553863|XP_001979606.1|DERE	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC6555190|XP_001981626.1|DERE	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC6554515|XP_001981529.1|DERE	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC6554435|XP_015009315.2|DERE	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC6553726|XP_001980395.1|DERE	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC6550866|XP_001978226.1|DERE	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC6542412|XP_001970059.1|DERE	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC6554073|XP_001979583.1|DERE	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC6551949|XP_001980703.1|DERE	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC6552327|XP_001979786.1|DERE	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC6555392|XP_001982348.2|DERE	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC6554571|XP_015009131.1|DERE	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC6555098|XP_015009039.1|DERE	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC6552114|XP_001978810.1|DERE	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC6552115|XP_001978811.2|DERE	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC6554338|XP_001982102.1|DERE	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC6554483|XP_001981928.1|DERE	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC6553862|XP_026831807.1|DERE	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC6555843|XP_026839167.1|DERE	LOC108607359|XP_017853542.1|DBUS
OG0004743	LOC6553902|XP_001979575.1|DERE	LOC108602990|XP_017846873.1|DBUS
OG0004744	LOC6543303|XP_001968952.1|DERE	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC6552371|XP_001978882.1|DERE	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC6554056|XP_001980497.1|DERE	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC6554057|XP_015009895.1|DERE	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC6554054|XP_026831679.1|DERE	LOC108603750|XP_017848313.1|DBUS
