Orthogroup	DERE.longest_only	SLEB.longest_only
OG0005790	LOC6554471|XP_001981307.2|DERE	LOC115621332|XP_030370813.1|SLEB
OG0005791	LOC6553171|XP_015010175.1|DERE	LOC115625169|XP_030375969.1|SLEB
OG0005792	LOC6553170|XP_001980006.1|DERE	LOC115622420|XP_030372215.1|SLEB
OG0005793	LOC6553275|XP_015009827.1|DERE	LOC115625613|XP_030376609.1|SLEB
OG0005794	LOC6546985|XP_001976073.1|DERE	LOC115633844|XP_030387195.1|SLEB
OG0005795	LOC6553234|XP_001980189.1|DERE	LOC115624046|XP_030374486.1|SLEB
OG0005796	LOC6545857|XP_015014091.1|DERE	LOC115622581|XP_030372431.1|SLEB
OG0005797	LOC6546102|XP_001972222.1|DERE	LOC115622537|XP_030372360.1|SLEB
OG0005798	LOC6551801|XP_001980814.1|DERE	LOC115623635|XP_030373936.1|SLEB
OG0005799	LOC6553457|XP_026834603.1|DERE	LOC115624370|XP_030374892.1|SLEB
OG0005800	LOC6553454|XP_001979251.1|DERE	LOC115624134|XP_030374590.1|SLEB
OG0005801	LOC6553455|XP_001979252.1|DERE	LOC115624133|XP_030374589.1|SLEB
OG0005802	LOC6553107|XP_026832097.1|DERE	LOC115625513|XP_030376437.1|SLEB
OG0005803	LOC6551797|XP_026831485.1|DERE	LOC115623952|XP_030374376.1|SLEB
OG0005804	LOC6552003|XP_001979702.1|DERE	LOC115623657|XP_030373974.1|SLEB
OG0005805	LOC6548073|XP_026836314.1|DERE	LOC115623736|XP_030374112.1|SLEB
OG0005806	LOC6554825|XP_001981998.1|DERE	LOC115625604|XP_030376597.1|SLEB
OG0005807	LOC6554789|XP_001981986.2|DERE	LOC115625413|XP_030376312.1|SLEB
OG0005808	LOC6550630|XP_001978142.1|DERE	LOC115626692|XP_030377979.1|SLEB
OG0005809	LOC6545419|XP_001971163.1|DERE	LOC115628372|XP_030380310.1|SLEB
OG0005810	LOC6553459|XP_001979256.1|DERE	LOC115623521|XP_030373762.1|SLEB
OG0005811	LOC6553460|XP_001979257.1|DERE	LOC115623522|XP_030373763.1|SLEB
OG0005812	LOC6551869|XP_001980819.1|DERE	LOC115624001|XP_030374433.1|SLEB, LOC115624470|XP_030375033.1|SLEB
OG0005813	LOC6552211|XP_001980730.1|DERE	LOC115625564|XP_030376518.1|SLEB
OG0005814	LOC6552738|XP_001978982.2|DERE	LOC115625180|XP_030376005.1|SLEB
OG0005815	LOC6540980|XP_001970753.2|DERE	LOC115624646|XP_030375281.1|SLEB
OG0005816	LOC6554734|XP_001981069.1|DERE	LOC115620352|XP_030369413.1|SLEB
OG0005817	LOC6552923|XP_001980996.1|DERE	LOC115625163|XP_030375955.1|SLEB
OG0005818	LOC6554464|XP_026839791.1|DERE	LOC115624066|XP_030374511.1|SLEB
OG0005819	LOC6553004|XP_001979147.1|DERE	LOC115623805|XP_030374208.1|SLEB
OG0005820	LOC6553005|XP_001979148.1|DERE	LOC115623806|XP_030374209.1|SLEB
OG0005821	LOC6553052|XP_001979139.1|DERE	LOC115625116|XP_030375882.1|SLEB
OG0005822	LOC6540843|XP_001970103.1|DERE	LOC115625871|XP_030376941.1|SLEB
OG0005823	LOC6550193|XP_001977582.1|DERE	LOC115627504|XP_030379054.1|SLEB
OG0005824	LOC6552869|XP_001979977.1|DERE	LOC115621592|XP_030371143.1|SLEB
OG0005825	LOC6544538|XP_001972400.1|DERE	LOC115622737|XP_030372639.1|SLEB
OG0005826	LOC6544248|XP_001973815.2|DERE	LOC115621284|XP_030370747.1|SLEB
OG0005827	LOC6554576|XP_001981764.1|DERE	LOC115624014|XP_030374446.1|SLEB
OG0005828	LOC6545209|XP_001972100.1|DERE	LOC115632118|XP_030384980.1|SLEB
OG0005829	LOC6552678|XP_001980917.1|DERE	LOC115623372|XP_030373523.1|SLEB
OG0005830	LOC6543639|XP_001971843.1|DERE	LOC115628230|XP_030380093.1|SLEB
OG0005831	LOC6543679|XP_001971847.2|DERE	LOC115628429|XP_030380377.1|SLEB
OG0005832	LOC6543680|XP_001971848.2|DERE	LOC115628428|XP_030380376.1|SLEB
OG0005833	LOC6543713|XP_026833345.1|DERE	LOC115628394|XP_030380340.1|SLEB
OG0005834	LOC6543718|XP_001971861.1|DERE	LOC115628402|XP_030380350.1|SLEB
OG0005835	LOC6543723|XP_001971866.1|DERE	LOC115628313|XP_030380227.1|SLEB
OG0005836	LOC6546328|XP_001972940.2|DERE	LOC115632712|XP_030385814.1|SLEB
OG0005837	LOC6554826|XP_001981999.1|DERE	LOC115625603|XP_030376596.1|SLEB
OG0005838	LOC6552061|XP_026835220.1|DERE	LOC115625224|XP_030376068.1|SLEB
OG0005839	LOC6542706|XP_001968458.1|DERE	LOC115630480|XP_030382920.1|SLEB
OG0005840	LOC6551935|XP_001979679.1|DERE	LOC115624391|XP_030374962.1|SLEB
OG0005841	LOC6553308|XP_026831908.1|DERE	LOC115623823|XP_030374227.1|SLEB
OG0005842	LOC6555707|XP_001982551.1|DERE	LOC115629826|XP_030382261.1|SLEB
OG0005843	LOC6545838|XP_001972739.1|DERE	LOC115633080|XP_030386316.1|SLEB
OG0005844	LOC6545088|XP_001973274.1|DERE	LOC115622098|XP_030371802.1|SLEB
OG0005845	LOC6552299|XP_001978896.1|DERE	LOC115623411|XP_030373581.1|SLEB
OG0005846	LOC6552588|XP_026837708.1|DERE	LOC115623597|XP_030373859.1|SLEB
OG0005847	LOC6552459|XP_026831893.1|DERE	LOC115624252|XP_030374735.1|SLEB
OG0005848	LOC6550515|XP_026837645.1|DERE	LOC115629138|XP_030381343.1|SLEB
OG0005849	LOC6550608|XP_026837598.1|DERE	LOC115626687|XP_030377975.1|SLEB
OG0005850	LOC6550511|XP_001977986.1|DERE	LOC115627874|XP_030379618.1|SLEB
OG0005851	LOC6542618|XP_001970085.1|DERE	LOC115630015|XP_030382500.1|SLEB, LOC115625776|XP_030376805.1|SLEB
OG0005852	LOC6553923|XP_001980570.1|DERE	LOC115623456|XP_030373672.1|SLEB
OG0005853	LOC6550166|XP_001977604.1|DERE	LOC115629860|XP_030382307.1|SLEB
OG0005854	LOC6553458|XP_026834639.1|DERE	LOC115623762|XP_030374158.1|SLEB
OG0005855	LOC6551066|XP_026837678.1|DERE	LOC115628935|XP_030381067.1|SLEB
OG0005856	LOC6550710|XP_026838334.1|DERE	LOC115629295|XP_030381598.1|SLEB
OG0005857	LOC6553935|XP_001979486.1|DERE	LOC115623847|XP_030374250.1|SLEB
OG0005858	LOC6553839|XP_001980478.1|DERE	LOC115624407|XP_030375002.1|SLEB
OG0005859	LOC6540704|XP_001968771.2|DERE	LOC115631487|XP_030384103.1|SLEB
OG0005860	LOC6553198|XP_026832010.1|DERE	LOC115624395|XP_030374968.1|SLEB
OG0005861	LOC6555415|XP_026836097.1|DERE	LOC115620393|XP_030369463.1|SLEB
OG0005862	LOC6542877|XP_026834999.1|DERE	LOC115634511|XP_030388138.1|SLEB
OG0005863	LOC6547886|XP_001976430.1|DERE	LOC115620437|XP_030369528.1|SLEB
OG0005864	LOC6552589|XP_001980898.1|DERE	LOC115623598|XP_030373871.1|SLEB
OG0005865	LOC6554714|XP_001981964.1|DERE	LOC115623792|XP_030374194.1|SLEB
OG0005866	LOC6546996|XP_026836847.1|DERE	LOC115624726|XP_030375410.1|SLEB
OG0005867	LOC6541436|XP_026834944.1|DERE	LOC115631274|XP_030383845.1|SLEB
OG0005868	LOC26526846|XP_015012867.1|DERE	LOC115633901|XP_030387265.1|SLEB
OG0005869	LOC6551280|XP_026837262.1|DERE	LOC115627151|XP_030378590.1|SLEB
OG0005870	LOC6555660|XP_001982573.1|DERE	LOC115627138|XP_030378574.1|SLEB
OG0005871	LOC6551136|XP_001978282.1|DERE	LOC115627272|XP_030378762.1|SLEB
OG0005872	LOC6555412|XP_026839638.1|DERE	LOC115620902|XP_030370250.1|SLEB
OG0005873	LOC6552449|XP_001980867.1|DERE	LOC115625620|XP_030376621.1|SLEB
OG0005874	LOC6550650|XP_026837218.1|DERE	LOC115629254|XP_030381530.1|SLEB
OG0005875	LOC6541844|XP_015014752.1|DERE	LOC115627590|XP_030379176.1|SLEB
OG0005876	LOC6551011|XP_026837769.1|DERE	LOC115629319|XP_030381628.1|SLEB
OG0005877	LOC6550665|XP_001977993.1|DERE	LOC115629092|XP_030381265.1|SLEB
OG0005878	LOC6551181|XP_026837768.1|DERE	LOC115626724|XP_030378030.1|SLEB
OG0005879	LOC6550271|XP_015010785.1|DERE	LOC115626670|XP_030377952.1|SLEB
OG0005880	LOC6543922|XP_001973657.1|DERE	LOC115622595|XP_030372452.1|SLEB
OG0005881	LOC6544755|XP_001972760.1|DERE	LOC115622702|XP_030372592.1|SLEB
OG0005882	LOC6550557|XP_001977957.1|DERE	LOC115628025|XP_030379821.1|SLEB
OG0005883	LOC6544857|XP_001970996.1|DERE	LOC115633125|XP_030386377.1|SLEB
OG0005884	LOC6546228|XP_001973570.1|DERE	LOC115632314|XP_030385275.1|SLEB
OG0005885	LOC6545557|XP_001972683.1|DERE	LOC115622642|XP_030372510.1|SLEB
OG0005886	LOC6545760|XP_026832656.1|DERE	LOC115623161|XP_030373234.1|SLEB
OG0005887	LOC6544754|XP_015013985.2|DERE	LOC115622268|XP_030372030.1|SLEB
OG0005888	LOC6544166|XP_026832276.1|DERE	LOC115632579|XP_030385660.1|SLEB
OG0005889	LOC6545380|XP_001972587.3|DERE	LOC115622194|XP_030371945.1|SLEB
OG0005890	LOC6550926|XP_001976981.1|DERE	LOC115628864|XP_030380976.1|SLEB
OG0005891	LOC6544729|XP_015013922.1|DERE	LOC115623211|XP_030373300.1|SLEB
OG0005892	LOC6544367|XP_001972426.2|DERE	LOC115622329|XP_030372098.1|SLEB
OG0005893	LOC6544599|XP_001973061.1|DERE	LOC115624758|XP_030375450.1|SLEB
OG0005894	LOC6544600|XP_001973062.1|DERE	LOC115624759|XP_030375451.1|SLEB
OG0005895	LOC6544601|XP_001973063.1|DERE	LOC115624760|XP_030375452.1|SLEB
OG0005896	LOC6546058|XP_001973511.1|DERE	LOC115626340|XP_030377550.1|SLEB
OG0005897	LOC6545440|XP_015013945.1|DERE	LOC115622132|XP_030371845.1|SLEB
OG0005898	LOC6550715|XP_001978097.2|DERE	LOC115629952|XP_030382420.1|SLEB
OG0005899	LOC6542547|XP_001970628.1|DERE	LOC115624569|XP_030375157.1|SLEB
OG0005900	LOC6542207|XP_001968191.1|DERE	LOC115631604|XP_030384266.1|SLEB
OG0005901	LOC6548179|XP_001975088.1|DERE	LOC115623023|XP_030373064.1|SLEB
OG0005902	LOC6549619|XP_001975656.1|DERE	LOC115627722|XP_030379335.1|SLEB
OG0005903	LOC6551785|XP_001980598.3|DERE	LOC115623972|XP_030374401.1|SLEB
OG0005904	LOC6554246|XP_001982095.2|DERE	LOC115620318|XP_030369371.1|SLEB
OG0005905	LOC6545709|XP_015014095.1|DERE	LOC115622182|XP_030371931.1|SLEB
OG0005906	LOC6545252|XP_001973309.3|DERE	LOC115623258|XP_030373388.1|SLEB
OG0005907	LOC6545796|XP_001973424.1|DERE	LOC115624707|XP_030375389.1|SLEB
OG0005908	LOC6544412|XP_026833439.1|DERE	LOC115623345|XP_030373488.1|SLEB
OG0005909	LOC6543931|XP_015014157.1|DERE	LOC115632975|XP_030386145.1|SLEB
OG0005910	LOC6548525|XP_026835949.1|DERE	LOC115619973|XP_030368872.1|SLEB
OG0005911	LOC6548524|XP_001975406.1|DERE	LOC115633952|XP_030387330.1|SLEB
OG0005912	LOC113563681|XP_015011708.1|DERE	LOC115630852|XP_030383348.1|SLEB
OG0005913	LOC6554886|XP_001982241.1|DERE	LOC115621068|XP_030370454.1|SLEB
OG0005914	LOC6549210|XP_001975666.1|DERE	LOC115619951|XP_030368840.1|SLEB
OG0005915	LOC6549212|XP_001975668.1|DERE	LOC115628732|XP_030380799.1|SLEB
OG0005916	LOC6547818|XP_001975005.1|DERE	LOC115624788|XP_030375491.1|SLEB
OG0005917	LOC6547100|XP_001974780.1|DERE	LOC115633872|XP_030387232.1|SLEB
OG0005918	LOC6551506|XP_001978577.1|DERE	LOC115627500|XP_030379048.1|SLEB
OG0005919	LOC6543381|XP_001969173.1|DERE	LOC115634256|XP_030387713.1|SLEB
OG0005920	LOC6548866|XP_001975452.1|DERE	LOC115632174|XP_030385070.1|SLEB
OG0005921	LOC6543771|XP_001971199.1|DERE	LOC115628300|XP_030380208.1|SLEB
OG0005922	LOC6555712|XP_001982556.1|DERE	LOC115629111|XP_030381300.1|SLEB
OG0005923	LOC6544756|XP_001972479.1|DERE	LOC115623007|XP_030373038.1|SLEB
OG0005924	LOC6545531|XP_026832672.1|DERE	LOC115623011|XP_030373042.1|SLEB
OG0005925	LOC6545382|XP_001972589.1|DERE	LOC115622711|XP_030372602.1|SLEB
OG0005926	LOC6550518|XP_001977908.1|DERE	LOC115626787|XP_030378113.1|SLEB
OG0005927	LOC6552832|XP_026831547.1|DERE	LOC115625522|XP_030376447.1|SLEB
OG0005928	LOC6551576|XP_026838516.1|DERE	LOC115627469|XP_030379001.1|SLEB
OG0005929	LOC6545851|XP_001971190.1|DERE	LOC115633976|XP_030387357.1|SLEB
OG0005930	LOC6546602|XP_001976041.1|DERE	LOC115624908|XP_030375616.1|SLEB
OG0005931	LOC6541000|XP_001970756.1|DERE	LOC115624545|XP_030375131.1|SLEB
OG0005932	LOC26526815|XP_026836444.1|DERE	LOC115624648|XP_030375284.1|SLEB
OG0005933	LOC6542533|XP_001970396.1|DERE	LOC115622966|XP_030372979.1|SLEB
OG0005934	LOC6549132|XP_001975587.3|DERE	LOC115620751|XP_030370010.1|SLEB
OG0005935	LOC6544164|XP_001973765.2|DERE	LOC115633066|XP_030386291.1|SLEB
OG0005936	LOC6541733|XP_001970093.1|DERE	LOC115625898|XP_030376987.1|SLEB
OG0005937	LOC6544108|XP_001973763.1|DERE	LOC115632429|XP_030385430.1|SLEB
OG0005938	LOC6548335|XP_026836178.1|DERE	LOC115627894|XP_030379650.1|SLEB
OG0005939	LOC6550592|XP_001978169.1|DERE	LOC115627206|XP_030378684.1|SLEB
OG0005940	LOC6548198|XP_001975081.2|DERE	LOC115634349|XP_030387865.1|SLEB
OG0005942	LOC6540960|XP_001970767.1|DERE	LOC115624644|XP_030375276.1|SLEB
OG0005943	LOC6543083|XP_026834091.1|DERE	LOC115624519|XP_030375095.1|SLEB
OG0005944	LOC6541037|XP_026835593.1|DERE	LOC115624568|XP_030375156.1|SLEB
OG0005945	LOC6547162|XP_001976163.1|DERE	LOC115634712|XP_030388455.1|SLEB
OG0005946	LOC6546711|XP_026835703.1|DERE	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB
OG0005947	LOC6548537|XP_026835780.1|DERE	LOC115625558|XP_030376514.1|SLEB
OG0005948	LOC6545254|XP_001973311.1|DERE	LOC115628334|XP_030380257.1|SLEB
OG0005949	LOC6543930|XP_001973665.3|DERE	LOC115632710|XP_030385812.1|SLEB
OG0005950	LOC6543228|XP_015014469.1|DERE	LOC115631689|XP_030384371.1|SLEB
OG0005951	LOC6546099|XP_026833466.1|DERE	LOC115632403|XP_030385398.1|SLEB
OG0005952	LOC6541284|XP_015014912.1|DERE	LOC115631688|XP_030384369.1|SLEB
OG0005953	LOC6548785|XP_001974064.1|DERE	LOC115628594|XP_030380639.1|SLEB
OG0005954	LOC6548781|XP_001974060.1|DERE	LOC115628588|XP_030380631.1|SLEB
OG0005955	LOC6551989|XP_001980797.1|DERE	LOC115623374|XP_030373529.1|SLEB
OG0005956	LOC6546751|XP_001974544.2|DERE	LOC115634707|XP_030388447.1|SLEB
OG0005957	LOC6554674|XP_001981966.1|DERE	LOC115624041|XP_030374478.1|SLEB
OG0005958	LOC6554504|XP_001981738.1|DERE	LOC115624029|XP_030374466.1|SLEB
OG0005959	LOC6542821|XP_001969355.1|DERE	LOC115625880|XP_030376957.1|SLEB
OG0005960	LOC6550209|XP_001977720.1|DERE	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB
OG0005961	LOC6548730|XP_001975400.1|DERE	LOC115631876|XP_030384588.1|SLEB
OG0005962	LOC6547592|XP_001974891.2|DERE	LOC115624909|XP_030375617.1|SLEB
OG0005963	LOC6543023|XP_001969834.1|DERE	LOC115631519|XP_030384148.1|SLEB
OG0005964	LOC6548303|XP_026836002.1|DERE	LOC115632093|XP_030384932.1|SLEB
OG0005965	LOC6542158|XP_001969138.2|DERE	LOC115633883|XP_030387247.1|SLEB
OG0005966	LOC6546831|XP_001975938.1|DERE	LOC115629744|XP_030382138.1|SLEB
OG0005967	LOC6547620|XP_026836555.1|DERE	LOC115634757|XP_030388509.1|SLEB
OG0005968	LOC6547757|XP_015011822.1|DERE	LOC115628424|XP_030380375.1|SLEB
OG0005969	LOC6548130|XP_001976507.3|DERE	LOC115633340|XP_030386637.1|SLEB
OG0005970	LOC6543546|XP_001972299.1|DERE	LOC115632233|XP_030385153.1|SLEB
OG0005971	LOC6549425|XP_001975705.1|DERE	LOC115633677|XP_030386991.1|SLEB
OG0005972	LOC6545927|XP_001973479.1|DERE	LOC115628188|XP_030380034.1|SLEB
OG0005973	LOC6545757|XP_001973401.1|DERE	LOC115622582|XP_030372433.1|SLEB
OG0005974	LOC6545233|XP_015014101.1|DERE	LOC115624558|XP_030375145.1|SLEB
OG0005975	LOC6545925|XP_001973477.1|DERE	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB
OG0005976	LOC113563678|XP_026838537.1|DERE	LOC115624063|XP_030374509.1|SLEB
OG0005977	LOC6547781|XP_001974936.1|DERE	LOC115623108|XP_030373177.1|SLEB
OG0005978	LOC6548276|XP_001975258.1|DERE	LOC115634532|XP_030388201.1|SLEB
OG0005979	LOC6549519|XP_001975811.1|DERE	LOC115624688|XP_030375354.1|SLEB
OG0005980	LOC6542640|XP_001970634.1|DERE	LOC115628146|XP_030379977.1|SLEB
OG0005981	LOC6551262|XP_015010915.1|DERE	LOC115626711|XP_030378006.1|SLEB
OG0005983	LOC6550479|XP_001977823.1|DERE	LOC115627339|XP_030378844.1|SLEB
OG0005984	LOC6550064|XP_026837381.1|DERE	LOC115627063|XP_030378469.1|SLEB
OG0005985	LOC6551526|XP_001977169.1|DERE	LOC115626962|XP_030378337.1|SLEB
OG0005986	LOC6550169|XP_001977607.1|DERE	LOC115629854|XP_030382296.1|SLEB
OG0005987	LOC6551667|XP_015011054.1|DERE	LOC115629532|XP_030381868.1|SLEB
OG0005988	LOC6546956|XP_001976025.1|DERE	LOC115624737|XP_030375422.1|SLEB
OG0005989	LOC6549503|XP_001975725.1|DERE	LOC115631713|XP_030384404.1|SLEB
OG0005990	LOC6547040|XP_001974629.1|DERE	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB
OG0005991	LOC6541849|XP_001970401.1|DERE	LOC115634331|XP_030387848.1|SLEB
OG0005992	LOC6546344|XP_001972288.1|DERE	LOC115622936|XP_030372926.1|SLEB
OG0005993	LOC6546346|XP_015013208.1|DERE	LOC115622426|XP_030372222.1|SLEB
OG0005994	LOC6543821|XP_015014144.1|DERE	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB
OG0005996	LOC6543927|XP_001973662.1|DERE	LOC115633099|XP_030386340.1|SLEB
OG0005997	LOC6547207|XP_001976156.1|DERE	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB
OG0005998	LOC6545951|XP_001972798.1|DERE	LOC115632543|XP_030385618.1|SLEB
OG0005999	LOC6545236|XP_001971028.1|DERE	LOC115628276|XP_030380165.1|SLEB
OG0006000	LOC6548484|XP_026836753.1|DERE	LOC115631788|XP_030384489.1|SLEB
OG0006001	LOC6544504|XP_015013265.1|DERE	LOC115622345|XP_030372117.1|SLEB
OG0006002	LOC6548017|XP_026836897.1|DERE	LOC115631768|XP_030384467.1|SLEB
OG0006003	LOC6545142|XP_026833295.1|DERE	LOC115624672|XP_030375329.1|SLEB
OG0006005	LOC6547111|XP_001976102.1|DERE	LOC115633775|XP_030387109.1|SLEB
OG0006006	LOC6547726|XP_001975015.1|DERE	LOC115624730|XP_030375416.1|SLEB
OG0006007	LOC6542278|XP_001970770.1|DERE	LOC115624624|XP_030375238.1|SLEB
OG0006008	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE	LOC115631979|XP_030384740.1|SLEB
OG0006009	LOC6545988|XP_026832501.1|DERE	LOC115630064|XP_030382557.1|SLEB
OG0006010	LOC6543896|XP_001973647.3|DERE	LOC115624956|XP_030375669.1|SLEB
OG0006011	LOC6544825|XP_026832478.1|DERE	LOC115632310|XP_030385271.1|SLEB
OG0006012	LOC6544459|XP_026833686.1|DERE	LOC115622370|XP_030372147.1|SLEB
OG0006013	LOC6546622|XP_015011631.1|DERE	LOC115625990|XP_030377134.1|SLEB
OG0006014	LOC6545564|XP_001972668.1|DERE	LOC115622821|XP_030372756.1|SLEB
OG0006015	LOC6548996|XP_001975547.1|DERE	LOC115627062|XP_030378472.1|SLEB
OG0006016	LOC6543133|XP_026834138.1|DERE	LOC115634329|XP_030387846.1|SLEB
OG0006017	LOC6546891|XP_001975972.1|DERE	LOC115624608|XP_030375218.1|SLEB
OG0006018	LOC6547293|XP_001974775.1|DERE	LOC115622123|XP_030371839.1|SLEB
OG0006019	LOC26526063|XP_015012731.1|DERE	LOC115633766|XP_030387100.1|SLEB
OG0006020	LOC6546071|XP_026833266.1|DERE	LOC115625643|XP_030376634.1|SLEB
OG0006021	LOC6545167|XP_001972575.1|DERE	LOC115624633|XP_030375252.1|SLEB
OG0006022	LOC6542492|XP_001969629.1|DERE	LOC115625945|XP_030377041.1|SLEB
OG0006023	LOC6554574|XP_026834675.1|DERE	LOC115623473|XP_030373699.1|SLEB
OG0006024	LOC6550490|XP_026837301.1|DERE	LOC115626846|XP_030378204.1|SLEB
OG0006025	LOC6546852|XP_026835645.1|DERE	LOC115624513|XP_030375085.1|SLEB
OG0006026	LOC6555119|XP_001982261.2|DERE	LOC115621736|XP_030371327.1|SLEB
OG0006027	LOC6549641|XP_001975759.1|DERE	LOC115628148|XP_030379983.1|SLEB
OG0006028	LOC6549557|XP_001975645.1|DERE	LOC115628557|XP_030380582.1|SLEB
OG0006029	LOC6542208|XP_001970404.1|DERE	LOC115624885|XP_030375595.1|SLEB
OG0006030	LOC6554690|XP_001981950.1|DERE	LOC115623607|XP_030373884.1|SLEB
OG0006031	LOC6546923|XP_001975994.3|DERE	LOC115628201|XP_030380058.1|SLEB
OG0006032	LOC6549914|XP_015011401.1|DERE	LOC115628069|XP_030379895.1|SLEB
OG0006033	LOC6546888|XP_001975969.1|DERE	LOC115622771|XP_030372687.1|SLEB
OG0006034	LOC6553471|XP_001979371.2|DERE	LOC115620344|XP_030369405.1|SLEB
OG0006035	LOC6553091|XP_001980110.1|DERE	LOC115624418|XP_030375013.1|SLEB
OG0006036	LOC6543036|XP_001969322.2|DERE	LOC115626062|XP_030377174.1|SLEB
OG0006037	LOC6549081|XP_001975600.1|DERE	LOC115632398|XP_030385392.1|SLEB
OG0006038	LOC6552602|XP_001978995.1|DERE	LOC115623482|XP_030373711.1|SLEB
OG0006039	LOC6540973|XP_001970775.1|DERE	LOC115624660|XP_030375300.1|SLEB
OG0006040	LOC6549269|XP_001975711.1|DERE	LOC115627651|XP_030379255.1|SLEB
OG0006041	LOC6551475|XP_001978508.1|DERE	LOC115627030|XP_030378419.1|SLEB
OG0006042	LOC6546593|XP_026836532.1|DERE	LOC115634687|XP_030388410.1|SLEB
OG0006043	LOC6546390|XP_026833337.1|DERE	LOC115622253|XP_030372012.1|SLEB
OG0006044	LOC6555745|XP_001982448.1|DERE	LOC115627020|XP_030378405.1|SLEB
OG0006045	LOC6541445|XP_001970781.1|DERE	LOC115624873|XP_030375578.1|SLEB
OG0006046	LOC6548165|XP_001975271.2|DERE	LOC115631675|XP_030384351.1|SLEB
OG0006047	LOC6545595|XP_001972707.1|DERE	LOC115622628|XP_030372495.1|SLEB
OG0006048	LOC6544542|XP_001972404.1|DERE	LOC115622673|XP_030372547.1|SLEB
OG0006049	LOC6550103|XP_001978191.1|DERE	LOC115621838|XP_030371509.1|SLEB
OG0006050	LOC6554743|XP_001981086.1|DERE	LOC115621770|XP_030371377.1|SLEB
OG0006051	LOC6551090|XP_001977104.1|DERE	LOC115629857|XP_030382301.1|SLEB
OG0006052	LOC6548456|XP_026836505.1|DERE	LOC115624579|XP_030375174.1|SLEB
OG0006053	LOC6544778|XP_001971684.1|DERE	LOC115628675|XP_030380708.1|SLEB
OG0006054	LOC6555869|XP_001982746.3|DERE	LOC115627787|XP_030379467.1|SLEB
OG0006055	LOC6553671|XP_001980413.1|DERE	LOC115620385|XP_030369453.1|SLEB
OG0006056	LOC6546592|XP_001975481.1|DERE	LOC115633803|XP_030387145.1|SLEB
OG0006057	LOC6545725|XP_026833012.1|DERE	LOC115632682|XP_030385776.1|SLEB
OG0006058	LOC6553880|XP_001979591.1|DERE	LOC115621261|XP_030370718.1|SLEB
OG0006059	LOC6545460|XP_015013160.1|DERE	LOC115622323|XP_030372090.1|SLEB
OG0006060	LOC6545461|XP_026832260.1|DERE	LOC115622324|XP_030372091.1|SLEB
OG0006061	LOC6549937|XP_001978685.1|DERE	LOC115629185|XP_030381429.1|SLEB
OG0006062	LOC6551824|XP_001980585.1|DERE	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB
OG0006063	LOC6541343|XP_001969376.1|DERE	LOC115625913|XP_030377005.1|SLEB
OG0006064	LOC6549594|XP_001975662.1|DERE	LOC115623239|XP_030373356.1|SLEB
OG0006065	LOC6546520|XP_001971273.1|DERE	LOC115632439|XP_030385443.1|SLEB
OG0006066	LOC6543337|XP_026834989.1|DERE	LOC115628413|XP_030380364.1|SLEB
OG0006067	LOC6542186|XP_015014775.1|DERE	LOC115619985|XP_030368891.1|SLEB
OG0006068	LOC6550494|XP_001977809.1|DERE	LOC115627412|XP_030378932.1|SLEB
OG0006069	LOC6546362|XP_001972894.1|DERE	LOC115622250|XP_030372009.1|SLEB
OG0006070	LOC6543918|XP_001973653.1|DERE	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB
OG0006071	LOC6554384|XP_001981507.1|DERE	LOC115620682|XP_030369908.1|SLEB
OG0006072	LOC6546519|XP_001971272.1|DERE	LOC115633168|XP_030386441.1|SLEB
OG0006073	LOC6545204|XP_001971065.1|DERE	LOC115632599|XP_030385684.1|SLEB
OG0006074	LOC6551170|XP_001977068.2|DERE	LOC115626784|XP_030378110.1|SLEB
OG0006075	LOC6551508|XP_001978579.1|DERE	LOC115628874|XP_030380988.1|SLEB
OG0006076	LOC6549057|XP_001975579.1|DERE	LOC115634656|XP_030388373.1|SLEB
OG0006077	LOC6545407|XP_001973376.2|DERE	LOC115620031|XP_030368996.1|SLEB
OG0006078	LOC6545408|XP_001973377.1|DERE	LOC115621102|XP_030370504.1|SLEB
OG0006079	LOC6546118|XP_001973535.1|DERE	LOC115634504|XP_030388130.1|SLEB
OG0006080	LOC6544865|XP_001973161.1|DERE	LOC115634503|XP_030388127.1|SLEB
OG0006081	LOC6543324|XP_015015033.1|DERE	LOC115625766|XP_030376797.1|SLEB
OG0006082	LOC6541272|XP_001969179.1|DERE	LOC115633714|XP_030387038.1|SLEB
OG0006083	LOC6545089|XP_001973275.1|DERE	LOC115620917|XP_030370278.1|SLEB
OG0006084	LOC6544298|XP_015014040.1|DERE	LOC115622164|XP_030371894.1|SLEB
OG0006085	LOC6543901|XP_001973652.2|DERE	LOC115624627|XP_030375241.1|SLEB
