Orthogroup	DERE.longest_only	DHYD.longest_only
OG0006492	LOC6552605|XP_001978998.2|DERE	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC6550202|XP_001977558.1|DERE	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC6550720|XP_001978102.1|DERE	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC6550678|XP_001978036.2|DERE	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC6554977|XP_001982042.1|DERE	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC6553567|XP_015010098.1|DERE	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC6553569|XP_001980339.1|DERE	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC6554749|XP_026837041.1|DERE	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC6541874|XP_001969432.2|DERE	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC6554221|XP_001981238.1|DERE	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC6554217|XP_001981234.1|DERE	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC6554215|XP_001981232.2|DERE	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC6554214|XP_001981231.1|DERE	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC6554550|XP_001981310.1|DERE	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC6545386|XP_026833796.1|DERE	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC6552118|XP_001979725.1|DERE	LOC111598500|XP_023169534.2|DHYD
OG0006508	LOC6552066|XP_026837575.1|DERE	LOC111598616|XP_023169718.1|DHYD
OG0006509	LOC6550340|XP_026838055.1|DERE	LOC111593434|XP_023161949.1|DHYD
OG0006510	LOC6552032|XP_001980677.1|DERE	LOC111601794|XP_023174338.1|DHYD
OG0006511	LOC6553565|XP_001980335.2|DERE	LOC111594531|XP_023163636.2|DHYD
OG0006512	LOC6553526|XP_001979401.2|DERE	LOC111600700|XP_023172722.2|DHYD
OG0006513	LOC6552576|XP_026831744.1|DERE	LOC111594540|XP_023163649.1|DHYD
OG0006514	LOC6554263|XP_001981893.1|DERE	LOC111598814|XP_023170006.1|DHYD
OG0006515	LOC6554069|XP_001979579.1|DERE	LOC111598812|XP_023170004.1|DHYD
OG0006516	LOC6554691|XP_001981951.1|DERE	LOC111593680|XP_023162340.2|DHYD
OG0006517	LOC6554694|XP_001981954.1|DERE	LOC111593697|XP_023162410.2|DHYD
OG0006518	LOC6554692|XP_026839747.1|DERE	LOC111593694|XP_023162378.1|DHYD
OG0006519	LOC6554695|XP_001981955.2|DERE	LOC111593698|XP_023162411.1|DHYD
OG0006520	LOC6554186|XP_001981262.1|DERE	LOC111596418|XP_023166397.2|DHYD
OG0006521	LOC6552645|XP_001979905.1|DERE	LOC111593250|XP_023161676.2|DHYD
OG0006522	LOC6554190|XP_001981266.1|DERE	LOC111596420|XP_023166399.2|DHYD
OG0006523	LOC6553041|XP_001980046.1|DERE	LOC111594976|XP_023164243.1|DHYD
OG0006524	LOC6542188|XP_001970048.1|DERE	LOC111598785|XP_023169966.1|DHYD
OG0006525	LOC6550362|XP_026837713.1|DERE	LOC111592354|XP_030079673.1|DHYD
OG0006526	LOC6552823|XP_001979056.1|DERE	LOC111594436|XP_023163492.2|DHYD
OG0006527	LOC6552821|XP_001979054.1|DERE	LOC111594437|XP_030080736.1|DHYD
OG0006528	LOC6552724|XP_001979053.1|DERE	LOC111594595|XP_023163726.2|DHYD
OG0006529	LOC6552722|XP_001979051.1|DERE	LOC111594438|XP_023163494.1|DHYD
OG0006530	LOC6552720|XP_001979049.1|DERE	LOC111594439|XP_023163495.2|DHYD
OG0006531	LOC6552716|XP_001979045.1|DERE	LOC111594601|XP_023163733.2|DHYD
OG0006532	LOC6552950|XP_026833610.1|DERE	LOC111594596|XP_030080663.1|DHYD
OG0006533	LOC6548285|XP_001975111.1|DERE	LOC111601227|XP_023173492.1|DHYD
OG0006534	LOC6553096|XP_001980051.1|DERE	LOC111594960|XP_023164227.1|DHYD
OG0006535	LOC6554999|XP_001982054.1|DERE	LOC111604196|XP_023177920.2|DHYD
OG0006536	LOC6552566|XP_001979007.1|DERE	LOC111598213|XP_023169135.2|DHYD
OG0006537	LOC6555254|XP_001981635.1|DERE	LOC111600625|XP_023172597.1|DHYD
OG0006538	LOC6554590|XP_001981546.2|DERE	LOC111599575|XP_023171017.2|DHYD
OG0006539	LOC6555457|XP_001981457.1|DERE	LOC111596007|XP_023165793.2|DHYD
OG0006540	LOC6554374|XP_001982357.2|DERE	LOC111598225|XP_023169152.2|DHYD
OG0006541	LOC6554956|XP_001981376.1|DERE	LOC111595231|XP_023164635.2|DHYD
OG0006542	LOC6554955|XP_001981375.1|DERE	LOC111595232|XP_023164636.1|DHYD
OG0006543	LOC6555048|XP_015009015.1|DERE	LOC111597762|XP_023168385.2|DHYD
OG0006544	LOC6553516|XP_001979347.1|DERE	LOC111596430|XP_023166412.2|DHYD
OG0006545	LOC6555803|XP_001982407.1|DERE	LOC111598346|XP_023169320.1|DHYD
OG0006546	LOC6554754|XP_026834597.1|DERE	LOC111603489|XP_023176856.1|DHYD
OG0006547	LOC6554710|XP_001981960.2|DERE	LOC111593689|XP_023162354.2|DHYD
OG0006548	LOC6553478|XP_001980272.1|DERE	LOC111605546|XP_023179876.1|DHYD
OG0006549	LOC6553352|XP_001980181.1|DERE	LOC111604840|XP_023178840.2|DHYD
OG0006550	LOC6554735|XP_026831733.1|DERE	LOC111594617|XP_023163773.2|DHYD
OG0006551	LOC6550295|XP_001977697.1|DERE	LOC111596170|XP_023166031.2|DHYD
OG0006552	LOC6550241|XP_001977692.3|DERE	LOC111596164|XP_023166024.2|DHYD
OG0006553	LOC6554903|XP_001981588.1|DERE	LOC111597761|XP_023168384.2|DHYD
OG0006554	LOC6553333|XP_001979306.3|DERE	LOC111602603|XP_030081687.1|DHYD
OG0006555	LOC6552067|XP_026834529.1|DERE	LOC111595556|XP_023165121.2|DHYD
OG0006556	LOC6553501|XP_001980228.2|DERE	LOC111594469|XP_023163537.2|DHYD
OG0006557	LOC6553919|XP_001980566.1|DERE	LOC111599418|XP_030078700.1|DHYD
OG0006558	LOC6554563|XP_015009326.1|DERE	LOC111598256|XP_023169193.1|DHYD
OG0006559	LOC6552266|XP_001980747.1|DERE	LOC111602783|XP_023175822.1|DHYD
OG0006560	LOC6554549|XP_026832103.1|DERE	LOC111594820|XP_023164050.1|DHYD
OG0006561	LOC6554472|XP_001981308.1|DERE	LOC111594819|XP_023164049.1|DHYD
OG0006562	LOC6554646|XP_001981577.1|DERE	LOC111598259|XP_023169201.1|DHYD
OG0006563	LOC6553911|XP_026832117.1|DERE	LOC111598561|XP_023169632.1|DHYD
OG0006564	LOC6553913|XP_026836457.1|DERE	LOC111598877|XP_023170110.2|DHYD
OG0006565	LOC6552620|XP_015009762.2|DERE	LOC111598894|XP_030080671.1|DHYD
OG0006566	LOC6552766|XP_026833570.1|DERE	LOC111595682|XP_023165288.2|DHYD
OG0006567	LOC6554242|XP_015009319.1|DERE	LOC111598555|XP_023169617.1|DHYD
OG0006568	LOC6554243|XP_001982152.1|DERE	LOC111598658|XP_023169776.2|DHYD
OG0006569	LOC6544406|XP_026832776.1|DERE	LOC111594843|XP_023164077.1|DHYD
OG0006570	LOC6552383|XP_015009551.1|DERE	LOC111604796|XP_023178781.1|DHYD
OG0006571	LOC6555113|XP_001982255.1|DERE	LOC111595896|XP_023165605.1|DHYD
OG0006572	LOC26526494|XP_015010490.1|DERE	LOC111601295|XP_023173574.1|DHYD
OG0006573	LOC6553118|XP_001979083.1|DERE	LOC111592384|XP_023160326.2|DHYD
OG0006574	LOC6552033|XP_015009948.2|DERE	LOC111601793|XP_023174333.2|DHYD
OG0006575	LOC6554768|XP_001981354.1|DERE	LOC111604262|XP_023178026.1|DHYD
OG0006576	LOC6554422|XP_026839516.1|DERE	LOC115482736|XP_030081594.1|DHYD
OG0006577	LOC6552905|XP_001980988.1|DERE	LOC111596257|XP_023166160.1|DHYD
OG0006578	LOC6554423|XP_015008957.2|DERE	LOC111598545|XP_023169605.2|DHYD
OG0006579	LOC6541711|XP_026834102.1|DERE	LOC111603918|XP_023177511.1|DHYD
OG0006580	LOC6552083|XP_001979783.1|DERE	LOC111601396|XP_023173708.1|DHYD
OG0006581	LOC6552380|XP_001978898.1|DERE	LOC111604795|XP_023178780.2|DHYD
OG0006582	LOC6552172|XP_001979735.2|DERE	LOC111599605|XP_023171059.1|DHYD
OG0006583	LOC6552349|XP_026831930.1|DERE	LOC111601438|XP_023173782.1|DHYD
OG0006584	LOC6541348|XP_001968561.1|DERE	LOC111595015|XP_023164290.2|DHYD
OG0006585	LOC6541188|XP_001970246.2|DERE	LOC111595560|XP_023165122.2|DHYD
OG0006586	LOC6554114|XP_001981269.1|DERE	LOC111596425|XP_023166405.1|DHYD
OG0006587	LOC6554115|XP_001981270.1|DERE	LOC111596421|XP_023166401.1|DHYD
OG0006588	LOC6552468|XP_001979827.1|DERE	LOC111602529|XP_023175426.2|DHYD
OG0006589	LOC6553140|XP_001979124.2|DERE	LOC111595226|XP_023164624.2|DHYD
OG0006590	LOC6552992|XP_001979121.1|DERE	LOC111595265|XP_023164683.2|DHYD
OG0006591	LOC6546485|XP_001973581.1|DERE	LOC111594385|XP_023163420.2|DHYD
OG0006592	LOC6552046|XP_001980722.1|DERE	LOC111594625|XP_023163784.1|DHYD
OG0006593	LOC6552047|XP_001980723.2|DERE	LOC111594623|XP_023163781.1|DHYD
OG0006594	LOC6545975|XP_001972184.1|DERE	LOC111595668|XP_023165260.2|DHYD
OG0006595	LOC6548855|XP_026837121.1|DERE	LOC111594021|XP_023162897.2|DHYD
OG0006596	LOC6547241|XP_001974758.1|DERE	LOC111592417|XP_023160361.2|DHYD
OG0006598	LOC6541094|XP_001969424.2|DERE	LOC111604002|XP_023177626.1|DHYD
OG0006599	LOC6544031|XP_001972334.1|DERE	LOC111597603|XP_023168172.2|DHYD
OG0006600	LOC6544069|XP_026832482.1|DERE	LOC111593201|XP_023161597.2|DHYD
OG0006601	LOC6544793|XP_001972500.1|DERE	LOC111605197|XP_023179372.2|DHYD
OG0006602	LOC6544792|XP_015014198.1|DERE	LOC111605198|XP_023179373.1|DHYD
OG0006603	LOC6544790|XP_001972497.1|DERE	LOC111605193|XP_023179364.2|DHYD
OG0006604	LOC6544870|XP_001973166.1|DERE	LOC111598719|XP_023169879.1|DHYD
OG0006605	LOC6551316|XP_026838083.1|DERE	LOC111596478|XP_023166502.1|DHYD
OG0006606	LOC6545447|XP_001972130.3|DERE	LOC111600301|XP_030081394.1|DHYD
OG0006607	LOC6543551|XP_026833487.1|DERE	LOC111603718|XP_023177194.2|DHYD
OG0006608	LOC6552392|XP_001978910.2|DERE	LOC111604875|XP_023178880.1|DHYD
OG0006609	LOC6552967|XP_001980968.1|DERE	LOC111602719|XP_023175733.1|DHYD
OG0006610	LOC6544891|XP_026833576.1|DERE	LOC111601665|XP_023174118.2|DHYD
OG0006611	LOC6545993|XP_026833186.1|DERE	LOC111601671|XP_023174129.2|DHYD
OG0006612	LOC6545994|XP_001971221.1|DERE	LOC111601669|XP_023174127.1|DHYD
OG0006613	LOC6545995|XP_015013640.1|DERE	LOC111601667|XP_023174126.1|DHYD
OG0006614	LOC6545996|XP_015013515.1|DERE	LOC111601666|XP_023174123.1|DHYD
OG0006615	LOC6545959|XP_001971227.1|DERE	LOC111601686|XP_023174160.1|DHYD
OG0006616	LOC6545518|XP_001971595.1|DERE	LOC111592743|XP_023160908.2|DHYD
OG0006617	LOC6546222|XP_001972917.1|DERE	LOC111601065|XP_023173256.1|DHYD
OG0006618	LOC6546023|XP_015013220.1|DERE	LOC111598722|XP_023169882.1|DHYD
OG0006619	LOC6546417|XP_001971257.1|DERE	LOC111599763|XP_023171288.1|DHYD
OG0006620	LOC6546420|XP_001971260.1|DERE	LOC111599281|XP_023170647.2|DHYD
OG0006621	LOC6544383|XP_001971477.1|DERE	LOC111592834|XP_023161026.2|DHYD
OG0006622	LOC6545217|XP_026832683.1|DERE	LOC111598684|XP_023169815.1|DHYD
OG0006623	LOC6544900|XP_001971052.1|DERE	LOC111598693|XP_023169826.1|DHYD
OG0006624	LOC6541418|XP_001970743.1|DERE	LOC111597635|XP_023168208.2|DHYD
OG0006625	LOC6541125|XP_026834104.1|DERE	LOC111597643|XP_023168216.2|DHYD
OG0006626	LOC6542312|XP_001970809.1|DERE	LOC111597721|XP_023168329.2|DHYD
OG0006627	LOC6541846|XP_001970515.1|DERE	LOC111600720|XP_023172759.1|DHYD
OG0006628	LOC6541269|XP_001970513.1|DERE	LOC111600655|XP_023172645.2|DHYD
OG0006629	LOC6547661|XP_001974988.1|DERE	LOC111592850|XP_023161059.1|DHYD
OG0006630	LOC6546979|XP_026835652.1|DERE	LOC111605412|XP_030082031.1|DHYD
OG0006631	LOC6543606|XP_001971392.1|DERE	LOC111603042|XP_023176248.1|DHYD
OG0006632	LOC6546793|XP_001975887.2|DERE	LOC111605358|XP_023179605.2|DHYD
OG0006633	LOC6545683|XP_001971174.1|DERE	LOC111595279|XP_023164693.1|DHYD
OG0006634	LOC6541314|XP_001968219.2|DERE	LOC111599097|XP_023170406.2|DHYD
OG0006635	LOC6543247|XP_001968309.1|DERE	LOC111599351|XP_023170749.1|DHYD
OG0006636	LOC6550643|XP_001978131.1|DERE	LOC111591897|XP_023159573.1|DHYD
OG0006637	LOC6545434|XP_001972123.1|DERE	LOC111592305|XP_023160180.2|DHYD
OG0006638	LOC6540763|XP_001970330.2|DERE	LOC111604191|XP_023177914.1|DHYD
OG0006639	LOC6540672|XP_015014558.1|DERE	LOC111604183|XP_030081399.1|DHYD
OG0006640	LOC6541447|XP_001970544.2|DERE	LOC111595623|XP_023165198.2|DHYD
OG0006641	LOC6541282|XP_026835519.1|DERE	LOC111597646|XP_030080886.1|DHYD
OG0006642	LOC6547374|XP_001976319.1|DERE	LOC111595608|XP_023165181.2|DHYD
OG0006643	LOC6548396|XP_001976528.1|DERE	LOC111600080|XP_023171788.1|DHYD
OG0006644	LOC6544243|XP_001972366.1|DERE	LOC111593128|XP_023161498.1|DHYD
OG0006645	LOC6549204|XP_026835662.1|DERE	LOC111594642|XP_023163805.1|DHYD
OG0006646	LOC6547036|XP_001976013.1|DERE	LOC111603265|XP_023176548.2|DHYD
OG0006647	LOC6547190|XP_001974737.1|DERE	LOC111604108|XP_023177785.2|DHYD
OG0006648	LOC6546028|XP_015013522.1|DERE	LOC111596949|XP_023167173.1|DHYD
OG0006649	LOC6547335|XP_001974795.2|DERE	LOC111603842|XP_023177380.1|DHYD
OG0006650	LOC6540983|XP_026834362.1|DERE	LOC111601122|XP_023173386.2|DHYD
OG0006651	LOC6546226|XP_026833543.1|DERE	LOC111596021|XP_023165815.2|DHYD
OG0006652	LOC6544012|XP_001972331.1|DERE	LOC111597594|XP_023168162.2|DHYD
OG0006653	LOC6546240|XP_015013482.2|DERE	LOC111597779|XP_030081162.1|DHYD
OG0006654	LOC6545084|XP_001971039.1|DERE	LOC111598682|XP_023169812.2|DHYD
OG0006655	LOC6545415|XP_001971714.1|DERE	LOC111598465|XP_023169488.1|DHYD
OG0006656	LOC6544189|XP_026833229.1|DERE	LOC111599411|XP_023170831.1|DHYD
OG0006657	LOC6547733|XP_001974947.1|DERE	LOC111602105|XP_023174814.1|DHYD
OG0006658	LOC6543569|XP_001971829.1|DERE	LOC111597565|XP_023168132.1|DHYD
OG0006659	LOC6543566|XP_001971826.1|DERE	LOC111597567|XP_030081812.1|DHYD
OG0006660	LOC6545188|XP_001972076.2|DERE	LOC111600495|XP_023172391.1|DHYD
OG0006661	LOC6544916|XP_001972093.1|DERE	LOC111600454|XP_023172324.2|DHYD
OG0006662	LOC6542040|XP_001968253.1|DERE	LOC111599096|XP_023170405.1|DHYD
OG0006663	LOC6544948|XP_001971542.1|DERE	LOC111600489|XP_023172384.1|DHYD
OG0006664	LOC6555175|XP_001982273.1|DERE	LOC111600018|XP_023171697.1|DHYD
OG0006665	LOC6545157|XP_001971019.2|DERE	LOC111601103|XP_023173310.2|DHYD
OG0006666	LOC6547783|XP_001974938.1|DERE	LOC111602145|XP_023174862.1|DHYD
OG0006667	LOC6546124|XP_001973541.1|DERE	LOC111592957|XP_023161213.1|DHYD
OG0006668	LOC6542436|XP_001970534.1|DERE	LOC111604158|XP_023177854.1|DHYD
OG0006669	LOC6544768|XP_026832227.1|DERE	LOC111603697|XP_023177165.2|DHYD
OG0006670	LOC6544764|XP_001971494.1|DERE	LOC111603689|XP_023177142.1|DHYD
OG0006671	LOC6544763|XP_026832365.1|DERE	LOC111594851|XP_023164091.2|DHYD
OG0006672	LOC6545869|XP_001971638.1|DERE	LOC111605191|XP_023179358.2|DHYD
OG0006673	LOC6544044|XP_001971968.1|DERE	LOC111601658|XP_023174110.1|DHYD
OG0006674	LOC6545129|XP_001971075.1|DERE	LOC111597547|XP_023168111.1|DHYD
OG0006675	LOC6543637|XP_001971841.1|DERE	LOC111596037|XP_023165841.1|DHYD
OG0006676	LOC6544360|XP_026832841.1|DERE	LOC111593091|XP_023161455.1|DHYD
OG0006677	LOC6545663|XP_001971667.2|DERE	LOC111601578|XP_023174000.2|DHYD
OG0006678	LOC6546298|XP_001973530.1|DERE	LOC111598093|XP_023168911.1|DHYD
OG0006679	LOC26526636|XP_015014320.1|DERE	LOC111602929|XP_023176046.2|DHYD
OG0006680	LOC6554474|XP_026839476.1|DERE	LOC111597820|XP_023168477.2|DHYD
OG0006681	LOC6544715|XP_001971491.2|DERE	LOC111594846|XP_023164081.2|DHYD
OG0006682	LOC6544634|XP_001972024.1|DERE	LOC111594848|XP_023164088.1|DHYD
OG0006683	LOC6544635|XP_026833597.1|DERE	LOC111594845|XP_023164079.2|DHYD
OG0006684	LOC6545715|XP_001971668.1|DERE	LOC111601603|XP_023174036.2|DHYD
OG0006685	LOC6541507|XP_001969146.3|DERE	LOC111597110|XP_023167422.2|DHYD
OG0006686	LOC6544720|XP_026833200.1|DERE	LOC111601049|XP_030081450.1|DHYD
OG0006688	LOC6545283|XP_001972072.2|DERE	LOC111600483|XP_023172377.1|DHYD
OG0006689	LOC6545971|XP_001971181.2|DERE	LOC111595285|XP_023164705.2|DHYD
OG0006690	LOC6552359|XP_026839835.1|DERE	LOC111602479|XP_023175312.2|DHYD
OG0006691	LOC26526418|XP_015014274.1|DERE	LOC111605201|XP_023179377.1|DHYD
OG0006692	LOC6545684|XP_001971175.1|DERE	LOC111595277|XP_023164691.2|DHYD
OG0006693	LOC6546463|XP_026833611.1|DERE	LOC111598204|XP_023169104.1|DHYD
OG0006694	LOC6555499|XP_026837895.1|DERE	LOC111596811|XP_023166943.1|DHYD
OG0006695	LOC6545675|XP_001971657.1|DERE	LOC111602914|XP_023176026.1|DHYD
OG0006696	LOC26526452|XP_026834496.1|DERE	LOC111602218|XP_023174964.2|DHYD
OG0006697	LOC6545816|XP_015013880.1|DERE	LOC111605646|XP_023180076.1|DHYD
OG0006698	LOC6544225|XP_001973041.1|DERE	LOC111597778|XP_030079505.1|DHYD
OG0006699	LOC6546512|XP_001971343.1|DERE	LOC111591926|XP_023159624.2|DHYD
OG0006700	LOC6545458|XP_001972141.1|DERE	LOC111604756|XP_023178714.2|DHYD
OG0006701	LOC6547353|XP_001976186.1|DERE	LOC111599192|XP_023170552.2|DHYD
OG0006702	LOC6545134|XP_001971000.1|DERE	LOC111596517|XP_023166549.1|DHYD
OG0006703	LOC6543627|XP_026832964.1|DERE	LOC111594883|XP_023164137.1|DHYD
OG0006704	LOC6544151|XP_001973006.1|DERE	LOC111594885|XP_023164139.1|DHYD
OG0006706	LOC6548408|XP_001976674.1|DERE	LOC111593795|XP_023162585.1|DHYD
OG0006707	LOC6547893|XP_001976452.1|DERE	LOC111599911|XP_023171504.2|DHYD
OG0006708	LOC6550434|XP_001977794.1|DERE	LOC111591998|XP_023159731.2|DHYD
OG0006709	LOC6551150|XP_026837509.1|DERE	LOC111605692|XP_023180175.2|DHYD
OG0006710	LOC6545445|XP_026832197.1|DERE	LOC111600528|XP_030081800.1|DHYD
OG0006711	LOC6545446|XP_026832195.1|DERE	LOC111598395|XP_023169385.2|DHYD
OG0006712	LOC6546242|XP_001971289.2|DERE	LOC111602881|XP_023175975.2|DHYD
OG0006713	LOC6543773|XP_001972308.1|DERE	LOC111603686|XP_023177137.1|DHYD
OG0006714	LOC6543774|XP_001972309.1|DERE	LOC111603681|XP_023177131.2|DHYD
OG0006715	LOC6545449|XP_001972132.2|DERE	LOC111604785|XP_023178765.1|DHYD
OG0006716	LOC6542155|XP_001968510.1|DERE	LOC111595806|XP_023165465.1|DHYD
OG0006717	LOC6544926|XP_001972545.1|DERE	LOC111595046|XP_023164340.2|DHYD
OG0006718	LOC6544927|XP_001972546.1|DERE	LOC111595050|XP_023164345.1|DHYD
OG0006719	LOC6544084|XP_026833658.1|DERE	LOC115483352|XP_030080782.1|DHYD
OG0006720	LOC6546248|XP_026833020.1|DERE	LOC111599267|XP_023170634.2|DHYD
OG0006721	LOC6545008|XP_001972535.1|DERE	LOC111598740|XP_023169903.1|DHYD
OG0006722	LOC6545318|XP_026833078.1|DERE	LOC111604655|XP_030079631.1|DHYD
OG0006723	LOC6543246|XP_001970105.1|DERE	LOC111605009|XP_023179092.1|DHYD
OG0006724	LOC6554485|XP_001981930.1|DERE	LOC111594831|XP_023164064.1|DHYD
OG0006725	LOC6554489|XP_001981934.1|DERE	LOC111601761|XP_023174269.1|DHYD
OG0006726	LOC6552526|XP_001979918.1|DERE	LOC111601501|XP_023173863.1|DHYD
OG0006727	LOC6554490|XP_001981935.1|DERE	LOC111601759|XP_023174265.2|DHYD
OG0006728	LOC6552421|XP_001980866.1|DERE	LOC111604857|XP_023178859.1|DHYD
OG0006729	LOC6547556|XP_015011573.1|DERE	LOC111593303|XP_023161755.1|DHYD
OG0006730	LOC6547557|XP_001976178.1|DERE	LOC111593301|XP_023161751.1|DHYD
OG0006731	LOC6541735|XP_001970097.1|DERE	LOC111605030|XP_023179128.1|DHYD
OG0006732	LOC6543802|XP_001971361.2|DERE	LOC111601698|XP_023174182.2|DHYD
OG0006733	LOC6543545|XP_001973629.1|DERE	LOC111601051|XP_023173236.2|DHYD
OG0006734	LOC6544798|XP_001971517.1|DERE	LOC111601063|XP_023173252.1|DHYD
OG0006735	LOC6543741|XP_026832455.1|DERE	LOC111592824|XP_023161017.2|DHYD
OG0006736	LOC6544042|XP_001971966.1|DERE	LOC111601660|XP_023174112.1|DHYD
OG0006737	LOC6546192|XP_001972921.1|DERE	LOC111601113|XP_023173328.1|DHYD
OG0006738	LOC6549271|XP_001975713.1|DERE	LOC111595571|XP_023165136.1|DHYD
OG0006739	LOC6544679|XP_001972015.1|DERE	LOC111599539|XP_023170961.1|DHYD
OG0006740	LOC6543675|XP_001971373.1|DERE	LOC111601733|XP_023174225.2|DHYD
OG0006741	LOC6543676|XP_001971374.1|DERE	LOC111601738|XP_023174230.1|DHYD
OG0006742	LOC6553086|XP_001980105.1|DERE	LOC111603451|XP_023176807.1|DHYD
OG0006743	LOC6543312|XP_001968156.2|DERE	LOC111602464|XP_023175292.2|DHYD
OG0006744	LOC6546011|XP_015013218.1|DERE	LOC111598208|XP_023169113.2|DHYD
OG0006745	LOC6553306|XP_001980172.1|DERE	LOC111603003|XP_023176170.2|DHYD
OG0006746	LOC6545773|XP_026832797.1|DERE	LOC111605194|XP_023179365.1|DHYD
OG0006747	LOC26526723|XP_026833126.1|DERE	LOC111598198|XP_023169092.2|DHYD
OG0006748	LOC6555539|XP_001982431.2|DERE	LOC111602833|XP_023175914.1|DHYD
OG0006749	LOC6543765|XP_001971193.1|DERE	LOC111596974|XP_023167222.2|DHYD
OG0006750	LOC6551298|XP_001978397.1|DERE	LOC111596801|XP_023166929.1|DHYD
OG0006752	LOC6546336|XP_001971812.2|DERE	LOC111604494|XP_023178353.2|DHYD
OG0006753	LOC6546446|XP_001971815.2|DERE	LOC111604491|XP_023178350.2|DHYD
OG0006754	LOC6544645|XP_015013598.1|DERE	LOC111600513|XP_023172410.1|DHYD
OG0006755	LOC6545082|XP_001971037.1|DERE	LOC111598761|XP_023169941.1|DHYD
OG0006756	LOC6545279|XP_001972068.1|DERE	LOC111600485|XP_023172379.2|DHYD
OG0006757	LOC6545278|XP_001972067.1|DERE	LOC111600517|XP_023172413.1|DHYD
OG0006758	LOC6546156|XP_001971299.1|DERE	LOC111602907|XP_023176017.2|DHYD
OG0006759	LOC6546155|XP_026833530.1|DERE	LOC111602882|XP_023175981.2|DHYD
OG0006760	LOC6546174|XP_001973575.2|DERE	LOC111597461|XP_023167978.2|DHYD
OG0006761	LOC6552601|XP_001978994.1|DERE	LOC111600239|XP_023172042.1|DHYD
OG0006762	LOC6549918|XP_026837382.1|DERE	LOC111598165|XP_023169025.2|DHYD
OG0006763	LOC6546930|XP_001974691.1|DERE	LOC111602363|XP_023175144.2|DHYD
OG0006764	LOC6549373|XP_001975683.1|DERE	LOC111593696|XP_023162403.2|DHYD
OG0006765	LOC6547160|XP_001974688.1|DERE	LOC111602364|XP_023175145.1|DHYD
OG0006766	LOC6545601|XP_026833431.1|DERE	LOC111603712|XP_023177181.2|DHYD
OG0006767	LOC6546272|XP_001973591.1|DERE	LOC111594365|XP_023163396.1|DHYD
OG0006768	LOC6546271|XP_001973590.1|DERE	LOC111594360|XP_023163388.2|DHYD
OG0006769	LOC6546273|XP_001973592.1|DERE	LOC111594364|XP_023163395.1|DHYD
OG0006770	LOC6544405|XP_001972035.1|DERE	LOC111594861|XP_023164107.2|DHYD
OG0006771	LOC6550480|XP_026838211.1|DERE	LOC111603462|XP_023176858.1|DHYD
OG0006772	LOC6542000|XP_001970577.3|DERE	LOC111595325|XP_023164750.2|DHYD
OG0006773	LOC6543757|XP_001971351.1|DERE	LOC111597385|XP_023167815.2|DHYD
OG0006774	LOC6545525|XP_026832593.1|DERE	LOC111605082|XP_023179185.1|DHYD
OG0006775	LOC6543902|XP_001972973.1|DERE	LOC111595306|XP_023164731.2|DHYD
OG0006776	LOC6546448|XP_026833334.1|DERE	LOC111596615|XP_023166667.1|DHYD
OG0006777	LOC6543697|XP_001972971.1|DERE	LOC111599540|XP_023170962.1|DHYD
OG0006778	LOC6546529|XP_001971264.1|DERE	LOC111596612|XP_023166663.2|DHYD
OG0006779	LOC6545666|XP_001971141.1|DERE	LOC111592451|XP_023160404.1|DHYD
OG0006780	LOC6544070|XP_001971429.1|DERE	LOC111593211|XP_023161624.2|DHYD
OG0006781	LOC6544327|XP_001971980.1|DERE	LOC111601688|XP_023174162.1|DHYD
OG0006782	LOC6545424|XP_015013537.1|DERE	LOC111595289|XP_023164710.2|DHYD
OG0006783	LOC6549004|XP_026837137.1|DERE	LOC111599949|XP_030079773.1|DHYD
OG0006784	LOC6543894|XP_026832317.1|DERE	LOC111604762|XP_023178723.1|DHYD
OG0006785	LOC6548084|XP_001975175.1|DERE	LOC111605216|XP_023179406.1|DHYD
OG0006786	LOC6547019|XP_026836311.1|DERE	LOC111603373|XP_023176696.2|DHYD
OG0006787	LOC6544569|XP_015013923.1|DERE	LOC111592786|XP_023160957.2|DHYD
OG0006788	LOC6544570|XP_001972421.2|DERE	LOC111592788|XP_023160963.1|DHYD
OG0006789	LOC6550032|XP_001977498.2|DERE	LOC111594059|XP_023162952.1|DHYD
OG0006790	LOC6542042|XP_001968464.1|DERE	LOC111601150|XP_023173388.1|DHYD
OG0006791	LOC6544595|XP_026832879.1|DERE	LOC111601707|XP_023174194.2|DHYD
OG0006792	LOC6543974|XP_015013885.1|DERE	LOC111603722|XP_023177202.1|DHYD
