Orthogroup	DERE.longest_only	DNOV.longest_only
OG0006394	LOC6552240|XP_001979752.1|DERE	LOC115771732|XP_030573418.1|DNOV
OG0006395	LOC6552495|XP_001980850.1|DERE	LOC115764860|XP_030563994.1|DNOV
OG0006396	LOC6550502|XP_001977817.1|DERE	LOC115769003|XP_030569573.1|DNOV
OG0006397	LOC6550885|XP_001976832.1|DERE	LOC115768460|XP_030568891.1|DNOV
OG0006398	LOC6551287|XP_001978431.1|DERE	LOC115768770|XP_030569320.1|DNOV
OG0006399	LOC6550829|XP_001978087.3|DERE	LOC115767964|XP_030568223.1|DNOV
OG0006400	LOC6550797|XP_001978088.1|DERE	LOC115767963|XP_030568222.1|DNOV
OG0006401	LOC6545271|XP_001973268.2|DERE	LOC115770318|XP_030571414.1|DNOV
OG0006402	LOC6553558|XP_001979338.1|DERE	LOC115770929|XP_030572246.1|DNOV
OG0006403	LOC6553513|XP_001979344.2|DERE	LOC115766232|XP_030565952.1|DNOV
OG0006404	LOC6554040|XP_001980513.3|DERE	LOC115766231|XP_030565949.1|DNOV
OG0006405	LOC6544956|XP_026833574.1|DERE	LOC115769731|XP_030570527.1|DNOV
OG0006406	LOC6555038|XP_001981409.1|DERE	LOC115764634|XP_030563663.1|DNOV
OG0006407	LOC6549715|XP_001977406.1|DERE	LOC115767303|XP_030567398.1|DNOV
OG0006408	LOC6550365|XP_001977862.1|DERE	LOC115768224|XP_030568610.1|DNOV
OG0006409	LOC6551256|XP_026838799.1|DERE	LOC115766912|XP_030566852.1|DNOV
OG0006410	LOC6549671|XP_001977457.1|DERE	LOC115769044|XP_030569613.1|DNOV
OG0006411	LOC6551299|XP_001978398.1|DERE	LOC115765189|XP_030564477.1|DNOV
OG0006412	LOC6555399|XP_001981649.1|DERE	LOC115764078|XP_030562787.1|DNOV
OG0006413	LOC6555240|XP_015009012.1|DERE	LOC115771987|XP_030573766.1|DNOV
OG0006414	LOC6552444|XP_026839891.1|DERE	LOC115761435|XP_030559063.1|DNOV
OG0006415	LOC6551447|XP_026838455.1|DERE	LOC115766292|XP_030566020.1|DNOV
OG0006416	LOC6551684|XP_001978533.1|DERE	LOC115767241|XP_030567301.1|DNOV
OG0006417	LOC113564137|XP_026835271.1|DERE, LOC6541382|XP_001968495.1|DERE	LOC115763339|XP_030561706.1|DNOV
OG0006418	LOC6550039|XP_026838027.1|DERE	LOC115765243|XP_030564563.1|DNOV
OG0006419	LOC6554720|XP_001981082.1|DERE	LOC115771662|XP_030573333.1|DNOV
OG0006420	LOC6554244|XP_001982093.1|DERE	LOC115764794|XP_030563898.1|DNOV
OG0006421	LOC6540797|XP_026834411.1|DERE	LOC115758881|XP_030555535.1|DNOV
OG0006422	LOC6540802|XP_001968840.1|DERE	LOC115758619|XP_030555212.1|DNOV
OG0006423	LOC6555210|XP_026831906.1|DERE	LOC115772020|XP_030573813.1|DNOV
OG0006424	LOC6555183|XP_001982281.1|DERE	LOC115771768|XP_030573480.1|DNOV
OG0006425	LOC6555212|XP_001982284.2|DERE	LOC115772019|XP_030573812.1|DNOV
OG0006426	LOC6555213|XP_001982285.1|DERE	LOC115772018|XP_030573811.1|DNOV
OG0006427	LOC6554448|XP_001981516.1|DERE	LOC115764886|XP_030564028.1|DNOV
OG0006428	LOC6553486|XP_026833790.1|DERE	LOC115761187|XP_030558710.1|DNOV
OG0006429	LOC6555005|XP_026831781.1|DERE	LOC115764845|XP_030563954.1|DNOV
OG0006430	LOC6546055|XP_001973508.1|DERE	LOC115770227|XP_030571293.1|DNOV
OG0006431	LOC6554335|XP_001981299.1|DERE	LOC115770586|XP_030571771.1|DNOV
OG0006432	LOC6553897|XP_001979570.1|DERE	LOC115768627|XP_030569150.1|DNOV
OG0006433	LOC6555313|XP_001982086.1|DERE	LOC115764632|XP_030563661.1|DNOV
OG0006434	LOC6541740|XP_001969438.1|DERE	LOC115760052|XP_030557084.1|DNOV
OG0006435	LOC6554641|XP_026832488.1|DERE	LOC115765024|XP_030564241.1|DNOV
OG0006436	LOC6550029|XP_001977495.1|DERE	LOC115766211|XP_030565926.1|DNOV
OG0006437	LOC6551021|XP_015011320.2|DERE	LOC115771309|XP_030572811.1|DNOV
OG0006438	LOC6540796|XP_001968171.1|DERE	LOC115765890|XP_030565491.1|DNOV
OG0006439	LOC6552537|XP_001979851.1|DERE	LOC115771959|XP_030573728.1|DNOV
OG0006440	LOC6552654|XP_001979853.1|DERE	LOC115771960|XP_030573729.1|DNOV
OG0006441	LOC6552703|XP_001979022.1|DERE	LOC115764132|XP_030562863.1|DNOV
OG0006442	LOC6554495|XP_001981940.1|DERE	LOC115761920|XP_030559798.1|DNOV
OG0006443	LOC6553182|XP_001979101.1|DERE	LOC115765591|XP_030565100.1|DNOV
OG0006444	LOC6554228|XP_001981245.1|DERE	LOC115761544|XP_030559186.1|DNOV
OG0006445	LOC6555522|XP_001982428.1|DERE	LOC115765094|XP_030564338.1|DNOV
OG0006448	LOC6555110|XP_026832894.1|DERE	LOC115764100|XP_030562813.1|DNOV
OG0006449	LOC6555017|XP_026831434.1|DERE	LOC115764045|XP_030562745.1|DNOV
OG0006450	LOC6549636|XP_001974442.1|DERE	LOC115760301|XP_030557448.1|DNOV
OG0006451	LOC6549855|XP_026838521.1|DERE	LOC115767056|XP_030567050.1|DNOV
OG0006452	LOC6555442|XP_001981886.1|DERE	LOC115763372|XP_030561766.1|DNOV
OG0006453	LOC6546445|XP_001972931.1|DERE	LOC115771076|XP_030572488.1|DNOV
OG0006454	LOC6555748|XP_001982451.2|DERE	LOC115767025|XP_030567008.1|DNOV
OG0006455	LOC6552087|XP_026831867.1|DERE	LOC115763980|XP_030562645.1|DNOV
OG0006456	LOC6552091|XP_001978802.1|DERE	LOC115759587|XP_030556416.1|DNOV
OG0006457	LOC6553581|XP_001980277.1|DERE	LOC115761749|XP_030559508.1|DNOV
OG0006459	LOC6555121|XP_026834510.1|DERE	LOC115764732|XP_030563803.1|DNOV
OG0006460	LOC6554352|XP_001982050.1|DERE	LOC115764082|XP_030562791.1|DNOV
OG0006461	LOC6553421|XP_001979319.1|DERE	LOC115764073|XP_030562781.1|DNOV
OG0006462	LOC6554172|XP_001982114.2|DERE	LOC115771828|XP_030573568.1|DNOV
OG0006463	LOC6553155|XP_001980063.2|DERE	LOC115771958|XP_030573727.1|DNOV
OG0006464	LOC6546072|XP_026833267.1|DERE	LOC115770166|XP_030571184.1|DNOV
OG0006465	LOC6555555|XP_001982580.1|DERE	LOC115767301|XP_030567396.1|DNOV
OG0006466	LOC6549991|XP_001976733.1|DERE	LOC115765376|XP_030564759.1|DNOV
OG0006467	LOC6551790|XP_001979615.1|DERE	LOC115759511|XP_030556314.1|DNOV
OG0006468	LOC6555020|XP_001982032.1|DERE	LOC115764015|XP_030562704.1|DNOV
OG0006469	LOC6550451|XP_001977828.1|DERE	LOC115768764|XP_030569313.1|DNOV
OG0006470	LOC6544864|XP_001973176.3|DERE	LOC115770048|XP_030570991.1|DNOV
OG0006471	LOC6554978|XP_001982043.2|DERE	LOC115764062|XP_030562770.1|DNOV
OG0006472	LOC6554346|XP_001982045.1|DERE	LOC115764133|XP_030562865.1|DNOV
OG0006473	LOC6546107|XP_001972227.2|DERE	LOC115769784|XP_030570611.1|DNOV
OG0006474	LOC6548355|XP_001975319.1|DERE	LOC115764527|XP_030563486.1|DNOV
OG0006475	LOC6553245|XP_001979065.2|DERE	LOC115763991|XP_030562667.1|DNOV
OG0006476	LOC6551641|XP_001978488.1|DERE	LOC115767343|XP_030567454.1|DNOV
OG0006477	LOC6550903|XP_001976811.1|DERE	LOC115768357|XP_030568784.1|DNOV
OG0006478	LOC6555077|XP_001982068.2|DERE	LOC115764723|XP_030563785.1|DNOV
OG0006479	LOC6555075|XP_015008886.1|DERE	LOC115764756|XP_030563843.1|DNOV
OG0006480	LOC6543185|XP_001970570.1|DERE	LOC115761100|XP_030558586.1|DNOV
OG0006481	LOC6543171|XP_001969788.1|DERE	LOC115760201|XP_030557294.1|DNOV
OG0006482	LOC6555010|XP_001981392.3|DERE	LOC115761636|XP_030559327.1|DNOV
OG0006483	LOC6554152|XP_001981909.2|DERE	LOC115761746|XP_030559503.1|DNOV
OG0006484	LOC6554150|XP_026839763.1|DERE	LOC115761454|XP_030559080.1|DNOV
OG0006485	LOC6552904|XP_001980987.1|DERE	LOC115764981|XP_030564169.1|DNOV
OG0006486	LOC6551967|XP_001980652.1|DERE	LOC115765734|XP_030565260.1|DNOV
OG0006487	LOC6552107|XP_001980701.1|DERE	LOC115771766|XP_030573478.1|DNOV
OG0006488	LOC6545223|XP_001971057.1|DERE	LOC115769526|XP_030570228.1|DNOV
OG0006489	LOC6555099|XP_001981426.1|DERE	LOC115757665|XP_030553842.1|DNOV
OG0006490	LOC6553562|XP_015009644.1|DERE	LOC115766171|XP_030565872.1|DNOV
OG0006491	LOC6549176|XP_026837012.1|DERE	LOC115759762|XP_030556677.1|DNOV
OG0006492	LOC6552605|XP_001978998.2|DERE	LOC115771861|XP_030573602.1|DNOV
OG0006493	LOC6550202|XP_001977558.1|DERE	LOC115765128|XP_030564384.1|DNOV
OG0006494	LOC6550720|XP_001978102.1|DERE	LOC115767410|XP_030567545.1|DNOV
OG0006495	LOC6550678|XP_001978036.2|DERE	LOC115768246|XP_030568635.1|DNOV
OG0006496	LOC6554977|XP_001982042.1|DERE	LOC115764067|XP_030562775.1|DNOV
OG0006497	LOC6553567|XP_015010098.1|DERE	LOC115761600|XP_030559260.1|DNOV
OG0006498	LOC6553569|XP_001980339.1|DERE	LOC115761319|XP_030558911.1|DNOV
OG0006499	LOC6554749|XP_026837041.1|DERE	LOC115771822|XP_030573562.1|DNOV
OG0006500	LOC6541874|XP_001969432.2|DERE	LOC115758510|XP_030555061.1|DNOV
OG0006501	LOC6554221|XP_001981238.1|DERE	LOC115761307|XP_030558896.1|DNOV
OG0006502	LOC6554217|XP_001981234.1|DERE	LOC115761736|XP_030559481.1|DNOV
OG0006503	LOC6554215|XP_001981232.2|DERE	LOC115761572|XP_030559219.1|DNOV
OG0006504	LOC6554214|XP_001981231.1|DERE	LOC115761256|XP_030558830.1|DNOV
OG0006505	LOC6554550|XP_001981310.1|DERE	LOC115764950|XP_030564132.1|DNOV
OG0006506	LOC6545386|XP_026833796.1|DERE	LOC115771003|XP_030572365.1|DNOV
OG0006507	LOC6552118|XP_001979725.1|DERE	LOC115767884|XP_030568110.1|DNOV
OG0006508	LOC6552066|XP_026837575.1|DERE	LOC115767895|XP_030568125.1|DNOV
OG0006509	LOC6550340|XP_026838055.1|DERE	LOC115768235|XP_030568620.1|DNOV
OG0006510	LOC6552032|XP_001980677.1|DERE	LOC115761835|XP_030559675.1|DNOV
OG0006511	LOC6553565|XP_001980335.2|DERE	LOC115761303|XP_030558890.1|DNOV
OG0006512	LOC6553526|XP_001979401.2|DERE	LOC115771955|XP_030573719.1|DNOV
OG0006513	LOC6552576|XP_026831744.1|DERE	LOC115761536|XP_030559168.1|DNOV
OG0006514	LOC6554263|XP_001981893.1|DERE	LOC115757686|XP_030553883.1|DNOV
OG0006515	LOC6554069|XP_001979579.1|DERE	LOC115757684|XP_030553881.1|DNOV
OG0006516	LOC6554691|XP_001981951.1|DERE	LOC115762012|XP_030559941.1|DNOV
OG0006517	LOC6554694|XP_001981954.1|DERE	LOC115761978|XP_030559884.1|DNOV
OG0006518	LOC6554692|XP_026839747.1|DERE	LOC115761831|XP_030559643.1|DNOV
OG0006519	LOC6554695|XP_001981955.2|DERE	LOC115761980|XP_030559887.1|DNOV
OG0006520	LOC6554186|XP_001981262.1|DERE	LOC115759462|XP_030556256.1|DNOV
OG0006521	LOC6552645|XP_001979905.1|DERE	LOC115764647|XP_030563680.1|DNOV
OG0006522	LOC6554190|XP_001981266.1|DERE	LOC115759406|XP_030556157.1|DNOV
OG0006523	LOC6553041|XP_001980046.1|DERE	LOC115765047|XP_030564280.1|DNOV
OG0006524	LOC6542188|XP_001970048.1|DERE	LOC115759869|XP_030556839.1|DNOV
OG0006526	LOC6552823|XP_001979056.1|DERE	LOC115764186|XP_030562933.1|DNOV
OG0006527	LOC6552821|XP_001979054.1|DERE	LOC115764037|XP_030562733.1|DNOV
OG0006528	LOC6552724|XP_001979053.1|DERE	LOC115764188|XP_030562934.1|DNOV
OG0006529	LOC6552722|XP_001979051.1|DERE	LOC115764189|XP_030562935.1|DNOV
OG0006530	LOC6552720|XP_001979049.1|DERE	LOC115764190|XP_030562936.1|DNOV
OG0006531	LOC6552716|XP_001979045.1|DERE	LOC115764137|XP_030562871.1|DNOV
OG0006532	LOC6552950|XP_026833610.1|DERE	LOC115764148|XP_030562884.1|DNOV
OG0006533	LOC6548285|XP_001975111.1|DERE	LOC115759025|XP_030555701.1|DNOV
OG0006534	LOC6553096|XP_001980051.1|DERE	LOC115765022|XP_030564237.1|DNOV
OG0006535	LOC6554999|XP_001982054.1|DERE	LOC115764087|XP_030562798.1|DNOV
OG0006536	LOC6552566|XP_001979007.1|DERE	LOC115757727|XP_030553960.1|DNOV
OG0006537	LOC6555254|XP_001981635.1|DERE	LOC115757773|XP_030554058.1|DNOV
OG0006538	LOC6554590|XP_001981546.2|DERE	LOC115764762|XP_030563858.1|DNOV
OG0006539	LOC6555457|XP_001981457.1|DERE	LOC115763978|XP_030562643.1|DNOV
OG0006540	LOC6554374|XP_001982357.2|DERE	LOC115771751|XP_030573460.1|DNOV
OG0006541	LOC6554956|XP_001981376.1|DERE	LOC115764229|XP_030563006.1|DNOV
OG0006542	LOC6554955|XP_001981375.1|DERE	LOC115764231|XP_030563008.1|DNOV
OG0006543	LOC6555048|XP_015009015.1|DERE	LOC115771913|XP_030573662.1|DNOV
OG0006544	LOC6553516|XP_001979347.1|DERE	LOC115763815|XP_030562427.1|DNOV
OG0006545	LOC6555803|XP_001982407.1|DERE	LOC115766417|XP_030566198.1|DNOV
OG0006546	LOC6554754|XP_026834597.1|DERE	LOC115768649|XP_030569180.1|DNOV
OG0006547	LOC6554710|XP_001981960.2|DERE	LOC115762007|XP_030559934.1|DNOV
OG0006548	LOC6553478|XP_001980272.1|DERE	LOC115761423|XP_030559044.1|DNOV
OG0006549	LOC6553352|XP_001980181.1|DERE	LOC115770820|XP_030572102.1|DNOV
OG0006550	LOC6554735|XP_026831733.1|DERE	LOC115772091|XP_030573911.1|DNOV
OG0006551	LOC6550295|XP_001977697.1|DERE	LOC115766285|XP_030566013.1|DNOV
OG0006552	LOC6550241|XP_001977692.3|DERE	LOC115766266|XP_030565989.1|DNOV
OG0006553	LOC6554903|XP_001981588.1|DERE	LOC115771864|XP_030573604.1|DNOV
OG0006554	LOC6553333|XP_001979306.3|DERE	LOC115764020|XP_030562709.1|DNOV
OG0006555	LOC6552067|XP_026834529.1|DERE	LOC115764737|XP_030563812.1|DNOV
OG0006556	LOC6553501|XP_001980228.2|DERE	LOC115764097|XP_030562810.1|DNOV
OG0006557	LOC6553919|XP_001980566.1|DERE	LOC115770665|XP_030571892.1|DNOV
OG0006558	LOC6554563|XP_015009326.1|DERE	LOC115761694|XP_030559421.1|DNOV
OG0006559	LOC6552266|XP_001980747.1|DERE	LOC115759536|XP_030556347.1|DNOV
OG0006560	LOC6554549|XP_026832103.1|DERE	LOC115761643|XP_030559336.1|DNOV
OG0006561	LOC6554472|XP_001981308.1|DERE	LOC115761685|XP_030559400.1|DNOV
OG0006562	LOC6554646|XP_001981577.1|DERE	LOC115761626|XP_030559316.1|DNOV
OG0006563	LOC6553911|XP_026832117.1|DERE	LOC115771836|XP_030573577.1|DNOV
OG0006564	LOC6553913|XP_026836457.1|DERE	LOC115771847|XP_030573588.1|DNOV
OG0006565	LOC6552620|XP_015009762.2|DERE	LOC115771704|XP_030573384.1|DNOV
OG0006566	LOC6552766|XP_026833570.1|DERE	LOC115757717|XP_030553939.1|DNOV
OG0006567	LOC6554242|XP_015009319.1|DERE	LOC115761875|XP_030559738.1|DNOV
OG0006568	LOC6554243|XP_001982152.1|DERE	LOC115771870|XP_030573612.1|DNOV
OG0006569	LOC6544406|XP_026832776.1|DERE	LOC115769641|XP_030570412.1|DNOV
OG0006570	LOC6552383|XP_015009551.1|DERE	LOC115763659|XP_030562190.1|DNOV
OG0006571	LOC6555113|XP_001982255.1|DERE	LOC115772120|XP_030573955.1|DNOV
OG0006572	LOC26526494|XP_015010490.1|DERE	LOC115764891|XP_030564038.1|DNOV
OG0006573	LOC6553118|XP_001979083.1|DERE	LOC115763794|XP_030562385.1|DNOV
OG0006574	LOC6552033|XP_015009948.2|DERE	LOC115761933|XP_030559823.1|DNOV
OG0006575	LOC6554768|XP_001981354.1|DERE	LOC115764885|XP_030564027.1|DNOV
OG0006576	LOC6554422|XP_026839516.1|DERE	LOC115761852|XP_030559694.1|DNOV
OG0006577	LOC6552905|XP_001980988.1|DERE	LOC115764980|XP_030564168.1|DNOV
OG0006578	LOC6554423|XP_015008957.2|DERE	LOC115761850|XP_030559692.1|DNOV
OG0006579	LOC6541711|XP_026834102.1|DERE	LOC115759859|XP_030556823.1|DNOV
OG0006580	LOC6552083|XP_001979783.1|DERE	LOC115757769|XP_030554054.1|DNOV
OG0006581	LOC6552380|XP_001978898.1|DERE	LOC115763655|XP_030562183.1|DNOV
OG0006582	LOC6552172|XP_001979735.2|DERE	LOC115759525|XP_030556334.1|DNOV
OG0006583	LOC6552349|XP_026831930.1|DERE	LOC115771597|XP_030573212.1|DNOV
OG0006584	LOC6541348|XP_001968561.1|DERE	LOC115759858|XP_030556822.1|DNOV
OG0006585	LOC6541188|XP_001970246.2|DERE	LOC115760265|XP_030557395.1|DNOV
OG0006586	LOC6554114|XP_001981269.1|DERE	LOC115759474|XP_030556268.1|DNOV
OG0006587	LOC6554115|XP_001981270.1|DERE	LOC115759473|XP_030556267.1|DNOV
OG0006588	LOC6552468|XP_001979827.1|DERE	LOC115764877|XP_030564015.1|DNOV
OG0006589	LOC6553140|XP_001979124.2|DERE	LOC115765747|XP_030565269.1|DNOV
OG0006590	LOC6552992|XP_001979121.1|DERE	LOC115765623|XP_030565133.1|DNOV
OG0006591	LOC6546485|XP_001973581.1|DERE	LOC115770638|XP_030571848.1|DNOV
OG0006592	LOC6552046|XP_001980722.1|DERE	LOC115761291|XP_030558878.1|DNOV
OG0006593	LOC6552047|XP_001980723.2|DERE	LOC115761290|XP_030558877.1|DNOV
OG0006594	LOC6545975|XP_001972184.1|DERE	LOC115769467|XP_030570141.1|DNOV
OG0006595	LOC6548855|XP_026837121.1|DERE	LOC115760783|XP_030558137.1|DNOV
OG0006596	LOC6547241|XP_001974758.1|DERE	LOC115760640|XP_030557958.1|DNOV
OG0006597	LOC6546244|XP_026832513.1|DERE	LOC115771167|XP_030572609.1|DNOV
OG0006598	LOC6541094|XP_001969424.2|DERE	LOC115769227|XP_030569799.1|DNOV
OG0006599	LOC6544031|XP_001972334.1|DERE	LOC115770171|XP_030571190.1|DNOV
OG0006600	LOC6544069|XP_026832482.1|DERE	LOC115771026|XP_030572412.1|DNOV
OG0006601	LOC6544793|XP_001972500.1|DERE	LOC115771133|XP_030572561.1|DNOV
OG0006602	LOC6544792|XP_015014198.1|DERE	LOC115771134|XP_030572563.1|DNOV
OG0006603	LOC6544790|XP_001972497.1|DERE	LOC115771123|XP_030572547.1|DNOV
OG0006604	LOC6544870|XP_001973166.1|DERE	LOC115769879|XP_030570743.1|DNOV
OG0006605	LOC6551316|XP_026838083.1|DERE	LOC115767619|XP_030567779.1|DNOV
OG0006606	LOC6545447|XP_001972130.3|DERE	LOC115769460|XP_030570133.1|DNOV
OG0006607	LOC6543551|XP_026833487.1|DERE	LOC115769703|XP_030570490.1|DNOV
OG0006608	LOC6552392|XP_001978910.2|DERE	LOC115767935|XP_030568168.1|DNOV
OG0006609	LOC6552967|XP_001980968.1|DERE	LOC115759615|XP_030556454.1|DNOV
OG0006610	LOC6544891|XP_026833576.1|DERE	LOC115769592|XP_030570334.1|DNOV
OG0006611	LOC6545993|XP_026833186.1|DERE	LOC115769852|XP_030570691.1|DNOV
OG0006612	LOC6545994|XP_001971221.1|DERE	LOC115769627|XP_030570395.1|DNOV
OG0006613	LOC6545995|XP_015013640.1|DERE	LOC115769734|XP_030570529.1|DNOV
OG0006614	LOC6545996|XP_015013515.1|DERE	LOC115769854|XP_030570700.1|DNOV
OG0006615	LOC6545959|XP_001971227.1|DERE	LOC115769410|XP_030570076.1|DNOV
OG0006616	LOC6545518|XP_001971595.1|DERE	LOC115771269|XP_030572744.1|DNOV
OG0006617	LOC6546222|XP_001972917.1|DERE	LOC115771064|XP_030572476.1|DNOV
OG0006618	LOC6546023|XP_015013220.1|DERE	LOC115769758|XP_030570572.1|DNOV
OG0006619	LOC6546417|XP_001971257.1|DERE	LOC115769967|XP_030570879.1|DNOV
OG0006620	LOC6546420|XP_001971260.1|DERE	LOC115769949|XP_030570854.1|DNOV
OG0006621	LOC6544383|XP_001971477.1|DERE	LOC115762635|XP_030560799.1|DNOV
OG0006622	LOC6545217|XP_026832683.1|DERE	LOC115769524|XP_030570224.1|DNOV
OG0006623	LOC6544900|XP_001971052.1|DERE	LOC115769946|XP_030570851.1|DNOV
OG0006624	LOC6541418|XP_001970743.1|DERE	LOC115757892|XP_030554238.1|DNOV
OG0006625	LOC6541125|XP_026834104.1|DERE	LOC115758301|XP_030554764.1|DNOV
OG0006626	LOC6542312|XP_001970809.1|DERE	LOC115760616|XP_030557925.1|DNOV
OG0006627	LOC6541846|XP_001970515.1|DERE	LOC115760636|XP_030557956.1|DNOV
OG0006628	LOC6541269|XP_001970513.1|DERE	LOC115759759|XP_030556675.1|DNOV
OG0006629	LOC6547661|XP_001974988.1|DERE	LOC115765500|XP_030565008.1|DNOV
OG0006630	LOC6546979|XP_026835652.1|DERE	LOC115762445|XP_030560509.1|DNOV
OG0006631	LOC6543606|XP_001971392.1|DERE	LOC115770535|XP_030571702.1|DNOV
OG0006632	LOC6546793|XP_001975887.2|DERE	LOC115760503|XP_030557722.1|DNOV
OG0006633	LOC6545683|XP_001971174.1|DERE	LOC115762816|XP_030561039.1|DNOV
OG0006634	LOC6541314|XP_001968219.2|DERE	LOC115765851|XP_030565438.1|DNOV
OG0006635	LOC6543247|XP_001968309.1|DERE	LOC115758488|XP_030555027.1|DNOV
OG0006636	LOC6550643|XP_001978131.1|DERE	LOC115766845|XP_030566754.1|DNOV
OG0006637	LOC6545434|XP_001972123.1|DERE	LOC115769892|XP_030570769.1|DNOV
OG0006638	LOC6540763|XP_001970330.2|DERE	LOC115759456|XP_030556252.1|DNOV
OG0006639	LOC6540672|XP_015014558.1|DERE	LOC115764876|XP_030564017.1|DNOV
OG0006640	LOC6541447|XP_001970544.2|DERE	LOC115760651|XP_030557976.1|DNOV
OG0006641	LOC6541282|XP_026835519.1|DERE	LOC115760972|XP_030558433.1|DNOV
OG0006642	LOC6547374|XP_001976319.1|DERE	LOC115760610|XP_030557916.1|DNOV
OG0006643	LOC6548396|XP_001976528.1|DERE	LOC115761734|XP_030559482.1|DNOV
OG0006644	LOC6544243|XP_001972366.1|DERE	LOC115767175|XP_030567228.1|DNOV
OG0006645	LOC6549204|XP_026835662.1|DERE	LOC115769261|XP_030569831.1|DNOV
OG0006646	LOC6547036|XP_001976013.1|DERE	LOC115762410|XP_030560458.1|DNOV
OG0006647	LOC6547190|XP_001974737.1|DERE	LOC115763683|XP_030562224.1|DNOV
OG0006648	LOC6546028|XP_015013522.1|DERE	LOC115767654|XP_030567800.1|DNOV
OG0006649	LOC6547335|XP_001974795.2|DERE	LOC115761106|XP_030558594.1|DNOV
OG0006650	LOC6540983|XP_026834362.1|DERE	LOC115762564|XP_030560744.1|DNOV
OG0006651	LOC6546226|XP_026833543.1|DERE	LOC115762668|XP_030560841.1|DNOV
OG0006652	LOC6544012|XP_001972331.1|DERE	LOC115770136|XP_030571139.1|DNOV
OG0006653	LOC6546240|XP_015013482.2|DERE	LOC115768097|XP_030568446.1|DNOV
OG0006654	LOC6545084|XP_001971039.1|DERE	LOC115769723|XP_030570515.1|DNOV
OG0006655	LOC6545415|XP_001971714.1|DERE	LOC115769367|XP_030570010.1|DNOV
OG0006656	LOC6544189|XP_026833229.1|DERE	LOC115766984|XP_030566942.1|DNOV
OG0006657	LOC6547733|XP_001974947.1|DERE	LOC115762200|XP_030560184.1|DNOV
OG0006658	LOC6543569|XP_001971829.1|DERE	LOC115770207|XP_030571261.1|DNOV
OG0006659	LOC6543566|XP_001971826.1|DERE	LOC115770354|XP_030571452.1|DNOV
OG0006660	LOC6545188|XP_001972076.2|DERE	LOC115762872|XP_030561107.1|DNOV
OG0006661	LOC6544916|XP_001972093.1|DERE	LOC115762689|XP_030560870.1|DNOV
OG0006662	LOC6542040|XP_001968253.1|DERE	LOC115766003|XP_030565632.1|DNOV
OG0006663	LOC6544948|XP_001971542.1|DERE	LOC115762680|XP_030560854.1|DNOV
OG0006664	LOC6555175|XP_001982273.1|DERE	LOC115761197|XP_030558735.1|DNOV
OG0006665	LOC6545157|XP_001971019.2|DERE	LOC115762748|XP_030560946.1|DNOV
OG0006666	LOC6547783|XP_001974938.1|DERE	LOC115762109|XP_030560070.1|DNOV
OG0006667	LOC6546124|XP_001973541.1|DERE	LOC115762912|XP_030561151.1|DNOV
OG0006668	LOC6542436|XP_001970534.1|DERE	LOC115763071|XP_030561364.1|DNOV
OG0006669	LOC6544768|XP_026832227.1|DERE	LOC115769743|XP_030570543.1|DNOV
OG0006670	LOC6544764|XP_001971494.1|DERE	LOC115769744|XP_030570545.1|DNOV
OG0006671	LOC6544763|XP_026832365.1|DERE	LOC115769539|XP_030570239.1|DNOV
OG0006672	LOC6545869|XP_001971638.1|DERE	LOC115771257|XP_030572728.1|DNOV
OG0006673	LOC6544044|XP_001971968.1|DERE	LOC115771262|XP_030572738.1|DNOV
OG0006674	LOC6545129|XP_001971075.1|DERE	LOC115770191|XP_030571214.1|DNOV
OG0006675	LOC6543637|XP_001971841.1|DERE	LOC115762838|XP_030561072.1|DNOV
OG0006676	LOC6544360|XP_026832841.1|DERE	LOC115769576|XP_030570300.1|DNOV
OG0006677	LOC6545663|XP_001971667.2|DERE	LOC115767151|XP_030567182.1|DNOV
OG0006678	LOC6546298|XP_001973530.1|DERE	LOC115770499|XP_030571653.1|DNOV
OG0006679	LOC26526636|XP_015014320.1|DERE	LOC115770974|XP_030572298.1|DNOV
OG0006680	LOC6554474|XP_026839476.1|DERE	LOC115765063|XP_030564297.1|DNOV
OG0006681	LOC6544715|XP_001971491.2|DERE	LOC115769538|XP_030570238.1|DNOV
OG0006682	LOC6544634|XP_001972024.1|DERE	LOC115769781|XP_030570606.1|DNOV
OG0006683	LOC6544635|XP_026833597.1|DERE	LOC115769856|XP_030570702.1|DNOV
OG0006684	LOC6545715|XP_001971668.1|DERE	LOC115767154|XP_030567188.1|DNOV
OG0006685	LOC6541507|XP_001969146.3|DERE	LOC115765227|XP_030564534.1|DNOV
OG0006686	LOC6544720|XP_026833200.1|DERE	LOC115771037|XP_030572433.1|DNOV
OG0006688	LOC6545283|XP_001972072.2|DERE	LOC115762603|XP_030560755.1|DNOV
OG0006689	LOC6545971|XP_001971181.2|DERE	LOC115762723|XP_030560912.1|DNOV
OG0006690	LOC6552359|XP_026839835.1|DERE	LOC115764875|XP_030564014.1|DNOV
OG0006691	LOC26526418|XP_015014274.1|DERE	LOC115771131|XP_030572559.1|DNOV
OG0006692	LOC6545684|XP_001971175.1|DERE	LOC115762814|XP_030561037.1|DNOV
OG0006693	LOC6546463|XP_026833611.1|DERE	LOC115762569|XP_030560713.1|DNOV
OG0006694	LOC6555499|XP_026837895.1|DERE	LOC115768017|XP_030568290.1|DNOV
