Orthogroup	DERE.longest_only	DALB.longest_only
OG0004080	LOC6548428|XP_001975339.1|DERE	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC6549106|XP_026836589.1|DERE	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC6547817|XP_001975004.1|DERE	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC6555006|XP_001982061.2|DERE	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC6545341|XP_001973356.2|DERE	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC6552490|XP_001979839.1|DERE	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC6554686|XP_001981566.3|DERE	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC6551497|XP_001977192.1|DERE	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC6551626|XP_026837544.1|DERE	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC6554842|XP_001982006.1|DERE	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC6552890|XP_001979990.1|DERE	LOC117574444|XP_034114173.1|DALB
OG0004092	LOC6551552|XP_001978500.1|DERE	LOC117563311|XP_034097460.1|DALB
OG0004095	LOC6553822|XP_001980517.2|DERE	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC6554685|XP_026831829.1|DERE	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC6544938|XP_001972613.1|DERE	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC6552494|XP_001979843.1|DERE	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC6551758|XP_026832016.1|DERE	LOC117575552|XP_034115704.1|DALB
OG0004100	LOC6552101|XP_001978871.1|DERE	LOC117576036|XP_034116450.1|DALB
OG0004101	LOC6552336|XP_001978873.1|DERE	LOC117574940|XP_034114880.1|DALB
OG0004102	LOC6552337|XP_015009549.1|DERE	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC6554408|XP_001981704.1|DERE	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC6554444|XP_001982142.2|DERE	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC6544886|XP_001973150.1|DERE	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC6543881|XP_001973640.1|DERE	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC6546136|XP_001971302.1|DERE	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC6553161|XP_026831963.1|DERE	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC6554832|XP_001982005.1|DERE	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC6544290|XP_001973718.1|DERE	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC6554575|XP_001981763.1|DERE	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC6554133|XP_015008990.1|DERE	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC6549950|XP_001978689.1|DERE	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC6551294|XP_001977000.1|DERE	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC6551292|XP_026838559.1|DERE	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC6554580|XP_001981768.1|DERE	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC6552060|XP_001979716.1|DERE	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC6546744|XP_001974537.1|DERE	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC6551744|XP_001979694.1|DERE	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC6553047|XP_001980035.3|DERE	LOC117573536|XP_034112702.1|DALB
OG0004121	LOC6543738|XP_001971945.2|DERE	LOC117571452|XP_034109490.1|DALB
OG0004122	LOC6553177|XP_015009782.1|DERE	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC6553411|XP_026831759.1|DERE	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC6551002|XP_026837499.1|DERE	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC6554234|XP_026839629.1|DERE	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC6554369|XP_026832224.1|DERE	LOC117573912|XP_034113312.1|DALB
OG0004127	LOC6541807|XP_001969383.1|DERE	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC6552122|XP_001979729.1|DERE	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC6546955|XP_001976024.1|DERE	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC6550396|XP_026837756.1|DERE	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC6553223|XP_001980148.1|DERE	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC6546462|XP_001971334.2|DERE	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC6542114|XP_001969785.1|DERE	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC6555445|XP_001981889.1|DERE	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC6553780|XP_026831656.1|DERE	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC6553456|XP_001979253.1|DERE	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC6541713|XP_001969123.1|DERE	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC6544229|XP_001973045.1|DERE	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC6550853|XP_001976792.1|DERE	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC6551479|XP_001978512.1|DERE	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC6547590|XP_026836682.1|DERE	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC6551243|XP_001978335.1|DERE	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC6553698|XP_001980404.1|DERE	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC6542521|XP_001969361.1|DERE	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC6544773|XP_001971679.2|DERE	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC6552972|XP_026839726.1|DERE	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC6541394|XP_001969377.1|DERE	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC6553639|XP_026839798.1|DERE	LOC117576200|XP_034116683.1|DALB
OG0004149	LOC6553407|XP_001979260.1|DERE	LOC117575232|XP_034115253.1|DALB
OG0004150	LOC6552896|XP_001980004.1|DERE	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC6552400|XP_001978926.2|DERE	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC6546984|XP_001976072.1|DERE	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC6545267|XP_001973265.1|DERE	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC6553085|XP_001980104.1|DERE	LOC117574999|XP_034114965.1|DALB
OG0004156	LOC6552876|XP_026837374.1|DERE	LOC117575714|XP_034115940.1|DALB
OG0004157	LOC26526302|XP_015011447.1|DERE	LOC117568030|XP_034104265.1|DALB
OG0004158	LOC6545126|XP_001971072.1|DERE	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC6555269|XP_001981834.1|DERE	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC6546031|XP_026833746.1|DERE	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC6551939|XP_001980627.2|DERE	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC6551868|XP_001980818.2|DERE	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC6552428|XP_026831621.1|DERE	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC6552181|XP_001978835.2|DERE	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC6548280|XP_026836071.1|DERE	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC6548127|XP_001976504.1|DERE	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC6552512|XP_001980937.1|DERE	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC6554696|XP_001981956.1|DERE	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC6551677|XP_015011392.1|DERE	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC6551428|XP_001977135.1|DERE	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC6550892|XP_001976957.1|DERE	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC6550484|XP_026838139.1|DERE	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC6548925|XP_001975412.1|DERE	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC6549542|XP_015012452.1|DERE	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC6547954|XP_001975282.1|DERE	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC6545718|XP_026832393.1|DERE	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC6552874|XP_015010189.1|DERE	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC6552121|XP_026831522.1|DERE	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC6555625|XP_001982603.1|DERE	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC6553833|XP_015010315.1|DERE	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC6555379|XP_001982092.1|DERE	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC6545030|XP_026832328.1|DERE	LOC117568819|XP_034105575.1|DALB
OG0004183	LOC6545029|XP_001972525.3|DERE	LOC117569906|XP_034107137.1|DALB
OG0004184	LOC6543635|XP_001971839.1|DERE	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC6543153|XP_001969691.1|DERE	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC6555713|XP_001982557.1|DERE	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC6554097|XP_001980454.1|DERE	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC6553165|XP_015010173.1|DERE	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC6553167|XP_001980027.1|DERE	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC6552664|XP_001979172.1|DERE	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC6552985|XP_001979169.1|DERE	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC6553802|XP_001979559.1|DERE	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC6551391|XP_026838543.1|DERE	LOC117564156|XP_034098716.1|DALB
OG0004194	LOC6551937|XP_001979681.1|DERE	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC6550826|XP_001978084.1|DERE	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC6555088|XP_001981399.1|DERE	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC6553859|XP_001980563.1|DERE	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC6551913|XP_001978848.1|DERE	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC6553593|XP_026831494.1|DERE	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC6548282|XP_026836597.1|DERE	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC6555008|XP_026836786.1|DERE	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC6554798|XP_001982229.1|DERE	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC6553224|XP_026839800.1|DERE	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC6545345|XP_001973360.1|DERE	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC6546090|XP_001972782.1|DERE	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC6553943|XP_001979469.1|DERE	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC6553944|XP_001979470.1|DERE	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC6554016|XP_026831971.1|DERE	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC6554496|XP_026831967.1|DERE	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC6553337|XP_001979310.1|DERE	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC6543272|XP_001968310.1|DERE	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC6551803|XP_001980816.1|DERE	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC6552638|XP_001980904.1|DERE	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC6547699|XP_001975020.1|DERE	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC6547125|XP_001975479.2|DERE	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC6545923|XP_026832674.1|DERE	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC6544331|XP_001971982.1|DERE	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC6550108|XP_001977599.1|DERE	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC6552445|XP_001980934.1|DERE	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC6553257|XP_026832792.1|DERE	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC6553545|XP_001979328.1|DERE	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC6553785|XP_001980484.1|DERE	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC6553842|XP_026833681.1|DERE	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC6552809|XP_001978940.1|DERE	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC6551290|XP_001976996.1|DERE	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC6553355|XP_015010138.1|DERE	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC6553221|XP_026832569.1|DERE	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC6553222|XP_001980147.1|DERE	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC6548871|XP_001975457.2|DERE	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC6551565|XP_001978604.3|DERE	LOC117577642|XP_034118402.1|DALB
OG0004231	LOC6543681|XP_001971849.1|DERE	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC6543709|XP_015013311.1|DERE	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC6543710|XP_001971853.1|DERE	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC6543722|XP_015013310.1|DERE	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC6555515|XP_001982673.1|DERE	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC6551931|XP_001979675.1|DERE	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC6553311|XP_001979208.1|DERE	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC6551888|XP_001979710.1|DERE	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC6553538|XP_001979321.1|DERE	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC6552298|XP_001978895.1|DERE	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC6552583|XP_001980894.1|DERE	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC6552457|XP_001980875.1|DERE	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC6544277|XP_001971974.1|DERE	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC6551936|XP_001979680.1|DERE	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC6545584|XP_026832179.1|DERE	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC6544724|XP_026833046.1|DERE	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC6555526|XP_001982635.1|DERE	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC6547468|XP_001974920.1|DERE	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC6544640|XP_001970975.1|DERE	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC6542695|XP_026834524.1|DERE	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC6555545|XP_026838975.1|DERE	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC6551800|XP_001980813.1|DERE	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC6552675|XP_001980914.1|DERE	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC6550417|XP_001977802.2|DERE	LOC117566073|XP_034101443.1|DALB
OG0004256	LOC6548538|XP_026835976.1|DERE	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC6554428|XP_001981279.1|DERE	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC6555384|XP_026832144.1|DERE	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC6548541|XP_001975333.1|DERE	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC6551917|XP_026831841.1|DERE	LOC117574379|XP_034114104.1|DALB
OG0004261	LOC6552207|XP_015009472.1|DERE	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC6554682|XP_001981971.1|DERE	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC6553813|XP_001979546.1|DERE	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC6553607|XP_001979232.2|DERE	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC6552982|XP_001979166.1|DERE	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC6553150|XP_001980140.1|DERE	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC6552425|XP_001980780.1|DERE	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC6546989|XP_026836101.1|DERE	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC6548722|XP_001975396.1|DERE	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC26526200|XP_015015467.1|DERE	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC6549362|XP_001975791.1|DERE	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC6553924|XP_001980571.1|DERE	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC6553704|XP_001980410.1|DERE	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC6551661|XP_001977239.1|DERE	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC6551311|XP_026838781.1|DERE	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC6544161|XP_001971386.1|DERE	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC6544369|XP_001972428.2|DERE	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC6551054|XP_001978298.1|DERE	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC6542840|XP_001968215.1|DERE	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC6550895|XP_026838390.1|DERE	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC6543414|XP_001970498.1|DERE	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC6548487|XP_001975301.1|DERE	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC6548486|XP_001975300.1|DERE	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC26526048|XP_015015439.1|DERE	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC6555206|XP_001982074.1|DERE	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC6544365|XP_026832766.1|DERE	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC6544364|XP_001972423.1|DERE	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC6544565|XP_001972417.1|DERE	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC6545483|XP_026833749.1|DERE	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC6549622|XP_001975659.1|DERE	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC6549391|XP_001975609.1|DERE	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC26526277|XP_015014251.1|DERE	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC6544883|XP_001973147.1|DERE	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC6546086|XP_001972778.1|DERE	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC6545146|XP_026832308.1|DERE	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC6545144|XP_001972775.1|DERE	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC6548297|XP_001976582.1|DERE	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC6542563|XP_001970434.1|DERE	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC6549268|XP_026836734.1|DERE	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC6547470|XP_026835947.1|DERE	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC6544485|XP_001971468.1|DERE	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC6548522|XP_001975404.1|DERE	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC6541386|XP_001969165.1|DERE	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC6546738|XP_001974531.3|DERE	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC6549482|XP_015012467.1|DERE	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC6546905|XP_001975984.1|DERE	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC6549421|XP_001975701.1|DERE	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC6548006|XP_026835800.1|DERE	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC6545474|XP_026832626.1|DERE	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC6543374|XP_026835286.1|DERE	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC6545751|XP_026833093.1|DERE	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC6548241|XP_001976568.1|DERE	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC6540965|XP_026835331.1|DERE	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC6548195|XP_001975078.1|DERE	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC6548226|XP_001976588.1|DERE	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC6541503|XP_001969137.1|DERE	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC6542242|XP_001970499.1|DERE	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC6547774|XP_015012686.2|DERE	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC6546712|XP_026835702.1|DERE	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC6555180|XP_001982278.1|DERE	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC6540720|XP_001970307.1|DERE	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC6551851|XP_001979648.1|DERE	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC6545667|XP_001971142.2|DERE	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC6548780|XP_001974059.1|DERE	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC6547359|XP_001976324.1|DERE	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC6547360|XP_001976325.2|DERE	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC6550664|XP_026837657.1|DERE	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC6547885|XP_001976429.1|DERE	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC6547950|XP_015012682.1|DERE	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC6546750|XP_001974543.2|DERE	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC6541392|XP_001969142.2|DERE	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC6542762|XP_001969356.1|DERE	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC6547632|XP_001976267.1|DERE	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC6542792|XP_026835103.1|DERE	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC6543208|XP_001970752.1|DERE	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC6547623|XP_001974887.3|DERE	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC6541515|XP_001970257.1|DERE	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC6545643|XP_001972164.1|DERE	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC6549534|XP_001975622.1|DERE	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC6549171|XP_001975621.1|DERE	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC6547762|XP_001976384.2|DERE	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC6548415|XP_026836564.1|DERE	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC6548462|XP_026836472.1|DERE	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC6548457|XP_015012712.1|DERE	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC6548875|XP_026839419.1|DERE	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC6548224|XP_015011525.1|DERE	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC6548220|XP_001976583.1|DERE	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC6548131|XP_001976508.3|DERE	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC6547994|XP_015012665.1|DERE	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC6543037|XP_001970640.1|DERE	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC6549426|XP_026836868.1|DERE	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC26526551|XP_015010497.1|DERE	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC6554123|XP_001981495.1|DERE	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC6553039|XP_001980044.1|DERE	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC6553250|XP_015009450.1|DERE	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC6549533|XP_001975810.1|DERE	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC6541154|XP_001970635.1|DERE	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC6546927|XP_001975998.1|DERE	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC6547099|XP_026835881.1|DERE	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC6545087|XP_001973273.2|DERE	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC6551826|XP_001980587.1|DERE	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC6545225|XP_001971059.1|DERE	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC6551059|XP_001978303.1|DERE	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC6549352|XP_015012478.1|DERE	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC6547821|XP_026836641.1|DERE	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC6542624|XP_001968217.1|DERE	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC6545884|XP_001973489.1|DERE	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC6544264|XP_001973778.1|DERE	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC6540892|XP_026835354.1|DERE	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC6548485|XP_026836020.1|DERE	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC6551414|XP_001977200.1|DERE	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC6548294|XP_026836642.1|DERE	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC26526506|XP_015010493.1|DERE	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC6546707|XP_026836697.1|DERE	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC6544491|XP_001971474.1|DERE	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC6545798|XP_001973426.1|DERE	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC6546095|XP_026832635.1|DERE	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC6548997|XP_026837037.1|DERE	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC6547721|XP_001975010.1|DERE	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC6541895|XP_001970410.1|DERE	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC6552505|XP_001979813.1|DERE	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC6546884|XP_001975965.1|DERE	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC6549370|XP_026836949.1|DERE	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC6549372|XP_026836950.1|DERE	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC6546988|XP_001976030.1|DERE	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC6546909|XP_001975988.1|DERE	LOC117569287|XP_034106284.1|DALB
