Orthogroup	DERE.longest_only	DSER.longest_only
OG0006009	LOC6545988|XP_026832501.1|DERE	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC6543896|XP_001973647.3|DERE	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC6544825|XP_026832478.1|DERE	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC6544459|XP_026833686.1|DERE	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC6546622|XP_015011631.1|DERE	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC6545564|XP_001972668.1|DERE	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC6548996|XP_001975547.1|DERE	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC6543133|XP_026834138.1|DERE	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC6546891|XP_001975972.1|DERE	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC6547293|XP_001974775.1|DERE	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC26526063|XP_015012731.1|DERE	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC6546071|XP_026833266.1|DERE	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC6542492|XP_001969629.1|DERE	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC6554574|XP_026834675.1|DERE	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC6550490|XP_026837301.1|DERE	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC6546852|XP_026835645.1|DERE	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC6555119|XP_001982261.2|DERE	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC6549641|XP_001975759.1|DERE	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC6549557|XP_001975645.1|DERE	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC6542208|XP_001970404.1|DERE	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC6554690|XP_001981950.1|DERE	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC6546923|XP_001975994.3|DERE	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC6549914|XP_015011401.1|DERE	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC6546888|XP_001975969.1|DERE	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC6553471|XP_001979371.2|DERE	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC6553091|XP_001980110.1|DERE	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC6543036|XP_001969322.2|DERE	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC6549081|XP_001975600.1|DERE	LOC110191007|XP_020817387.1|DSER
OG0006038	LOC6552602|XP_001978995.1|DERE	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC6540973|XP_001970775.1|DERE	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC6549269|XP_001975711.1|DERE	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC6551475|XP_001978508.1|DERE	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC6546593|XP_026836532.1|DERE	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC6546390|XP_026833337.1|DERE	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC6555745|XP_001982448.1|DERE	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC6541445|XP_001970781.1|DERE	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC6548165|XP_001975271.2|DERE	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC6545595|XP_001972707.1|DERE	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC6544542|XP_001972404.1|DERE	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC6550103|XP_001978191.1|DERE	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC6554743|XP_001981086.1|DERE	LOC110188087|XP_020813303.1|DSER
OG0006051	LOC6551090|XP_001977104.1|DERE	LOC110180460|XP_020803795.1|DSER
OG0006052	LOC6548456|XP_026836505.1|DERE	LOC110180244|XP_020803560.1|DSER
OG0006053	LOC6544778|XP_001971684.1|DERE	LOC110185275|XP_020809681.1|DSER
OG0006054	LOC6555869|XP_001982746.3|DERE	LOC110185416|XP_020809888.1|DSER
OG0006055	LOC6553671|XP_001980413.1|DERE	LOC110191294|XP_020817763.1|DSER
OG0006056	LOC6546592|XP_001975481.1|DERE	LOC110178296|XP_020801043.1|DSER
OG0006057	LOC6545725|XP_026833012.1|DERE	LOC110188892|XP_020814470.1|DSER
OG0006058	LOC6553880|XP_001979591.1|DERE	LOC110186368|XP_020811177.1|DSER
OG0006059	LOC6545460|XP_015013160.1|DERE	LOC110177466|XP_020799862.1|DSER
OG0006060	LOC6545461|XP_026832260.1|DERE	LOC110177467|XP_020799864.1|DSER
OG0006061	LOC6549937|XP_001978685.1|DERE	LOC110182576|XP_020806284.1|DSER
OG0006062	LOC6551824|XP_001980585.1|DERE	LOC110189959|XP_020815909.1|DSER
OG0006063	LOC6541343|XP_001969376.1|DERE	LOC110183212|XP_020807084.1|DSER
OG0006064	LOC6549594|XP_001975662.1|DERE	LOC110184112|XP_020808164.1|DSER
OG0006065	LOC6546520|XP_001971273.1|DERE	LOC110188842|XP_020814403.1|DSER
OG0006066	LOC6543337|XP_026834989.1|DERE	LOC110189303|XP_020814994.1|DSER
OG0006067	LOC6542186|XP_015014775.1|DERE	LOC110189240|XP_020814883.1|DSER
OG0006068	LOC6550494|XP_001977809.1|DERE	LOC110184419|XP_020808613.1|DSER
OG0006069	LOC6546362|XP_001972894.1|DERE	LOC110178877|XP_020801809.1|DSER
OG0006070	LOC6543918|XP_001973653.1|DERE	LOC110190117|XP_020816090.1|DSER
OG0006071	LOC6554384|XP_001981507.1|DERE	LOC110177304|XP_020799628.1|DSER
OG0006072	LOC6546519|XP_001971272.1|DERE	LOC110188811|XP_020814348.1|DSER
OG0006073	LOC6545204|XP_001971065.1|DERE	LOC110178637|XP_020801485.1|DSER
OG0006074	LOC6551170|XP_001977068.2|DERE	LOC110187141|XP_020812214.1|DSER
OG0006075	LOC6551508|XP_001978579.1|DERE	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER
OG0006076	LOC6549057|XP_001975579.1|DERE	LOC110178482|XP_020801283.1|DSER
OG0006077	LOC6545407|XP_001973376.2|DERE	LOC110189882|XP_020815785.1|DSER
OG0006078	LOC6545408|XP_001973377.1|DERE	LOC110189945|XP_020815891.1|DSER
OG0006079	LOC6546118|XP_001973535.1|DERE	LOC110176716|XP_020798816.1|DSER
OG0006080	LOC6544865|XP_001973161.1|DERE	LOC110176711|XP_020798810.1|DSER
OG0006081	LOC6543324|XP_015015033.1|DERE	LOC110176506|XP_020798543.1|DSER
OG0006082	LOC6541272|XP_001969179.1|DERE	LOC110191862|XP_020818504.1|DSER
OG0006083	LOC6545089|XP_001973275.1|DERE	LOC110185218|XP_020809606.1|DSER
OG0006084	LOC6544298|XP_015014040.1|DERE	LOC110179978|XP_020803222.1|DSER
OG0006085	LOC6543901|XP_001973652.2|DERE	LOC110190218|XP_020816234.1|DSER
OG0006086	LOC6543921|XP_015014155.1|DERE	LOC110190001|XP_020815960.1|DSER
OG0006087	LOC6548166|XP_001975272.1|DERE	LOC110179028|XP_020802042.1|DSER
OG0006088	LOC6546359|XP_001972891.1|DERE	LOC110178926|XP_020801873.1|DSER
OG0006089	LOC6551080|XP_001976948.1|DERE	LOC110180455|XP_020803789.1|DSER
OG0006090	LOC6545397|XP_026833164.1|DERE	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER
OG0006091	LOC6543964|XP_001972214.3|DERE	LOC110190578|XP_020816825.1|DSER
OG0006092	LOC26526212|XP_026838232.1|DERE	LOC110181516|XP_020804948.1|DSER
OG0006093	LOC6541388|XP_001969136.1|DERE	LOC110189448|XP_020815180.1|DSER
OG0006094	LOC6544479|XP_026833694.1|DERE	LOC110179010|XP_020802009.1|DSER
OG0006095	LOC6541052|XP_026834687.1|DERE	LOC110189001|XP_020814612.1|DSER
OG0006096	LOC6549166|XP_001975616.1|DERE	LOC110178044|XP_020800720.1|DSER
OG0006097	LOC6546318|XP_026832811.1|DERE	LOC110185208|XP_020809592.1|DSER
OG0006098	LOC6540847|XP_001968130.1|DERE	LOC110187501|XP_020812553.1|DSER
OG0006099	LOC6548976|XP_001975559.1|DERE	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC6547328|XP_001976335.1|DERE	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC6542216|XP_026834342.1|DERE	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC6547654|XP_001974811.1|DERE	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC6551516|XP_001977184.1|DERE	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC6551683|XP_026837254.1|DERE	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC6551682|XP_001978531.1|DERE	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC6544133|XP_026833342.1|DERE	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC6547720|XP_026836798.1|DERE	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC6555576|XP_026838965.1|DERE	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC6544259|XP_001973774.1|DERE	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC6546069|XP_001972810.1|DERE	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC6547662|XP_001974989.1|DERE	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC6548112|XP_001976542.1|DERE	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC6544144|XP_001972999.1|DERE	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC6555055|XP_001981383.1|DERE	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC6546846|XP_026836108.1|DERE	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC6546774|XP_001976001.1|DERE	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC6548519|XP_001975401.1|DERE	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC6548001|XP_015011745.1|DERE	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC6549159|XP_001975719.1|DERE	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC6546552|XP_001974566.1|DERE	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC6543925|XP_001973660.1|DERE	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC6555867|XP_026839234.1|DERE	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC6548098|XP_026836667.1|DERE	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC6554943|XP_001982014.1|DERE	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC6545462|XP_026832439.1|DERE	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC6544484|XP_026833815.1|DERE	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC6544604|XP_001973066.1|DERE	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC6544344|XP_001973087.1|DERE	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC6546062|XP_001972803.1|DERE	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC6544532|XP_001973102.2|DERE	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC6544529|XP_001973099.1|DERE	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC6544557|XP_001973091.1|DERE	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC6544533|XP_001973103.1|DERE	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC6545952|XP_001972799.1|DERE	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC6544531|XP_026832400.1|DERE	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC6545463|XP_001972582.1|DERE	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC6545139|XP_001972770.2|DERE	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC6541670|XP_001970493.1|DERE	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC6540790|XP_001970393.1|DERE	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC6548227|XP_026836679.1|DERE	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC6548536|XP_026835782.1|DERE	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC6545335|XP_001973300.3|DERE	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC6544939|XP_015013155.1|DERE	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC6545634|XP_026833252.1|DERE	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC6545761|XP_001973405.1|DERE	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC6540945|XP_001970292.2|DERE	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC6552545|XP_001980841.1|DERE	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC6545228|XP_001973462.2|DERE	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC6544940|XP_026833616.1|DERE	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC6544943|XP_001972616.1|DERE	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC6542385|XP_015014404.1|DERE	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC6555340|XP_001981865.1|DERE	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC6547955|XP_015011744.1|DERE	LOC110176539|XP_020798591.1|DSER
OG0006154	LOC6555381|XP_001981843.1|DERE	LOC110186782|XP_020811714.1|DSER
OG0006155	LOC6552541|XP_001980837.1|DERE	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC6552635|XP_001980901.2|DERE	LOC110188225|XP_020813531.1|DSER
OG0006157	LOC6548051|XP_001976512.1|DERE	LOC110191513|XP_020818039.1|DSER
OG0006158	LOC6544594|XP_026832880.1|DERE	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC6549541|XP_001975629.1|DERE	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC6548052|XP_001976513.1|DERE	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC6540739|XP_026834756.1|DERE	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC26526325|XP_001982749.3|DERE	LOC110185442|XP_020809925.1|DSER
OG0006163	LOC6549337|XP_001975637.1|DERE	LOC110189206|XP_020814837.1|DSER
OG0006165	LOC6544129|XP_001973681.1|DERE	LOC110177514|XP_020799929.1|DSER
OG0006166	LOC6542163|XP_001969315.2|DERE	LOC110176943|XP_020799103.1|DSER
OG0006167	LOC6547971|XP_001975054.1|DERE	LOC110176790|XP_020798886.1|DSER, LOC110176791|XP_020798887.1|DSER, LOC110189455|XP_020815188.1|DSER
OG0006168	LOC6550424|XP_001977038.1|DERE	LOC110181560|XP_020805005.1|DSER
OG0006169	LOC6551082|XP_001976950.1|DERE	LOC110180456|XP_020803791.1|DSER
OG0006170	LOC6547861|XP_001975044.1|DERE	LOC110179337|XP_020802500.1|DSER
OG0006171	LOC6543667|XP_001972965.1|DERE, LOC6552162|XP_001980714.1|DERE	LOC110190258|XP_020816280.1|DSER
OG0006172	LOC6544067|XP_026832745.1|DERE	LOC110176718|XP_020798818.1|DSER
OG0006173	LOC6542399|XP_026835188.1|DERE, LOC6540926|XP_001968280.1|DERE	LOC110185854|XP_020810522.1|DSER
OG0006174	LOC6546432|XP_001972836.1|DERE, LOC6546433|XP_001972837.1|DERE	LOC110190892|XP_020817210.1|DSER
OG0006176	LOC6554087|XP_001979599.1|DERE	LOC110177599|XP_020800053.1|DSER
OG0006177	LOC26526944|XP_015014363.1|DERE	LOC110189077|XP_020814707.1|DSER
OG0006178	LOC6547323|XP_001976330.1|DERE, LOC6547321|XP_026835948.1|DERE	LOC110181106|XP_020804439.1|DSER, LOC110181096|XP_020804428.1|DSER
OG0006179	LOC6552704|XP_001979023.1|DERE	LOC110183442|XP_020807380.1|DSER, LOC110186094|XP_020810798.1|DSER, LOC110186103|XP_020810811.1|DSER
OG0006181	LOC6553805|XP_001979562.1|DERE	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC6555138|XP_001982253.1|DERE	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC6553381|XP_001980198.1|DERE	LOC110186462|XP_020811309.1|DSER
OG0006184	LOC6554378|XP_026834725.1|DERE	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC6553050|XP_001980038.1|DERE	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC6554371|XP_001982354.1|DERE	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC6554211|XP_026832091.1|DERE	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC6551538|XP_015010616.1|DERE	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC6551686|XP_001978482.3|DERE	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC6554155|XP_001981912.3|DERE	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC6554604|XP_001981556.1|DERE	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC6551548|XP_001978496.2|DERE	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC6550102|XP_001978190.1|DERE	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC6550506|XP_026837733.1|DERE	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC6550570|XP_001978123.1|DERE	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC6552362|XP_015009985.2|DERE	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC6555821|XP_001982738.1|DERE	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC6550221|XP_026838056.1|DERE	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC6554143|XP_001981902.1|DERE	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC6552317|XP_001979758.1|DERE	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC6550116|XP_026837503.1|DERE	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC6550115|XP_001977652.1|DERE	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC6550139|XP_026838212.1|DERE	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC6552770|XP_001979955.1|DERE	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC6549808|XP_001977331.1|DERE	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC6550712|XP_001978012.1|DERE	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC6542443|XP_001968812.1|DERE	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC6544851|XP_001970990.1|DERE	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC6550535|XP_026838085.1|DERE	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC6549859|XP_026838491.1|DERE	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC6541681|XP_001970248.1|DERE	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC6542179|XP_026835121.1|DERE	LOC110184951|XP_020809258.1|DSER
OG0006213	LOC6552020|XP_001978785.1|DERE	LOC110187951|XP_020813127.1|DSER
OG0006214	LOC6550555|XP_001977955.1|DERE	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC6551614|XP_001978594.3|DERE	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC6555050|XP_001981620.2|DERE	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC6549846|XP_001977577.1|DERE	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC6542360|XP_001969574.1|DERE	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC6555775|XP_001982533.1|DERE	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC6546353|XP_001972900.1|DERE	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC6554852|XP_001981096.1|DERE	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC6554854|XP_001981098.1|DERE	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC6551741|XP_001978612.1|DERE	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC6549806|XP_001977329.3|DERE	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC6550427|XP_001977041.1|DERE	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC6547286|XP_001976153.1|DERE	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC6551434|XP_001977141.1|DERE	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC6547563|XP_001974820.1|DERE	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC6555827|XP_026839242.1|DERE	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC6550025|XP_026837475.1|DERE	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC6550868|XP_026838323.1|DERE	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC6550708|XP_001978008.1|DERE	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC6550621|XP_015010712.1|DERE	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC6550026|XP_001977492.1|DERE	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC6550382|XP_001977749.1|DERE	LOC110182089|XP_020805730.1|DSER
OG0006236	LOC6550572|XP_015011292.1|DERE	LOC110185525|XP_020810081.1|DSER
OG0006237	LOC6549809|XP_001977332.1|DERE	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC6550564|XP_001977942.1|DERE	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC6549985|XP_026837296.1|DERE	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC6554551|XP_001981311.1|DERE	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC6550027|XP_001977493.1|DERE	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC6551320|XP_001977085.1|DERE	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC6552279|XP_001980759.1|DERE	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC6552249|XP_001980844.1|DERE	LOC110190941|XP_020817273.1|DSER
OG0006245	LOC6555178|XP_001982276.1|DERE	LOC110188227|XP_020813533.1|DSER
OG0006246	LOC6549761|XP_001976780.1|DERE	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC6541004|XP_001970563.1|DERE	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC6553600|XP_001979407.1|DERE	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC6541629|XP_001968666.1|DERE	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC6550660|XP_001978068.1|DERE	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC6555252|XP_001981633.1|DERE	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC6555251|XP_001981632.2|DERE	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC6549760|XP_001976779.2|DERE	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC6548885|XP_026836094.1|DERE	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC6554884|XP_001982222.1|DERE	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC6550031|XP_001977497.1|DERE	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC6549778|XP_015011070.1|DERE	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC6550534|XP_001977931.2|DERE	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC6552622|XP_001979868.1|DERE	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC6549779|XP_001977310.1|DERE	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC6541591|XP_001969773.1|DERE	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC6551585|XP_001977271.1|DERE	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC6550961|XP_001976990.1|DERE	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC6555657|XP_026838257.1|DERE	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC6548926|XP_001975413.1|DERE	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC6555655|XP_001982568.1|DERE	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC6551017|XP_015010657.2|DERE	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC6548085|XP_001975201.2|DERE	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC6552254|XP_001980849.1|DERE	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC6551701|XP_001977280.1|DERE	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC6552027|XP_001980673.1|DERE	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC6550954|XP_026837803.1|DERE	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC6541085|XP_001970720.1|DERE	LOC110189776|XP_020815659.1|DSER
OG0006274	LOC6551135|XP_001978281.1|DERE	LOC110184207|XP_020808313.1|DSER
OG0006275	LOC6550587|XP_001976745.1|DERE	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC6545156|XP_001971018.1|DERE	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC6553406|XP_026839825.1|DERE	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC6550074|XP_001977571.2|DERE	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC6551164|XP_026838721.1|DERE	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC6549834|XP_026838387.1|DERE	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC6549836|XP_026838385.1|DERE	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC6550440|XP_026837913.1|DERE	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC6554250|XP_001982099.1|DERE	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC6544838|XP_001973198.2|DERE	LOC110190589|XP_020816841.1|DSER
OG0006285	LOC6552155|XP_001978828.1|DERE	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC6551855|XP_001979652.2|DERE	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC6551167|XP_001977065.1|DERE	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC6555124|XP_001981143.1|DERE	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC6551815|XP_001979622.1|DERE	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC6549941|XP_015011080.1|DERE	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC6541649|XP_001969677.1|DERE	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC6551186|XP_015010634.1|DERE	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC6545600|XP_001971152.1|DERE	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC6550101|XP_001978189.2|DERE	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC6551647|XP_001978494.1|DERE	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC6550305|XP_001977759.1|DERE	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC6549767|XP_026837430.1|DERE	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC6550099|XP_001978187.1|DERE	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC6550877|XP_015010971.1|DERE	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC6551223|XP_015010956.1|DERE	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC6550376|XP_001977857.1|DERE	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC6551672|XP_026838748.1|DERE	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC6546895|XP_001975976.2|DERE	LOC110177837|XP_020800442.1|DSER
OG0006304	LOC6555351|XP_001981431.2|DERE	LOC110184188|XP_020808265.1|DSER
OG0006305	LOC6555101|XP_026831598.1|DERE	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC26526597|XP_026832077.1|DERE	LOC110190986|XP_020817353.1|DSER
OG0006307	LOC6555025|XP_001981039.3|DERE	LOC110176538|XP_020798587.1|DSER
OG0006308	LOC6550043|XP_001977509.1|DERE	LOC110179094|XP_020802139.1|DSER
OG0006309	LOC6550015|XP_015011098.1|DERE	LOC110181608|XP_020805065.1|DSER
OG0006310	LOC6552604|XP_001978997.1|DERE	LOC110186491|XP_020811341.1|DSER
