Orthogroup	DERE.longest_only	DEUG.longest_only
OG0005571	LOC6547935|XP_001976360.3|DERE	LOC108112983|XP_017078880.1|DEUG
OG0005572	LOC6547843|XP_001975046.1|DERE	LOC108109105|XP_017072980.1|DEUG
OG0005573	LOC6554728|XP_026831628.1|DERE	LOC108113748|XP_017079930.1|DEUG
OG0005574	LOC6541260|XP_026834625.1|DERE	LOC108112591|XP_017078126.1|DEUG
OG0005575	LOC6552056|XP_001980692.1|DERE	LOC108117492|XP_017085456.1|DEUG
OG0005576	LOC6548928|XP_001975415.1|DERE	LOC108113218|XP_017079243.1|DEUG
OG0005577	LOC6544518|XP_026833326.1|DERE	LOC108104301|XP_017065766.1|DEUG
OG0005578	LOC6544736|XP_001973458.1|DERE	LOC108114599|XP_017081148.1|DEUG
OG0005579	LOC26526587|XP_015014304.1|DERE	LOC108114601|XP_017081150.1|DEUG
OG0005580	LOC6545052|XP_001971559.1|DERE	LOC108108272|XP_017071735.1|DEUG
OG0005581	LOC6551337|XP_026837449.1|DERE	LOC108103196|XP_017064073.1|DEUG
OG0005582	LOC6544064|XP_001973693.1|DERE	LOC108108778|XP_017072437.1|DEUG
OG0005583	LOC6545672|XP_001971654.1|DERE	LOC108109795|XP_017073993.1|DEUG
OG0005584	LOC6541361|XP_001969983.3|DERE	LOC108113473|XP_017079545.1|DEUG
OG0005585	LOC6553194|XP_001979155.1|DERE	LOC108116212|XP_017083487.1|DEUG
OG0005586	LOC6552685|XP_001978948.1|DERE	LOC108115403|XP_017082331.1|DEUG
OG0005587	LOC6543207|XP_001969891.1|DERE	LOC108112441|XP_017077779.1|DEUG
OG0005588	LOC6544890|XP_026833580.1|DERE	LOC108114310|XP_017080708.1|DEUG
OG0005589	LOC6552461|XP_026831497.1|DERE	LOC108108337|XP_017071858.1|DEUG
OG0005590	LOC6542488|XP_001970731.1|DERE	LOC108106639|XP_017069333.1|DEUG
OG0005591	LOC6550955|XP_001978237.1|DERE	LOC108102992|XP_017063794.1|DEUG
OG0005592	LOC6552489|XP_001979838.1|DERE	LOC108111498|XP_017076501.1|DEUG
OG0005593	LOC6545960|XP_001971228.1|DERE	LOC108114034|XP_017080273.1|DEUG
OG0005594	LOC6544769|XP_001971499.1|DERE	LOC108107898|XP_017071189.1|DEUG
OG0005595	LOC6544618|XP_001971500.2|DERE	LOC108107897|XP_017071188.1|DEUG
OG0005596	LOC6545943|XP_001971203.1|DERE	LOC108114209|XP_017080521.1|DEUG
OG0005597	LOC6552926|XP_026839347.1|DERE	LOC108109517|XP_017073558.1|DEUG
OG0005598	LOC6554328|XP_001981294.1|DERE	LOC108111414|XP_017076360.1|DEUG
OG0005599	LOC6547862|XP_001975045.2|DERE	LOC108109104|XP_017072977.1|DEUG
OG0005600	LOC6552763|XP_001980952.1|DERE	LOC108109514|XP_017073554.1|DEUG
OG0005601	LOC6550478|XP_001977822.1|DERE	LOC108105094|XP_017067017.1|DEUG
OG0005602	LOC6554401|XP_001981697.1|DERE	LOC108113611|XP_017079760.1|DEUG
OG0005603	LOC6549028|XP_001975537.1|DERE	LOC108106597|XP_017069277.1|DEUG
OG0005604	LOC6549030|XP_001975539.3|DERE	LOC108106688|XP_017069410.1|DEUG
OG0005605	LOC6546841|XP_001975943.1|DERE	LOC108106360|XP_017068830.1|DEUG
OG0005606	LOC6541424|XP_001969771.1|DERE	LOC108104123|XP_017065514.1|DEUG
OG0005607	LOC6553860|XP_001980564.1|DERE	LOC108116442|XP_017083840.1|DEUG
OG0005608	LOC6553920|XP_001980567.1|DERE	LOC108116277|XP_017083553.1|DEUG
OG0005609	LOC6545414|XP_001971713.1|DERE	LOC108107937|XP_017071255.1|DEUG
OG0005610	LOC6543764|XP_001971358.1|DERE	LOC108109851|XP_017074101.1|DEUG
OG0005611	LOC6546052|XP_001971749.2|DERE	LOC108107784|XP_017070970.1|DEUG
OG0005612	LOC6553838|XP_026833767.1|DERE	LOC108111782|XP_017076855.1|DEUG
OG0005613	LOC6553354|XP_001980183.1|DERE	LOC108111490|XP_017076465.1|DEUG
OG0005614	LOC6552401|XP_001978927.1|DERE	LOC108115302|XP_017082188.1|DEUG
OG0005615	LOC6554741|XP_001981076.1|DERE	LOC108109370|XP_017073339.1|DEUG
OG0005616	LOC6553043|XP_001980031.1|DERE	LOC108105611|XP_017067779.1|DEUG
OG0005617	LOC6553116|XP_001979081.1|DERE	LOC108116135|XP_017083352.1|DEUG
OG0005618	LOC6546776|XP_001976003.1|DERE	LOC108106704|XP_017069425.1|DEUG
OG0005619	LOC6551814|XP_001979621.1|DERE	LOC108117001|XP_017084655.1|DEUG
OG0005620	LOC6551415|XP_015011034.2|DERE	LOC108117597|XP_017085600.1|DEUG
OG0005621	LOC6551252|XP_001978440.3|DERE	LOC108103270|XP_017064171.1|DEUG
OG0005622	LOC6551484|XP_001978468.1|DERE	LOC108109746|XP_017073899.1|DEUG
OG0005623	LOC6555606|XP_026837470.1|DERE	LOC108105426|XP_017067485.1|DEUG
OG0005624	LOC6553191|XP_026835232.1|DERE	LOC108116223|XP_017083503.1|DEUG
OG0005625	LOC6552970|XP_026839558.1|DERE	LOC108116410|XP_017083783.1|DEUG
OG0005626	LOC6551609|XP_001978589.1|DERE	LOC108117420|XP_017085320.1|DEUG
OG0005627	LOC6554035|XP_001980508.1|DERE	LOC108116445|XP_017083846.1|DEUG
OG0005628	LOC6553092|XP_001980047.1|DERE	LOC108105619|XP_017067789.1|DEUG
OG0005629	LOC6546980|XP_001976068.1|DERE	LOC108106630|XP_017069321.1|DEUG
OG0005630	LOC6546541|XP_026836289.1|DERE	LOC108106662|XP_017069380.1|DEUG
OG0005631	LOC6551518|XP_001977186.1|DERE	LOC108117611|XP_017085626.1|DEUG
OG0005632	LOC6551228|XP_001978340.3|DERE	LOC108103833|XP_017065009.1|DEUG
OG0005633	LOC6551863|XP_026836374.1|DERE	LOC108105264|XP_017067232.1|DEUG
OG0005634	LOC6552171|XP_015010247.1|DERE	LOC108111559|XP_017076572.1|DEUG
OG0005635	LOC6543296|XP_015014409.1|DERE	LOC108111107|XP_017075937.1|DEUG
OG0005636	LOC6553081|XP_001979076.1|DERE	LOC108109626|XP_017073691.1|DEUG
OG0005637	LOC6552519|XP_001980944.1|DERE	LOC108109474|XP_017073487.1|DEUG
OG0005638	LOC6547585|XP_001974900.1|DERE	LOC108109090|XP_017072951.1|DEUG
OG0005639	LOC6547697|XP_001975018.1|DERE	LOC108109182|XP_017073100.1|DEUG
OG0005640	LOC6554018|XP_001980532.1|DERE	LOC108116489|XP_017083911.1|DEUG
OG0005641	LOC6549710|XP_001977417.1|DERE	LOC108118094|XP_017086136.1|DEUG
OG0005642	LOC6553339|XP_001979312.1|DERE	LOC108110207|XP_017074672.1|DEUG
OG0005643	LOC6543889|XP_001971884.1|DERE	LOC108107914|XP_017071223.1|DEUG
OG0005644	LOC6543968|XP_001972218.1|DERE	LOC108114663|XP_017081231.1|DEUG
OG0005645	LOC6550873|XP_026837226.1|DERE	LOC108118292|XP_017086386.1|DEUG
OG0005646	LOC6550889|XP_001976954.1|DERE	LOC108104430|XP_017065975.1|DEUG
OG0005647	LOC6541291|XP_001969982.1|DERE	LOC108113474|XP_017079546.1|DEUG
OG0005648	LOC6543851|XP_001972352.1|DERE	LOC108114305|XP_017080698.1|DEUG
OG0005649	LOC6552095|XP_026832028.1|DERE	LOC108115032|XP_017081768.1|DEUG
OG0005650	LOC6551756|XP_001978859.1|DERE	LOC108115006|XP_017081737.1|DEUG
OG0005651	LOC6549687|XP_001977429.1|DERE	LOC108118073|XP_017086104.1|DEUG
OG0005652	LOC6554683|XP_026831823.1|DERE	LOC108115836|XP_017082919.1|DEUG
OG0005653	LOC6543329|XP_001969960.1|DERE	LOC108110494|XP_017075062.1|DEUG
OG0005654	LOC6552291|XP_001978846.1|DERE	LOC108114990|XP_017081712.1|DEUG
OG0005655	LOC6553162|XP_001980022.1|DERE	LOC108105640|XP_017067817.1|DEUG
OG0005656	LOC6553048|XP_001980036.1|DERE	LOC108105631|XP_017067806.1|DEUG
OG0005657	LOC6551799|XP_015009770.1|DERE	LOC108109606|XP_017073663.1|DEUG
OG0005658	LOC6554007|XP_001979512.1|DERE	LOC108117196|XP_017084988.1|DEUG
OG0005659	LOC6554725|XP_001981788.3|DERE	LOC108113755|XP_017079938.1|DEUG
OG0005660	LOC6544517|XP_001973057.1|DERE	LOC108114129|XP_017080390.1|DEUG
OG0005661	LOC6551995|XP_001980803.1|DERE	LOC108109880|XP_017074171.1|DEUG
OG0005662	LOC6554024|XP_001980538.1|DERE	LOC108116382|XP_017083726.1|DEUG
OG0005663	LOC6551079|XP_001976947.1|DERE	LOC108104424|XP_017065968.1|DEUG
OG0005664	LOC6554381|XP_026839526.1|DERE	LOC108115884|XP_017083015.1|DEUG
OG0005665	LOC6554262|XP_001981683.1|DERE	LOC108113586|XP_017079720.1|DEUG
OG0005666	LOC6549775|XP_001977306.1|DERE	LOC108103137|XP_017063997.1|DEUG
OG0005667	LOC6551293|XP_001976999.1|DERE	LOC108103348|XP_017064276.1|DEUG
OG0005668	LOC6543855|XP_026833741.1|DERE	LOC108114247|XP_017080625.1|DEUG
OG0005669	LOC6542002|XP_026834228.1|DERE	LOC108107065|XP_017069920.1|DEUG
OG0005670	LOC6554731|XP_001981794.1|DERE	LOC108113785|XP_017079978.1|DEUG
OG0005671	LOC26526776|XP_015010525.1|DERE	LOC108108365|XP_017071900.1|DEUG
OG0005672	LOC6541637|XP_001969447.1|DERE	LOC108110957|XP_017075743.1|DEUG
OG0005673	LOC6545962|XP_001971230.1|DERE	LOC108113734|XP_017079914.1|DEUG
OG0005674	LOC6545530|XP_026832884.1|DERE	LOC108106015|XP_017068351.1|DEUG
OG0005675	LOC6553089|XP_001980108.1|DERE	LOC108116499|XP_017083920.1|DEUG
OG0005676	LOC6543736|XP_001971943.1|DERE	LOC108108130|XP_017071539.1|DEUG
OG0005677	LOC6548814|XP_001975494.1|DERE	LOC108112865|XP_017078680.1|DEUG
OG0005678	LOC6552455|XP_015010016.1|DERE	LOC108108335|XP_017071854.1|DEUG
OG0005679	LOC6552891|XP_001979999.1|DERE	LOC108103742|XP_017064837.1|DEUG
OG0005680	LOC6540622|XP_026834550.1|DERE	LOC108110954|XP_017075739.1|DEUG
OG0005681	LOC6553173|XP_001980009.1|DERE	LOC108103740|XP_017064834.1|DEUG
OG0005682	LOC6553172|XP_001980008.1|DERE	LOC108103737|XP_017064831.1|DEUG
OG0005683	LOC6551003|XP_026838092.1|DERE	LOC108103870|XP_017065080.1|DEUG
OG0005684	LOC6543801|XP_001971360.1|DERE	LOC108109909|XP_017074206.1|DEUG
OG0005685	LOC6555796|XP_026838923.1|DERE	LOC108118533|XP_017086771.1|DEUG
OG0005686	LOC6552167|XP_001979730.1|DERE	LOC108111556|XP_017076566.1|DEUG
OG0005687	LOC6545349|XP_026833406.1|DERE	LOC108108666|XP_017072260.1|DEUG
OG0005688	LOC6542456|XP_001969141.1|DERE	LOC108104761|XP_017066485.1|DEUG
OG0005689	LOC6551289|XP_001978433.1|DERE	LOC108103260|XP_017064161.1|DEUG
OG0005690	LOC6555106|XP_001982022.3|DERE	LOC108116585|XP_017084017.1|DEUG
OG0005691	LOC6554681|XP_001981970.1|DERE	LOC108117511|XP_017085488.1|DEUG
OG0005692	LOC6542034|XP_001968188.1|DERE	LOC108111069|XP_017075888.1|DEUG
OG0005693	LOC6544357|XP_001971995.1|DERE	LOC108108185|XP_017071619.1|DEUG
OG0005694	LOC6553992|XP_001979451.2|DERE	LOC108117180|XP_017084959.1|DEUG
OG0005695	LOC6551903|XP_001979664.1|DERE	LOC108105280|XP_017067257.1|DEUG
OG0005696	LOC6551866|XP_001979663.1|DERE	LOC108105281|XP_017067258.1|DEUG
OG0005697	LOC6551865|XP_001979662.1|DERE	LOC108105262|XP_017067231.1|DEUG
OG0005698	LOC6541038|XP_001970350.1|DERE	LOC108104556|XP_017066187.1|DEUG
OG0005699	LOC6554822|XP_026839611.1|DERE	LOC108113714|XP_017079885.1|DEUG
OG0005700	LOC6555597|XP_026838358.1|DERE	LOC108103297|XP_017064205.1|DEUG
OG0005701	LOC6541571|XP_001968265.1|DERE	LOC108102563|XP_017063126.1|DEUG
OG0005702	LOC6550969|XP_001976846.2|DERE	LOC108110405|XP_017074962.1|DEUG
OG0005703	LOC6547700|XP_001975021.1|DERE	LOC108109277|XP_017073258.1|DEUG
OG0005704	LOC6550438|XP_001977798.1|DERE	LOC108105038|XP_017066927.1|DEUG
OG0005705	LOC6545055|XP_026832613.1|DERE	LOC108108278|XP_017071770.1|DEUG
OG0005706	LOC6553095|XP_001980050.1|DERE	LOC108105618|XP_017067788.1|DEUG
OG0005707	LOC6550803|XP_026837704.1|DERE	LOC108110035|XP_017074376.1|DEUG
OG0005708	LOC6555728|XP_001982497.1|DERE	LOC108118512|XP_017086741.1|DEUG
OG0005709	LOC6555093|XP_001981404.1|DERE	LOC108115983|XP_017083131.1|DEUG
OG0005710	LOC6551782|XP_001980595.1|DERE	LOC108116375|XP_017083704.1|DEUG
OG0005711	LOC6545552|XP_001973391.3|DERE	LOC108107944|XP_017071264.1|DEUG
OG0005712	LOC6542513|XP_001968562.1|DERE	LOC108111084|XP_017075908.1|DEUG
OG0005713	LOC6554400|XP_026831478.1|DERE	LOC108113628|XP_017079785.1|DEUG
OG0005714	LOC6554492|XP_001981937.1|DERE	LOC108117541|XP_017085535.1|DEUG
OG0005715	LOC6552170|XP_026832120.1|DERE	LOC108111558|XP_017076569.1|DEUG
OG0005716	LOC6552514|XP_015010041.1|DERE	LOC108109471|XP_017073482.1|DEUG
OG0005717	LOC6552293|XP_001978890.1|DERE	LOC108115012|XP_017081743.1|DEUG
OG0005718	LOC6552882|XP_001979982.1|DERE	LOC108116172|XP_017083401.1|DEUG
OG0005719	LOC6554139|XP_001981691.1|DERE	LOC108113615|XP_017079764.1|DEUG
OG0005720	LOC6552004|XP_001979703.1|DERE	LOC108105304|XP_017067287.1|DEUG
OG0005721	LOC6554399|XP_001981695.1|DERE	LOC108113637|XP_017079795.1|DEUG
OG0005722	LOC6552663|XP_001979171.1|DERE	LOC108116206|XP_017083475.1|DEUG
OG0005723	LOC6552397|XP_001978923.1|DERE	LOC108115402|XP_017082330.1|DEUG
OG0005724	LOC6547758|XP_001974881.1|DERE	LOC108109214|XP_017073148.1|DEUG
OG0005725	LOC6552225|XP_001979746.1|DERE	LOC108107724|XP_017070884.1|DEUG
OG0005726	LOC6551352|XP_001977055.1|DERE	LOC108102892|XP_017063583.1|DEUG
OG0005727	LOC6553196|XP_026834169.1|DERE	LOC108116218|XP_017083495.1|DEUG
OG0005728	LOC6551984|XP_001980792.1|DERE	LOC108110232|XP_017074710.1|DEUG
OG0005729	LOC6552129|XP_026833182.1|DERE	LOC108109704|XP_017073827.1|DEUG
OG0005730	LOC6552432|XP_001980888.1|DERE	LOC108108352|XP_017071882.1|DEUG
OG0005731	LOC6552431|XP_026832104.1|DERE	LOC108108351|XP_017071880.1|DEUG
OG0005732	LOC6553790|XP_001980489.1|DERE	LOC108111791|XP_017076869.1|DEUG
OG0005733	LOC6553789|XP_026831584.1|DERE	LOC108111790|XP_017076865.1|DEUG
OG0005734	LOC6555272|XP_001981837.2|DERE	LOC108113739|XP_017079916.1|DEUG
OG0005735	LOC6551752|XP_015009503.1|DERE	LOC108115015|XP_017081746.1|DEUG
OG0005736	LOC6552788|XP_001978974.1|DERE	LOC108115296|XP_017082177.1|DEUG
OG0005737	LOC6552124|XP_001980785.1|DERE	LOC108109982|XP_017074302.1|DEUG
OG0005738	LOC26525995|XP_026839710.1|DERE	LOC108116464|XP_017083883.1|DEUG
OG0005739	LOC6554063|XP_026832974.1|DERE	LOC108116516|XP_017083942.1|DEUG
OG0005740	LOC6555087|XP_001981398.1|DERE	LOC108115975|XP_017083116.1|DEUG
OG0005741	LOC6552603|XP_001978996.1|DERE	LOC108115398|XP_017082324.1|DEUG
OG0005742	LOC6551933|XP_026837407.1|DERE	LOC108105310|XP_017067292.1|DEUG
OG0005743	LOC6552762|XP_001980951.1|DERE	LOC108109515|XP_017073555.1|DEUG
OG0005744	LOC6552463|XP_001980881.1|DERE	LOC108108338|XP_017071859.1|DEUG
OG0005745	LOC6552388|XP_015009478.1|DERE	LOC108115283|XP_017082150.1|DEUG
OG0005746	LOC6552391|XP_001978909.1|DERE	LOC108115252|XP_017082098.1|DEUG
OG0005747	LOC6552485|XP_026839680.1|DERE	LOC108115395|XP_017082319.1|DEUG
OG0005748	LOC26526744|XP_015010520.1|DERE	LOC108105305|XP_017067288.1|DEUG
OG0005749	LOC6551152|XP_001978361.1|DERE	LOC108103855|XP_017065049.1|DEUG
OG0005750	LOC6552741|XP_001978985.1|DERE	LOC108115385|XP_017082309.1|DEUG
OG0005751	LOC6544227|XP_001973043.1|DERE	LOC108114696|XP_017081282.1|DEUG
OG0005752	LOC6548770|XP_001975425.2|DERE	LOC108112815|XP_017078602.1|DEUG
OG0005753	LOC6543469|XP_001968685.1|DERE	LOC108102615|XP_017063213.1|DEUG
OG0005754	LOC6547997|XP_001975276.1|DERE	LOC108112614|XP_017078194.1|DEUG
OG0005755	LOC6548133|XP_001976510.1|DERE	LOC108107414|XP_017070432.1|DEUG
OG0005756	LOC6551993|XP_001980801.1|DERE	LOC108109903|XP_017074203.1|DEUG
OG0005757	LOC6552761|XP_015009708.2|DERE	LOC108110361|XP_017074890.1|DEUG
OG0005758	LOC6552297|XP_026834886.1|DERE	LOC108115001|XP_017081730.1|DEUG
OG0005759	LOC6552364|XP_001980772.1|DERE	LOC108109967|XP_017074278.1|DEUG
OG0005760	LOC6554039|XP_026833010.1|DERE	LOC108116426|XP_017083808.1|DEUG
OG0005761	LOC6553832|XP_001979497.1|DERE	LOC108117212|XP_017085017.1|DEUG
OG0005762	LOC6553514|XP_001979345.1|DERE	LOC108110213|XP_017074677.1|DEUG
OG0005763	LOC6541253|XP_001970750.1|DERE	LOC108106406|XP_017068907.1|DEUG
OG0005764	LOC6552746|XP_001978990.1|DERE	LOC108115400|XP_017082326.1|DEUG
OG0005765	LOC6552745|XP_026831650.1|DERE	LOC108115332|XP_017082234.1|DEUG
OG0005766	LOC6551886|XP_026832470.1|DERE	LOC108105257|XP_017067225.1|DEUG
OG0005767	LOC6553690|XP_026838372.1|DERE	LOC108117232|XP_017085054.1|DEUG
OG0005768	LOC6551535|XP_026837395.1|DERE	LOC108109752|XP_017073909.1|DEUG
OG0005769	LOC6552737|XP_001978956.1|DERE	LOC108115361|XP_017082277.1|DEUG
OG0005770	LOC6553126|XP_001980071.1|DERE	LOC108105552|XP_017067680.1|DEUG
OG0005771	LOC6554469|XP_001981305.1|DERE	LOC108111399|XP_017076323.1|DEUG
OG0005772	LOC6552922|XP_001980995.1|DERE	LOC108109534|XP_017073588.1|DEUG
OG0005773	LOC6553148|XP_001980138.1|DERE	LOC108116285|XP_017083560.1|DEUG
OG0005774	LOC6553857|XP_001980561.1|DERE	LOC108116271|XP_017083549.1|DEUG
OG0005775	LOC6545858|XP_001973397.1|DERE	LOC108107568|XP_017070616.1|DEUG
OG0005776	LOC6545920|XP_001972733.2|DERE	LOC108106026|XP_017068364.1|DEUG
OG0005777	LOC6543156|XP_001969215.3|DERE	LOC108111055|XP_017075872.1|DEUG
OG0005778	LOC6552642|XP_026831885.1|DERE	LOC108109488|XP_017073508.1|DEUG
OG0005779	LOC6553002|XP_001980062.1|DERE	LOC108105556|XP_017067685.1|DEUG
OG0005780	LOC6544657|XP_001972486.1|DERE	LOC108108074|XP_017071444.1|DEUG
OG0005781	LOC6543811|XP_001972360.1|DERE	LOC108113979|XP_017080209.1|DEUG
OG0005782	LOC6543808|XP_026833744.1|DERE	LOC108114249|XP_017080631.1|DEUG
OG0005783	LOC6547164|XP_001976165.1|DERE	LOC108112775|XP_017078533.1|DEUG
OG0005784	LOC6554309|XP_026839480.1|DERE	LOC108113634|XP_017079790.1|DEUG
OG0005785	LOC6554505|XP_026839536.1|DERE	LOC108113627|XP_017079778.1|DEUG
OG0005786	LOC6553837|XP_001980476.1|DERE	LOC108111783|XP_017076857.1|DEUG
OG0005787	LOC6552289|XP_001978844.1|DERE	LOC108114991|XP_017081714.1|DEUG
OG0005788	LOC6549592|XP_001975660.1|DERE	LOC108106510|XP_017069093.1|DEUG
OG0005789	LOC6553926|XP_001978768.1|DERE	LOC108113824|XP_017080022.1|DEUG
OG0005790	LOC6554471|XP_001981307.2|DERE	LOC108111434|XP_017076390.1|DEUG
OG0005791	LOC6553171|XP_015010175.1|DERE	LOC108103745|XP_017064841.1|DEUG
OG0005792	LOC6553170|XP_001980006.1|DERE	LOC108103746|XP_017064843.1|DEUG
OG0005793	LOC6553275|XP_015009827.1|DERE	LOC108116369|XP_017083692.1|DEUG
OG0005794	LOC6546985|XP_001976073.1|DERE	LOC108106628|XP_017069319.1|DEUG
OG0005795	LOC6553234|XP_001980189.1|DERE	LOC108111496|XP_017076499.1|DEUG
OG0005796	LOC6545857|XP_015014091.1|DERE	LOC108108098|XP_017071484.1|DEUG
OG0005797	LOC6546102|XP_001972222.1|DERE	LOC108114246|XP_017080624.1|DEUG
OG0005798	LOC6551801|XP_001980814.1|DERE	LOC108109674|XP_017073753.1|DEUG
OG0005799	LOC6553457|XP_026834603.1|DERE	LOC108115135|XP_017081914.1|DEUG
OG0005800	LOC6553454|XP_001979251.1|DERE	LOC108115151|XP_017081950.1|DEUG
OG0005801	LOC6553455|XP_001979252.1|DERE	LOC108115150|XP_017081949.1|DEUG
OG0005802	LOC6553107|XP_026832097.1|DERE	LOC108116380|XP_017083723.1|DEUG
OG0005803	LOC6551797|XP_026831485.1|DERE	LOC108109728|XP_017073866.1|DEUG
OG0005804	LOC6552003|XP_001979702.1|DERE	LOC108105307|XP_017067290.1|DEUG
OG0005805	LOC6548073|XP_026836314.1|DERE	LOC108107394|XP_017070401.1|DEUG
OG0005806	LOC6554825|XP_001981998.1|DERE	LOC108116539|XP_017083966.1|DEUG
OG0005807	LOC6554789|XP_001981986.2|DERE	LOC108116565|XP_017083994.1|DEUG
OG0005808	LOC6550630|XP_001978142.1|DERE	LOC108104329|XP_017065805.1|DEUG
OG0005809	LOC6545419|XP_001971163.1|DERE	LOC108102830|XP_017063509.1|DEUG
OG0005810	LOC6553459|XP_001979256.1|DERE	LOC108115142|XP_017081927.1|DEUG
OG0005811	LOC6553460|XP_001979257.1|DERE	LOC108115143|XP_017081928.1|DEUG
OG0005812	LOC6551869|XP_001980819.1|DERE	LOC108110485|XP_017075055.1|DEUG
OG0005813	LOC6552211|XP_001980730.1|DERE	LOC108108362|XP_017071896.1|DEUG
OG0005814	LOC6552738|XP_001978982.2|DERE	LOC108115368|XP_017082283.1|DEUG
OG0005815	LOC6540980|XP_001970753.2|DERE	LOC108106635|XP_017069329.1|DEUG
OG0005816	LOC6554734|XP_001981069.1|DERE	LOC108109357|XP_017073313.1|DEUG
OG0005817	LOC6552923|XP_001980996.1|DERE	LOC108109533|XP_017073586.1|DEUG
OG0005818	LOC6554464|XP_026839791.1|DERE	LOC108113641|XP_017079800.1|DEUG
OG0005819	LOC6553004|XP_001979147.1|DERE	LOC108116229|XP_017083509.1|DEUG
OG0005820	LOC6553005|XP_001979148.1|DERE	LOC108116231|XP_017083510.1|DEUG
OG0005821	LOC6553052|XP_001979139.1|DERE	LOC108116237|XP_017083517.1|DEUG
OG0005822	LOC6540843|XP_001970103.1|DERE	LOC108106981|XP_017069806.1|DEUG
OG0005823	LOC6550193|XP_001977582.1|DERE	LOC108105350|XP_017067351.1|DEUG
OG0005824	LOC6552869|XP_001979977.1|DERE	LOC108116167|XP_017083392.1|DEUG
OG0005825	LOC6544538|XP_001972400.1|DERE	LOC108113948|XP_017080149.1|DEUG
OG0005826	LOC6544248|XP_001973815.2|DERE	LOC108104984|XP_017066849.1|DEUG
OG0005827	LOC6554576|XP_001981764.1|DERE	LOC108113525|XP_017079607.1|DEUG
OG0005828	LOC6545209|XP_001972100.1|DERE	LOC108107961|XP_017071289.1|DEUG
OG0005829	LOC6552678|XP_001980917.1|DERE	LOC108109543|XP_017073601.1|DEUG
OG0005830	LOC6543639|XP_001971843.1|DERE	LOC108108125|XP_017071535.1|DEUG
OG0005831	LOC6543679|XP_001971847.2|DERE	LOC108108245|XP_017071703.1|DEUG
OG0005832	LOC6543680|XP_001971848.2|DERE	LOC108108218|XP_017071675.1|DEUG
OG0005833	LOC6543713|XP_026833345.1|DERE	LOC108107841|XP_017071083.1|DEUG
OG0005834	LOC6543718|XP_001971861.1|DERE	LOC108107846|XP_017071089.1|DEUG
OG0005835	LOC6543723|XP_001971866.1|DERE	LOC108107594|XP_017070646.1|DEUG
OG0005836	LOC6546328|XP_001972940.2|DERE	LOC108108594|XP_017072180.1|DEUG
OG0005837	LOC6554826|XP_001981999.1|DERE	LOC108116663|XP_017084144.1|DEUG
OG0005838	LOC6552061|XP_026835220.1|DERE	LOC108111563|XP_017076576.1|DEUG
OG0005839	LOC6542706|XP_001968458.1|DERE	LOC108110663|XP_017075269.1|DEUG
OG0005840	LOC6551935|XP_001979679.1|DERE	LOC108105285|XP_017067263.1|DEUG
OG0005841	LOC6553308|XP_026831908.1|DERE	LOC108115109|XP_017081848.1|DEUG
OG0005842	LOC6555707|XP_001982551.1|DERE	LOC108104396|XP_017065924.1|DEUG
OG0005843	LOC6545838|XP_001972739.1|DERE	LOC108105998|XP_017068325.1|DEUG
OG0005844	LOC6545088|XP_001973274.1|DERE	LOC108108531|XP_017072092.1|DEUG
OG0005845	LOC6552299|XP_001978896.1|DERE	LOC108115011|XP_017081742.1|DEUG
OG0005846	LOC6552588|XP_026837708.1|DERE	LOC108109461|XP_017073448.1|DEUG
OG0005847	LOC6552459|XP_026831893.1|DERE	LOC108108314|XP_017071826.1|DEUG
OG0005848	LOC6550515|XP_026837645.1|DERE	LOC108104934|XP_017066777.1|DEUG
OG0005849	LOC6550608|XP_026837598.1|DERE	LOC108104324|XP_017065796.1|DEUG
OG0005850	LOC6550511|XP_001977986.1|DERE	LOC108103623|XP_017064657.1|DEUG
OG0005851	LOC6542618|XP_001970085.1|DERE	LOC108107003|XP_017069833.1|DEUG
OG0005852	LOC6553923|XP_001980570.1|DERE	LOC108116430|XP_017083813.1|DEUG
OG0005853	LOC6550166|XP_001977604.1|DERE	LOC108117369|XP_017085246.1|DEUG
OG0005854	LOC6553458|XP_026834639.1|DERE	LOC108115141|XP_017081926.1|DEUG
OG0005855	LOC6551066|XP_026837678.1|DERE	LOC108110295|XP_017074784.1|DEUG
OG0005856	LOC6550710|XP_026838334.1|DERE	LOC108115209|XP_017082033.1|DEUG
OG0005857	LOC6553935|XP_001979486.1|DERE	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG
OG0005858	LOC6553839|XP_001980478.1|DERE	LOC108111818|XP_017076911.1|DEUG
OG0005859	LOC6540704|XP_001968771.2|DERE	LOC108102686|XP_017063315.1|DEUG
OG0005860	LOC6553198|XP_026832010.1|DERE	LOC108116203|XP_017083451.1|DEUG
OG0005861	LOC6555415|XP_026836097.1|DERE	LOC108109364|XP_017073322.1|DEUG
OG0005862	LOC6542877|XP_026834999.1|DERE	LOC108104545|XP_017066174.1|DEUG
OG0005863	LOC6547886|XP_001976430.1|DERE	LOC108109248|XP_017073219.1|DEUG
OG0005864	LOC6552589|XP_001980898.1|DERE	LOC108109463|XP_017073466.1|DEUG
OG0005865	LOC6554714|XP_001981964.1|DERE	LOC108117487|XP_017085452.1|DEUG
OG0005866	LOC6546996|XP_026836847.1|DERE	LOC108106337|XP_017068802.1|DEUG
