Orthogroup	DERE.longest_only	DSUP.longest_only
OG0005574	LOC6541260|XP_026834625.1|DERE	LOC119551474|XP_037716761.1|DSUP
OG0005575	LOC6552056|XP_001980692.1|DERE	LOC119545818|XP_037707641.1|DSUP
OG0005576	LOC6548928|XP_001975415.1|DERE	LOC119548998|XP_037712532.1|DSUP
OG0005577	LOC6544518|XP_026833326.1|DERE	LOC119555662|XP_037723177.1|DSUP
OG0005578	LOC6544736|XP_001973458.1|DERE	LOC119554020|XP_037720663.1|DSUP
OG0005579	LOC26526587|XP_015014304.1|DERE	LOC119554021|XP_037720664.1|DSUP
OG0005580	LOC6545052|XP_001971559.1|DERE	LOC119553252|XP_037719457.1|DSUP
OG0005581	LOC6551337|XP_026837449.1|DERE	LOC119557975|XP_037726970.1|DSUP
OG0005582	LOC6544064|XP_001973693.1|DERE	LOC119553800|XP_037720343.1|DSUP
OG0005583	LOC6545672|XP_001971654.1|DERE	LOC119554690|XP_037721619.1|DSUP
OG0005584	LOC6541361|XP_001969983.3|DERE	LOC119562598|XP_037731756.1|DSUP
OG0005585	LOC6553194|XP_001979155.1|DERE	LOC119559944|XP_037729099.1|DSUP
OG0005586	LOC6552685|XP_001978948.1|DERE	LOC119560992|XP_037730700.1|DSUP
OG0005587	LOC6543207|XP_001969891.1|DERE	LOC119548014|XP_037711012.1|DSUP
OG0005588	LOC6544890|XP_026833580.1|DERE	LOC119553246|XP_037719449.1|DSUP
OG0005589	LOC6552461|XP_026831497.1|DERE	LOC119563268|XP_037732516.1|DSUP
OG0005590	LOC6542488|XP_001970731.1|DERE	LOC119549742|XP_037713911.1|DSUP
OG0005591	LOC6550955|XP_001978237.1|DERE	LOC119557197|XP_037725778.1|DSUP
OG0005592	LOC6552489|XP_001979838.1|DERE	LOC119556307|XP_037724321.1|DSUP
OG0005593	LOC6545960|XP_001971228.1|DERE	LOC119553295|XP_037719540.1|DSUP
OG0005594	LOC6544769|XP_001971499.1|DERE	LOC119552573|XP_037718126.1|DSUP
OG0005595	LOC6544618|XP_001971500.2|DERE	LOC119552572|XP_037718125.1|DSUP
OG0005596	LOC6545943|XP_001971203.1|DERE	LOC119554794|XP_037721771.1|DSUP
OG0005597	LOC6552926|XP_026839347.1|DERE	LOC119560108|XP_037729381.1|DSUP
OG0005598	LOC6554328|XP_001981294.1|DERE	LOC119563284|XP_037732538.1|DSUP
OG0005599	LOC6547862|XP_001975045.2|DERE	LOC119552003|XP_037717655.1|DSUP
OG0005600	LOC6552763|XP_001980952.1|DERE	LOC119561100|XP_037730922.1|DSUP
OG0005601	LOC6550478|XP_001977822.1|DERE	LOC119556747|XP_037725096.1|DSUP
OG0005602	LOC6554401|XP_001981697.1|DERE	LOC119555833|XP_037723391.1|DSUP
OG0005603	LOC6549028|XP_001975537.1|DERE	LOC119549963|XP_037714283.1|DSUP
OG0005604	LOC6549030|XP_001975539.3|DERE	LOC119549400|XP_037713383.1|DSUP
OG0005605	LOC6546841|XP_001975943.1|DERE	LOC119549427|XP_037713437.1|DSUP
OG0005606	LOC6541424|XP_001969771.1|DERE	LOC119547377|XP_037710129.1|DSUP
OG0005607	LOC6553860|XP_001980564.1|DERE	LOC119563366|XP_037732648.1|DSUP
OG0005608	LOC6553920|XP_001980567.1|DERE	LOC119551932|XP_037717515.1|DSUP
OG0005609	LOC6545414|XP_001971713.1|DERE	LOC119553244|XP_037719445.1|DSUP
OG0005610	LOC6543764|XP_001971358.1|DERE	LOC119552558|XP_037718106.1|DSUP
OG0005611	LOC6546052|XP_001971749.2|DERE	LOC119552870|XP_037718696.1|DSUP
OG0005612	LOC6553838|XP_026833767.1|DERE	LOC119553382|XP_037719667.1|DSUP
OG0005613	LOC6553354|XP_001980183.1|DERE	LOC119563089|XP_037732248.1|DSUP
OG0005614	LOC6552401|XP_001978927.1|DERE	LOC119561004|XP_037730748.1|DSUP
OG0005615	LOC6554741|XP_001981076.1|DERE	LOC119546203|XP_037708262.1|DSUP
OG0005616	LOC6553043|XP_001980031.1|DERE	LOC119563216|XP_037732441.1|DSUP
OG0005617	LOC6553116|XP_001979081.1|DERE	LOC119559941|XP_037729081.1|DSUP
OG0005618	LOC6546776|XP_001976003.1|DERE	LOC119549548|XP_037713626.1|DSUP
OG0005619	LOC6551814|XP_001979621.1|DERE	LOC119563349|XP_037732623.1|DSUP
OG0005620	LOC6551415|XP_015011034.2|DERE	LOC119558242|XP_037727494.1|DSUP
OG0005621	LOC6551252|XP_001978440.3|DERE	LOC119557303|XP_037725941.1|DSUP
OG0005622	LOC6551484|XP_001978468.1|DERE	LOC119557956|XP_037726920.1|DSUP
OG0005623	LOC6555606|XP_026837470.1|DERE	LOC119556445|XP_037724611.1|DSUP
OG0005624	LOC6553191|XP_026835232.1|DERE	LOC119559992|XP_037729184.1|DSUP
OG0005625	LOC6552970|XP_026839558.1|DERE	LOC119545742|XP_037707493.1|DSUP
OG0005626	LOC6551609|XP_001978589.1|DERE	LOC119557967|XP_037726940.1|DSUP
OG0005627	LOC6554035|XP_001980508.1|DERE	LOC119563449|XP_037732771.1|DSUP
OG0005628	LOC6553092|XP_001980047.1|DERE	LOC119555651|XP_037723157.1|DSUP
OG0005629	LOC6546980|XP_001976068.1|DERE	LOC119552116|XP_037717830.1|DSUP
OG0005630	LOC6546541|XP_026836289.1|DERE	LOC119549623|XP_037713728.1|DSUP
OG0005631	LOC6551518|XP_001977186.1|DERE	LOC119557291|XP_037725910.1|DSUP
OG0005632	LOC6551228|XP_001978340.3|DERE	LOC119558173|XP_037727367.1|DSUP
OG0005633	LOC6551863|XP_026836374.1|DERE	LOC119563528|XP_037732925.1|DSUP
OG0005634	LOC6552171|XP_015010247.1|DERE	LOC119547756|XP_037710691.1|DSUP
OG0005635	LOC6543296|XP_015014409.1|DERE	LOC119547996|XP_037710981.1|DSUP
OG0005636	LOC6553081|XP_001979076.1|DERE	LOC119560503|XP_037729902.1|DSUP
OG0005637	LOC6552519|XP_001980944.1|DERE	LOC119560331|XP_037729649.1|DSUP
OG0005638	LOC6547585|XP_001974900.1|DERE	LOC119551018|XP_037716000.1|DSUP
OG0005639	LOC6547697|XP_001975018.1|DERE	LOC119549922|XP_037714180.1|DSUP
OG0005640	LOC6554018|XP_001980532.1|DERE	LOC119545678|XP_037707347.1|DSUP
OG0005641	LOC6549710|XP_001977417.1|DERE	LOC119557054|XP_037725530.1|DSUP
OG0005642	LOC6553339|XP_001979312.1|DERE	LOC119559804|XP_037728815.1|DSUP
OG0005643	LOC6543889|XP_001971884.1|DERE	LOC119552992|XP_037718938.1|DSUP
OG0005644	LOC6543968|XP_001972218.1|DERE	LOC119553096|XP_037719180.1|DSUP
OG0005645	LOC6550873|XP_026837226.1|DERE	LOC119557941|XP_037726881.1|DSUP
OG0005646	LOC6550889|XP_001976954.1|DERE	LOC119556603|XP_037724843.1|DSUP
OG0005647	LOC6541291|XP_001969982.1|DERE	LOC119562599|XP_037731759.1|DSUP
OG0005648	LOC6543851|XP_001972352.1|DERE	LOC119552659|XP_037718293.1|DSUP
OG0005649	LOC6552095|XP_026832028.1|DERE	LOC119560766|XP_037730316.1|DSUP
OG0005650	LOC6551756|XP_001978859.1|DERE	LOC119560172|XP_037729460.1|DSUP
OG0005651	LOC6549687|XP_001977429.1|DERE	LOC119556954|XP_037725389.1|DSUP
OG0005652	LOC6554683|XP_026831823.1|DERE	LOC119563536|XP_037732946.1|DSUP
OG0005653	LOC6543329|XP_001969960.1|DERE	LOC119546785|XP_037709270.1|DSUP
OG0005654	LOC6552291|XP_001978846.1|DERE	LOC119560602|XP_037730058.1|DSUP
OG0005655	LOC6553162|XP_001980022.1|DERE	LOC119551719|XP_037717152.1|DSUP
OG0005656	LOC6553048|XP_001980036.1|DERE	LOC119550913|XP_037715838.1|DSUP
OG0005657	LOC6551799|XP_015009770.1|DERE	LOC119545685|XP_037707353.1|DSUP
OG0005658	LOC6554007|XP_001979512.1|DERE	LOC119560613|XP_037730077.1|DSUP
OG0005659	LOC6554725|XP_001981788.3|DERE	LOC119550180|XP_037714649.1|DSUP
OG0005660	LOC6544517|XP_001973057.1|DERE	LOC119554574|XP_037721482.1|DSUP
OG0005661	LOC6551995|XP_001980803.1|DERE	LOC119563393|XP_037732679.1|DSUP
OG0005662	LOC6554024|XP_001980538.1|DERE	LOC119563351|XP_037732627.1|DSUP
OG0005663	LOC6551079|XP_001976947.1|DERE	LOC119557812|XP_037726676.1|DSUP
OG0005664	LOC6554381|XP_026839526.1|DERE	LOC119562096|XP_037731323.1|DSUP
OG0005665	LOC6554262|XP_001981683.1|DERE	LOC119552640|XP_037718262.1|DSUP
OG0005666	LOC6549775|XP_001977306.1|DERE	LOC119556119|XP_037723928.1|DSUP
OG0005667	LOC6551293|XP_001976999.1|DERE	LOC119557548|XP_037726253.1|DSUP
OG0005668	LOC6543855|XP_026833741.1|DERE	LOC119555312|XP_037722562.1|DSUP
OG0005669	LOC6542002|XP_026834228.1|DERE	LOC119548067|XP_037711081.1|DSUP
OG0005670	LOC6554731|XP_001981794.1|DERE	LOC119562339|XP_037731435.1|DSUP
OG0005671	LOC26526776|XP_015010525.1|DERE	LOC119559902|XP_037728995.1|DSUP
OG0005672	LOC6541637|XP_001969447.1|DERE	LOC119546789|XP_037709275.1|DSUP
OG0005673	LOC6545962|XP_001971230.1|DERE	LOC119553944|XP_037720565.1|DSUP
OG0005674	LOC6545530|XP_026832884.1|DERE	LOC119553021|XP_037719005.1|DSUP
OG0005675	LOC6553089|XP_001980108.1|DERE	LOC119563044|XP_037732177.1|DSUP
OG0005676	LOC6543736|XP_001971943.1|DERE	LOC119553340|XP_037719603.1|DSUP
OG0005677	LOC6548814|XP_001975494.1|DERE	LOC119551277|XP_037716470.1|DSUP
OG0005678	LOC6552455|XP_015010016.1|DERE	LOC119557564|XP_037726280.1|DSUP
OG0005679	LOC6552891|XP_001979999.1|DERE	LOC119549676|XP_037713812.1|DSUP
OG0005680	LOC6540622|XP_026834550.1|DERE	LOC119546507|XP_037708756.1|DSUP
OG0005681	LOC6553173|XP_001980009.1|DERE	LOC119561747|XP_037731158.1|DSUP
OG0005682	LOC6553172|XP_001980008.1|DERE	LOC119561740|XP_037731151.1|DSUP
OG0005683	LOC6551003|XP_026838092.1|DERE	LOC119556455|XP_037724623.1|DSUP
OG0005684	LOC6543801|XP_001971360.1|DERE	LOC119552559|XP_037718108.1|DSUP
OG0005685	LOC6555796|XP_026838923.1|DERE	LOC119557419|XP_037726096.1|DSUP
OG0005686	LOC6552167|XP_001979730.1|DERE	LOC119563119|XP_037732292.1|DSUP
OG0005687	LOC6545349|XP_026833406.1|DERE	LOC119554904|XP_037721934.1|DSUP
OG0005688	LOC6542456|XP_001969141.1|DERE	LOC119550138|XP_037714569.1|DSUP
OG0005689	LOC6551289|XP_001978433.1|DERE	LOC119556332|XP_037724351.1|DSUP
OG0005690	LOC6555106|XP_001982022.3|DERE	LOC119562866|XP_037731908.1|DSUP
OG0005691	LOC6554681|XP_001981970.1|DERE	LOC119545784|XP_037707583.1|DSUP
OG0005692	LOC6542034|XP_001968188.1|DERE	LOC119547368|XP_037710117.1|DSUP
OG0005693	LOC6544357|XP_001971995.1|DERE	LOC119553551|XP_037719919.1|DSUP
OG0005694	LOC6553992|XP_001979451.2|DERE	LOC119560329|XP_037729647.1|DSUP
OG0005695	LOC6551903|XP_001979664.1|DERE	LOC119563531|XP_037732930.1|DSUP
OG0005696	LOC6551866|XP_001979663.1|DERE	LOC119563532|XP_037732932.1|DSUP
OG0005697	LOC6551865|XP_001979662.1|DERE	LOC119563527|XP_037732924.1|DSUP
OG0005698	LOC6541038|XP_001970350.1|DERE	LOC119552132|XP_037717849.1|DSUP
OG0005699	LOC6554822|XP_026839611.1|DERE	LOC119550031|XP_037714391.1|DSUP
OG0005700	LOC6555597|XP_026838358.1|DERE	LOC119556363|XP_037724453.1|DSUP
OG0005701	LOC6541571|XP_001968265.1|DERE	LOC119548661|XP_037712008.1|DSUP
OG0005702	LOC6550969|XP_001976846.2|DERE	LOC119556480|XP_037724661.1|DSUP
OG0005703	LOC6547700|XP_001975021.1|DERE	LOC119549060|XP_037712692.1|DSUP
OG0005704	LOC6550438|XP_001977798.1|DERE	LOC119556102|XP_037723899.1|DSUP
OG0005705	LOC6545055|XP_026832613.1|DERE	LOC119555105|XP_037722252.1|DSUP
OG0005706	LOC6553095|XP_001980050.1|DERE	LOC119556674|XP_037724969.1|DSUP
OG0005707	LOC6550803|XP_026837704.1|DERE	LOC119558349|XP_037727766.1|DSUP
OG0005708	LOC6555728|XP_001982497.1|DERE	LOC119558142|XP_037727302.1|DSUP
OG0005709	LOC6555093|XP_001981404.1|DERE	LOC119563446|XP_037732768.1|DSUP
OG0005710	LOC6551782|XP_001980595.1|DERE	LOC119552952|XP_037718865.1|DSUP
OG0005711	LOC6545552|XP_001973391.3|DERE	LOC119553330|XP_037719589.1|DSUP
OG0005712	LOC6542513|XP_001968562.1|DERE	LOC119547521|XP_037710343.1|DSUP
OG0005713	LOC6554400|XP_026831478.1|DERE	LOC119552665|XP_037718305.1|DSUP
OG0005714	LOC6554492|XP_001981937.1|DERE	LOC119554838|XP_037721844.1|DSUP
OG0005715	LOC6552170|XP_026832120.1|DERE	LOC119547734|XP_037710651.1|DSUP
OG0005716	LOC6552514|XP_015010041.1|DERE	LOC119560013|XP_037729224.1|DSUP
OG0005717	LOC6552293|XP_001978890.1|DERE	LOC119560390|XP_037729743.1|DSUP
OG0005718	LOC6552882|XP_001979982.1|DERE	LOC119560633|XP_037730112.1|DSUP
OG0005719	LOC6554139|XP_001981691.1|DERE	LOC119548760|XP_037712231.1|DSUP
OG0005720	LOC6552004|XP_001979703.1|DERE	LOC119563435|XP_037732749.1|DSUP
OG0005721	LOC6554399|XP_001981695.1|DERE	LOC119562256|XP_037731362.1|DSUP
OG0005722	LOC6552663|XP_001979171.1|DERE	LOC119560745|XP_037730287.1|DSUP
OG0005723	LOC6552397|XP_001978923.1|DERE	LOC119560037|XP_037729266.1|DSUP
OG0005724	LOC6547758|XP_001974881.1|DERE	LOC119550023|XP_037714375.1|DSUP
OG0005725	LOC6552225|XP_001979746.1|DERE	LOC119563222|XP_037732451.1|DSUP
OG0005726	LOC6551352|XP_001977055.1|DERE	LOC119556557|XP_037724776.1|DSUP
OG0005727	LOC6553196|XP_026834169.1|DERE	LOC119560015|XP_037729227.1|DSUP
OG0005728	LOC6551984|XP_001980792.1|DERE	LOC119556838|XP_037725239.1|DSUP
OG0005729	LOC6552129|XP_026833182.1|DERE	LOC119548704|XP_037712099.1|DSUP
OG0005730	LOC6552432|XP_001980888.1|DERE	LOC119545683|XP_037707350.1|DSUP
OG0005731	LOC6552431|XP_026832104.1|DERE	LOC119545682|XP_037707349.1|DSUP
OG0005732	LOC6553790|XP_001980489.1|DERE	LOC119557533|XP_037726236.1|DSUP
OG0005733	LOC6553789|XP_026831584.1|DERE	LOC119557509|XP_037726213.1|DSUP
OG0005734	LOC6555272|XP_001981837.2|DERE	LOC119545673|XP_037707328.1|DSUP
OG0005735	LOC6551752|XP_015009503.1|DERE	LOC119560539|XP_037729955.1|DSUP
OG0005736	LOC6552788|XP_001978974.1|DERE	LOC119559896|XP_037728982.1|DSUP
OG0005737	LOC6552124|XP_001980785.1|DERE	LOC119550013|XP_037714368.1|DSUP
OG0005738	LOC26525995|XP_026839710.1|DERE	LOC119562872|XP_037731914.1|DSUP
OG0005739	LOC6554063|XP_026832974.1|DERE	LOC119548222|XP_037711289.1|DSUP
OG0005740	LOC6555087|XP_001981398.1|DERE	LOC119546819|XP_037709337.1|DSUP
OG0005741	LOC6552603|XP_001978996.1|DERE	LOC119560764|XP_037730314.1|DSUP
OG0005742	LOC6551933|XP_026837407.1|DERE	LOC119563494|XP_037732858.1|DSUP
OG0005743	LOC6552762|XP_001980951.1|DERE	LOC119561101|XP_037730923.1|DSUP
OG0005744	LOC6552463|XP_001980881.1|DERE	LOC119545823|XP_037707649.1|DSUP
OG0005745	LOC6552388|XP_015009478.1|DERE	LOC119560923|XP_037730557.1|DSUP
OG0005746	LOC6552391|XP_001978909.1|DERE	LOC119560074|XP_037729308.1|DSUP
OG0005747	LOC6552485|XP_026839680.1|DERE	LOC119560750|XP_037730295.1|DSUP
OG0005748	LOC26526744|XP_015010520.1|DERE	LOC119553263|XP_037719485.1|DSUP
OG0005749	LOC6551152|XP_001978361.1|DERE	LOC119556220|XP_037724132.1|DSUP
OG0005750	LOC6552741|XP_001978985.1|DERE	LOC119560594|XP_037730047.1|DSUP
OG0005751	LOC6544227|XP_001973043.1|DERE	LOC119554643|XP_037721571.1|DSUP
OG0005752	LOC6548770|XP_001975425.2|DERE	LOC119552059|XP_037717748.1|DSUP
OG0005753	LOC6543469|XP_001968685.1|DERE	LOC119548871|XP_037712429.1|DSUP
OG0005754	LOC6547997|XP_001975276.1|DERE	LOC119551990|XP_037717639.1|DSUP
OG0005755	LOC6548133|XP_001976510.1|DERE	LOC119549518|XP_037713559.1|DSUP
OG0005756	LOC6551993|XP_001980801.1|DERE	LOC119563395|XP_037732681.1|DSUP
OG0005757	LOC6552761|XP_015009708.2|DERE	LOC119560213|XP_037729501.1|DSUP
OG0005758	LOC6552297|XP_026834886.1|DERE	LOC119560119|XP_037729397.1|DSUP
OG0005759	LOC6552364|XP_001980772.1|DERE	LOC119561107|XP_037730936.1|DSUP
OG0005760	LOC6554039|XP_026833010.1|DERE	LOC119550710|XP_037715521.1|DSUP
OG0005761	LOC6553832|XP_001979497.1|DERE	LOC119559746|XP_037728733.1|DSUP
OG0005762	LOC6553514|XP_001979345.1|DERE	LOC119559899|XP_037728988.1|DSUP
OG0005763	LOC6541253|XP_001970750.1|DERE	LOC119550730|XP_037715561.1|DSUP
OG0005764	LOC6552746|XP_001978990.1|DERE	LOC119559894|XP_037728979.1|DSUP
OG0005765	LOC6552745|XP_026831650.1|DERE	LOC119559890|XP_037728956.1|DSUP
OG0005766	LOC6551886|XP_026832470.1|DERE	LOC119553866|XP_037720450.1|DSUP
OG0005767	LOC6553690|XP_026838372.1|DERE	LOC119547772|XP_037710715.1|DSUP
OG0005768	LOC6551535|XP_026837395.1|DERE	LOC119558027|XP_037727085.1|DSUP
OG0005769	LOC6552737|XP_001978956.1|DERE	LOC119560491|XP_037729885.1|DSUP
OG0005770	LOC6553126|XP_001980071.1|DERE	LOC119561889|XP_037731289.1|DSUP
OG0005771	LOC6554469|XP_001981305.1|DERE	LOC119545664|XP_037707318.1|DSUP
OG0005772	LOC6552922|XP_001980995.1|DERE	LOC119560130|XP_037729409.1|DSUP
OG0005773	LOC6553148|XP_001980138.1|DERE	LOC119556283|XP_037724267.1|DSUP
OG0005774	LOC6553857|XP_001980561.1|DERE	LOC119563001|XP_037732116.1|DSUP
OG0005775	LOC6545858|XP_001973397.1|DERE	LOC119554613|XP_037721535.1|DSUP
OG0005776	LOC6545920|XP_001972733.2|DERE	LOC119554859|XP_037721867.1|DSUP
OG0005777	LOC6543156|XP_001969215.3|DERE	LOC119548274|XP_037711353.1|DSUP
OG0005778	LOC6552642|XP_026831885.1|DERE	LOC119562914|XP_037731986.1|DSUP
OG0005779	LOC6553002|XP_001980062.1|DERE	LOC119546537|XP_037708811.1|DSUP
OG0005780	LOC6544657|XP_001972486.1|DERE	LOC119553771|XP_037720305.1|DSUP
OG0005781	LOC6543811|XP_001972360.1|DERE	LOC119552865|XP_037718681.1|DSUP
OG0005782	LOC6543808|XP_026833744.1|DERE	LOC119555314|XP_037722567.1|DSUP
OG0005783	LOC6547164|XP_001976165.1|DERE	LOC119551316|XP_037716539.1|DSUP
OG0005784	LOC6554309|XP_026839480.1|DERE	LOC119562930|XP_037732008.1|DSUP
OG0005785	LOC6554505|XP_026839536.1|DERE	LOC119558334|XP_037727718.1|DSUP
OG0005786	LOC6553837|XP_001980476.1|DERE	LOC119553389|XP_037719679.1|DSUP
OG0005787	LOC6552289|XP_001978844.1|DERE	LOC119560603|XP_037730059.1|DSUP
OG0005788	LOC6549592|XP_001975660.1|DERE	LOC119550261|XP_037714767.1|DSUP
OG0005789	LOC6553926|XP_001978768.1|DERE	LOC119559045|XP_037728101.1|DSUP
OG0005790	LOC6554471|XP_001981307.2|DERE	LOC119545662|XP_037707317.1|DSUP
OG0005791	LOC6553171|XP_015010175.1|DERE	LOC119559925|XP_037729060.1|DSUP
OG0005792	LOC6553170|XP_001980006.1|DERE	LOC119559939|XP_037729080.1|DSUP
OG0005793	LOC6553275|XP_015009827.1|DERE	LOC119563297|XP_037732552.1|DSUP
OG0005794	LOC6546985|XP_001976073.1|DERE	LOC119552114|XP_037717828.1|DSUP
OG0005795	LOC6553234|XP_001980189.1|DERE	LOC119555161|XP_037722322.1|DSUP
OG0005796	LOC6545857|XP_015014091.1|DERE	LOC119554181|XP_037720901.1|DSUP
OG0005797	LOC6546102|XP_001972222.1|DERE	LOC119554111|XP_037720805.1|DSUP
OG0005798	LOC6551801|XP_001980814.1|DERE	LOC119545689|XP_037707359.1|DSUP
OG0005799	LOC6553457|XP_026834603.1|DERE	LOC119560852|XP_037730440.1|DSUP
OG0005800	LOC6553454|XP_001979251.1|DERE	LOC119560513|XP_037729916.1|DSUP
OG0005801	LOC6553455|XP_001979252.1|DERE	LOC119560512|XP_037729915.1|DSUP
OG0005802	LOC6553107|XP_026832097.1|DERE	LOC119563190|XP_037732404.1|DSUP
OG0005803	LOC6551797|XP_026831485.1|DERE	LOC119563486|XP_037732841.1|DSUP
OG0005804	LOC6552003|XP_001979702.1|DERE	LOC119563280|XP_037732531.1|DSUP
OG0005805	LOC6548073|XP_026836314.1|DERE	LOC119549910|XP_037714158.1|DSUP
OG0005806	LOC6554825|XP_001981998.1|DERE	LOC119552777|XP_037718521.1|DSUP
OG0005807	LOC6554789|XP_001981986.2|DERE	LOC119563426|XP_037732739.1|DSUP
OG0005808	LOC6550630|XP_001978142.1|DERE	LOC119558237|XP_037727488.1|DSUP
OG0005809	LOC6545419|XP_001971163.1|DERE	LOC119552627|XP_037718227.1|DSUP
OG0005810	LOC6553459|XP_001979256.1|DERE	LOC119560855|XP_037730447.1|DSUP
OG0005811	LOC6553460|XP_001979257.1|DERE	LOC119560856|XP_037730448.1|DSUP
OG0005812	LOC6551869|XP_001980819.1|DERE	LOC119563321|XP_037732584.1|DSUP
OG0005813	LOC6552211|XP_001980730.1|DERE	LOC119559903|XP_037728996.1|DSUP
OG0005814	LOC6552738|XP_001978982.2|DERE	LOC119560740|XP_037730282.1|DSUP
OG0005815	LOC6540980|XP_001970753.2|DERE	LOC119549269|XP_037713108.1|DSUP
OG0005816	LOC6554734|XP_001981069.1|DERE	LOC119549564|XP_037713647.1|DSUP
OG0005817	LOC6552923|XP_001980996.1|DERE	LOC119560129|XP_037729408.1|DSUP
OG0005818	LOC6554464|XP_026839791.1|DERE	LOC119561189|XP_037730974.1|DSUP
OG0005819	LOC6553004|XP_001979147.1|DERE	LOC119559949|XP_037729106.1|DSUP
OG0005820	LOC6553005|XP_001979148.1|DERE	LOC119559950|XP_037729108.1|DSUP
OG0005821	LOC6553052|XP_001979139.1|DERE	LOC119559956|XP_037729117.1|DSUP
OG0005822	LOC6540843|XP_001970103.1|DERE	LOC119548344|XP_037711479.1|DSUP
OG0005823	LOC6550193|XP_001977582.1|DERE	LOC119558064|XP_037727161.1|DSUP
OG0005824	LOC6552869|XP_001979977.1|DERE	LOC119560921|XP_037730553.1|DSUP
OG0005825	LOC6544538|XP_001972400.1|DERE	LOC119553338|XP_037719602.1|DSUP
OG0005826	LOC6544248|XP_001973815.2|DERE	LOC119559654|XP_037728629.1|DSUP
OG0005827	LOC6554576|XP_001981764.1|DERE	LOC119553981|XP_037720619.1|DSUP
OG0005828	LOC6545209|XP_001972100.1|DERE	LOC119553420|XP_037719725.1|DSUP
OG0005829	LOC6552678|XP_001980917.1|DERE	LOC119552275|XP_037717996.1|DSUP
OG0005830	LOC6543639|XP_001971843.1|DERE	LOC119552749|XP_037718465.1|DSUP
OG0005831	LOC6543679|XP_001971847.2|DERE	LOC119554535|XP_037721416.1|DSUP
OG0005832	LOC6543680|XP_001971848.2|DERE	LOC119553755|XP_037720287.1|DSUP
OG0005833	LOC6543713|XP_026833345.1|DERE	LOC119554291|XP_037721076.1|DSUP
OG0005834	LOC6543718|XP_001971861.1|DERE	LOC119554668|XP_037721597.1|DSUP
OG0005835	LOC6543723|XP_001971866.1|DERE	LOC119553221|XP_037719408.1|DSUP
OG0005836	LOC6546328|XP_001972940.2|DERE	LOC119554567|XP_037721465.1|DSUP
OG0005837	LOC6554826|XP_001981999.1|DERE	LOC119547613|XP_037710468.1|DSUP
OG0005838	LOC6552061|XP_026835220.1|DERE	LOC119563036|XP_037732165.1|DSUP
OG0005839	LOC6542706|XP_001968458.1|DERE	LOC119546857|XP_037709385.1|DSUP
OG0005840	LOC6551935|XP_001979679.1|DERE	LOC119563489|XP_037732852.1|DSUP
OG0005841	LOC6553308|XP_026831908.1|DERE	LOC119559777|XP_037728783.1|DSUP
OG0005842	LOC6555707|XP_001982551.1|DERE	LOC119557899|XP_037726833.1|DSUP
OG0005843	LOC6545838|XP_001972739.1|DERE	LOC119554169|XP_037720886.1|DSUP
OG0005844	LOC6545088|XP_001973274.1|DERE	LOC119554976|XP_037722033.1|DSUP
OG0005845	LOC6552299|XP_001978896.1|DERE	LOC119560328|XP_037729641.1|DSUP
OG0005846	LOC6552588|XP_026837708.1|DERE	LOC119551839|XP_037717342.1|DSUP
OG0005847	LOC6552459|XP_026831893.1|DERE	LOC119545733|XP_037707482.1|DSUP
OG0005848	LOC6550515|XP_026837645.1|DERE	LOC119557860|XP_037726784.1|DSUP
OG0005849	LOC6550608|XP_026837598.1|DERE	LOC119558268|XP_037727548.1|DSUP
OG0005850	LOC6550511|XP_001977986.1|DERE	LOC119557362|XP_037726031.1|DSUP
OG0005851	LOC6542618|XP_001970085.1|DERE	LOC119547318|XP_037710045.1|DSUP
OG0005852	LOC6553923|XP_001980570.1|DERE	LOC119548029|XP_037711035.1|DSUP
OG0005853	LOC6550166|XP_001977604.1|DERE	LOC119556255|XP_037724228.1|DSUP
OG0005854	LOC6553458|XP_026834639.1|DERE	LOC119560854|XP_037730446.1|DSUP
OG0005855	LOC6551066|XP_026837678.1|DERE	LOC119557341|XP_037726004.1|DSUP
OG0005856	LOC6550710|XP_026838334.1|DERE	LOC119558062|XP_037727141.1|DSUP
OG0005857	LOC6553935|XP_001979486.1|DERE	LOC119561035|XP_037730790.1|DSUP
OG0005858	LOC6553839|XP_001980478.1|DERE	LOC119563067|XP_037732209.1|DSUP
OG0005859	LOC6540704|XP_001968771.2|DERE	LOC119548259|XP_037711332.1|DSUP
OG0005860	LOC6553198|XP_026832010.1|DERE	LOC119561088|XP_037730887.1|DSUP
OG0005861	LOC6555415|XP_026836097.1|DERE	LOC119546968|XP_037709546.1|DSUP
OG0005862	LOC6542877|XP_026834999.1|DERE	LOC119551748|XP_037717198.1|DSUP
OG0005863	LOC6547886|XP_001976430.1|DERE	LOC119551172|XP_037716298.1|DSUP
OG0005864	LOC6552589|XP_001980898.1|DERE	LOC119563127|XP_037732303.1|DSUP
OG0005865	LOC6554714|XP_001981964.1|DERE	LOC119551325|XP_037716551.1|DSUP
OG0005866	LOC6546996|XP_026836847.1|DERE	LOC119551831|XP_037717327.1|DSUP
OG0005867	LOC6541436|XP_026834944.1|DERE	LOC119546021|XP_037707962.1|DSUP
OG0005868	LOC26526846|XP_015012867.1|DERE	LOC119551602|XP_037716934.1|DSUP
OG0005869	LOC6551280|XP_026837262.1|DERE	LOC119557761|XP_037726584.1|DSUP
OG0005870	LOC6555660|XP_001982573.1|DERE	LOC119556930|XP_037725349.1|DSUP
