Orthogroup	DERE.longest_only	CQUI.longest_only
OG0004159	LOC6555269|XP_001981834.1|DERE	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC6546031|XP_026833746.1|DERE	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC6551939|XP_001980627.2|DERE	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC6551868|XP_001980818.2|DERE	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC6552428|XP_026831621.1|DERE	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC6552181|XP_001978835.2|DERE	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC6548280|XP_026836071.1|DERE	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC6548127|XP_001976504.1|DERE	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC6552512|XP_001980937.1|DERE	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC6554696|XP_001981956.1|DERE	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC6551677|XP_015011392.1|DERE	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC6550892|XP_001976957.1|DERE	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC6550484|XP_026838139.1|DERE	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC6548925|XP_001975412.1|DERE	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC6549542|XP_015012452.1|DERE	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC6547954|XP_001975282.1|DERE	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC6545718|XP_026832393.1|DERE	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC6552874|XP_015010189.1|DERE	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC6552121|XP_026831522.1|DERE	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC6555625|XP_001982603.1|DERE	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC6553833|XP_015010315.1|DERE	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC6555379|XP_001982092.1|DERE	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC6545030|XP_026832328.1|DERE	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC6545029|XP_001972525.3|DERE	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC6543635|XP_001971839.1|DERE	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC6543153|XP_001969691.1|DERE	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC6555713|XP_001982557.1|DERE	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC6554097|XP_001980454.1|DERE	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC6553165|XP_015010173.1|DERE	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC6553167|XP_001980027.1|DERE	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC6552664|XP_001979172.1|DERE	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC6552985|XP_001979169.1|DERE	LOC6054662|XP_038120423.1|CQUI
OG0004192	LOC6553802|XP_001979559.1|DERE	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC6551391|XP_026838543.1|DERE	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC6551937|XP_001979681.1|DERE	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC6550826|XP_001978084.1|DERE	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC6555088|XP_001981399.1|DERE	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC6553859|XP_001980563.1|DERE	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC6551913|XP_001978848.1|DERE	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC6553593|XP_026831494.1|DERE	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC6548282|XP_026836597.1|DERE	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC6555008|XP_026836786.1|DERE	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC6554798|XP_001982229.1|DERE	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC6553224|XP_026839800.1|DERE	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC6545345|XP_001973360.1|DERE	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC6546090|XP_001972782.1|DERE	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC6553943|XP_001979469.1|DERE	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC6553944|XP_001979470.1|DERE	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC6554016|XP_026831971.1|DERE	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC6554496|XP_026831967.1|DERE	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC6553337|XP_001979310.1|DERE	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC6543272|XP_001968310.1|DERE	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC6551803|XP_001980816.1|DERE	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC6552638|XP_001980904.1|DERE	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC6547699|XP_001975020.1|DERE	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC6547125|XP_001975479.2|DERE	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC6545923|XP_026832674.1|DERE	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC6544331|XP_001971982.1|DERE	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC6550108|XP_001977599.1|DERE	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC6552445|XP_001980934.1|DERE	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC6553257|XP_026832792.1|DERE	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC6553545|XP_001979328.1|DERE	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC6553785|XP_001980484.1|DERE	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC6553842|XP_026833681.1|DERE	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC6552809|XP_001978940.1|DERE	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC6551290|XP_001976996.1|DERE	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC6553355|XP_015010138.1|DERE	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC6553221|XP_026832569.1|DERE	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC6553222|XP_001980147.1|DERE	LOC6040819|XP_001850159.1|CQUI
OG0004230	LOC6551565|XP_001978604.3|DERE	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC6543681|XP_001971849.1|DERE	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC6543709|XP_015013311.1|DERE	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC6543710|XP_001971853.1|DERE	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC6543722|XP_015013310.1|DERE	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC6555515|XP_001982673.1|DERE	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC6551931|XP_001979675.1|DERE	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC6553311|XP_001979208.1|DERE	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC6551888|XP_001979710.1|DERE	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC6553538|XP_001979321.1|DERE	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC6552298|XP_001978895.1|DERE	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC6552583|XP_001980894.1|DERE	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC6552457|XP_001980875.1|DERE	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC6544277|XP_001971974.1|DERE	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC6551936|XP_001979680.1|DERE	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC6545584|XP_026832179.1|DERE	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC6544724|XP_026833046.1|DERE	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC6555526|XP_001982635.1|DERE	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC6547468|XP_001974920.1|DERE	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC6544640|XP_001970975.1|DERE	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC6542695|XP_026834524.1|DERE	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC6555545|XP_026838975.1|DERE	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC6551800|XP_001980813.1|DERE	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC6552675|XP_001980914.1|DERE	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC6550417|XP_001977802.2|DERE	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC6554428|XP_001981279.1|DERE	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC6555384|XP_026832144.1|DERE	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC6551917|XP_026831841.1|DERE	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC6552207|XP_015009472.1|DERE	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC6554682|XP_001981971.1|DERE	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC6553813|XP_001979546.1|DERE	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC6553607|XP_001979232.2|DERE	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC6552982|XP_001979166.1|DERE	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC6553150|XP_001980140.1|DERE	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC6552425|XP_001980780.1|DERE	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC6546989|XP_026836101.1|DERE	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC6548722|XP_001975396.1|DERE	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC26526200|XP_015015467.1|DERE	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC6549362|XP_001975791.1|DERE	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC6553924|XP_001980571.1|DERE	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC6553704|XP_001980410.1|DERE	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC6551311|XP_026838781.1|DERE	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC6544161|XP_001971386.1|DERE	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC6551054|XP_001978298.1|DERE	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC6542840|XP_001968215.1|DERE	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC6550895|XP_026838390.1|DERE	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC6543414|XP_001970498.1|DERE	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC6548487|XP_001975301.1|DERE	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC6548486|XP_001975300.1|DERE	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC26526048|XP_015015439.1|DERE	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC6555206|XP_001982074.1|DERE	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC6544365|XP_026832766.1|DERE	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC6544364|XP_001972423.1|DERE	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC6544565|XP_001972417.1|DERE	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC6545483|XP_026833749.1|DERE	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC6549622|XP_001975659.1|DERE	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC6549391|XP_001975609.1|DERE	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC26526277|XP_015014251.1|DERE	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC6544883|XP_001973147.1|DERE	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC6546086|XP_001972778.1|DERE	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC6545146|XP_026832308.1|DERE	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC6545144|XP_001972775.1|DERE	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC6548297|XP_001976582.1|DERE	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC6542563|XP_001970434.1|DERE	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC6549268|XP_026836734.1|DERE	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC6547470|XP_026835947.1|DERE	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC6544485|XP_001971468.1|DERE	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC6548522|XP_001975404.1|DERE	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC6541386|XP_001969165.1|DERE	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC6546738|XP_001974531.3|DERE	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC6549482|XP_015012467.1|DERE	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC6546905|XP_001975984.1|DERE	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC6549421|XP_001975701.1|DERE	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC6548006|XP_026835800.1|DERE	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC6545474|XP_026832626.1|DERE	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC6543374|XP_026835286.1|DERE	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC6545751|XP_026833093.1|DERE	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC6548241|XP_001976568.1|DERE	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC6540965|XP_026835331.1|DERE	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC6548195|XP_001975078.1|DERE	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC6548226|XP_001976588.1|DERE	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC6541503|XP_001969137.1|DERE	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC6542242|XP_001970499.1|DERE	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC6547774|XP_015012686.2|DERE	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC6546712|XP_026835702.1|DERE	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC6555180|XP_001982278.1|DERE	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC6540720|XP_001970307.1|DERE	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC6551851|XP_001979648.1|DERE	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC6545667|XP_001971142.2|DERE	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC6548780|XP_001974059.1|DERE	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC6547359|XP_001976324.1|DERE	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC6547360|XP_001976325.2|DERE	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC6550664|XP_026837657.1|DERE	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC6547885|XP_001976429.1|DERE	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC6547950|XP_015012682.1|DERE	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC6546750|XP_001974543.2|DERE	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC6541392|XP_001969142.2|DERE	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC6542762|XP_001969356.1|DERE	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC6547632|XP_001976267.1|DERE	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC6542792|XP_026835103.1|DERE	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC6543208|XP_001970752.1|DERE	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC6547623|XP_001974887.3|DERE	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC6541515|XP_001970257.1|DERE	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC6545643|XP_001972164.1|DERE	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC6549534|XP_001975622.1|DERE	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC6549171|XP_001975621.1|DERE	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC6547762|XP_001976384.2|DERE	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC6548415|XP_026836564.1|DERE	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC6548462|XP_026836472.1|DERE	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC6548457|XP_015012712.1|DERE	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC6548875|XP_026839419.1|DERE	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC6548224|XP_015011525.1|DERE	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC6548220|XP_001976583.1|DERE	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC6548131|XP_001976508.3|DERE	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC6547994|XP_015012665.1|DERE	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC6543037|XP_001970640.1|DERE	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC6549426|XP_026836868.1|DERE	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC26526551|XP_015010497.1|DERE	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC6554123|XP_001981495.1|DERE	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC6553039|XP_001980044.1|DERE	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC6553250|XP_015009450.1|DERE	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC6549533|XP_001975810.1|DERE	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC6541154|XP_001970635.1|DERE	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC6546927|XP_001975998.1|DERE	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC6547099|XP_026835881.1|DERE	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC6545087|XP_001973273.2|DERE	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC6551826|XP_001980587.1|DERE	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC6545225|XP_001971059.1|DERE	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC6551059|XP_001978303.1|DERE	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC6549352|XP_015012478.1|DERE	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC6547821|XP_026836641.1|DERE	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC6542624|XP_001968217.1|DERE	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC6545884|XP_001973489.1|DERE	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC6544264|XP_001973778.1|DERE	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC6540892|XP_026835354.1|DERE	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC6548485|XP_026836020.1|DERE	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC6551414|XP_001977200.1|DERE	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC6548294|XP_026836642.1|DERE	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC26526506|XP_015010493.1|DERE	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC6546707|XP_026836697.1|DERE	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC6544491|XP_001971474.1|DERE	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC6545798|XP_001973426.1|DERE	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC6546095|XP_026832635.1|DERE	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC6548997|XP_026837037.1|DERE	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC6547721|XP_001975010.1|DERE	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC6541895|XP_001970410.1|DERE	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC6552505|XP_001979813.1|DERE	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC6546884|XP_001975965.1|DERE	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC6549370|XP_026836949.1|DERE	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC6549372|XP_026836950.1|DERE	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC6546988|XP_001976030.1|DERE	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC6546909|XP_001975988.1|DERE	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC6544822|XP_001972658.1|DERE	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC6546877|XP_026836852.1|DERE	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC6543634|XP_001971838.1|DERE	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC6543799|XP_001973146.1|DERE	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC6547496|XP_026836305.1|DERE	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC6544888|XP_026833435.1|DERE	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC6547216|XP_001974714.1|DERE	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC6548429|XP_015011723.1|DERE	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC6549505|XP_001975727.1|DERE	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC6542898|XP_026834241.1|DERE	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC6549364|XP_015012475.2|DERE	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC6549348|XP_001975794.1|DERE	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC6548845|XP_001975459.1|DERE	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC6552441|XP_001980930.1|DERE	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC6548387|XP_001976468.1|DERE	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC6548384|XP_001976465.1|DERE	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC6549168|XP_001975618.1|DERE	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC6541642|XP_001970780.1|DERE	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC6544734|XP_026833099.1|DERE	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC6545442|XP_015013947.1|DERE	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC6540724|XP_001970397.1|DERE	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC6544814|XP_001972652.1|DERE	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC6555815|XP_026839149.1|DERE	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC6546737|XP_026836417.1|DERE	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC6543983|XP_001973724.1|DERE	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC6543982|XP_001973723.1|DERE	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC6548204|XP_001976483.1|DERE	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC6548113|XP_001976543.1|DERE	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC6548970|XP_001975554.1|DERE	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC6542967|XP_001970631.1|DERE	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC6554493|XP_001981938.1|DERE	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC6546934|XP_015012133.1|DERE	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC6542389|XP_015014768.1|DERE	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC6546713|XP_001975874.1|DERE	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC6546391|XP_026833028.1|DERE	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC6546325|XP_026833393.1|DERE	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC6548232|XP_001975264.1|DERE	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC6547906|XP_015011517.1|DERE	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC6545984|XP_001973498.1|DERE	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC6545886|XP_001973491.1|DERE	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC6544416|XP_001973160.2|DERE	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC6553428|XP_001980238.1|DERE	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC6542293|XP_001968814.2|DERE	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC6544750|XP_001972755.1|DERE	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC6555416|XP_001982335.1|DERE	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC6555414|XP_001982334.2|DERE	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC6543993|XP_001973672.2|DERE	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC6549349|XP_001975795.1|DERE	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC6547564|XP_015011837.1|DERE	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC6549627|XP_026837014.1|DERE	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC6548422|XP_001976730.1|DERE	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC6549368|XP_001975678.1|DERE	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC6549537|XP_001975625.1|DERE	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC6546736|XP_001974529.1|DERE	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC6542017|XP_001968340.1|DERE	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC6548140|XP_001975232.1|DERE	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC6545023|XP_001972519.1|DERE	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC6548341|XP_001975297.1|DERE	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC6547949|XP_026836892.1|DERE	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC6554920|XP_001981125.1|DERE	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC6555104|XP_001982020.1|DERE	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC6546747|XP_001974540.1|DERE	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC6544295|XP_001973134.1|DERE	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC6546843|XP_001975945.1|DERE	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC6546832|XP_026836309.1|DERE	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC6547407|XP_001974824.1|DERE	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC6547039|XP_001974628.1|DERE	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC6553836|XP_001980475.1|DERE	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC6544323|XP_001973128.1|DERE	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC6555508|XP_001982396.1|DERE	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC6544545|XP_026833522.1|DERE	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC6544444|XP_026833026.1|DERE	LOC6049834|XP_038114092.1|CQUI
