Orthogroup	DSUP.longest_only	DANA.longest_only
OG0003571	LOC119553647|XP_037720058.1|DSUP	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC119549373|XP_037713336.1|DSUP	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC119551542|XP_037716860.1|DSUP	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC119553454|XP_037719784.1|DSUP	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC119554851|XP_037721859.1|DSUP	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC119554397|XP_037721210.1|DSUP	LOC6492979|XP_001956782.1|DANA
OG0003577	LOC119552834|XP_037718618.1|DSUP	LOC6493312|XP_001957504.1|DANA
OG0003578	LOC119553000|XP_037718949.1|DSUP	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC119549571|XP_037713652.1|DSUP	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC119550019|XP_037714371.1|DSUP	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC119555647|XP_037723133.1|DSUP	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC119553201|XP_037719381.1|DSUP	LOC6506462|XP_001957825.1|DANA
OG0003583	LOC119549107|XP_037712774.1|DSUP	LOC6495632|XP_001959265.1|DANA
OG0003584	LOC119550033|XP_037714388.1|DSUP	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC119554162|XP_037720879.1|DSUP	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC119563093|XP_037732256.1|DSUP	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC119548531|XP_037711754.1|DSUP	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC119560730|XP_037730272.1|DSUP	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC119551379|XP_037716629.1|DSUP	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC119553945|XP_037720566.1|DSUP	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC119553384|XP_037719668.1|DSUP	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC119553799|XP_037720339.1|DSUP	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC119553009|XP_037718968.1|DSUP	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC119555010|XP_037722081.1|DSUP	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC119551331|XP_037716558.1|DSUP	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC119551416|XP_037716684.1|DSUP	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC119551629|XP_037716981.1|DSUP	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC119554699|XP_037721630.1|DSUP	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC119546364|XP_037708521.1|DSUP	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC119553659|XP_037720078.1|DSUP	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC119550635|XP_037715399.1|DSUP	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC119552030|XP_037717698.1|DSUP	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC119553774|XP_037720309.1|DSUP	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC119547000|XP_037709594.1|DSUP	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC119563064|XP_037732206.1|DSUP	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC119552199|XP_037717985.1|DSUP	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC119550976|XP_037715938.1|DSUP	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC119554964|XP_037722018.1|DSUP	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC119550844|XP_037715739.1|DSUP	LOC6494814|XP_001959609.1|DANA
OG0003610	LOC119553663|XP_037720102.1|DSUP	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC119553253|XP_037719458.1|DSUP	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC119550211|XP_037714694.1|DSUP	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC119549161|XP_037712876.1|DSUP	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC119551475|XP_037716765.1|DSUP	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC119552169|XP_037717921.1|DSUP	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC119550781|XP_037715641.1|DSUP	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC119551257|XP_037716437.1|DSUP	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC119551254|XP_037716429.1|DSUP	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC119551347|XP_037716592.1|DSUP	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC119550808|XP_037715674.1|DSUP	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC119555493|XP_037722834.1|DSUP	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC119555492|XP_037722829.1|DSUP	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC119549599|XP_037713689.1|DSUP	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC119550047|XP_037714429.1|DSUP	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC119551147|XP_037716266.1|DSUP	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC119550923|XP_037715868.1|DSUP	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC119552161|XP_037717908.1|DSUP	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC119550192|XP_037714662.1|DSUP	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC119549889|XP_037714124.1|DSUP	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC119553215|XP_037719400.1|DSUP	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC119554472|XP_037721316.1|DSUP	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC119551289|XP_037716491.1|DSUP	LOC6494673|XP_001959887.1|DANA
OG0003634	LOC119554456|XP_037721296.1|DSUP	LOC6506966|XP_001956907.1|DANA
OG0003635	LOC119554120|XP_037720817.1|DSUP	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC119550306|XP_037714833.1|DSUP	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC119551497|XP_037716791.1|DSUP	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC119553328|XP_037719587.1|DSUP	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC119547307|XP_037710033.1|DSUP	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC119549777|XP_037713965.1|DSUP	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC119550394|XP_037714972.1|DSUP	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC119550893|XP_037715809.1|DSUP	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC119549924|XP_037714188.1|DSUP	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC119550373|XP_037714947.1|DSUP	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC119553217|XP_037719403.1|DSUP	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC119554852|XP_037721860.1|DSUP	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC119554641|XP_037721568.1|DSUP	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC119546745|XP_037709171.1|DSUP	LOC6504210|XP_001965150.1|DANA
OG0003649	LOC119563255|XP_037732497.1|DSUP	LOC6499894|XP_001953682.1|DANA
OG0003650	LOC119556938|XP_037725358.1|DSUP	LOC6504903|XP_001966560.1|DANA
OG0003651	LOC119562967|XP_037732070.1|DSUP	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC119553701|XP_037720189.1|DSUP	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC119553329|XP_037719588.1|DSUP	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC119555498|XP_037722842.1|DSUP	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC119546084|XP_037708089.1|DSUP	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC119553884|XP_037720471.1|DSUP	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC119552902|XP_037718755.1|DSUP	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC119561696|XP_037731138.1|DSUP	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC119554844|XP_037721848.1|DSUP	LOC6493698|XP_001958259.1|DANA
OG0003660	LOC119555284|XP_037722514.1|DSUP	LOC6507385|XP_014765199.1|DANA
OG0003661	LOC119552637|XP_037718256.1|DSUP	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC119555669|XP_037723204.1|DSUP	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC119555089|XP_037722234.1|DSUP	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC119553470|XP_037719801.1|DSUP	LOC6493310|XP_014764324.1|DANA
OG0003665	LOC119551780|XP_037717237.1|DSUP	LOC6495637|XP_001959271.1|DANA
OG0003666	LOC119549741|XP_037713910.1|DSUP	LOC6493934|XP_032311499.1|DANA
OG0003667	LOC119555423|XP_037722714.1|DSUP	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC119559672|XP_037728657.1|DSUP	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC119550204|XP_037714681.1|DSUP	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC119550203|XP_037714680.1|DSUP	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC119549205|XP_037712967.1|DSUP	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC119563301|XP_037732560.1|DSUP	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC119549801|XP_037713995.1|DSUP	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC119549887|XP_037714122.1|DSUP	LOC6494149|XP_032306138.1|DANA
OG0003675	LOC119548980|XP_037712504.1|DSUP	LOC6496491|XP_001961006.1|DANA
OG0003676	LOC119548978|XP_037712500.1|DSUP	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC119553165|XP_037719327.1|DSUP	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC119554780|XP_037721752.1|DSUP	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC119551541|XP_037716859.1|DSUP	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC119550981|XP_037715944.1|DSUP	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC119559840|XP_037728861.1|DSUP	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC119549336|XP_037713245.1|DSUP	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC119554595|XP_037721507.1|DSUP	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC119553918|XP_037720525.1|DSUP	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC119549683|XP_037713822.1|DSUP	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC119549398|XP_037713381.1|DSUP	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC119550946|XP_037715898.1|DSUP	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC119554466|XP_037721308.1|DSUP	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC119554264|XP_037721036.1|DSUP	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC119555460|XP_037722792.1|DSUP	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC119549059|XP_037712691.1|DSUP	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC119555272|XP_037722504.1|DSUP	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC119552683|XP_037718331.1|DSUP	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC119554376|XP_037721184.1|DSUP	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC119549175|XP_037712904.1|DSUP	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC119552093|XP_037717803.1|DSUP	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC119554902|XP_037721932.1|DSUP	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC119549328|XP_037713236.1|DSUP	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC119549971|XP_037714295.1|DSUP	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC119548355|XP_037711498.1|DSUP	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC119554522|XP_037721395.1|DSUP	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC119553312|XP_037719566.1|DSUP	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC119553296|XP_037719541.1|DSUP	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC119549185|XP_037712932.1|DSUP	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC119553751|XP_037720280.1|DSUP	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC119552496|XP_037718025.1|DSUP	LOC6507079|XP_014765057.1|DANA
OG0003708	LOC119552806|XP_037718570.1|DSUP	LOC6493190|XP_001957231.1|DANA
OG0003709	LOC119551737|XP_037717166.1|DSUP	LOC6495775|XP_001959546.1|DANA
OG0003710	LOC119551061|XP_037716112.1|DSUP	LOC6494855|XP_001959547.1|DANA
OG0003711	LOC119554896|XP_037721926.1|DSUP	LOC6506346|XP_001958061.1|DANA
OG0003712	LOC119550534|XP_037715182.1|DSUP	LOC6496345|XP_001960734.1|DANA
OG0003713	LOC119549529|XP_037713578.1|DSUP	LOC6495038|XP_001959192.1|DANA
OG0003714	LOC119549527|XP_037713575.1|DSUP	LOC6495607|XP_001959191.1|DANA
OG0003715	LOC119553777|XP_037720312.1|DSUP	LOC6493160|XP_001957169.1|DANA
OG0003716	LOC119553669|XP_037720110.1|DSUP	LOC6506697|XP_001957398.1|DANA
OG0003717	LOC119553350|XP_037719616.1|DSUP	LOC6493379|XP_001957641.1|DANA
OG0003718	LOC119553194|XP_037719372.1|DSUP	LOC6507728|XP_001956230.1|DANA
OG0003719	LOC119554464|XP_037721306.1|DSUP	LOC6507219|XP_001956444.2|DANA
OG0003720	LOC119557201|XP_037725783.1|DSUP	LOC6504511|XP_001967048.2|DANA
OG0003721	LOC119551502|XP_037716796.1|DSUP	LOC6494765|XP_001959717.1|DANA
OG0003722	LOC119552729|XP_037718410.1|DSUP	LOC6493522|XP_001957919.2|DANA
OG0003723	LOC119552513|XP_037718058.1|DSUP	LOC6507761|XP_001956295.1|DANA
OG0003724	LOC119554553|XP_037721447.1|DSUP	LOC6493323|XP_001957525.2|DANA
OG0003725	LOC119554890|XP_037721909.1|DSUP	LOC6493301|XP_032310104.1|DANA
OG0003726	LOC119552876|XP_037718704.1|DSUP	LOC6493336|XP_001957546.1|DANA
OG0003727	LOC119552905|XP_037718758.1|DSUP	LOC6493156|XP_001957164.2|DANA
OG0003728	LOC119545707|XP_037707411.1|DSUP	LOC6505698|XP_001964435.1|DANA
OG0003729	LOC119553557|XP_037719925.1|DSUP	LOC6507589|XP_032310255.1|DANA
OG0003730	LOC119554707|XP_037721640.1|DSUP	LOC6493110|XP_032310182.1|DANA
OG0003731	LOC119554486|XP_037721343.1|DSUP	LOC6507681|XP_001956136.1|DANA
OG0003732	LOC119552984|XP_037718929.1|DSUP	LOC6493495|XP_001957863.1|DANA
OG0003733	LOC119553425|XP_037719731.1|DSUP	LOC6492936|XP_032309812.1|DANA
OG0003734	LOC119555181|XP_037722359.1|DSUP	LOC6507387|XP_001956108.1|DANA
OG0003735	LOC119549485|XP_037713515.1|DSUP	LOC6494914|XP_001959431.1|DANA
OG0003736	LOC119551101|XP_037716208.1|DSUP	LOC6495786|XP_001959579.1|DANA
OG0003737	LOC119552152|XP_037717886.1|DSUP	LOC6495868|XP_001959750.2|DANA
OG0003738	LOC119551128|XP_037716240.1|DSUP	LOC6496377|XP_001960790.1|DANA
OG0003739	LOC119550169|XP_037714632.1|DSUP	LOC6494066|XP_001961043.1|DANA
OG0003740	LOC119551684|XP_037717076.1|DSUP	LOC6496512|XP_001961049.1|DANA
OG0003741	LOC119553408|XP_037719709.1|DSUP	LOC6507090|XP_001956686.1|DANA
OG0003742	LOC119555529|XP_037722885.1|DSUP	LOC6506292|XP_001958187.1|DANA
OG0003743	LOC119549012|XP_037712581.1|DSUP	LOC6496489|XP_032305950.1|DANA
OG0003744	LOC119551686|XP_037717078.1|DSUP	LOC6496511|XP_001961047.1|DANA
OG0003745	LOC119550022|XP_037714374.1|DSUP	LOC6495362|XP_001958667.1|DANA
OG0003746	LOC119549010|XP_037712576.1|DSUP	LOC6495069|XP_032306220.1|DANA
OG0003747	LOC119553590|XP_037719968.1|DSUP	LOC6507444|XP_001956004.1|DANA
OG0003748	LOC119553620|XP_037720013.1|DSUP	LOC6507616|XP_001956006.2|DANA
OG0003749	LOC119554016|XP_037720660.1|DSUP	LOC6507443|XP_001956009.1|DANA
OG0003750	LOC119552664|XP_037718299.1|DSUP	LOC6507617|XP_001956007.1|DANA
OG0003751	LOC119554480|XP_037721323.1|DSUP	LOC6507619|XP_001956010.2|DANA
OG0003752	LOC119553121|XP_037719236.1|DSUP	LOC6493361|XP_032309706.1|DANA
OG0003753	LOC119554210|XP_037720939.1|DSUP	LOC6493754|XP_001958376.1|DANA
OG0003754	LOC119552913|XP_037718775.1|DSUP	LOC6493755|XP_001958378.1|DANA
OG0003755	LOC119553643|XP_037720049.1|DSUP	LOC6493359|XP_001957594.2|DANA
OG0003756	LOC119559612|XP_037728570.1|DSUP	LOC6501741|XP_001967137.2|DANA
OG0003757	LOC119549313|XP_037713216.1|DSUP	LOC6494398|XP_001960403.1|DANA
OG0003758	LOC119549151|XP_037712859.1|DSUP	LOC6494978|XP_014763094.1|DANA
OG0003759	LOC119555591|XP_037723002.1|DSUP	LOC6506968|XP_001956904.2|DANA
OG0003760	LOC119552198|XP_037717983.1|DSUP	LOC6496078|XP_032307154.1|DANA
OG0003761	LOC119555044|XP_037722158.1|DSUP	LOC6506960|XP_001956916.1|DANA
OG0003762	LOC119555045|XP_037722159.1|DSUP	LOC6506961|XP_001956914.1|DANA
OG0003763	LOC119553967|XP_037720592.1|DSUP	LOC6506158|XP_014764646.2|DANA
OG0003764	LOC119552881|XP_037718711.1|DSUP	LOC6506155|XP_032309670.1|DANA
OG0003765	LOC119546456|XP_037708659.1|DSUP	LOC6497086|XP_001962787.1|DANA
OG0003766	LOC119556309|XP_037724320.1|DSUP	LOC6503060|XP_001963347.1|DANA
OG0003767	LOC119549321|XP_037713225.1|DSUP	LOC6505282|XP_001964826.1|DANA
OG0003768	LOC119550734|XP_037715575.1|DSUP	LOC6495394|XP_032306623.1|DANA
OG0003769	LOC119550441|XP_037715044.1|DSUP	LOC6495392|XP_001958741.1|DANA
OG0003770	LOC119549357|XP_037713320.1|DSUP	LOC6503326|XP_032311971.1|DANA
OG0003771	LOC119552643|XP_037718264.1|DSUP	LOC6507326|XP_001956242.1|DANA
OG0003772	LOC119553251|XP_037719455.1|DSUP	LOC6506225|XP_001958312.1|DANA
OG0003773	LOC119551925|XP_037717483.1|DSUP	LOC6496403|XP_001960840.1|DANA
OG0003774	LOC119549612|XP_037713710.1|DSUP	LOC6494434|XP_001960318.2|DANA
OG0003775	LOC119558278|XP_037727581.1|DSUP	LOC6502981|XP_032308889.1|DANA
OG0003776	LOC119551250|XP_037716423.1|DSUP	LOC6495991|XP_001959994.1|DANA
OG0003777	LOC119550657|XP_037715430.1|DSUP	LOC6494079|XP_001961017.1|DANA
OG0003778	LOC119550789|XP_037715648.1|DSUP	LOC6495246|XP_032306005.1|DANA
OG0003779	LOC119550457|XP_037715067.1|DSUP	LOC6495039|XP_001959187.1|DANA
OG0003780	LOC119549918|XP_037714170.1|DSUP	LOC6494648|XP_001959938.1|DANA
OG0003781	LOC119551961|XP_037717990.1|DSUP	LOC6505454|XP_032311737.1|DANA
OG0003782	LOC119556984|XP_037725433.1|DSUP	LOC6504678|XP_032309013.1|DANA
OG0003783	LOC119554194|XP_037720921.1|DSUP	LOC6501466|XP_001955309.1|DANA
OG0003784	LOC119549251|XP_037713085.1|DSUP	LOC6495557|XP_001959100.1|DANA
OG0003785	LOC119559614|XP_037728574.1|DSUP	LOC6493888|XP_014762450.1|DANA
OG0003786	LOC119550062|XP_037714452.1|DSUP	LOC6495625|XP_032306336.1|DANA
OG0003787	LOC119550063|XP_037714454.1|DSUP	LOC6494996|XP_001959250.1|DANA
OG0003788	LOC119550749|XP_037715598.1|DSUP	LOC6494904|XP_001959456.1|DANA
OG0003789	LOC119550541|XP_037715192.1|DSUP	LOC6494562|XP_014762849.1|DANA
OG0003790	LOC119554909|XP_037721939.1|DSUP	LOC6493442|XP_001957761.2|DANA
OG0003791	LOC119560363|XP_037729695.1|DSUP	LOC6499449|XP_001954619.2|DANA
OG0003792	LOC119552200|XP_037717986.1|DSUP	LOC6496076|XP_001960169.1|DANA
OG0003793	LOC119549315|XP_037713217.1|DSUP	LOC6496188|XP_001960405.1|DANA
OG0003794	LOC119549452|XP_037713476.1|DSUP	LOC6494758|XP_001959727.1|DANA
OG0003795	LOC119555306|XP_037722551.1|DSUP	LOC26514008|XP_001956389.1|DANA
OG0003796	LOC119563101|XP_037732268.1|DSUP	LOC6505520|XP_001964773.1|DANA
OG0003797	LOC119547953|XP_037710931.1|DSUP	LOC6497702|XP_001961534.1|DANA
OG0003798	LOC119551898|XP_037717438.1|DSUP	LOC6495319|XP_001958637.1|DANA
OG0003799	LOC119550392|XP_037714971.1|DSUP	LOC6496094|XP_001960211.3|DANA
OG0003800	LOC119547183|XP_037709846.1|DSUP	LOC6497703|XP_001961528.1|DANA
OG0003801	LOC119548423|XP_037711590.1|DSUP	LOC6497268|XP_014761601.1|DANA
OG0003802	LOC119548805|XP_037712314.1|DSUP	LOC6498263|XP_001962422.1|DANA
OG0003803	LOC119557378|XP_037726054.1|DSUP	LOC6506008|XP_001964771.1|DANA
OG0003804	LOC119548605|XP_037711889.1|DSUP	LOC6497822|XP_001961520.2|DANA
OG0003805	LOC119546464|XP_037708675.1|DSUP	LOC6497860|XP_001961585.2|DANA
OG0003806	LOC119562751|XP_037731882.1|DSUP	LOC6499006|XP_014760133.1|DANA
OG0003807	LOC119558504|XP_037727937.1|DSUP	LOC6497118|XP_032311272.1|DANA
OG0003808	LOC119554648|XP_037721577.1|DSUP	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA
OG0003809	LOC119548109|XP_037711130.1|DSUP	LOC6498070|XP_001962016.1|DANA
OG0003810	LOC119548986|XP_037712513.1|DSUP	LOC6496468|XP_001960965.1|DANA
OG0003811	LOC119550324|XP_037714857.1|DSUP	LOC6495192|XP_032307078.1|DANA
OG0003812	LOC119546128|XP_037708152.1|DSUP	LOC6503404|XP_032311389.1|DANA
OG0003813	LOC119546259|XP_037708346.1|DSUP	LOC6496981|XP_001963002.1|DANA
OG0003814	LOC119546784|XP_037709268.1|DSUP	LOC6497027|XP_001962901.1|DANA
OG0003815	LOC119547783|XP_037710725.1|DSUP	LOC6501110|XP_032305881.1|DANA
OG0003816	LOC119548284|XP_037711380.1|DSUP	LOC6497070|XP_001962812.2|DANA
OG0003817	LOC119547518|XP_037710340.1|DSUP	LOC6504664|XP_001964879.1|DANA
OG0003818	LOC119548072|XP_037711088.1|DSUP	LOC6503375|XP_001965343.1|DANA
OG0003819	LOC119547266|XP_037709975.1|DSUP	LOC6507274|XP_001965340.1|DANA
OG0003820	LOC119563482|XP_037732835.1|DSUP	LOC6499374|XP_001954762.1|DANA
OG0003821	LOC119551590|XP_037716919.1|DSUP	LOC6496344|XP_032306565.1|DANA
OG0003822	LOC119562352|XP_037731442.1|DSUP	LOC6497344|XP_001962280.1|DANA
OG0003823	LOC119548854|XP_037712407.1|DSUP	LOC6498674|XP_001963296.1|DANA
OG0003824	LOC119548576|XP_037711822.1|DSUP	LOC6497075|XP_001962803.1|DANA
OG0003825	LOC119548099|XP_037711116.1|DSUP	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC119547148|XP_037709792.1|DSUP	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC119546176|XP_037708226.1|DSUP	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC119546478|XP_037708692.1|DSUP	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC119548546|XP_037711768.1|DSUP	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC119546899|XP_037709449.1|DSUP	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC119560432|XP_037729799.1|DSUP	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC119546300|XP_037708416.1|DSUP	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC119546141|XP_037708175.1|DSUP	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC119546446|XP_037708648.1|DSUP	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC119548225|XP_037711288.1|DSUP	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC119545930|XP_037707776.1|DSUP	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC119546584|XP_037708919.1|DSUP	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC119547866|XP_037710828.1|DSUP	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC119548612|XP_037711906.1|DSUP	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC119548979|XP_037712502.1|DSUP	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC119548089|XP_037711103.1|DSUP	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC119548613|XP_037711907.1|DSUP	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC119546513|XP_037708766.1|DSUP	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC119548611|XP_037711902.1|DSUP	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC119547462|XP_037710271.1|DSUP	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC119546901|XP_037709452.1|DSUP	LOC6505435|XP_014760497.1|DANA
OG0003847	LOC119546525|XP_037708789.1|DSUP	LOC6505342|XP_014760475.1|DANA
OG0003848	LOC119562891|XP_037731936.1|DSUP	LOC6499913|XP_001953645.3|DANA
OG0003849	LOC119549281|XP_037713142.1|DSUP	LOC6496602|XP_001961230.1|DANA
OG0003850	LOC119547066|XP_037709678.1|DSUP	LOC6498411|XP_032311133.1|DANA
OG0003851	LOC119550695|XP_037715488.1|DSUP	LOC6495040|XP_001959185.1|DANA
OG0003852	LOC119548765|XP_037712236.1|DSUP	LOC6498109|XP_001962094.2|DANA
OG0003853	LOC119549154|XP_037712865.1|DSUP	LOC6496171|XP_014763646.1|DANA
OG0003854	LOC119548314|XP_037711419.1|DSUP	LOC6498171|XP_001962227.1|DANA
OG0003855	LOC119548313|XP_037711418.1|DSUP	LOC6498170|XP_001962226.3|DANA
OG0003856	LOC119546149|XP_037708186.1|DSUP	LOC6497060|XP_032311295.1|DANA
OG0003857	LOC119546417|XP_037708610.1|DSUP	LOC6504393|XP_001964966.1|DANA
OG0003859	LOC119547031|XP_037709632.1|DSUP	LOC6507285|XP_001965344.1|DANA
OG0003860	LOC119550687|XP_037715480.1|DSUP	LOC6502519|XP_014763917.1|DANA
OG0003861	LOC119547782|XP_037710721.1|DSUP	LOC6496724|XP_001967334.1|DANA
OG0003862	LOC119558514|XP_037727942.1|DSUP	LOC6497328|XP_014761648.1|DANA
OG0003863	LOC119548440|XP_037711626.1|DSUP	LOC6505366|XP_032311167.1|DANA
OG0003864	LOC119548399|XP_037711555.1|DSUP	LOC6504729|XP_001964858.1|DANA
OG0003865	LOC119563277|XP_037732528.1|DSUP	LOC6499570|XP_001954361.1|DANA
OG0003866	LOC119547344|XP_037710084.1|DSUP	LOC6497158|XP_001962651.1|DANA
OG0003867	LOC119562532|XP_037731654.1|DSUP	LOC26514973|XP_014760160.1|DANA
OG0003868	LOC119546844|XP_037709366.1|DSUP	LOC6498573|XP_001963095.1|DANA
