Orthogroup	DSUP.longest_only	DKIK.longest_only
OG0005580	LOC119553252|XP_037719457.1|DSUP	LOC108078715|XP_017028187.1|DKIK
OG0005581	LOC119557975|XP_037726970.1|DSUP	LOC108080225|XP_017030369.1|DKIK
OG0005582	LOC119553800|XP_037720343.1|DSUP	LOC108075246|XP_017023093.1|DKIK
OG0005583	LOC119554690|XP_037721619.1|DSUP	LOC108077555|XP_017026437.1|DKIK
OG0005584	LOC119562598|XP_037731756.1|DSUP	LOC108082867|XP_017033934.1|DKIK
OG0005585	LOC119559944|XP_037729099.1|DSUP	LOC108081103|XP_017031588.1|DKIK
OG0005586	LOC119560992|XP_037730700.1|DSUP	LOC108075528|XP_017023514.1|DKIK
OG0005587	LOC119548014|XP_037711012.1|DSUP	LOC108077251|XP_017026002.1|DKIK
OG0005588	LOC119553246|XP_037719449.1|DSUP	LOC108078719|XP_017028204.1|DKIK
OG0005589	LOC119563268|XP_037732516.1|DSUP	LOC108072079|XP_017018579.1|DKIK
OG0005590	LOC119549742|XP_037713911.1|DSUP	LOC108070542|XP_017016556.1|DKIK
OG0005591	LOC119557197|XP_037725778.1|DSUP	LOC108084217|XP_017035833.1|DKIK
OG0005592	LOC119556307|XP_037724321.1|DSUP	LOC108077815|XP_017026827.1|DKIK
OG0005593	LOC119553295|XP_037719540.1|DSUP	LOC108075268|XP_017023125.1|DKIK
OG0005594	LOC119552573|XP_037718126.1|DSUP	LOC108073957|XP_017021273.1|DKIK
OG0005595	LOC119552572|XP_037718125.1|DSUP	LOC108073956|XP_017021271.1|DKIK
OG0005596	LOC119554794|XP_037721771.1|DSUP	LOC108079744|XP_017029647.1|DKIK
OG0005597	LOC119560108|XP_037729381.1|DSUP	LOC108085015|XP_017036948.1|DKIK
OG0005598	LOC119563284|XP_037732538.1|DSUP	LOC108073479|XP_017020622.1|DKIK
OG0005599	LOC119552003|XP_037717655.1|DSUP	LOC108072975|XP_017019899.1|DKIK
OG0005600	LOC119561100|XP_037730922.1|DSUP	LOC108081256|XP_017031837.1|DKIK
OG0005601	LOC119556747|XP_037725096.1|DSUP	LOC108083546|XP_017034880.1|DKIK
OG0005602	LOC119555833|XP_037723391.1|DSUP	LOC108085893|XP_017038147.1|DKIK
OG0005603	LOC119549963|XP_037714283.1|DSUP	LOC108073111|XP_017020094.1|DKIK
OG0005604	LOC119549400|XP_037713383.1|DSUP	LOC108073119|XP_017020101.1|DKIK
OG0005605	LOC119549427|XP_037713437.1|DSUP	LOC108082503|XP_017033420.1|DKIK
OG0005606	LOC119547377|XP_037710129.1|DSUP	LOC108082207|XP_017033028.1|DKIK
OG0005607	LOC119563366|XP_037732648.1|DSUP	LOC108085666|XP_017037845.1|DKIK
OG0005608	LOC119551932|XP_037717515.1|DSUP	LOC108077729|XP_017026673.1|DKIK
OG0005609	LOC119553244|XP_037719445.1|DSUP	LOC108079767|XP_017029679.1|DKIK
OG0005610	LOC119552558|XP_037718106.1|DSUP	LOC108071956|XP_017018414.1|DKIK
OG0005611	LOC119552870|XP_037718696.1|DSUP	LOC108073927|XP_017021213.1|DKIK
OG0005612	LOC119553382|XP_037719667.1|DSUP	LOC108085630|XP_017037801.1|DKIK
OG0005613	LOC119563089|XP_037732248.1|DSUP	LOC108070645|XP_017016702.1|DKIK
OG0005614	LOC119561004|XP_037730748.1|DSUP	LOC108075555|XP_017023552.1|DKIK
OG0005615	LOC119546203|XP_037708262.1|DSUP	LOC108084985|XP_017036898.1|DKIK
OG0005616	LOC119563216|XP_037732441.1|DSUP	LOC108084232|XP_017035845.1|DKIK
OG0005617	LOC119559941|XP_037729081.1|DSUP	LOC108081187|XP_017031734.1|DKIK
OG0005618	LOC119549548|XP_037713626.1|DSUP	LOC108072880|XP_017019688.1|DKIK
OG0005619	LOC119563349|XP_037732623.1|DSUP	LOC108083941|XP_017035436.1|DKIK
OG0005620	LOC119558242|XP_037727494.1|DSUP	LOC108079236|XP_017029008.1|DKIK
OG0005621	LOC119557303|XP_037725941.1|DSUP	LOC108080546|XP_017030837.1|DKIK
OG0005622	LOC119557956|XP_037726920.1|DSUP	LOC108079386|XP_017029198.1|DKIK
OG0005623	LOC119556445|XP_037724611.1|DSUP	LOC108085764|XP_017037997.1|DKIK
OG0005624	LOC119559992|XP_037729184.1|DSUP	LOC108081153|XP_017031681.1|DKIK
OG0005625	LOC119545742|XP_037707493.1|DSUP	LOC108081070|XP_017031540.1|DKIK
OG0005626	LOC119557967|XP_037726940.1|DSUP	LOC108079444|XP_017029267.1|DKIK
OG0005627	LOC119563449|XP_037732771.1|DSUP	LOC108084143|XP_017035677.1|DKIK
OG0005628	LOC119555651|XP_037723157.1|DSUP	LOC108081064|XP_017031532.1|DKIK
OG0005629	LOC119552116|XP_037717830.1|DSUP	LOC108078275|XP_017027516.1|DKIK
OG0005630	LOC119549623|XP_037713728.1|DSUP	LOC108073005|XP_017019950.1|DKIK
OG0005631	LOC119557291|XP_037725910.1|DSUP	LOC108084493|XP_017036219.1|DKIK
OG0005632	LOC119558173|XP_037727367.1|DSUP	LOC108080541|XP_017030833.1|DKIK
OG0005633	LOC119563528|XP_037732925.1|DSUP	LOC108084357|XP_017036011.1|DKIK
OG0005634	LOC119547756|XP_037710691.1|DSUP	LOC108075560|XP_017023560.1|DKIK
OG0005635	LOC119547996|XP_037710981.1|DSUP	LOC108077278|XP_017026040.1|DKIK
OG0005636	LOC119560503|XP_037729902.1|DSUP	LOC108081212|XP_017031775.1|DKIK
OG0005637	LOC119560331|XP_037729649.1|DSUP	LOC108083216|XP_017034414.1|DKIK
OG0005638	LOC119551018|XP_037716000.1|DSUP	LOC108076718|XP_017025173.1|DKIK
OG0005639	LOC119549922|XP_037714180.1|DSUP	LOC108078214|XP_017027390.1|DKIK
OG0005640	LOC119545678|XP_037707347.1|DSUP	LOC108072038|XP_017018510.1|DKIK
OG0005641	LOC119557054|XP_037725530.1|DSUP	LOC108085965|XP_017038252.1|DKIK
OG0005642	LOC119559804|XP_037728815.1|DSUP	LOC108075616|XP_017023637.1|DKIK
OG0005643	LOC119552992|XP_037718938.1|DSUP	LOC108079720|XP_017029618.1|DKIK
OG0005644	LOC119553096|XP_037719180.1|DSUP	LOC108078858|XP_017028451.1|DKIK
OG0005645	LOC119557941|XP_037726881.1|DSUP	LOC108082940|XP_017034036.1|DKIK
OG0005646	LOC119556603|XP_037724843.1|DSUP	LOC108074939|XP_017022660.1|DKIK
OG0005647	LOC119562599|XP_037731759.1|DSUP	LOC108082868|XP_017033935.1|DKIK
OG0005648	LOC119552659|XP_037718293.1|DSUP	LOC108083089|XP_017034225.1|DKIK
OG0005649	LOC119560766|XP_037730316.1|DSUP	LOC108080830|XP_017031223.1|DKIK
OG0005650	LOC119560172|XP_037729460.1|DSUP	LOC108080821|XP_017031212.1|DKIK
OG0005651	LOC119556954|XP_037725389.1|DSUP	LOC108075605|XP_017023629.1|DKIK
OG0005652	LOC119563536|XP_037732946.1|DSUP	LOC108083970|XP_017035466.1|DKIK
OG0005653	LOC119546785|XP_037709270.1|DSUP	LOC108076890|XP_017025410.1|DKIK
OG0005654	LOC119560602|XP_037730058.1|DSUP	LOC108080771|XP_017031123.1|DKIK
OG0005655	LOC119551719|XP_037717152.1|DSUP	LOC108084177|XP_017035754.1|DKIK
OG0005656	LOC119550913|XP_037715838.1|DSUP	LOC108084153|XP_017035698.1|DKIK
OG0005657	LOC119545685|XP_037707353.1|DSUP	LOC108073215|XP_017020232.1|DKIK
OG0005658	LOC119560613|XP_037730077.1|DSUP	LOC108081777|XP_017032482.1|DKIK
OG0005659	LOC119550180|XP_037714649.1|DSUP	LOC108081211|XP_017031774.1|DKIK
OG0005660	LOC119554574|XP_037721482.1|DSUP	LOC108071524|XP_017017782.1|DKIK
OG0005661	LOC119563393|XP_037732679.1|DSUP	LOC108073202|XP_017020207.1|DKIK
OG0005662	LOC119563351|XP_037732627.1|DSUP	LOC108072028|XP_017018498.1|DKIK
OG0005663	LOC119557812|XP_037726676.1|DSUP	LOC108080235|XP_017030380.1|DKIK
OG0005664	LOC119562096|XP_037731323.1|DSUP	LOC108083749|XP_017035154.1|DKIK
OG0005665	LOC119552640|XP_037718262.1|DSUP	LOC108072164|XP_017018700.1|DKIK
OG0005666	LOC119556119|XP_037723928.1|DSUP	LOC108074156|XP_017021550.1|DKIK
OG0005667	LOC119557548|XP_037726253.1|DSUP	LOC108079886|XP_017029895.1|DKIK
OG0005668	LOC119555312|XP_037722562.1|DSUP	LOC108083125|XP_017034288.1|DKIK
OG0005669	LOC119548067|XP_037711081.1|DSUP	LOC108079608|XP_017029459.1|DKIK
OG0005670	LOC119562339|XP_037731435.1|DSUP	LOC108072181|XP_017018725.1|DKIK
OG0005671	LOC119559902|XP_037728995.1|DSUP	LOC108084314|XP_017035967.1|DKIK
OG0005672	LOC119546789|XP_037709275.1|DSUP	LOC108077311|XP_017026088.1|DKIK
OG0005673	LOC119553944|XP_037720565.1|DSUP	LOC108075183|XP_017023005.1|DKIK
OG0005674	LOC119553021|XP_037719005.1|DSUP	LOC108080905|XP_017031299.1|DKIK
OG0005675	LOC119563044|XP_037732177.1|DSUP	LOC108081228|XP_017031793.1|DKIK
OG0005676	LOC119553340|XP_037719603.1|DSUP	LOC108078891|XP_017028511.1|DKIK
OG0005677	LOC119551277|XP_037716470.1|DSUP	LOC108076501|XP_017024883.1|DKIK
OG0005678	LOC119557564|XP_037726280.1|DSUP	LOC108072106|XP_017018615.1|DKIK
OG0005679	LOC119549676|XP_037713812.1|DSUP	LOC108077506|XP_017026333.1|DKIK
OG0005680	LOC119546507|XP_037708756.1|DSUP	LOC108079628|XP_017029499.1|DKIK
OG0005681	LOC119561747|XP_037731158.1|DSUP	LOC108084272|XP_017035917.1|DKIK
OG0005682	LOC119561740|XP_037731151.1|DSUP	LOC108084271|XP_017035915.1|DKIK
OG0005683	LOC119556455|XP_037724623.1|DSUP	LOC108079371|XP_017029172.1|DKIK
OG0005684	LOC119552559|XP_037718108.1|DSUP	LOC108071974|XP_017018439.1|DKIK
OG0005685	LOC119557419|XP_037726096.1|DSUP	LOC108080027|XP_017030093.1|DKIK
OG0005686	LOC119563119|XP_037732292.1|DSUP	LOC108075664|XP_017023702.1|DKIK
OG0005687	LOC119554904|XP_037721934.1|DSUP	LOC108085505|XP_017037616.1|DKIK
OG0005688	LOC119550138|XP_037714569.1|DSUP	LOC108078490|XP_017027861.1|DKIK
OG0005689	LOC119556332|XP_037724351.1|DSUP	LOC108079330|XP_017029120.1|DKIK
OG0005690	LOC119562866|XP_037731908.1|DSUP	LOC108084547|XP_017036284.1|DKIK
OG0005691	LOC119545784|XP_037707583.1|DSUP	LOC108073250|XP_017020295.1|DKIK
OG0005692	LOC119547368|XP_037710117.1|DSUP	LOC108074315|XP_017021800.1|DKIK
OG0005693	LOC119553551|XP_037719919.1|DSUP	LOC108086009|XP_017038310.1|DKIK
OG0005694	LOC119560329|XP_037729647.1|DSUP	LOC108083943|XP_017035437.1|DKIK
OG0005695	LOC119563531|XP_037732930.1|DSUP	LOC108084364|XP_017036026.1|DKIK
OG0005696	LOC119563532|XP_037732932.1|DSUP	LOC108084365|XP_017036028.1|DKIK
OG0005697	LOC119563527|XP_037732924.1|DSUP	LOC108084356|XP_017036010.1|DKIK
OG0005698	LOC119552132|XP_037717849.1|DSUP	LOC108078081|XP_017027158.1|DKIK
OG0005699	LOC119550031|XP_037714391.1|DSUP	LOC108072157|XP_017018690.1|DKIK
OG0005700	LOC119556363|XP_037724453.1|DSUP	LOC108084668|XP_017036480.1|DKIK
OG0005701	LOC119548661|XP_037712008.1|DSUP	LOC108074447|XP_017021977.1|DKIK
OG0005702	LOC119556480|XP_037724661.1|DSUP	LOC108083782|XP_017035197.1|DKIK
OG0005703	LOC119549060|XP_037712692.1|DSUP	LOC108078286|XP_017027544.1|DKIK
OG0005704	LOC119556102|XP_037723899.1|DSUP	LOC108083447|XP_017034700.1|DKIK
OG0005705	LOC119555105|XP_037722252.1|DSUP	LOC108078631|XP_017028044.1|DKIK
OG0005706	LOC119556674|XP_037724969.1|DSUP	LOC108081063|XP_017031531.1|DKIK
OG0005707	LOC119558349|XP_037727766.1|DSUP	LOC108083899|XP_017035383.1|DKIK
OG0005708	LOC119558142|XP_037727302.1|DSUP	LOC108080337|XP_017030525.1|DKIK
OG0005709	LOC119563446|XP_037732768.1|DSUP	LOC108070649|XP_017016707.1|DKIK
OG0005710	LOC119552952|XP_037718865.1|DSUP	LOC108084815|XP_017036664.1|DKIK
OG0005711	LOC119553330|XP_037719589.1|DSUP	LOC108073922|XP_017021208.1|DKIK
OG0005712	LOC119547521|XP_037710343.1|DSUP	LOC108077211|XP_017025950.1|DKIK
OG0005713	LOC119552665|XP_037718305.1|DSUP	LOC108085841|XP_017038087.1|DKIK
OG0005714	LOC119554838|XP_037721844.1|DSUP	LOC108073450|XP_017020564.1|DKIK
OG0005715	LOC119547734|XP_037710651.1|DSUP	LOC108075558|XP_017023556.1|DKIK
OG0005716	LOC119560013|XP_037729224.1|DSUP	LOC108083181|XP_017034365.1|DKIK
OG0005717	LOC119560390|XP_037729743.1|DSUP	LOC108084344|XP_017035995.1|DKIK
OG0005718	LOC119560633|XP_037730112.1|DSUP	LOC108075607|XP_017023630.1|DKIK
OG0005719	LOC119548760|XP_037712231.1|DSUP	LOC108078832|XP_017028415.1|DKIK
OG0005720	LOC119563435|XP_037732749.1|DSUP	LOC108084817|XP_017036666.1|DKIK
OG0005721	LOC119562256|XP_037731362.1|DSUP	LOC108078871|XP_017028478.1|DKIK
OG0005722	LOC119560745|XP_037730287.1|DSUP	LOC108085458|XP_017037560.1|DKIK
OG0005723	LOC119560037|XP_037729266.1|DSUP	LOC108075401|XP_017023311.1|DKIK
OG0005724	LOC119550023|XP_037714375.1|DSUP	LOC108084151|XP_017035697.1|DKIK
OG0005725	LOC119563222|XP_037732451.1|DSUP	LOC108075650|XP_017023685.1|DKIK
OG0005726	LOC119556557|XP_037724776.1|DSUP	LOC108077877|XP_017026905.1|DKIK
OG0005727	LOC119560015|XP_037729227.1|DSUP	LOC108081138|XP_017031649.1|DKIK
OG0005728	LOC119556838|XP_037725239.1|DSUP	LOC108073244|XP_017020286.1|DKIK
OG0005729	LOC119548704|XP_037712099.1|DSUP	LOC108073236|XP_017020274.1|DKIK
OG0005730	LOC119545683|XP_037707350.1|DSUP	LOC108081254|XP_017031833.1|DKIK
OG0005731	LOC119545682|XP_037707349.1|DSUP	LOC108081252|XP_017031832.1|DKIK
OG0005732	LOC119557533|XP_037726236.1|DSUP	LOC108085635|XP_017037810.1|DKIK
OG0005733	LOC119557509|XP_037726213.1|DSUP	LOC108085634|XP_017037807.1|DKIK
OG0005734	LOC119545673|XP_037707328.1|DSUP	LOC108083792|XP_017035208.1|DKIK, LOC108071316|XP_017017513.1|DKIK
OG0005735	LOC119560539|XP_037729955.1|DSUP	LOC108080816|XP_017031207.1|DKIK
OG0005736	LOC119559896|XP_037728982.1|DSUP	LOC108085418|XP_017037478.1|DKIK
OG0005737	LOC119550013|XP_037714368.1|DSUP	LOC108083202|XP_017034395.1|DKIK
OG0005738	LOC119562872|XP_037731914.1|DSUP	LOC108075639|XP_017023672.1|DKIK
OG0005739	LOC119548222|XP_037711289.1|DSUP	LOC108072109|XP_017018620.1|DKIK
OG0005740	LOC119546819|XP_037709337.1|DSUP	LOC108070689|XP_017016760.1|DKIK
OG0005741	LOC119560764|XP_037730314.1|DSUP	LOC108073227|XP_017020253.1|DKIK
OG0005742	LOC119563494|XP_037732858.1|DSUP	LOC108083219|XP_017034418.1|DKIK
OG0005743	LOC119561101|XP_037730923.1|DSUP	LOC108075499|XP_017023450.1|DKIK
OG0005744	LOC119545823|XP_037707649.1|DSUP	LOC108072080|XP_017018580.1|DKIK
OG0005745	LOC119560923|XP_037730557.1|DSUP	LOC108075512|XP_017023478.1|DKIK
OG0005746	LOC119560074|XP_037729308.1|DSUP	LOC108075424|XP_017023338.1|DKIK
OG0005747	LOC119560750|XP_037730295.1|DSUP	LOC108075638|XP_017023671.1|DKIK
OG0005748	LOC119553263|XP_037719485.1|DSUP	LOC108084885|XP_017036770.1|DKIK
OG0005749	LOC119556220|XP_037724132.1|DSUP	LOC108083473|XP_017034750.1|DKIK
OG0005750	LOC119560594|XP_037730047.1|DSUP	LOC108085444|XP_017037542.1|DKIK
OG0005751	LOC119554643|XP_037721571.1|DSUP	LOC108079892|XP_017029908.1|DKIK
OG0005752	LOC119552059|XP_037717748.1|DSUP	LOC108078167|XP_017027312.1|DKIK
OG0005753	LOC119548871|XP_037712429.1|DSUP	LOC108077097|XP_017025768.1|DKIK
OG0005754	LOC119551990|XP_037717639.1|DSUP	LOC108076545|XP_017024945.1|DKIK
OG0005755	LOC119549518|XP_037713559.1|DSUP	LOC108072196|XP_017018744.1|DKIK
OG0005756	LOC119563395|XP_037732681.1|DSUP	LOC108073206|XP_017020215.1|DKIK
OG0005757	LOC119560213|XP_037729501.1|DSUP	LOC108075500|XP_017023451.1|DKIK
OG0005758	LOC119560119|XP_037729397.1|DSUP	LOC108084343|XP_017035994.1|DKIK
OG0005759	LOC119561107|XP_037730936.1|DSUP	LOC108075540|XP_017023530.1|DKIK
OG0005760	LOC119550710|XP_037715521.1|DSUP	LOC108084146|XP_017035680.1|DKIK
OG0005761	LOC119559746|XP_037728733.1|DSUP	LOC108077106|XP_017025832.1|DKIK
OG0005762	LOC119559899|XP_037728988.1|DSUP	LOC108084862|XP_017036736.1|DKIK
OG0005763	LOC119550730|XP_037715561.1|DSUP	LOC108076478|XP_017024856.1|DKIK
OG0005764	LOC119559894|XP_037728979.1|DSUP	LOC108073231|XP_017020268.1|DKIK
OG0005765	LOC119559890|XP_037728956.1|DSUP	LOC108073229|XP_017020257.1|DKIK
OG0005766	LOC119553866|XP_037720450.1|DSUP	LOC108084857|XP_017036726.1|DKIK
OG0005767	LOC119547772|XP_037710715.1|DSUP	LOC108072968|XP_017019894.1|DKIK
OG0005768	LOC119558027|XP_037727085.1|DSUP	LOC108083594|XP_017034946.1|DKIK
OG0005770	LOC119561889|XP_037731289.1|DSUP	LOC108081026|XP_017031477.1|DKIK
OG0005771	LOC119545664|XP_037707318.1|DSUP	LOC108073389|XP_017020462.1|DKIK
OG0005772	LOC119560130|XP_037729409.1|DSUP	LOC108085052|XP_017037001.1|DKIK
OG0005773	LOC119556283|XP_037724267.1|DSUP	LOC108081101|XP_017031586.1|DKIK
OG0005774	LOC119563001|XP_037732116.1|DSUP	LOC108085689|XP_017037885.1|DKIK
OG0005775	LOC119554613|XP_037721535.1|DSUP	LOC108073938|XP_017021235.1|DKIK
OG0005776	LOC119554859|XP_037721867.1|DSUP	LOC108072786|XP_017019557.1|DKIK
OG0005777	LOC119548274|XP_037711353.1|DSUP	LOC108074841|XP_017022538.1|DKIK
OG0005778	LOC119562914|XP_037731986.1|DSUP	LOC108085422|XP_017037486.1|DKIK
OG0005779	LOC119546537|XP_037708811.1|DSUP	LOC108081119|XP_017031614.1|DKIK
OG0005780	LOC119553771|XP_037720305.1|DSUP	LOC108073970|XP_017021302.1|DKIK
OG0005781	LOC119552865|XP_037718681.1|DSUP	LOC108083034|XP_017034152.1|DKIK
OG0005782	LOC119555314|XP_037722567.1|DSUP	LOC108083107|XP_017034254.1|DKIK
OG0005783	LOC119551316|XP_037716539.1|DSUP	LOC108078550|XP_017027955.1|DKIK
OG0005784	LOC119562930|XP_037732008.1|DSUP	LOC108077842|XP_017026858.1|DKIK
OG0005785	LOC119558334|XP_037727718.1|DSUP	LOC108077806|XP_017026810.1|DKIK
OG0005786	LOC119553389|XP_037719679.1|DSUP	LOC108085632|XP_017037802.1|DKIK
OG0005787	LOC119560603|XP_037730059.1|DSUP	LOC108080772|XP_017031124.1|DKIK
OG0005788	LOC119550261|XP_037714767.1|DSUP	LOC108074741|XP_017022402.1|DKIK
OG0005789	LOC119559045|XP_037728101.1|DSUP	LOC108072911|XP_017019730.1|DKIK
OG0005790	LOC119545662|XP_037707317.1|DSUP	LOC108073387|XP_017020461.1|DKIK
OG0005791	LOC119559925|XP_037729060.1|DSUP	LOC108084253|XP_017035883.1|DKIK
OG0005792	LOC119559939|XP_037729080.1|DSUP	LOC108084254|XP_017035885.1|DKIK
OG0005793	LOC119563297|XP_037732552.1|DSUP	LOC108081244|XP_017031812.1|DKIK
OG0005794	LOC119552114|XP_037717828.1|DSUP	LOC108078274|XP_017027515.1|DKIK
OG0005795	LOC119555161|XP_037722322.1|DSUP	LOC108070681|XP_017016743.1|DKIK
OG0005796	LOC119554181|XP_037720901.1|DSUP	LOC108073984|XP_017021324.1|DKIK
OG0005797	LOC119554111|XP_037720805.1|DSUP	LOC108078744|XP_017028257.1|DKIK
OG0005798	LOC119545689|XP_037707359.1|DSUP	LOC108073219|XP_017020238.1|DKIK
OG0005799	LOC119560852|XP_037730440.1|DSUP	LOC108077696|XP_017026622.1|DKIK
OG0005800	LOC119560513|XP_037729916.1|DSUP	LOC108077833|XP_017026848.1|DKIK
OG0005801	LOC119560512|XP_037729915.1|DSUP	LOC108077832|XP_017026847.1|DKIK
OG0005802	LOC119563190|XP_037732404.1|DSUP	LOC108081047|XP_017031506.1|DKIK
OG0005803	LOC119563486|XP_037732841.1|DSUP	LOC108073209|XP_017020219.1|DKIK
OG0005804	LOC119563280|XP_037732531.1|DSUP	LOC108084813|XP_017036661.1|DKIK
OG0005805	LOC119549910|XP_037714158.1|DSUP	LOC108070881|XP_017017014.1|DKIK
OG0005806	LOC119552777|XP_037718521.1|DSUP	LOC108073166|XP_017020162.1|DKIK
OG0005807	LOC119563426|XP_037732739.1|DSUP	LOC108073185|XP_017020183.1|DKIK
OG0005808	LOC119558237|XP_037727488.1|DSUP	LOC108079185|XP_017028925.1|DKIK
OG0005809	LOC119552627|XP_037718227.1|DSUP	LOC108079757|XP_017029668.1|DKIK
OG0005810	LOC119560855|XP_037730447.1|DSUP	LOC108077701|XP_017026628.1|DKIK
OG0005811	LOC119560856|XP_037730448.1|DSUP	LOC108077702|XP_017026630.1|DKIK
OG0005812	LOC119563321|XP_037732584.1|DSUP	LOC108073258|XP_017020305.1|DKIK
OG0005813	LOC119559903|XP_037728996.1|DSUP	LOC108084030|XP_017035532.1|DKIK
OG0005814	LOC119560740|XP_037730282.1|DSUP	LOC108085473|XP_017037579.1|DKIK
OG0005815	LOC119549269|XP_037713108.1|DSUP	LOC108076443|XP_017024800.1|DKIK
OG0005816	LOC119549564|XP_037713647.1|DSUP	LOC108084973|XP_017036882.1|DKIK
OG0005817	LOC119560129|XP_037729408.1|DSUP	LOC108084941|XP_017036828.1|DKIK
OG0005818	LOC119561189|XP_037730974.1|DSUP	LOC108077629|XP_017026530.1|DKIK
OG0005819	LOC119559949|XP_037729106.1|DSUP	LOC108081196|XP_017031751.1|DKIK
OG0005820	LOC119559950|XP_037729108.1|DSUP	LOC108081197|XP_017031752.1|DKIK
OG0005821	LOC119559956|XP_037729117.1|DSUP	LOC108081232|XP_017031800.1|DKIK
OG0005822	LOC119548344|XP_037711479.1|DSUP	LOC108077386|XP_017026168.1|DKIK
OG0005823	LOC119558064|XP_037727161.1|DSUP	LOC108079959|XP_017030009.1|DKIK
OG0005824	LOC119560921|XP_037730553.1|DSUP	LOC108075537|XP_017023523.1|DKIK
OG0005825	LOC119553338|XP_037719602.1|DSUP	LOC108074020|XP_017021376.1|DKIK
OG0005826	LOC119559654|XP_037728629.1|DSUP	LOC108074062|XP_017021426.1|DKIK
OG0005827	LOC119553981|XP_037720619.1|DSUP	LOC108082666|XP_017033656.1|DKIK
OG0005828	LOC119553420|XP_037719725.1|DSUP	LOC108071645|XP_017017925.1|DKIK
OG0005829	LOC119552275|XP_037717996.1|DSUP	LOC108085454|XP_017037556.1|DKIK
OG0005830	LOC119552749|XP_037718465.1|DSUP	LOC108072712|XP_017019449.1|DKIK
OG0005831	LOC119554535|XP_037721416.1|DSUP	LOC108072654|XP_017019376.1|DKIK
OG0005832	LOC119553755|XP_037720287.1|DSUP	LOC108072784|XP_017019554.1|DKIK
OG0005833	LOC119554291|XP_037721076.1|DSUP	LOC108072722|XP_017019470.1|DKIK
OG0005834	LOC119554668|XP_037721597.1|DSUP	LOC108072634|XP_017019354.1|DKIK
OG0005835	LOC119553221|XP_037719408.1|DSUP	LOC108072819|XP_017019602.1|DKIK
OG0005836	LOC119554567|XP_037721465.1|DSUP	LOC108077535|XP_017026410.1|DKIK
OG0005837	LOC119547613|XP_037710468.1|DSUP	LOC108073238|XP_017020279.1|DKIK
OG0005838	LOC119563036|XP_037732165.1|DSUP	LOC108070717|XP_017016799.1|DKIK
OG0005839	LOC119546857|XP_037709385.1|DSUP	LOC108086251|XP_017038623.1|DKIK
OG0005840	LOC119563489|XP_037732852.1|DSUP	LOC108083211|XP_017034409.1|DKIK
OG0005841	LOC119559777|XP_037728783.1|DSUP	LOC108084049|XP_017035555.1|DKIK
OG0005842	LOC119557899|XP_037726833.1|DSUP	LOC108076011|XP_017024156.1|DKIK
OG0005843	LOC119554169|XP_037720886.1|DSUP	LOC108072742|XP_017019499.1|DKIK
OG0005844	LOC119554976|XP_037722033.1|DSUP	LOC108085520|XP_017037639.1|DKIK
OG0005845	LOC119560328|XP_037729641.1|DSUP	LOC108084346|XP_017035997.1|DKIK
OG0005846	LOC119551839|XP_037717342.1|DSUP	LOC108080971|XP_017031374.1|DKIK
OG0005847	LOC119545733|XP_037707482.1|DSUP	LOC108072135|XP_017018662.1|DKIK
OG0005848	LOC119557860|XP_037726784.1|DSUP	LOC108080525|XP_017030807.1|DKIK
OG0005849	LOC119558268|XP_037727548.1|DSUP	LOC108084441|XP_017036138.1|DKIK
OG0005850	LOC119557362|XP_037726031.1|DSUP	LOC108079144|XP_017028881.1|DKIK
OG0005851	LOC119547318|XP_037710045.1|DSUP	LOC108075921|XP_017024045.1|DKIK
OG0005852	LOC119548029|XP_037711035.1|DSUP	LOC108077725|XP_017026669.1|DKIK
OG0005853	LOC119556255|XP_037724228.1|DSUP	LOC108083472|XP_017034749.1|DKIK
OG0005854	LOC119560854|XP_037730446.1|DSUP	LOC108077700|XP_017026627.1|DKIK
OG0005855	LOC119557341|XP_037726004.1|DSUP	LOC108076115|XP_017024332.1|DKIK
OG0005856	LOC119558062|XP_037727141.1|DSUP	LOC108084465|XP_017036169.1|DKIK
OG0005857	LOC119561035|XP_037730790.1|DSUP	LOC108078246|XP_017027504.1|DKIK
OG0005858	LOC119563067|XP_037732209.1|DSUP	LOC108085652|XP_017037831.1|DKIK
OG0005859	LOC119548259|XP_037711332.1|DSUP	LOC108077458|XP_017026271.1|DKIK
OG0005860	LOC119561088|XP_037730887.1|DSUP	LOC108085438|XP_017037523.1|DKIK
OG0005861	LOC119546968|XP_037709546.1|DSUP	LOC108077655|XP_017026563.1|DKIK
OG0005862	LOC119551748|XP_037717198.1|DSUP	LOC108070780|XP_017016868.1|DKIK
OG0005863	LOC119551172|XP_037716298.1|DSUP	LOC108076301|XP_017024561.1|DKIK
OG0005864	LOC119563127|XP_037732303.1|DSUP	LOC108080973|XP_017031384.1|DKIK
OG0005865	LOC119551325|XP_037716551.1|DSUP	LOC108073221|XP_017020244.1|DKIK
OG0005866	LOC119551831|XP_037717327.1|DSUP	LOC108073149|XP_017020146.1|DKIK
OG0005867	LOC119546021|XP_037707962.1|DSUP	LOC108072586|XP_017019283.1|DKIK
OG0005868	LOC119551602|XP_037716934.1|DSUP	LOC108076316|XP_017024585.1|DKIK
OG0005869	LOC119557761|XP_037726584.1|DSUP	LOC108071236|XP_017017408.1|DKIK
OG0005870	LOC119556930|XP_037725349.1|DSUP	LOC108084595|XP_017036363.1|DKIK
