Orthogroup	DSUP.longest_only	AAEG.longest_only
OG0003400	LOC119546675|XP_037709068.1|DSUP	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC119559813|XP_037728826.1|DSUP	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC119560342|XP_037729662.1|DSUP	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC119549327|XP_037713234.1|DSUP	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC119560531|XP_037729947.1|DSUP	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC119551798|XP_037717274.1|DSUP	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC119563174|XP_037732371.1|DSUP	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC119554715|XP_037721660.1|DSUP	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC119560914|XP_037730544.1|DSUP	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC119560350|XP_037729679.1|DSUP	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC119560187|XP_037729477.1|DSUP	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC119545714|XP_037707456.1|DSUP	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC119545649|XP_037707305.1|DSUP	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC119560715|XP_037730254.1|DSUP	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC119552524|XP_037718071.1|DSUP	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC119557708|XP_037726516.1|DSUP	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC119560784|XP_037730340.1|DSUP	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC119561764|XP_037731176.1|DSUP	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC119560128|XP_037729407.1|DSUP	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC119559991|XP_037729183.1|DSUP	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC119559767|XP_037728770.1|DSUP	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC119556726|XP_037725057.1|DSUP	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC119550170|XP_037714636.1|DSUP	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC119549396|XP_037713379.1|DSUP	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC119545849|XP_037707747.1|DSUP	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC119560035|XP_037729263.1|DSUP	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC119560396|XP_037729752.1|DSUP	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC119560824|XP_037730398.1|DSUP	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC119553260|XP_037719477.1|DSUP	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC119550425|XP_037715020.1|DSUP	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC119555453|XP_037723194.1|DSUP	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC119561016|XP_037730765.1|DSUP	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC119563207|XP_037732431.1|DSUP	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC119562883|XP_037731925.1|DSUP	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC119556081|XP_037723861.1|DSUP	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC119545727|XP_037707473.1|DSUP	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC119559995|XP_037729191.1|DSUP	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC119559994|XP_037729189.1|DSUP	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC119560294|XP_037729592.1|DSUP	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC119563378|XP_037732657.1|DSUP	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC119560289|XP_037729594.1|DSUP	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC119547443|XP_037710232.1|DSUP	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC119551528|XP_037716846.1|DSUP	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC119553057|XP_037719101.1|DSUP	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC119553199|XP_037719379.1|DSUP	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC119557811|XP_037726675.1|DSUP	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC119556564|XP_037724787.1|DSUP	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC119563427|XP_037732782.1|DSUP	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC119561119|XP_037730968.1|DSUP	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC119563337|XP_037732612.1|DSUP, LOC119559284|XP_037728288.1|DSUP	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC119556052|XP_037723784.1|DSUP	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC119560260|XP_037729553.1|DSUP	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC119560635|XP_037730115.1|DSUP	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC119553588|XP_037719966.1|DSUP	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC119545955|XP_037707844.1|DSUP	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC119562138|XP_037731327.1|DSUP	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC119549453|XP_037713477.1|DSUP	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC119560495|XP_037729894.1|DSUP	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC119563158|XP_037732345.1|DSUP	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC119553478|XP_037719819.1|DSUP	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC119549459|XP_037713492.1|DSUP	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC119560768|XP_037730319.1|DSUP	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC119553544|XP_037719911.1|DSUP	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC119559799|XP_037728810.1|DSUP	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC119559421|XP_037728447.1|DSUP	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC119563341|XP_037732617.1|DSUP, LOC119559288|XP_037728293.1|DSUP	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC119561553|XP_037731127.1|DSUP	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC119549337|XP_037713250.1|DSUP	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC119563153|XP_037732340.1|DSUP	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC119563421|XP_037732722.1|DSUP	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC119560494|XP_037729892.1|DSUP	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC119548776|XP_037712249.1|DSUP	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC119546245|XP_037708324.1|DSUP	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC119547647|XP_037710516.1|DSUP	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC119561082|XP_037730874.1|DSUP	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC119559681|XP_037728722.1|DSUP	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC119561360|XP_037732133.1|DSUP	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC119559852|XP_037728885.1|DSUP	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC119560073|XP_037729307.1|DSUP	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC119560243|XP_037729537.1|DSUP	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC119560405|XP_037729766.1|DSUP	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC119560472|XP_037729860.1|DSUP	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC119560044|XP_037729274.1|DSUP	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC119561019|XP_037730770.1|DSUP	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC119560011|XP_037729221.1|DSUP	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC119552061|XP_037717754.1|DSUP	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC119563436|XP_037732750.1|DSUP	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC119552789|XP_037718548.1|DSUP	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC119549021|XP_037712622.1|DSUP	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC119548378|XP_037711528.1|DSUP	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC119559868|XP_037728905.1|DSUP	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC119563265|XP_037732509.1|DSUP	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC119546567|XP_037708880.1|DSUP	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC119560757|XP_037730304.1|DSUP	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC119559879|XP_037728943.1|DSUP	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC119547664|XP_037710542.1|DSUP	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC119560747|XP_037730292.1|DSUP	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC119563176|XP_037732373.1|DSUP	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC119553231|XP_037719428.1|DSUP	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC119556760|XP_037725114.1|DSUP	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC119546948|XP_037709516.1|DSUP	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC119560889|XP_037730511.1|DSUP	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC119560810|XP_037730374.1|DSUP	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC119548616|XP_037711917.1|DSUP	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC119548688|XP_037712076.1|DSUP	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC119560542|XP_037729975.1|DSUP	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC119561037|XP_037730792.1|DSUP	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC119550788|XP_037715651.1|DSUP	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC119553942|XP_037720561.1|DSUP	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC119559915|XP_037729020.1|DSUP	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC119545829|XP_037707662.1|DSUP	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC119563168|XP_037732358.1|DSUP	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC119563261|XP_037732503.1|DSUP	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC119545772|XP_037707550.1|DSUP	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC119563260|XP_037732502.1|DSUP, LOC119559275|XP_037728271.1|DSUP	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC119551380|XP_037716630.1|DSUP	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC119560319|XP_037729625.1|DSUP	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC119555641|XP_037723105.1|DSUP	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC119560060|XP_037729295.1|DSUP	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC119553017|XP_037718991.1|DSUP	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC119552886|XP_037718720.1|DSUP	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC119552978|XP_037718922.1|DSUP	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC119551849|XP_037717351.1|DSUP	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC119548128|XP_037711152.1|DSUP	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC119557337|XP_037726002.1|DSUP	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC119550595|XP_037715327.1|DSUP	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC119563098|XP_037732261.1|DSUP	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC119552070|XP_037717766.1|DSUP	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC119546822|XP_037709342.1|DSUP	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC119552732|XP_037718418.1|DSUP	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC119555250|XP_037722473.1|DSUP	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC119553397|XP_037719689.1|DSUP	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC119553917|XP_037720524.1|DSUP	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC119555614|XP_037723059.1|DSUP	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC119555721|XP_037723343.1|DSUP	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC119551635|XP_037716987.1|DSUP	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC119550125|XP_037714538.1|DSUP	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC119549806|XP_037714002.1|DSUP	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC119549319|XP_037713222.1|DSUP	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC119553560|XP_037719932.1|DSUP	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC119558892|XP_037728029.1|DSUP	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC119552172|XP_037717929.1|DSUP	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC119558133|XP_037727294.1|DSUP	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC119554459|XP_037721298.1|DSUP	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC119554046|XP_037720711.1|DSUP	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC119554112|XP_037720806.1|DSUP	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC119550832|XP_037715708.1|DSUP, LOC119558816|XP_037728014.1|DSUP	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC119549871|XP_037714097.1|DSUP	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC119550676|XP_037715463.1|DSUP	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC119550404|XP_037714989.1|DSUP	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC119550112|XP_037714521.1|DSUP	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC119550965|XP_037715926.1|DSUP	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC119550243|XP_037714741.1|DSUP	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC119555683|XP_037723234.1|DSUP	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC119554300|XP_037721086.1|DSUP	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC119552583|XP_037718142.1|DSUP	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC119552737|XP_037718431.1|DSUP	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC119555597|XP_037723016.1|DSUP	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC119552942|XP_037718824.1|DSUP	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC119554861|XP_037721871.1|DSUP	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC119550156|XP_037714595.1|DSUP	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC119550686|XP_037715477.1|DSUP	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC119560554|XP_037729994.1|DSUP	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC119552685|XP_037718333.1|DSUP	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC119554051|XP_037720718.1|DSUP	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC119560811|XP_037730376.1|DSUP	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC119550349|XP_037714897.1|DSUP	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC119549087|XP_037712737.1|DSUP	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC119553429|XP_037719740.1|DSUP	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC119551683|XP_037717071.1|DSUP	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC119553647|XP_037720058.1|DSUP	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC119549373|XP_037713336.1|DSUP	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC119551542|XP_037716860.1|DSUP	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC119553454|XP_037719784.1|DSUP	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC119554851|XP_037721859.1|DSUP	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC119554397|XP_037721210.1|DSUP	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC119552834|XP_037718618.1|DSUP	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC119553000|XP_037718949.1|DSUP	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC119549571|XP_037713652.1|DSUP	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC119550019|XP_037714371.1|DSUP	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC119555647|XP_037723133.1|DSUP	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC119553201|XP_037719381.1|DSUP	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC119549107|XP_037712774.1|DSUP	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC119550033|XP_037714388.1|DSUP	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC119554162|XP_037720879.1|DSUP	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC119563093|XP_037732256.1|DSUP	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC119548531|XP_037711754.1|DSUP	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC119560730|XP_037730272.1|DSUP	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC119551379|XP_037716629.1|DSUP	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC119553945|XP_037720566.1|DSUP	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC119553384|XP_037719668.1|DSUP	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC119553799|XP_037720339.1|DSUP	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC119553009|XP_037718968.1|DSUP	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC119555010|XP_037722081.1|DSUP	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC119551331|XP_037716558.1|DSUP	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC119551416|XP_037716684.1|DSUP	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC119551629|XP_037716981.1|DSUP	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC119554699|XP_037721630.1|DSUP	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC119546364|XP_037708521.1|DSUP	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC119553659|XP_037720078.1|DSUP	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC119550635|XP_037715399.1|DSUP	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC119552030|XP_037717698.1|DSUP	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC119553774|XP_037720309.1|DSUP	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC119547000|XP_037709594.1|DSUP	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC119563064|XP_037732206.1|DSUP	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC119552199|XP_037717985.1|DSUP	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC119550976|XP_037715938.1|DSUP	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC119554964|XP_037722018.1|DSUP	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC119550844|XP_037715739.1|DSUP	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC119553663|XP_037720102.1|DSUP	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC119553253|XP_037719458.1|DSUP	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC119550211|XP_037714694.1|DSUP	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC119549161|XP_037712876.1|DSUP	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC119551475|XP_037716765.1|DSUP	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC119552169|XP_037717921.1|DSUP	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC119550781|XP_037715641.1|DSUP	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC119551257|XP_037716437.1|DSUP	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC119551254|XP_037716429.1|DSUP	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC119551347|XP_037716592.1|DSUP	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC119550808|XP_037715674.1|DSUP	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC119555493|XP_037722834.1|DSUP	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC119555492|XP_037722829.1|DSUP	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC119549599|XP_037713689.1|DSUP	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC119550047|XP_037714429.1|DSUP	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC119551147|XP_037716266.1|DSUP	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC119550923|XP_037715868.1|DSUP	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC119552161|XP_037717908.1|DSUP	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC119550192|XP_037714662.1|DSUP	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC119549889|XP_037714124.1|DSUP	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC119553215|XP_037719400.1|DSUP	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC119554472|XP_037721316.1|DSUP	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC119551289|XP_037716491.1|DSUP	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC119554456|XP_037721296.1|DSUP	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC119554120|XP_037720817.1|DSUP	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC119550306|XP_037714833.1|DSUP	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC119551497|XP_037716791.1|DSUP	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC119553328|XP_037719587.1|DSUP	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC119547307|XP_037710033.1|DSUP	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC119549777|XP_037713965.1|DSUP	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC119550394|XP_037714972.1|DSUP	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC119550893|XP_037715809.1|DSUP	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC119549924|XP_037714188.1|DSUP	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC119550373|XP_037714947.1|DSUP	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC119553217|XP_037719403.1|DSUP	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC119554852|XP_037721860.1|DSUP	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC119554641|XP_037721568.1|DSUP	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC119546745|XP_037709171.1|DSUP	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC119563255|XP_037732497.1|DSUP	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC119556938|XP_037725358.1|DSUP	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC119562967|XP_037732070.1|DSUP	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC119553701|XP_037720189.1|DSUP	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC119553329|XP_037719588.1|DSUP	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC119555498|XP_037722842.1|DSUP	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC119546084|XP_037708089.1|DSUP	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC119553884|XP_037720471.1|DSUP	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC119552902|XP_037718755.1|DSUP	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC119561696|XP_037731138.1|DSUP	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC119554844|XP_037721848.1|DSUP	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC119555284|XP_037722514.1|DSUP	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC119552637|XP_037718256.1|DSUP	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC119555669|XP_037723204.1|DSUP	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC119555089|XP_037722234.1|DSUP	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC119553470|XP_037719801.1|DSUP	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC119551780|XP_037717237.1|DSUP	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC119549741|XP_037713910.1|DSUP	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC119555423|XP_037722714.1|DSUP	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC119559672|XP_037728657.1|DSUP	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC119550204|XP_037714681.1|DSUP	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC119550203|XP_037714680.1|DSUP	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC119549205|XP_037712967.1|DSUP, LOC119558804|XP_037727996.1|DSUP	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC119563301|XP_037732560.1|DSUP	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC119549801|XP_037713995.1|DSUP	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC119549887|XP_037714122.1|DSUP	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC119548980|XP_037712504.1|DSUP	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC119548978|XP_037712500.1|DSUP	LOC5567854|XP_021698257.1|AAEG
