Orthogroup	DSUP.longest_only	DMIR.longest_only
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR
OG0005203	LOC119550672|XP_037715454.1|DSUP	LOC108159216|XP_017147785.1|DMIR
OG0005204	LOC119546655|XP_037709038.1|DSUP	LOC108163631|XP_017154526.1|DMIR
OG0005205	LOC119547366|XP_037710113.1|DSUP	LOC108163930|XP_017154952.1|DMIR
OG0005206	LOC119550826|XP_037715698.1|DSUP	LOC108160120|XP_017149402.1|DMIR
OG0005207	LOC119552162|XP_037717910.1|DSUP	LOC108158730|XP_017146823.1|DMIR
OG0005208	LOC119550870|XP_037715778.1|DSUP	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR
OG0005209	LOC119545982|XP_037707889.1|DSUP	LOC108163559|XP_017154413.1|DMIR
OG0005210	LOC119545981|XP_037707886.1|DSUP	LOC108162485|XP_017152724.1|DMIR
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC108151363|XP_017135411.1|DMIR
OG0005212	LOC119549697|XP_037713848.1|DSUP	LOC108162583|XP_017152884.1|DMIR
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC108162406|XP_017152624.1|DMIR
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC108162609|XP_017152917.2|DMIR
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC108162983|XP_017153478.1|DMIR
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC108163223|XP_017153868.1|DMIR
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC108163456|XP_017154234.1|DMIR
OG0005218	LOC119547199|XP_037709867.1|DSUP	LOC108163701|XP_017154625.1|DMIR
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC108159084|XP_017147528.1|DMIR
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC108151642|XP_017135837.1|DMIR
OG0005221	LOC119548398|XP_037711554.1|DSUP	LOC108163074|XP_017153643.1|DMIR
OG0005222	LOC119546342|XP_037708477.1|DSUP	LOC108162105|XP_033248993.1|DMIR
OG0005223	LOC119546249|XP_037708330.1|DSUP	LOC108163725|XP_017154667.1|DMIR
OG0005224	LOC119548602|XP_037711887.1|DSUP	LOC108162447|XP_017152678.2|DMIR
OG0005225	LOC119547637|XP_037710505.1|DSUP	LOC108162648|XP_017152967.1|DMIR
OG0005226	LOC119545975|XP_037707874.1|DSUP	LOC108162698|XP_017153037.1|DMIR
OG0005227	LOC119547108|XP_037709746.1|DSUP	LOC108161894|XP_017151778.1|DMIR
OG0005228	LOC119548802|XP_037712307.1|DSUP	LOC108161890|XP_017151774.1|DMIR
OG0005229	LOC119546919|XP_037709477.1|DSUP	LOC108162101|XP_017152150.1|DMIR
OG0005230	LOC119546876|XP_037709411.1|DSUP	LOC108161626|XP_017151412.1|DMIR
OG0005231	LOC119546731|XP_037709149.1|DSUP	LOC108163534|XP_017154376.1|DMIR
OG0005232	LOC119546424|XP_037708619.1|DSUP	LOC108163035|XP_017153573.1|DMIR
OG0005233	LOC119546964|XP_037709538.1|DSUP	LOC108162493|XP_017152735.1|DMIR
OG0005234	LOC119547771|XP_037710711.1|DSUP	LOC108163942|XP_033249258.1|DMIR
OG0005235	LOC119546616|XP_037708981.1|DSUP	LOC108161737|XP_017151550.1|DMIR
OG0005236	LOC119547282|XP_037709993.1|DSUP	LOC108163398|XP_017154149.1|DMIR
OG0005237	LOC119547281|XP_037709992.1|DSUP	LOC108162829|XP_017153247.1|DMIR
OG0005238	LOC119547863|XP_037710823.1|DSUP	LOC108161495|XP_017151259.1|DMIR
OG0005239	LOC119548763|XP_037712232.1|DSUP	LOC108162069|XP_017152103.1|DMIR
OG0005240	LOC119548298|XP_037711393.1|DSUP	LOC108161609|XP_017151397.2|DMIR
OG0005241	LOC119546846|XP_037709369.1|DSUP	LOC108162830|XP_033248700.1|DMIR
OG0005242	LOC119547981|XP_037710964.1|DSUP	LOC108162927|XP_033249645.1|DMIR
OG0005243	LOC119546579|XP_037708911.1|DSUP	LOC108162098|XP_017152148.1|DMIR
OG0005244	LOC119561028|XP_037730781.1|DSUP	LOC108155653|XP_017142094.1|DMIR
OG0005245	LOC119559993|XP_037729187.1|DSUP	LOC108155031|XP_017141083.1|DMIR
OG0005246	LOC119546947|XP_037709515.1|DSUP	LOC108161818|XP_017151667.1|DMIR
OG0005247	LOC119549816|XP_037714022.1|DSUP	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR
OG0005248	LOC119558293|XP_037727615.1|DSUP	LOC108155150|XP_017141299.1|DMIR
OG0005249	LOC119563456|XP_037732787.1|DSUP	LOC108155612|XP_033245137.1|DMIR
OG0005250	LOC119548789|XP_037712289.1|DSUP	LOC108162369|XP_017152572.1|DMIR
OG0005251	LOC119546788|XP_037709273.1|DSUP	LOC108161319|XP_017151034.2|DMIR
OG0005252	LOC119548683|XP_037712055.1|DSUP	LOC108161923|XP_017151828.1|DMIR
OG0005253	LOC119546753|XP_037709211.1|DSUP	LOC108161796|XP_033248800.1|DMIR
OG0005254	LOC119546862|XP_037709392.1|DSUP	LOC108163449|XP_017154226.1|DMIR
OG0005255	LOC119548011|XP_037711008.1|DSUP	LOC108163448|XP_017154224.1|DMIR
OG0005256	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP	LOC117188833|XP_033249180.1|DMIR
OG0005257	LOC119548013|XP_037711010.1|DSUP	LOC108163850|XP_017154854.1|DMIR
OG0005258	LOC119547437|XP_037710226.1|DSUP	LOC108162547|XP_017152821.1|DMIR
OG0005259	LOC119546502|XP_037708746.1|DSUP	LOC108161673|XP_017151468.1|DMIR
OG0005260	LOC119546504|XP_037708749.1|DSUP	LOC108161680|XP_017151476.1|DMIR
OG0005261	LOC119547448|XP_037710237.1|DSUP	LOC108162738|XP_033248623.1|DMIR
OG0005262	LOC119547191|XP_037709855.1|DSUP	LOC108163589|XP_017154457.1|DMIR
OG0005263	LOC119548282|XP_037711375.1|DSUP	LOC108163900|XP_033250074.1|DMIR
OG0005264	LOC119563210|XP_037732434.1|DSUP	LOC108157446|XP_017144992.1|DMIR
OG0005265	LOC119546970|XP_037709544.1|DSUP	LOC108163055|XP_017153616.1|DMIR
OG0005266	LOC119546023|XP_037707964.1|DSUP	LOC108162569|XP_017152858.1|DMIR
OG0005267	LOC119546883|XP_037709425.1|DSUP	LOC108162286|XP_017152435.1|DMIR
OG0005268	LOC119547915|XP_037710881.1|DSUP	LOC108162281|XP_017152429.2|DMIR
OG0005269	LOC119546969|XP_037709542.1|DSUP	LOC108161723|XP_017151532.1|DMIR
OG0005270	LOC119547951|XP_037710928.1|DSUP	LOC117188734|XP_033248913.1|DMIR, LOC108163898|XP_017154906.1|DMIR
OG0005271	LOC119545927|XP_037707773.1|DSUP	LOC108162755|XP_017153124.1|DMIR
OG0005272	LOC119548202|XP_037711260.1|DSUP	LOC108163619|XP_017154506.1|DMIR
OG0005273	LOC119547379|XP_037710133.1|DSUP	LOC108163816|XP_017154796.1|DMIR
OG0005274	LOC119547310|XP_037710036.1|DSUP	LOC108161631|XP_017151420.1|DMIR
OG0005275	LOC119548677|XP_037712049.1|DSUP	LOC108162201|XP_017152301.2|DMIR
OG0005276	LOC119547236|XP_037709943.1|DSUP	LOC108164257|XP_017155386.1|DMIR
OG0005277	LOC119547232|XP_037709926.1|DSUP	LOC108162982|XP_017153477.1|DMIR
OG0005278	LOC119550462|XP_037715075.1|DSUP	LOC108158617|XP_033252552.1|DMIR, LOC117188170|XP_033247502.1|DMIR, LOC117191905|XP_033252551.1|DMIR
OG0005279	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP	LOC108162956|XP_017153444.1|DMIR
OG0005280	LOC119547201|XP_037709873.1|DSUP	LOC108163452|XP_017154229.1|DMIR
OG0005281	LOC119546792|XP_037709282.1|DSUP	LOC108164163|XP_017155259.2|DMIR
OG0005282	LOC119560049|XP_037729283.1|DSUP	LOC108156455|XP_017143406.1|DMIR
OG0005283	LOC119552137|XP_037717861.1|DSUP	LOC108154879|XP_017140809.1|DMIR
OG0005284	LOC119548808|XP_037712321.1|DSUP	LOC108161886|XP_033250023.1|DMIR
OG0005285	LOC119547374|XP_037710125.1|DSUP	LOC108161878|XP_017151760.1|DMIR
OG0005286	LOC119546377|XP_037708538.1|DSUP	LOC108162598|XP_017152905.1|DMIR
OG0005287	LOC119546884|XP_037709426.1|DSUP	LOC108162595|XP_017152902.1|DMIR
OG0005288	LOC119548722|XP_037712137.1|DSUP	LOC108164294|XP_017155430.1|DMIR
OG0005289	LOC119558477|XP_037727918.1|DSUP	LOC117188712|XP_033248856.1|DMIR
OG0005290	LOC119560991|XP_037730699.1|DSUP	LOC108156764|XP_017143917.1|DMIR
OG0005291	LOC119548402|XP_037711566.1|DSUP	LOC108163169|XP_017153790.1|DMIR
OG0005292	LOC119548365|XP_037711509.1|DSUP	LOC108163024|XP_017153554.1|DMIR
OG0005293	LOC119547151|XP_037709798.1|DSUP	LOC108162536|XP_033249446.1|DMIR
OG0005294	LOC119547509|XP_037710329.1|DSUP	LOC108163419|XP_017154176.1|DMIR
OG0005295	LOC119548401|XP_037711565.1|DSUP	LOC108163167|XP_033248763.1|DMIR
OG0005296	LOC119561060|XP_037730824.1|DSUP	LOC108156125|XP_017142924.1|DMIR
OG0005297	LOC119547662|XP_037710540.1|DSUP	LOC108162714|XP_017153064.1|DMIR
OG0005298	LOC119547271|XP_037709981.1|DSUP	LOC108162250|XP_017152387.1|DMIR
OG0005299	LOC119545636|XP_037707275.1|DSUP	LOC108155911|XP_017142546.1|DMIR
OG0005300	LOC119557136|XP_037725647.1|DSUP	LOC108164591|XP_017155905.1|DMIR
OG0005301	LOC119546260|XP_037708347.1|DSUP	LOC108162052|XP_017152076.1|DMIR
OG0005302	LOC119549168|XP_037712891.1|DSUP	LOC108160093|XP_033247021.1|DMIR
OG0005303	LOC119546615|XP_037708980.1|DSUP	LOC108163667|XP_017154579.1|DMIR
OG0005304	LOC119546313|XP_037708440.1|DSUP	LOC108163014|XP_017153538.1|DMIR
OG0005305	LOC119550461|XP_037715073.1|DSUP	LOC117191909|XP_033252555.1|DMIR, LOC108158615|XP_017146579.1|DMIR
OG0005306	LOC119548315|XP_037711423.1|DSUP	LOC108164086|XP_017155163.1|DMIR
OG0005307	LOC119547043|XP_037709647.1|DSUP	LOC108164117|XP_017155203.1|DMIR
OG0005308	LOC119547095|XP_037709724.1|DSUP	LOC108163020|XP_017153547.1|DMIR
OG0005309	LOC119547430|XP_037710217.1|DSUP	LOC108162905|XP_017153364.1|DMIR
OG0005310	LOC119546536|XP_037708807.1|DSUP	LOC108161781|XP_017151611.1|DMIR
OG0005311	LOC119546849|XP_037709374.1|DSUP	LOC108163904|XP_017154919.2|DMIR
OG0005312	LOC119546559|XP_037708852.1|DSUP	LOC108161976|XP_017151924.2|DMIR
OG0005313	LOC119548032|XP_037711034.1|DSUP	LOC108161604|XP_017151380.1|DMIR
OG0005314	LOC119546588|XP_037708930.1|DSUP	LOC108163132|XP_017153735.1|DMIR
OG0005315	LOC119547168|XP_037709823.1|DSUP	LOC108162697|XP_033250108.1|DMIR
OG0005316	LOC119549709|XP_037713865.1|DSUP	LOC117191904|XP_033252547.1|DMIR, LOC108158619|XP_033247503.1|DMIR
OG0005317	LOC119546613|XP_037708977.1|DSUP	LOC108162177|XP_017152259.1|DMIR
OG0005318	LOC119562637|XP_037731792.1|DSUP	LOC108162425|XP_017152641.1|DMIR
OG0005319	LOC119547064|XP_037709675.1|DSUP	LOC108163081|XP_017153649.1|DMIR
OG0005320	LOC119546911|XP_037709468.1|DSUP	LOC108163196|XP_017153830.1|DMIR
OG0005321	LOC119546859|XP_037709388.1|DSUP	LOC108163363|XP_017154101.1|DMIR
OG0005322	LOC119547516|XP_037710337.1|DSUP	LOC108163262|XP_017153921.1|DMIR
OG0005323	LOC119547215|XP_037709893.1|DSUP	LOC108163073|XP_017153637.1|DMIR
OG0005324	LOC119547975|XP_037710954.1|DSUP	LOC108162249|XP_017152385.1|DMIR
OG0005325	LOC119548257|XP_037711329.1|DSUP	LOC108163175|XP_017153798.1|DMIR
OG0005326	LOC119548416|XP_037711586.1|DSUP	LOC108162255|XP_017152391.1|DMIR
OG0005327	LOC119548005|XP_037710995.1|DSUP	LOC108164052|XP_017155119.1|DMIR
OG0005328	LOC119546421|XP_037708618.1|DSUP	LOC108155175|XP_017141334.1|DMIR
OG0005329	LOC119555535|XP_037722895.1|DSUP	LOC108153175|XP_017138472.1|DMIR
OG0005330	LOC119555534|XP_037722894.1|DSUP	LOC108153174|XP_017138471.1|DMIR
OG0005331	LOC119546612|XP_037708976.1|DSUP	LOC108162287|XP_017152436.1|DMIR
OG0005332	LOC119548082|XP_037711095.1|DSUP	LOC108163502|XP_017154316.1|DMIR
OG0005333	LOC119548096|XP_037711113.1|DSUP	LOC108163980|XP_017155030.1|DMIR
OG0005334	LOC119545951|XP_037707835.1|DSUP	LOC108161332|XP_017151059.1|DMIR
OG0005335	LOC119549812|XP_037714012.1|DSUP	LOC108159041|XP_017147453.1|DMIR
OG0005336	LOC119551424|XP_037716695.1|DSUP	LOC108158796|XP_017146971.1|DMIR
OG0005337	LOC119550938|XP_037715891.1|DSUP	LOC108159398|XP_017148123.1|DMIR
OG0005338	LOC119547469|XP_037710283.1|DSUP	LOC108161253|XP_033249468.1|DMIR
OG0005339	LOC119546157|XP_037708195.1|DSUP	LOC108162801|XP_017153197.1|DMIR
OG0005340	LOC119547082|XP_037709706.1|DSUP	LOC108163468|XP_017154254.1|DMIR
OG0005341	LOC119550898|XP_037715816.1|DSUP	LOC117192903|XP_033253534.1|DMIR, LOC108160117|XP_017149399.1|DMIR
OG0005342	LOC119547779|XP_037710718.1|DSUP	LOC108163626|XP_017154514.1|DMIR
OG0005343	LOC119551685|XP_037717077.1|DSUP	LOC108158106|XP_017145763.1|DMIR, LOC117192444|XP_033253017.1|DMIR
OG0005344	LOC119551063|XP_037716114.1|DSUP	LOC108158270|XP_017145996.1|DMIR, LOC117189377|XP_033250392.1|DMIR
OG0005345	LOC119548463|XP_037711659.1|DSUP	LOC108162851|XP_017153283.1|DMIR
OG0005346	LOC119548555|XP_037711782.1|DSUP	LOC117187853|XP_033246627.1|DMIR, LOC108162119|XP_017152182.2|DMIR
OG0005347	LOC119546879|XP_037709415.1|DSUP	LOC108162690|XP_017153027.1|DMIR
OG0005348	LOC119546821|XP_037709335.1|DSUP	LOC108161316|XP_017151025.1|DMIR
OG0005349	LOC119548682|XP_037712054.1|DSUP	LOC108161614|XP_017151402.1|DMIR
OG0005350	LOC119548061|XP_037711073.1|DSUP	LOC108161634|XP_017151424.1|DMIR
OG0005351	LOC119553304|XP_037719557.1|DSUP	LOC108151825|XP_017136180.1|DMIR
OG0005352	LOC119546413|XP_037708600.1|DSUP	LOC108161605|XP_017151388.1|DMIR
OG0005353	LOC119551313|XP_037716536.1|DSUP	LOC108158552|XP_017146455.1|DMIR
OG0005354	LOC119548856|XP_037712410.1|DSUP	LOC108161837|XP_017151685.1|DMIR
OG0005355	LOC119546542|XP_037708818.1|DSUP	LOC108162584|XP_017152886.2|DMIR
OG0005356	LOC119546277|XP_037708378.1|DSUP	LOC108162586|XP_017152890.1|DMIR
OG0005357	LOC119546630|XP_037708997.1|DSUP	LOC108163094|XP_017153668.1|DMIR
OG0005358	LOC119546284|XP_037708392.1|DSUP	LOC108161418|XP_017151163.1|DMIR
OG0005359	LOC119551782|XP_037717238.1|DSUP	LOC117194134|XP_033254675.1|DMIR, LOC108158604|XP_017146555.1|DMIR
OG0005360	LOC119554454|XP_037721294.1|DSUP	LOC108153425|XP_017138917.1|DMIR
OG0005361	LOC119546782|XP_037709265.1|DSUP	LOC108163305|XP_017154007.2|DMIR
OG0005362	LOC119547133|XP_037709774.1|DSUP	LOC108162044|XP_017152060.1|DMIR
OG0005363	LOC119548302|XP_037711398.1|DSUP	LOC108163598|XP_017154472.1|DMIR
OG0005364	LOC119550857|XP_037715759.1|DSUP	LOC108158357|XP_017146099.1|DMIR
OG0005365	LOC119546534|XP_037708802.1|DSUP	LOC108163018|XP_017153543.1|DMIR
OG0005366	LOC119548000|XP_037710987.1|DSUP	LOC108163564|XP_017154418.1|DMIR
OG0005367	LOC119547076|XP_037709691.1|DSUP	LOC108163654|XP_017154562.1|DMIR
OG0005368	LOC119563242|XP_037732475.1|DSUP	LOC108156274|XP_017143132.1|DMIR
OG0005369	LOC119548176|XP_037711218.1|DSUP	LOC108162011|XP_017151991.1|DMIR
OG0005370	LOC119546074|XP_037708076.1|DSUP	LOC108163292|XP_017153982.1|DMIR
OG0005371	LOC119546533|XP_037708801.1|DSUP	LOC108164062|XP_017155133.1|DMIR
OG0005372	LOC119560793|XP_037730350.1|DSUP	LOC108156550|XP_017143558.1|DMIR
OG0005373	LOC119562213|XP_037731339.1|DSUP	LOC108161916|XP_017151817.1|DMIR
OG0005374	LOC119548316|XP_037711424.1|DSUP	LOC108162183|XP_017152264.1|DMIR
OG0005375	LOC119546238|XP_037708312.1|DSUP	LOC108162180|XP_017152260.1|DMIR
OG0005376	LOC119548307|XP_037711408.1|DSUP	LOC108163606|XP_017154485.1|DMIR
OG0005377	LOC119554232|XP_037720991.1|DSUP	LOC108151798|XP_017136137.1|DMIR
OG0005378	LOC119547520|XP_037710342.1|DSUP	LOC108161525|XP_017151292.1|DMIR
OG0005379	LOC119546725|XP_037709143.1|DSUP	LOC108162073|XP_017152110.1|DMIR
OG0005380	LOC119547725|XP_037710632.1|DSUP	LOC108164013|XP_017155077.1|DMIR
OG0005381	LOC119548627|XP_037711933.1|DSUP	LOC108162853|XP_017153286.1|DMIR
OG0005382	LOC119548778|XP_037712252.1|DSUP	LOC108162822|XP_033248552.1|DMIR
OG0005383	LOC119554004|XP_037720639.1|DSUP	LOC108151387|XP_033243200.1|DMIR
OG0005384	LOC119553349|XP_037719619.1|DSUP	LOC108157436|XP_017144979.1|DMIR
OG0005385	LOC119549145|XP_037712851.1|DSUP	LOC117185792|XP_033246261.1|DMIR, LOC108159884|XP_017148987.2|DMIR
OG0005386	LOC119551768|XP_037717223.1|DSUP	LOC108160878|XP_017150636.1|DMIR
OG0005387	LOC119561081|XP_037730868.1|DSUP	LOC108155441|XP_017141742.1|DMIR
OG0005388	LOC119546701|XP_037709109.1|DSUP	LOC108161835|XP_017151682.1|DMIR
OG0005389	LOC119547013|XP_037709609.1|DSUP	LOC108162921|XP_017153392.1|DMIR
OG0005390	LOC119548838|XP_037712385.1|DSUP	LOC108162356|XP_017152551.1|DMIR
OG0005391	LOC119548840|XP_037712387.1|DSUP	LOC108162360|XP_017152554.1|DMIR
OG0005392	LOC119548824|XP_037712365.1|DSUP	LOC108162029|XP_017152036.1|DMIR
OG0005393	LOC119563363|XP_037732643.1|DSUP	LOC108154176|XP_033244279.1|DMIR
OG0005394	LOC119546506|XP_037708755.1|DSUP	LOC108162762|XP_017153138.1|DMIR
OG0005395	LOC119548621|XP_037711919.1|DSUP	LOC108162980|XP_017153475.1|DMIR
OG0005396	LOC119546252|XP_037708334.1|DSUP	LOC108161776|XP_017151604.1|DMIR
OG0005397	LOC119546538|XP_037708808.1|DSUP	LOC108161782|XP_017151613.1|DMIR
OG0005398	LOC119560753|XP_037730299.1|DSUP	LOC108156162|XP_017142979.1|DMIR
OG0005399	LOC119549938|XP_037714244.1|DSUP	LOC108160622|XP_017150226.1|DMIR
OG0005400	LOC119549884|XP_037714117.1|DSUP	LOC108160805|XP_017150518.1|DMIR
OG0005401	LOC119548121|XP_037711145.1|DSUP	LOC108163551|XP_017154401.1|DMIR
OG0005402	LOC119547499|XP_037710319.1|DSUP	LOC108163550|XP_017154400.1|DMIR
OG0005403	LOC119548216|XP_037711280.1|DSUP	LOC108161777|XP_017151606.1|DMIR
OG0005404	LOC119548217|XP_037711281.1|DSUP	LOC108161780|XP_017151610.1|DMIR
OG0005405	LOC119551501|XP_037716794.1|DSUP	LOC108160685|XP_017150327.2|DMIR, LOC117188093|XP_033247313.1|DMIR
OG0005406	LOC119551491|XP_037716785.1|DSUP	LOC108158636|XP_017146607.2|DMIR, LOC117185838|XP_033247294.1|DMIR
OG0005407	LOC119550187|XP_037714657.1|DSUP	LOC108158360|XP_017146103.2|DMIR, LOC117188463|XP_033248267.1|DMIR
OG0005408	LOC119547360|XP_037710105.1|DSUP	LOC108161966|XP_017151914.1|DMIR
OG0005409	LOC119548311|XP_037711415.1|DSUP	LOC108162374|XP_017152577.1|DMIR
OG0005410	LOC119546799|XP_037709303.1|DSUP	LOC108161903|XP_017151791.1|DMIR
OG0005411	LOC119549740|XP_037713909.1|DSUP	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR
OG0005412	LOC119549795|XP_037713989.1|DSUP	LOC108158148|XP_017145857.1|DMIR
OG0005413	LOC119552107|XP_037717820.1|DSUP	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR
OG0005414	LOC119556752|XP_037725101.1|DSUP	LOC108164677|XP_017156021.1|DMIR
OG0005415	LOC119555834|XP_037723388.1|DSUP	LOC108153574|XP_033242764.1|DMIR
OG0005416	LOC119550865|XP_037715771.1|DSUP	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR
OG0005417	LOC119546882|XP_037709424.1|DSUP	LOC108162318|XP_017152488.1|DMIR
OG0005418	LOC119546762|XP_037709235.1|DSUP	LOC108163389|XP_017154134.1|DMIR
OG0005419	LOC119547392|XP_037710169.1|DSUP	LOC108162843|XP_017153274.2|DMIR
OG0005420	LOC119548506|XP_037711714.1|DSUP	LOC108164122|XP_017155208.1|DMIR
OG0005421	LOC119547229|XP_037709917.1|DSUP	LOC108164328|XP_017155472.1|DMIR
OG0005422	LOC119556260|XP_037724232.1|DSUP	LOC108153278|XP_033252430.1|DMIR
OG0005423	LOC119546102|XP_037708114.1|DSUP	LOC108163111|XP_017153695.1|DMIR
OG0005424	LOC119549214|XP_037713000.1|DSUP	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR
OG0005425	LOC119557360|XP_037726025.1|DSUP	LOC108157425|XP_017144968.1|DMIR
OG0005426	LOC119551838|XP_037717336.1|DSUP	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR
OG0005427	LOC119547316|XP_037710042.1|DSUP	LOC108163526|XP_033249844.1|DMIR
OG0005428	LOC119559664|XP_037728641.1|DSUP	LOC108161852|XP_017151708.1|DMIR
OG0005429	LOC119546311|XP_037708435.1|DSUP	LOC108163012|XP_033250031.1|DMIR
OG0005430	LOC119546312|XP_037708437.1|DSUP	LOC108163013|XP_017153535.1|DMIR
OG0005431	LOC119548075|XP_037711090.1|DSUP	LOC108163966|XP_017155009.1|DMIR
OG0005432	LOC119559676|XP_037728661.1|DSUP	LOC108162390|XP_017152596.1|DMIR
OG0005433	LOC119550348|XP_037714895.1|DSUP	LOC108160863|XP_017150615.2|DMIR, LOC117188277|XP_033247727.1|DMIR
OG0005434	LOC119561746|XP_037731153.1|DSUP	LOC108163495|XP_017154306.1|DMIR
OG0005435	LOC119560096|XP_037729346.1|DSUP	LOC108161918|XP_017151822.1|DMIR
OG0005436	LOC119562422|XP_037731537.1|DSUP	LOC108161917|XP_017151820.1|DMIR
OG0005437	LOC119563152|XP_037732339.1|DSUP	LOC108156342|XP_017143230.1|DMIR
OG0005438	LOC119546296|XP_037708408.1|DSUP	LOC108162913|XP_017153378.1|DMIR
OG0005439	LOC119557587|XP_037726319.1|DSUP	LOC108154233|XP_017139949.1|DMIR
OG0005440	LOC119546314|XP_037708441.1|DSUP	LOC108162704|XP_017153048.1|DMIR
OG0005441	LOC119547498|XP_037710318.1|DSUP	LOC108163981|XP_017155031.2|DMIR
OG0005442	LOC119546028|XP_037707972.1|DSUP	LOC108163109|XP_017153693.1|DMIR
OG0005443	LOC119547576|XP_037710405.1|DSUP	LOC117188768|XP_033249019.1|DMIR
OG0005444	LOC119547834|XP_037710793.1|DSUP	LOC108162559|XP_017152844.1|DMIR
OG0005445	LOC119547416|XP_037710194.1|DSUP	LOC108164121|XP_017155207.1|DMIR
OG0005446	LOC119545977|XP_037707883.1|DSUP	LOC108163485|XP_017154283.1|DMIR
OG0005447	LOC119547749|XP_037710673.1|DSUP	LOC108161957|XP_017151905.2|DMIR
OG0005448	LOC119552018|XP_037717682.1|DSUP	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR
OG0005449	LOC119557257|XP_037725869.1|DSUP	LOC117186316|XP_033242836.1|DMIR
OG0005450	LOC119551034|XP_037716061.1|DSUP	LOC108157096|XP_017144449.1|DMIR
OG0005451	LOC119547956|XP_037710934.1|DSUP	LOC108162393|XP_017152602.1|DMIR
OG0005452	LOC119550186|XP_037714653.1|DSUP	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR
OG0005453	LOC119545732|XP_037707480.1|DSUP	LOC108155207|XP_017141374.1|DMIR
OG0005454	LOC119546818|XP_037709333.1|DSUP	LOC108163183|XP_017153808.1|DMIR
OG0005455	LOC119550108|XP_037714518.1|DSUP	LOC108159536|XP_033247260.1|DMIR
OG0005456	LOC119547481|XP_037710294.1|DSUP	LOC108161927|XP_017151839.1|DMIR
OG0005457	LOC119548601|XP_037711886.1|DSUP	LOC108163929|XP_017154951.1|DMIR
OG0005458	LOC119547420|XP_037710198.1|DSUP	LOC108163628|XP_017154521.1|DMIR
OG0005459	LOC119547727|XP_037710638.1|DSUP	LOC108163602|XP_017154479.1|DMIR
OG0005460	LOC119547968|XP_037710946.1|DSUP	LOC108161825|XP_017151673.2|DMIR
OG0005461	LOC119548880|XP_037712439.1|DSUP	LOC108162079|XP_017152119.1|DMIR
OG0005462	LOC119548878|XP_037712437.1|DSUP	LOC108163752|XP_017154709.1|DMIR
OG0005463	LOC119553861|XP_037720442.1|DSUP	LOC108151134|XP_017135048.1|DMIR
OG0005464	LOC119546997|XP_037709590.1|DSUP	LOC108162077|XP_017152114.1|DMIR
OG0005465	LOC119548596|XP_037711878.1|DSUP	LOC108163291|XP_017153980.2|DMIR
OG0005466	LOC119548188|XP_037711245.1|DSUP	LOC108161924|XP_017151837.1|DMIR
OG0005467	LOC119556211|XP_037724110.1|DSUP	LOC108156201|XP_017143023.1|DMIR
OG0005468	LOC119548847|XP_037712396.1|DSUP	LOC108162782|XP_017153169.1|DMIR
OG0005469	LOC119548192|XP_037711247.1|DSUP	LOC108162194|XP_017152289.1|DMIR
OG0005470	LOC119548860|XP_037712414.1|DSUP	LOC108162192|XP_017152282.1|DMIR
OG0005471	LOC119546131|XP_037708160.1|DSUP	LOC108161938|XP_017151858.1|DMIR
OG0005472	LOC119546384|XP_037708551.1|DSUP	LOC108161944|XP_017151866.1|DMIR
OG0005473	LOC119548157|XP_037711188.1|DSUP	LOC108161830|XP_017151678.1|DMIR
OG0005474	LOC119547441|XP_037710230.1|DSUP	LOC108161259|XP_017150969.1|DMIR
OG0005475	LOC119547440|XP_037710229.1|DSUP	LOC108161806|XP_017151653.1|DMIR
OG0005476	LOC119552124|XP_037717839.1|DSUP	LOC108159913|XP_017149034.1|DMIR
OG0005477	LOC119555316|XP_037722568.1|DSUP	LOC108151776|XP_017136110.1|DMIR
OG0005478	LOC119548058|XP_037711070.1|DSUP	LOC108162413|XP_017152629.1|DMIR
OG0005479	LOC119547625|XP_037710479.1|DSUP	LOC108162411|XP_017152627.1|DMIR
