Orthogroup	DSUP.longest_only	ASTE.longest_only
OG0003965	LOC119547381|XP_037710135.1|DSUP	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC119561812|XP_037731217.1|DSUP	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC119551929|XP_037717495.1|DSUP	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC119549454|XP_037713479.1|DSUP	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC119549365|XP_037713319.1|DSUP	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC119547453|XP_037710243.1|DSUP	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC119548345|XP_037711480.1|DSUP	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC119553161|XP_037719323.1|DSUP	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC119549316|XP_037713218.1|DSUP	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC119550827|XP_037715699.1|DSUP	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC119548759|XP_037712215.1|DSUP	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC119548498|XP_037711706.1|DSUP	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC119548254|XP_037711325.1|DSUP	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC119552645|XP_037718269.1|DSUP	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC119547100|XP_037709731.1|DSUP, LOC119547099|XP_037709730.1|DSUP	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC119551715|XP_037717121.1|DSUP	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC119546549|XP_037708830.1|DSUP	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC119548451|XP_037711641.1|DSUP	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC119547496|XP_037710314.1|DSUP	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC119548879|XP_037712438.1|DSUP	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC119547505|XP_037710324.1|DSUP	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC119546123|XP_037708144.1|DSUP	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC119547586|XP_037710422.1|DSUP	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC119546516|XP_037708771.1|DSUP	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC119548041|XP_037711045.1|DSUP	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC119548870|XP_037712423.1|DSUP	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC119547436|XP_037710224.1|DSUP	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC119545958|XP_037707849.1|DSUP	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC119545674|XP_037707334.1|DSUP, LOC119551184|XP_037716316.1|DSUP	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC119549330|XP_037713237.1|DSUP	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC119550721|XP_037715547.1|DSUP	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC119546942|XP_037709507.1|DSUP	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC119562545|XP_037731668.1|DSUP	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC119562365|XP_037731455.1|DSUP	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC119557727|XP_037726539.1|DSUP	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC119549223|XP_037713033.1|DSUP	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC119547629|XP_037710487.1|DSUP	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC119548584|XP_037711842.1|DSUP	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC119548849|XP_037712399.1|DSUP	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC119547655|XP_037710528.1|DSUP	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC119546136|XP_037708168.1|DSUP	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC119547204|XP_037709879.1|DSUP	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC119548275|XP_037711354.1|DSUP	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC119547023|XP_037709622.1|DSUP	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC119548690|XP_037712080.1|DSUP	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC119548515|XP_037711731.1|DSUP	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC119554565|XP_037721467.1|DSUP	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC119546977|XP_037709554.1|DSUP	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC119553160|XP_037719322.1|DSUP	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC119548827|XP_037712373.1|DSUP	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC119546843|XP_037709365.1|DSUP	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC119547276|XP_037709985.1|DSUP	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC119550526|XP_037715172.1|DSUP	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC119546974|XP_037709550.1|DSUP	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC119547128|XP_037709769.1|DSUP	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC119546747|XP_037709174.1|DSUP	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC119546020|XP_037707960.1|DSUP	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC119551662|XP_037717032.1|DSUP	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC119547852|XP_037710810.1|DSUP	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC119548299|XP_037711394.1|DSUP	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC119546465|XP_037708676.1|DSUP	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC119550560|XP_037715276.1|DSUP	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC119548063|XP_037711076.1|DSUP	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC119548161|XP_037711195.1|DSUP	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC119551126|XP_037716237.1|DSUP	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC119548471|XP_037711667.1|DSUP	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC119562534|XP_037731656.1|DSUP	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC119546635|XP_037709008.1|DSUP	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC119546138|XP_037708170.1|DSUP	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC119547386|XP_037710155.1|DSUP	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC119548437|XP_037711614.1|DSUP	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC119546059|XP_037708055.1|DSUP	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC119548509|XP_037711724.1|DSUP	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC119548373|XP_037711519.1|DSUP	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC119549704|XP_037713858.1|DSUP	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC119558125|XP_037727285.1|DSUP	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC119547984|XP_037710968.1|DSUP	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC119556627|XP_037724878.1|DSUP	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC119548887|XP_037712466.1|DSUP	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC119547902|XP_037710867.1|DSUP	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC119547828|XP_037710780.1|DSUP	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC119547415|XP_037710193.1|DSUP	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC119548751|XP_037712197.1|DSUP	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC119546025|XP_037707968.1|DSUP	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC119555941|XP_037723574.1|DSUP	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC119551530|XP_037716844.1|DSUP	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC119547167|XP_037709822.1|DSUP	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC119545816|XP_037707639.1|DSUP	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC119560475|XP_037729863.1|DSUP	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC119553535|XP_037719893.1|DSUP	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC119553059|XP_037719107.1|DSUP	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC119560000|XP_037729200.1|DSUP	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC119550361|XP_037714923.1|DSUP	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC119558254|XP_037727509.1|DSUP	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC119552999|XP_037718948.1|DSUP	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC119557367|XP_037726037.1|DSUP	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC119555466|XP_037722799.1|DSUP	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC119551086|XP_037716184.1|DSUP	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC119552195|XP_037717976.1|DSUP	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC119557189|XP_037725766.1|DSUP	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC119563484|XP_037732839.1|DSUP	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC119548564|XP_037711805.1|DSUP	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC119554570|XP_037721470.1|DSUP	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC119553928|XP_037720544.1|DSUP	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC119553929|XP_037720545.1|DSUP	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC119556379|XP_037724479.1|DSUP	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC119550342|XP_037714890.1|DSUP	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC119549128|XP_037712823.1|DSUP	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC119549295|XP_037713171.1|DSUP	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC119548580|XP_037711826.1|DSUP	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC119558021|XP_037727070.1|DSUP	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC119556504|XP_037724693.1|DSUP	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC119550424|XP_037715019.1|DSUP	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC119548976|XP_037712494.1|DSUP	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC119550054|XP_037714440.1|DSUP	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC119547361|XP_037710109.1|DSUP	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC119552936|XP_037718816.1|DSUP	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC119563003|XP_037732120.1|DSUP	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC119563537|XP_037732948.1|DSUP	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC119558035|XP_037727107.1|DSUP	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC119563038|XP_037732169.1|DSUP	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC119558401|XP_037727858.1|DSUP	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC119563472|XP_037732811.1|DSUP	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC119556476|XP_037724656.1|DSUP	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC119557560|XP_037726274.1|DSUP	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC119556066|XP_037723810.1|DSUP	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC119563539|XP_037732949.1|DSUP	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC119553934|XP_037720552.1|DSUP	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC119563286|XP_037732539.1|DSUP	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC119560382|XP_037729718.1|DSUP	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC119560075|XP_037729309.1|DSUP	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC119560609|XP_037730071.1|DSUP	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC119560842|XP_037730423.1|DSUP	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC119558005|XP_037727044.1|DSUP	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC119563305|XP_037732565.1|DSUP	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC119555448|XP_037722750.1|DSUP	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC119553791|XP_037720330.1|DSUP	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC119554749|XP_037721702.1|DSUP	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC119551718|XP_037717137.1|DSUP	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC119563473|XP_037732812.1|DSUP	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC119554082|XP_037720754.1|DSUP	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC119553133|XP_037719257.1|DSUP	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC119563308|XP_037732570.1|DSUP	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC119557844|XP_037726749.1|DSUP	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC119557549|XP_037726259.1|DSUP	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC119557547|XP_037726249.1|DSUP	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC119560835|XP_037730416.1|DSUP	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC119563035|XP_037732164.1|DSUP	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC119550238|XP_037714736.1|DSUP	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC119553280|XP_037719511.1|DSUP	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC119550906|XP_037715827.1|DSUP	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC119553341|XP_037719604.1|DSUP	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC119552597|XP_037718186.1|DSUP	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC119559878|XP_037728939.1|DSUP	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC119556065|XP_037723803.1|DSUP	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC119556545|XP_037724760.1|DSUP	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC119549533|XP_037713600.1|DSUP	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC119546987|XP_037709569.1|DSUP	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC119563118|XP_037732291.1|DSUP	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC119549113|XP_037712794.1|DSUP	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC119557110|XP_037725617.1|DSUP	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC119563014|XP_037732135.1|DSUP	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC119554468|XP_037721311.1|DSUP	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC119546407|XP_037708592.1|DSUP	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC119546915|XP_037709476.1|DSUP	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC119560998|XP_037730726.1|DSUP	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC119560853|XP_037730445.1|DSUP	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC119550416|XP_037715005.1|DSUP	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC119553377|XP_037719657.1|DSUP	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC119556408|XP_037724532.1|DSUP	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC119557865|XP_037726791.1|DSUP	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC119550586|XP_037715317.1|DSUP	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC119557431|XP_037726111.1|DSUP	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC119560428|XP_037729792.1|DSUP	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC119552831|XP_037718614.1|DSUP	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC119561083|XP_037730879.1|DSUP	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC119548140|XP_037711166.1|DSUP	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC119560493|XP_037729887.1|DSUP	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC119560829|XP_037730403.1|DSUP	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC119559387|XP_037728376.1|DSUP	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC119546483|XP_037708707.1|DSUP	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC119561013|XP_037730761.1|DSUP	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC119552115|XP_037717829.1|DSUP	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC119554462|XP_037721302.1|DSUP	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC119545851|XP_037707751.1|DSUP	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC119554667|XP_037721600.1|DSUP	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC119555951|XP_037723589.1|DSUP	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC119554331|XP_037721123.1|DSUP	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC119560848|XP_037730439.1|DSUP	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC119552907|XP_037718761.1|DSUP	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC119563054|XP_037732190.1|DSUP	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC119553243|XP_037719447.1|DSUP	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC119560734|XP_037730275.1|DSUP	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC119559986|XP_037729173.1|DSUP	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC119551113|XP_037716221.1|DSUP	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC119551125|XP_037716236.1|DSUP	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC119552819|XP_037718599.1|DSUP, LOC119559887|XP_037728952.1|DSUP	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC119559486|XP_037728515.1|DSUP	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC119557348|XP_037726013.1|DSUP	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC119556385|XP_037724487.1|DSUP	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC119557193|XP_037725772.1|DSUP	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC119555830|XP_037723376.1|DSUP	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC119551984|XP_037717629.1|DSUP	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC119550791|XP_037715650.1|DSUP	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC119553063|XP_037719117.1|DSUP	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC119548545|XP_037711772.1|DSUP	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC119563323|XP_037732593.1|DSUP	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC119558412|XP_037727873.1|DSUP	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC119559747|XP_037728735.1|DSUP	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC119545832|XP_037707677.1|DSUP	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC119552934|XP_037718806.1|DSUP	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC119553823|XP_037720381.1|DSUP	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC119553793|XP_037720332.1|DSUP	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC119546874|XP_037709408.1|DSUP	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC119556027|XP_037723733.1|DSUP	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC119557957|XP_037726924.1|DSUP	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC119551664|XP_037717045.1|DSUP	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC119551697|XP_037717097.1|DSUP	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC119559974|XP_037729139.1|DSUP	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC119560903|XP_037730529.1|DSUP	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC119560751|XP_037730296.1|DSUP	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC119557187|XP_037725761.1|DSUP	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC119563487|XP_037732851.1|DSUP	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC119556141|XP_037723964.1|DSUP	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC119563171|XP_037732366.1|DSUP	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC119555799|XP_037723353.1|DSUP	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC119559764|XP_037728766.1|DSUP	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC119562790|XP_037731893.1|DSUP	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC119551422|XP_037716691.1|DSUP	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC119563226|XP_037732455.1|DSUP	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC119549057|XP_037712687.1|DSUP	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC119563016|XP_037732136.1|DSUP	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC119553074|XP_037719132.1|DSUP	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC119553565|XP_037719941.1|DSUP	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC119559969|XP_037729133.1|DSUP	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC119560039|XP_037729270.1|DSUP	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC119563055|XP_037732196.1|DSUP	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC119548823|XP_037712369.1|DSUP	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC119559802|XP_037728812.1|DSUP	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC119546391|XP_037708559.1|DSUP	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC119563081|XP_037732236.1|DSUP	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC119559264|XP_037728265.1|DSUP	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC119549065|XP_037712698.1|DSUP	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC119550498|XP_037715118.1|DSUP	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC119553087|XP_037719163.1|DSUP	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC119554552|XP_037721446.1|DSUP	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC119557768|XP_037726593.1|DSUP	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC119563194|XP_037732409.1|DSUP, LOC119560822|XP_037730395.1|DSUP	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC119562947|XP_037732034.1|DSUP	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC119560875|XP_037730477.1|DSUP	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC119557252|XP_037725871.1|DSUP	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC119547475|XP_037710291.1|DSUP	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC119559940|XP_037729076.1|DSUP	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC119557662|XP_037726449.1|DSUP	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC119563085|XP_037732239.1|DSUP	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC119562284|XP_037731384.1|DSUP	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC119562302|XP_037731390.1|DSUP	LOC118504310|XP_035894505.1|ASTE
OG0004229	LOC119549180|XP_037712915.1|DSUP	LOC118504804|XP_035895685.1|ASTE
OG0004230	LOC119556744|XP_037725083.1|DSUP	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC119554513|XP_037721383.1|DSUP	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC119554517|XP_037721390.1|DSUP	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC119554516|XP_037721388.1|DSUP	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC119554294|XP_037721081.1|DSUP	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC119556820|XP_037725198.1|DSUP	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC119550991|XP_037715965.1|DSUP	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC119559776|XP_037728781.1|DSUP	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC119563281|XP_037732532.1|DSUP	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC119560079|XP_037729321.1|DSUP	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC119560327|XP_037729640.1|DSUP	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC119562980|XP_037732086.1|DSUP	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC119545735|XP_037707485.1|DSUP	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC119555560|XP_037722934.1|DSUP	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC119563493|XP_037732857.1|DSUP	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC119554686|XP_037721616.1|DSUP	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC119553109|XP_037719208.1|DSUP	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC119557717|XP_037726527.1|DSUP	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC119551021|XP_037716004.1|DSUP	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC119555550|XP_037722921.1|DSUP	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC119547768|XP_037710705.1|DSUP	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC119556137|XP_037723957.1|DSUP	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC119545686|XP_037707356.1|DSUP	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC119563383|XP_037732663.1|DSUP	LOC118507563|XP_035902077.1|ASTE
