Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0004539	LOC119563075|XP_037732218.1|DSUP	CCAP1982_LOCUS3115|CAD6994361.1|CCAP
OG0004541	LOC119550612|XP_037715364.1|DSUP	CCAP1982_LOCUS21023|CAD7012926.1|CCAP
OG0004545	LOC119559753|XP_037728751.1|DSUP	CCAP1982_LOCUS3186|CAD6994435.1|CCAP
OG0004546	LOC119549810|XP_037714010.1|DSUP	CCAP1982_LOCUS22253|CAD7014250.1|CCAP
OG0004550	LOC119557679|XP_037726477.1|DSUP	CCAP1982_LOCUS5352|CAD6996668.1|CCAP
OG0004553	LOC119555663|XP_037723178.1|DSUP	CCAP1982_LOCUS11235|CAD7002761.1|CCAP
OG0004556	LOC119556909|XP_037725324.1|DSUP	CCAP1982_LOCUS9255|CAD7000780.1|CCAP
OG0004559	LOC119561813|XP_037731221.1|DSUP	CCAP1982_LOCUS3867|CAD6995146.1|CCAP
OG0004560	LOC119559028|XP_037728085.1|DSUP	CCAP1982_LOCUS4128|CAD6995411.1|CCAP
OG0004561	LOC119547993|XP_037710983.1|DSUP	CCAP1982_LOCUS2043|CAD6993224.1|CCAP
OG0004562	LOC119556206|XP_037724096.1|DSUP	CCAP1982_LOCUS776|CAD6991885.1|CCAP
OG0004563	LOC119563518|XP_037732912.1|DSUP	CCAP1982_LOCUS4917|CAD6996232.1|CCAP
OG0004564	LOC119560115|XP_037729391.1|DSUP	CCAP1982_LOCUS102|CAD6991162.1|CCAP
OG0004565	LOC119560918|XP_037730548.1|DSUP	CCAP1982_LOCUS1797|CAD6992965.1|CCAP
OG0004569	LOC119559924|XP_037729057.1|DSUP	CCAP1982_LOCUS1664|CAD6992826.1|CCAP
OG0004570	LOC119549050|XP_037712672.1|DSUP	CCAP1982_LOCUS21554|CAD7013494.1|CCAP
OG0004573	LOC119548977|XP_037712503.1|DSUP	CCAP1982_LOCUS3394|CAD6994659.1|CCAP
OG0004576	LOC119560500|XP_037729898.1|DSUP	CCAP1982_LOCUS1658|CAD6992819.1|CCAP
OG0004577	LOC119559853|XP_037728886.1|DSUP	CCAP1982_LOCUS1199|CAD6992335.1|CCAP
OG0004579	LOC119545931|XP_037707789.1|DSUP	CCAP1982_LOCUS6923|CAD6998315.1|CCAP
OG0004580	LOC119559870|XP_037728924.1|DSUP	CCAP1982_LOCUS2352|CAD6993540.1|CCAP
OG0004581	LOC119546129|XP_037708158.1|DSUP	CCAP1982_LOCUS2223|CAD6993408.1|CCAP
OG0004582	LOC119563180|XP_037732379.1|DSUP	CCAP1982_LOCUS1771|CAD6992938.1|CCAP
OG0004585	LOC119546665|XP_037709055.1|DSUP	CCAP1982_LOCUS2137|CAD6993321.1|CCAP
OG0004587	LOC119549016|XP_037712591.1|DSUP	CCAP1982_LOCUS3339|CAD6994601.1|CCAP
OG0004588	LOC119563132|XP_037732310.1|DSUP	CCAP1982_LOCUS3344|CAD6994606.1|CCAP
OG0004590	LOC119545634|XP_037707272.1|DSUP	CCAP1982_LOCUS3189|CAD6994438.1|CCAP
OG0004591	LOC119545633|XP_037707271.1|DSUP	CCAP1982_LOCUS3193|CAD6994442.1|CCAP
OG0004598	LOC119552931|XP_037718802.1|DSUP	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC119547958|XP_037710936.1|DSUP	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC119561031|XP_037730786.1|DSUP	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC119557805|XP_037726731.1|DSUP	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC119551742|XP_037717174.1|DSUP	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC119556519|XP_037724724.1|DSUP	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC119546144|XP_037708183.1|DSUP	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC119547079|XP_037709699.1|DSUP	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC119560795|XP_037730359.1|DSUP	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC119560351|XP_037729682.1|DSUP	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC119559742|XP_037728728.1|DSUP	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC119562984|XP_037732089.1|DSUP	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC119557389|XP_037726065.1|DSUP	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC119552758|XP_037718483.1|DSUP	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC119555684|XP_037723235.1|DSUP	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC119559859|XP_037728892.1|DSUP	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC119563533|XP_037732933.1|DSUP	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004632	LOC119548912|XP_037712485.1|DSUP	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC119553357|XP_037719631.1|DSUP	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004634	LOC119551340|XP_037716577.1|DSUP	CCAP1982_LOCUS1610|CAD6992769.1|CCAP
OG0004639	LOC119550487|XP_037715107.1|DSUP	CCAP1982_LOCUS3414|CAD6994679.1|CCAP
OG0004640	LOC119563407|XP_037732702.1|DSUP	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC119563319|XP_037732582.1|DSUP	CCAP1982_LOCUS4249|CAD6995538.1|CCAP
OG0004646	LOC119558128|XP_037727292.1|DSUP	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC119553635|XP_037720041.1|DSUP	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC119546589|XP_037708934.1|DSUP	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC119553980|XP_037720615.1|DSUP	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC119546724|XP_037709142.1|DSUP	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC119562893|XP_037731938.1|DSUP	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC119560882|XP_037730487.1|DSUP	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC119549531|XP_037713584.1|DSUP	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC119549656|XP_037713774.1|DSUP	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC119559751|XP_037728749.1|DSUP	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC119562903|XP_037731957.1|DSUP	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC119560798|XP_037730358.1|DSUP	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC119548841|XP_037712392.1|DSUP	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC119560694|XP_037730204.1|DSUP	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC119562919|XP_037731996.1|DSUP	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC119547027|XP_037709629.1|DSUP	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC119560892|XP_037730526.1|DSUP	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC119545777|XP_037707570.1|DSUP	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC119560365|XP_037729698.1|DSUP	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC119558647|XP_037727974.1|DSUP	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC119558627|XP_037727963.1|DSUP	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC119560375|XP_037729710.1|DSUP	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC119547458|XP_037710259.1|DSUP	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC119560025|XP_037729245.1|DSUP	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC119547428|XP_037710215.1|DSUP	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC119558427|XP_037727909.1|DSUP	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC119560961|XP_037730640.1|DSUP	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC119547568|XP_037710400.1|DSUP	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC119545824|XP_037707650.1|DSUP	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC119563182|XP_037732381.1|DSUP	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC119560016|XP_037729233.1|DSUP	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC119545809|XP_037707620.1|DSUP	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC119559760|XP_037728759.1|DSUP	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC119546826|XP_037709349.1|DSUP	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC119563170|XP_037732364.1|DSUP	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC119563169|XP_037732362.1|DSUP	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC119561018|XP_037730773.1|DSUP	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC119545978|XP_037707887.1|DSUP	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
OG0004696	LOC119551823|XP_037717317.1|DSUP	CCAP1982_LOCUS1433|CAD6992584.1|CCAP
OG0004699	LOC119563126|XP_037732302.1|DSUP	CCAP1982_LOCUS1048|CAD6992173.1|CCAP
OG0004700	LOC119560333|XP_037729651.1|DSUP	CCAP1982_LOCUS1605|CAD6992764.1|CCAP
OG0004701	LOC119560615|XP_037730080.1|DSUP	CCAP1982_LOCUS79|CAD6991137.1|CCAP
OG0004702	LOC119545751|XP_037707513.1|DSUP	CCAP1982_LOCUS1065|CAD6992193.1|CCAP
OG0004703	LOC119563406|XP_037732700.1|DSUP	CCAP1982_LOCUS1899|CAD6993070.1|CCAP
OG0004704	LOC119549605|XP_037713700.1|DSUP	CCAP1982_LOCUS3255|CAD6994511.1|CCAP
OG0004705	LOC119560815|XP_037730387.1|DSUP	CCAP1982_LOCUS2784|CAD6994004.1|CCAP
OG0004706	LOC119552557|XP_037718104.1|DSUP	CCAP1982_LOCUS13037|CAD7004642.1|CCAP
OG0004707	LOC119546445|XP_037708647.1|DSUP	CCAP1982_LOCUS450|CAD6991532.1|CCAP
OG0004708	LOC119560522|XP_037729925.1|DSUP	CCAP1982_LOCUS4356|CAD6995649.1|CCAP
OG0004709	LOC119560710|XP_037730246.1|DSUP	CCAP1982_LOCUS2905|CAD6994139.1|CCAP
OG0004710	LOC119549294|XP_037713184.1|DSUP	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP
OG0004711	LOC119551936|XP_037717528.1|DSUP	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP
OG0004712	LOC119559863|XP_037728898.1|DSUP	CCAP1982_LOCUS1916|CAD6993089.1|CCAP
OG0004713	LOC119563442|XP_037732765.1|DSUP	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP
OG0004715	LOC119548182|XP_037711225.1|DSUP	CCAP1982_LOCUS6555|CAD6997938.1|CCAP
OG0004716	LOC119548449|XP_037711644.1|DSUP	CCAP1982_LOCUS2689|CAD6993896.1|CCAP
OG0004718	LOC119547202|XP_037709874.1|DSUP	CCAP1982_LOCUS6927|CAD6998322.1|CCAP
OG0004719	LOC119548263|XP_037711339.1|DSUP	CCAP1982_LOCUS1745|CAD6992912.1|CCAP
OG0004720	LOC119549221|XP_037713032.1|DSUP	CCAP1982_LOCUS1057|CAD6992185.1|CCAP
OG0004721	LOC119563173|XP_037732368.1|DSUP	CCAP1982_LOCUS2826|CAD6994052.1|CCAP
OG0004722	LOC119563068|XP_037732211.1|DSUP	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP
OG0004724	LOC119560870|XP_037730470.1|DSUP	CCAP1982_LOCUS3078|CAD6994321.1|CCAP
OG0004725	LOC119545728|XP_037707475.1|DSUP	CCAP1982_LOCUS3072|CAD6994315.1|CCAP
OG0004726	LOC119557542|XP_037726247.1|DSUP	CCAP1982_LOCUS2703|CAD6993911.1|CCAP
OG0004727	LOC119558965|XP_037728072.1|DSUP	CCAP1982_LOCUS3107|CAD6994353.1|CCAP
OG0004728	LOC119560663|XP_037730160.1|DSUP	CCAP1982_LOCUS3108|CAD6994354.1|CCAP
OG0004730	LOC119546656|XP_037709039.1|DSUP	CCAP1982_LOCUS6397|CAD6997767.1|CCAP
OG0004731	LOC119560240|XP_037729531.1|DSUP	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP
OG0004732	LOC119559843|XP_037728868.1|DSUP	CCAP1982_LOCUS2464|CAD6993656.1|CCAP
OG0004733	LOC119559822|XP_037728844.1|DSUP	CCAP1982_LOCUS2465|CAD6993657.1|CCAP
OG0004734	LOC119559883|XP_037728948.1|DSUP	CCAP1982_LOCUS1255|CAD6992391.1|CCAP
OG0004735	LOC119545828|XP_037707654.1|DSUP	CCAP1982_LOCUS3670|CAD6994936.1|CCAP
OG0004736	LOC119545711|XP_037707438.1|DSUP	CCAP1982_LOCUS2214|CAD6993398.1|CCAP
OG0004737	LOC119560792|XP_037730349.1|DSUP	CCAP1982_LOCUS2780|CAD6993999.1|CCAP
OG0004738	LOC119560006|XP_037729208.1|DSUP	CCAP1982_LOCUS2778|CAD6993997.1|CCAP
OG0004739	LOC119561787|XP_037731197.1|DSUP	CCAP1982_LOCUS1824|CAD6992993.1|CCAP
OG0004741	LOC119561086|XP_037730885.1|DSUP	CCAP1982_LOCUS2273|CAD6993460.1|CCAP
OG0004742	LOC119552740|XP_037718478.1|DSUP	CCAP1982_LOCUS10245|CAD7001755.1|CCAP
OG0004743	LOC119560552|XP_037729992.1|DSUP	CCAP1982_LOCUS3244|CAD6994498.1|CCAP
OG0004744	LOC119546578|XP_037708908.1|DSUP	CCAP1982_LOCUS4332|CAD6995626.1|CCAP
OG0004745	LOC119559811|XP_037728824.1|DSUP	CCAP1982_LOCUS4326|CAD6995620.1|CCAP
OG0004746	LOC119553449|XP_037719781.1|DSUP	CCAP1982_LOCUS364|CAD6991438.1|CCAP
OG0004747	LOC119553464|XP_037719798.1|DSUP	CCAP1982_LOCUS365|CAD6991439.1|CCAP
OG0004748	LOC119548583|XP_037711834.1|DSUP	CCAP1982_LOCUS367|CAD6991441.1|CCAP
OG0004749	LOC119551204|XP_037716369.1|DSUP	CCAP1982_LOCUS1042|CAD6992167.1|CCAP
OG0004750	LOC119560355|XP_037729687.1|DSUP	CCAP1982_LOCUS3019|CAD6994258.1|CCAP
OG0004751	LOC119555657|XP_037723169.1|DSUP	CCAP1982_LOCUS2032|CAD6993213.1|CCAP
OG0004752	LOC119559814|XP_037728833.1|DSUP	CCAP1982_LOCUS3437|CAD6994702.1|CCAP
OG0004753	LOC119563497|XP_037732865.1|DSUP	CCAP1982_LOCUS2962|CAD6994198.1|CCAP
OG0004754	LOC119551392|XP_037716650.1|DSUP	CCAP1982_LOCUS3310|CAD6994572.1|CCAP
OG0004755	LOC119547839|XP_037710800.1|DSUP	CCAP1982_LOCUS4042|CAD6995324.1|CCAP
OG0004756	LOC119547822|XP_037710776.1|DSUP	CCAP1982_LOCUS4041|CAD6995323.1|CCAP
OG0004757	LOC119563361|XP_037732640.1|DSUP	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP
OG0004758	LOC119560206|XP_037729497.1|DSUP	CCAP1982_LOCUS5183|CAD6996515.1|CCAP
OG0004759	LOC119560979|XP_037730681.1|DSUP	CCAP1982_LOCUS2086|CAD6993269.1|CCAP
OG0004760	LOC119559798|XP_037728809.1|DSUP	CCAP1982_LOCUS3766|CAD6995036.1|CCAP
OG0004762	LOC119547119|XP_037709757.1|DSUP	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP
OG0004763	LOC119560967|XP_037730658.1|DSUP	CCAP1982_LOCUS1149|CAD6992281.1|CCAP
OG0004764	LOC119560827|XP_037730401.1|DSUP	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP
OG0004765	LOC119548818|XP_037712345.1|DSUP	CCAP1982_LOCUS2453|CAD6993643.1|CCAP
OG0004766	LOC119563267|XP_037732514.1|DSUP	CCAP1982_LOCUS2527|CAD6993729.1|CCAP
OG0004767	LOC119559758|XP_037728757.1|DSUP	CCAP1982_LOCUS1159|CAD6992291.1|CCAP
OG0004768	LOC119560833|XP_037730408.1|DSUP	CCAP1982_LOCUS3023|CAD6994262.1|CCAP
OG0004769	LOC119547826|XP_037710777.1|DSUP	CCAP1982_LOCUS1618|CAD6992778.1|CCAP
OG0004770	LOC119553282|XP_037719524.1|DSUP	CCAP1982_LOCUS4945|CAD6996262.1|CCAP
OG0004771	LOC119545754|XP_037707524.1|DSUP	CCAP1982_LOCUS1359|CAD6992510.1|CCAP
OG0004772	LOC119560262|XP_037729554.1|DSUP	CCAP1982_LOCUS1734|CAD6992900.1|CCAP
OG0004773	LOC119559554|XP_037728520.1|DSUP	CCAP1982_LOCUS2622|CAD6993825.1|CCAP
OG0004774	LOC119559570|XP_037728522.1|DSUP	CCAP1982_LOCUS2617|CAD6993820.1|CCAP
OG0004775	LOC119561025|XP_037730778.1|DSUP	CCAP1982_LOCUS2616|CAD6993819.1|CCAP
OG0004776	LOC119552143|XP_037717867.1|DSUP	CCAP1982_LOCUS23382|CAD7015440.1|CCAP
OG0004777	LOC119560778|XP_037730331.1|DSUP	CCAP1982_LOCUS4115|CAD6995397.1|CCAP
OG0004778	LOC119548491|XP_037711694.1|DSUP	CCAP1982_LOCUS5815|CAD6997173.1|CCAP
OG0004779	LOC119559738|XP_037728725.1|DSUP	CCAP1982_LOCUS3274|CAD6994530.1|CCAP
OG0004780	LOC119546988|XP_037709571.1|DSUP	CCAP1982_LOCUS6815|CAD6998200.1|CCAP
OG0004781	LOC119560003|XP_037729205.1|DSUP	CCAP1982_LOCUS3298|CAD6994558.1|CCAP
OG0004782	LOC119549188|XP_037712948.1|DSUP	CCAP1982_LOCUS1055|CAD6992184.1|CCAP
OG0004784	LOC119560364|XP_037729697.1|DSUP	CCAP1982_LOCUS2078|CAD6993261.1|CCAP
OG0004785	LOC119560468|XP_037729855.1|DSUP	CCAP1982_LOCUS2068|CAD6993251.1|CCAP
OG0004786	LOC119560113|XP_037729390.1|DSUP	CCAP1982_LOCUS2066|CAD6993249.1|CCAP
OG0004787	LOC119560942|XP_037730608.1|DSUP	CCAP1982_LOCUS2063|CAD6993246.1|CCAP
OG0004788	LOC119560913|XP_037730542.1|DSUP	CCAP1982_LOCUS2062|CAD6993245.1|CCAP
OG0004789	LOC119560738|XP_037730280.1|DSUP	CCAP1982_LOCUS2061|CAD6993244.1|CCAP
OG0004790	LOC119553583|XP_037719963.1|DSUP	CCAP1982_LOCUS2055|CAD6993238.1|CCAP
OG0004791	LOC119554145|XP_037720853.1|DSUP	CCAP1982_LOCUS2238|CAD6993423.1|CCAP
OG0004792	LOC119560873|XP_037730475.1|DSUP	CCAP1982_LOCUS1378|CAD6992529.1|CCAP
OG0004793	LOC119545661|XP_037707315.1|DSUP	CCAP1982_LOCUS2192|CAD6993376.1|CCAP
OG0004794	LOC119559850|XP_037728883.1|DSUP	CCAP1982_LOCUS2285|CAD6993473.1|CCAP
OG0004795	LOC119546728|XP_037709150.1|DSUP	CCAP1982_LOCUS2712|CAD6993923.1|CCAP
OG0004796	LOC119559987|XP_037729174.1|DSUP	CCAP1982_LOCUS1228|CAD6992364.1|CCAP
OG0004797	LOC119560031|XP_037729256.1|DSUP	CCAP1982_LOCUS1191|CAD6992326.1|CCAP
OG0004798	LOC119555817|XP_037723366.1|DSUP	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP
OG0004799	LOC119560469|XP_037729856.1|DSUP	CCAP1982_LOCUS3913|CAD6995194.1|CCAP
OG0004800	LOC119560783|XP_037730337.1|DSUP	CCAP1982_LOCUS1447|CAD6992598.1|CCAP
OG0004801	LOC119547257|XP_037709968.1|DSUP	CCAP1982_LOCUS4250|CAD6995539.1|CCAP
OG0004802	LOC119559772|XP_037728780.1|DSUP	CCAP1982_LOCUS2627|CAD6993831.1|CCAP
OG0004803	LOC119563538|XP_037732952.1|DSUP	CCAP1982_LOCUS1910|CAD6993080.1|CCAP
OG0004804	LOC119560834|XP_037730413.1|DSUP	CCAP1982_LOCUS2450|CAD6993640.1|CCAP
OG0004805	LOC119545713|XP_037707443.1|DSUP	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP
OG0004807	LOC119563253|XP_037732495.1|DSUP	CCAP1982_LOCUS2585|CAD6993787.1|CCAP
OG0004808	LOC119560463|XP_037729851.1|DSUP	CCAP1982_LOCUS1742|CAD6992909.1|CCAP
OG0004809	LOC119563354|XP_037732632.1|DSUP	CCAP1982_LOCUS1427|CAD6992579.1|CCAP
OG0004810	LOC119552796|XP_037718560.1|DSUP	CCAP1982_LOCUS1425|CAD6992577.1|CCAP
OG0004811	LOC119552858|XP_037718666.1|DSUP	CCAP1982_LOCUS14036|CAD7005683.1|CCAP
OG0004812	LOC119562904|XP_037731972.1|DSUP	CCAP1982_LOCUS3782|CAD6995056.1|CCAP
OG0004813	LOC119562892|XP_037731937.1|DSUP	CCAP1982_LOCUS3445|CAD6994712.1|CCAP
OG0004814	LOC119559888|XP_037728954.1|DSUP	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP
OG0004818	LOC119560498|XP_037729897.1|DSUP	CCAP1982_LOCUS1589|CAD6992744.1|CCAP
OG0004819	LOC119554275|XP_037721058.1|DSUP	CCAP1982_LOCUS2225|CAD6993410.1|CCAP
OG0004820	LOC119560591|XP_037730044.1|DSUP	CCAP1982_LOCUS3104|CAD6994349.1|CCAP
OG0004821	LOC119545721|XP_037707468.1|DSUP	CCAP1982_LOCUS1361|CAD6992512.1|CCAP
OG0004822	LOC119549314|XP_037713220.1|DSUP	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP
OG0004823	LOC119560528|XP_037729935.1|DSUP	CCAP1982_LOCUS1299|CAD6992437.1|CCAP
OG0004824	LOC119560529|XP_037729945.1|DSUP	CCAP1982_LOCUS1298|CAD6992436.1|CCAP
OG0004825	LOC119562574|XP_037731750.1|DSUP	CCAP1982_LOCUS10241|CAD7001751.1|CCAP
OG0004826	LOC119561039|XP_037730795.1|DSUP	CCAP1982_LOCUS1194|CAD6992329.1|CCAP
OG0004827	LOC119560444|XP_037729818.1|DSUP	CCAP1982_LOCUS3459|CAD6994726.1|CCAP
OG0004828	LOC119555463|XP_037722800.1|DSUP	CCAP1982_LOCUS3272|CAD6994528.1|CCAP
OG0004829	LOC119560684|XP_037730190.1|DSUP	CCAP1982_LOCUS2558|CAD6993759.1|CCAP
OG0004830	LOC119561051|XP_037730811.1|DSUP	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP
OG0004831	LOC119552882|XP_037718713.1|DSUP	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP
OG0004832	LOC119560860|XP_037730456.1|DSUP	CCAP1982_LOCUS2930|CAD6994165.1|CCAP
OG0004833	LOC119560701|XP_037730216.1|DSUP	CCAP1982_LOCUS18|CAD6991069.1|CCAP
OG0004834	LOC119551220|XP_037716388.1|DSUP	CCAP1982_LOCUS1821|CAD6992990.1|CCAP
OG0004835	LOC119563357|XP_037732634.1|DSUP	CCAP1982_LOCUS1817|CAD6992986.1|CCAP
OG0004836	LOC119549451|XP_037713478.1|DSUP	CCAP1982_LOCUS4022|CAD6995303.1|CCAP
OG0004838	LOC119551640|XP_037717002.1|DSUP	CCAP1982_LOCUS3502|CAD6994771.1|CCAP
OG0004839	LOC119563077|XP_037732227.1|DSUP	CCAP1982_LOCUS3499|CAD6994768.1|CCAP
OG0004840	LOC119553067|XP_037719124.1|DSUP	CCAP1982_LOCUS5057|CAD6996378.1|CCAP
OG0004842	LOC119563404|XP_037732698.1|DSUP	CCAP1982_LOCUS23403|CAD7015463.1|CCAP
OG0004843	LOC119545781|XP_037707578.1|DSUP	CCAP1982_LOCUS2087|CAD6993271.1|CCAP
OG0004844	LOC119559341|XP_037728317.1|DSUP, LOC119548206|XP_037711268.1|DSUP	CCAP1982_LOCUS227|CAD6991298.1|CCAP
OG0004845	LOC119559806|XP_037728817.1|DSUP	CCAP1982_LOCUS226|CAD6991297.1|CCAP
OG0004846	LOC119546072|XP_037708075.1|DSUP	CCAP1982_LOCUS8381|CAD6999871.1|CCAP
OG0004847	LOC119546070|XP_037708069.1|DSUP	CCAP1982_LOCUS8382|CAD6999872.1|CCAP
OG0004850	LOC119561072|XP_037730850.1|DSUP	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP
OG0004851	LOC119560163|XP_037729449.1|DSUP	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP
OG0004852	LOC119560030|XP_037729253.1|DSUP	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP
OG0004853	LOC119551303|XP_037716526.1|DSUP	CCAP1982_LOCUS22308|CAD7014308.1|CCAP
OG0004854	LOC119555330|XP_037722589.1|DSUP	CCAP1982_LOCUS11578|CAD7003116.1|CCAP
OG0004855	LOC119553132|XP_037719253.1|DSUP	CCAP1982_LOCUS11428|CAD7002964.1|CCAP
OG0004856	LOC119555368|XP_037722634.1|DSUP	CCAP1982_LOCUS10937|CAD7002448.1|CCAP
OG0004857	LOC119553770|XP_037720304.1|DSUP	CCAP1982_LOCUS11116|CAD7002632.1|CCAP
OG0004858	LOC119553632|XP_037720031.1|DSUP	CCAP1982_LOCUS10955|CAD7002466.1|CCAP
OG0004859	LOC119554425|XP_037721246.1|DSUP	CCAP1982_LOCUS10958|CAD7002469.1|CCAP
OG0004860	LOC119554579|XP_037721487.1|DSUP	CCAP1982_LOCUS11066|CAD7002579.1|CCAP
OG0004861	LOC119554106|XP_037720784.1|DSUP	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP
