Orthogroup	DSUP.longest_only	DMAU.longest_only
OG0004251	LOC119556137|XP_037723957.1|DSUP	LOC117148879|XP_033172454.1|DMAU
OG0004252	LOC119545686|XP_037707356.1|DSUP	LOC117142421|XP_033162272.1|DMAU
OG0004253	LOC119563383|XP_037732663.1|DSUP	LOC117145114|XP_033166525.1|DMAU
OG0004254	LOC119557803|XP_037726635.1|DSUP	LOC117147233|XP_033169935.1|DMAU
OG0004255	LOC119548156|XP_037711186.1|DSUP	LOC117150831|XP_033173789.1|DMAU
OG0004256	LOC119551073|XP_037716125.1|DSUP	LOC117136939|XP_033153979.1|DMAU
OG0004257	LOC119563429|XP_037732743.1|DSUP	LOC117145191|XP_033166643.1|DMAU
OG0004258	LOC119547228|XP_037709920.1|DSUP	LOC117145906|XP_033167649.1|DMAU
OG0004259	LOC119549753|XP_037713924.1|DSUP	LOC117136140|XP_033152737.1|DMAU
OG0004260	LOC119560559|XP_037730005.1|DSUP	LOC117145158|XP_033166592.1|DMAU
OG0004261	LOC119560632|XP_037730111.1|DSUP	LOC117144262|XP_033165251.1|DMAU
OG0004262	LOC119563225|XP_037732454.1|DSUP	LOC117144883|XP_033166185.1|DMAU
OG0004263	LOC119560091|XP_037729338.1|DSUP	LOC117142429|XP_033162280.1|DMAU
OG0004264	LOC119561064|XP_037730833.1|DSUP	LOC117142572|XP_033162531.1|DMAU
OG0004265	LOC119559933|XP_037729069.1|DSUP	LOC117144232|XP_033165191.1|DMAU
OG0004266	LOC119545676|XP_037707337.1|DSUP	LOC117144962|XP_033166312.1|DMAU
OG0004267	LOC119560940|XP_037730604.1|DSUP	LOC117144853|XP_033166147.1|DMAU
OG0004268	LOC119550298|XP_037714820.1|DSUP	LOC117136132|XP_033152726.1|DMAU
OG0004269	LOC119549478|XP_037713506.1|DSUP	LOC117138246|XP_033156088.1|DMAU
OG0004270	LOC119549283|XP_037713157.1|DSUP	LOC117136079|XP_033152639.1|DMAU
OG0004271	LOC119549809|XP_037714009.1|DSUP	LOC117138137|XP_033155902.1|DMAU
OG0004272	LOC119563386|XP_037732666.1|DSUP	LOC117144768|XP_033166022.1|DMAU
OG0004273	LOC119560337|XP_037729657.1|DSUP	LOC117143647|XP_033164317.1|DMAU
OG0004274	LOC119555818|XP_037723363.1|DSUP	LOC117146698|XP_033168979.1|DMAU
OG0004275	LOC119558153|XP_037727320.1|DSUP	LOC117146582|XP_033168787.1|DMAU
OG0004276	LOC119555500|XP_037722844.1|DSUP	LOC117140808|XP_033159800.1|DMAU
OG0004277	LOC119553291|XP_037719534.1|DSUP	LOC117141296|XP_033160566.1|DMAU
OG0004278	LOC119557617|XP_037726353.1|DSUP	LOC117148256|XP_033171452.1|DMAU
OG0004279	LOC119547838|XP_037710796.1|DSUP	LOC117147101|XP_033169762.1|DMAU
OG0004280	LOC119557183|XP_037725728.1|DSUP	LOC117146701|XP_033168993.1|DMAU
OG0004281	LOC119550510|XP_037715144.1|DSUP	LOC117136398|XP_033153185.1|DMAU
OG0004282	LOC119549148|XP_037712855.1|DSUP	LOC117136503|XP_033153338.1|DMAU
OG0004283	LOC119549150|XP_037712858.1|DSUP	LOC117136504|XP_033153339.1|DMAU
OG0004284	LOC119548813|XP_037712334.1|DSUP	LOC117151099|XP_033151016.1|DMAU
OG0004285	LOC119554815|XP_037721808.1|DSUP	LOC117142819|XP_033162926.1|DMAU
OG0004286	LOC119553975|XP_037720609.1|DSUP	LOC117139682|XP_033158056.1|DMAU
OG0004287	LOC119554765|XP_037721729.1|DSUP	LOC117140811|XP_033159804.1|DMAU
OG0004288	LOC119552959|XP_037718870.1|DSUP	LOC117142047|XP_033161810.1|DMAU
OG0004289	LOC119552836|XP_037718621.1|DSUP	LOC117139529|XP_033157782.1|DMAU
OG0004290	LOC119550262|XP_037714768.1|DSUP	LOC117135477|XP_033151583.1|DMAU
OG0004291	LOC119551603|XP_037716935.1|DSUP	LOC117137222|XP_033154466.1|DMAU
OG0004292	LOC119553432|XP_037719748.1|DSUP	LOC117141673|XP_033161157.1|DMAU
OG0004293	LOC119555473|XP_037722807.1|DSUP	LOC117141715|XP_033161219.1|DMAU
OG0004294	LOC119553564|XP_037719937.1|DSUP	LOC117140029|XP_033158651.1|DMAU
OG0004295	LOC119553496|XP_037719834.1|DSUP	LOC117139822|XP_033158347.1|DMAU
OG0004296	LOC119554329|XP_037721121.1|DSUP	LOC117140789|XP_033159775.1|DMAU
OG0004297	LOC119551818|XP_037717307.1|DSUP	LOC117136126|XP_033152719.1|DMAU
OG0004298	LOC119550854|XP_037715754.1|DSUP	LOC117135600|XP_033151837.1|DMAU
OG0004299	LOC119559408|XP_037728405.1|DSUP	LOC117138600|XP_033156673.1|DMAU
OG0004300	LOC119551023|XP_037716007.1|DSUP	LOC117137248|XP_033154500.1|DMAU
OG0004301	LOC119553833|XP_037720395.1|DSUP	LOC117141075|XP_033160264.1|DMAU
OG0004302	LOC119549263|XP_037713099.1|DSUP	LOC117138248|XP_033156092.1|DMAU
OG0004303	LOC119549608|XP_037713707.1|DSUP	LOC117135924|XP_033152383.1|DMAU
OG0004304	LOC119550184|XP_037714650.1|DSUP	LOC117137926|XP_033155567.1|DMAU
OG0004305	LOC119551917|XP_037717466.1|DSUP	LOC117135439|XP_033151499.1|DMAU
OG0004306	LOC119551016|XP_037715998.1|DSUP	LOC117136624|XP_033153504.1|DMAU
OG0004307	LOC119551518|XP_037716831.1|DSUP	LOC117135822|XP_033152222.1|DMAU
OG0004308	LOC119550193|XP_037714663.1|DSUP	LOC117135741|XP_033152077.1|DMAU
OG0004309	LOC119553417|XP_037719722.1|DSUP	LOC117141140|XP_033160364.1|DMAU
OG0004310	LOC119549919|XP_037714171.1|DSUP	LOC117137390|XP_033154697.1|DMAU
OG0004311	LOC119554350|XP_037721144.1|DSUP	LOC117140243|XP_033158936.1|DMAU
OG0004312	LOC119548982|XP_037712507.1|DSUP	LOC117138257|XP_033156110.1|DMAU
OG0004313	LOC119559466|XP_037728503.1|DSUP	LOC117135672|XP_033151957.1|DMAU
OG0004314	LOC119551858|XP_037717363.1|DSUP	LOC117138422|XP_033156419.1|DMAU
OG0004315	LOC119549618|XP_037713718.1|DSUP	LOC117136900|XP_033153907.1|DMAU
OG0004316	LOC119551155|XP_037716277.1|DSUP	LOC117138262|XP_033156117.1|DMAU
OG0004317	LOC119550617|XP_037715372.1|DSUP	LOC117136400|XP_033153186.1|DMAU
OG0004318	LOC119548981|XP_037712505.1|DSUP	LOC117138256|XP_033156108.1|DMAU
OG0004319	LOC119550219|XP_037714710.1|DSUP, LOC119550214|XP_037714697.1|DSUP	LOC117137141|XP_033154333.1|DMAU
OG0004320	LOC119559961|XP_037729122.1|DSUP	LOC117142807|XP_033162906.1|DMAU
OG0004321	LOC119548796|XP_037712299.1|DSUP	LOC117135191|XP_033151152.1|DMAU
OG0004322	LOC119563389|XP_037732672.1|DSUP	LOC117144637|XP_033165823.1|DMAU
OG0004323	LOC119552899|XP_037718746.1|DSUP	LOC117139695|XP_033158092.1|DMAU
OG0004324	LOC119548705|XP_037712096.1|DSUP	LOC117150374|XP_033173127.1|DMAU
OG0004325	LOC119551790|XP_037717265.1|DSUP	LOC117135546|XP_033151730.1|DMAU
OG0004326	LOC119551788|XP_037717262.1|DSUP	LOC117135542|XP_033151725.1|DMAU
OG0004327	LOC119557863|XP_037726789.1|DSUP	LOC117147502|XP_033170297.1|DMAU
OG0004328	LOC119550145|XP_037714583.1|DSUP	LOC117138495|XP_033156516.1|DMAU
OG0004329	LOC119550753|XP_037715602.1|DSUP	LOC117138412|XP_033156379.1|DMAU
OG0004330	LOC119551890|XP_037717419.1|DSUP	LOC117138110|XP_033155863.1|DMAU
OG0004331	LOC119550421|XP_037715012.1|DSUP	LOC117137161|XP_033154363.1|DMAU
OG0004332	LOC119548264|XP_037711336.1|DSUP	LOC117150208|XP_033172898.1|DMAU
OG0004333	LOC119546381|XP_037708544.1|DSUP	LOC117138982|XP_033156985.1|DMAU
OG0004334	LOC119546595|XP_037708942.1|DSUP	LOC117149093|XP_033172631.1|DMAU
OG0004335	LOC119549270|XP_037713109.1|DSUP	LOC117138161|XP_033155930.1|DMAU
OG0004336	LOC119550920|XP_037715860.1|DSUP	LOC117138389|XP_033156352.1|DMAU
OG0004337	LOC119548852|XP_037712401.1|DSUP	LOC117150560|XP_033173399.1|DMAU
OG0004338	LOC119554311|XP_037721099.1|DSUP	LOC117139572|XP_033157869.1|DMAU
OG0004339	LOC119549144|XP_037712850.1|DSUP	LOC117135509|XP_033151636.1|DMAU
OG0004340	LOC119549142|XP_037712848.1|DSUP	LOC117135508|XP_033151635.1|DMAU
OG0004341	LOC119551523|XP_037716838.1|DSUP	LOC117136837|XP_033153809.1|DMAU
OG0004342	LOC119551565|XP_037716891.1|DSUP	LOC117138688|XP_033156836.1|DMAU
OG0004343	LOC119550860|XP_037715764.1|DSUP	LOC117137148|XP_033154343.1|DMAU
OG0004344	LOC119550990|XP_037715958.1|DSUP	LOC117137011|XP_033154091.1|DMAU
OG0004345	LOC119548037|XP_037711041.1|DSUP	LOC117148125|XP_033171243.1|DMAU
OG0004346	LOC119550314|XP_037714847.1|DSUP	LOC117137465|XP_033154802.1|DMAU
OG0004347	LOC119549978|XP_037714305.1|DSUP	LOC117136125|XP_033152717.1|DMAU
OG0004348	LOC119549520|XP_037713561.1|DSUP	LOC117137540|XP_033154928.1|DMAU
OG0004349	LOC119550835|XP_037715714.1|DSUP	LOC117137660|XP_033155091.1|DMAU
OG0004350	LOC119550493|XP_037715113.1|DSUP	LOC117138386|XP_033156348.1|DMAU
OG0004351	LOC119559401|XP_037728393.1|DSUP	LOC117136068|XP_033152608.1|DMAU
OG0004352	LOC119559849|XP_037728882.1|DSUP	LOC117144067|XP_033164967.1|DMAU
OG0004353	LOC119562048|XP_037731320.1|DSUP	LOC117142952|XP_033163168.1|DMAU
OG0004354	LOC119548674|XP_037712048.1|DSUP	LOC117143272|XP_033163741.1|DMAU
OG0004355	LOC119560969|XP_037730656.1|DSUP	LOC117144240|XP_033165201.1|DMAU
OG0004356	LOC119551328|XP_037716555.1|DSUP	LOC117136578|XP_033153439.1|DMAU
OG0004357	LOC119551262|XP_037716447.1|DSUP	LOC117136628|XP_033153507.1|DMAU
OG0004358	LOC119550556|XP_037715269.1|DSUP	LOC117136340|XP_033153094.1|DMAU
OG0004359	LOC119549219|XP_037713013.1|DSUP	LOC117135529|XP_033151683.1|DMAU
OG0004360	LOC119554978|XP_037722037.1|DSUP	LOC117140304|XP_033159039.1|DMAU
OG0004361	LOC119550360|XP_037714913.1|DSUP	LOC117143827|XP_033164564.1|DMAU
OG0004362	LOC119554940|XP_037721977.1|DSUP	LOC117139639|XP_033157990.1|DMAU
OG0004363	LOC119557206|XP_037725790.1|DSUP	LOC117148129|XP_033171245.1|DMAU
OG0004364	LOC119549525|XP_037713567.1|DSUP	LOC117136721|XP_033153638.1|DMAU
OG0004365	LOC119550445|XP_037715047.1|DSUP	LOC117137116|XP_033154299.1|DMAU
OG0004366	LOC119547841|XP_037710798.1|DSUP	LOC117147120|XP_033169781.1|DMAU
OG0004367	LOC119553156|XP_037719307.1|DSUP	LOC117139208|XP_033157276.1|DMAU
OG0004368	LOC119553048|XP_037719086.1|DSUP	LOC117140895|XP_033159940.1|DMAU
OG0004369	LOC119551824|XP_037717313.1|DSUP	LOC117137640|XP_033155064.1|DMAU
OG0004370	LOC119549149|XP_037712856.1|DSUP	LOC117137905|XP_033155539.1|DMAU
OG0004371	LOC119558245|XP_037727497.1|DSUP	LOC117148347|XP_033171574.1|DMAU
OG0004372	LOC119551675|XP_037717058.1|DSUP	LOC117137156|XP_033154357.1|DMAU
OG0004373	LOC119563365|XP_037732645.1|DSUP	LOC117145429|XP_033166967.1|DMAU
OG0004374	LOC119551032|XP_037716021.1|DSUP	LOC117137472|XP_033154811.1|DMAU
OG0004375	LOC119554908|XP_037721937.1|DSUP	LOC117140598|XP_033159499.1|DMAU
OG0004376	LOC119554875|XP_037721889.1|DSUP	LOC117141408|XP_033160722.1|DMAU
OG0004377	LOC119554337|XP_037721131.1|DSUP	LOC117140376|XP_033159132.1|DMAU
OG0004378	LOC119549421|XP_037713425.1|DSUP	LOC117138217|XP_033156048.1|DMAU
OG0004379	LOC119550490|XP_037715109.1|DSUP	LOC117137118|XP_033154301.1|DMAU
OG0004380	LOC119551863|XP_037717381.1|DSUP	LOC117137510|XP_033154882.1|DMAU
OG0004381	LOC119553556|XP_037719929.1|DSUP	LOC117143893|XP_033164688.1|DMAU
OG0004382	LOC119550176|XP_037714639.1|DSUP	LOC117137686|XP_033155146.1|DMAU
OG0004383	LOC119551183|XP_037716312.1|DSUP	LOC117136373|XP_033153154.1|DMAU
OG0004384	LOC119550603|XP_037715346.1|DSUP	LOC117136379|XP_033153161.1|DMAU
OG0004385	LOC119550564|XP_037715282.1|DSUP	LOC117136440|XP_033153247.1|DMAU
OG0004386	LOC119550311|XP_037714840.1|DSUP	LOC117137643|XP_033155068.1|DMAU
OG0004387	LOC119552914|XP_037718778.1|DSUP	LOC117139276|XP_033157393.1|DMAU
OG0004388	LOC119550050|XP_037714433.1|DSUP	LOC117137845|XP_033155438.1|DMAU
OG0004389	LOC119555630|XP_037723077.1|DSUP	LOC117139142|XP_033157184.1|DMAU
OG0004390	LOC119555459|XP_037722790.1|DSUP	LOC117140453|XP_033159274.1|DMAU
OG0004391	LOC119551143|XP_037716261.1|DSUP	LOC117138052|XP_033155759.1|DMAU
OG0004392	LOC119555449|XP_037722751.1|DSUP	LOC117141034|XP_033160207.1|DMAU
OG0004393	LOC119550871|XP_037715781.1|DSUP	LOC117136611|XP_033153489.1|DMAU
OG0004394	LOC119550423|XP_037715015.1|DSUP	LOC117136395|XP_033153180.1|DMAU
OG0004395	LOC119559400|XP_037728392.1|DSUP	LOC117136675|XP_033153570.1|DMAU
OG0004396	LOC119559438|XP_037728465.1|DSUP	LOC117135896|XP_033152334.1|DMAU
OG0004397	LOC119549811|XP_037714011.1|DSUP	LOC117138138|XP_033155903.1|DMAU
OG0004398	LOC119549815|XP_037714021.1|DSUP	LOC117138141|XP_033155906.1|DMAU
OG0004399	LOC119552096|XP_037717806.1|DSUP	LOC117136461|XP_033153280.1|DMAU
OG0004400	LOC119545795|XP_037707603.1|DSUP	LOC117142215|XP_033161941.1|DMAU
OG0004401	LOC119551323|XP_037716546.1|DSUP	LOC117136486|XP_033153316.1|DMAU
OG0004402	LOC119551009|XP_037715990.1|DSUP	LOC117136712|XP_033153626.1|DMAU
OG0004403	LOC119552034|XP_037717701.1|DSUP	LOC117138344|XP_033156275.1|DMAU
OG0004404	LOC119559379|XP_037728357.1|DSUP	LOC117136359|XP_033153120.1|DMAU
OG0004405	LOC119552961|XP_037718872.1|DSUP	LOC117141538|XP_033160924.1|DMAU
OG0004406	LOC119552788|XP_037718541.1|DSUP	LOC117139544|XP_033157820.1|DMAU
OG0004407	LOC119551959|XP_037717582.1|DSUP	LOC117137395|XP_033154707.1|DMAU
OG0004408	LOC119553554|XP_037719923.1|DSUP	LOC117139999|XP_033158597.1|DMAU
OG0004409	LOC119559997|XP_037729232.1|DSUP	LOC117146256|XP_033168098.1|DMAU
OG0004410	LOC119550937|XP_037715890.1|DSUP	LOC117135418|XP_033151461.1|DMAU
OG0004411	LOC119553868|XP_037720448.1|DSUP	LOC117140482|XP_033159323.1|DMAU
OG0004412	LOC119553867|XP_037720447.1|DSUP	LOC117140479|XP_033159320.1|DMAU
OG0004413	LOC119549700|XP_037713852.1|DSUP	LOC117136719|XP_033153635.1|DMAU
OG0004414	LOC119550055|XP_037714442.1|DSUP	LOC117138455|XP_033156473.1|DMAU
OG0004415	LOC119549855|XP_037714078.1|DSUP	LOC117135886|XP_033152324.1|DMAU
OG0004416	LOC119549303|XP_037713190.1|DSUP	LOC117136433|XP_033153237.1|DMAU
OG0004417	LOC119562863|XP_037731905.1|DSUP	LOC117142594|XP_033162560.1|DMAU
OG0004418	LOC119550104|XP_037714512.1|DSUP	LOC117137270|XP_033154524.1|DMAU
OG0004419	LOC119549448|XP_037713472.1|DSUP	LOC117138342|XP_033156272.1|DMAU
OG0004420	LOC119550218|XP_037714708.1|DSUP	LOC117137722|XP_033155186.1|DMAU
OG0004421	LOC119553525|XP_037719875.1|DSUP	LOC117141264|XP_033160524.1|DMAU
OG0004422	LOC119554655|XP_037721584.1|DSUP	LOC117139757|XP_033158214.1|DMAU
OG0004423	LOC119552101|XP_037717813.1|DSUP	LOC117138574|XP_033156636.1|DMAU
OG0004424	LOC119549561|XP_037713639.1|DSUP	LOC117136251|XP_033152948.1|DMAU
OG0004425	LOC119555434|XP_037722731.1|DSUP	LOC117138989|XP_033156951.1|DMAU
OG0004426	LOC119552861|XP_037718675.1|DSUP	LOC117139210|XP_033157278.1|DMAU
OG0004427	LOC119555461|XP_037722795.1|DSUP	LOC117139083|XP_033157090.1|DMAU
OG0004428	LOC119560385|XP_037729731.1|DSUP	LOC117142674|XP_033162699.1|DMAU
OG0004429	LOC119546666|XP_037709052.1|DSUP	LOC117143817|XP_033164557.1|DMAU
OG0004430	LOC119555305|XP_037722550.1|DSUP	LOC117141803|XP_033161339.1|DMAU
OG0004431	LOC119560358|XP_037729689.1|DSUP	LOC117144089|XP_033164995.1|DMAU
OG0004432	LOC119560354|XP_037729686.1|DSUP	LOC117144086|XP_033164991.1|DMAU
OG0004433	LOC119554959|XP_037722011.1|DSUP	LOC117139100|XP_033157122.1|DMAU
OG0004434	LOC119549814|XP_037714020.1|DSUP	LOC117138140|XP_033155905.1|DMAU
OG0004435	LOC119551667|XP_037717047.1|DSUP	LOC117135423|XP_033151468.1|DMAU
OG0004436	LOC119549368|XP_037713328.1|DSUP	LOC117138040|XP_033155741.1|DMAU
OG0004437	LOC119550185|XP_037714652.1|DSUP	LOC117138690|XP_033156839.1|DMAU
OG0004438	LOC119550758|XP_037715610.1|DSUP	LOC117136376|XP_033153157.1|DMAU
OG0004439	LOC119549158|XP_037712872.1|DSUP	LOC117138666|XP_033156795.1|DMAU
OG0004440	LOC119550941|XP_037715894.1|DSUP	LOC117135591|XP_033151817.1|DMAU
OG0004441	LOC119546644|XP_037709020.1|DSUP	LOC117136122|XP_033152718.1|DMAU
OG0004442	LOC119549824|XP_037714030.1|DSUP	LOC117136794|XP_033153741.1|DMAU
OG0004443	LOC119554017|XP_037720661.1|DSUP	LOC117140389|XP_033159147.1|DMAU
OG0004444	LOC119551973|XP_037717616.1|DSUP	LOC117137907|XP_033155543.1|DMAU
OG0004445	LOC119551338|XP_037716567.1|DSUP	LOC117136185|XP_033152820.1|DMAU
OG0004446	LOC119558118|XP_037727280.1|DSUP	LOC117142320|XP_033162118.1|DMAU
OG0004447	LOC119552962|XP_037718877.1|DSUP	LOC117142684|XP_033162719.1|DMAU
OG0004448	LOC119550582|XP_037715304.1|DSUP	LOC117137491|XP_033154861.1|DMAU
OG0004449	LOC119554115|XP_037720811.1|DSUP	LOC117140335|XP_033159073.1|DMAU
OG0004450	LOC119549055|XP_037712680.1|DSUP, LOC119549054|XP_037712679.1|DSUP	LOC117138215|XP_033156046.1|DMAU
OG0004451	LOC119550029|XP_037714382.1|DSUP	LOC117136428|XP_033153232.1|DMAU
OG0004452	LOC119551701|XP_037717102.1|DSUP	LOC117137934|XP_033155579.1|DMAU
OG0004453	LOC119549750|XP_037713920.1|DSUP	LOC117138402|XP_033156371.1|DMAU
OG0004454	LOC119563433|XP_037732747.1|DSUP	LOC117142247|XP_033161991.1|DMAU
OG0004455	LOC119554821|XP_037721823.1|DSUP	LOC117140085|XP_033158729.1|DMAU
OG0004456	LOC119557086|XP_037725568.1|DSUP	LOC117148658|XP_033172059.1|DMAU
OG0004457	LOC119553110|XP_037719211.1|DSUP	LOC117140192|XP_033158862.1|DMAU
OG0004458	LOC119553309|XP_037719563.1|DSUP	LOC117140571|XP_033159461.1|DMAU
OG0004459	LOC119555308|XP_037722554.1|DSUP	LOC117141906|XP_033161509.1|DMAU
OG0004460	LOC119555295|XP_037722540.1|DSUP	LOC117141444|XP_033160789.1|DMAU
OG0004461	LOC119554144|XP_037720849.1|DSUP	LOC117140919|XP_033160001.1|DMAU
OG0004462	LOC119552502|XP_037718038.1|DSUP	LOC117138983|XP_033156943.1|DMAU
OG0004463	LOC119555678|XP_037723227.1|DSUP	LOC117139171|XP_033157221.1|DMAU
OG0004464	LOC119552827|XP_037718608.1|DSUP	LOC117138986|XP_033156947.1|DMAU
OG0004465	LOC119553051|XP_037719090.1|DSUP	LOC117139555|XP_033157840.1|DMAU
OG0004466	LOC119554360|XP_037721154.1|DSUP	LOC117141280|XP_033160541.1|DMAU
OG0004467	LOC119554254|XP_037721019.1|DSUP	LOC117141521|XP_033160903.1|DMAU
OG0004468	LOC119554593|XP_037721505.1|DSUP	LOC117139415|XP_033157583.1|DMAU
OG0004469	LOC119554695|XP_037721624.1|DSUP	LOC117140670|XP_033159608.1|DMAU
OG0004470	LOC119547603|XP_037710452.1|DSUP	LOC117140050|XP_033158681.1|DMAU
OG0004471	LOC119559912|XP_037729018.1|DSUP	LOC117144101|XP_033165009.1|DMAU
OG0004472	LOC119549126|XP_037712820.1|DSUP	LOC117136166|XP_033152798.1|DMAU
OG0004473	LOC119551166|XP_037716291.1|DSUP	LOC117137556|XP_033154947.1|DMAU
OG0004474	LOC119551168|XP_037716294.1|DSUP	LOC117137578|XP_033154975.1|DMAU
OG0004475	LOC119563362|XP_037732642.1|DSUP	LOC117145426|XP_033166964.1|DMAU
OG0004476	LOC119547343|XP_037710083.1|DSUP	LOC117143681|XP_033164360.1|DMAU
OG0004477	LOC119550616|XP_037715371.1|DSUP	LOC117136852|XP_033153842.1|DMAU
OG0004478	LOC119550485|XP_037715102.1|DSUP	LOC117137547|XP_033154934.1|DMAU
OG0004479	LOC119551589|XP_037716918.1|DSUP	LOC117137213|XP_033154459.1|DMAU
OG0004480	LOC119556957|XP_037725393.1|DSUP	LOC117147489|XP_033170276.1|DMAU
OG0004481	LOC119550064|XP_037714455.1|DSUP	LOC117138404|XP_033156373.1|DMAU
OG0004482	LOC119563307|XP_037732568.1|DSUP	LOC117143877|XP_033164653.1|DMAU
OG0004483	LOC119549488|XP_037713519.1|DSUP	LOC117135578|XP_033151793.1|DMAU
OG0004484	LOC119560959|XP_037730639.1|DSUP	LOC117144790|XP_033166050.1|DMAU
OG0004485	LOC119557234|XP_037725844.1|DSUP	LOC117146426|XP_033168520.1|DMAU
OG0004486	LOC119550242|XP_037714740.1|DSUP	LOC117137186|XP_033154400.1|DMAU
OG0004487	LOC119555497|XP_037722841.1|DSUP	LOC117142039|XP_033161800.1|DMAU
OG0004488	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP	LOC117138295|XP_033156185.1|DMAU
OG0004489	LOC119555705|XP_037723289.1|DSUP	LOC117139273|XP_033157388.1|DMAU
OG0004490	LOC119551592|XP_037716921.1|DSUP	LOC117137560|XP_033154954.1|DMAU
OG0004492	LOC119552837|XP_037718626.1|DSUP	LOC117139536|XP_033157800.1|DMAU
OG0004493	LOC119555479|XP_037722814.1|DSUP	LOC117141494|XP_033160872.1|DMAU
OG0004493	LOC119546338|XP_037708467.1|DSUP	LOC117148825|XP_033172368.1|DMAU
OG0004494	LOC119560658|XP_037730154.1|DSUP	LOC117142840|XP_033162964.1|DMAU
OG0004495	LOC119559261|XP_037728260.1|DSUP, LOC119560032|XP_037729260.1|DSUP	LOC117145276|XP_033166755.1|DMAU
OG0004496	LOC119551375|XP_037716624.1|DSUP	LOC117137858|XP_033155463.1|DMAU
OG0004497	LOC119550954|XP_037715909.1|DSUP, LOC119549687|XP_037713831.1|DSUP	LOC117137341|XP_033154627.1|DMAU
OG0004498	LOC119550558|XP_037715274.1|DSUP	LOC117142892|XP_033163060.1|DMAU, LOC117144213|XP_033165154.1|DMAU
OG0004499	LOC119549673|XP_037713807.1|DSUP	LOC117136108|XP_033152697.1|DMAU
OG0004499	LOC119549671|XP_037713804.1|DSUP	LOC117136110|XP_033152700.1|DMAU
OG0004500	LOC119550705|XP_037715510.1|DSUP	LOC117136633|XP_033153515.1|DMAU
OG0004501	LOC119549198|XP_037712955.1|DSUP	LOC117136261|XP_033152970.1|DMAU
OG0004502	LOC119549345|XP_037713259.1|DSUP	LOC117135615|XP_033151868.1|DMAU
OG0004502	LOC119549344|XP_037713257.1|DSUP	LOC117135614|XP_033151867.1|DMAU
OG0004503	LOC119551461|XP_037716743.1|DSUP	LOC117143021|XP_033163292.1|DMAU
OG0004504	LOC119559656|XP_037728634.1|DSUP	LOC117141683|XP_033161178.1|DMAU
OG0004505	LOC119560687|XP_037730188.1|DSUP	LOC117144380|XP_033165401.1|DMAU
OG0004506	LOC119548349|XP_037711495.1|DSUP	LOC117144649|XP_033165838.1|DMAU
OG0004507	LOC119560055|XP_037729289.1|DSUP	LOC117143657|XP_033164329.1|DMAU
OG0004508	LOC119558832|XP_037728023.1|DSUP	LOC117144915|XP_033166251.1|DMAU
OG0004509	LOC119553183|XP_037719354.1|DSUP	LOC117140310|XP_033159046.1|DMAU
OG0004510	LOC119555945|XP_037723576.1|DSUP	LOC117146498|XP_033168639.1|DMAU
OG0004511	LOC119550206|XP_037714687.1|DSUP	LOC117143192|XP_033163619.1|DMAU
OG0004512	LOC119563285|XP_037732577.1|DSUP	LOC117146262|XP_033168123.1|DMAU
OG0004513	LOC119555809|XP_037723396.1|DSUP	LOC117146275|XP_033168161.1|DMAU
OG0004514	LOC119561559|XP_037731131.1|DSUP	LOC117146236|XP_033168033.1|DMAU
OG0004515	LOC119556229|XP_037724176.1|DSUP	LOC117146786|XP_033169212.1|DMAU
OG0004516	LOC119555948|XP_037723584.1|DSUP	LOC117146839|XP_033169284.1|DMAU
OG0004517	LOC119557949|XP_037726897.1|DSUP	LOC117146743|XP_033169091.1|DMAU
OG0004518	LOC119558219|XP_037727457.1|DSUP	LOC117148845|XP_033172390.1|DMAU
OG0004519	LOC119557163|XP_037725697.1|DSUP	LOC117142363|XP_033162181.1|DMAU
OG0004520	LOC119557280|XP_037725894.1|DSUP	LOC117146708|XP_033169015.1|DMAU
OG0004521	LOC119559376|XP_037728346.1|DSUP	LOC117136209|XP_033152855.1|DMAU
OG0004522	LOC119557161|XP_037725689.1|DSUP	LOC117148093|XP_033171196.1|DMAU
OG0004523	LOC119548630|XP_037711944.1|DSUP	LOC117142620|XP_033162597.1|DMAU
OG0004524	LOC119558051|XP_037727129.1|DSUP	LOC117148828|XP_033172369.1|DMAU
OG0004525	LOC119557099|XP_037725604.1|DSUP	LOC117148732|XP_033172188.1|DMAU
OG0004526	LOC119557319|XP_037725963.1|DSUP	LOC117146677|XP_033168929.1|DMAU
OG0004527	LOC119556376|XP_037724472.1|DSUP	LOC117148516|XP_033171814.1|DMAU
OG0004528	LOC119556191|XP_037724062.1|DSUP	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC119556125|XP_037723939.1|DSUP	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC119557814|XP_037726679.1|DSUP	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC119560435|XP_037729803.1|DSUP	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC119555884|XP_037723470.1|DSUP	LOC117147197|XP_033169888.1|DMAU
OG0004533	LOC119557037|XP_037725512.1|DSUP	LOC117146687|XP_033168952.1|DMAU
OG0004534	LOC119549755|XP_037713926.1|DSUP	LOC117136143|XP_033152739.1|DMAU
OG0004535	LOC119554575|XP_037721483.1|DSUP	LOC117140290|XP_033159018.1|DMAU
OG0004536	LOC119558185|XP_037727384.1|DSUP	LOC117148382|XP_033171629.1|DMAU
