Orthogroup	DSUP.longest_only	DNOV.longest_only
OG0004489	LOC119555705|XP_037723289.1|DSUP	LOC115771189|XP_030572643.1|DNOV
OG0004490	LOC119551592|XP_037716921.1|DSUP	LOC115762462|XP_030560530.1|DNOV
OG0004492	LOC119552837|XP_037718626.1|DSUP	LOC115767231|XP_030567290.1|DNOV, LOC115770011|XP_030570921.1|DNOV
OG0004493	LOC119555479|XP_037722814.1|DSUP	LOC115768869|XP_030569437.1|DNOV
OG0004494	LOC119560658|XP_037730154.1|DSUP	LOC115763639|XP_030562129.1|DNOV, LOC115763832|XP_030562451.1|DNOV
OG0004495	LOC119559261|XP_037728260.1|DSUP, LOC119560032|XP_037729260.1|DSUP	LOC115771640|XP_030573300.1|DNOV, LOC115771641|XP_030573301.1|DNOV, LOC115771951|XP_030573714.1|DNOV
OG0004496	LOC119550375|XP_037714950.1|DSUP, LOC119551375|XP_037716624.1|DSUP	LOC115771166|XP_030572608.1|DNOV
OG0004497	LOC119550954|XP_037715909.1|DSUP, LOC119549687|XP_037713831.1|DSUP, LOC119550779|XP_037715637.1|DSUP, LOC119549688|XP_037713832.1|DSUP	LOC115760014|XP_030557039.1|DNOV
OG0004498	LOC119550558|XP_037715274.1|DSUP	LOC115767442|XP_030567599.1|DNOV, LOC115767443|XP_030567600.1|DNOV
OG0004499	LOC119549673|XP_037713807.1|DSUP, LOC119549671|XP_037713804.1|DSUP	LOC115763654|XP_030562186.1|DNOV
OG0004500	LOC119550705|XP_037715510.1|DSUP	LOC115760749|XP_030558086.1|DNOV
OG0004501	LOC119549198|XP_037712955.1|DSUP	LOC115762307|XP_030560333.1|DNOV
OG0004503	LOC119551461|XP_037716743.1|DSUP	LOC115760779|XP_030558129.1|DNOV
OG0004504	LOC119559656|XP_037728634.1|DSUP	LOC115760376|XP_030557530.1|DNOV
OG0004505	LOC119560687|XP_037730188.1|DSUP	LOC115764749|XP_030563828.1|DNOV
OG0004506	LOC119548349|XP_037711495.1|DSUP	LOC115759421|XP_030556178.1|DNOV
OG0004507	LOC119560055|XP_037729289.1|DSUP	LOC115763986|XP_030562659.1|DNOV
OG0004508	LOC119558832|XP_037728023.1|DSUP	LOC115764145|XP_030562881.1|DNOV
OG0004509	LOC119553183|XP_037719354.1|DSUP	LOC115767363|XP_030567484.1|DNOV
OG0004510	LOC119555945|XP_037723576.1|DSUP	LOC115768212|XP_030568584.1|DNOV
OG0004511	LOC119550206|XP_037714687.1|DSUP	LOC115771709|XP_030573388.1|DNOV
OG0004512	LOC119563285|XP_037732577.1|DSUP	LOC115766794|XP_030566675.1|DNOV
OG0004513	LOC119555809|XP_037723396.1|DSUP	LOC115766787|XP_030566663.1|DNOV
OG0004514	LOC119561559|XP_037731131.1|DSUP	LOC115766772|XP_030566643.1|DNOV
OG0004515	LOC119556229|XP_037724176.1|DSUP	LOC115765186|XP_030564474.1|DNOV
OG0004516	LOC119555948|XP_037723584.1|DSUP	LOC115767325|XP_030567427.1|DNOV
OG0004517	LOC119557949|XP_037726897.1|DSUP	LOC115766483|XP_030566305.1|DNOV
OG0004518	LOC119558219|XP_037727457.1|DSUP	LOC115768104|XP_030568456.1|DNOV
OG0004519	LOC119557163|XP_037725697.1|DSUP	LOC115764223|XP_030562997.1|DNOV
OG0004520	LOC119557280|XP_037725894.1|DSUP	LOC115766263|XP_030565983.1|DNOV
OG0004521	LOC119559376|XP_037728346.1|DSUP	LOC115762438|XP_030560494.1|DNOV
OG0004522	LOC119557161|XP_037725689.1|DSUP	LOC115767284|XP_030567375.1|DNOV
OG0004523	LOC119548630|XP_037711944.1|DSUP	LOC115765032|XP_030564254.1|DNOV
OG0004524	LOC119558051|XP_037727129.1|DSUP	LOC115767592|XP_030567745.1|DNOV
OG0004525	LOC119557099|XP_037725604.1|DSUP	LOC115765196|XP_030564490.1|DNOV
OG0004526	LOC119557319|XP_037725963.1|DSUP	LOC115768229|XP_030568616.1|DNOV
OG0004527	LOC119556376|XP_037724472.1|DSUP	LOC115767799|XP_030567990.1|DNOV
OG0004528	LOC119556191|XP_037724062.1|DSUP	LOC115764276|XP_030563062.1|DNOV
OG0004529	LOC119556125|XP_037723939.1|DSUP	LOC115768794|XP_030569350.1|DNOV
OG0004530	LOC119557814|XP_037726679.1|DSUP	LOC115765203|XP_030564501.1|DNOV
OG0004531	LOC119560435|XP_037729803.1|DSUP	LOC115765064|XP_030564298.1|DNOV
OG0004532	LOC119555884|XP_037723470.1|DSUP	LOC115766350|XP_030566108.1|DNOV
OG0004533	LOC119557037|XP_037725512.1|DSUP	LOC115767397|XP_030567520.1|DNOV
OG0004534	LOC119549755|XP_037713926.1|DSUP	LOC115765276|XP_030564626.1|DNOV
OG0004535	LOC119554575|XP_037721483.1|DSUP	LOC115762927|XP_030561167.1|DNOV
OG0004536	LOC119558185|XP_037727384.1|DSUP	LOC115764286|XP_030563077.1|DNOV
OG0004537	LOC119557536|XP_037726235.1|DSUP, LOC119556314|XP_037724327.1|DSUP	LOC115767402|XP_030567527.1|DNOV
OG0004538	LOC119549310|XP_037713198.1|DSUP	LOC115762043|XP_030559973.1|DNOV
OG0004539	LOC119563075|XP_037732218.1|DSUP	LOC115771924|XP_030573682.1|DNOV
OG0004540	LOC119556112|XP_037723912.1|DSUP	LOC115767732|XP_030567903.1|DNOV
OG0004541	LOC119550612|XP_037715364.1|DSUP	LOC115757978|XP_030554319.1|DNOV
OG0004542	LOC119558115|XP_037727272.1|DSUP	LOC115764378|XP_030563200.1|DNOV
OG0004543	LOC119556548|XP_037724759.1|DSUP	LOC115768260|XP_030568649.1|DNOV
OG0004544	LOC119556828|XP_037725213.1|DSUP	LOC115768153|XP_030568508.1|DNOV
OG0004545	LOC119559753|XP_037728751.1|DSUP	LOC115761362|XP_030558970.1|DNOV
OG0004546	LOC119549810|XP_037714010.1|DSUP	LOC115760848|XP_030558260.1|DNOV
OG0004547	LOC119558015|XP_037727054.1|DSUP	LOC115766908|XP_030566846.1|DNOV
OG0004548	LOC119557358|XP_037726023.1|DSUP	LOC115765145|XP_030564410.1|DNOV
OG0004549	LOC119558088|XP_037727221.1|DSUP	LOC115768777|XP_030569329.1|DNOV
OG0004550	LOC119557679|XP_037726477.1|DSUP	LOC115769020|XP_030569590.1|DNOV
OG0004551	LOC119549247|XP_037713077.1|DSUP	LOC115772051|XP_030573856.1|DNOV
OG0004552	LOC119558258|XP_037727523.1|DSUP	LOC115768569|XP_030569053.1|DNOV
OG0004553	LOC119555663|XP_037723178.1|DSUP	LOC115770982|XP_030572313.1|DNOV
OG0004554	LOC119556675|XP_037724967.1|DSUP	LOC115767870|XP_030568090.1|DNOV
OG0004555	LOC119557873|XP_037726801.1|DSUP	LOC115767869|XP_030568089.1|DNOV
OG0004556	LOC119556909|XP_037725324.1|DSUP	LOC115764263|XP_030563045.1|DNOV
OG0004557	LOC119556668|XP_037724947.1|DSUP	LOC115768435|XP_030568853.1|DNOV
OG0004558	LOC119557058|XP_037725534.1|DSUP	LOC115765394|XP_030564784.1|DNOV
OG0004559	LOC119561813|XP_037731221.1|DSUP	LOC115764615|XP_030563633.1|DNOV
OG0004560	LOC119559028|XP_037728085.1|DSUP	LOC115760372|XP_030557529.1|DNOV
OG0004561	LOC119547993|XP_037710983.1|DSUP	LOC115771904|XP_030573653.1|DNOV
OG0004562	LOC119556206|XP_037724096.1|DSUP	LOC115771879|XP_030573624.1|DNOV
OG0004563	LOC119563518|XP_037732912.1|DSUP	LOC115772114|XP_030573946.1|DNOV
OG0004564	LOC119560115|XP_037729391.1|DSUP	LOC115763894|XP_030562532.1|DNOV
OG0004565	LOC119560918|XP_037730548.1|DSUP	LOC115771793|XP_030573523.1|DNOV
OG0004566	LOC119556237|XP_037724199.1|DSUP	LOC115765310|XP_030564668.1|DNOV
OG0004567	LOC119556529|XP_037724733.1|DSUP	LOC115768159|XP_030568513.1|DNOV
OG0004568	LOC119557218|XP_037725812.1|DSUP	LOC115768453|XP_030568874.1|DNOV
OG0004569	LOC119559924|XP_037729057.1|DSUP	LOC115761719|XP_030559457.1|DNOV
OG0004570	LOC119549050|XP_037712672.1|DSUP	LOC115765370|XP_030564757.1|DNOV
OG0004571	LOC119556086|XP_037723865.1|DSUP	LOC115767013|XP_030566996.1|DNOV
OG0004572	LOC119548059|XP_037711071.1|DSUP	LOC115760111|XP_030557164.1|DNOV
OG0004573	LOC119548977|XP_037712503.1|DSUP	LOC115761666|XP_030559372.1|DNOV
OG0004574	LOC119556659|XP_037724930.1|DSUP	LOC115768915|XP_030569505.1|DNOV
OG0004575	LOC119556509|XP_037724701.1|DSUP	LOC115768922|XP_030569518.1|DNOV
OG0004576	LOC119560500|XP_037729898.1|DSUP	LOC115759505|XP_030556306.1|DNOV
OG0004577	LOC119559853|XP_037728886.1|DSUP	LOC115761595|XP_030559252.1|DNOV
OG0004578	LOC119556342|XP_037724369.1|DSUP	LOC115771315|XP_030572834.1|DNOV
OG0004579	LOC119545931|XP_037707789.1|DSUP	LOC115759105|XP_030555804.1|DNOV
OG0004580	LOC119559870|XP_037728924.1|DSUP	LOC115761752|XP_030559513.1|DNOV
OG0004581	LOC119546129|XP_037708158.1|DSUP	LOC115764168|XP_030562912.1|DNOV
OG0004582	LOC119563180|XP_037732379.1|DSUP	LOC115757658|XP_030553831.1|DNOV
OG0004583	LOC119558121|XP_037727279.1|DSUP	LOC115765326|XP_030564687.1|DNOV
OG0004584	LOC119550001|XP_037714350.1|DSUP	LOC115757848|XP_030554143.1|DNOV
OG0004585	LOC119546665|XP_037709055.1|DSUP	LOC115764948|XP_030564129.1|DNOV
OG0004586	LOC119556217|XP_037724129.1|DSUP	LOC115768524|XP_030568975.1|DNOV
OG0004587	LOC119549016|XP_037712591.1|DSUP	LOC115764949|XP_030564130.1|DNOV
OG0004588	LOC119563132|XP_037732310.1|DSUP	LOC115764985|XP_030564172.1|DNOV
OG0004589	LOC119556210|XP_037724098.1|DSUP	LOC115765361|XP_030564739.1|DNOV
OG0004590	LOC119545634|XP_037707272.1|DSUP	LOC115765080|XP_030564315.1|DNOV
OG0004591	LOC119545633|XP_037707271.1|DSUP	LOC115765049|XP_030564283.1|DNOV
OG0004592	LOC119558282|XP_037727585.1|DSUP	LOC115765179|XP_030564461.1|DNOV
OG0004593	LOC119557947|XP_037726895.1|DSUP	LOC115766839|XP_030566742.1|DNOV
OG0004594	LOC119557095|XP_037725585.1|DSUP	LOC115765221|XP_030564521.1|DNOV
OG0004595	LOC119557480|XP_037726177.1|DSUP	LOC115768272|XP_030568669.1|DNOV
OG0004596	LOC119557298|XP_037725934.1|DSUP	LOC115768150|XP_030568504.1|DNOV
OG0004597	LOC119556252|XP_037724221.1|DSUP	LOC115768897|XP_030569472.1|DNOV
OG0004598	LOC119552931|XP_037718802.1|DSUP	LOC115765829|XP_030565413.1|DNOV
OG0004599	LOC119547958|XP_037710936.1|DSUP	LOC115760140|XP_030557205.1|DNOV
OG0004600	LOC119555865|XP_037723445.1|DSUP	LOC115768839|XP_030569396.1|DNOV
OG0004601	LOC119556922|XP_037725337.1|DSUP	LOC115768844|XP_030569400.1|DNOV
OG0004602	LOC119556723|XP_037725049.1|DSUP	LOC115765268|XP_030564617.1|DNOV
OG0004603	LOC119546650|XP_037709032.1|DSUP	LOC115765885|XP_030565486.1|DNOV
OG0004604	LOC119558135|XP_037727296.1|DSUP	LOC115764330|XP_030563140.1|DNOV
OG0004605	LOC119555987|XP_037723642.1|DSUP	LOC115764421|XP_030563280.1|DNOV
OG0004606	LOC119561031|XP_037730786.1|DSUP	LOC115763690|XP_030562231.1|DNOV
OG0004607	LOC119556893|XP_037725301.1|DSUP	LOC115768170|XP_030568528.1|DNOV
OG0004608	LOC119558270|XP_037727566.1|DSUP	LOC115768616|XP_030569132.1|DNOV
OG0004609	LOC119556663|XP_037724939.1|DSUP	LOC115765246|XP_030564570.1|DNOV
OG0004610	LOC119557805|XP_037726731.1|DSUP	LOC115757762|XP_030554034.1|DNOV
OG0004611	LOC119551742|XP_037717174.1|DSUP	LOC115759509|XP_030556309.1|DNOV
OG0004612	LOC119556519|XP_037724724.1|DSUP	LOC115759577|XP_030556405.1|DNOV
OG0004613	LOC119546144|XP_037708183.1|DSUP	LOC115764170|XP_030562914.1|DNOV
OG0004614	LOC119558201|XP_037727421.1|DSUP	LOC115764271|XP_030563056.1|DNOV
OG0004615	LOC119556514|XP_037724711.1|DSUP	LOC115768198|XP_030568572.1|DNOV
OG0004616	LOC119556131|XP_037723948.1|DSUP	LOC115765086|XP_030564326.1|DNOV
OG0004617	LOC119547079|XP_037709699.1|DSUP	LOC115758954|XP_030555613.1|DNOV
OG0004618	LOC119560795|XP_037730359.1|DSUP	LOC115771979|XP_030573759.1|DNOV
OG0004619	LOC119560351|XP_037729682.1|DSUP	LOC115761245|XP_030558801.1|DNOV
OG0004620	LOC119559742|XP_037728728.1|DSUP	LOC115761967|XP_030559869.1|DNOV
OG0004621	LOC119562984|XP_037732089.1|DSUP	LOC115770830|XP_030572125.1|DNOV
OG0004622	LOC119557389|XP_037726065.1|DSUP	LOC115761732|XP_030559477.1|DNOV
OG0004623	LOC119552758|XP_037718483.1|DSUP	LOC115764888|XP_030564030.1|DNOV
OG0004624	LOC119560070|XP_037729305.1|DSUP	LOC115759415|XP_030556167.1|DNOV
OG0004625	LOC119557823|XP_037726694.1|DSUP	LOC115767737|XP_030567909.1|DNOV
OG0004626	LOC119555861|XP_037723430.1|DSUP	LOC115765097|XP_030564341.1|DNOV
OG0004627	LOC119555684|XP_037723235.1|DSUP	LOC115762836|XP_030561062.1|DNOV
OG0004628	LOC119557568|XP_037726288.1|DSUP	LOC115768903|XP_030569480.1|DNOV
OG0004629	LOC119559859|XP_037728892.1|DSUP	LOC115771999|XP_030573789.1|DNOV
OG0004630	LOC119563533|XP_037732933.1|DSUP	LOC115764893|XP_030564040.1|DNOV
OG0004632	LOC119548912|XP_037712485.1|DSUP	LOC115761238|XP_030558792.1|DNOV
OG0004633	LOC119553357|XP_037719631.1|DSUP	LOC115765013|XP_030564226.1|DNOV
OG0004634	LOC119551340|XP_037716577.1|DSUP	LOC115764923|XP_030564089.1|DNOV
OG0004635	LOC119556402|XP_037724506.1|DSUP	LOC115767848|XP_030568058.1|DNOV
OG0004636	LOC119558183|XP_037727377.1|DSUP	LOC115765155|XP_030564428.1|DNOV
OG0004637	LOC119557671|XP_037726462.1|DSUP	LOC115767565|XP_030567707.1|DNOV
OG0004638	LOC119556793|XP_037725158.1|DSUP	LOC115768048|XP_030568341.1|DNOV
OG0004639	LOC119550487|XP_037715107.1|DSUP	LOC115771948|XP_030573711.1|DNOV
OG0004640	LOC119563407|XP_037732702.1|DSUP	LOC115771637|XP_030573297.1|DNOV
OG0004641	LOC119558367|XP_037727806.1|DSUP	LOC115767974|XP_030568233.1|DNOV
OG0004642	LOC119557673|XP_037726469.1|DSUP	LOC115767578|XP_030567723.1|DNOV
OG0004643	LOC119563319|XP_037732582.1|DSUP	LOC115770774|XP_030572052.1|DNOV
OG0004644	LOC119557330|XP_037725979.1|DSUP	LOC115769124|XP_030569689.1|DNOV
OG0004645	LOC119546181|XP_037708233.1|DSUP	LOC115765947|XP_030565553.1|DNOV
OG0004646	LOC119558128|XP_037727292.1|DSUP	LOC115765031|XP_030564253.1|DNOV
OG0004647	LOC119558318|XP_037727658.1|DSUP	LOC115768275|XP_030568673.1|DNOV
OG0004648	LOC119556035|XP_037723751.1|DSUP	LOC115764373|XP_030563195.1|DNOV
OG0004649	LOC119556432|XP_037724588.1|DSUP	LOC115766900|XP_030566837.1|DNOV
OG0004650	LOC119546978|XP_037709555.1|DSUP	LOC115763297|XP_030561645.1|DNOV
OG0004651	LOC119553635|XP_037720041.1|DSUP	LOC115772016|XP_030573807.1|DNOV
OG0004652	LOC119546589|XP_037708934.1|DSUP	LOC115761571|XP_030559217.1|DNOV
OG0004653	LOC119553980|XP_037720615.1|DSUP	LOC115770362|XP_030571470.1|DNOV
OG0004654	LOC119546724|XP_037709142.1|DSUP	LOC115759047|XP_030555730.1|DNOV
OG0004655	LOC119562893|XP_037731938.1|DSUP	LOC115771623|XP_030573263.1|DNOV
OG0004656	LOC119556600|XP_037724840.1|DSUP	LOC115767112|XP_030567125.1|DNOV
OG0004657	LOC119560882|XP_037730487.1|DSUP	LOC115766025|XP_030565656.1|DNOV
OG0004658	LOC119549531|XP_037713584.1|DSUP	LOC115762004|XP_030559933.1|DNOV
OG0004659	LOC119549656|XP_037713774.1|DSUP	LOC115761874|XP_030559737.1|DNOV
OG0004660	LOC119559751|XP_037728749.1|DSUP	LOC115761363|XP_030558971.1|DNOV
OG0004661	LOC119562903|XP_037731957.1|DSUP	LOC115771931|XP_030573691.1|DNOV
OG0004662	LOC119555192|XP_037722380.1|DSUP	LOC115761767|XP_030559556.1|DNOV
OG0004663	LOC119557647|XP_037726426.1|DSUP	LOC115768618|XP_030569135.1|DNOV
OG0004664	LOC119556199|XP_037724079.1|DSUP	LOC115768623|XP_030569141.1|DNOV
OG0004665	LOC119556846|XP_037725245.1|DSUP	LOC115768444|XP_030568863.1|DNOV
OG0004666	LOC119560798|XP_037730358.1|DSUP	LOC115759517|XP_030556320.1|DNOV
OG0004667	LOC119560801|XP_037730363.1|DSUP	LOC115759500|XP_030556301.1|DNOV
OG0004668	LOC119555954|XP_037723592.1|DSUP	LOC115766400|XP_030566177.1|DNOV
OG0004669	LOC119545934|XP_037707800.1|DSUP	LOC115760188|XP_030557278.1|DNOV
OG0004670	LOC119548841|XP_037712392.1|DSUP	LOC115759472|XP_030556266.1|DNOV
OG0004671	LOC119560694|XP_037730204.1|DSUP	LOC115761310|XP_030558900.1|DNOV
OG0004672	LOC119562919|XP_037731996.1|DSUP	LOC115771696|XP_030573373.1|DNOV
OG0004673	LOC119547027|XP_037709629.1|DSUP	LOC115771604|XP_030573226.1|DNOV
OG0004674	LOC119560892|XP_037730526.1|DSUP	LOC115764996|XP_030564193.1|DNOV
OG0004675	LOC119545777|XP_037707570.1|DSUP	LOC115764854|XP_030563983.1|DNOV
OG0004676	LOC119560365|XP_037729698.1|DSUP	LOC115764011|XP_030562695.1|DNOV
OG0004677	LOC119558647|XP_037727974.1|DSUP	LOC115764085|XP_030562795.1|DNOV
OG0004678	LOC119558627|XP_037727963.1|DSUP	LOC115764815|XP_030563922.1|DNOV
OG0004679	LOC119560375|XP_037729710.1|DSUP	LOC115770878|XP_030572174.1|DNOV
OG0004680	LOC119547458|XP_037710259.1|DSUP	LOC115771610|XP_030573236.1|DNOV
OG0004681	LOC119560025|XP_037729245.1|DSUP	LOC115764720|XP_030563780.1|DNOV
OG0004682	LOC119547428|XP_037710215.1|DSUP	LOC115763107|XP_030561411.1|DNOV
OG0004683	LOC119558427|XP_037727909.1|DSUP	LOC115761801|XP_030559604.1|DNOV
OG0004684	LOC119560961|XP_037730640.1|DSUP	LOC115771764|XP_030573477.1|DNOV
OG0004685	LOC119547568|XP_037710400.1|DSUP	LOC115765041|XP_030564270.1|DNOV
OG0004686	LOC119545824|XP_037707650.1|DSUP	LOC115766127|XP_030565809.1|DNOV
OG0004687	LOC119563182|XP_037732381.1|DSUP	LOC115764982|XP_030564170.1|DNOV
OG0004688	LOC119560016|XP_037729233.1|DSUP	LOC115765639|XP_030565156.1|DNOV
OG0004689	LOC119545809|XP_037707620.1|DSUP	LOC115772097|XP_030573919.1|DNOV
OG0004690	LOC119559760|XP_037728759.1|DSUP	LOC115765582|XP_030565090.1|DNOV
OG0004691	LOC119546826|XP_037709349.1|DSUP	LOC115764935|XP_030564106.1|DNOV
OG0004692	LOC119563170|XP_037732364.1|DSUP	LOC115764625|XP_030563649.1|DNOV
OG0004693	LOC119563169|XP_037732362.1|DSUP	LOC115764766|XP_030563862.1|DNOV
OG0004695	LOC119545978|XP_037707887.1|DSUP	LOC115764855|XP_030563984.1|DNOV
OG0004696	LOC119551823|XP_037717317.1|DSUP	LOC115772012|XP_030573802.1|DNOV
OG0004697	LOC119557566|XP_037726278.1|DSUP	LOC115766467|XP_030566269.1|DNOV
OG0004698	LOC119557478|XP_037726174.1|DSUP	LOC115765382|XP_030564765.1|DNOV
OG0004699	LOC119563126|XP_037732302.1|DSUP	LOC115761961|XP_030559862.1|DNOV
OG0004700	LOC119560333|XP_037729651.1|DSUP	LOC115761716|XP_030559454.1|DNOV
OG0004701	LOC119560615|XP_037730080.1|DSUP	LOC115770930|XP_030572247.1|DNOV
OG0004702	LOC119545751|XP_037707513.1|DSUP	LOC115764722|XP_030563784.1|DNOV
OG0004703	LOC119563406|XP_037732700.1|DSUP	LOC115761309|XP_030558899.1|DNOV
OG0004704	LOC119549605|XP_037713700.1|DSUP	LOC115761885|XP_030559748.1|DNOV
OG0004705	LOC119560815|XP_037730387.1|DSUP	LOC115764221|XP_030562995.1|DNOV
OG0004706	LOC119552557|XP_037718104.1|DSUP	LOC115762561|XP_030560705.1|DNOV
OG0004708	LOC119560522|XP_037729925.1|DSUP	LOC115764617|XP_030563637.1|DNOV
OG0004709	LOC119560710|XP_037730246.1|DSUP	LOC115764742|XP_030563818.1|DNOV
OG0004710	LOC119549294|XP_037713184.1|DSUP	LOC115771773|XP_030573488.1|DNOV
OG0004711	LOC119551936|XP_037717528.1|DSUP	LOC115764831|XP_030563939.1|DNOV
OG0004712	LOC119559863|XP_037728898.1|DSUP	LOC115761605|XP_030559267.1|DNOV
OG0004713	LOC119563442|XP_037732765.1|DSUP	LOC115763966|XP_030562623.1|DNOV
OG0004714	LOC119562870|XP_037731911.1|DSUP	LOC115764116|XP_030562838.1|DNOV
OG0004715	LOC119548182|XP_037711225.1|DSUP	LOC115769281|XP_030569866.1|DNOV
OG0004716	LOC119548449|XP_037711644.1|DSUP	LOC115764063|XP_030562771.1|DNOV
OG0004717	LOC119557636|XP_037726398.1|DSUP	LOC115764428|XP_030563289.1|DNOV
OG0004718	LOC119547202|XP_037709874.1|DSUP	LOC115759101|XP_030555798.1|DNOV
OG0004719	LOC119548263|XP_037711339.1|DSUP	LOC115771763|XP_030573475.1|DNOV
OG0004720	LOC119549221|XP_037713032.1|DSUP	LOC115764759|XP_030563854.1|DNOV
OG0004721	LOC119563173|XP_037732368.1|DSUP	LOC115761381|XP_030558993.1|DNOV
OG0004722	LOC119563068|XP_037732211.1|DSUP	LOC115764201|XP_030562950.1|DNOV
OG0004723	LOC119556324|XP_037724340.1|DSUP	LOC115768223|XP_030568609.1|DNOV
OG0004724	LOC119560870|XP_037730470.1|DSUP	LOC115771619|XP_030573257.1|DNOV
OG0004725	LOC119545728|XP_037707475.1|DSUP	LOC115761585|XP_030559235.1|DNOV
OG0004726	LOC119557542|XP_037726247.1|DSUP	LOC115764972|XP_030564157.1|DNOV
OG0004727	LOC119558965|XP_037728072.1|DSUP	LOC115761317|XP_030558908.1|DNOV
OG0004728	LOC119560663|XP_037730160.1|DSUP	LOC115761337|XP_030558934.1|DNOV
OG0004729	LOC119558024|XP_037727079.1|DSUP	LOC115764283|XP_030563074.1|DNOV
OG0004730	LOC119546656|XP_037709039.1|DSUP	LOC115758650|XP_030555245.1|DNOV
OG0004731	LOC119560240|XP_037729531.1|DSUP	LOC115771780|XP_030573500.1|DNOV
OG0004732	LOC119559843|XP_037728868.1|DSUP	LOC115771860|XP_030573601.1|DNOV
OG0004733	LOC119559822|XP_037728844.1|DSUP	LOC115757767|XP_030554052.1|DNOV
OG0004734	LOC119559883|XP_037728948.1|DSUP	LOC115761810|XP_030559616.1|DNOV
OG0004735	LOC119545828|XP_037707654.1|DSUP	LOC115771982|XP_030573762.1|DNOV
OG0004736	LOC119545711|XP_037707438.1|DSUP	LOC115757662|XP_030553839.1|DNOV
OG0004737	LOC119560792|XP_037730349.1|DSUP	LOC115764136|XP_030562870.1|DNOV
OG0004738	LOC119560006|XP_037729208.1|DSUP	LOC115763998|XP_030562677.1|DNOV
OG0004739	LOC119561787|XP_037731197.1|DSUP	LOC115764612|XP_030563628.1|DNOV
OG0004740	LOC119551923|XP_037717485.1|DSUP	LOC115761922|XP_030559799.1|DNOV
OG0004741	LOC119561086|XP_037730885.1|DSUP	LOC115764226|XP_030563000.1|DNOV
OG0004742	LOC119552740|XP_037718478.1|DSUP	LOC115766769|XP_030566625.1|DNOV
OG0004743	LOC119560552|XP_037729992.1|DSUP	LOC115763995|XP_030562674.1|DNOV
OG0004744	LOC119546578|XP_037708908.1|DSUP	LOC115763039|XP_030561317.1|DNOV
OG0004745	LOC119559811|XP_037728824.1|DSUP	LOC115763673|XP_030562205.1|DNOV
OG0004746	LOC119553449|XP_037719781.1|DSUP	LOC115770623|XP_030571821.1|DNOV
OG0004747	LOC119553464|XP_037719798.1|DSUP	LOC115770624|XP_030571822.1|DNOV
OG0004748	LOC119548583|XP_037711834.1|DSUP	LOC115770756|XP_030572028.1|DNOV
OG0004749	LOC119551204|XP_037716369.1|DSUP	LOC115771868|XP_030573607.1|DNOV
OG0004750	LOC119560355|XP_037729687.1|DSUP	LOC115761288|XP_030558871.1|DNOV
OG0004751	LOC119555657|XP_037723169.1|DSUP	LOC115764960|XP_030564143.1|DNOV
OG0004752	LOC119559814|XP_037728833.1|DSUP	LOC115771938|XP_030573697.1|DNOV
OG0004753	LOC119563497|XP_037732865.1|DSUP	LOC115761747|XP_030559506.1|DNOV
OG0004754	LOC119551392|XP_037716650.1|DSUP	LOC115761799|XP_030559602.1|DNOV
OG0004755	LOC119547839|XP_037710800.1|DSUP	LOC115771976|XP_030573755.1|DNOV
OG0004756	LOC119547822|XP_037710776.1|DSUP	LOC115771839|XP_030573581.1|DNOV
OG0004757	LOC119563361|XP_037732640.1|DSUP	LOC115761538|XP_030559177.1|DNOV
OG0004758	LOC119560206|XP_037729497.1|DSUP	LOC115765722|XP_030565246.1|DNOV
OG0004759	LOC119560979|XP_037730681.1|DSUP	LOC115771903|XP_030573650.1|DNOV
OG0004760	LOC119559798|XP_037728809.1|DSUP	LOC115759441|XP_030556222.1|DNOV
OG0004761	LOC119563335|XP_037732608.1|DSUP, LOC119559283|XP_037728284.1|DSUP	LOC115764871|XP_030564009.1|DNOV
OG0004762	LOC119547119|XP_037709757.1|DSUP	LOC115763042|XP_030561323.1|DNOV
OG0004763	LOC119560967|XP_037730658.1|DSUP	LOC115761569|XP_030559215.1|DNOV
OG0004764	LOC119560827|XP_037730401.1|DSUP	LOC115764733|XP_030563806.1|DNOV
OG0004765	LOC119548818|XP_037712345.1|DSUP	LOC115762014|XP_030559943.1|DNOV
OG0004766	LOC119563267|XP_037732514.1|DSUP	LOC115761977|XP_030559882.1|DNOV
OG0004767	LOC119559758|XP_037728757.1|DSUP	LOC115761557|XP_030559200.1|DNOV
OG0004768	LOC119560833|XP_037730408.1|DSUP	LOC115766185|XP_030565888.1|DNOV
OG0004769	LOC119547826|XP_037710777.1|DSUP	LOC115759152|XP_030555868.1|DNOV
OG0004770	LOC119553282|XP_037719524.1|DSUP	LOC115765652|XP_030565169.1|DNOV
OG0004771	LOC119545754|XP_037707524.1|DSUP	LOC115759445|XP_030556228.1|DNOV
OG0004772	LOC119560262|XP_037729554.1|DSUP	LOC115759614|XP_030556453.1|DNOV
OG0004773	LOC119559554|XP_037728520.1|DSUP	LOC115757731|XP_030553967.1|DNOV
OG0004774	LOC119559570|XP_037728522.1|DSUP	LOC115757732|XP_030553968.1|DNOV
OG0004775	LOC119561025|XP_037730778.1|DSUP	LOC115764134|XP_030562867.1|DNOV
OG0004776	LOC119552143|XP_037717867.1|DSUP	LOC115762201|XP_030560185.1|DNOV
OG0004777	LOC119560778|XP_037730331.1|DSUP	LOC115761989|XP_030559905.1|DNOV
OG0004778	LOC119548491|XP_037711694.1|DSUP	LOC115769309|XP_030569898.1|DNOV
