Orthogroup	DSUP.longest_only	DELE.longest_only
OG0004995	LOC119555416|XP_037722701.1|DSUP	LOC108145995|XP_017127231.1|DELE
OG0004996	LOC119553097|XP_037719181.1|DSUP	LOC108142692|XP_017122190.1|DELE
OG0004997	LOC119552057|XP_037717746.1|DSUP	LOC108141530|XP_017120453.1|DELE
OG0004998	LOC119552104|XP_037717817.1|DSUP	LOC108144442|XP_017124816.1|DELE
OG0004999	LOC119555559|XP_037722932.1|DSUP	LOC108147450|XP_017129467.1|DELE
OG0005000	LOC119549278|XP_037713140.1|DSUP	LOC108149684|XP_017132938.1|DELE
OG0005001	LOC119552895|XP_037718741.1|DSUP	LOC108146235|XP_017127650.1|DELE
OG0005002	LOC119554907|XP_037721938.1|DSUP	LOC108141574|XP_017120510.1|DELE
OG0005003	LOC119553241|XP_037719439.1|DSUP	LOC108147492|XP_017129536.1|DELE
OG0005004	LOC119555087|XP_037722232.1|DSUP	LOC108142880|XP_017122445.1|DELE
OG0005005	LOC119553481|XP_037719818.1|DSUP	LOC108145722|XP_017126773.1|DELE
OG0005006	LOC119553698|XP_037720182.1|DSUP	LOC108146312|XP_017127761.1|DELE
OG0005007	LOC119554547|XP_037721436.1|DSUP	LOC108135652|XP_017111968.1|DELE
OG0005008	LOC119553140|XP_037719265.1|DSUP	LOC108146520|XP_017128046.1|DELE
OG0005009	LOC119554735|XP_037721684.1|DSUP	LOC108135503|XP_017111736.1|DELE
OG0005010	LOC119553666|XP_037720106.1|DSUP	LOC108135628|XP_017111937.1|DELE
OG0005011	LOC119549379|XP_037713344.1|DSUP	LOC108144773|XP_017125372.1|DELE
OG0005012	LOC119554899|XP_037721928.1|DSUP	LOC108142821|XP_017122372.1|DELE
OG0005013	LOC119563481|XP_037732834.1|DSUP	LOC108142974|XP_017122619.1|DELE
OG0005014	LOC119555398|XP_037722676.1|DSUP	LOC108150287|XP_017133876.1|DELE
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC108142613|XP_017122084.1|DELE
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC108146918|XP_017128651.1|DELE
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC108147484|XP_017129527.1|DELE
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC108146116|XP_017127436.1|DELE
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC108146176|XP_017127571.1|DELE
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC108141274|XP_017120029.1|DELE
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC108141949|XP_017121080.1|DELE
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC108146498|XP_017128023.1|DELE
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC108141292|XP_017120048.1|DELE
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC108146193|XP_017127595.1|DELE
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC108142632|XP_017122112.1|DELE
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC108146450|XP_017127949.1|DELE
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC108146311|XP_017127758.1|DELE
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC108134601|XP_017110454.1|DELE
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC108135634|XP_017111942.1|DELE
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC108145998|XP_017127240.1|DELE
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC108150274|XP_017133849.1|DELE
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC108142411|XP_017121754.1|DELE
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC108147525|XP_017129597.1|DELE
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC108147422|XP_017129368.1|DELE
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC108142412|XP_017121755.1|DELE
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC108146100|XP_017127417.1|DELE
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC108142473|XP_017121845.1|DELE
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC108146328|XP_017127783.1|DELE
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC108134974|XP_017110994.1|DELE
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC108142404|XP_017121739.1|DELE
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC108142733|XP_017122247.1|DELE
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC108146538|XP_017128067.1|DELE
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC108145489|XP_017126435.1|DELE
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC108145487|XP_017126433.1|DELE
OG0005045	LOC119550154|XP_037714593.1|DSUP	LOC108145556|XP_017126545.1|DELE
OG0005046	LOC119550605|XP_037715351.1|DSUP	LOC108139025|XP_017117124.1|DELE
OG0005047	LOC119554639|XP_037721563.1|DSUP	LOC108146942|XP_017128684.1|DELE
OG0005048	LOC119554824|XP_037721826.1|DSUP	LOC108146957|XP_017128702.1|DELE
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC108142460|XP_017121826.1|DELE
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC108144607|XP_017125118.1|DELE
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC108142496|XP_017121881.1|DELE
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC108142826|XP_017122379.1|DELE
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC108142035|XP_017121200.1|DELE
OG0005054	LOC119554268|XP_037721043.1|DSUP	LOC108142722|XP_017122231.1|DELE
OG0005055	LOC119558045|XP_037727121.1|DSUP	LOC108137655|XP_017114976.1|DELE
OG0005056	LOC119550140|XP_037714572.1|DSUP	LOC108144810|XP_017125427.1|DELE
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC108142612|XP_017122074.1|DELE
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC108147427|XP_017129379.1|DELE
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC108144892|XP_017125542.1|DELE
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC108144461|XP_017124847.1|DELE
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC108135297|XP_017111471.1|DELE
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC108144489|XP_017124907.1|DELE
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC108146347|XP_017127808.1|DELE
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC108149637|XP_017132858.1|DELE
OG0005066	LOC119551472|XP_037716755.1|DSUP	LOC108137967|XP_017115421.1|DELE
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC108149062|XP_017131897.1|DELE
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC108135680|XP_017112008.1|DELE
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC108147047|XP_017128810.1|DELE
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC108144763|XP_017125359.1|DELE
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC108135708|XP_017112041.1|DELE
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC108135926|XP_017112360.1|DELE
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC108137981|XP_017115441.1|DELE
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC108135557|XP_017111793.1|DELE
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC108145208|XP_017125938.1|DELE
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC108144838|XP_017125468.1|DELE
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC108146352|XP_017127813.1|DELE
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC108141389|XP_017120227.1|DELE
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC108145704|XP_017126754.1|DELE
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC108145081|XP_017125755.1|DELE
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC108136142|XP_017112625.1|DELE
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC108138450|XP_017116141.1|DELE
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC108146659|XP_017128193.1|DELE
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC108150316|XP_017133920.1|DELE
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC108149660|XP_017132895.1|DELE
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC108150284|XP_017133873.1|DELE
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC108144584|XP_017125067.1|DELE
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC108144582|XP_017125065.1|DELE
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC108147054|XP_017128828.1|DELE
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC108145024|XP_017125688.1|DELE
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC108142424|XP_017121772.1|DELE
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC108142584|XP_017122031.1|DELE
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC108145824|XP_017126918.1|DELE
OG0005095	LOC119549007|XP_037712568.1|DSUP	LOC108144366|XP_017124623.1|DELE
OG0005096	LOC119545957|XP_037707848.1|DSUP	LOC108147801|XP_017130031.1|DELE
OG0005097	LOC119551600|XP_037716932.1|DSUP	LOC108143609|XP_017123622.1|DELE
OG0005098	LOC119550278|XP_037714792.1|DSUP	LOC108144637|XP_017125158.1|DELE
OG0005099	LOC119551853|XP_037717357.1|DSUP	LOC108144172|XP_017124321.1|DELE
OG0005100	LOC119551852|XP_037717356.1|DSUP	LOC108144121|XP_017124252.1|DELE
OG0005101	LOC119560181|XP_037729468.1|DSUP	LOC108136829|XP_017113734.1|DELE
OG0005102	LOC119549930|XP_037714200.1|DSUP	LOC108145518|XP_017126478.1|DELE
OG0005103	LOC119550748|XP_037715596.1|DSUP	LOC108144886|XP_017125534.1|DELE
OG0005104	LOC119547936|XP_037710911.1|DSUP	LOC108141727|XP_017120709.1|DELE
OG0005105	LOC119554969|XP_037722026.1|DSUP	LOC108135507|XP_017111741.1|DELE
OG0005106	LOC119552743|XP_037718436.1|DSUP	LOC108145819|XP_017126914.1|DELE
OG0005107	LOC119554671|XP_037721601.1|DSUP	LOC108146105|XP_017127425.1|DELE
OG0005108	LOC119551514|XP_037716825.1|DSUP	LOC108149755|XP_017133057.1|DELE
OG0005109	LOC119556347|XP_037724377.1|DSUP	LOC108142627|XP_017122107.1|DELE
OG0005110	LOC119555680|XP_037723231.1|DSUP	LOC108146791|XP_017128448.1|DELE
OG0005111	LOC119553752|XP_037720281.1|DSUP	LOC108147500|XP_017129554.1|DELE
OG0005112	LOC119552497|XP_037718028.1|DSUP	LOC108146459|XP_017127960.1|DELE
OG0005113	LOC119553754|XP_037720285.1|DSUP	LOC108147501|XP_017129558.1|DELE
OG0005114	LOC119554706|XP_037721638.1|DSUP	LOC108146374|XP_017127852.1|DELE
OG0005115	LOC119547748|XP_037710672.1|DSUP	LOC108139036|XP_017117134.1|DELE
OG0005116	LOC119552585|XP_037718147.1|DSUP	LOC108146912|XP_017128643.1|DELE
OG0005117	LOC119556022|XP_037723730.1|DSUP	LOC108136332|XP_017112925.1|DELE
OG0005118	LOC119546581|XP_037708915.1|DSUP	LOC108141893|XP_017120992.1|DELE
OG0005119	LOC119551717|XP_037717118.1|DSUP	LOC108144346|XP_017124558.1|DELE
OG0005120	LOC119553317|XP_037719573.1|DSUP	LOC108146290|XP_017127724.1|DELE
OG0005121	LOC119555083|XP_037722227.1|DSUP	LOC108145802|XP_017126866.1|DELE
OG0005122	LOC119554868|XP_037721878.1|DSUP	LOC108146749|XP_017128367.1|DELE
OG0005123	LOC119554922|XP_037721955.1|DSUP	LOC108135692|XP_017112023.1|DELE
OG0005124	LOC119552766|XP_037718499.1|DSUP	LOC108146759|XP_017128382.1|DELE
OG0005125	LOC119555670|XP_037723205.1|DSUP	LOC108146786|XP_017128439.1|DELE
OG0005126	LOC119553134|XP_037719254.1|DSUP	LOC108147517|XP_017129587.1|DELE
OG0005127	LOC119553947|XP_037720567.1|DSUP	LOC108145888|XP_017127025.1|DELE
OG0005128	LOC119550664|XP_037715438.1|DSUP	LOC108145031|XP_017125703.1|DELE
OG0005129	LOC119553412|XP_037719715.1|DSUP	LOC108142713|XP_017122221.1|DELE
OG0005130	LOC119554058|XP_037720728.1|DSUP	LOC108142639|XP_017122125.1|DELE
OG0005131	LOC119552916|XP_037718781.1|DSUP	LOC108142525|XP_017121938.1|DELE
OG0005132	LOC119552670|XP_037718307.1|DSUP	LOC108150225|XP_017133758.1|DELE
OG0005133	LOC119553370|XP_037719644.1|DSUP	LOC108146439|XP_017127932.1|DELE
OG0005134	LOC119554888|XP_037721906.1|DSUP	LOC108146729|XP_017128317.1|DELE
OG0005135	LOC119552908|XP_037718762.1|DSUP	LOC108145980|XP_017127203.1|DELE
OG0005136	LOC119553805|XP_037720351.1|DSUP	LOC108145976|XP_017127198.1|DELE
OG0005137	LOC119550494|XP_037715117.1|DSUP	LOC108147202|XP_017129045.1|DELE
OG0005138	LOC119554802|XP_037721780.1|DSUP	LOC108147402|XP_017129328.1|DELE
OG0005139	LOC119555623|XP_037723071.1|DSUP	LOC108142386|XP_017121710.1|DELE
OG0005140	LOC119548198|XP_037711255.1|DSUP	LOC108139041|XP_017117147.1|DELE
OG0005141	LOC119549235|XP_037713053.1|DSUP	LOC108141356|XP_017120163.1|DELE
OG0005142	LOC119554269|XP_037721048.1|DSUP	LOC108147526|XP_017129599.1|DELE
OG0005143	LOC119555665|XP_037723179.1|DSUP	LOC108147440|XP_017129438.1|DELE
OG0005144	LOC119553479|XP_037719816.1|DSUP	LOC108147390|XP_017129314.1|DELE
OG0005145	LOC119554009|XP_037720649.1|DSUP	LOC108147534|XP_017129607.1|DELE
OG0005146	LOC119552487|XP_037718013.1|DSUP	LOC108142372|XP_017121688.1|DELE
OG0005147	LOC119552489|XP_037718017.1|DSUP	LOC108142375|XP_017121694.1|DELE
OG0005148	LOC119553649|XP_037720062.1|DSUP	LOC108142565|XP_017122003.1|DELE
OG0005149	LOC119549397|XP_037713380.1|DSUP	LOC108144525|XP_017124963.1|DELE
OG0005150	LOC119552681|XP_037718327.1|DSUP	LOC108146471|XP_017127978.1|DELE
OG0005151	LOC119554033|XP_037720679.1|DSUP	LOC108146335|XP_017127789.1|DELE
OG0005152	LOC119554502|XP_037721363.1|DSUP	LOC108146424|XP_017127918.1|DELE
OG0005153	LOC119554485|XP_037721342.1|DSUP	LOC108146421|XP_017127915.1|DELE
OG0005154	LOC119552906|XP_037718760.1|DSUP	LOC108146156|XP_017127517.1|DELE
OG0005155	LOC119554893|XP_037721923.1|DSUP	LOC108145668|XP_017126711.1|DELE
OG0005156	LOC119560259|XP_037729552.1|DSUP	LOC108140683|XP_017119119.1|DELE
OG0005157	LOC119552151|XP_037717884.1|DSUP	LOC108149061|XP_017131896.1|DELE
OG0005158	LOC119554870|XP_037721881.1|DSUP	LOC108142408|XP_017121747.1|DELE
OG0005159	LOC119553837|XP_037720399.1|DSUP	LOC108146833|XP_017128518.1|DELE
OG0005160	LOC119554651|XP_037721580.1|DSUP	LOC108135508|XP_017111742.1|DELE
OG0005161	LOC119552084|XP_037717788.1|DSUP	LOC108144675|XP_017125223.1|DELE
OG0005162	LOC119558140|XP_037727300.1|DSUP	LOC108136625|XP_017113433.1|DELE
OG0005163	LOC119554044|XP_037720702.1|DSUP	LOC108143251|XP_017123049.1|DELE
OG0005164	LOC119552663|XP_037718297.1|DSUP	LOC108146899|XP_017128629.1|DELE
OG0005165	LOC119549186|XP_037712943.1|DSUP	LOC108145109|XP_017125794.1|DELE
OG0005166	LOC119560934|XP_037730597.1|DSUP	LOC108137464|XP_017114659.1|DELE
OG0005167	LOC119560318|XP_037729624.1|DSUP	LOC108137470|XP_017114664.1|DELE
OG0005168	LOC119553642|XP_037720048.1|DSUP	LOC108146687|XP_017128232.1|DELE
OG0005169	LOC119554330|XP_037721122.1|DSUP	LOC108145957|XP_017127164.1|DELE
OG0005170	LOC119553727|XP_037720242.1|DSUP	LOC108145954|XP_017127157.1|DELE
OG0005171	LOC119555115|XP_037722267.1|DSUP	LOC108146130|XP_017127467.1|DELE
OG0005172	LOC119550650|XP_037715417.1|DSUP	LOC108145235|XP_017125990.1|DELE
OG0005173	LOC119551203|XP_037716365.1|DSUP	LOC108145059|XP_017125729.1|DELE
OG0005174	LOC119551599|XP_037716929.1|DSUP	LOC108143594|XP_017123603.1|DELE
OG0005175	LOC119549037|XP_037712649.1|DSUP	LOC108143506|XP_017123461.1|DELE
OG0005176	LOC119551650|XP_037717013.1|DSUP	LOC108145186|XP_017125916.1|DELE
OG0005177	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP	LOC108143539|XP_017123528.1|DELE
OG0005178	LOC119554924|XP_037721957.1|DSUP	LOC108147561|XP_017129638.1|DELE
OG0005179	LOC119555593|XP_037723012.1|DSUP	LOC108147434|XP_017129411.1|DELE
OG0005180	LOC119555183|XP_037722363.1|DSUP	LOC108145933|XP_017127126.1|DELE
OG0005181	LOC119555831|XP_037723385.1|DSUP	LOC108145575|XP_017126579.1|DELE
OG0005182	LOC119549450|XP_037713474.1|DSUP	LOC108143495|XP_017123440.1|DELE
OG0005183	LOC119552127|XP_037717844.1|DSUP	LOC108149746|XP_017133023.1|DELE
OG0005184	LOC119549461|XP_037713488.1|DSUP	LOC108149789|XP_017133139.1|DELE
OG0005185	LOC119550009|XP_037714360.1|DSUP	LOC108143416|XP_017123309.1|DELE
OG0005186	LOC119551696|XP_037717093.1|DSUP	LOC108144767|XP_017125363.1|DELE
OG0005187	LOC119551201|XP_037716331.1|DSUP	LOC108145058|XP_017125727.1|DELE
OG0005188	LOC119550411|XP_037714997.1|DSUP	LOC108138818|XP_017116809.1|DELE
OG0005189	LOC119556161|XP_037723993.1|DSUP	LOC108134846|XP_017110799.1|DELE
OG0005190	LOC119553499|XP_037719838.1|DSUP	LOC108135707|XP_017112040.1|DELE
OG0005191	LOC119545770|XP_037707545.1|DSUP	LOC108135104|XP_017111168.1|DELE
OG0005192	LOC119549162|XP_037712877.1|DSUP	LOC108144532|XP_017124977.1|DELE
OG0005193	LOC119552080|XP_037717784.1|DSUP	LOC108143459|XP_017123383.1|DELE
OG0005194	LOC119550806|XP_037715670.1|DSUP	LOC108143446|XP_017123363.1|DELE
OG0005195	LOC119549286|XP_037713163.1|DSUP	LOC108149601|XP_017132784.1|DELE
OG0005196	LOC119555180|XP_037722358.1|DSUP	LOC108142697|XP_017122196.1|DELE
OG0005197	LOC119551854|XP_037717359.1|DSUP	LOC108144507|XP_017124930.1|DELE
OG0005198	LOC119554279|XP_037721060.1|DSUP	LOC108146848|XP_017128542.1|DELE
OG0005199	LOC119550016|XP_037714367.1|DSUP	LOC108144717|XP_017125302.1|DELE
OG0005200	LOC119549917|XP_037714167.1|DSUP	LOC108144501|XP_017124922.1|DELE
OG0005201	LOC119551452|XP_037716726.1|DSUP	LOC108141312|XP_017120070.1|DELE
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC108149651|XP_017132880.1|DELE
OG0005203	LOC119550672|XP_037715454.1|DSUP	LOC108149735|XP_017132994.1|DELE
OG0005204	LOC119546655|XP_037709038.1|DSUP	LOC108150722|XP_017134508.1|DELE
OG0005205	LOC119547366|XP_037710113.1|DSUP	LOC108134722|XP_017110612.1|DELE
OG0005206	LOC119550826|XP_037715698.1|DSUP	LOC108143561|XP_017123558.1|DELE
OG0005207	LOC119552162|XP_037717910.1|DSUP	LOC108141379|XP_017120205.1|DELE
OG0005208	LOC119550870|XP_037715778.1|DSUP	LOC108141287|XP_017120044.1|DELE
OG0005209	LOC119545982|XP_037707889.1|DSUP	LOC108138969|XP_017117040.1|DELE
OG0005210	LOC119545981|XP_037707886.1|DSUP	LOC108138911|XP_017116955.1|DELE
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC108143216|XP_017123001.1|DELE
OG0005212	LOC119549697|XP_037713848.1|DSUP	LOC108144509|XP_017124933.1|DELE
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC108138509|XP_017116242.1|DELE
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC108138814|XP_017116799.1|DELE
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC108134743|XP_017110667.1|DELE
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC108138864|XP_017116877.1|DELE
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC108135230|XP_017111372.1|DELE
OG0005218	LOC119547199|XP_037709867.1|DSUP	LOC108142011|XP_017121168.1|DELE
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC108143550|XP_017123548.1|DELE
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC108146016|XP_017127279.1|DELE
OG0005221	LOC119548398|XP_037711554.1|DSUP	LOC108142105|XP_017121291.1|DELE
OG0005222	LOC119546342|XP_037708477.1|DSUP	LOC108150457|XP_017134111.1|DELE
OG0005223	LOC119546249|XP_037708330.1|DSUP	LOC108149542|XP_017132668.1|DELE
OG0005224	LOC119548602|XP_037711887.1|DSUP	LOC108141812|XP_017120878.1|DELE
OG0005225	LOC119547637|XP_037710505.1|DSUP	LOC108138793|XP_017116761.1|DELE
OG0005226	LOC119545975|XP_037707874.1|DSUP	LOC108138850|XP_017116851.1|DELE
OG0005227	LOC119547108|XP_037709746.1|DSUP	LOC108150424|XP_017134071.1|DELE
OG0005228	LOC119548802|XP_037712307.1|DSUP	LOC108150466|XP_017134145.1|DELE
OG0005229	LOC119546919|XP_037709477.1|DSUP	LOC108149237|XP_017132165.1|DELE
OG0005230	LOC119546876|XP_037709411.1|DSUP	LOC108134492|XP_017110300.1|DELE
OG0005231	LOC119546731|XP_037709149.1|DSUP	LOC108147815|XP_017130053.1|DELE
OG0005232	LOC119546424|XP_037708619.1|DSUP	LOC108148001|XP_017130313.1|DELE
OG0005233	LOC119546964|XP_037709538.1|DSUP	LOC108138982|XP_017117056.1|DELE
OG0005234	LOC119547771|XP_037710711.1|DSUP	LOC108139046|XP_017117152.1|DELE
OG0005235	LOC119546616|XP_037708981.1|DSUP	LOC108139024|XP_017117119.1|DELE
OG0005236	LOC119547282|XP_037709993.1|DSUP	LOC108134963|XP_017110977.1|DELE
OG0005237	LOC119547281|XP_037709992.1|DSUP	LOC108134971|XP_017110991.1|DELE
OG0005238	LOC119547863|XP_037710823.1|DSUP	LOC108134965|XP_017110981.1|DELE
OG0005239	LOC119548763|XP_037712232.1|DSUP	LOC108148041|XP_017130369.1|DELE
OG0005240	LOC119548298|XP_037711393.1|DSUP	LOC108142113|XP_017121300.1|DELE
OG0005241	LOC119546846|XP_037709369.1|DSUP	LOC108147959|XP_017130241.1|DELE
OG0005242	LOC119547981|XP_037710964.1|DSUP	LOC108135353|XP_017111534.1|DELE
OG0005243	LOC119546579|XP_037708911.1|DSUP	LOC108149214|XP_017132137.1|DELE
OG0005244	LOC119561028|XP_037730781.1|DSUP	LOC108135795|XP_017112152.1|DELE
OG0005245	LOC119559993|XP_037729187.1|DSUP	LOC108148308|XP_017130784.1|DELE
OG0005246	LOC119546947|XP_037709515.1|DSUP	LOC108137843|XP_017115258.1|DELE
OG0005247	LOC119549816|XP_037714022.1|DSUP	LOC108143521|XP_017123494.1|DELE
OG0005248	LOC119558293|XP_037727615.1|DSUP	LOC108135369|XP_017111551.1|DELE
OG0005249	LOC119563456|XP_037732787.1|DSUP	LOC108136824|XP_017113717.1|DELE
OG0005250	LOC119548789|XP_037712289.1|DSUP	LOC108138765|XP_017116675.1|DELE
OG0005251	LOC119546788|XP_037709273.1|DSUP	LOC108141987|XP_017121135.1|DELE
OG0005252	LOC119548683|XP_037712055.1|DSUP	LOC108138745|XP_017116628.1|DELE
OG0005253	LOC119546753|XP_037709211.1|DSUP	LOC108141792|XP_017120823.1|DELE
OG0005254	LOC119546862|XP_037709392.1|DSUP	LOC108138644|XP_017116473.1|DELE
OG0005255	LOC119548011|XP_037711008.1|DSUP	LOC108139007|XP_017117095.1|DELE
OG0005256	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP	LOC108143637|XP_017123639.1|DELE
OG0005257	LOC119548013|XP_037711010.1|DSUP	LOC108141807|XP_017120861.1|DELE
OG0005258	LOC119547437|XP_037710226.1|DSUP	LOC108141969|XP_017121108.1|DELE
OG0005259	LOC119546502|XP_037708746.1|DSUP	LOC108138833|XP_017116829.1|DELE
OG0005260	LOC119546504|XP_037708749.1|DSUP	LOC108138836|XP_017116833.1|DELE
OG0005261	LOC119547448|XP_037710237.1|DSUP	LOC108142008|XP_017121164.1|DELE
OG0005262	LOC119547191|XP_037709855.1|DSUP	LOC108149469|XP_017132569.1|DELE
OG0005263	LOC119548282|XP_037711375.1|DSUP	LOC108138909|XP_017116950.1|DELE
OG0005264	LOC119563210|XP_037732434.1|DSUP	LOC108140726|XP_017119184.1|DELE
OG0005265	LOC119546970|XP_037709544.1|DSUP	LOC108138910|XP_017116953.1|DELE
OG0005266	LOC119546023|XP_037707964.1|DSUP	LOC108138157|XP_017115735.1|DELE
OG0005267	LOC119546883|XP_037709425.1|DSUP	LOC108147999|XP_017130310.1|DELE
OG0005268	LOC119547915|XP_037710881.1|DSUP	LOC108147998|XP_017130308.1|DELE
OG0005269	LOC119546969|XP_037709542.1|DSUP	LOC108147987|XP_017130288.1|DELE
OG0005270	LOC119547951|XP_037710928.1|DSUP	LOC108134540|XP_017110378.1|DELE
OG0005271	LOC119545927|XP_037707773.1|DSUP	LOC108138891|XP_017116914.1|DELE
OG0005272	LOC119548202|XP_037711260.1|DSUP	LOC108138959|XP_017117028.1|DELE
OG0005273	LOC119547379|XP_037710133.1|DSUP	LOC108149528|XP_017132649.1|DELE
OG0005274	LOC119547310|XP_037710036.1|DSUP	LOC108134512|XP_017110339.1|DELE
OG0005275	LOC119548677|XP_037712049.1|DSUP	LOC108141959|XP_017121090.1|DELE
OG0005276	LOC119547236|XP_037709943.1|DSUP	LOC108134755|XP_017110686.1|DELE
OG0005277	LOC119547232|XP_037709926.1|DSUP	LOC108134764|XP_017110698.1|DELE
OG0005278	LOC119550462|XP_037715075.1|DSUP	LOC108143456|XP_017123377.1|DELE
OG0005279	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP	LOC108148196|XP_017130594.1|DELE
OG0005280	LOC119547201|XP_037709873.1|DSUP	LOC108148025|XP_017130349.1|DELE
OG0005281	LOC119546792|XP_037709282.1|DSUP	LOC108147979|XP_017130275.1|DELE
OG0005282	LOC119560049|XP_037729283.1|DSUP	LOC108148358|XP_017130866.1|DELE
OG0005283	LOC119552137|XP_037717861.1|DSUP	LOC108136952|XP_017113924.1|DELE
OG0005284	LOC119548808|XP_037712321.1|DSUP	LOC108149474|XP_017132577.1|DELE
OG0005285	LOC119547374|XP_037710125.1|DSUP	LOC108149440|XP_017132515.1|DELE
OG0005286	LOC119546377|XP_037708538.1|DSUP	LOC108147981|XP_017130279.1|DELE
OG0005287	LOC119546884|XP_037709426.1|DSUP	LOC108148030|XP_017130358.1|DELE
OG0005288	LOC119548722|XP_037712137.1|DSUP	LOC108138146|XP_017115706.1|DELE
OG0005289	LOC119558477|XP_037727918.1|DSUP	LOC108137685|XP_017115043.1|DELE
OG0005290	LOC119560991|XP_037730699.1|DSUP	LOC108137480|XP_017114681.1|DELE
