Orthogroup	DSUP.longest_only	DHYD.longest_only
OG0003563	LOC119560554|XP_037729994.1|DSUP	LOC111592686|XP_023160820.2|DHYD
OG0003564	LOC119552685|XP_037718333.1|DSUP	LOC111602917|XP_023176030.2|DHYD
OG0003565	LOC119554051|XP_037720718.1|DSUP	LOC111604492|XP_023178351.1|DHYD
OG0003566	LOC119560811|XP_037730376.1|DSUP	LOC111602612|XP_023175539.1|DHYD
OG0003567	LOC119550349|XP_037714897.1|DSUP	LOC111594031|XP_023162912.2|DHYD
OG0003568	LOC119549087|XP_037712737.1|DSUP	LOC111604617|XP_023178501.2|DHYD
OG0003569	LOC119553429|XP_037719740.1|DSUP	LOC111599279|XP_023170645.1|DHYD
OG0003570	LOC119551683|XP_037717071.1|DSUP	LOC111594024|XP_030081316.1|DHYD
OG0003571	LOC119553647|XP_037720058.1|DSUP	LOC111599489|XP_023170927.2|DHYD
OG0003572	LOC119549373|XP_037713336.1|DSUP	LOC111603303|XP_030080915.1|DHYD
OG0003573	LOC119551542|XP_037716860.1|DSUP	LOC111592227|XP_023160076.2|DHYD
OG0003574	LOC119553454|XP_037719784.1|DSUP	LOC111601652|XP_023174101.2|DHYD
OG0003575	LOC119554851|XP_037721859.1|DSUP	LOC111600477|XP_023172355.1|DHYD
OG0003576	LOC119554397|XP_037721210.1|DSUP	LOC111602932|XP_023176049.1|DHYD
OG0003577	LOC119552834|XP_037718618.1|DSUP	LOC111594833|XP_023164066.1|DHYD
OG0003578	LOC119553000|XP_037718949.1|DSUP	LOC111592822|XP_023161014.1|DHYD
OG0003579	LOC119549571|XP_037713652.1|DSUP	LOC111600713|XP_023172738.2|DHYD
OG0003580	LOC119550019|XP_037714371.1|DSUP	LOC111597924|XP_023168644.2|DHYD
OG0003581	LOC119555647|XP_037723133.1|DSUP	LOC111595281|XP_030079510.1|DHYD
OG0003582	LOC119553201|XP_037719381.1|DSUP	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD
OG0003583	LOC119549107|XP_037712774.1|DSUP	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD
OG0003584	LOC119550033|XP_037714388.1|DSUP	LOC111593938|XP_023162788.2|DHYD
OG0003585	LOC119554162|XP_037720879.1|DSUP	LOC111599277|XP_023170643.1|DHYD
OG0003586	LOC119563093|XP_037732256.1|DSUP	LOC111599676|XP_023171149.2|DHYD
OG0003587	LOC119548531|XP_037711754.1|DSUP	LOC111599461|XP_023170899.2|DHYD
OG0003588	LOC119560730|XP_037730272.1|DSUP	LOC111598083|XP_023168898.2|DHYD
OG0003589	LOC119551379|XP_037716629.1|DSUP	LOC111594035|XP_023162916.2|DHYD
OG0003590	LOC119553945|XP_037720566.1|DSUP	LOC111603051|XP_023176273.1|DHYD
OG0003591	LOC119553384|XP_037719668.1|DSUP	LOC111603715|XP_023177188.2|DHYD
OG0003592	LOC119553799|XP_037720339.1|DSUP	LOC111595048|XP_023164344.2|DHYD
OG0003593	LOC119553009|XP_037718968.1|DSUP	LOC111603048|XP_023176269.2|DHYD
OG0003594	LOC119555010|XP_037722081.1|DSUP	LOC111601047|XP_023173230.2|DHYD
OG0003595	LOC119551331|XP_037716558.1|DSUP	LOC111600881|XP_023172982.1|DHYD
OG0003596	LOC119551416|XP_037716684.1|DSUP	LOC111597644|XP_023168218.1|DHYD
OG0003597	LOC119551629|XP_037716981.1|DSUP	LOC111597636|XP_023168209.2|DHYD
OG0003598	LOC119554699|XP_037721630.1|DSUP	LOC111591916|XP_023159606.1|DHYD
OG0003599	LOC119546364|XP_037708521.1|DSUP	LOC111599716|XP_023171222.1|DHYD
OG0003600	LOC119553659|XP_037720078.1|DSUP	LOC111605192|XP_030081513.1|DHYD
OG0003601	LOC119550635|XP_037715399.1|DSUP	LOC111597734|XP_023168350.2|DHYD
OG0003602	LOC119552030|XP_037717698.1|DSUP	LOC111599904|XP_023171494.2|DHYD
OG0003603	LOC119553774|XP_037720309.1|DSUP	LOC111601568|XP_023173982.2|DHYD
OG0003604	LOC119547000|XP_037709594.1|DSUP	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD
OG0003605	LOC119563064|XP_037732206.1|DSUP	LOC111602778|XP_023175817.1|DHYD
OG0003606	LOC119552199|XP_037717985.1|DSUP	LOC111597097|XP_023167407.2|DHYD
OG0003607	LOC119550976|XP_037715938.1|DSUP	LOC111605360|XP_023179607.2|DHYD
OG0003608	LOC119554964|XP_037722018.1|DSUP	LOC111598735|XP_023169896.1|DHYD
OG0003609	LOC119550844|XP_037715739.1|DSUP	LOC111599940|XP_023171557.1|DHYD
OG0003610	LOC119553663|XP_037720102.1|DSUP	LOC111599255|XP_023170622.1|DHYD
OG0003611	LOC119553253|XP_037719458.1|DSUP	LOC111597777|XP_023168405.1|DHYD
OG0003612	LOC119550211|XP_037714694.1|DSUP	LOC111602102|XP_023174807.2|DHYD
OG0003613	LOC119549161|XP_037712876.1|DSUP	LOC111604109|XP_023177782.2|DHYD
OG0003614	LOC119551475|XP_037716765.1|DSUP	LOC111604110|XP_023177784.2|DHYD
OG0003615	LOC119552169|XP_037717921.1|DSUP	LOC111603834|XP_023177367.2|DHYD
OG0003616	LOC119550781|XP_037715641.1|DSUP	LOC111593923|XP_023162765.1|DHYD
OG0003617	LOC119551257|XP_037716437.1|DSUP	LOC111593193|XP_023161585.1|DHYD
OG0003618	LOC119551254|XP_037716429.1|DSUP	LOC111593187|XP_023161570.1|DHYD
OG0003619	LOC119551347|XP_037716592.1|DSUP	LOC111593274|XP_023161716.2|DHYD
OG0003620	LOC119550808|XP_037715674.1|DSUP	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD
OG0003621	LOC119555493|XP_037722834.1|DSUP	LOC111592961|XP_023161219.2|DHYD
OG0003622	LOC119555492|XP_037722829.1|DSUP	LOC111592952|XP_030079455.1|DHYD
OG0003623	LOC119549599|XP_037713689.1|DSUP	LOC111599692|XP_023171169.1|DHYD
OG0003624	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP	LOC111593849|XP_023162663.1|DHYD
OG0003625	LOC119550047|XP_037714429.1|DSUP	LOC111593868|XP_023162697.1|DHYD
OG0003626	LOC119551147|XP_037716266.1|DSUP	LOC111597700|XP_023168306.1|DHYD
OG0003627	LOC119550923|XP_037715868.1|DSUP	LOC111604210|XP_023177945.2|DHYD
OG0003628	LOC119552161|XP_037717908.1|DSUP	LOC111604616|XP_023178499.2|DHYD
OG0003629	LOC119550192|XP_037714662.1|DSUP	LOC111595324|XP_023164749.1|DHYD
OG0003630	LOC119549889|XP_037714124.1|DSUP	LOC111600055|XP_023171750.2|DHYD
OG0003631	LOC119553215|XP_037719400.1|DSUP	LOC111605066|XP_023179165.2|DHYD
OG0003632	LOC119554472|XP_037721316.1|DSUP	LOC111601727|XP_023174218.2|DHYD
OG0003633	LOC119551289|XP_037716491.1|DSUP	LOC111593173|XP_023161547.1|DHYD
OG0003634	LOC119554456|XP_037721296.1|DSUP	LOC111605165|XP_023179321.1|DHYD
OG0003635	LOC119554120|XP_037720817.1|DSUP	LOC111603711|XP_023177179.1|DHYD
OG0003636	LOC119550306|XP_037714833.1|DSUP	LOC111593972|XP_023162830.1|DHYD
OG0003637	LOC119551497|XP_037716791.1|DSUP	LOC111605368|XP_023179616.2|DHYD
OG0003638	LOC119553328|XP_037719587.1|DSUP	LOC111604459|XP_023178306.1|DHYD
OG0003639	LOC119547307|XP_037710033.1|DSUP	LOC111594651|XP_023163818.1|DHYD
OG0003640	LOC119549777|XP_037713965.1|DSUP	LOC111597720|XP_023168328.2|DHYD
OG0003641	LOC119550394|XP_037714972.1|DSUP	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD
OG0003642	LOC119550893|XP_037715809.1|DSUP	LOC111600794|XP_023172852.1|DHYD
OG0003643	LOC119549924|XP_037714188.1|DSUP	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD
OG0003644	LOC119550373|XP_037714947.1|DSUP	LOC111593933|XP_023162779.2|DHYD
OG0003645	LOC119553217|XP_037719403.1|DSUP	LOC111597492|XP_023168018.1|DHYD
OG0003646	LOC119554852|XP_037721860.1|DSUP	LOC111601731|XP_023174221.2|DHYD
OG0003647	LOC119554641|XP_037721568.1|DSUP	LOC111597495|XP_023168021.1|DHYD
OG0003648	LOC119546745|XP_037709171.1|DSUP	LOC111601862|XP_023174471.1|DHYD
OG0003649	LOC119563255|XP_037732497.1|DSUP	LOC111598552|XP_023169613.1|DHYD
OG0003650	LOC119556938|XP_037725358.1|DSUP	LOC111593465|XP_023161995.2|DHYD
OG0003651	LOC119562967|XP_037732070.1|DSUP	LOC111594575|XP_030080702.1|DHYD
OG0003652	LOC119553701|XP_037720189.1|DSUP	LOC111595384|XP_023164851.1|DHYD
OG0003653	LOC119553329|XP_037719588.1|DSUP	LOC111604428|XP_023178257.2|DHYD
OG0003654	LOC119555498|XP_037722842.1|DSUP	LOC111595308|XP_023164734.2|DHYD
OG0003655	LOC119546084|XP_037708089.1|DSUP	LOC111594777|XP_023163998.2|DHYD
OG0003656	LOC119553884|XP_037720471.1|DSUP	LOC111595376|XP_023164841.2|DHYD
OG0003657	LOC119552902|XP_037718755.1|DSUP	LOC111603684|XP_023177136.2|DHYD
OG0003658	LOC119561696|XP_037731138.1|DSUP	LOC111603421|XP_023176772.2|DHYD
OG0003659	LOC119554844|XP_037721848.1|DSUP	LOC111604296|XP_023178093.2|DHYD
OG0003660	LOC119555284|XP_037722514.1|DSUP	LOC111598078|XP_030081152.1|DHYD
OG0003661	LOC119552637|XP_037718256.1|DSUP	LOC111602919|XP_023176033.2|DHYD
OG0003662	LOC119555669|XP_037723204.1|DSUP	LOC111594358|XP_023163386.2|DHYD
OG0003663	LOC119555089|XP_037722234.1|DSUP	LOC111594834|XP_023164067.2|DHYD
OG0003664	LOC119553470|XP_037719801.1|DSUP	LOC111594840|XP_023164073.2|DHYD
OG0003665	LOC119551780|XP_037717237.1|DSUP	LOC115483367|XP_030080934.1|DHYD, LOC111604789|XP_023178774.2|DHYD
OG0003666	LOC119549741|XP_037713910.1|DSUP	LOC111598209|XP_023169115.2|DHYD
OG0003667	LOC119555423|XP_037722714.1|DSUP	LOC111604482|XP_023178335.2|DHYD
OG0003668	LOC119559672|XP_037728657.1|DSUP	LOC111600060|XP_023171757.1|DHYD
OG0003669	LOC119550204|XP_037714681.1|DSUP	LOC111604104|XP_023177776.1|DHYD
OG0003670	LOC119550203|XP_037714680.1|DSUP	LOC111604102|XP_023177771.2|DHYD
OG0003671	LOC119549205|XP_037712967.1|DSUP, LOC119558804|XP_037727996.1|DSUP	LOC111603845|XP_023177387.2|DHYD
OG0003672	LOC119563301|XP_037732560.1|DSUP	LOC111604202|XP_023177927.1|DHYD
OG0003673	LOC119549801|XP_037713995.1|DSUP	LOC115482729|XP_023172999.2|DHYD, LOC111600892|XP_023173000.2|DHYD
OG0003674	LOC119549887|XP_037714122.1|DSUP	LOC111594017|XP_023162884.2|DHYD
OG0003675	LOC119548980|XP_037712504.1|DSUP	LOC111604187|XP_023177911.1|DHYD
OG0003676	LOC119548978|XP_037712500.1|DSUP	LOC111604185|XP_023177908.2|DHYD
OG0003677	LOC119554880|XP_037721894.1|DSUP	LOC111598538|XP_023169594.1|DHYD
OG0003678	LOC119553165|XP_037719327.1|DSUP	LOC111597498|XP_023168024.1|DHYD
OG0003679	LOC119554780|XP_037721752.1|DSUP	LOC111597513|XP_023168050.2|DHYD
OG0003680	LOC119551541|XP_037716859.1|DSUP	LOC111605359|XP_023179606.2|DHYD
OG0003681	LOC119550981|XP_037715944.1|DSUP	LOC111593185|XP_023161562.1|DHYD
OG0003682	LOC119559840|XP_037728861.1|DSUP	LOC111601540|XP_023173942.2|DHYD
OG0003683	LOC119549336|XP_037713245.1|DSUP	LOC111595328|XP_023164756.2|DHYD
OG0003684	LOC119554595|XP_037721507.1|DSUP	LOC111605678|XP_023180112.2|DHYD
OG0003685	LOC119553918|XP_037720525.1|DSUP	LOC111592736|XP_023160897.1|DHYD
OG0003686	LOC119549683|XP_037713822.1|DSUP	LOC111594042|XP_030081378.1|DHYD
OG0003687	LOC119549398|XP_037713381.1|DSUP	LOC111597692|XP_023168295.2|DHYD
OG0003688	LOC119550946|XP_037715898.1|DSUP	LOC111593922|XP_023162764.2|DHYD
OG0003689	LOC119554466|XP_037721308.1|DSUP	LOC111597489|XP_023168012.2|DHYD
OG0003690	LOC119554264|XP_037721036.1|DSUP	LOC111593530|XP_023162094.1|DHYD
OG0003691	LOC119555460|XP_037722792.1|DSUP	LOC111593531|XP_023162095.1|DHYD
OG0003692	LOC119549059|XP_037712691.1|DSUP	LOC111599948|XP_023171568.2|DHYD
OG0003693	LOC119555272|XP_037722504.1|DSUP	LOC111600508|XP_023172404.2|DHYD
OG0003694	LOC119552683|XP_037718331.1|DSUP	LOC111604666|XP_023178595.1|DHYD
OG0003695	LOC119554376|XP_037721184.1|DSUP	LOC111594864|XP_023164111.2|DHYD
OG0003696	LOC119549175|XP_037712904.1|DSUP	LOC111600598|XP_023172558.1|DHYD
OG0003697	LOC119552093|XP_037717803.1|DSUP	LOC111604805|XP_023178795.2|DHYD
OG0003698	LOC119554902|XP_037721932.1|DSUP	LOC111595669|XP_023165261.1|DHYD
OG0003699	LOC119549328|XP_037713236.1|DSUP	LOC111604123|XP_023177801.1|DHYD
OG0003700	LOC119549971|XP_037714295.1|DSUP	LOC111593792|XP_023162579.2|DHYD
OG0003701	LOC119548355|XP_037711498.1|DSUP	LOC111594957|XP_023164223.1|DHYD
OG0003702	LOC119554522|XP_037721395.1|DSUP	LOC111600922|XP_023173054.1|DHYD
OG0003703	LOC119553312|XP_037719566.1|DSUP	LOC111597389|XP_023167821.1|DHYD
OG0003704	LOC119553296|XP_037719541.1|DSUP	LOC111594878|XP_023164131.2|DHYD
OG0003705	LOC119549185|XP_037712932.1|DSUP	LOC111593304|XP_023161757.1|DHYD
OG0003706	LOC119553751|XP_037720280.1|DSUP	LOC111605647|XP_023180077.2|DHYD
OG0003707	LOC119552496|XP_037718025.1|DSUP	LOC111595380|XP_023164844.2|DHYD
OG0003708	LOC119552806|XP_037718570.1|DSUP	LOC111600473|XP_023172351.2|DHYD
OG0003709	LOC119551737|XP_037717166.1|DSUP	LOC111603388|XP_023176723.2|DHYD
OG0003710	LOC119551061|XP_037716112.1|DSUP	LOC111603397|XP_023176734.2|DHYD
OG0003711	LOC119554896|XP_037721926.1|DSUP	LOC111605077|XP_023179179.2|DHYD
OG0003712	LOC119550534|XP_037715182.1|DSUP	LOC111600638|XP_023172613.2|DHYD
OG0003713	LOC119549529|XP_037713578.1|DSUP	LOC111600730|XP_023172770.2|DHYD
OG0003714	LOC119549527|XP_037713575.1|DSUP	LOC111600729|XP_023172769.1|DHYD
OG0003715	LOC119553777|XP_037720312.1|DSUP	LOC111601571|XP_023173988.1|DHYD
OG0003716	LOC119553669|XP_037720110.1|DSUP	LOC111594918|XP_023164173.2|DHYD
OG0003717	LOC119553350|XP_037719616.1|DSUP	LOC111605632|XP_023180056.1|DHYD
OG0003718	LOC119553194|XP_037719372.1|DSUP	LOC111592836|XP_023161027.2|DHYD
OG0003719	LOC119554464|XP_037721306.1|DSUP	LOC111600935|XP_023173073.1|DHYD, LOC115483747|XP_030081855.1|DHYD
OG0003720	LOC119557201|XP_037725783.1|DSUP	LOC111598200|XP_023169100.1|DHYD
OG0003721	LOC119551502|XP_037716796.1|DSUP	LOC111593863|XP_023162684.1|DHYD
OG0003722	LOC119552729|XP_037718410.1|DSUP	LOC115482952|XP_030079280.1|DHYD, LOC111593213|XP_023161627.2|DHYD
OG0003723	LOC119552513|XP_037718058.1|DSUP	LOC111605683|XP_023180118.1|DHYD
OG0003724	LOC119554553|XP_037721447.1|DSUP	LOC111593095|XP_023161460.2|DHYD
OG0003725	LOC119554890|XP_037721909.1|DSUP	LOC111595140|XP_023164479.1|DHYD
OG0003726	LOC119552876|XP_037718704.1|DSUP	LOC111601683|XP_023174155.1|DHYD
OG0003727	LOC119552905|XP_037718758.1|DSUP	LOC111594855|XP_023164101.2|DHYD
OG0003728	LOC119545707|XP_037707411.1|DSUP	LOC111604653|XP_023178578.1|DHYD
OG0003729	LOC119553557|XP_037719925.1|DSUP	LOC111596849|XP_023167048.1|DHYD
OG0003730	LOC119554707|XP_037721640.1|DSUP	LOC111597607|XP_030081555.1|DHYD
OG0003731	LOC119554486|XP_037721343.1|DSUP	LOC111597419|XP_023167883.1|DHYD
OG0003732	LOC119552984|XP_037718929.1|DSUP	LOC111597600|XP_023168168.2|DHYD
OG0003733	LOC119553425|XP_037719731.1|DSUP	LOC111594866|XP_023164113.2|DHYD
OG0003734	LOC119555181|XP_037722359.1|DSUP	LOC111601040|XP_030081652.1|DHYD
OG0003735	LOC119549485|XP_037713515.1|DSUP	LOC111600115|XP_023171846.2|DHYD
OG0003736	LOC119551101|XP_037716208.1|DSUP	LOC111603382|XP_023176710.1|DHYD
OG0003737	LOC119552152|XP_037717886.1|DSUP	LOC111593756|XP_023162533.2|DHYD
OG0003738	LOC119551128|XP_037716240.1|DSUP	LOC111604027|XP_030080996.1|DHYD
OG0003739	LOC119550169|XP_037714632.1|DSUP	LOC111595613|XP_023165186.1|DHYD
OG0003740	LOC119551684|XP_037717076.1|DSUP	LOC111594025|XP_023162902.1|DHYD
OG0003741	LOC119553408|XP_037719709.1|DSUP	LOC111594868|XP_023164116.1|DHYD
OG0003742	LOC119555529|XP_037722885.1|DSUP	LOC111592285|XP_023160155.1|DHYD
OG0003743	LOC119549012|XP_037712581.1|DSUP	LOC111595609|XP_023165183.1|DHYD
OG0003744	LOC119551686|XP_037717078.1|DSUP	LOC111604136|XP_023177822.1|DHYD
OG0003745	LOC119550022|XP_037714374.1|DSUP	LOC111604604|XP_023178485.1|DHYD
OG0003746	LOC119549010|XP_037712576.1|DSUP	LOC111592481|XP_023160470.2|DHYD
OG0003747	LOC119553590|XP_037719968.1|DSUP	LOC111598700|XP_030081458.1|DHYD
OG0003748	LOC119553620|XP_037720013.1|DSUP	LOC111598743|XP_023169909.2|DHYD
OG0003749	LOC119554016|XP_037720660.1|DSUP	LOC111598764|XP_023169946.2|DHYD
OG0003750	LOC119552664|XP_037718299.1|DSUP	LOC111598765|XP_023169947.2|DHYD
OG0003751	LOC119554480|XP_037721323.1|DSUP	LOC111597379|XP_030081424.1|DHYD
OG0003752	LOC119553121|XP_037719236.1|DSUP	LOC111603677|XP_023177124.2|DHYD
OG0003753	LOC119554210|XP_037720939.1|DSUP	LOC111601106|XP_023173314.2|DHYD
OG0003754	LOC119552913|XP_037718775.1|DSUP	LOC111601104|XP_030081494.1|DHYD
OG0003755	LOC119553643|XP_037720049.1|DSUP	LOC111603730|XP_023177208.2|DHYD
OG0003756	LOC119559612|XP_037728570.1|DSUP	LOC111600000|XP_023171668.1|DHYD
OG0003757	LOC119549313|XP_037713216.1|DSUP	LOC111593907|XP_023162746.2|DHYD
OG0003758	LOC119549151|XP_037712859.1|DSUP	LOC111603991|XP_030081292.1|DHYD
OG0003759	LOC119555591|XP_037723002.1|DSUP	LOC111605174|XP_023179331.2|DHYD
OG0003760	LOC119552198|XP_037717983.1|DSUP	LOC111601275|XP_023173558.2|DHYD
OG0003761	LOC119555044|XP_037722158.1|DSUP	LOC111601721|XP_023174210.2|DHYD
OG0003762	LOC119555045|XP_037722159.1|DSUP	LOC111601722|XP_023174211.1|DHYD
OG0003763	LOC119553967|XP_037720592.1|DSUP	LOC111600519|XP_023172417.2|DHYD
OG0003764	LOC119552881|XP_037718711.1|DSUP	LOC111600462|XP_023172332.1|DHYD
OG0003765	LOC119546456|XP_037708659.1|DSUP	LOC111594672|XP_023163848.1|DHYD
OG0003766	LOC119556309|XP_037724320.1|DSUP	LOC111605156|XP_023179307.1|DHYD
OG0003767	LOC119549321|XP_037713225.1|DSUP	LOC111593937|XP_023162785.1|DHYD
OG0003768	LOC119550734|XP_037715575.1|DSUP	LOC111604561|XP_023178432.2|DHYD
OG0003769	LOC119550441|XP_037715044.1|DSUP	LOC111604424|XP_023178253.1|DHYD
OG0003770	LOC119549357|XP_037713320.1|DSUP	LOC111594138|XP_023163073.2|DHYD
OG0003771	LOC119552643|XP_037718264.1|DSUP	LOC111592846|XP_023161050.1|DHYD
OG0003772	LOC119553251|XP_037719455.1|DSUP	LOC111596023|XP_023165817.2|DHYD
OG0003773	LOC119551925|XP_037717483.1|DSUP	LOC111597658|XP_023168248.2|DHYD
OG0003774	LOC119549612|XP_037713710.1|DSUP	LOC111594027|XP_023162903.2|DHYD
OG0003775	LOC119558278|XP_037727581.1|DSUP	LOC111593474|XP_023162003.1|DHYD
OG0003776	LOC119551250|XP_037716423.1|DSUP	LOC111599943|XP_023171562.1|DHYD
OG0003777	LOC119550657|XP_037715430.1|DSUP	LOC111593311|XP_023161775.1|DHYD
OG0003778	LOC119550789|XP_037715648.1|DSUP	LOC111605409|XP_023179679.2|DHYD
OG0003779	LOC119550457|XP_037715067.1|DSUP	LOC111602113|XP_023174826.2|DHYD
OG0003780	LOC119549918|XP_037714170.1|DSUP	LOC111600573|XP_023172530.2|DHYD
OG0003781	LOC119551961|XP_037717990.1|DSUP	LOC111598003|XP_023168768.1|DHYD
OG0003782	LOC119556984|XP_037725433.1|DSUP	LOC111592138|XP_030079976.1|DHYD
OG0003783	LOC119554194|XP_037720921.1|DSUP	LOC111593233|XP_023161654.2|DHYD
OG0003784	LOC119549251|XP_037713085.1|DSUP	LOC111593929|XP_023162775.1|DHYD
OG0003785	LOC119559614|XP_037728574.1|DSUP	LOC111600122|XP_023171855.1|DHYD
OG0003786	LOC119550062|XP_037714452.1|DSUP	LOC111605117|XP_023179243.2|DHYD
OG0003787	LOC119550063|XP_037714454.1|DSUP	LOC111605207|XP_023179397.2|DHYD
OG0003788	LOC119550749|XP_037715598.1|DSUP	LOC111600053|XP_023171747.1|DHYD
OG0003789	LOC119550541|XP_037715192.1|DSUP	LOC111604162|XP_023177858.2|DHYD
OG0003790	LOC119554909|XP_037721939.1|DSUP	LOC111592821|XP_023161013.2|DHYD
OG0003791	LOC119560363|XP_037729695.1|DSUP	LOC111599592|XP_030080816.1|DHYD
OG0003792	LOC119552200|XP_037717986.1|DSUP	LOC111597098|XP_023167408.2|DHYD
OG0003793	LOC119549315|XP_037713217.1|DSUP	LOC111593909|XP_023162749.1|DHYD
OG0003794	LOC119549452|XP_037713476.1|DSUP	LOC111599435|XP_023170857.2|DHYD
OG0003795	LOC119555306|XP_037722551.1|DSUP	LOC115482734|XP_030081566.1|DHYD
OG0003796	LOC119563101|XP_037732268.1|DSUP	LOC111592700|XP_023160848.2|DHYD
OG0003797	LOC119547953|XP_037710931.1|DSUP	LOC111600377|XP_023172222.1|DHYD
OG0003798	LOC119551898|XP_037717438.1|DSUP	LOC111604601|XP_023178480.1|DHYD
OG0003799	LOC119550392|XP_037714971.1|DSUP	LOC111600710|XP_023172735.2|DHYD
OG0003800	LOC119547183|XP_037709846.1|DSUP	LOC111603886|XP_023177472.1|DHYD
OG0003801	LOC119548423|XP_037711590.1|DSUP	LOC111596304|XP_030080532.1|DHYD
OG0003802	LOC119548805|XP_037712314.1|DSUP	LOC111600395|XP_023172241.2|DHYD
OG0003803	LOC119557378|XP_037726054.1|DSUP	LOC111592705|XP_023160860.1|DHYD
OG0003804	LOC119548605|XP_037711889.1|DSUP	LOC111603878|XP_023177457.2|DHYD
OG0003805	LOC119546464|XP_037708675.1|DSUP	LOC111596002|XP_023165775.2|DHYD
OG0003806	LOC119562751|XP_037731882.1|DSUP	LOC111594707|XP_023163898.1|DHYD
OG0003807	LOC119558504|XP_037727937.1|DSUP	LOC111602346|XP_023175125.1|DHYD
OG0003808	LOC119554648|XP_037721577.1|DSUP	LOC111601059|XP_023173246.2|DHYD
OG0003809	LOC119548109|XP_037711130.1|DSUP	LOC111595789|XP_023165442.2|DHYD
OG0003810	LOC119548986|XP_037712513.1|DSUP	LOC111604083|XP_023177736.2|DHYD
OG0003811	LOC119550324|XP_037714857.1|DSUP	LOC111600151|XP_023171909.2|DHYD
OG0003812	LOC119546128|XP_037708152.1|DSUP	LOC111602161|XP_030079256.1|DHYD
OG0003813	LOC119546259|XP_037708346.1|DSUP	LOC111603685|XP_023177140.2|DHYD
OG0003814	LOC119546784|XP_037709268.1|DSUP	LOC111591962|XP_023159673.2|DHYD
OG0003815	LOC119547783|XP_037710725.1|DSUP	LOC111595029|XP_023164318.2|DHYD, LOC115483326|XP_030080584.1|DHYD, LOC115483785|XP_030081901.1|DHYD
OG0003816	LOC119548284|XP_037711380.1|DSUP	LOC111594720|XP_023163917.2|DHYD
OG0003817	LOC119547518|XP_037710340.1|DSUP	LOC111603863|XP_023177437.1|DHYD
OG0003818	LOC119548072|XP_037711088.1|DSUP	LOC111602487|XP_023175318.1|DHYD
OG0003819	LOC119547266|XP_037709975.1|DSUP	LOC111602173|XP_023174902.1|DHYD
OG0003820	LOC119563482|XP_037732835.1|DSUP	LOC111604838|XP_023178837.1|DHYD
OG0003821	LOC119551590|XP_037716919.1|DSUP	LOC111600649|XP_023172637.1|DHYD
OG0003822	LOC119562352|XP_037731442.1|DSUP	LOC111592070|XP_023159844.2|DHYD
OG0003823	LOC119548854|XP_037712407.1|DSUP	LOC111596284|XP_023166202.1|DHYD
OG0003824	LOC119548576|XP_037711822.1|DSUP	LOC111594105|XP_023163027.1|DHYD
OG0003825	LOC119548099|XP_037711116.1|DSUP	LOC111603916|XP_023177508.2|DHYD
OG0003826	LOC119547148|XP_037709792.1|DSUP	LOC111603930|XP_023177525.1|DHYD
OG0003827	LOC119546176|XP_037708226.1|DSUP	LOC111603992|XP_030079084.1|DHYD
OG0003828	LOC119546478|XP_037708692.1|DSUP	LOC111603859|XP_023177428.2|DHYD
OG0003829	LOC119548546|XP_037711768.1|DSUP	LOC111600424|XP_023172275.2|DHYD
OG0003830	LOC119546899|XP_037709449.1|DSUP	LOC111596315|XP_023166249.1|DHYD
OG0003831	LOC119560432|XP_037729799.1|DSUP	LOC111594959|XP_023164225.1|DHYD
OG0003832	LOC119546300|XP_037708416.1|DSUP	LOC111596343|XP_023166296.2|DHYD, LOC115482916|XP_030079023.1|DHYD
OG0003833	LOC119546141|XP_037708175.1|DSUP	LOC111596327|XP_023166260.1|DHYD, LOC115482914|XP_030079022.1|DHYD
OG0003834	LOC119546446|XP_037708648.1|DSUP	LOC111605015|XP_023179112.2|DHYD
OG0003835	LOC119548225|XP_037711288.1|DSUP	LOC111596289|XP_023166211.2|DHYD
OG0003836	LOC119545930|XP_037707776.1|DSUP	LOC111598988|XP_023170258.2|DHYD
OG0003837	LOC119546584|XP_037708919.1|DSUP	LOC111598981|XP_023170249.2|DHYD
OG0003838	LOC119547866|XP_037710828.1|DSUP	LOC115483220|XP_030080419.1|DHYD, LOC111602114|XP_023174834.2|DHYD
OG0003839	LOC119548612|XP_037711906.1|DSUP	LOC111594714|XP_023163909.1|DHYD
OG0003840	LOC119548979|XP_037712502.1|DSUP	LOC111604120|XP_023177798.1|DHYD
OG0003841	LOC119548089|XP_037711103.1|DSUP	LOC111599333|XP_023170722.2|DHYD
OG0003842	LOC119548613|XP_037711907.1|DSUP	LOC111592644|XP_023160758.2|DHYD
OG0003843	LOC119546513|XP_037708766.1|DSUP	LOC111600322|XP_023172148.2|DHYD
OG0003844	LOC119548611|XP_037711902.1|DSUP	LOC111592615|XP_023160717.1|DHYD
OG0003845	LOC119547462|XP_037710271.1|DSUP	LOC111598975|XP_023170239.2|DHYD
