Orthogroup	DSUP.longest_only	DPER.longest_only
OG0005624	LOC119559992|XP_037729184.1|DSUP	LOC6591463|XP_002016949.1|DPER
OG0005625	LOC119545742|XP_037707493.1|DSUP	LOC6592099|XP_002017033.1|DPER
OG0005626	LOC119557967|XP_037726940.1|DSUP	LOC6600428|XP_002025533.1|DPER
OG0005627	LOC119563449|XP_037732771.1|DSUP	LOC6594466|XP_002019411.1|DPER
OG0005628	LOC119555651|XP_037723157.1|DSUP	LOC6594817|XP_002020012.1|DPER
OG0005629	LOC119552116|XP_037717830.1|DSUP	LOC6591042|XP_002016634.1|DPER
OG0005630	LOC119549623|XP_037713728.1|DSUP	LOC6592190|XP_026842451.1|DPER
OG0005631	LOC119557291|XP_037725910.1|DSUP	LOC6600785|XP_026848596.1|DPER
OG0005632	LOC119558173|XP_037727367.1|DSUP	LOC6602603|XP_026846038.1|DPER
OG0005633	LOC119563528|XP_037732925.1|DSUP	LOC6594152|XP_026842472.1|DPER
OG0005634	LOC119547756|XP_037710691.1|DSUP	LOC6592163|XP_002017449.1|DPER
OG0005635	LOC119547996|XP_037710981.1|DSUP	LOC6589332|XP_002014357.2|DPER
OG0005636	LOC119560503|XP_037729902.1|DSUP	LOC6592039|XP_026840743.1|DPER
OG0005637	LOC119560331|XP_037729649.1|DSUP	LOC6588025|XP_026842606.1|DPER
OG0005638	LOC119551018|XP_037716000.1|DSUP	LOC6593108|XP_026841941.1|DPER
OG0005639	LOC119549922|XP_037714180.1|DSUP	LOC6600819|XP_026840806.1|DPER
OG0005640	LOC119545678|XP_037707347.1|DSUP	LOC6591603|XP_002017098.1|DPER
OG0005641	LOC119557054|XP_037725530.1|DSUP	LOC113566192|XP_026846521.1|DPER
OG0005642	LOC119559804|XP_037728815.1|DSUP	LOC6598796|XP_002023907.1|DPER
OG0005643	LOC119552992|XP_037718938.1|DSUP	LOC6602782|XP_002027839.1|DPER
OG0005644	LOC119553096|XP_037719180.1|DSUP	LOC6602781|XP_002027838.1|DPER
OG0005645	LOC119557941|XP_037726881.1|DSUP	LOC6599331|XP_026850171.1|DPER
OG0005646	LOC119556603|XP_037724843.1|DSUP	LOC6596905|XP_002021866.1|DPER
OG0005647	LOC119562599|XP_037731759.1|DSUP	LOC6589864|XP_002014206.1|DPER
OG0005648	LOC119552659|XP_037718293.1|DSUP	LOC113566455|XP_026847883.1|DPER
OG0005649	LOC119560766|XP_037730316.1|DSUP	LOC6591699|XP_002017270.1|DPER
OG0005650	LOC119560172|XP_037729460.1|DSUP	LOC6591704|XP_002017275.1|DPER
OG0005651	LOC119556954|XP_037725389.1|DSUP	LOC6602667|XP_002027707.2|DPER
OG0005652	LOC119563536|XP_037732946.1|DSUP	LOC6587847|XP_026840112.1|DPER
OG0005653	LOC119546785|XP_037709270.1|DSUP	LOC6596621|XP_002021629.1|DPER
OG0005654	LOC119560602|XP_037730058.1|DSUP	LOC6591629|XP_026851179.1|DPER
OG0005655	LOC119551719|XP_037717152.1|DSUP	LOC6594503|XP_002019702.1|DPER
OG0005656	LOC119550913|XP_037715838.1|DSUP	LOC6594463|XP_002019714.1|DPER
OG0005657	LOC119545685|XP_037707353.1|DSUP	LOC6592143|XP_026840123.1|DPER
OG0005658	LOC119560613|XP_037730077.1|DSUP	LOC6594452|XP_026850280.1|DPER
OG0005659	LOC119550180|XP_037714649.1|DSUP	LOC6591777|XP_002017138.2|DPER
OG0005660	LOC119554574|XP_037721482.1|DSUP	LOC6599716|XP_026847366.1|DPER
OG0005661	LOC119563393|XP_037732679.1|DSUP	LOC6591947|XP_026843803.1|DPER
OG0005662	LOC119563351|XP_037732627.1|DSUP	LOC6591740|XP_026846487.1|DPER
OG0005663	LOC119557812|XP_037726676.1|DSUP	LOC6596912|XP_002021873.2|DPER
OG0005664	LOC119562096|XP_037731323.1|DSUP	LOC6594930|XP_002020027.2|DPER
OG0005665	LOC119552640|XP_037718262.1|DSUP	LOC6591910|XP_002016867.1|DPER
OG0005666	LOC119556119|XP_037723928.1|DSUP	LOC6597909|XP_026846912.1|DPER
OG0005667	LOC119557548|XP_037726253.1|DSUP	LOC6596877|XP_002022092.2|DPER
OG0005668	LOC119555312|XP_037722562.1|DSUP	LOC6598974|XP_002024062.2|DPER
OG0005669	LOC119548067|XP_037711081.1|DSUP	LOC113565379|XP_026842956.1|DPER
OG0005670	LOC119562339|XP_037731435.1|DSUP	LOC6594032|XP_002019642.2|DPER
OG0005671	LOC119559902|XP_037728995.1|DSUP	LOC6598619|XP_026849315.1|DPER
OG0005672	LOC119546789|XP_037709275.1|DSUP	LOC6589251|XP_002014388.1|DPER
OG0005673	LOC119553944|XP_037720565.1|DSUP	LOC6595832|XP_002021421.2|DPER
OG0005674	LOC119553021|XP_037719005.1|DSUP	LOC6599737|XP_026847244.1|DPER
OG0005675	LOC119563044|XP_037732177.1|DSUP	LOC6592095|XP_002017029.1|DPER
OG0005676	LOC119553340|XP_037719603.1|DSUP	LOC6599680|XP_002024783.1|DPER
OG0005677	LOC119551277|XP_037716470.1|DSUP	LOC6602116|XP_002027130.1|DPER
OG0005678	LOC119557564|XP_037726280.1|DSUP	LOC6594692|XP_002019619.1|DPER
OG0005679	LOC119549676|XP_037713812.1|DSUP	LOC6591639|XP_002017130.1|DPER
OG0005680	LOC119546507|XP_037708756.1|DSUP	LOC6595610|XP_026844135.1|DPER
OG0005681	LOC119561747|XP_037731158.1|DSUP	LOC6594521|XP_002019463.1|DPER
OG0005682	LOC119561740|XP_037731151.1|DSUP	LOC6594520|XP_002019462.1|DPER
OG0005683	LOC119556455|XP_037724623.1|DSUP	LOC6602595|XP_026845982.1|DPER
OG0005684	LOC119552559|XP_037718108.1|DSUP	LOC6599458|XP_002024607.1|DPER
OG0005685	LOC119557419|XP_037726096.1|DSUP	LOC6596653|XP_002021991.1|DPER
OG0005686	LOC119563119|XP_037732292.1|DSUP	LOC6591556|XP_002017105.1|DPER
OG0005687	LOC119554904|XP_037721934.1|DSUP	LOC6601507|XP_026847993.1|DPER
OG0005688	LOC119550138|XP_037714569.1|DSUP	LOC6600945|XP_002026016.1|DPER
OG0005689	LOC119556332|XP_037724351.1|DSUP	LOC6596860|XP_002022064.2|DPER
OG0005690	LOC119562866|XP_037731908.1|DSUP	LOC6588373|XP_002013420.1|DPER
OG0005691	LOC119545784|XP_037707583.1|DSUP	LOC6592137|XP_002016818.1|DPER
OG0005692	LOC119547368|XP_037710117.1|DSUP	LOC6589593|XP_002014566.1|DPER
OG0005693	LOC119553551|XP_037719919.1|DSUP	LOC6600304|XP_026849058.1|DPER
OG0005694	LOC119560329|XP_037729647.1|DSUP	LOC6594655|XP_026850369.1|DPER
OG0005695	LOC119563531|XP_037732930.1|DSUP	LOC6591606|XP_002017101.1|DPER
OG0005696	LOC119563532|XP_037732932.1|DSUP	LOC6591605|XP_002017100.1|DPER
OG0005697	LOC119563527|XP_037732924.1|DSUP	LOC6591604|XP_026843645.1|DPER
OG0005698	LOC119552132|XP_037717849.1|DSUP	LOC6592647|XP_002017983.1|DPER
OG0005699	LOC119550031|XP_037714391.1|DSUP	LOC6594646|XP_002019651.1|DPER
OG0005700	LOC119556363|XP_037724453.1|DSUP	LOC6604138|XP_026845091.1|DPER
OG0005701	LOC119548661|XP_037712008.1|DSUP	LOC6595637|XP_002020680.1|DPER
OG0005702	LOC119556480|XP_037724661.1|DSUP	LOC6602768|XP_002027772.1|DPER
OG0005703	LOC119549060|XP_037712692.1|DSUP	LOC6600814|XP_002025881.1|DPER
OG0005704	LOC119556102|XP_037723899.1|DSUP	LOC6602898|XP_026849670.1|DPER
OG0005705	LOC119555105|XP_037722252.1|DSUP	LOC6603013|XP_002028034.1|DPER
OG0005706	LOC119556674|XP_037724969.1|DSUP	LOC6594814|XP_002020009.1|DPER
OG0005707	LOC119558349|XP_037727766.1|DSUP	LOC6597624|XP_026848914.1|DPER
OG0005708	LOC119558142|XP_037727302.1|DSUP	LOC6596741|XP_026846003.1|DPER
OG0005709	LOC119563446|XP_037732768.1|DSUP	LOC6587645|XP_002013651.1|DPER
OG0005710	LOC119552952|XP_037718865.1|DSUP	LOC6594421|XP_002019753.1|DPER
OG0005711	LOC119553330|XP_037719589.1|DSUP	LOC6602293|XP_026848532.1|DPER
OG0005712	LOC119547521|XP_037710343.1|DSUP	LOC6589059|XP_002014547.1|DPER
OG0005713	LOC119552665|XP_037718305.1|DSUP	LOC6591501|XP_002016885.2|DPER
OG0005714	LOC119554838|XP_037721844.1|DSUP	LOC6595268|XP_002020207.2|DPER
OG0005715	LOC119547734|XP_037710651.1|DSUP	LOC6592061|XP_026840489.1|DPER
OG0005716	LOC119560013|XP_037729224.1|DSUP	LOC6588113|XP_002014109.2|DPER
OG0005717	LOC119560390|XP_037729743.1|DSUP	LOC6591373|XP_026845965.1|DPER
OG0005718	LOC119560633|XP_037730112.1|DSUP	LOC6591558|XP_002017107.1|DPER
OG0005719	LOC119548760|XP_037712231.1|DSUP	LOC6591494|XP_026850681.1|DPER
OG0005720	LOC119563435|XP_037732749.1|DSUP	LOC6594082|XP_002019788.1|DPER
OG0005721	LOC119562256|XP_037731362.1|DSUP	LOC6591500|XP_026850820.1|DPER
OG0005722	LOC119560745|XP_037730287.1|DSUP	LOC6594196|XP_026850654.1|DPER
OG0005723	LOC119560037|XP_037729266.1|DSUP	LOC6591539|XP_002017183.1|DPER
OG0005724	LOC119550023|XP_037714375.1|DSUP	LOC6593171|XP_002018185.1|DPER
OG0005725	LOC119563222|XP_037732451.1|DSUP	LOC6591471|XP_002017462.2|DPER
OG0005726	LOC119556557|XP_037724776.1|DSUP	LOC6599407|XP_026847093.1|DPER
OG0005727	LOC119560015|XP_037729227.1|DSUP	LOC6594507|XP_026843853.1|DPER
OG0005728	LOC119556838|XP_037725239.1|DSUP	LOC6591625|XP_002017192.1|DPER
OG0005729	LOC119548704|XP_037712099.1|DSUP	LOC6591546|XP_026851170.1|DPER
OG0005730	LOC119545683|XP_037707350.1|DSUP	LOC6591542|XP_002017186.1|DPER
OG0005731	LOC119545682|XP_037707349.1|DSUP	LOC6591543|XP_002017187.1|DPER
OG0005732	LOC119557533|XP_037726236.1|DSUP	LOC6591690|XP_002017327.1|DPER
OG0005733	LOC119557509|XP_037726213.1|DSUP	LOC6591691|XP_026851096.1|DPER
OG0005734	LOC119545673|XP_037707328.1|DSUP	LOC6594618|XP_002019841.2|DPER
OG0005735	LOC119560539|XP_037729955.1|DSUP	LOC6591963|XP_026848013.1|DPER
OG0005736	LOC119559896|XP_037728982.1|DSUP	LOC6588253|XP_026850865.1|DPER
OG0005737	LOC119550013|XP_037714368.1|DSUP	LOC113566386|XP_026847531.1|DPER
OG0005738	LOC119562872|XP_037731914.1|DSUP	LOC6594314|XP_026850487.1|DPER
OG0005739	LOC119548222|XP_037711289.1|DSUP	LOC6594594|XP_026841211.1|DPER
OG0005740	LOC119546819|XP_037709337.1|DSUP	LOC6587489|XP_002013657.1|DPER
OG0005741	LOC119560764|XP_037730314.1|DSUP	LOC6588412|XP_002014154.2|DPER
OG0005742	LOC119563494|XP_037732858.1|DSUP	LOC6594187|XP_026850431.1|DPER
OG0005743	LOC119561101|XP_037730923.1|DSUP	LOC6591706|XP_002017407.1|DPER
OG0005744	LOC119545823|XP_037707649.1|DSUP	LOC6594700|XP_002019627.1|DPER
OG0005745	LOC119560923|XP_037730557.1|DSUP	LOC6591770|XP_026840566.1|DPER
OG0005746	LOC119560074|XP_037729308.1|DSUP	LOC6591767|XP_002017223.1|DPER
OG0005747	LOC119560750|XP_037730295.1|DSUP	LOC6591541|XP_002017185.1|DPER
OG0005748	LOC119553263|XP_037719485.1|DSUP	LOC113567253|XP_026850254.1|DPER
OG0005749	LOC119556220|XP_037724132.1|DSUP	LOC6597021|XP_026845449.1|DPER
OG0005750	LOC119560594|XP_037730047.1|DSUP	LOC6588287|XP_002014143.1|DPER
OG0005751	LOC119554643|XP_037721571.1|DSUP	LOC6599764|XP_002024884.1|DPER
OG0005752	LOC119552059|XP_037717748.1|DSUP	LOC6593122|XP_002017621.1|DPER
OG0005753	LOC119548871|XP_037712429.1|DSUP	LOC6595359|XP_002020832.2|DPER, LOC113565827|XP_026844912.1|DPER
OG0005754	LOC119551990|XP_037717639.1|DSUP	LOC6590045|XP_002016439.1|DPER
OG0005755	LOC119549518|XP_037713559.1|DSUP	LOC6590983|XP_002016548.1|DPER
OG0005756	LOC119563395|XP_037732681.1|DSUP	LOC6591431|XP_002017489.2|DPER
OG0005757	LOC119560213|XP_037729501.1|DSUP	LOC6591707|XP_002017408.1|DPER
OG0005758	LOC119560119|XP_037729397.1|DSUP	LOC6591815|XP_002017236.1|DPER
OG0005759	LOC119561107|XP_037730936.1|DSUP	LOC6591516|XP_026851150.1|DPER
OG0005760	LOC119550710|XP_037715521.1|DSUP	LOC6594723|XP_002019408.2|DPER
OG0005761	LOC119559746|XP_037728733.1|DSUP	LOC6594645|XP_026850411.1|DPER
OG0005762	LOC119559899|XP_037728988.1|DSUP	LOC6594298|XP_002019946.1|DPER
OG0005763	LOC119550730|XP_037715561.1|DSUP	LOC6590401|XP_002015494.1|DPER
OG0005764	LOC119559894|XP_037728979.1|DSUP	LOC6587989|XP_002014148.1|DPER
OG0005765	LOC119559890|XP_037728956.1|DSUP	LOC6588318|XP_026850550.1|DPER
OG0005766	LOC119553866|XP_037720450.1|DSUP	LOC6594248|XP_026850359.1|DPER
OG0005767	LOC119547772|XP_037710715.1|DSUP	LOC6595071|XP_026841047.1|DPER
OG0005768	LOC119558027|XP_037727085.1|DSUP	LOC6599940|XP_026849145.1|DPER
OG0005769	LOC119560491|XP_037729885.1|DSUP	LOC6588184|XP_002014120.2|DPER
OG0005770	LOC119561889|XP_037731289.1|DSUP	LOC6587770|XP_002012762.1|DPER
OG0005771	LOC119545664|XP_037707318.1|DSUP	LOC6588603|XP_002013211.1|DPER
OG0005772	LOC119560130|XP_037729409.1|DSUP	LOC6587244|XP_002013519.1|DPER
OG0005773	LOC119556283|XP_037724267.1|DSUP	LOC6594218|XP_002019453.1|DPER
OG0005774	LOC119563001|XP_037732116.1|DSUP	LOC6594546|XP_026848092.1|DPER
OG0005775	LOC119554613|XP_037721535.1|DSUP	LOC6602300|XP_026848506.1|DPER
OG0005776	LOC119554859|XP_037721867.1|DSUP	LOC6601969|XP_002027016.2|DPER
OG0005777	LOC119548274|XP_037711353.1|DSUP	LOC6593980|XP_002019022.1|DPER
OG0005779	LOC119546537|XP_037708811.1|DSUP	LOC6587833|XP_002014061.2|DPER
OG0005780	LOC119553771|XP_037720305.1|DSUP	LOC6602321|XP_026848512.1|DPER
OG0005781	LOC119552865|XP_037718681.1|DSUP	LOC6598969|XP_002024057.2|DPER
OG0005782	LOC119555314|XP_037722567.1|DSUP	LOC6598973|XP_002024061.1|DPER
OG0005783	LOC119551316|XP_037716539.1|DSUP	LOC6592830|XP_002017682.1|DPER
OG0005784	LOC119562930|XP_037732008.1|DSUP	LOC6591332|XP_026843771.1|DPER
OG0005785	LOC119558334|XP_037727718.1|DSUP	LOC6591331|XP_002016929.2|DPER
OG0005786	LOC119553389|XP_037719679.1|DSUP	LOC6592155|XP_002017341.1|DPER
OG0005787	LOC119560603|XP_037730059.1|DSUP	LOC6591981|XP_002017025.1|DPER
OG0005788	LOC119550261|XP_037714767.1|DSUP	LOC6600892|XP_002025956.1|DPER
OG0005789	LOC119559045|XP_037728101.1|DSUP	LOC6594367|XP_002019335.1|DPER
OG0005790	LOC119545662|XP_037707317.1|DSUP	LOC6588531|XP_002013213.1|DPER
OG0005791	LOC119559925|XP_037729060.1|DSUP	LOC6594519|XP_026840759.1|DPER
OG0005792	LOC119559939|XP_037729080.1|DSUP	LOC6594518|XP_002019460.1|DPER
OG0005793	LOC119563297|XP_037732552.1|DSUP	LOC6594222|XP_026849994.1|DPER
OG0005794	LOC119552114|XP_037717828.1|DSUP	LOC113565071|XP_026841205.1|DPER
OG0005795	LOC119555161|XP_037722322.1|DSUP	LOC6591833|XP_002017201.1|DPER
OG0005796	LOC119554181|XP_037720901.1|DSUP	LOC6602299|XP_026848515.1|DPER
OG0005797	LOC119554111|XP_037720805.1|DSUP	LOC6602777|XP_002027834.1|DPER
OG0005798	LOC119545689|XP_037707359.1|DSUP	LOC6592145|XP_002017281.1|DPER
OG0005799	LOC119560852|XP_037730440.1|DSUP	LOC6592019|XP_026850886.1|DPER
OG0005800	LOC119560513|XP_037729916.1|DSUP	LOC6592069|XP_002017518.1|DPER
OG0005801	LOC119560512|XP_037729915.1|DSUP	LOC6592022|XP_002017517.1|DPER
OG0005802	LOC119563190|XP_037732404.1|DSUP	LOC6592023|XP_026848482.1|DPER
OG0005803	LOC119563486|XP_037732841.1|DSUP	LOC6591965|XP_026840421.1|DPER
OG0005804	LOC119563280|XP_037732531.1|DSUP	LOC6594083|XP_002019789.1|DPER
OG0005805	LOC119549910|XP_037714158.1|DSUP	LOC6601303|XP_026842854.1|DPER
OG0005806	LOC119552777|XP_037718521.1|DSUP	LOC6592117|XP_002016843.1|DPER
OG0005807	LOC119563426|XP_037732739.1|DSUP	LOC6592124|XP_026845254.1|DPER
OG0005808	LOC119558237|XP_037727488.1|DSUP	LOC6602890|XP_026845134.1|DPER
OG0005809	LOC119552627|XP_037718227.1|DSUP	LOC6600633|XP_002025627.1|DPER
OG0005810	LOC119560855|XP_037730447.1|DSUP	LOC6592017|XP_002017512.1|DPER
OG0005811	LOC119560856|XP_037730448.1|DSUP	LOC6592016|XP_002017511.1|DPER
OG0005812	LOC119563321|XP_037732584.1|DSUP	LOC6592103|XP_026851135.1|DPER
OG0005813	LOC119559903|XP_037728996.1|DSUP	LOC6598623|XP_002023835.1|DPER
OG0005814	LOC119560740|XP_037730282.1|DSUP	LOC6588274|XP_026850779.1|DPER
OG0005815	LOC119549269|XP_037713108.1|DSUP	LOC6600808|XP_002025979.1|DPER
OG0005816	LOC119549564|XP_037713647.1|DSUP	LOC6588525|XP_026849519.1|DPER
OG0005817	LOC119560129|XP_037729408.1|DSUP	LOC6587477|XP_002013520.2|DPER
OG0005818	LOC119561189|XP_037730974.1|DSUP	LOC6591895|XP_002016913.2|DPER
OG0005819	LOC119559949|XP_037729106.1|DSUP	LOC6594389|XP_002019481.1|DPER
OG0005820	LOC119559950|XP_037729108.1|DSUP	LOC6594390|XP_002019482.1|DPER
OG0005821	LOC119559956|XP_037729117.1|DSUP	LOC6594291|XP_002019939.1|DPER
OG0005822	LOC119548344|XP_037711479.1|DSUP	LOC6593420|XP_026843342.1|DPER
OG0005823	LOC119558064|XP_037727161.1|DSUP	LOC6602622|XP_002027649.1|DPER
OG0005824	LOC119560921|XP_037730553.1|DSUP	LOC6588245|XP_002012923.1|DPER
OG0005825	LOC119553338|XP_037719602.1|DSUP	LOC6598903|XP_002024005.1|DPER
OG0005826	LOC119559654|XP_037728629.1|DSUP	LOC6594374|XP_002019342.2|DPER
OG0005827	LOC119553981|XP_037720619.1|DSUP	LOC6592006|XP_002017434.1|DPER
OG0005828	LOC119553420|XP_037719725.1|DSUP	LOC6599463|XP_002024612.1|DPER
OG0005829	LOC119552275|XP_037717996.1|DSUP	LOC6594337|XP_026848414.1|DPER
OG0005830	LOC119552749|XP_037718465.1|DSUP	LOC6601881|XP_002026930.2|DPER
OG0005831	LOC119554535|XP_037721416.1|DSUP	LOC6601885|XP_026849374.1|DPER
OG0005832	LOC119553755|XP_037720287.1|DSUP	LOC6601886|XP_026849324.1|DPER
OG0005833	LOC119554291|XP_037721076.1|DSUP	LOC6601895|XP_026849378.1|DPER
OG0005834	LOC119554668|XP_037721597.1|DSUP	LOC113566707|XP_026849322.1|DPER
OG0005835	LOC119553221|XP_037719408.1|DSUP	LOC6601902|XP_002026951.1|DPER
OG0005836	LOC119554567|XP_037721465.1|DSUP	LOC6601402|XP_026847871.1|DPER
OG0005837	LOC119547613|XP_037710468.1|DSUP	LOC6592118|XP_026840133.1|DPER
OG0005838	LOC119563036|XP_037732165.1|DSUP	LOC6594532|XP_002019424.1|DPER
OG0005839	LOC119546857|XP_037709385.1|DSUP	LOC6596490|XP_002021564.1|DPER
OG0005840	LOC119563489|XP_037732852.1|DSUP	LOC6594189|XP_026850232.1|DPER
OG0005841	LOC119559777|XP_037728783.1|DSUP	LOC6594116|XP_026851011.1|DPER
OG0005842	LOC119557899|XP_037726833.1|DSUP	LOC6600027|XP_002025106.1|DPER
OG0005843	LOC119554169|XP_037720886.1|DSUP	LOC6597102|XP_002022291.2|DPER
OG0005844	LOC119554976|XP_037722033.1|DSUP	LOC6595815|XP_026845563.1|DPER
OG0005845	LOC119560328|XP_037729641.1|DSUP	LOC6591813|XP_002017234.2|DPER
OG0005846	LOC119551839|XP_037717342.1|DSUP	LOC6591785|XP_026843032.1|DPER
OG0005847	LOC119545733|XP_037707482.1|DSUP	LOC6594696|XP_026840370.1|DPER
OG0005848	LOC119557860|XP_037726784.1|DSUP	LOC6603322|XP_026845804.1|DPER, LOC113566066|XP_026845786.1|DPER
OG0005849	LOC119558268|XP_037727548.1|DSUP	LOC6600077|XP_026845092.1|DPER
OG0005850	LOC119557362|XP_037726031.1|DSUP	LOC6599447|XP_026847192.1|DPER
OG0005851	LOC119547318|XP_037710045.1|DSUP	LOC6593732|XP_002019110.1|DPER
OG0005852	LOC119548029|XP_037711035.1|DSUP	LOC6594577|XP_002019828.1|DPER
OG0005853	LOC119556255|XP_037724228.1|DSUP	LOC6597570|XP_002022787.1|DPER
OG0005854	LOC119560854|XP_037730446.1|DSUP	LOC6592018|XP_002017513.1|DPER
OG0005855	LOC119557341|XP_037726004.1|DSUP	LOC6597277|XP_026846551.1|DPER
OG0005856	LOC119558062|XP_037727141.1|DSUP	LOC6604080|XP_026845789.1|DPER
OG0005857	LOC119561035|XP_037730790.1|DSUP	LOC6594522|XP_002019464.2|DPER
OG0005858	LOC119563067|XP_037732209.1|DSUP	LOC6592153|XP_002017339.1|DPER
OG0005859	LOC119548259|XP_037711332.1|DSUP	LOC113565744|XP_026844582.1|DPER
OG0005860	LOC119561088|XP_037730887.1|DSUP	LOC6594510|XP_026840363.1|DPER
OG0005861	LOC119546968|XP_037709546.1|DSUP	LOC6587536|XP_026850496.1|DPER
OG0005862	LOC119551748|XP_037717198.1|DSUP	LOC6589989|XP_026841040.1|DPER
OG0005863	LOC119551172|XP_037716298.1|DSUP	LOC6592426|XP_002018238.1|DPER
OG0005864	LOC119563127|XP_037732303.1|DSUP	LOC6591791|XP_002017391.1|DPER
OG0005865	LOC119551325|XP_037716551.1|DSUP	LOC6592104|XP_002017287.1|DPER
OG0005866	LOC119551831|XP_037717327.1|DSUP	LOC6600942|XP_002026044.1|DPER
OG0005867	LOC119546021|XP_037707962.1|DSUP	LOC6595470|XP_002020903.1|DPER
OG0005868	LOC119551602|XP_037716934.1|DSUP	LOC113565042|XP_026840931.1|DPER
OG0005869	LOC119557761|XP_037726584.1|DSUP	LOC6597550|XP_002022799.1|DPER
OG0005870	LOC119556930|XP_037725349.1|DSUP	LOC6600433|XP_026848413.1|DPER
OG0005871	LOC119557755|XP_037726579.1|DSUP	LOC6600065|XP_002025189.2|DPER
OG0005872	LOC119560353|XP_037729684.1|DSUP	LOC6588551|XP_002013218.1|DPER
OG0005873	LOC119548572|XP_037711821.1|DSUP	LOC6591795|XP_002017395.1|DPER
OG0005874	LOC119556419|XP_037724559.1|DSUP	LOC6603208|XP_026845784.1|DPER
OG0005875	LOC119551324|XP_037716547.1|DSUP	LOC6592792|XP_002017823.1|DPER
OG0005876	LOC119557116|XP_037725623.1|DSUP	LOC6596918|XP_026845481.1|DPER
OG0005877	LOC119556654|XP_037724921.1|DSUP	LOC6603522|XP_002028501.1|DPER
OG0005878	LOC119556249|XP_037724218.1|DSUP	LOC6596933|XP_026845251.1|DPER
OG0005879	LOC119556147|XP_037723972.1|DSUP	LOC6599265|XP_026848252.1|DPER
OG0005880	LOC119554362|XP_037721156.1|DSUP	LOC6603411|XP_002028387.2|DPER
OG0005881	LOC119555503|XP_037722849.1|DSUP	LOC6597111|XP_002022268.1|DPER
OG0005882	LOC119557489|XP_037726188.1|DSUP	LOC6599363|XP_002024486.1|DPER
OG0005883	LOC119552866|XP_037718683.1|DSUP	LOC6601105|XP_002026070.1|DPER
OG0005884	LOC119554243|XP_037721006.1|DSUP	LOC6597105|XP_026845240.1|DPER
OG0005885	LOC119554798|XP_037721775.1|DSUP	LOC6602272|XP_002027321.1|DPER
OG0005886	LOC119553536|XP_037719894.1|DSUP	LOC6599078|XP_026849005.1|DPER
OG0005887	LOC119555502|XP_037722847.1|DSUP	LOC6597109|XP_026845196.1|DPER
OG0005888	LOC119554724|XP_037721666.1|DSUP	LOC6596149|XP_026845257.1|DPER
OG0005889	LOC119552757|XP_037718477.1|DSUP	LOC6599068|XP_026849024.1|DPER
OG0005890	LOC119556165|XP_037724012.1|DSUP	LOC6597829|XP_026846426.1|DPER
OG0005891	LOC119554554|XP_037721448.1|DSUP	LOC6602830|XP_002027864.2|DPER
OG0005892	LOC119554633|XP_037721558.1|DSUP	LOC6602797|XP_002027848.1|DPER
OG0005893	LOC119554133|XP_037720836.1|DSUP	LOC6596936|XP_002022218.1|DPER
OG0005894	LOC119554134|XP_037720837.1|DSUP	LOC6597056|XP_002022215.2|DPER
OG0005895	LOC119554136|XP_037720838.1|DSUP	LOC6597057|XP_002022216.1|DPER
OG0005896	LOC119553702|XP_037720190.1|DSUP	LOC6601841|XP_002026872.1|DPER
OG0005897	LOC119553116|XP_037719223.1|DSUP	LOC6600497|XP_026847642.1|DPER
OG0005898	LOC119555952|XP_037723590.1|DSUP	LOC6597580|XP_002022767.1|DPER
OG0005899	LOC119550801|XP_037715663.1|DSUP	LOC6590651|XP_002016409.1|DPER
OG0005900	LOC119546436|XP_037708633.1|DSUP	LOC6589590|XP_002014563.1|DPER
OG0005901	LOC119549342|XP_037713255.1|DSUP	LOC6590362|XP_002015842.1|DPER
OG0005902	LOC119551641|XP_037716999.1|DSUP	LOC6600888|XP_002025952.2|DPER
OG0005903	LOC119554427|XP_037721252.1|DSUP	LOC6594484|XP_002019750.2|DPER
OG0005904	LOC119559748|XP_037728743.1|DSUP	LOC6587803|XP_002013689.2|DPER
OG0005906	LOC119552888|XP_037718723.1|DSUP	LOC6602341|XP_026848528.1|DPER
OG0005907	LOC119554988|XP_037722053.1|DSUP	LOC113566489|XP_026848087.1|DPER
OG0005908	LOC119555474|XP_037722810.1|DSUP	LOC6601866|XP_002026915.1|DPER
OG0005909	LOC119554884|XP_037721900.1|DSUP	LOC6595773|XP_002021353.2|DPER
OG0005910	LOC119549264|XP_037713100.1|DSUP	LOC6590003|XP_002016053.1|DPER
OG0005911	LOC119549266|XP_037713104.1|DSUP	LOC6590002|XP_002016052.1|DPER
OG0005912	LOC119549267|XP_037713105.1|DSUP	LOC6590517|XP_002016085.1|DPER
OG0005913	LOC119545837|XP_037707723.1|DSUP	LOC113565375|XP_026842948.1|DPER
OG0005914	LOC119551845|XP_037717346.1|DSUP	LOC6592246|XP_002017632.2|DPER
OG0005915	LOC119551507|XP_037716815.1|DSUP	LOC6592247|XP_002017633.1|DPER
OG0005916	LOC119550053|XP_037714437.1|DSUP	LOC6600865|XP_002025900.1|DPER
OG0005917	LOC119552158|XP_037717901.1|DSUP	LOC6592455|XP_002018305.1|DPER
OG0005918	LOC119557707|XP_037726515.1|DSUP	LOC6597613|XP_002022751.1|DPER
OG0005919	LOC119551575|XP_037716903.1|DSUP	LOC6592692|XP_002017729.2|DPER
OG0005920	LOC119550557|XP_037715270.1|DSUP	LOC6603155|XP_002028170.1|DPER
OG0005921	LOC119554566|XP_037721464.1|DSUP	LOC6601119|XP_002026194.1|DPER
