Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0004640	LOC119563407|XP_037732702.1|DSUP	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC119558367|XP_037727806.1|DSUP	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC119557673|XP_037726469.1|DSUP	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC119563319|XP_037732582.1|DSUP	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC119557330|XP_037725979.1|DSUP	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC119546181|XP_037708233.1|DSUP	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC119558318|XP_037727658.1|DSUP	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC119556432|XP_037724588.1|DSUP	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC119546978|XP_037709555.1|DSUP	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC119553635|XP_037720041.1|DSUP	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC119546589|XP_037708934.1|DSUP	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC119553980|XP_037720615.1|DSUP	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC119546724|XP_037709142.1|DSUP	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC119562893|XP_037731938.1|DSUP	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC119556600|XP_037724840.1|DSUP	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC119560882|XP_037730487.1|DSUP	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC119549531|XP_037713584.1|DSUP	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC119549656|XP_037713774.1|DSUP	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC119559751|XP_037728749.1|DSUP	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC119562903|XP_037731957.1|DSUP	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC119555192|XP_037722380.1|DSUP	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC119557647|XP_037726426.1|DSUP	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC119556199|XP_037724079.1|DSUP	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC119556846|XP_037725245.1|DSUP	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC119560798|XP_037730358.1|DSUP	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC119560801|XP_037730363.1|DSUP	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC119555954|XP_037723592.1|DSUP	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC119545934|XP_037707800.1|DSUP	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC119548841|XP_037712392.1|DSUP	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC119560694|XP_037730204.1|DSUP	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC119562919|XP_037731996.1|DSUP	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC119547027|XP_037709629.1|DSUP	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC119560892|XP_037730526.1|DSUP	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC119545777|XP_037707570.1|DSUP	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC119560365|XP_037729698.1|DSUP	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC119558647|XP_037727974.1|DSUP	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC119558627|XP_037727963.1|DSUP	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC119560375|XP_037729710.1|DSUP	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC119560025|XP_037729245.1|DSUP	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC119547428|XP_037710215.1|DSUP	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC119558427|XP_037727909.1|DSUP	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC119560961|XP_037730640.1|DSUP	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC119547568|XP_037710400.1|DSUP	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC119545824|XP_037707650.1|DSUP	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC119563182|XP_037732381.1|DSUP	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC119560016|XP_037729233.1|DSUP	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC119545809|XP_037707620.1|DSUP	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC119559760|XP_037728759.1|DSUP	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC119546826|XP_037709349.1|DSUP	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC119563170|XP_037732364.1|DSUP	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC119563169|XP_037732362.1|DSUP	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC119561018|XP_037730773.1|DSUP	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC119545978|XP_037707887.1|DSUP	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC119551823|XP_037717317.1|DSUP	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC119557566|XP_037726278.1|DSUP	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC119557478|XP_037726174.1|DSUP	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC119563126|XP_037732302.1|DSUP	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC119560333|XP_037729651.1|DSUP	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC119560615|XP_037730080.1|DSUP	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC119545751|XP_037707513.1|DSUP	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC119563406|XP_037732700.1|DSUP	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC119549605|XP_037713700.1|DSUP	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC119560815|XP_037730387.1|DSUP	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC119552557|XP_037718104.1|DSUP	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC119546445|XP_037708647.1|DSUP	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC119560522|XP_037729925.1|DSUP	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC119560710|XP_037730246.1|DSUP	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC119549294|XP_037713184.1|DSUP	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC119551936|XP_037717528.1|DSUP	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC119559863|XP_037728898.1|DSUP	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC119563442|XP_037732765.1|DSUP	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC119562870|XP_037731911.1|DSUP	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC119548182|XP_037711225.1|DSUP	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC119548449|XP_037711644.1|DSUP	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC119557636|XP_037726398.1|DSUP	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC119547202|XP_037709874.1|DSUP	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC119548263|XP_037711339.1|DSUP	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC119549221|XP_037713032.1|DSUP	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC119563068|XP_037732211.1|DSUP	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC119560870|XP_037730470.1|DSUP	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC119545728|XP_037707475.1|DSUP	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC119557542|XP_037726247.1|DSUP	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC119558965|XP_037728072.1|DSUP	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC119560663|XP_037730160.1|DSUP	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC119558024|XP_037727079.1|DSUP	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC119546656|XP_037709039.1|DSUP	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC119560240|XP_037729531.1|DSUP	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC119559843|XP_037728868.1|DSUP	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC119559822|XP_037728844.1|DSUP	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC119559883|XP_037728948.1|DSUP	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC119545828|XP_037707654.1|DSUP	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC119545711|XP_037707438.1|DSUP	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC119560792|XP_037730349.1|DSUP	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC119560006|XP_037729208.1|DSUP	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC119561787|XP_037731197.1|DSUP	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC119551923|XP_037717485.1|DSUP	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC119561086|XP_037730885.1|DSUP	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC119552740|XP_037718478.1|DSUP	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC119560552|XP_037729992.1|DSUP	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC119546578|XP_037708908.1|DSUP	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC119559811|XP_037728824.1|DSUP	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC119553449|XP_037719781.1|DSUP	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC119553464|XP_037719798.1|DSUP	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC119548583|XP_037711834.1|DSUP	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC119551204|XP_037716369.1|DSUP	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC119560355|XP_037729687.1|DSUP	LOC6033696|XP_001844121.1|CQUI
OG0004751	LOC119555657|XP_037723169.1|DSUP	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC119559814|XP_037728833.1|DSUP	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC119563497|XP_037732865.1|DSUP	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC119551392|XP_037716650.1|DSUP	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC119547839|XP_037710800.1|DSUP	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC119547822|XP_037710776.1|DSUP	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC119563361|XP_037732640.1|DSUP	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC119560206|XP_037729497.1|DSUP	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC119560979|XP_037730681.1|DSUP	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC119559798|XP_037728809.1|DSUP	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC119563335|XP_037732608.1|DSUP, LOC119559283|XP_037728284.1|DSUP	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC119547119|XP_037709757.1|DSUP	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC119560967|XP_037730658.1|DSUP	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC119560827|XP_037730401.1|DSUP	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC119548818|XP_037712345.1|DSUP	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC119563267|XP_037732514.1|DSUP	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC119559758|XP_037728757.1|DSUP	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC119560833|XP_037730408.1|DSUP	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC119547826|XP_037710777.1|DSUP	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC119553282|XP_037719524.1|DSUP	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC119545754|XP_037707524.1|DSUP	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC119560262|XP_037729554.1|DSUP	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC119559554|XP_037728520.1|DSUP	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC119559570|XP_037728522.1|DSUP	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC119561025|XP_037730778.1|DSUP	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC119552143|XP_037717867.1|DSUP	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC119560778|XP_037730331.1|DSUP	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC119548491|XP_037711694.1|DSUP	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC119559738|XP_037728725.1|DSUP	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC119546988|XP_037709571.1|DSUP	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC119560003|XP_037729205.1|DSUP	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC119549188|XP_037712948.1|DSUP	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC119557886|XP_037726816.1|DSUP	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC119560364|XP_037729697.1|DSUP	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC119560468|XP_037729855.1|DSUP	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC119560113|XP_037729390.1|DSUP	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC119560942|XP_037730608.1|DSUP	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC119560913|XP_037730542.1|DSUP	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC119560738|XP_037730280.1|DSUP	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC119553583|XP_037719963.1|DSUP	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC119554145|XP_037720853.1|DSUP	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC119560873|XP_037730475.1|DSUP	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC119545661|XP_037707315.1|DSUP	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC119559850|XP_037728883.1|DSUP	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC119559987|XP_037729174.1|DSUP	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC119560031|XP_037729256.1|DSUP	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC119555817|XP_037723366.1|DSUP	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC119560469|XP_037729856.1|DSUP	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC119560783|XP_037730337.1|DSUP	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC119547257|XP_037709968.1|DSUP	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC119563538|XP_037732952.1|DSUP	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC119560834|XP_037730413.1|DSUP	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC119545713|XP_037707443.1|DSUP	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC119556209|XP_037724097.1|DSUP	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC119563253|XP_037732495.1|DSUP	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC119560463|XP_037729851.1|DSUP	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC119563354|XP_037732632.1|DSUP	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC119552796|XP_037718560.1|DSUP	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC119552858|XP_037718666.1|DSUP	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC119562904|XP_037731972.1|DSUP	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC119562892|XP_037731937.1|DSUP	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC119555962|XP_037723609.1|DSUP	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC119558102|XP_037727243.1|DSUP	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC119558101|XP_037727242.1|DSUP	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC119560498|XP_037729897.1|DSUP	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC119554275|XP_037721058.1|DSUP	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC119560591|XP_037730044.1|DSUP	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC119545721|XP_037707468.1|DSUP	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC119549314|XP_037713220.1|DSUP	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC119560528|XP_037729935.1|DSUP	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC119560529|XP_037729945.1|DSUP	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC119562574|XP_037731750.1|DSUP	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC119561039|XP_037730795.1|DSUP	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC119560444|XP_037729818.1|DSUP	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC119555463|XP_037722800.1|DSUP	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC119560684|XP_037730190.1|DSUP	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC119560701|XP_037730216.1|DSUP	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC119551220|XP_037716388.1|DSUP	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC119563357|XP_037732634.1|DSUP	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC119549451|XP_037713478.1|DSUP	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC119554789|XP_037721764.1|DSUP	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC119551640|XP_037717002.1|DSUP	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC119563077|XP_037732227.1|DSUP	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC119553067|XP_037719124.1|DSUP	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC119548371|XP_037711517.1|DSUP	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC119563404|XP_037732698.1|DSUP	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC119559341|XP_037728317.1|DSUP, LOC119548206|XP_037711268.1|DSUP	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC119559806|XP_037728817.1|DSUP	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC119546072|XP_037708075.1|DSUP	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC119546070|XP_037708069.1|DSUP	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC119561072|XP_037730850.1|DSUP	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC119560163|XP_037729449.1|DSUP	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC119560030|XP_037729253.1|DSUP	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC119551303|XP_037716526.1|DSUP	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC119555330|XP_037722589.1|DSUP	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC119553132|XP_037719253.1|DSUP	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC119555368|XP_037722634.1|DSUP	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC119553770|XP_037720304.1|DSUP	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC119553632|XP_037720031.1|DSUP	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC119554425|XP_037721246.1|DSUP	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC119554579|XP_037721487.1|DSUP	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC119554106|XP_037720784.1|DSUP	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC119555611|XP_037723037.1|DSUP	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC119552891|XP_037718732.1|DSUP	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC119554251|XP_037721017.1|DSUP	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC119562981|XP_037732087.1|DSUP	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC119553756|XP_037720288.1|DSUP	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC119551979|XP_037717622.1|DSUP	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC119559432|XP_037728459.1|DSUP	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC119551631|XP_037716983.1|DSUP	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC119551415|XP_037716683.1|DSUP	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC119550933|XP_037715885.1|DSUP	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC119551457|XP_037716733.1|DSUP	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC119546539|XP_037708809.1|DSUP	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC119557152|XP_037725674.1|DSUP	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC119557830|XP_037726717.1|DSUP	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC119558352|XP_037727779.1|DSUP	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC119554874|XP_037721887.1|DSUP	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC119551561|XP_037716887.1|DSUP	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC119551902|XP_037717444.1|DSUP	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC119553969|XP_037720601.1|DSUP	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC119553218|XP_037719404.1|DSUP	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC119554460|XP_037721299.1|DSUP	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC119552483|XP_037718010.1|DSUP	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC119552054|XP_037717730.1|DSUP	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC119551291|XP_037716497.1|DSUP	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC119550862|XP_037715767.1|DSUP	LOC6031164|XP_001842007.1|CQUI
OG0004887	LOC119551837|XP_037717335.1|DSUP	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC119552077|XP_037717780.1|DSUP	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC119550414|XP_037715003.1|DSUP	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC119550017|XP_037714369.1|DSUP	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC119557851|XP_037726765.1|DSUP	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC119550989|XP_037715955.1|DSUP	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC119550998|XP_037715975.1|DSUP	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC119551557|XP_037716880.1|DSUP	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC119549835|XP_037714042.1|DSUP	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC119549906|XP_037714148.1|DSUP	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC119550519|XP_037715156.1|DSUP	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC119550405|XP_037714991.1|DSUP	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC119550960|XP_037715916.1|DSUP	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC119550515|XP_037715151.1|DSUP	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC119551648|XP_037717010.1|DSUP	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC119552998|XP_037718945.1|DSUP	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC119549139|XP_037712840.1|DSUP	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC119552153|XP_037717890.1|DSUP	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC119550135|XP_037714562.1|DSUP	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC119553208|XP_037719390.1|DSUP	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC119554862|XP_037721872.1|DSUP	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC119553831|XP_037720392.1|DSUP	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC119552735|XP_037718422.1|DSUP	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC119552734|XP_037718421.1|DSUP	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC119553697|XP_037720181.1|DSUP	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC119553209|XP_037719394.1|DSUP	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC119550006|XP_037714356.1|DSUP	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC119551607|XP_037716942.1|DSUP	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC119550719|XP_037715541.1|DSUP	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC119551187|XP_037716317.1|DSUP	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC119552504|XP_037718042.1|DSUP	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC119552503|XP_037718039.1|DSUP	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC119549595|XP_037713686.1|DSUP	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC119553543|XP_037719910.1|DSUP	LOC6050541|XP_038120184.1|CQUI
OG0004921	LOC119552686|XP_037718334.1|DSUP	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC119555425|XP_037722719.1|DSUP	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC119552989|XP_037718936.1|DSUP	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC119554876|XP_037721890.1|DSUP	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC119554829|XP_037721830.1|DSUP	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC119555033|XP_037722108.1|DSUP	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC119552592|XP_037718168.1|DSUP	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC119551934|XP_037717513.1|DSUP	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC119552700|XP_037718364.1|DSUP	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC119549195|XP_037712952.1|DSUP	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC119551209|XP_037716371.1|DSUP	LOC6049358|XP_001866123.2|CQUI
OG0004932	LOC119552672|XP_037718309.1|DSUP	LOC6049348|XP_001866127.2|CQUI
OG0004933	LOC119551700|XP_037717096.1|DSUP	LOC6049349|XP_001866128.1|CQUI
OG0004934	LOC119551835|XP_037717333.1|DSUP	LOC6049350|XP_001866129.2|CQUI
OG0004935	LOC119551938|XP_037717526.1|DSUP	LOC6047852|XP_001864855.2|CQUI
OG0004936	LOC119553675|XP_037720146.1|DSUP	LOC6030990|XP_038115490.1|CQUI
OG0004937	LOC119553268|XP_037719487.1|DSUP	LOC6030983|XP_001841836.2|CQUI
OG0004938	LOC119553080|XP_037719155.1|DSUP	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI
OG0004939	LOC119552820|XP_037718600.1|DSUP	LOC6031030|XP_038120410.1|CQUI
OG0004940	LOC119552817|XP_037718592.1|DSUP	LOC6031035|XP_038117384.1|CQUI
OG0004941	LOC119554846|XP_037721850.1|DSUP	LOC6031042|XP_038114824.1|CQUI
